id,name
1193,ent.3200.freedom1
1194,ent.3200.diss
1195,ent.3200.idle1
1196,ent.3200.dance
1197,ent.3200.scare
1198,ent.3200.idle2
1199,ent.3200.clap
1200,ent.3200.comfort
1201,ent.3200.cry
1202,ent.3200.refuse
1203,ent.3200.hit1
1204,ent.3200.idle4
1205,ent.3200.dying1
1206,ent.3200.die
1207,ent.3200.sing
1208,ent.3200.freedom2
1209,ent.3200.happy
1210,ent.3200.foot1
1211,ent.3200.fantasy
1212,ent.3200.idle3
1213,ent.3200.need
1214,ent.3200.angry
1215,ent.10002.idle
1216,ent.10067.idle
1217,ent.3111.hit3
1218,ent.3111.hit2
1219,ent.3111.idle1
1220,ent.3111.idle2
1221,ent.3111.hit1
1222,ent.3111.projectile_throw
1223,ent.3111.die
1224,ent.3111.idle3
1225,ent.4527.die
1226,ent.4527.hit
1227,ent.4527.idle
1228,ent.4527.attack1
1229,ent.4527.attack1_2
1230,ent.4502.attack1
1231,ent.3445.die
1232,ent.3445.jump
1233,ent.3445.hit
1234,ent.3445.idle
1235,ent.4526.attack1
1236,ent.4526.attack2
1237,ent.10007.idle
1238,ent.3019.foot
1239,ent.3019.idle
1240,ent.3400.hit2
1241,ent.3400.idle1
1242,ent.3400.idle2
1243,ent.3400.hit1
1244,ent.3400.variation
1245,ent.3400.egg
1246,ent.3400.jump
1247,ent.3400.foot2
1248,ent.3400.foot4
1249,ent.3400.foot1
1250,ent.3400.foot3
1251,ent.3400.idle3
1252,ent.4501.attack1
1253,ent.3507.hit3
1254,ent.3507.hit2
1255,ent.3507.idle1
1256,ent.3507.idle2
1257,ent.3507.hit1
1258,ent.3507.die
1259,ent.3507.foot2
1260,ent.3507.foot1
1261,ent.3507.idle3
1262,ent.3433.hit3
1263,ent.3433.hit2
1264,ent.3433.idle1
1265,ent.3433.idle2
1266,ent.3433.idle6
1267,ent.3433.hit1
1268,ent.3433.idle4
1269,ent.3433.die
1270,ent.3433.idle5
1271,ent.3433.fly
1272,ent.3433.idle3
1273,ent.10058.idle
1274,ent.4537.die
1275,ent.4537.hit
1276,ent.3112.hit3
1277,ent.3112.hit2
1278,ent.3112.idle1
1279,ent.3112.charge
1280,ent.3112.idle2
1281,ent.3112.sprint
1282,ent.3112.projectile_hit
1283,ent.3112.hit1
1284,ent.3112.projectile_throw
1285,ent.3112.die
1286,ent.3112.idle3
1287,ent.3408.hit3
1288,ent.3408.hit2
1289,ent.3408.idle1
1290,ent.3408.foot5
1291,ent.3408.idle2
1292,ent.3408.hit1
1293,ent.3408.die
1294,ent.3408.foot2
1295,ent.3408.foot4
1296,ent.3408.foot1
1297,ent.3408.foot3
1298,ent.3408.idle3
1299,ent.4515.die
1300,ent.4515.hit
1301,ent.4515.idle
1302,ent.4515.attack1
1303,ent.4515.attack2
1304,ent.portal.portal
1305,ent.3442.hit2
1306,ent.3442.idle1
1307,ent.3442.hit1
1308,ent.3442.die
1309,ent.10010.idle
1310,ent.3121.hit2
1311,ent.3121.idle1
1312,ent.3121.idle2
1313,ent.3121.hit1
1314,ent.3121.die
1315,ent.3121.foot1
1316,ent.3121.idle3
1317,ent.3494.foot
1318,ent.3494.change2
1319,ent.3494.die
1320,ent.3494.hit
1321,ent.3494.idle
1322,ent.3494.attack1
1323,ent.3494.change1
1324,ent.4550.die
1325,ent.4550.hit
1326,ent.4550.idle
1327,ent.4550.attack1
1328,ent.3410.hit3
1329,ent.3410.hit2
1330,ent.3410.idle1
1331,ent.3410.idle2
1332,ent.3410.hit1
1333,ent.3410.die
1334,ent.3410.idle3
1335,ent.3013.idle
1336,ent.3017.idle1
1337,ent.10009.idle
1338,ent.3803.warn
1339,ent.3803.drop
1340,ent.3803.ready
1341,ent.3803.countdown
1342,ent.3803.launching
1343,ent.3803.landing
1344,ent.3803.open
1345,ent.3803.fly
1346,ent.3803.padding
1347,ent.4521.attackstop2
1348,ent.4521.foot
1349,ent.4521.attack3
1350,ent.4521.attack1
1351,ent.4521.attack2
1352,ent.3464.change2
1353,ent.3464.attack1
1354,ent.3464.brake
1355,ent.3464.change1
1356,ent.3505.hit3
1357,ent.3505.hit2
1358,ent.3505.idle1
1359,ent.3505.foot5
1360,ent.3505.idle2
1361,ent.3505.escape
1362,ent.3505.hit1
1363,ent.3505.idle4
1364,ent.3505.die
1365,ent.3505.idle5
1366,ent.3505.foot2
1367,ent.3505.foot4
1368,ent.3505.foot1
1369,ent.3505.foot3
1370,ent.3505.idle3
1371,ent.4556.die
1372,ent.4556.hit
1373,ent.4556.idle
1374,ent.4556.attack1
1375,ent.100073.idle
1376,ent.10040.die
1377,ent.10040.hit
1378,ent.10040.idle
1379,ent.3423.idle1
1380,ent.3423.idle2
1381,ent.3423.hit1
1382,ent.3423.foot2
1383,ent.3423.foot4
1384,ent.3423.foot1
1385,ent.3423.foot3
1386,ent.3423.discover
1387,ent.3102.hit2
1388,ent.3102.foot6
1389,ent.3102.idle1
1390,ent.3102.foot5
1391,ent.3102.idle2
1392,ent.3102.hit1
1393,ent.3102.die
1394,ent.3102.foot2
1395,ent.3102.foot4
1396,ent.3102.foot1
1397,ent.3102.foot3
1398,ent.3872.die
1399,ent.3872.hit
1400,ent.3872.leopardroar
1401,ent.4545.die
1402,ent.4545.hit
1403,ent.4545.idle
1404,ent.4545.attack1
1405,ent.4545.attack2
1406,ent.3123.hit2
1407,ent.3123.idle1
1408,ent.3123.idle2
1409,ent.3123.hit1
1410,ent.3123.die
1411,ent.3123.foot1
1412,ent.3123.idle3
1413,ent.10012.idle
1414,ent.10004.idle
1415,ent.3478.hit
1416,ent.3478.fly
1417,ent.3478.callstar
1418,ent.3502.hit3
1419,ent.3502.hit2
1420,ent.3502.fly3
1421,ent.3502.fly2
1422,ent.3502.idle1
1423,ent.3502.fly4
1424,ent.3502.idle2
1425,ent.3502.growl1
1426,ent.3502.fireball
1427,ent.3502.hit1
1428,ent.3502.idle4
1429,ent.3502.growl3
1430,ent.3502.die
1431,ent.3502.growl2
1432,ent.3502.idle3
1433,ent.3502.fly5
1434,ent.3502.fly1
1435,ent.3514.stonewaverdy
1436,ent.3514.foot
1437,ent.3514.stonewave
1438,ent.3514.die
1439,ent.3514.bellow
1440,ent.3416.eat
1441,ent.3416.hunger
1442,ent.3416.idle1
1443,ent.3416.idle2
1444,ent.3416.hit1
1445,ent.3416.die
1446,ent.3416.idle3
1447,ent.3131.hit3
1448,ent.3131.hit2
1449,ent.3131.idle1
1450,ent.3131.idle2
1451,ent.3131.hit1
1452,ent.3131.hit4
1453,ent.3131.die
1454,ent.3131.foot2
1455,ent.3131.foot4
1456,ent.3131.foot1
1457,ent.3131.foot3
1458,ent.3131.idle3
1459,ent.3469.idle1
1460,ent.3469.strike
1461,ent.3469.idle2
1462,ent.3469.strikestop
1463,ent.3469.attack3
1464,ent.3469.die
1465,ent.3469.hit
1466,ent.3469.attack1
1467,ent.3469.attack2
1468,ent.3018.hit2
1469,ent.3018.idle1
1470,ent.3018.idle2
1471,ent.3018.foot
1472,ent.3018.hit1
1473,ent.3018.die
1474,ent.3018.idle3
1475,ent.3510.born
1476,ent.3510.die
1477,ent.3510.attack
1478,ent.3510.doubleattack
1479,ent.3202.hit2
1480,ent.3202.dying2
1481,ent.3202.tired
1482,ent.3202.wave
1483,ent.3202.relax
1484,ent.3202.dying3
1485,ent.3202.diss
1486,ent.3202.idle1
1487,ent.3202.dance
1488,ent.3202.scare
1489,ent.3202.idle2
1490,ent.3202.comfort
1491,ent.3202.cry
1492,ent.3202.refuse
1493,ent.3202.hit1
1494,ent.3202.dying1
1495,ent.3202.die
1496,ent.3202.sing
1497,ent.3202.happy
1498,ent.3202.foot1
1499,ent.3202.idle3
1500,ent.3202.need
1501,ent.3202.angry
1502,ent.3418.idle1
1503,ent.3418.idle2
1504,ent.3418.hit1
1505,ent.3418.idle4
1506,ent.3418.die
1507,ent.3418.idle3
1508,ent.3421.idle1
1509,ent.3421.hit1
1510,ent.3421.foot2
1511,ent.3421.foot4
1512,ent.3421.foot1
1513,ent.3421.foot3
1514,ent.3460.idle1
1515,ent.3460.hit1
1516,ent.3460.die
1517,ent.3477.change2
1518,ent.3477.attack1
1519,ent.3477.attackstop1
1520,ent.3477.change1
1521,ent.3473.change2
1522,ent.3473.attack1
1523,ent.3473.attackstop1
1524,ent.3473.change1
1525,ent.3489.foot
1526,ent.3489.die
1527,ent.3489.hit
1528,ent.3489.idle
1529,ent.3489.attack1
1530,ent.3130.hit3
1531,ent.3130.hit2
1532,ent.3130.foot6
1533,ent.3130.idle1
1534,ent.3130.foot5
1535,ent.3130.idle2
1536,ent.3130.hit1
1537,ent.3130.die
1538,ent.3130.foot2
1539,ent.3130.foot4
1540,ent.3130.foot1
1541,ent.3130.foot3
1542,ent.3130.idle3
1543,ent.3109.hit2
1544,ent.3109.idle1
1545,ent.3109.idle2
1546,ent.3109.hit1
1547,ent.3109.die
1548,ent.3109.prepare
1549,ent.3109.foot1
1550,ent.4510.foot
1551,ent.4510.attack1
1552,ent.3885.die
1553,ent.3885.pollinate
1554,ent.3885.hit
1555,ent.3885.idle
1556,ent.3453.change2
1557,ent.3453.hit1
1558,ent.3453.foot1
1559,ent.3453.attack1
1560,ent.3453.brake
1561,ent.3453.attackstop1
1562,ent.3453.change1
1563,ent.3449.change2
1564,ent.3449.hit1
1565,ent.3449.foot1
1566,ent.3449.attack1
1567,ent.3449.brake
1568,ent.3449.attackstop1
1569,ent.3449.change1
1570,ent.3120.hit2
1571,ent.3120.idle1
1572,ent.3120.idle2
1573,ent.3120.hit1
1574,ent.3120.die
1575,ent.3120.deal
1576,ent.3120.idle3
1577,ent.3425.basketball_impact
1578,ent.3468.change2
1579,ent.3468.attackstop1
1580,ent.3468.change1
1581,ent.10037.die
1582,ent.10037.hit
1583,ent.10037.idle
1584,ent.3409.hit3
1585,ent.3409.hit2
1586,ent.3409.idle8
1587,ent.3409.idle1
1588,ent.3409.idle2
1589,ent.3409.idle7
1590,ent.3409.idle6
1591,ent.3409.hit1
1592,ent.3409.idle4
1593,ent.3409.hit4
1594,ent.3409.die
1595,ent.3409.idle5
1596,ent.3409.foot2
1597,ent.3409.foot1
1598,ent.3409.idle3
1599,ent.3506.hit3
1600,ent.3506.hit2
1601,ent.3506.idle1
1602,ent.3506.foot5
1603,ent.3506.idle2
1604,ent.3506.hit1
1605,ent.3506.idle4
1606,ent.3506.die
1607,ent.3506.idle5
1608,ent.3506.egg
1609,ent.3506.sit
1610,ent.3506.foot2
1611,ent.3506.foot4
1612,ent.3506.foot1
1613,ent.3506.foot3
1614,ent.3506.idle3
1615,ent.3201.hit2
1616,ent.3201.dying2
1617,ent.3201.tired
1618,ent.3201.wave
1619,ent.3201.relax
1620,ent.3201.dying3
1621,ent.3201.diss
1622,ent.3201.idle1
1623,ent.3201.dance
1624,ent.3201.scare
1625,ent.3201.idle2
1626,ent.3201.comfort
1627,ent.3201.cry
1628,ent.3201.refuse
1629,ent.3201.hit1
1630,ent.3201.dying1
1631,ent.3201.die
1632,ent.3201.sing
1633,ent.3201.happy
1634,ent.3201.foot1
1635,ent.3201.idle3
1636,ent.3201.need
1637,ent.3201.angry
1638,gunskin.2000_8.fire
1639,gunskin.2000_8.hit
1640,gunskin.2000_1_2
1641,gunskin.2000_1.charge
1642,gunskin.2000_1.chargeAtk
1643,gunskin.2000_5.fire
1644,gunskin.2000_5.hit
1645,gunskin.2000_2.fire
1646,gunskin.2000_2.hit
1647,gunskin.2000_10.fire
1648,gunskin.2000_10.hit
1649,gunskin.2000_1_1
1650,gunskin.2000_7.fire
1651,gunskin.2000_7.hit
1652,gunskin.2000_3.fire
1653,gunskin.2000_3.hit
1654,gunskin.2000_9.fire
1655,gunskin.2000_9.hit
1656,gunskin.2000_4.fire
1657,gunskin.2000_4.hit
1658,gunskin.2000_6.charge
1659,gunskin.2000_6.chargeAtk
1660,ar.Marking
1661,ar.Countdown
1662,ar.TakePhotos
1663,ar.Choose
1664,ar.Record
