资源ID,资源分类（0=生物，1=角色，2=装扮，3=方块，4=道具）,对象ID,中文名称,资源路径,图片缩略图,后缀,下载模式,海外LITE（字段名：LITE+渠道号，目前的数字是随便填的，0=保留资源，1=去除资源）,教育版LITE（同左）,盒子版LITE（同左）
1,3,859,琥珀黄门,,2,,1,,,
1,3,860,秋叶橙木门,,2,,1,,,
1,3,861,木纹灯,,2,,1,,,
1,3,862,象牙白玻璃灯,,2,,1,,,
1,3,863,朱砂橙玻璃灯,,2,,1,,,
1,3,864,胭脂红玻璃灯,,2,,1,,,
1,3,865,天青蓝玻璃灯,,2,,1,,,
1,3,866,鹅毛黄玻璃灯,,2,,1,,,
1,3,867,松花绿玻璃灯,,2,,1,,,
1,3,868,海棠红玻璃灯,,2,,1,,,
1,3,869,苍石灰玻璃灯,,2,,1,,,
1,3,870,浅苍灰玻璃灯,,2,,1,,,
1,3,871,青碧绿玻璃灯,,2,,1,,,
1,3,872,青莲紫玻璃灯,,2,,1,,,
1,3,873,宝石蓝玻璃灯,,2,,1,,,
1,3,874,深栗红玻璃灯,,2,,1,,,
1,3,875,翡翠绿玻璃灯,,2,,1,,,
1,3,876,赫赤红玻璃灯,,2,,1,,,
1,3,877,煤乌黑玻璃灯,,2,,1,,,
1,3,878,沙发测试,,2,,1,,,
1,3,879,圣诞铃铛,,2,,1,,,
1,3,880,圣诞条带,,2,,1,,,
1,3,881,喷花烟花,,2,,1,,,
1,3,882,喷花烟花（开）,,2,,1,,,
1,3,883,精致木床,,2,,1,,,
1,3,884,豪华木床,,2,,1,,,
1,3,885,公主床,,2,,1,,,
1,3,886,秘银星能幕布,,2,,1,,,
1,3,887,秘银星能幕布（贴墙）,,2,,1,,,
1,3,888,钛金星能幕布,,2,,1,,,
1,3,889,钛金星能幕布（贴墙）,,2,,1,,,
1,3,890,熔岩星能幕布,,2,,1,,,
1,3,891,熔岩星能幕布（贴墙）,,2,,1,,,
1,3,892,木质字牌,,2,,1,,,
1,3,893,石质字牌,,2,,1,,,
1,3,894,秘银字牌,,2,,1,,,
1,3,895,炽炎字牌,,2,,1,,,
1,3,896,钨金字牌,,2,,1,,,
1,3,897,熔岩字牌,,2,,1,,,
1,3,898,灯笼,,2,,1,,,
1,3,899,古典路灯,,2,,1,,,
1,3,900,现代路灯,,2,,1,,,
1,3,901,野人战士图腾,,2,,1,,,
1,3,902,野萌宝图腾,,2,,1,,,
1,3,903,野人投矛手图腾,,2,,1,,,
1,3,904,蝙蝠图腾,,2,,1,,,
1,3,906,爆爆蛋图腾,,2,,1,,,
1,3,908,熔岩巨人图腾,,2,,1,,,
1,3,909,硫黄弓手图腾,,2,,1,,,
1,3,910,嘟嘟鸟图腾,,2,,1,,,
1,3,911,沃沃兽图腾,,2,,1,,,
1,3,912,墩墩图腾,,2,,1,,,
1,3,913,角鹿图腾,,2,,1,,,
1,3,915,狐图腾,,2,,1,,,
1,3,917,地心人图腾,,2,,1,,,
1,3,918,远古黑龙图腾,,2,,1,,,
1,3,919,红色战旗,,2,,1,,,
1,3,920,蓝色战旗,,2,,1,,,
1,3,921,绿色战旗,,2,,1,,,
1,3,922,黄战旗,,2,,1,,,
1,3,923,橙色战旗,,2,,1,,,
1,3,924,紫色战旗,,2,,1,,,
1,3,925,白色战旗,,2,,1,,,
1,3,926,黑色铜围栏,,2,,1,,,
1,3,927,白色铜围栏,,2,,1,,,
1,3,928,小花盆,,2,,1,,,
1,3,929,大花盆,,2,,1,,,
1,3,930,展示架,,2,,1,,,
1,3,931,蜡烛台,,2,,1,,,
1,3,932,蜡烛台,,2,,1,,,
1,3,933,吊灯,,2,,1,,,
1,3,934,典雅壁灯,,2,,1,,,
1,3,935,精致壁灯,,2,,1,,,
1,3,936,台灯,,2,,1,,,
1,3,937,福字,,2,,1,,,
1,3,938,对联字牌,,2,,1,,,
1,3,939,春节窗花,,2,,1,,,
1,3,940,春节窗花-福,,2,,1,,,
1,3,941,春节窗花-禄,,2,,1,,,
1,3,942,春节窗花-寿,,2,,1,,,
1,3,943,春节窗花-喜,,2,,1,,,
1,3,944,新春灯笼,,2,,1,,,
1,3,945,中式宫灯,,2,,1,,,
1,3,946,红色陶花盆,,2,,1,,,
1,3,947,绿色陶花盆,,2,,1,,,
1,3,948,大瓷花盆,,2,,1,,,
1,3,949,新春宫灯,,2,,1,,,
1,3,950,魔力坐骑蛋,,2,,1,,,
1,3,951,小飞鼠坐骑蛋,,2,,1,,,
1,3,952,麒麟坐骑蛋,,2,,1,,,
1,3,953,陆行鸟坐骑蛋,,2,,1,,,
1,3,954,小白象坐骑蛋,,2,,1,,,
1,3,955,小海豹坐骑蛋,,2,,1,,,
1,3,956,小猫咪坐骑蛋,,2,,1,,,
1,3,957,小天马坐骑蛋,,2,,1,,,
1,3,958,小仓鼠坐骑蛋,,2,,1,,,
1,3,959,游戏版本过低,,2,,1,,,
1,3,960,基石-混凝土,,2,,1,,,
1,3,961,基石-裂土,,2,,1,,,
1,3,962,白色基石,,2,,1,,,
1,3,963,基石-坚冰,,2,,1,,,
1,3,964,基石-钢板,,2,,1,,,
1,3,965,椅子,,2,,1,,,
1,3,966,桌子,,2,,1,,,
1,3,967,沙发,,2,,1,,,
1,3,968,棕色壁炉,,2,,1,,,
1,3,969,柜子,,2,,1,,,
1,3,970,象牙白椅子,,2,,1,,,
1,3,971,象牙白桌子,,2,,1,,,
1,3,972,象牙白沙发,,2,,1,,,
1,3,973,白色壁炉,,2,,1,,,
1,3,974,象牙白柜子,,2,,1,,,
1,3,975,松木椅子,,2,,1,,,
1,3,976,松木桌子,,2,,1,,,
1,3,977,松木沙发,,2,,1,,,
1,3,978,黑色壁炉,,2,,1,,,
1,3,979,松木柜子,,2,,1,,,
1,3,980,周年生日蛋糕,,2,,1,,,
1,3,981,方片花纹砖,,2,,1,,,
1,3,982,棕色纹砖,,2,,1,,,
1,3,983,黑白纹砖,,2,,1,,,
1,3,984,白蓝纹玻璃片,,2,,1,,,
1,3,985,绿蓝纹玻璃片,,2,,1,,,
1,3,986,小彩旗,,2,,1,,,
1,3,987,游戏版本过低,,2,,1,,,
1,3,988,补给箱,,2,,1,,,
1,3,989,补给道具箱,,2,,1,,,
1,3,990,公共集合点,,2,,1,,,
1,3,991,1队:红队集合点,,2,,1,,,
1,3,992,2队:蓝队集合点,,2,,1,,,
1,3,993,3队:绿队集合点,,2,,1,,,
1,3,994,4队:黄队集合点,,2,,1,,,
1,3,995,5队:橙队集合点,,2,,1,,,
1,3,996,6队:紫队集合点,,2,,1,,,
1,3,997,闪星方块,,2,,1,,,
1,3,998,初始道具补给箱,,2,,1,,,
1,3,999,再次挑战补给箱,,2,,1,,,
1,3,1000,方块复制器,,2,,1,,,
1,3,1001,空气墙方块,,2,,1,,,
1,3,1002,方块复制器,,2,,1,,,
1,3,1003,游戏版本过低,,2,,1,,,
1,3,1004,标记器（-）,,2,,1,,,
1,3,1005,标记器（+）,,2,,1,,,
1,3,1006,标记器3号,,2,,1,,,
1,3,1007,标记器4号,,2,,1,,,
1,3,1008,滑动方块,,2,,1,,,
1,3,1009,红色星能线,,2,,1,,,
1,3,1010,转轴方块,,2,,1,,,
1,3,1011,前进路径牌-公共,,2,,1,,,
1,3,1012,停止路径牌,,2,,1,,,
1,3,1013,标记器0号,,2,,1,,,
1,3,1014,十字大炸弹,,2,,1,,,
1,3,1015,十字小炸弹,,2,,1,,,
1,3,1016,单向大炸弹,,2,,1,,,
1,3,1017,单向小炸弹,,2,,1,,,
1,3,1018,空气墙-不挡子弹,,2,,1,,,
1,3,1019,窝,,2,,1,,,
1,3,1020,嘟嘟鸟饲料,,2,,1,,,
1,3,1021,闪星奖杯,,2,,1,,,
1,3,1022,游戏版本过低,,2,,1,,,
1,3,1023,游戏版本过低,,2,,1,,,
1,3,1024,游戏版本过低,,2,,1,,,
1,3,1025,游戏版本过低,,2,,1,,,
1,3,1026,前进路径牌-1队,,2,,1,,,
1,3,1027,前进路径牌-2队,,2,,1,,,
1,3,1028,前进路径牌-3队,,2,,1,,,
1,3,1029,前进路径牌-4队,,2,,1,,,
1,3,1030,前进路径牌-5队,,2,,1,,,
1,3,1031,前进路径牌-6队,,2,,1,,,
1,3,1032,感应方块,,2,,1,,,
1,3,1033,算法器,,2,,1,,,
1,3,1034,星能阻隔器,,2,,1,,,
1,3,1035,随机补给罐,,2,,1,,,
1,3,1036,准备点,,2,,1,,,
1,3,1037,触碰方块,,2,,1,,,
1,3,1038,生物触碰方块,,2,,1,,,
1,3,1039,得分方块,,2,,1,,,
1,3,1040,球触碰方块,,2,,1,,,
1,3,1041,球触碰方块,,2,,1,,,
1,3,1042,神秘图腾,,2,,1,,,
1,3,1043,图腾宝藏水晶,,2,,1,,,
1,3,1044,图腾宝藏水晶(初始祭坛),,2,,1,,,
1,3,1045,氧气提炼装置,,2,,1,,,
1,3,1046,火炬-熄灭,,2,,1,,,
1,3,1047,压缩气罐（空）,,2,,1,,,
1,3,1048,压缩气罐（氧气）,,2,,1,,,
1,3,1049,神秘图腾(污染核心),,2,,1,,,
1,3,1050,星球植物培养基,,2,,1,,,
1,3,1051,氧气果,,2,,1,,,
1,3,1052,信号发生器,,2,,1,,,
1,3,1053,信号接收器,,2,,1,,,
1,3,1054,信号解析器,,2,,1,,,
1,3,1055,小加密箱,,2,,1,,,
1,3,1056,大加密箱,,2,,1,,,
1,3,1057,宇宙大礼包,,2,,1,,,
1,3,1058,巨人雕像,,2,,1,,,
1,3,1059,巨人核心,,2,,1,,,
1,3,1060,反射镜,,2,,1,,,
1,3,1061,巨人宝罐,,2,,1,,,
1,3,1062,区域复制方块,,2,,1,,,
1,3,1063,蓝图工作台,,2,,1,,,
1,3,1064,蓝图图纸,,2,,1,,,
1,3,1066,测距仪,,2,,1,,,
1,3,1067,物理触碰方块,,2,,1,,,
1,3,1068,篮筐方块,,2,,1,,,
1,3,1069,星星方块,,2,,1,,,
1,3,1070,荧光方块,,2,,1,,,
1,3,1071,荧光块,,2,,1,,,
1,3,1072,公共初始集合点,,2,,1,,,
1,3,1073,1队:红队初始集合点,,2,,1,,,
1,3,1074,2队:蓝队初始集合点,,2,,1,,,
1,3,1075,3队:绿队初始集合点,,2,,1,,,
1,3,1076,4队:黄队初始集合点,,2,,1,,,
1,3,1077,5队:橙队初始集合点,,2,,1,,,
1,3,1078,6队:紫队初始集合点,,2,,1,,,
1,3,1079,个人集合点,,2,,1,,,
1,3,1080,刷怪方块,,2,,1,,,
1,3,1081,空气墙-不挡物理,,2,,1,,,
1,3,1082,车身方块（测试用）,,2,,1,,,
1,3,1083,转向车轮,,2,,1,,,
1,3,1084,驾驶座,,2,,1,,,
1,3,1085,机械车间,,2,,1,,,
1,3,1086,车间（测试）,,2,,1,,,
1,3,1087,动力车轮,,2,,1,,,
1,3,1088,引擎（测试）,,2,,1,,,
1,3,1089,燃料引擎,,2,,1,,,
1,3,1090,无限引擎,,2,,1,,,
1,3,1091,乘客座,,2,,1,,,
1,3,1092,动作序列器,,2,,1,,,
1,3,1093,推进器001型,,2,,1,,,
1,3,1094,机翼,,2,,1,,,
1,3,1095,尾翼,,2,,1,,,
1,3,1096,航天推进器,,2,,1,,,
1,3,1099,油箱,,2,,1,,,
1,3,1101,实验室门,,2,,1,,,
1,3,1102,镜冰,,2,,1,,,
1,3,1103,冰灯,,2,,1,,,
1,3,1104,花纹星能块,,2,,1,,,
1,3,1105,星能秘银块,,2,,1,,,
1,3,1106,星能秘银板,,2,,1,,,
1,3,1107,紫线秘银块,,2,,1,,,
1,3,1108,厚秘银板,,2,,1,,,
1,3,1109,镂空秘银板,,2,,1,,,
1,3,1110,实验室灯,,2,,1,,,
1,3,1111,锈秘银门,,2,,1,,,
1,3,1112,秘银丝网,,2,,1,,,
1,3,1113,竖纹秘银板,,2,,1,,,
1,3,1114,锈秘银板,,2,,1,,,
1,3,1115,条纹锈秘银板,,2,,1,,,
1,3,1116,镂空锈秘银板,,2,,1,,,
1,3,1117,星能锈秘银块,,2,,1,,,
1,3,1118,荧光灯,,2,,1,,,
1,3,1119,花纹秘银块,,2,,1,,,
1,3,1120,象牙白旧秘银块,,2,,1,,,
1,3,1121,朱砂橙旧秘银块,,2,,1,,,
1,3,1122,胭脂红旧秘银块,,2,,1,,,
1,3,1123,天青蓝旧秘银块,,2,,1,,,
1,3,1124,鹅毛黄旧秘银块,,2,,1,,,
1,3,1125,松花绿旧秘银块,,2,,1,,,
1,3,1126,海棠红旧秘银块,,2,,1,,,
1,3,1127,苍石灰旧秘银块,,2,,1,,,
1,3,1128,浅苍灰旧秘银块,,2,,1,,,
1,3,1129,青碧绿旧秘银块,,2,,1,,,
1,3,1130,青莲紫旧秘银块,,2,,1,,,
1,3,1131,宝石蓝旧秘银块,,2,,1,,,
1,3,1132,深栗红旧秘银块,,2,,1,,,
1,3,1133,翡翠绿旧秘银块,,2,,1,,,
1,3,1134,赫赤红旧秘银块,,2,,1,,,
1,3,1135,煤乌黑旧秘银块,,2,,1,,,
1,3,1136,雪梅屏风,,2,,1,,,
1,3,1137,红烛灯,,2,,1,,,
1,3,1138,模型工作台,,2,,1,,,
1,3,1139,红烛灯,,2,,1,,,
1,3,1140,传送点核心方块,,2,,1,,,
1,3,1141,传送点方块,,2,,1,,,
1,3,1142,道具模型工作台,,2,,1,,,
1,3,1143,编书台,,2,,1,,,
1,3,1144,书架,,2,,1,,,
1,3,1145,春节窗花-牛,,2,,1,,,
1,3,1146,庆典花灯,,2,,1,,,
1,3,1147,春节窗花-虎,,2,,1,,,
1,3,1148,游戏版本过低,,2,,1,,,
1,3,1149,游戏版本过低,,2,,1,,,
1,3,1150,生物模型方块,,2,,1,,,
1,3,1151,自定义模型制作器,,2,,1,,,
1,3,1152,工具模式预览方块,,2,,1,,,
1,3,1153,测试：标记器（-）,,2,,1,,,
1,3,1154,测试：标记器（+）,,2,,1,,,
1,3,1155,测试：滑动方块,,2,,1,,,
1,3,1156,测试：转轴方块,,2,,1,,,
1,3,1157,测试：开关,,2,,1,,,
1,3,1158,球铰链方块,,2,,1,,,
1,3,1159,铰链方块,,2,,1,,,
1,3,1160,机械爪,,2,,1,,,
1,3,1161,液压臂,,2,,1,,,
1,3,1162,游戏版本过低,,2,,1,,,
1,3,1163,游戏版本过低,,2,,1,,,
1,3,1164,避震器,,2,,1,,,
1,3,1165,升降绞绳,,2,,1,,,
1,3,1166,游戏版本过低,,2,,1,,,
1,3,1167,游戏版本过低,,2,,1,,,
1,3,1168,红外感应方块,,2,,1,,,
1,3,1169,光照感应器,,2,,1,,,
1,3,1170,游戏版本过低,,2,,1,,,
1,3,1171,游戏版本过低,,2,,1,,,
1,3,1200,篝火,,2,,1,,,
1,3,1201,石碑,,2,,1,,,
1,3,1202,部落图腾,,2,,1,,,
1,3,1203,农夫旗帜,,2,,1,,,
1,3,1204,樵夫旗帜,,2,,1,,,
1,3,1205,守卫旗帜,,2,,1,,,
1,3,1400,音乐盒,,2,,1,,,
1,3,1401,天空布景台,,2,,1,,,
1,3,1402,重力装置,,2,,1,,,
1,3,1403,天气控制器,,2,,1,,,
1,3,1404,家园工作台,,2,,1,,,
1,3,1405,宠物窝,,2,,1,,,
1,3,1406,简单灶台,,2,,1,,,
1,3,1451,荣誉架,,2,,1,,,
1,3,1452,向阳花,,2,,1,,,
1,3,1453,红色龙舌兰,,2,,1,,,
1,3,1454,龙血花,,2,,1,,,
1,3,1455,野蔷薇,,2,,1,,,
1,3,1456,小白菊,,2,,1,,,
1,3,1457,茶树,,2,,1,,,
1,3,1458,香蕉树,,2,,1,,,
1,3,1459,巨鳞羽果,,2,,1,,,
1,3,1460,芒果树,,2,,1,,,
1,3,1461,梨树,,2,,1,,,
1,3,1462,柑橘树,,2,,1,,,
1,3,1463,桃子树,,2,,1,,,
1,3,1464,水稻,,2,,1,,,
1,3,1465,玉米,,2,,1,,,
1,3,1466,番薯,,2,,1,,,
1,3,1467,南瓜,,2,,1,,,
1,3,1468,甘蔗,,2,,1,,,
1,3,1469,满的蜂巢,,2,,1,,,
1,3,1470,辣椒树,,2,,1,,,
1,3,1471,棉花树,,2,,1,,,
1,3,1472,果树,,2,,1,,,
1,3,1473,落叶松,,2,,1,,,
1,3,1474,白杨树,,2,,1,,,
1,3,1475,红杉树,,2,,1,,,
1,3,1476,楠树,,2,,1,,,
1,3,1477,胡桃树,,2,,1,,,
1,3,1478,食用小蘑菇,,2,,1,,,
1,3,1479,食用小红菇,,2,,1,,,
1,3,1480,咖啡豆树,,2,,1,,,
1,3,1481,红杉果树,,2,,1,,,
1,3,1482,氧气果树,,2,,1,,,
1,3,1483,橙色龙舌兰,,2,,1,,,
1,3,1484,灰色龙舌兰,,2,,1,,,
1,3,1485,粉色龙舌兰,,2,,1,,,
1,3,1486,胡萝卜,,2,,1,,,
1,3,1487,胡萝卜,,2,,1,,,
1,3,1488,胡萝卜,,2,,1,,,
1,3,1489,胡萝卜,,2,,1,,,
1,3,1490,胡萝卜,,2,,1,,,
1,3,1491,胡萝卜,,2,,1,,,
1,3,1492,胡萝卜,,2,,1,,,
1,3,1493,向阳花（苗）,,2,,1,,,
1,3,1494,红色龙舌兰（苗）,,2,,1,,,
1,3,1495,橙色龙舌兰（苗）,,2,,1,,,
1,3,1496,灰色龙舌兰（苗）,,2,,1,,,
1,3,1497,粉色龙舌兰（苗）,,2,,1,,,
1,3,1498,龙血花（苗）,,2,,1,,,
1,3,1499,野蔷薇（苗）,,2,,1,,,
1,3,1500,小白菊（苗）,,2,,1,,,
1,3,1550,简约床,,2,,1,,,
1,3,1551,简约沙发,,2,,1,,,
1,3,1552,简约书桌,,2,,1,,,
1,3,1553,简约餐桌,,2,,1,,,
1,3,1554,简约茶几,,2,,1,,,
1,3,1555,简约洗手台,,2,,1,,,
1,3,1556,简约椅子,,2,,1,,,
1,3,1557,简约马桶,,2,,1,,,
1,3,1558,简约浴缸,,2,,1,,,
1,3,1559,简约衣柜,,2,,1,,,
1,3,1560,简约橱柜,,2,,1,,,
1,3,1561,简约半格橱柜,,2,,1,,,
1,3,1562,简约组合柜,,2,,1,,,
1,3,1563,简约屏风,,2,,1,,,
1,3,1564,简约立体灯,,2,,1,,,
1,3,1565,简约吊灯,,2,,1,,,
1,3,1566,简约壁灯,,2,,1,,,
1,3,1567,简约门,,2,,1,,,
1,3,1568,简约窗,,2,,1,,,
1,3,1569,简约楼梯,,2,,1,,,
1,3,1570,简约墙砖,,2,,1,,,
1,3,1571,简约砖,,2,,1,,,
1,3,1572,简约半砖,,2,,1,,,
1,3,1573,简约围栏,,2,,1,,,
1,3,1574,中式床,,2,,1,,,
1,3,1575,中式沙发,,2,,1,,,
1,3,1576,中式书桌,,2,,1,,,
1,3,1577,中式餐桌,,2,,1,,,
1,3,1578,中式茶几,,2,,1,,,
1,3,1579,中式洗手台,,2,,1,,,
1,3,1580,中式椅子,,2,,1,,,
1,3,1581,中式马桶,,2,,1,,,
1,3,1582,中式浴缸,,2,,1,,,
1,3,1583,中式衣柜,,2,,1,,,
1,3,1584,中式橱柜,,2,,1,,,
1,3,1585,中式半格橱柜,,2,,1,,,
1,3,1586,中式组合柜,,2,,1,,,
1,3,1587,中式屏风,,2,,1,,,
1,3,1588,中式立体灯,,2,,1,,,
1,3,1589,中式吊灯,,2,,1,,,
1,3,1590,中式壁灯,,2,,1,,,
1,3,1591,中式门,,2,,1,,,
1,3,1592,中式窗,,2,,1,,,
1,3,1593,中式楼梯,,2,,1,,,
1,3,1594,中式墙砖,,2,,1,,,
1,3,1595,中式砖,,2,,1,,,
1,3,1596,中式半砖,,2,,1,,,
1,3,1597,中式围栏,,2,,1,,,
1,3,1598,现代床,,2,,1,,,
1,3,1599,现代沙发,,2,,1,,,
1,3,1600,现代书桌,,2,,1,,,
1,3,1601,现代餐桌,,2,,1,,,
1,3,1602,现代茶几,,2,,1,,,
1,3,1603,现代洗手台,,2,,1,,,
1,3,1604,现代椅子,,2,,1,,,
1,3,1605,现代马桶,,2,,1,,,
1,3,1606,现代浴缸,,2,,1,,,
1,3,1607,现代衣柜,,2,,1,,,
1,3,1608,现代橱柜,,2,,1,,,
1,3,1609,现代半格橱柜,,2,,1,,,
1,3,1610,现代组合柜,,2,,1,,,
1,3,1611,现代屏风,,2,,1,,,
1,3,1612,现代立体灯,,2,,1,,,
1,3,1613,现代吊灯,,2,,1,,,
1,3,1614,现代壁灯,,2,,1,,,
1,3,1615,现代门,,2,,1,,,
1,3,1616,现代窗,,2,,1,,,
1,3,1617,现代楼梯,,2,,1,,,
1,3,1618,现代墙砖,,2,,1,,,
1,3,1619,现代砖,,2,,1,,,
1,3,1620,现代半砖,,2,,1,,,
1,3,1621,现代围栏,,2,,1,,,
1,3,1622,童话床,,2,,1,,,
1,3,1623,童话沙发,,2,,1,,,
1,3,1624,童话书桌,,2,,1,,,
1,3,1625,童话餐桌,,2,,1,,,
1,3,1626,童话茶几,,2,,1,,,
1,3,1627,童话洗手台,,2,,1,,,
1,3,1628,童话椅子,,2,,1,,,
1,3,1629,童话马桶,,2,,1,,,
1,3,1630,童话浴缸,,2,,1,,,
1,3,1631,童话衣柜,,2,,1,,,
1,3,1632,童话橱柜,,2,,1,,,
1,3,1633,童话半格橱柜,,2,,1,,,
1,3,1634,童话组合柜,,2,,1,,,
1,3,1635,童话屏风,,2,,1,,,
1,3,1636,童话立体灯,,2,,1,,,
1,3,1637,童话吊灯,,2,,1,,,
1,3,1638,童话壁灯,,2,,1,,,
1,3,1639,童话门,,2,,1,,,
1,3,1640,童话窗,,2,,1,,,
1,3,1641,童话楼梯,,2,,1,,,
1,3,1642,童话墙砖,,2,,1,,,
1,3,1643,童话砖,,2,,1,,,
1,3,1644,童话半砖,,2,,1,,,
1,3,1645,童话围栏,,2,,1,,,
1,3,1646,科幻床,,2,,1,,,
1,3,1647,科幻沙发,,2,,1,,,
1,3,1648,科幻书桌,,2,,1,,,
1,3,1649,科幻餐桌,,2,,1,,,
1,3,1650,科幻茶几,,2,,1,,,
1,3,1651,科幻洗手台,,2,,1,,,
1,3,1652,科幻椅子,,2,,1,,,
1,3,1653,科幻马桶,,2,,1,,,
1,3,1654,科幻浴缸,,2,,1,,,
1,3,1655,科幻衣柜,,2,,1,,,
1,3,1656,科幻橱柜,,2,,1,,,
1,3,1657,科幻半格橱柜,,2,,1,,,
1,3,1658,科幻组合柜,,2,,1,,,
1,3,1659,科幻屏风,,2,,1,,,
1,3,1660,科幻立体灯,,2,,1,,,
1,3,1661,科幻吊灯,,2,,1,,,
1,3,1662,科幻壁灯,,2,,1,,,
1,3,1663,科幻门,,2,,1,,,
1,3,1664,科幻窗,,2,,1,,,
1,3,1665,科幻楼梯,,2,,1,,,
1,3,1666,科幻墙砖,,2,,1,,,
1,3,1667,科幻砖,,2,,1,,,
1,3,1668,科幻半砖,,2,,1,,,
1,3,1669,科幻围栏,,2,,1,,,
1,3,1670,小松树盆栽,,2,,1,,,
1,3,1671,葱翠盆栽,,2,,1,,,
1,3,1672,绒毛地毯,,2,,1,,,
1,3,1673,山水画,,2,,1,,,
1,3,1674,抽象画,,2,,1,,,
1,3,1675,中国结挂饰,,2,,1,,,
1,3,1676,星球挂饰,,2,,1,,,
1,3,1677,简单书柜,,2,,1,,,
1,3,1800,魔龙坐骑蛋,,2,,1,,,
1,3,1801,月亮坐骑蛋,,2,,1,,,
1,3,1802,圣夜雪橇坐骑蛋,,2,,1,,,
1,3,1803,巨鲸坐骑蛋,,2,,1,,,
1,4,,,res/itemmods,2,.png|.ktx|.omod,1,,,
1,4,,,res/sounds,,.ogg,1,,,
1,5,,,res/sounds/ui/button/button_click.ogg,,,1,,,
1,5,,,res/sounds/music/theme1.ogg,,,1,,,
1,4,,,res/particles,2,.png|.ktx,1,,,
1,4,,,res/ui/aiicons,2,.png|.ktx,1,,,
1,4,,,res/ui/animact,2,.png|.ktx,1,,,
1,4,,,res/ui/bufficons,1,.png|.ktx,1,,,
1,4,,,res/ui/headframes,2,.png|.ktx,1,,,
1,4,,,res/ui/itemexticons,2,.png|.ktx,1,,,
1,4,,,res/ui/itemskillicons,2,.png|.ktx,1,,,
1,4,,,res/ui/particlesicons,2,.png|.ktx,1,,,
1,4,,,res/ui/rideicons,2,.png|.ktx,1,,,
1,4,,,res/ui/rideskillicons,2,.png|.ktx,1,,,
1,4,,,res/ui/roleicons,2,.png|.ktx,1,,,
1,4,,,res/ui/vehicle,1,.png|.ktx,1,,,
1,4,,,res/ui/mobile/effect,2,.png|.ktx,1,,,
1,4,,,res/blocks,2,.png|.ktx,1,,,
1,4,,,res/items,2,.png|.ktx,1,,,
1,4,,,res/ui/mobile/texture3,2,.png|.ktx,1,,,
1,4,,,res/ui/mobile/texture4,2,.png|.ktx,1,,,
1,4,,,res/ui/mobile/texture5,2,.png|.ktx,1,,,
1,5,,,res/blocks/transfer_static.png,,,1,,,
1,5,,,res/blocks/water_still.png,,,1,,,
1,5,,,res/blocks/honey_still.png,,,1,,,
1,5,,,res/blocks/transfer_flow.png,,,1,,,
1,5,,,res/blocks/transfer_static_emi.png,,,1,,,
1,5,,,res/blocks/transfer_flow_emi.png,,,1,,,
1,5,,,res/blocks/lava_flow_emi.png,,,1,,,
1,5,,,res/blocks/portal.png,,,1,,,
1,5,,,res/blocks/lava_flow.png,,,1,,,
1,5,,,res/blocks/lava_still_emi.png,,,1,,,
1,5,,,res/blocks/lava_still.png,,,1,,,
1,5,,,res/blocks/water_flow.png,,,1,,,
1,5,,,res/blocks/honey_flow.png,,,1,,,
1,5,,,res/blocks/grass_side.png,,,1,,,
1,5,,,res/blocks/grass_side_overlay.png,,,1,,,
1,5,,,res/blocks/grass_side_snowed.png,,,1,,,
1,5,,,res/blocks/grass_top.png,,,1,,,
1,5,,,res/blocks/cosmicgrass_side_overlay.png,,,1,,,
1,5,,,res/blocks/cosmicgrass_side.png,,,1,,,
1,5,,,res/blocks/cosmicgrass_top.png,,,1,,,
1,5,,,res/entity/13808/body.omod,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_0.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_1.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_2.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_3.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_4.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_5.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_6.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_7.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_9.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_10.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_11.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_12.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_13.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_14.csv,,,1,,,
1,4,,,res/csvdef/autogen/filterstring_en_15.csv,,,1,,,
1,4,,,res/ui/models,2,.png|.ktx,1,,,
1,4,,,res/ui/exploremap,2,.png|.ktx,1,,,
1,4,,,res/entity/player,2,.png|.ktx,1,,,
1,4,,,res/mods/Material_1.7_3a3fefca-3b02-11e7-a919-92ebcb67fe33.zip,,,1,,,
1,4,,,res/mods/Realistic_1.8_aef3f5e6-48be-4631-b20f-d386bc333f99.zip,,,1,,,
1,4,,,res/ui/mobile/texture0/emoticon.png,2,.png|.ktx,1,,,
1,4,,,res/ui/mobile/texture0/noviceguide.png,2,.png|.ktx,1,,,
1,4,,,res/ui/mobile/texture0/playercenter.png,2,.png|.ktx,1,,,
1,4,,,res/ui/mobile/texture0/shop.png,2,.png|.ktx,1,,,
