id(给翻译用的字段，使用tobiome的gm指令时，id-1000就是地形id了),名字,备注,中文名,最低高度（区间-2到2，2=对比值128）,梯度（0到2）,温度(0-100 影响植物生长和天气变化),湿度[0-100 影响植物生长],填充块,填充深度(从顶层开始算）,顶层块,草颜色,水颜色偏色,水下雾效颜色,水下雾效颜色变化深度（跟左边字段必须数量对应）,天空盒类型:0 默认基础晴天。 1：草原森林类  2：沙漠类  3：冰原类 4： 沼泽湿地类， 5： 火山类,是否可以下雨,是否可以下雪,晴天系数,雨天系数,雷暴系数,树生成次数/每区块,星站建筑,简易罐子,陶土罐子,彩陶罐子,野生玉米,荆棘草,风铃花,若兰,星辰花,龙血花,风信子,龙爪草,龙血树,白椰花,黄钟花,野蔷薇,冬温花,庇佑雪莲,巨布鲁果,巨鳞羽果,枯草,土笋,水草,海带,浮萍,荷叶,红藻,宝石花珊瑚2,宝石花珊瑚3,宝石花珊瑚4,宝石花珊瑚5,宝石花珊瑚6,宝石花珊瑚7,独葵,荧光彩虹草,仙人掌,红色龙舌兰,粉色龙舌兰,橙色龙舌兰,灰色龙舌兰,草(%几率选择1个区块256格*128方块尝试）,炽晶,鸡窝,落花堆,灌木丛,散落的石块,棉花,荧光棒藻,无球锯齿蕨,菠萝,彼岸花,白化角珊瑚,白化气泡珊瑚,白化圆盘珊瑚,白化树珊瑚,随机白化珊瑚,角珊瑚,气泡珊瑚,圆盘珊瑚,树珊瑚,随机活珊瑚,巨型扇贝,枯灌木丛,世界ID,环境温度（白天（8~20点）/黑夜的温度）,气候组（枚举在biomegroupdef）
id,TypeName,,Name,MinHeight,MaxHeight,Heat,Humid,FillBlock,FillDepth,TopBlock,GrassColor,WaterColor,WaterFogColor,WaterFogDepth,skyboxType,EnableRain,EnableSnow,ClearModulus,RainModulus,ThunderModulus,ChunkTrees,ChunkStarStation,ChunkJar737,ChunkJar738,ChunkJar739,ChunkGrass243,ChunkGrass238,ChunkFlowers300,ChunkFlowers301,ChunkFlowers302,ChunkFlowers303,ChunkFlowers304,ChunkFlowers305,ChunkFlowers306,ChunkFlowers311,ChunkFlowers312,ChunkFlowers313,ChunkFlowers761,ChunkFlowers764,ChunkPumpkin,ChunkWatermelon,ChunkDeadBush,ChunkMushroom,ChunkSeaPlants245,ChunkSeaPlants246,ChunkDuckweed,ChunkWaterlily,ChunkCorals314,ChunkCorals315,ChunkCorals316,ChunkCorals317,ChunkCorals318,ChunkCorals319,ChunkCorals320,ChunkReeds,ChunkRainbowGrass,ChunkCactus,ChunkFlowers307,ChunkFlowers310,ChunkFlowers308,ChunkFlowers309,ChunkGrass224,ChunkCrystal,ChunkNest,ChunkPile,ChunkBush,ChunkGrass110,ChunkCotton,ChunkSeaPlants495,ChunkJaggedFern287,ChunkPineapple1187,ChunkShoreflower1186,ChunkNewCorals487,ChunkNewCorals489,ChunkNewCorals491,ChunkNewCorals493,ChunkRandomDeadCorals,ChunkNewCorals486,ChunkNewCorals488,ChunkNewCorals490,ChunkNewCorals492,ChunkRandomCorals,ChunkGiantScallops346,ChunkDeadThicket763,MapId,Temperature,BiomeGroupID
-1,Times,,尝试生成次数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,1,6,5,8,4,2,6,5,5,5,5,5,5,6,5,6,6,6,8,6,1,3,4,7,1,1,5,0,0,0,0,0,0,8,0,3,5,5,5,5,100,2,4,0,,30,5,10,5,3,3,3,3,3,3,1,5,5,5,5,5,2,4,,,
1035,BIOME_PLANET_SAPCE_AIRLANDS_SUB2,萌眼星-星球空岛子地形2,星球空岛,-1.8,1.5,95,12,116,3,117,b2a889,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,0,0,,,,750,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,-1,0,0,0,,-1,-1,0,0,0,,0,0,0,0,,0,0,0,0,,,,2,0|0,0
1036,BIOME_PLANET_SAPCE_AIRLANDS_SUB3,萌眼星-星球空岛子地形3,星球空岛,-1.8,1.5,95,12,116,3,117,b2a889,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,0,0,,,,750,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,-1,0,0,0,,-1,-1,0,0,0,,0,0,0,0,,0,0,0,0,,,,2,0|0,0
1037,BIOME_PLANET_SAPCE_AIRLANDS_SUB4,萌眼星-星球空岛子地形4,星球空岛,-1.8,1.5,95,12,116,3,117,b2a889,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,0,0,,,,750,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,-1,-1,0,0,0,,0,0,0,0,,0,0,0,0,,,,2,0|0,0
1038,BIOME_PLANET_SAPCE_AIRLANDS_SUB5,萌眼星-星球空岛边缘,空岛边缘,-1.8,1.5,95,12,118,3,118,b2a889,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,0,0,,,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,-1,-1,0,0,0,,0,0,0,0,,0,0,0,0,,,,2,0|0,1
1040,BIOME_AIR_PLAINS,迷拉星-草原空岛地面,空岛平原,0.1,0.3,65,40,101,3,100,b9c527,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,1,0,1.2,0.5,0.4,1,0,100,0,0,500,50,0,300,200,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,10,0,,30,5,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0|0,1
1041,BIOME_AIR_PLAINS_H,迷拉星-草原空岛天空,草原空岛,1.2,0,65,40,101,3,100,b9c527,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,1,0,1.2,0.5,0.4,1,4,100,0,0,500,0,200,0,200,0,0,0,0,0,200,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,300,0,0,200,,30,5,0,0,0,,0,0,0,0,,0,0,0,0,,,,,0|0,1
1046,VOLCANO_CORE,迷拉星-火山,火山口,1.2,0,100,20,5,50,5,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,5,0,0,,,,0,0,10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,-1,0,0,0,,0,0,0,0,,0,0,0,0,,,,,9|9,6
1042,VOLCANO,迷拉星-火山,火山主峰,1.7,0,100,20,124,50,124,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,5,0,0,,,,0,0,10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,-1,0,0,0,,0,0,0,0,,0,0,0,0,,,,,9|9,6
1043,VOLCANO_PLAIN,迷拉星-火山,火山平原,-1,0.2,100,20,124,3,124,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,5,0,0,,,,0,0,10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,-1,0,0,0,,0,0,0,0,,0,0,0,0,,,,,9|9,6
1044,VOLCANO_MOUNTAIN,迷拉星-火山,火山山脉,0.6,0.3,100,20,124,3,124,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,5,0,0,,,,0,0,10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,-1,0,0,0,,0,0,0,0,,0,0,0,0,,,,,9|9,6
1045,VOLCANO_RIVER,迷拉星-火山,火山岩浆河,-1.03,0.1,100,20,5,4,0,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,5,0,0,,,,0,0,10,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,-1,0,0,0,,0,0,0,0,,0,0,0,0,,,,,9|9,6
1047,BIOME_DESERT_OASIS,迷拉星-沙漠-绿洲,沙漠绿洲,0.05,0.1,65,40,101,3,100,92B929,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,0,0,2,0.5,0.3,1,0,100,0,0,200,50,300,0,0,0,0,0,0,0,300,0,0,0,0,0,0,2000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,10,0,,50,40,0,0,0,,0,0,0,0,,0,0,0,0,,,,,4|-4,6
1048,BIOME_DESERT_LAKE,迷拉星-沙漠-绿洲,沙漠湖泊,-0.3,0.12,50,70,101,3,100,55b929,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,0,0,2,0.6,0.35,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-1,0,0,0,,0,0,0,0,,0,0,0,0,,,,,4|-4,6
1049,DEEPOCEAN,迷拉星-海洋,深海,-2.8,0.3,20,90,23,10,23,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,1,0,1.5,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1500,0,0,,0,0,0,0,,0,0,0,0,,,,,2|2,2
1050,ISLAND_SHORE_DESERT,迷拉星-海洋-荒岛,荒岛海岸,0.05,0.4,80,50,29,5,29,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,1,0,2,0.3,0.2,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,0,0,0,0,,0,0,0,0,,0,0,0,0,,60,,,2|2,2
1051,ISLAND_LAND_DESERT,迷拉星-海洋-荒岛,荒岛岛心,0.2,0.5,80,40,101,5,100,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,1,0,2,0.2,0.2,-100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,,0,0,0,,0,,0,0,0,0,,0,0,0,0,,,,,2|2,2
1052,ISLAND_SHORE_REDSOIL,迷拉星-海洋-红土岛,红土岛海岸,-0.05,1.4,60,80,128,5,128,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,1,0,2,0.8,0.5,300,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,,50,0,0,5000,30,0,0,0,0,0,,0,0,0,0,,20,,,2|2,2
1053,ISLAND_LAND_REDSOIL,迷拉星-海洋-红土岛,红土岛心,0.5,0.2,60,70,233,5,233,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,1,0,2,0.6,0.5,200,1,100,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,200,0,0,100,0,,0,0,0,10000,30,30,0,0,0,0,,0,0,0,0,,,,,2|2,2
1054,ISLAND_SHORE_REEF,迷拉星-海洋-珊瑚岛,珊瑚岛海岸,-0.4,0.4,50,90,25,5,25,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,1,0,2,0.5,0.3,-100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,0,0,0,0,,0,0,0,0,0,0,0,0,0,200,40,,,2|2,2
1055,ISLAND_LAND_REEF,迷拉星-海洋-珊瑚岛,珊瑚岛岛心,-0.1,0.6,50,90,25,5,128,527b1b,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,,1,0,2,0.5,0.3,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,80,80,80,80,0,15000,15000,15000,15000,300,50,,,2|2,2
1064,CANYON,迷拉星-峡谷,峡谷,-0.7,0.3,65,40,0,14,0,55b929,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,1,1,0,2,0.5,0.3,1,4,100,0,100,200,50,300,0,0,0,0,100,0,0,300,0,0,0,100,100,0,2000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,10,0,,50,40,0,0,0,,0,0,0,0,,0,0,0,0,,,,,2|0,1
1065,CANYON_EAGE,迷拉星-峡谷-峡谷边缘,峡谷边缘,1,0.6,65,40,0,1,0,55b929,FFFFFF,3EA0EF|2163B5|0E2449,62|40|16,1,1,0,2,0.5,0.3,1,4,100,0,0,200,50,300,0,0,0,0,100,0,0,300,0,0,0,100,100,0,2000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,10,0,,50,40,0,0,0,,0,0,0,0,,0,0,0,0,,,,,2|0,1
