交易ID,商人类型（0家园四个商人的商店，1神秘商人，2家园商店家园家具，3家园商店建筑图纸，4家园建造方块）,交易类型（0购买，1出售，相对玩家来说的）,分类（填道具的类型，跟HomeTabDef的SecondTab1_TypeID系列字段对应）,道具id,道具名称（仅备注用）,价格类型（0免费，1迷你币，2家园币，3迷你豆，4迷你点，5道具）,花费道具ID,价格,数量限制,随机权重,开启版本号（例如：0.49.0）
423,2,0,1004,1751,敦煌壁画2,2,,1000,,0,0.60.0
424,2,0,1004,1752,敦煌壁画3,2,,1000,,0,0.60.0
425,0,1,6001,64006,米饭,2,,154,,0,1.3.0
426,0,1,6001,64054,普通米饭,2,,137,,0,1.3.0
427,0,1,6001,64055,佳品米饭,2,,172,,0,1.3.0
428,0,1,6001,64056,极品米饭,2,,189,,0,1.3.0
429,0,1,6001,64057,绝味米饭,2,,206,,0,1.3.0
430,0,1,6001,64007,小麦面包,2,,18,,0,1.3.0
431,0,1,6001,64058,普通小麦面包,2,,16,,0,1.3.0
432,0,1,6001,64059,佳品小麦面包,2,,20,,0,1.3.0
433,0,1,6001,64060,极品小麦面包,2,,22,,0,1.3.0
434,0,1,6001,64061,绝味小麦面包,2,,24,,0,1.3.0
435,0,1,6001,64008,粽子,2,,294,,4500,1.3.0
436,0,1,6001,64062,普通粽子,2,,261,,0,1.3.0
437,0,1,6001,64063,佳品粽子,2,,327,,3000,1.3.0
438,0,1,6001,64064,极品粽子,2,,359,,2000,1.3.0
439,0,1,6001,64065,绝味粽子,2,,392,,500,1.3.0
440,0,1,6001,64009,凉拌萝卜,2,,151,,4500,1.3.0
441,0,1,6001,64066,普通凉拌萝卜,2,,134,,0,1.3.0
442,0,1,6001,64067,佳品凉拌萝卜,2,,168,,3000,1.3.0
443,0,1,6001,64068,极品凉拌萝卜,2,,184,,2000,1.3.0
444,0,1,6001,64069,绝味凉拌萝卜,2,,201,,500,1.3.0
445,0,1,6001,64010,烤鸡腿,2,,176,,4500,1.3.0
446,0,1,6001,64070,普通烤鸡腿,2,,156,,0,1.3.0
447,0,1,6001,64071,佳品烤鸡腿,2,,196,,3000,1.3.0
448,0,1,6001,64072,极品烤鸡腿,2,,215,,2000,1.3.0
449,0,1,6001,64073,绝味烤鸡腿,2,,235,,500,1.3.0
450,0,1,6001,64011,烤牛排,2,,279,,4500,1.3.0
451,0,1,6001,64074,普通烤牛排,2,,248,,0,1.3.0
452,0,1,6001,64075,佳品烤牛排,2,,310,,3000,1.3.0
453,0,1,6001,64076,极品烤牛排,2,,341,,2000,1.3.0
454,0,1,6001,64077,绝味烤牛排,2,,372,,500,1.3.0
455,0,1,6001,64012,烤羊腿,2,,303,,4500,1.3.0
456,0,1,6001,64078,普通烤羊腿,2,,242,,0,1.3.0
457,0,1,6001,64079,佳品烤羊腿,2,,333,,3000,1.3.0
458,0,1,6001,64080,极品烤羊腿,2,,363,,2000,1.3.0
459,0,1,6001,64081,绝味烤羊腿,2,,393,,500,1.3.0
460,0,1,6001,64013,烤墩墩肉,2,,246,,4500,1.3.0
461,0,1,6001,64082,普通烤墩墩肉,2,,219,,0,1.3.0
462,0,1,6001,64083,佳品烤墩墩肉,2,,274,,3000,1.3.0
463,0,1,6001,64084,极品烤墩墩肉,2,,301,,2000,1.3.0
464,0,1,6001,64085,绝味烤墩墩肉,2,,328,,500,1.3.0
465,0,1,6001,64014,蔬菜汤,2,,162,,4500,1.3.0
466,0,1,6001,64086,普通蔬菜汤,2,,144,,0,1.3.0
467,0,1,6001,64087,佳品蔬菜汤,2,,180,,3000,1.3.0
468,0,1,6001,64088,极品蔬菜汤,2,,198,,2000,1.3.0
469,0,1,6001,64089,绝味蔬菜汤,2,,216,,500,1.3.0
470,0,1,6001,64015,蛋炒饭,2,,331,,4500,1.3.0
471,0,1,6001,64090,普通蛋炒饭,2,,294,,0,1.3.0
472,0,1,6001,64091,佳品蛋炒饭,2,,368,,3000,1.3.0
473,0,1,6001,64092,极品蛋炒饭,2,,404,,2000,1.3.0
474,0,1,6001,64093,绝味蛋炒饭,2,,441,,500,1.3.0
475,0,1,6001,64016,烟熏火腿,2,,199,,4500,1.3.0
476,0,1,6001,64094,普通烟熏火腿,2,,177,,0,1.3.0
477,0,1,6001,64095,佳品烟熏火腿,2,,222,,3000,1.3.0
478,0,1,6001,64096,极品烟熏火腿,2,,244,,2000,1.3.0
479,0,1,6001,64097,绝味烟熏火腿,2,,266,,500,1.3.0
480,0,1,6001,64017,面条汤,2,,185,,4500,1.3.0
481,0,1,6001,64098,普通面条汤,2,,164,,0,1.3.0
482,0,1,6001,64099,佳品面条汤,2,,206,,3000,1.3.0
483,0,1,6001,64100,极品面条汤,2,,226,,2000,1.3.0
484,0,1,6001,64101,绝味面条汤,2,,247,,500,1.3.0
485,0,1,6001,64021,饼干,2,,198,,4500,1.3.0
486,0,1,6001,64114,普通饼干,2,,176,,0,1.3.0
487,0,1,6001,64115,佳品饼干,2,,220,,3000,1.3.0
488,0,1,6001,64116,极品饼干,2,,242,,2000,1.3.0
489,0,1,6001,64117,绝味饼干,2,,264,,500,1.3.0
490,0,1,6001,64022,薯条,2,,262,,4500,1.3.0
491,0,1,6001,64118,普通薯条,2,,233,,0,1.3.0
492,0,1,6001,64119,佳品薯条,2,,292,,3000,1.3.0
493,0,1,6001,64120,极品薯条,2,,321,,2000,1.3.0
494,0,1,6001,64121,绝味薯条,2,,350,,500,1.3.0
495,0,1,6001,64023,南瓜饼,2,,314,,4500,1.3.0
496,0,1,6001,64122,普通南瓜饼,2,,279,,0,1.3.0
497,0,1,6001,64123,佳品南瓜饼,2,,349,,3000,1.3.0
498,0,1,6001,64124,极品南瓜饼,2,,383,,2000,1.3.0
499,0,1,6001,64125,绝味南瓜饼,2,,418,,500,1.3.0
500,0,1,6001,64024,水果拼盘,2,,464,,4500,1.3.0
501,0,1,6001,64126,普通水果拼盘,2,,412,,0,1.3.0
502,0,1,6001,64127,佳品水果拼盘,2,,516,,3000,1.3.0
503,0,1,6001,64128,极品水果拼盘,2,,567,,2000,1.3.0
504,0,1,6001,64129,绝味水果拼盘,2,,619,,500,1.3.0
505,0,1,6001,64025,鸡肉汉堡,2,,178,,4500,1.3.0
506,0,1,6001,64130,普通鸡肉汉堡,2,,158,,0,1.3.0
507,0,1,6001,64131,佳品鸡肉汉堡,2,,198,,3000,1.3.0
508,0,1,6001,64132,极品鸡肉汉堡,2,,217,,2000,1.3.0
509,0,1,6001,64133,绝味鸡肉汉堡,2,,237,,500,1.3.0
510,0,1,6001,64026,牛肉汉堡,2,,436,,4500,1.3.0
511,0,1,6001,64134,普通牛肉汉堡,2,,388,,0,1.3.0
512,0,1,6001,64135,佳品牛肉汉堡,2,,485,,3000,1.3.0
513,0,1,6001,64136,极品牛肉汉堡,2,,533,,2000,1.3.0
514,0,1,6001,64137,绝味牛肉汉堡,2,,582,,500,1.3.0
515,0,1,6001,64027,羊肉汉堡,2,,436,,4500,1.3.0
516,0,1,6001,64138,普通羊肉汉堡,2,,388,,0,1.3.0
517,0,1,6001,64139,佳品羊肉汉堡,2,,485,,3000,1.3.0
518,0,1,6001,64140,极品羊肉汉堡,2,,533,,2000,1.3.0
519,0,1,6001,64141,绝味羊肉汉堡,2,,582,,500,1.3.0
520,0,1,6001,64028,墩墩肉汉堡,2,,529,,4500,1.3.0
521,0,1,6001,64142,普通墩墩肉汉堡,2,,470,,0,1.3.0
522,0,1,6001,64143,佳品墩墩肉汉堡,2,,588,,3000,1.3.0
523,0,1,6001,64144,极品墩墩肉汉堡,2,,646,,2000,1.3.0
524,0,1,6001,64145,绝味墩墩肉汉堡,2,,705,,500,1.3.0
525,0,1,6001,64029,年糕,2,,172,,0,1.3.0
526,0,1,6001,64146,普通年糕,2,,137,,0,1.3.0
527,0,1,6001,64147,佳品年糕,2,,189,,0,1.3.0
528,0,1,6001,64148,极品年糕,2,,206,,0,1.3.0
529,0,1,6001,64149,绝味年糕,2,,223,,0,1.3.0
530,0,1,6001,64030,汤圆,2,,154,,0,1.3.0
531,0,1,6001,64150,普通汤圆,2,,137,,0,1.3.0
532,0,1,6001,64151,佳品汤圆,2,,172,,0,1.3.0
533,0,1,6001,64152,极品汤圆,2,,189,,0,1.3.0
534,0,1,6001,64153,绝味汤圆,2,,206,,0,1.3.0
535,0,1,6001,64031,奶酪,2,,364,,4500,1.3.0
536,0,1,6001,64154,普通奶酪,2,,324,,0,1.3.0
537,0,1,6001,64155,佳品奶酪,2,,405,,3000,1.3.0
538,0,1,6001,64156,极品奶酪,2,,445,,2000,1.3.0
539,0,1,6001,64157,绝味奶酪,2,,486,,500,1.3.0
540,0,1,6001,64032,冰淇淋,2,,486,,4500,1.3.0
541,0,1,6001,64158,普通冰淇淋,2,,432,,0,1.3.0
542,0,1,6001,64159,佳品冰淇淋,2,,540,,3000,1.3.0
543,0,1,6001,64160,极品冰淇淋,2,,594,,2000,1.3.0
544,0,1,6001,64161,绝味冰淇淋,2,,648,,500,1.3.0
545,0,1,6001,64033,水果冰淇淋,2,,537,,4500,1.3.0
546,0,1,6001,64162,普通水果冰淇淋,2,,477,,0,1.3.0
547,0,1,6001,64163,佳品水果冰淇淋,2,,597,,3000,1.3.0
548,0,1,6001,64164,极品水果冰淇淋,2,,656,,2000,1.3.0
549,0,1,6001,64165,绝味水果冰淇淋,2,,716,,500,1.3.0
550,0,1,6001,64034,炒瓜子,2,,144,,4500,1.3.0
551,0,1,6001,64166,普通炒瓜子,2,,128,,0,1.3.0
552,0,1,6001,64167,佳品炒瓜子,2,,160,,3000,1.3.0
553,0,1,6001,64168,极品炒瓜子,2,,176,,2000,1.3.0
554,0,1,6001,64169,绝味炒瓜子,2,,192,,500,1.3.0
555,0,1,6001,64035,盒装牛奶,2,,243,,4500,1.3.0
556,0,1,6001,64170,普通盒装牛奶,2,,216,,0,1.3.0
557,0,1,6001,64171,佳品盒装牛奶,2,,270,,3000,1.3.0
558,0,1,6001,64172,极品盒装牛奶,2,,297,,2000,1.3.0
559,0,1,6001,64173,绝味盒装牛奶,2,,324,,500,1.3.0
560,0,1,6001,64036,水果奶昔,2,,537,,4500,1.3.0
561,0,1,6001,64174,普通水果奶昔,2,,477,,0,1.3.0
562,0,1,6001,64175,佳品水果奶昔,2,,597,,3000,1.3.0
563,0,1,6001,64176,极品水果奶昔,2,,656,,2000,1.3.0
564,0,1,6001,64177,绝味水果奶昔,2,,716,,500,1.3.0
565,0,1,6001,64037,西瓜汁,2,,154,,4500,1.3.0
566,0,1,6001,64178,普通西瓜汁,2,,137,,0,1.3.0
567,0,1,6001,64179,佳品西瓜汁,2,,172,,3000,1.3.0
568,0,1,6001,64180,极品西瓜汁,2,,189,,2000,1.3.0
569,0,1,6001,64181,绝味西瓜汁,2,,206,,500,1.3.0
570,0,1,6001,64038,芒果汁,2,,154,,4500,1.3.0
571,0,1,6001,64182,普通芒果汁,2,,137,,0,1.3.0
572,0,1,6001,64183,佳品芒果汁,2,,172,,3000,1.3.0
573,0,1,6001,64184,极品芒果汁,2,,189,,2000,1.3.0
574,0,1,6001,64185,绝味芒果汁,2,,206,,500,1.3.0
575,0,1,6001,64039,梨子果汁,2,,154,,4500,1.3.0
576,0,1,6001,64186,普通梨子果汁,2,,137,,0,1.3.0
577,0,1,6001,64187,佳品梨子果汁,2,,172,,3000,1.3.0
578,0,1,6001,64188,极品梨子果汁,2,,189,,2000,1.3.0
579,0,1,6001,64189,绝味梨子果汁,2,,206,,500,1.3.0
580,0,1,6001,64040,柑橘果汁,2,,154,,4500,1.3.0
581,0,1,6001,64190,普通柑橘果汁,2,,137,,0,1.3.0
582,0,1,6001,64191,佳品柑橘果汁,2,,172,,3000,1.3.0
583,0,1,6001,64192,极品柑橘果汁,2,,189,,2000,1.3.0
584,0,1,6001,64193,绝味柑橘果汁,2,,206,,500,1.3.0
585,0,1,6001,64041,桃子果汁,2,,154,,4500,1.3.0
586,0,1,6001,64194,普通桃子果汁,2,,137,,0,1.3.0
587,0,1,6001,64195,佳品桃子果汁,2,,172,,3000,1.3.0
588,0,1,6001,64196,极品桃子果汁,2,,189,,2000,1.3.0
589,0,1,6001,64197,绝味桃子果汁,2,,206,,500,1.3.0
590,0,1,6001,64042,蜂蜜茶,2,,198,,4500,1.3.0
591,0,1,6001,64198,普通蜂蜜茶,2,,176,,0,1.3.0
592,0,1,6001,64199,佳品蜂蜜茶,2,,220,,3000,1.3.0
593,0,1,6001,64200,极品蜂蜜茶,2,,242,,2000,1.3.0
594,0,1,6001,64201,绝味蜂蜜茶,2,,264,,500,1.3.0
595,0,1,6001,64043,球球豆浆,2,,309,,4500,1.3.0
596,0,1,6001,64202,普通球球豆浆,2,,275,,0,1.3.0
597,0,1,6001,64203,佳品球球豆浆,2,,344,,3000,1.3.0
598,0,1,6001,64204,极品球球豆浆,2,,378,,2000,1.3.0
599,0,1,6001,64205,绝味球球豆浆,2,,412,,500,1.3.0
600,0,1,6001,64044,气泡果汁,2,,309,,4500,1.3.0
601,0,1,6001,64206,普通气泡果汁,2,,275,,0,1.3.0
602,0,1,6001,64207,佳品气泡果汁,2,,344,,3000,1.3.0
603,0,1,6001,64208,极品气泡果汁,2,,378,,2000,1.3.0
604,0,1,6001,64209,绝味气泡果汁,2,,412,,500,1.3.0
605,0,1,6001,64045,恶魔果汁,2,,441,,4500,1.3.0
606,0,1,6001,64210,普通恶魔果汁,2,,392,,0,1.3.0
607,0,1,6001,64211,佳品恶魔果汁,2,,491,,3000,1.3.0
608,0,1,6001,64212,极品恶魔果汁,2,,540,,2000,1.3.0
609,0,1,6001,64213,绝味恶魔果汁,2,,589,,500,1.3.0
610,0,1,6001,64046,酸奶,2,,441,,4500,1.3.0
611,0,1,6001,64214,普通酸奶,2,,392,,0,1.3.0
612,0,1,6001,64215,佳品酸奶,2,,491,,3000,1.3.0
613,0,1,6001,64216,极品酸奶,2,,540,,2000,1.3.0
614,0,1,6001,64217,绝味酸奶,2,,589,,500,1.3.0
615,0,1,6001,64047,胡萝卜汁,2,,190,,4500,1.3.0
616,0,1,6001,64218,普通胡萝卜汁,2,,169,,0,1.3.0
617,0,1,6001,64219,佳品胡萝卜汁,2,,212,,3000,1.3.0
618,0,1,6001,64220,极品胡萝卜汁,2,,233,,2000,1.3.0
619,0,1,6001,64221,绝味胡萝卜汁,2,,254,,500,1.3.0
620,0,1,6001,64048,咖啡,2,,294,,4500,1.3.0
621,0,1,6001,64222,普通咖啡,2,,261,,0,1.3.0
622,0,1,6001,64223,佳品咖啡,2,,327,,3000,1.3.0
623,0,1,6001,64224,极品咖啡,2,,359,,2000,1.3.0
624,0,1,6001,64225,绝味咖啡,2,,392,,500,1.3.0
625,0,1,6001,64049,清凉菊花茶,2,,441,,4500,1.3.0
626,0,1,6001,64226,普通清凉菊花茶,2,,392,,0,1.3.0
627,0,1,6001,64227,佳品清凉菊花茶,2,,491,,3000,1.3.0
628,0,1,6001,64228,极品清凉菊花茶,2,,540,,2000,1.3.0
629,0,1,6001,64229,绝味清凉菊花茶,2,,589,,500,1.3.0
630,0,1,6001,64050,龙舌兰特饮,2,,446,,4500,1.3.0
631,0,1,6001,64230,普通龙舌兰特饮,2,,396,,0,1.3.0
632,0,1,6001,64231,佳品龙舌兰特饮,2,,496,,3000,1.3.0
633,0,1,6001,64232,极品龙舌兰特饮,2,,545,,2000,1.3.0
634,0,1,6001,64233,绝味龙舌兰特饮,2,,595,,500,1.3.0
635,0,1,6001,64051,猩红饮料,2,,298,,4500,1.3.0
636,0,1,6001,64234,普通猩红饮料,2,,265,,0,1.3.0
637,0,1,6001,64235,佳品猩红饮料,2,,332,,3000,1.3.0
638,0,1,6001,64236,极品猩红饮料,2,,365,,2000,1.3.0
639,0,1,6001,64237,绝味猩红饮料,2,,398,,500,1.3.0
640,0,1,6001,64052,玫瑰花茶,2,,320,,4500,1.3.0
641,0,1,6001,64238,普通玫瑰花茶,2,,284,,0,1.3.0
642,0,1,6001,64239,佳品玫瑰花茶,2,,356,,3000,1.3.0
643,0,1,6001,64240,极品玫瑰花茶,2,,391,,2000,1.3.0
644,0,1,6001,64241,绝味玫瑰花茶,2,,427,,500,1.3.0
645,0,0,7002,75001,棉布,2,,1200,,100,1.6.0
647,0,0,7002,75004,玻璃片,2,,800,,100,1.6.0
648,0,0,7002,75007,纸张,2,,850,,100,1.6.0
649,0,0,7002,75019,胡杨木板,2,,800,,100,1.6.0
650,0,0,7002,75002,绒布,2,,2000,,100,1.6.0
651,0,0,7002,75009,松木板,2,,800,,100,1.6.0
652,0,0,7002,75010,杨木板,2,,800,,100,1.6.0
653,0,0,7002,75011,胡桃木坂,2,,800,,100,1.6.0
654,0,0,7002,75020,黏土砖,2,,600,,100,1.6.0
655,0,0,7002,75021,混凝土砖,2,,600,,100,1.6.0
656,0,0,7002,75022,羽绒棉,2,,200,,100,1.6.0
657,0,0,6004,64242,馒头,2,,330,,100,1.2.5
658,0,0,6004,64243,糯米团,2,,330,,100,1.2.5
659,0,0,6004,64244,能量水,2,,330,,100,1.2.5
660,0,0,7001,75017,盐,2,,200,,100,0.60.0
661,0,0,6004,64004,蔗糖,2,,350,,100,1.2.5
662,0,0,6004,64001,葵花籽,2,,20,,100,1.2.5
663,0,0,6004,64002,稻米,2,,350,,100,1.2.5
664,0,1,6001,64245,花生碎,2,,18,,0,1.3.0
665,0,1,6001,64246,普通花生碎,2,,16,,0,1.3.0
666,0,1,6001,64247,佳品花生碎,2,,20,,0,1.3.0
667,0,1,6001,64248,极品花生碎,2,,22,,0,1.3.0
668,0,1,6001,64249,绝味花生碎,2,,24,,0,1.3.0
669,0,1,6001,64250,芦荟汁,2,,18,,0,1.3.0
670,0,1,6001,64251,普通芦荟汁,2,,16,,0,1.3.0
671,0,1,6001,64252,佳品芦荟汁,2,,20,,0,1.3.0
672,0,1,6001,64253,极品芦荟汁,2,,22,,0,1.3.0
673,0,1,6001,64254,绝味芦荟汁,2,,24,,0,1.3.0
674,0,0,5001,62037,芦荟种子,0,,,,100,1.2.5
675,0,0,5001,62038,花生种子,0,,,,100,1.2.5
676,0,0,5001,62039,大麦种子,2,,15,,100,1.2.5
677,0,0,5001,62040,芝麻种子,2,,12,,100,1.2.5
678,0,0,5001,62041,生菜种子,2,,26,,100,1.2.5
679,0,0,5001,62042,甜菜种子,2,,336,,100,1.2.5
680,0,0,5001,62043,西红柿种子,2,,720,,100,1.2.5
681,0,0,5001,62044,高丹草种子,2,,64,,100,1.2.5
682,0,0,5001,62045,甘蓝种子,2,,612,,100,1.2.5
683,0,0,5001,62046,玉米种子,2,,1728,,100,1.2.5
684,0,0,5001,62047,青椒种子,2,,38,,100,1.2.5
685,0,0,5001,62048,萝卜种子,2,,1440,,100,1.2.5
686,0,0,5001,62049,小地星种子,2,,2880,,100,1.2.5
687,0,0,5001,62050,花椰菜种子,2,,21,,100,1.2.5
688,0,0,5001,62051,韭菜种子,2,,440,,100,1.2.5
689,0,0,5001,62052,红枣树种子,2,,46,,100,1.2.5
690,0,0,5001,62053,黄瓜种子,2,,768,,100,1.2.5
691,0,0,5001,62054,油菜花种子,2,,1200,,100,1.2.5
692,0,0,5001,62055,青稞种子,2,,104,,100,1.2.5
693,0,0,5001,62056,椰树种子,2,,972,,100,1.2.5
694,0,0,5001,62057,覆盆子种子,2,,2688,,100,1.2.5
695,0,0,5001,62058,蛋黄果树种子,2,,57,,100,1.2.5
696,0,0,5001,62059,红高粱种子,2,,2160,,100,1.2.5
697,0,0,5001,62060,圆椒种子,2,,4320,,100,1.2.5
698,0,0,5001,62061,豌豆种子,2,,30,,100,1.2.5
699,0,0,5001,62062,蓝莓树种子,2,,640,,100,1.2.5
700,0,0,5001,62063,草莓种子,2,,65,,100,1.2.5
701,0,0,5001,62064,菠萝树种子,2,,1088,,100,1.2.5
702,0,0,5001,62065,葡萄树种子,2,,1680,,100,1.2.5
703,0,0,5001,62066,樱桃树种子,2,,144,,100,1.2.5
704,0,0,5001,62067,灵芝种子,2,,1330,,100,1.2.5
705,0,0,5001,62068,火龙果树种子,2,,3650,,100,1.2.5
706,0,0,5001,62069,五彩椒种子,2,,76,,100,1.2.5
707,0,0,5001,62070,网盖红褶伞种子,2,,2880,,100,1.2.5
708,0,0,5001,62071,人参种子,2,,5760,,100,1.2.5
709,0,1,5003,62438,芦荟,2,,1,,100,1.2.5
710,0,1,5003,62439,花生,2,,1,,100,1.2.5
711,0,1,5003,62440,大麦,2,,5,,100,1.2.5
712,0,1,5003,62441,芝麻,2,,3,,100,1.2.5
713,0,1,5003,62442,生菜,2,,8,,100,1.2.5
714,0,1,5003,62443,甜菜,2,,84,,100,1.2.5
715,0,1,5003,62444,西红柿,2,,180,,100,1.2.5
716,0,1,5003,62445,高丹草,2,,16,,100,1.2.5
717,0,1,5003,62446,甘蓝,2,,136,,100,1.2.5
718,0,1,5003,62447,玉米,2,,384,,100,1.2.5
719,0,1,5003,62448,青椒,2,,8,,100,1.2.5
720,0,1,5003,62449,小地星,2,,288,,100,1.2.5
721,0,1,5003,62450,萝卜,2,,576,,100,1.2.5
722,0,1,5003,62451,花椰菜,2,,4,,100,1.2.5
723,0,1,5003,62452,韭菜,2,,88,,100,1.2.5
724,0,1,5003,62453,红枣树,2,,8,,100,1.2.5
725,0,1,5003,62454,黄瓜,2,,128,,100,1.2.5
726,0,1,5003,62455,油菜花,2,,240,,100,1.2.5
727,0,1,5003,62456,青稞,2,,26,,100,1.2.5
728,0,1,5003,62457,椰树,2,,216,,100,1.2.5
729,0,1,5003,62458,覆盆子,2,,448,,100,1.2.5
730,0,1,5003,62459,蛋黄果树,2,,12,,100,1.2.5
731,0,1,5003,62460,红高粱,2,,432,,100,1.2.5
732,0,1,5003,62461,圆椒,2,,864,,100,1.2.5
733,0,1,5003,62462,豌豆,2,,6,,100,1.2.5
734,0,1,5003,62463,蓝莓树,2,,128,,100,1.2.5
735,0,1,5003,62464,草莓,2,,13,,100,1.2.5
736,0,1,5003,62465,菠萝树,2,,256,,100,1.2.5
737,0,1,5003,62466,葡萄树,2,,336,,100,1.2.5
738,0,1,5003,62467,樱桃树,2,,32,,100,1.2.5
739,0,1,5003,62468,灵芝,2,,266,,100,1.2.5
740,0,1,5003,62469,火龙果树,2,,730,,100,1.2.5
741,0,1,5003,62470,五彩椒,2,,16,,100,1.2.5
742,0,1,5003,62471,网盖红褶伞,2,,576,,100,1.2.5
743,0,1,5003,62472,人参,2,,1152,,100,1.2.5
744,0,0,9001,70001,临时菜谱1,2,,100,,10,1.3.0
745,0,0,9001,70002,临时菜谱2,2,,100,,40,1.3.0
746,0,0,9001,70003,临时菜谱3,2,,100,,70,1.3.0
747,0,0,9001,70004,临时菜谱4,2,,100,,100,1.3.0
748,0,0,5004,62801,初级肥料,1,,5,,100,1.2.5
749,0,0,5004,62802,中级肥料,1,,28,,100,1.2.5
750,0,0,5009,63004,中级饲料,1,,15,,100,1.2.5
751,2,0,1003,1406,简单灶台,3,,1500,,100,1.2.5
752,2,0,1003,1687,纯白灶台,3,,30000,,100,1.2.5
753,2,0,1003,1688,银灰灶台,1,,90,,100,1.3.0
754,2,0,1003,1689,酷黑灶台,1,,380,,100,1.3.0
755,2,0,1003,1759,美味制作者灶台,1,,980,,100,1.3.0
