ID,名称,文件名称,类别【1=图标|2=标签|3=按钮4=底板|5=背景图|6=文字|7=边框 8 = 天空盒】,上级,文件夹,开关(0:关 1:开),排序
10517,底板103,btn_special_gray,4,c_shop,,1,382
10518,按钮19,board_activity_box_blue,3,common,common5,1,57
10519,按钮20,btn_big_blue,3,common,common5,1,58
10520,底板62,btn_big_circle_blue,4,common,common5,1,134
10521,按钮21,btn_big_orange,3,common,common5,1,59
10522,按钮22,btn_big_red,3,common,common5,1,60
10523,按钮23,btn_big_yellow,3,common,common5,1,61
10524,按钮24,btn_bigsquare_yellow,3,common,common5,1,62
10525,底板63,btn_huge_circle_yellow,4,common,common5,1,135
10526,按钮137,btn_close,3,common,common5,1,523
10527,按钮138,btn_help,3,common,common5,1,524
10528,底板49,tutorial_board_popups,4,common,,1,120
10529,按钮139,tutorial_board_skip,3,common,,1,524
10530,按钮140,tutorial_btn_direction_a,3,common,,1,524
10531,按钮141,tutorial_btn_direction_d,3,common,,1,524
10532,按钮142,tutorial_btn_direction_s,3,common,,1,524
10533,按钮143,tutorial_btn_direction_w,3,common,,1,524
10534,按钮144,tutorial_btn_middle_blue,3,common,,1,524
10535,按钮145,tutorial_btn_middle_yellow,3,common,,1,524
10536,按钮146,tutorial_btn_task_go,3,common,,1,524
10537,底板50,tutorial_dialogbg,4,common,,1,121
10538,底板51,tutorial_frame_exchange,4,common,,1,121
10539,底板52,tutorial_frame_task_bk,4,common,,1,121
10540,图标139,tutorial_guide_tip_0026,1,common,,1,524
10541,图标140,tutorial_icon_skip,1,common,,1,524
10542,底板53,tutorial_img_board_tips,4,common,,1,121
10543,图标141,tutorial_img_line_guide,1,common,,1,524
10544,图标142,tutorial_n5,1,common,,1,524
10545,图标143,dice_1,1,common,,1,524
10546,图标144,dice_2,1,common,,1,524
10547,图标145,dice_3,1,common,,1,524
10548,图标146,dice_4,1,common,,1,524
10549,图标147,dice_5,1,common,,1,524
10550,图标148,dice_6,1,common,,1,524
10551,底板104,triangle_white,4,common,,1,524
10552,按钮147,partyzone_btn,3,common,,1,524
10553,按钮148,partyzone_colse,3,common,,1,524
10554,背景图77,partyzone_draw,5,common,,1,670
10555,底板54,partyzone_prize,4,common,,1,121
10556,边框18,partyzone_board,7,common,,1,524
10557,底板55,partyzone_choose,4,common,,1,121
10558,按钮149,partyzone_close_red,3,common,,0,524
10559,底板56,partyzone_dialogue,4,common,,1,121
10560,底板57,partyzone_board_rank,4,common,,1,121
10561,按钮150,partyzone_btn_close,3,common,,1,524
10562,图标149,partyzone_icon_first,1,common,,1,524
10563,图标150,partyzone_icon_second,1,common,,1,524
10564,图标151,partyzone_icon_third,1,common,,1,524
10565,图标152,partyzone_icon_star_rank,1,common,,1,524
10566,边框28,partyzone_img_line,7,common,,1,699
10567,标签58,partyzone_lable,2,common,,1,524
10568,底板58,partyzone_rank_board,4,common,,1,121
10569,背景图78,partyzone_surfing,5,common,,0,670
10570,背景图79,partyzone_puzzle,5,common,,0,670
20001,背景图66,board_bottom_blue,5,common,,1,525
20002,背景图67,board_sink,5,common,,1,526
20003,按钮54,board_tips_arrow,3,common,,1,249
20004,背景图68,board_tips_icon_brown,5,common,,1,527
20005,按钮26,board_uistyle_b,3,common,,1,63
20006,按钮27,board_uistyle_g,3,common,,1,64
20007,按钮28,board_uistyle_y,3,common,,1,65
20008,底板64,btn_circle_red,4,common,,1,136
20009,底板65,btn_circle_yellow,4,common,,1,137
20010,背景图69,btn_Facebook,5,common,,1,528
20011,背景图70,btn_long_red,5,common,,1,529
20012,背景图71,btn_long_yellow,5,common,,1,530
20013,按钮29,btn_middle_blue_right,3,common,,1,66
20014,按钮30,btn_middle_red,3,common,,1,67
20015,按钮31,btn_middle_yellow,3,common,,1,68
20016,按钮32,btn_mini_gray,3,common,,1,69
20017,按钮33,btn_mini_gray_d,3,common,,1,77
20018,按钮34,btn_mini_gray_n,3,common,,1,78
20019,按钮35,btn_mini_gray_p,3,common,,1,120
20020,按钮36,btn_mini_green_n,3,common,,1,121
20021,按钮37,btn_mini_lightblue,3,common,,1,122
20022,按钮38,btn_mini_red_n,3,common,,1,123
20023,按钮40,btn_subscribe_blue,3,common,,1,125
20024,按钮55,friendchat_jiantou,3,common,,1,250
20025,标签35,ico_new_bg,2,common,,1,251
20026,图标236,ico_save,1,common,,1,640
20027,图标237,ico_time,1,common,,1,641
20028,按钮56,icon_add_btn_money_s,3,common,,1,252
20029,按钮57,icon_add_light,3,common,,1,253
20030,按钮58,icon_arrow_green,3,common,,1,254
20031,按钮59,icon_arrow_red,3,common,,1,255
20032,按钮60,icon_attack,3,common,,1,256
20033,图标153,icon_bagbook,1,common,,1,531
20034,图标238,icon_blood_grey,1,ugc_common,,1,642
20035,图标154,icon_c_copper,1,common,,1,532
20036,按钮61,icon_dropdown,3,common,,1,257
20037,按钮62,icon_dropdown_black,3,common,,1,258
20038,按钮63,icon_dropdown_blue,3,common,,1,259
20039,图标155,icon_fly,1,common,,1,533
20040,图标156,icon_handbag,1,common,,1,534
20041,图标157,icon_height,1,common,,1,535
20042,图标239,icon_home,1,common,,1,643
20043,图标158,icon_home_fruit,1,common,,1,536
20044,图标159,icon_hy,1,common,,1,537
20045,图标240,icon_idcard,1,common,,1,644
20046,图标241,icon_qa,1,common,,1,645
20047,图标160,icon_studio,1,common,,1,538
20048,图标161,icon_tick,1,common,,1,539
20049,图标5,icon_time_h,1,common,,1,5
20050,按钮64,img_arrow_arrowhead_h,3,common,,1,260
20051,按钮65,img_arrow_black,3,common,,1,261
20052,底板107,img_bar_mounts,4,common,,1,542
20053,底板31,img_board_garden_b,4,common,,1,102
20054,底板32,img_board_garden_g,4,common,,1,103
20055,底板33,img_board_garden_green,4,common,,1,104
20056,底板34,img_board_garden_n,4,common,,1,105
20057,底板35,img_board_garden_o,4,common,,1,106
20058,底板36,img_board_garden_y,4,common,,1,107
20059,底板37,img_board_green_r,4,common,,1,108
20060,底板38,img_board_load_,4,common,,1,109
20061,底板66,img_dot_change,4,common,,1,138
20062,底板67,img_dot_tips,4,common,,1,139
20063,图标162,img_dot_tips_orange,1,common,,1,543
20064,图标163,img_frame_arrow_n,1,common,,1,544
20065,标签59,img_tips_board,2,common,,1,545
20066,标签60,img_title,2,common,,1,546
20067,背景图72,img_water,5,common,,1,547
20068,标签61,label_information_grey,2,common,,1,548
20069,图标6,tips_new,1,common,,1,6
20070,按钮66,xtc_icon03,3,common,,1,262
21001,底板39,board_question,4,c_ingame,,1,110
21002,标签65,btn_answer_riddle,2,c_ingame,,1,552
21003,图标7,dtch_icon02,1,ugc_common,,1,7
21004,图标8,dtch_icon03,1,ugc_common,,1,8
21005,图标164,frame_map_qy,1,c_ingame,,1,553
21006,标签66,frame_map_zb,2,c_ingame,,1,554
21007,图标9,icon_food,1,c_ingame,,1,9
21008,图标10,icon_freeplay,1,c_ingame,,1,10
21009,图标165,icon_heart,1,c_ingame,,1,555
21010,图标11,icon_home,1,c_ingame,,1,11
21011,图标166,icon_light,1,c_ingame,,1,556
21012,图标12,icon_ore,1,c_ingame,,1,12
21013,图标167,icon_point,1,c_ingame,,1,557
21014,图标13,icon_tes,1,c_ingame,,1,13
21015,图标242,icon_track,1,c_ingame,,1,646
21016,标签67,img_board_list_r,2,c_ingame,,1,558
21017,图标168,img_map_light,1,c_ingame,,1,559
21018,底板85,img_operating_board_r,4,c_ingame,,1,157
21019,标签68,img_transform,2,ugc_common,,1,560
21020,边框19,juese_xuanzhong,7,ugc_common,,1,561
21021,图标14,lzy_09,1,c_ingame,,1,14
21022,图标16,lzy_13,1,ugc_common,,1,16
21023,图标17,lzy_14,1,ugc_common,,1,17
21024,图标18,lzy_16,1,ugc_common,,1,18
21025,图标19,lzy_18,1,ugc_common,,1,19
21026,图标20,lzy_porter,1,c_ingame,,1,20
21027,图标21,lzy_startrans,1,c_ingame,,1,21
21028,图标22,xtc_icon01,1,ugc_common,,1,22
21029,图标23,xtc_icon06,1,ugc_common,,1,23
22001,底板86,board_ar_record,4,ugc_common,,1,158
22002,背景图73,board_grass,5,ugc_common,,1,562
22003,标签69,btn_shop_ad,2,c_shop,,1,563
22004,按钮25,btn_square_blue,3,c_shop,,1,62
22005,标签70,frame_commend,2,c_shop,,1,564
22006,标签71,frame_hot,2,c_shop,,1,565
22007,标签72,frame_new,2,c_shop,,1,566
22008,标签73,frame_rage,2,c_shop,,1,567
22009,标签74,frame_sale,2,c_shop,,1,568
22010,标签75,frame_time,2,c_shop,,1,569
22011,边框20,frame_white,7,c_shop,,1,584
22012,图标24,icon_55,1,c_shop,,1,24
22013,图标25,icon_56,1,c_shop,,1,25
22014,底板1,img_mount01,4,c_shop,,1,70
22015,底板2,img_mount02,4,c_shop,,1,71
22016,底板3,img_mount03,4,c_shop,,1,72
22017,底板4,img_mount04,4,c_shop,,1,73
22018,底板5,img_mount05,4,c_shop,,1,74
22019,底板6,img_mount06,4,c_shop,,1,75
22020,底板7,img_mount07,4,c_shop,,1,76
22021,标签76,img_stage_1,2,c_shop,,1,659
22022,标签77,img_stage_2,2,c_shop,,1,660
22023,标签78,img_stage_3,2,c_shop,,1,661
22024,标签79,img_stage_4,2,c_shop,,1,662
22025,标签80,img_stage_5,2,c_shop,,1,663
22026,标签81,img_stage_6,2,c_shop,,1,664
22027,标签82,img_stage_7,2,c_shop,,1,665
22028,文字16,img_title_Character,6,c_shop,,1,666
22029,标签39,tab_workshop_n,2,c_shop,,1,384
23001,按钮1,board_bubble_white,3,ugc_common,,1,39
23002,按钮2,board_mask_white,3,ugc_common,,1,40
23003,标签40,board_popup_cyan,2,ugc_common,,1,385
23004,标签41,board_popup_cyan_big,2,ugc_common,,1,386
23005,背景图74,board_popups,5,ugc_common,,1,667
23006,背景图75,board_rightpop,5,ugc_common,,1,668
23007,背景图76,btn_blue,5,ugc_common,,1,669
23008,底板68,btn_circle_blue,4,ugc_common,,1,140
23009,底板87,btn_circle_yellow,4,ugc_common,,1,159
23010,按钮41,btn_middle_blue,3,ugc_common,,1,126
23011,按钮42,btn_middle_red,3,ugc_common,,1,127
23012,按钮43,btn_middle_yellow,3,ugc_common,,1,128
23013,按钮44,but_blue_popup,3,ugc_common,,1,129
23014,按钮45,but_yellow_popup,3,ugc_common,,1,130
24001,边框22,ui/mobile/texture0/bigtex/cold1.png,7,,,1,667
24002,边框23,ui/mobile/texture0/bigtex/cold2.png,7,,,1,667
24003,边框24,ui/mobile/texture0/bigtex/freeze.png,7,,,1,667
24004,边框25,ui/mobile/texture0/bigtex/hot1.png,7,,,1,667
24005,边框26,ui/mobile/texture0/bigtex/hot2.png,7,,,1,667
24006,边框27,ui/mobile/texture0/bigtex/burn.png,7,,,1,667
30001,天空1,ugcenv/sky1.png,8,,,1,30001
30002,天空2,ugcenv/sky2.png,8,,,1,30002
30003,天空3,ugcenv/sky3.png,8,,,1,30003
30004,天空4,ugcenv/sky4.png,8,,,1,30004
30005,天空5,ugcenv/sky5.png,8,,,1,30005
30006,天空6,ugcenv/sky6.png,8,,,1,30006
30007,天空7,ugcenv/sky7.png,8,,,1,30007
30008,天空8,ugcenv/sky8.png,8,,,1,30008
30009,天空9,ugcenv/sky9.png,8,,,1,30009
30010,天空10,ugcenv/sky10.png,8,,,1,30010
30011,天空11,ugcenv/sky11.png,8,,,1,30011
30012,天空12,ugcenv/sky12.png,8,,,1,30012
30101,太阳1,ugcenv/sun1.png,8,,,1,30101
30102,太阳2,ugcenv/sun2.png,8,,,1,30102
30103,太阳3,ugcenv/sun3.png,8,,,1,30103
30104,太阳4,ugcenv/sun4.png,8,,,1,30104
30105,太阳5,ugcenv/sun5.png,8,,,1,30105
30201,月亮1,ugcenv/moon1.png,8,,,1,30201
30202,月亮2,ugcenv/moon2.png,8,,,1,30202
30203,月亮3,ugcenv/moon3.png,8,,,1,30203
30204,月亮4,ugcenv/moon4.png,8,,,1,30204
30205,月亮5,ugcenv/moon5.png,8,,,1,30205
