ID,名字,描述,获得方式
1333,熾炎豎薄斜板,三角形金屬板，從不同角度能擺放出不同的朝向，可堆疊成金屬板,在工匠台用熾炎加工
1334,熾炎豎大薄斜板,三角形金屬板，從不同角度能擺放出不同的朝向，可堆疊成金屬板,在工匠台用熾炎加工
1335,檸檬黃豎薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用檸檬黃顏料刷漆加工
1336,檸檬黃豎大薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用檸檬黃顏料刷漆加工
1337,蒼石灰豎薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用蒼石灰顏料刷漆加工
1338,蒼石灰豎大薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用蒼石灰顏料刷漆加工
1339,深栗紅豎薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用深栗紅顏料刷漆加工
1340,深栗紅豎大薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用深栗紅顏料刷漆加工
1341,落日橙豎薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用落日橙顏料刷漆加工
1342,落日橙豎大薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用落日橙顏料刷漆加工
1343,海棠紅豎薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用海棠紅顏料刷漆加工
1344,海棠紅豎大薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用海棠紅顏料刷漆加工
1345,象牙白豎薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用象牙白顏料刷漆加工
1346,象牙白豎大薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用象牙白顏料刷漆加工
1347,秋葉橙豎薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用秋葉橙顏料刷漆加工
1348,秋葉橙豎大薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用秋葉橙顏料刷漆加工
1349,豎薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用木料加工
1350,豎大薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用木料加工
1351,黃磚豎薄斜板,三角形石板，從不同角度能擺放出不同的朝向，可堆疊成石板,在工匠台用黃磚加工
1352,黃磚豎大薄斜板,三角形石板，從不同角度能擺放出不同的朝向，可堆疊成石板,在工匠台用黃磚加工
1353,錳塊豎薄斜板,三角形金屬板，從不同角度能擺放出不同的朝向，可堆疊成金屬板,在工匠台用錳結核加工
1354,錳塊豎大薄斜板,三角形金屬板，從不同角度能擺放出不同的朝向，可堆疊成金屬板,在工匠台用錳結核加工
1355,星球岩豎板,半格寬的金屬板，可堆疊改變寬度,在工匠台用萌眼星石塊加工
1356,竹板豎板,半格寬的竹板，可堆疊改變寬度,在工匠台用竹子加工
1357,胭脂紅豎板,半格寬的木板，可堆疊改變寬度,在工匠台用胭脂紅顏料刷漆加工
1358,水泥磚豎板,半格寬的石板，可堆疊改變寬度,在工匠台用水泥磚加工
1359,硫黃磚豎板,半格寬的石板，可堆疊改變寬度,在工匠台用硫黃磚塊加工
1360,石質豎板,半格寬的石板，可堆疊改變寬度,在工匠台用石料加工
1361,精製石磚豎板,半格寬的石板，可堆疊改變寬度,在工匠台用岩石加工
1362,鈦合金豎板,半格寬的金屬板，可堆疊改變寬度,在工匠台用鈦合金加工
1363,黃銅豎板,半格寬的金屬板，可堆疊改變寬度,在工匠台用黃銅加工
1364,雲母豎板,半格寬的金屬板，可堆疊改變寬度,在工匠台用雲母加工
1365,秘銀豎板,半格寬的金屬板，可堆疊改變寬度,在工匠台用秘銀加工
1366,熾炎豎板,半格寬的金屬板，可堆疊改變寬度,在工匠台用熾炎加工
1367,檸檬黃豎板,半格寬的木板，可堆疊改變寬度,在工匠台用檸檬黃顏料刷漆加工
1368,蒼石灰豎板,半格寬的木板，可堆疊改變寬度,在工匠台用蒼石灰顏料刷漆加工
1369,深栗紅豎板,半格寬的木板，可堆疊改變寬度,在工匠台用深栗紅顏料刷漆加工
1370,落日橙豎板,半格寬的木板，可堆疊改變寬度,在工匠台用落日橙顏料刷漆加工
1371,海棠紅豎板,半格寬的木板，可堆疊改變寬度,在工匠台用海棠紅顏料刷漆加工
1372,象牙白豎板,半格寬的木板，可堆疊改變寬度,在工匠台用象牙白顏料刷漆加工
1373,秋葉橙豎板,半格寬的木板，可堆疊改變寬度,在工匠台用秋葉橙顏料刷漆加工
1374,豎板,半格寬的木板，可堆疊改變寬度,在工匠台用木料加工
1375,黃磚豎板,半格寬的石板，可堆疊改變寬度,在工匠台用黃磚加工
1376,錳塊豎板,半格寬的金屬板，可堆疊改變寬度,在工匠台用錳結核加工
1377,海洋落地燈,海洋風格家具，落地燈，可以開關,
1378,海洋吊燈,海洋風格家具，吊燈，可以開關,
1379,貝殼檯燈,海洋風格家具，檯燈，可以開關,
1380,淺蒼灰木板,基礎建築材料，在木制建築中被廣泛使用,在工匠台用淺蒼灰顏料刷漆加工
1381,淺蒼灰樓梯,實木樓梯，從不同角度能擺放出不同的朝向,在工匠台用淺蒼灰顏料刷漆加工
1382,淺蒼灰薄板,四分之一格高實木薄板，可堆疊改變厚度,在工匠台用淺蒼灰顏料刷漆加工
1383,淺蒼灰斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,
1384,淺蒼灰薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,
1385,淺蒼灰大薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,
1386,淺蒼灰豎薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,
1387,淺蒼灰豎大薄斜板,三角形木板，從不同角度能擺放出不同的朝向，可堆疊成木板,在工匠台用淺蒼灰顏料刷漆加工
1388,淺蒼灰豎板,半格寬的木板，可堆疊改變寬度,在工匠台用淺蒼灰顏料刷漆加工
1389,隕魔戰利品,戰勝冰隕巨魔的勇氣證明！將其安入冰原村莊的@item_150000#中，村民們會非常感謝你的。,擊敗冰隕巨魔獲得
1400,音樂盒,家園的主人可以在音樂盒中更換家園的背景音樂,
1401,天空佈景台,家園的主人可以在天空佈景台中更換家園的天空外觀,
1402,重力裝置,家園的主人可以在重力裝置中更換家園的重力,
1403,天氣控制器,家園的主人可以在天氣控制器中控製家園的天氣,
1404,家園工作台,家園的主人可以在家園工作台中製作建材、家具等加工品,
1405,寵物窩,家園寵物們的小窩，家園主人可以在寵物窩中查看自己的寵物,
1406,簡單灶台,一個簡單的灶台，可以將購買、種植或加工得到的食材，烹飪為可供寵物食用的食品，因為簡單所以製作出來的食物味道也一般,
1407,家園空氣牆,,
1451,榮譽架,家園的主人可以選擇自己的一個成就，展示在榮譽架上,
1452,向陽花,向陽花的成熟植株,
1453,紅色龍舌蘭,紅色龍舌蘭的成熟植株,
1454,龍血花,龍血花的成熟植株,
1455,野薔薇,野薔薇的成熟植株,
1456,小白菊,小白菊的成熟植株,
1457,茶樹,茶樹的健康植株,
1458,香蕉樹,香蕉樹的健康植株,
1459,巨鱗羽果,巨鱗羽果的健康植株,
1460,芒果樹,芒果樹的健康植株,
1461,梨樹,梨樹的健康植株,
1462,柑橘樹,柑橘樹的健康植株,
1463,桃子樹,桃子樹的健康植株,
1464,水稻,水稻的健康植株,
1465,玉米,玉米的健康植株,
1466,番薯,番薯的健康植株,
1467,南瓜,南瓜的健康植株,
1468,甘蔗,甘蔗的健康植株,
1469,滿的蜂巢,裝滿蜂蜜的蜂巢,
1470,辣椒樹,辣椒樹的健康植株,
1471,棉花樹,棉花樹的健康植株,
1472,果樹,果樹的健康植株,
1473,落葉松,落葉鬆的健康植株,
1474,白楊樹,白楊樹的健康植株,
1475,紅杉樹,紅杉樹的健康植株,
1476,楠樹,楠樹的健康植株,
1477,胡桃樹,胡桃樹的健康植株,
1478,食用小蘑菇,小蘑菇的健康植株,
1479,食用小紅菇,小紅菇的健康植株,
1480,咖啡豆樹,咖啡豆樹的健康植株,
1481,紅杉果樹,紅杉果樹的健康植株,
1482,氧氣果樹,氧氣果樹的健康植株,
1483,橙色龍舌蘭,橙色龍舌蘭的健康植株,
1484,灰色龍舌蘭,灰色龍舌蘭的健康植株,
1485,粉色龍舌蘭,粉色龍舌蘭的健康植株,
1486,胡蘿蔔,胡蘿蔔的植株,
1493,向陽花（苗）,向陽花的幼年花苗,
1494,紅色龍舌蘭（苗）,紅色龍舌蘭的幼年花苗,
1495,橙色龍舌蘭（苗）,橙色龍舌蘭的幼年花苗,
1496,灰色龍舌蘭（苗）,灰色龍舌蘭的幼年花苗,
1497,粉色龍舌蘭（苗）,粉色龍舌蘭的幼年花苗,
1498,龍血花（苗）,龍血花的幼年花苗,
1499,野薔薇（苗）,野薔薇的幼年花苗,
1500,小白菊（苗）,小白菊的幼年花苗,
1501,巨鱗羽果（苗）,巨鱗羽果的幼年苗,
1502,南瓜（苗）,南瓜的幼年苗,
1503,果木樹苗,果樹的幼年苗,
1504,落葉松樹苗,白楊樹的幼年苗,
1505,白楊樹苗,胡桃樹的幼年苗,
1506,胡桃樹苗,胡桃樹的幼年苗,
1507,胡楊樹,胡楊樹的健康植株,
1508,胡楊樹苗,胡楊樹的幼年苗,
1509,蘆薈,蘆薈的幼年苗,
1510,花生,花生的幼年苗,
1511,大麥,大麥的幼年苗,
1512,芝麻,芝麻的幼年苗,
1513,生菜,生菜的幼年苗,
1514,甜菜,甜菜的幼年苗,
1515,西紅柿,西紅柿的幼年苗,
1516,高丹草,高丹草的幼年苗,
1517,甘藍,甘藍的幼年苗,
1518,玉米,玉米的幼年苗,
1519,青椒,青椒的幼年苗,
1520,小地星,小地星的幼年苗,
1521,蘿蔔,蘿蔔的幼年苗,
1522,花椰菜,花椰菜的幼年苗,
1523,韭菜,韭菜的幼年苗,
1524,紅棗,紅棗的幼年苗,
1525,野蘿蔔,野蘿蔔的幼年苗,
1526,油菜花,油菜花的幼年苗,
1527,青稞,青稞的幼年苗,
1528,椰樹,椰樹的幼年苗,
1529,覆盆子,覆盆子的幼年苗,
1530,蛋黃果,蛋黃果的幼年苗,
1531,紅高粱,紅高粱的幼年苗,
1532,圓椒,圓椒的幼年苗,
1533,豌豆,豌豆的幼年苗,
1534,藍莓,藍莓的幼年苗,
1535,草莓,草莓的幼年苗,
1536,菠蘿,菠蘿的幼年苗,
1537,葡萄,葡萄的幼年苗,
1538,櫻桃,櫻桃的幼年苗,
1539,靈芝,靈芝的幼年苗,
1540,火龍果,火龍果的幼年苗,
1541,五彩椒,五彩椒的幼年苗,
1542,網蓋紅褶傘,網蓋紅褶傘的幼年苗,
1543,人參,人參的幼年苗,
1550,簡約床,來自簡約風格的家具套裝，簡單而不失舒適的床 #r可用果木板、棉布等基礎建材製作,
1551,簡約沙發,來自簡約風格的家具套裝，簡單而不失舒適的沙發 #r可用果木板等基礎建材製作,
1552,簡約書桌,來自簡約風格的家具套裝，簡單但實用的書桌 #r可用果木板等基礎建材製作,
1553,簡約餐桌,來自簡約風格的家具套裝，簡單但實用的餐桌 #r可用果木板等基礎建材製作,
1554,簡約茶几,來自簡約風格的家具套裝，簡單但實用的茶几 #r可用果木板等基礎建材製作,
1555,簡約洗手台,來自簡約風格的家具套裝，簡單但乾淨的洗手台 #r可用果木板、陶瓷土坯等基礎建材製作,
1556,簡約椅子,來自簡約風格的家具套裝，簡單但實用的椅子 #r可用果木板等基礎建材製作,
1557,簡約馬桶,來自簡約風格的家具套裝，簡單但乾淨的馬桶 #r可用果木板、陶瓷土坯等基礎建材製作,
1558,簡約浴缸,來自簡約風格的家具套裝，簡單但乾淨的浴缸 #r可用果木板、陶瓷土坯等基礎建材製作,
1559,簡約衣櫃,來自簡約風格的家具套裝，家園主人可以在衣櫃中展示分享自己的皮膚裝扮 #r可用果木板等基礎建材製作,
1560,簡約櫥櫃,來自簡約風格的家具套裝，簡單但實用的櫥櫃 #r可用果木板等基礎建材製作,
1561,簡約半格櫥櫃,來自簡約風格的家具套裝，簡單但實用的半格櫥櫃 #r可用果木板等基礎建材製作,
1562,簡約組合櫃,來自簡約風格的家具套裝，簡單但實用的組合櫃 #r可用果木板等基礎建材製作,
1563,簡約屏風,來自簡約風格的家具套裝，簡單而不失美觀的屏風 #r可用果木板等基礎建材製作,
1564,簡約立體燈,來自簡約風格的家具套裝，簡單而不失美觀的立體燈 #r可用果木板、棉布、玻璃片等基礎建材製作,
1565,簡約吊燈,來自簡約風格的家具套裝，簡單而不失美觀的吊燈 #r可用果木板、棉布、玻璃片等基礎建材製作,
1566,簡約壁燈,來自簡約風格的家具套裝，簡單而不失美觀的壁燈 #r可用果木板、棉布、玻璃片等基礎建材製作,
1567,簡約門,來自簡約風格的家具套裝，簡單但實用的木門 #r可用果木板等基礎建材製作,
1568,簡約窗,來自簡約風格的家具套裝，簡單但實用的木窗 #r可用果木板、玻璃片等基礎建材製作,
1569,簡約樓梯,來自簡約風格的家具套裝，簡單但實用的樓梯 #r可用果木板等基礎建材製作,
1570,簡約牆磚,來自簡約風格的家具套裝，樸實但堅固的牆磚 #r可用粗製石磚等基礎建材製作,
1571,簡約磚,來自簡約風格的家具套裝，樸實但堅固的磚 #r可用粗製石磚等基礎建材製作,
1572,簡約半磚,來自簡約風格的家具套裝，樸實但堅固的半磚 #r可用粗製石磚等基礎建材製作,
1573,簡約圍欄,來自簡約風格的家具套裝，樸實但堅固的圍欄 #r可用果木板等基礎建材製作,
1574,中式床,來自中式風格的家具套裝，雅緻而舒適的床,
1575,中式沙發,來自中式風格的家具套裝，雅緻而舒適的沙發,
1576,中式書桌,來自中式風格的家具套裝，優雅實用的書桌,
1577,中式餐桌,來自中式風格的家具套裝，優雅實用的餐桌,
1578,中式茶几,來自中式風格的家具套裝，優雅實用的茶几,
1579,中式洗手台,來自中式風格的家具套裝，優雅實用的洗手台,
1580,中式椅子,來自中式風格的家具套裝，優雅實用的椅子,
1581,中式馬桶,來自中式風格的家具套裝，優雅實用的馬桶,
1582,中式浴缸,來自中式風格的家具套裝，優雅實用的浴缸,
1583,中式衣櫃,來自中式風格的家具套裝,
1584,中式櫥櫃,來自中式風格的家具套裝，美觀而實用的櫥櫃,
1585,中式半格櫥櫃,來自中式風格的家具套裝，美觀而實用的半格櫥櫃,
1586,中式組合櫃,來自中式風格的家具套裝，美觀而實用的組合櫃,
1587,中式屏風,來自中式風格的家具套裝，美觀而實用的屏風,
1588,中式立體燈,來自中式風格的家具套裝，美觀而實用的立體燈,
1589,中式吊燈,來自中式風格的家具套裝，美觀而實用的吊燈,
1590,中式壁燈,來自中式風格的家具套裝，美觀而實用的壁燈,
1591,中式門,來自中式風格的家具套裝，美觀而實用的木門,
1592,中式窗,來自中式風格的家具套裝，美觀而實用的木窗,
1593,中式樓梯,來自中式風格的家具套裝，美觀而實用的樓梯,
1594,中式牆磚,來自中式風格的家具套裝，美觀且堅固的牆磚,
1595,中式磚,來自中式風格的家具套裝，美觀且堅固的磚,
1596,中式半磚,來自中式風格的家具套裝，美觀且堅固的半磚,
1597,中式圍欄,來自中式風格的家具套裝，美觀且堅固的圍欄,
1598,現代床,來自現代風格的家具套裝的床 #r可在家園商店中抽獎獲得,
1599,現代沙發,來自現代風格的家具套裝的沙發 #r可在家園商店中抽獎獲得,
1600,現代書桌,來自現代風格的家具套裝的書桌 #r可在家園商店中抽獎獲得,
1601,現代餐桌,來自現代風格的家具套裝的餐桌 #r可在家園商店中抽獎獲得,
1602,現代茶几,來自現代風格的家具套裝的茶几 #r可在家園商店中抽獎獲得,
1603,現代洗手台,來自現代風格的家具套裝的洗手台 #r可在家園商店中抽獎獲得,
1604,現代椅子,來自現代風格的家具套裝的椅子 #r可在家園商店中抽獎獲得,
1605,現代馬桶,來自現代風格的家具套裝的馬桶 #r可在家園商店中抽獎獲得,
1606,現代浴缸,來自現代風格的家具套裝的浴缸 #r可在家園商店中抽獎獲得,
1607,現代衣櫃,來自現代風格的家具套裝，家園主人可以在衣櫃中展示分享自己的皮膚裝扮 #r可在家園商店中抽獎獲得,
1608,現代櫥櫃,來自現代風格的家具套裝的櫥櫃 #r可在家園商店中抽獎獲得,
1609,現代半格櫥櫃,來自現代風格的家具套裝櫥櫃 #r可在家園商店中抽獎獲得,
1610,現代組合櫃,來自現代風格的家具套裝的組合櫃 #r可在家園商店中抽獎獲得,
1611,現代屏風,來自現代風格的家具套裝的屏風 #r可在家園商店中抽獎獲得,
1612,現代立體燈,來自現代風格的家具套裝的立體燈 #r可在家園商店中抽獎獲得,
1613,現代吊燈,來自現代風格的家具套裝的吊燈 #r可在家園商店中抽獎獲得,
1614,現代壁燈,來自現代風格的家具套裝的壁燈 #r可在家園商店中抽獎獲得,
1615,現代門,來自現代風格的家具套裝的木門 #r可在家園商店中抽獎獲得,
1616,現代窗,來自現代風格的家具套裝的木窗 #r可在家園商店中抽獎獲得,
1617,現代樓梯,來自現代風格的家具套裝的樓梯 #r可在家園商店中抽獎獲得,
1618,現代牆磚,來自現代風格的家具套裝的牆磚 #r可在家園商店中抽獎獲得,
1619,現代磚,來自現代風格的家具套裝的磚 #r可在家園商店中抽獎獲得,
1620,現代半磚,來自現代風格的家具套裝的半磚 #r可在家園商店中抽獎獲得,
1621,現代圍欄,來自現代風格的家具套裝的圍欄 #r可在家園商店中抽獎獲得,
1622,童話床,來自童話風格的家具套裝的床 #r可在家園商店中抽獎獲得,
1623,童話沙發,來自童話風格的家具套裝的沙發 #r可在家園商店中抽獎獲得,
1624,童話書桌,來自童話風格的家具套裝的書桌 #r可在家園商店中抽獎獲得,
1625,童話餐桌,來自童話風格的家具套裝的餐桌 #r可在家園商店中抽獎獲得,
1626,童話茶几,來自童話風格的家具套裝的茶几 #r可在家園商店中抽獎獲得,
1627,童話洗手台,來自童話風格的家具套裝的洗手台 #r可在家園商店中抽獎獲得,
1628,童話椅子,來自童話風格的家具套裝的椅子 #r可在家園商店中抽獎獲得,
1629,童話馬桶,來自童話風格的家具套裝的馬桶 #r可在家園商店中抽獎獲得,
1630,童話浴缸,來自童話風格的家具套裝的浴缸 #r可在家園商店中抽獎獲得,
1631,童話衣櫃,來自童話風格的家具套裝，家園主人可以在衣櫃中展示分享自己的皮膚裝扮 #r可在家園商店中抽獎獲得,
1632,童話櫥櫃,來自童話風格的家具套裝的櫥櫃 #r可在家園商店中抽獎獲得,
1633,童話半格櫥櫃,來自童話風格的家具套裝的半格櫥櫃 #r可在家園商店中抽獎獲得,
1634,童話組合櫃,來自童話風格的家具套裝的組合櫃 #r可在家園商店中抽獎獲得,
1635,童話屏風,來自童話風格的家具套裝的屏風 #r可在家園商店中抽獎獲得,
1636,童話立體燈,來自童話風格的家具套裝的立體燈 #r可在家園商店中抽獎獲得,
1637,童話吊燈,來自童話風格的家具套裝的吊燈 #r可在家園商店中抽獎獲得,
1638,童話壁燈,來自童話風格的家具套裝的壁燈 #r可在家園商店中抽獎獲得,
1639,童話門,來自童話風格的家具套裝的木門 #r可在家園商店中抽獎獲得,
1640,童話窗,來自童話風格的家具套裝的木窗 #r可在家園商店中抽獎獲得,
1641,童話樓梯,來自童話風格的家具套裝的樓梯 #r可在家園商店中抽獎獲得,
1642,童話牆磚,來自童話風格的家具套裝的牆磚 #r可在家園商店中抽獎獲得,
1643,童話磚,來自童話風格的家具套裝的磚 #r可在家園商店中抽獎獲得,
1644,童話半磚,來自童話風格的家具套裝的半磚 #r可在家園商店中抽獎獲得,
1645,童話圍欄,來自童話風格的家具套裝的圍欄 #r可在家園商店中抽獎獲得,
1646,科幻床,來自科幻風格的家具套裝的床 #r可在家園商店中抽獎獲得,
1647,科幻沙發,來自科幻風格的家具套裝的沙發 #r可在家園商店中抽獎獲得,
1648,科幻書桌,來自科幻風格的家具套裝的書桌 #r可在家園商店中抽獎獲得,
1649,科幻餐桌,來自科幻風格的家具套裝的餐桌 #r可在家園商店中抽獎獲得,
1650,科幻茶几,來自科幻風格的家具套裝的茶几 #r可在家園商店中抽獎獲得,
1651,科幻洗手台,來自科幻風格的家具套裝的洗手台 #r可在家園商店中抽獎獲得,
1652,科幻椅子,來自科幻風格的家具套裝的椅子 #r可在家園商店中抽獎獲得,
1653,科幻馬桶,來自科幻風格的家具套裝的馬桶 #r可在家園商店中抽獎獲得,
1654,科幻浴缸,來自科幻風格的家具套裝的浴缸 #r可在家園商店中抽獎獲得,
1655,科幻衣櫃,來自科幻風格的家具套裝，家園主人可以在衣櫃中展示分享自己的皮膚裝扮 #r可在家園商店中抽獎獲得,
1656,科幻櫥櫃,來自科幻風格的家具套裝的櫥櫃 #r可在家園商店中抽獎獲得,
1657,科幻半格櫥櫃,來自科幻風格的家具套裝的半格櫥櫃 #r可在家園商店中抽獎獲得,
1658,科幻組合櫃,來自科幻風格的家具套裝的組合櫃 #r可在家園商店中抽獎獲得,
1659,科幻屏風,來自科幻風格的家具套裝的屏風 #r可在家園商店中抽獎獲得,
1660,科幻立體燈,來自科幻風格的家具套裝的立體燈 #r可在家園商店中抽獎獲得,
1661,科幻吊燈,來自科幻風格的家具套裝的吊燈 #r可在家園商店中抽獎獲得,
1662,科幻壁燈,來自科幻風格的家具套裝的壁燈 #r可在家園商店中抽獎獲得,
1663,科幻門,來自科幻風格的家具套裝的木門 #r可在家園商店中抽獎獲得,
1664,科幻窗,來自科幻風格的家具套裝的木窗 #r可在家園商店中抽獎獲得,
1665,科幻樓梯,來自科幻風格的家具套裝的樓梯 #r可在家園商店中抽獎獲得,
1666,科幻牆磚,來自科幻風格的家具套裝的牆磚 #r可在家園商店中抽獎獲得,
1667,科幻磚,來自科幻風格的家具套裝的磚 #r可在家園商店中抽獎獲得,
1668,科幻半磚,來自科幻風格的家具套裝的半磚 #r可在家園商店中抽獎獲得,
1669,科幻圍欄,來自科幻風格的家具套裝的圍欄 #r可在家園商店中抽獎獲得,
1670,小松樹盆栽,種植了小型松樹的盆栽 #r可以擺放在家裡，美化環境,
1671,蔥翠盆栽,種植了翠綠竹子的盆栽 #r可以擺放在家裡，美化環境,
1672,絨毛地毯,帶有花紋的地毯，絨毛材質，手感舒適,
1673,山水畫,簡約而優雅的中式國畫,
1674,抽像畫,色彩鮮豔大膽的現代抽像畫作,
1675,中國結掛飾,可以掛在牆上，美化房間環境,
1676,星球掛飾,鑲嵌著宇航員和星球裝飾的小壁畫,
1677,簡單書櫃,擺放著書本和裝飾品的簡單書櫃,
1678,純白冰箱,純白色的冰箱，可以裝飾環境,
1679,銀灰冰箱,銀灰色的冰箱，可以裝飾環境,
1680,酷黑冰箱,黑色的冰箱，可以裝飾環境,
1681,純白電飯煲,純白色的電飯煲，可以裝飾環境,
1682,銀灰電飯煲,銀灰色的電飯煲，可以裝飾環境,
1683,酷黑電飯煲,黑色的電飯煲，可以裝飾環境,
1684,純白烤箱,純白色的烤箱，可以裝飾環境,
1685,銀灰烤箱,銀灰色的烤箱，可以裝飾環境,
1686,酷黑烤箱,黑色的烤箱，可以裝飾環境,
1687,純白灶台,純白色的灶台讓油煙感十足的廚房帶來一絲別樣的色彩，別樣的爐火設計能讓食物加熱均勻，食物的品質也能有所提升 #r灶台上可進行烹飪，將食材和農場作物加工為寵物食品。,
1688,銀灰灶台,銀灰色的灶台上一代灶台的升級版，食物品質再次得到升級 #r灶台上可進行烹飪，將食材和農場作物加工為寵物食品。,
1689,酷黑灶台,傳說中暗星科技出品的灶台，設計格外具有科技感，科學掌控火候能烹飪出頂級品質的美味食物。 #r灶台上可進行烹飪，將食材和農場作物加工為寵物食品。,
1690,多肉盆栽,種植了多肉植物的盆栽 #r可以擺放在家裡，美化環境,
1691,歐式床,來自歐式風格的家具套裝的床 #r可在家園商店/背包中購買獲得,
1692,歐式沙發,來自歐式風格的家具套裝的沙發 #r可在家園商店/背包中購買獲得,
1693,歐式書桌,來自歐式風格的家具套裝的書桌 #r可在家園商店/背包中購買獲得,
1694,歐式餐桌,來自歐式風格的家具套裝的餐桌 #r可在家園商店/背包中購買獲得,
1695,歐式茶几,來自歐式風格的家具套裝的茶几 #r可在家園商店/背包中購買獲得,
1696,歐式洗手台,來自歐式風格的家具套裝的洗手台 #r可在家園商店/背包中購買獲得,
1697,歐式椅子,來自歐式風格的家具套裝的椅子 #r可在家園商店/背包中購買獲得,
1698,歐式馬桶,來自歐式風格的家具套裝的馬桶 #r可在家園商店/背包中購買獲得,
1699,歐式浴缸,來自歐式風格的家具套裝的浴缸 #r可在家園商店/背包中購買獲得,
1700,歐式衣櫃,來自歐式風格的家具套裝，家園主人可以在衣櫃中展示分享自己的皮膚裝扮 #r可在家園商店/背包中購買獲得,
1701,歐式櫥櫃,來自歐式風格的家具套裝的櫥櫃 #r可在家園商店/背包中購買獲得,
1702,歐式半格櫥櫃,來自歐式風格的家具套裝的半格櫥櫃 #r可在家園商店/背包中購買獲得,
1703,歐式組合櫃,來自歐式風格的家具套裝的組合櫃 #r可在家園商店/背包中購買獲得,
1704,歐式屏風,來自歐式風格的家具套裝的屏風 #r可在家園商店/背包中購買獲得,
1705,歐式立體燈,來自歐式風格的家具套裝的立體燈 #r可在家園商店/背包中購買獲得,
1706,歐式吊燈,來自歐式風格的家具套裝的吊燈 #r可在家園商店/背包中購買獲得,
1707,歐式壁燈,來自歐式風格的家具套裝的壁燈 #r可在家園商店/背包中購買獲得,
1708,歐式門,來自歐式風格的家具套裝的木門 #r可在家園商店/背包中購買獲得,
1709,歐式窗,來自歐式風格的家具套裝的木窗 #r可在家園商店/背包中購買獲得,
1710,歐式樓梯,來自歐式風格的家具套裝的樓梯 #r可在家園商店/背包中購買獲得,
1711,歐式牆磚,來自歐式風格的家具套裝的牆磚 #r可在家園商店/背包中購買獲得,
1712,歐式磚,來自歐式風格的家具套裝的磚 #r可在家園商店/背包中購買獲得,
1713,歐式半磚,來自歐式風格的家具套裝的半磚 #r可在家園商店/背包中購買獲得,
1714,歐式圍欄,來自歐式風格的家具套裝的圍欄 #r可在家園商店/背包中購買獲得,
1715,胡楊木,胡楊木系列家具的原材料,
1716,胡楊木板,由胡楊木製成,
1717,胡楊樹葉,可以用來做裝飾，破壞後有幾率掉落胡楊樹苗，也可以作為#c0aba1d雪人的頭飾#n,
1718,胡楊薄板,用胡楊木製作的四分之一格高實木薄板,
1719,胡楊樓梯,用胡楊木製作的實木樓梯,
1720,胡楊茶几,用胡楊木製作的胡楊茶几,
1721,胡楊凳子,用胡楊木製作的胡楊凳子,
1722,西域床,來自西域風格的家具套裝的床 #r可在家園商店/背包中購買獲得,
1723,西域沙發,來自西域風格的家具套裝的沙發 #r可在家園商店/背包中購買獲得,
1724,西域書桌,來自西域風格的家具套裝的書桌 #r可在家園商店/背包中購買獲得,
1725,西域餐桌,來自西域風格的家具套裝的餐桌 #r可在家園商店/背包中購買獲得,
1726,西域茶几,來自西域風格的家具套裝的茶几 #r可在家園商店/背包中購買獲得,
1727,西域洗手台,來自西域風格的家具套裝的洗手台 #r可在家園商店/背包中購買獲得,
1728,西域椅子,來自西域風格的家具套裝的椅子 #r可在家園商店/背包中購買獲得,
1729,西域馬桶,來自西域風格的家具套裝的馬桶 #r可在家園商店/背包中購買獲得,
1730,西域浴缸,來自西域風格的家具套裝的浴缸 #r可在家園商店/背包中購買獲得,
1731,西域衣櫃,來自西域風格的家具套裝，家園主人可以在衣櫃中展示分享自己的皮膚裝扮 #r可在家園商店/背包中購買獲得,
1732,西域櫥櫃,來自西域風格的家具套裝的櫥櫃 #r可在家園商店/背包中購買獲得,
