ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
108,天仙子 雅,"“身回雲闕，鼓鐘欽欽。”
仙奉星的錦繡繁華使能歌善舞的天仙子也被它所吸引。她帶著四弦阮周遊世界，無論她的曲調如何流轉，不變的是內心的從容和舒展。",@Null@,身體特效：身上飄散著金色輝光,頭像：解鎖頭像。,@Null@,,,
109,臨江仙 頌,"“白雁西風紫塞，皂雕落日黃沙。夕陽西下，是誰在奏響琵琶？”
經歷了人世間的坎坷，他決定追隨內心的選擇，留在仙奉星以龍為伴，洗心遊勝境，從此去塵蒙。",解鎖道具可由活動獲得,頭像：解鎖頭像。,行走足跡：走過的地方會留下龍神腳印,@Null@,,,
110,紅玫瑰少女 仙杜瑞拉,夏天的夜晚，魔法花園在舉行盛大舞會。仙度瑞拉驚奇地發現，曾在夢中出現過的那抹藍，正走向舞台中心。隨他而來的，是和她發現的遺落花瓣一樣的——藍色繡球花。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方會留下粉薔薇腳印,@Null@,,,
111,橘子,“天才美食家，就是要吃遍四方！不過世上的美食那麼多，我最喜歡的，還是爸爸媽媽做的鯛魚燒的味道。”——橘子在接受迷萌日報採訪後如是說。,解鎖道具可通過購買禮包或參與活動獲得,頭像：解鎖頭像。,行走足跡：走過的地方會留下花貓腳印,@Null@,,,
112,繡球花少年 查理斯,宮殿外的舞會像繁星與煙花一樣絢麗多彩。王子查理斯見到仙杜瑞拉，掩蓋不住內心的喜悅，小心翼翼取出他撿到的嬌豔玫瑰。,悅享卡產出,頭像：解鎖頭像。,身體特效：身上飄散著藍色光輝！,@Null@,,,
113,泡泡,“你聽說過蔚藍大海的傳說嗎？”見多識廣的泡泡天生就是一個探險家。他喜歡透過氣泡觀察世界，每次都能發現大家看不到的細節。,解鎖道具可通過購買禮包或參與活動獲得,頭像：解鎖頭像。,行走足跡：走過的地方會留下海豚腳印,@Null@,,,
114,朝露繁花,花小樓首款換裝皮膚,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著桃花花瓣！,@Null@,,,
115,冰公主,從葉羅麗仙境誕生開始便存在的公主，居住在冰晶宮，是冰雪的守護女神，冰雪的主宰。因為冷漠所以從未有過朋友。生性清冷淡漠，但心地善良，不忍心傷害他人。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著冰晶！,@Null@,,,
116,羅麗,葉羅麗仙境的公主，擁有治愈系和愛系魔法。被女王變成娃娃後，與王默互相選中締結契約，重新獲得了生命和魔法。單純善良，性情隨性而靈動，喜歡吃草莓。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著愛心！,@Null@,,,
117,白光瑩,她和光一樣，會隨著喚醒者的性格而決定自己的性格，是個影子般的存在，但本身的性格還未知，所以內心極其渴望並崇尚獲得自由。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著金色粉塵光芒。,@Null@,,,
118,灰姑娘 克里斯汀,“經常用幻想的力量點綴生活，就真的會遇到奇蹟哦~”樂觀善良的克里斯汀，做家務的時候也常常把自己幻想成美麗的童話人物。她的仙子朋友，在王國慶典的那天，將她的幻想變為了現實。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方會留下水晶鞋腳印。,@Null@,,,
119,靈公主,她是仙境靈犀閣成員，聖級仙子，性格溫柔，待人親切，居住在花海潮花聖殿，喜愛密花聚集的地方，尊重生命，尊重靈魂，以愛之心守護世間生靈。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方會留下水晶鞋腳印。,@Null@,,,
120,小龍人麟休,麟休以前從未離開過大海：因為《哪吒鬧海》的故事，讓他對陸地帶有“恐怖濾鏡”。而這次冒險讓他變得勇敢起來，也發現人間沒有想像中的險惡。原來這是父親為了讓自己成為合格的衝浪里海域接班人而特別設置的考驗。,@Null@,頭像：解鎖頭像。,身體特效：身上飄著魔法冰晶。,@Null@,,,
121,妙妙,“什麼？說我個子小！猜猜這根魚刺什麼時候出現在你的沙發上？”活潑歡脫、精力旺盛的他總喜歡用魚骨展示自己的飛鏢技藝。如天鵝絨般順滑的可愛外衣可能會欺騙你，因為他可是迷萌星球出了名的最淘氣的傢伙。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下喵喵頭腳印。,@Null@,,,
122,白天鵝 奧傑塔,白晝與黑夜輪迴交替，現實與夢境相伴相生。而我扮演的，究竟是誰？,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著白天鵝羽毛！,@Null@,,,
123,時希,八位靈犀閣成員之一，居住在葉羅麗仙境中的聖地——四時鐘，法術可控制時間，能擁有無數個分身。擁有銀灰色的長發與星河般的眼睛，高貴優雅，遇事臨危不亂。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下時鐘腳印。,@Null@,,,
124,潔莉,潔莉和余小歡是從小一起長大的好朋友。從前的她膽小怕生，後來被余小歡的勇敢樂觀所感染，還學會了用鈴鐺召喚小水母尋求幫助。她再也不會怯懦，因為勇氣和友誼就是最強大的秘密武器！,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下小水母腳印。,@Null@,,,
125,快客小渦,快客小渦是個急性子，每天都有用不完的干勁兒，一刻也停不下來。他平時喜歡收集一些有趣的小玩意兒，如果哪天你需要什麼物品，就去問問快客小渦吧！說不定他的蝸牛包包裡就有你想要的東西。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下小蝸牛腳印。,@Null@,,,
126,@Null@,,@Null@,@Null@,@Null@,@Null@,,,
127,黑天鵝 奧傑塔,現實與夢境並無糾纏，白晝與黑夜各有精彩。我扮演的，就是我自己。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著紫色羽毛！,@Null@,,,
128,青蛙王子 克勞德,“再堅持一下，也許就能實現和她的約定了。”#r這位研究沼澤生物群落的學者，總是望著手裡小巧的金球暗暗給自己打氣。在這潮濕泥濘的地方，閃爍著他金子般的希望。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下荷葉腳印。,@Null@,,,
129,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
130,白雪公主 索菲亞,“這是我最好的朋友，一共有7個。”#r索菲亞的玩具店有許多精緻的玩偶。她和玩偶會時不時竊竊私語，彷彿它們有生命一樣。想從她那裡得到玩偶，用錢可不行，要用一件非常重要的東西才能交換。究竟是什麼呢？,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下蘋果腳印。,@Null@,,,
131,漢森,心思縝密，對妹妹照顧周到的男孩，曾和妹妹在密林中走失月餘，卻奇蹟般的一起回來了，他對在密林中的經歷很少提及，但自此法棍隨身。肩膀上的小鳥據說也是當時撿的。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下麵包腳印。,@Null@,,,
132,格雷特,格雷特對哥哥十分信任，愛好採集烹飪，尤其擅長烘培和製作甜品，自稱這些技能都是走失時學會的，荒蕪人煙的密林裡她是如何學會這些技能的呢？,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下桃花腳印。,@Null@,,,
133,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
134,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
135,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
136,哈魯,“誰能比我更懂喜怒哀樂的力量？”#r作為“搬家幫幫送”的老闆，友善的哈魯似乎能搬起任何東西，是個把心情寫在臉上的傢伙。如果看到他的項圈圖案發生改變，別擔心，這是哈魯正準備釋放情緒的力量呢！,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下汪汪頭腳印。,@Null@,,,
137,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
138,春雨,“喜歡傾聽雨聲嗎？”#r作為四季使者之一的春雨是奧法星生態研究員，代表復甦的力量。她喜歡乘著巨大的四葉草，控制雲層天降甘霖。和她相處令人如沐春風，但她的脾氣也像春季天氣一樣多變。請務必保持輕聲細語。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著蝴蝶精靈！,@Null@,,,
139,清夏,“我所愛的街頭藝術，怎能被這天氣束縛？”#r成為四季使者後，清夏對遠方的世界更加嚮往，絲毫不在意強烈的熱量與爆發的季風。下一站，是悠閒還是緊迫？沒人知道。就像夏天的風，你難以預測它下一秒是清爽還是冰雹。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下水波腳印。,@Null@,,,
140,秋果,“來杯果汁吧！你瞧，並不是我在操縱季節，而是自然的力量選擇了我。” #r不同於轟轟烈烈的冬夏，安靜的秋果更喜歡下沉的大地能量，並有節制地使用它。這次旅行不僅是為了拯救家園，更是為了自己的能力與肩負的責任。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著楓葉！,@Null@,,,
141,小藍,小藍是魔仙堡的守護魔仙，受魔仙女王的派遣，而來到人間。她以保姆的身份入住凌家，是凌美琪和凌美雪的魔法導師兼好朋友。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下小黃花腳印。,@Null@,,,
142,童夢仙踪,夢歌換裝皮膚,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著小兔兔！,@Null@,,,
143,凌美琪,美琪是凌家姐妹中的姐姐，人類世界的小魔仙。她正義、樂觀，性格活潑善良，聰明開朗。有時愛取鬧，愛想鬼主意，有繪畫天賦，但行事衝動，無心向學。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下小藍花腳印。,@Null@,,,
144,凌美雪,美雪是凌家姐妹中的妹妹，人類世界的小魔仙。性格沉穩大方、聰明冷靜，做事有條有理。喜愛學習和看書，學習成績很好，善長分析事情。雖然是妹妹，但有時會反過來照顧姐姐美琪。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下泡泡腳印。,@Null@,,,
145,遊樂王子,遊樂是魔仙堡的王子，留著一頭藍色頭髮，因誤會魔仙女王而離開魔仙堡來到人間。雖然他表面上看起來很冷酷，實際上卻是像大哥哥一樣熱情，很有正義感，也略微傲嬌。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著星光閃閃！,@Null@,,,
146,瓔落,“櫻花紅陌上，楊柳綠池邊；燕子聲聲裡，相思又一年。”#r作為園藝世家的傳承人，瓔落精心養護著仁王星最壯觀的花海。而每當花期結束，人潮散去，她總是輕撫一個畫著閃電的植木缽喃喃自語：“如果你在，那就更好了。”,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著花瓣！,@Null@,,,
147,雷光,“你問云中有什麼？風雨雷電思如雪。”#r雷光喜歡漫步雲端的感覺。他總是用魔法懸浮於天際，俯瞰整個城市的人們在雨雪中穿行樣子。這時，他會想起在仁王星的一次偶遇：那位百媚生嬌的女孩，家鄉的花海一定很美吧？,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下水滴腳印。,@Null@,,,
148,凜冬,“沒有什麼美能比得過這裡的極光，除了你們。”#r孤獨的星際旅者，為守護家園而身中虛空獸的詛咒。成為四季使者後，他願將自己打造為星球的武器，為敵人帶來與他溫柔性格截然相反的，最肆虐的冰暴與最恐怖的氣象災害。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下小宇宙腳印。,@Null@,,,
149,珍奇女孩,她是小馬谷的顏值巔峰，美麗優雅、自信且充滿魅力，是一位天才時裝設計師，擁有自己的時裝店。她喜歡看到小馬們穿上自己設計製作的服裝，有一隻名叫歐泊的寵物貓咪。,@Null@,頭像：解鎖頭像。,身體特效：身上散發著小鑽石！,@Null@,,,
150,蘋果嘉兒女孩,蘋果嘉兒擁有著可靠、誠實又樂於幫人的美好品質，經常支持和保護著她的朋友們。她在甜蘋果園中主要負責收穫蘋果，寵物狗狗薇諾納是她的好夥伴。蘋果嘉兒在和諧之元中代表“誠實”。,@Null@,頭像：解鎖頭像。,身體特效：身上散發著小蘋果！,@Null@,,,
151,阿拉丁,"“追尋庫西亞曾經的踪跡，去集齊沙月星的至寶吧，阿拉丁……”
被神秘的魔法師利用，在充滿陷阱的沙月遺跡中得到了無字魔導書《一千零一夜》。他決心反抗，於是孤身一人踏上了尋找沙月寶物的旅程。",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著神秘符號！,@Null@,,,
152,匹諾曹,“即使是木頭，為了得到溫暖，亦會投入火的懷抱。”,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下蝴蝶結腳印。,@Null@,,,
153,塔莎,“生命是上緊的發條，人們厭倦它的轉動，卻又怕它在最美好的時刻停止。”,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著閃光羽毛！,@Null@,,,
154,殷小敏,殷小敏、施巧靈和彩俐是親密夥伴，一起對付黑咒魔王。殷小敏的嗅覺特別靈敏，成為魔仙后，常憑嗅覺偵測到敵人，幫了很多忙。雖然她說話溫柔，容易哭，但實際外柔內剛，遇事很冷靜。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下星星腳印。,@Null@,,,
155,施巧靈,施巧靈、殷小敏和彩俐是親密夥伴，一起對付黑咒魔王。施巧靈對色彩異常敏感，想法超越常人，常有意想不到的見解，是一個難得的繪畫天才。話不多但非常善良，性格有些執著和倔強。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著粉色光輝！,@Null@,,,
156,彩俐公主,彩俐是彩靈堡魔法王國的公主，她有著一頭美麗的金發，扎著雙馬尾，頭戴一頂皇冠。性格活潑開朗，愛說話愛冒險，天不怕地不怕，卻又衝動易闖禍。不開心時會用魔法彩色來畫畫。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著魔法能量！,@Null@,,,
157,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
158,血族魔法師 洛特,"一聲呼哨，雪羽貓頭鷹破空飛來，停在少年的肩。
皮膚雪白的少年取下信件，眨眨綠色的眼眸，側頭輕問，
“你見過，會魔法的吸血鬼嗎？”",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著魔法星光！,@Null@,,,
159,瑤月仙子,@Null@,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著花朵和白兔印記！,@Null@,,,
160,玉團兒,"蓮蓉還是棗泥？奶黃還是抹茶？應有盡有！
小小月餅，圓圓身子，內有乾坤，包羅萬象。
本小廚娘將散發無限創意，賦予中式點心情感靈魂，風靡整個宇宙！
而你，準備好接受這甜蜜的滋味了嗎？",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著小蝴蝶！,@Null@,,,
161,號手妮塔,妮塔本是仙度瑞拉家花園裡的瓷兔玩偶，目睹了仙杜瑞拉每晚因思念母親而在園中努力練習魔法的情形，被魔法賦予生命。穿過叢林，撥開荊棘，她只為讓魔法花園再度盛放。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著音符！,#cda5b0a僅限築夢禮盒產出#n,,,
162,鼓手尼普,尼普和妹妹妮塔，是指揮家送給仙度瑞拉家花園的一對兔子陶瓷擺件，和妮塔想要留在花園不同，尼普暗暗覺得自己之於指揮家更重要，一心想要回到樂團中。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著音符！,#cda5b0a僅限築夢禮盒產出#n,,,
163,龍響無雙,@Null@,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下包子腳印。,@Null@,,,
164,拾玖,"喲咦咻~雖然長著小孩模樣，但卻是一等一的高手。
有萬里師傅和哥哥們在，必殺技“翔龍”可不會輕易放送。
果然還是最喜歡和哥哥們玩遊戲了！要是輸了……就哭給你看！",@Null@,頭像：解鎖頭像。,身體特效：頭上飄散著能量粒子！,@Null@,,,
165,糖心小熊,軟糖之柔，硬糖之剛，論傳承，通通不在話下。剛中帶柔，軟中包硬，論創新，糖心小熊最佳。千言萬語，小熊的心意最甜。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方會掉落糖果還會留下小熊腳印。,#cda5b0a僅限築夢禮盒產出#n,,,
166,星月小夢,"哈欠是我的招牌動作，人人都叫我“白日夢想家”。
太陽，星星，月亮，都在我軟乎乎的枕頭里。
戴好眼罩，即刻沉入夢鄉。
無論白天黑夜，來和我一起做夢吧！",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著瞌睡泡泡！,#cda5b0a僅限築夢禮盒產出#n,,,
167,星團公主 波莉,"當生活的迷霧層層揭開，你是否敢靠近，那掩藏真相的虛掩之門？
她是號令團子的城堡“女王”，也是被囚在家的科技少女。
聽到了嗎？她的吶喊：
“所束縛我的，必將成為我的裙下敗將！”",@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下發光泡泡團子腳印。,@Null@,,,
168,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
169,魂羽歌者 鶯初,"“鶯歌燕舞,便有係人心處。燕去鶯來昏又曉, 薰風微度，天下瑞麟重睹。
她明白自己的宿命與信念。
因為那需要守護之物，是比黃金珠寶更珍貴的東西。",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著金色銀杏葉！,#cda5b0a互動：可與空侯觸發互動動作！#n,,,
170,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
171,彌夢帝君 空侯,"被困於噩夢的帝君，苦苦尋找著彌留的輝煌。
直到，他聽到那靈魂的鳴囀……
聽到歌聲了嗎……？跟過來，活下去！",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著青色能量粒子！,#cda5b0a互動：可與鶯初觸發互動動作！#n,,,
172,倪羽兒,"舞裙歌扇，霓裳羽衣，
喜歡我的扇子和衣服？
找本姑娘就對了！",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著綠色花朵！,,,,
173,謝知禮,"人之初，性本善。性相近，習相遠。 
要我說，打打殺殺什麼的，一點兒也不酷。",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著漢字！,,,,
174,驅魔人 開斯特,"手提馬燈，肩停渡鴉，誰是黑夜守護者？
身賦驅散黑暗的能力，卻只嚮往一場安穩的好覺。
假若來者不善，那就讓他試試我的十字架吧！",@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下黑色火焰。,@Null@,,,
175,奧利維亞,黑夜裝點裙紗，無人爭搶捧花。不生不死，不枯不萎的永生花啊，你可否告訴我， 那個救我的人，是否養了只渡鴉？,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下玫瑰花。,@Null@,,,
176,黑貓幽娜,今夜就化成可愛黑貓，去人類那裡行使本女巫的權利！,@Null@,頭像：解鎖頭像。,身體特效：身上圍繞著神秘蝙蝠！,@Null@,,,
177,蜘蛛王子 安德魯,夜幕降臨，黑暗逐漸籠罩天地。蜘蛛結網，蝙蝠出行，我就是神秘而英俊的萬聖之靈。,@Null@,頭像：解鎖頭像。,身體特效：身上圍繞著神秘蝙蝠！,@Null@,,,
178,極獸特工 沃夫·銀,沃夫·銀出身白狼一族，天生敏捷、冷靜，決斷，是高曼達星特工組織——“極獸特攻”的一員。撞長使用的武器，是喵小糖幫忙改制的槍刃，在團隊中擔任中近距離戰鬥的衝鋒手，平時藏在手套上的旋翼無人機可用來輔助攻擊。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下特工圖標。,@Null@,,,
179,靈公主,本名花翎，人多稱作靈公主。她是守護生命的女神，居住在美麗華麗的花海潮花聖殿，尊重生命，尊重靈魂。以愛之心守護世間生靈，不僅外表給人親切感，內心也十分溫柔。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著花玲蝶！,@Null@,,,
180,龍空空,仙奉星的隱居龍族少女，但有一顆充滿想像力和嚮往自由的心。機緣巧合下認識了小龍人麟休，結成了交換零食的友誼，從麟休那裡獲取了很多關於外界的知識，期待某天能派上用場。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下骨頭腳印。,#cda5b0a僅限築夢禮盒產出#n,,,
181,火雞專家 托克,托克是食趣星的神秘大廚，一年中只在感恩節臨近時，火雞店才開門營業。而每次出現，必然會帶著他的拿手招牌菜——烤火雞。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下火雞腳印。,#cda5b0a僅限築夢禮盒產出#n,,,
182,草莓醬 貝瑞,貝瑞是食趣星最懂草莓的人。她享受著關於草莓的每個環節，從播種抽芽到開花結果，從田野採摘到送上餐桌，貝瑞都樂在其中。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下草莓腳印。,#cda5b0a僅限築夢禮盒產出#n,,,
183,迦尼薩,迦尼薩集智慧及藝術於一身，破除障礙，帶來成功與幸福。世上不會有完美理想的命運，凡是想要達到成功，獲取知識或是智慧，都要作出努力和犧牲。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著蓮花花瓣！,@Null@,,,
184,電音天后 莎莎,莎莎是特爾星當仁不讓的最紅歌手，但超人氣的名頭，也為她招致了大麻煩，莎莎的音樂生涯一度就此停滯。直到她偶然間認識了暗星，這個極具天賦的DJ激發了她的靈感，開始嘗試電音創作，這讓莎莎再次走向歌手生涯的巔峰……,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著彩色音符！,@Null@,,,
185,仙踪守護者 悠妮,童夢星的魔法森林中，生活著鳳星域最後一群獨角獸。在魔法日益稀缺的時代，獨角獸也面臨生存危機。悠妮作為族群中最年輕的存在，自告奮勇，踏上了用林中特產“魔法珍珠”，換取拯救仙踪魔力的坎坷之旅……,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下蝴蝶結腳印。,@Null@,,,
186,雲裳,"她是動手能力和想像力爆棚的服裝設計師，也是講究創意兼具傳承的星際旅者。
她穿梭在龍星域各個星球間，汲取各種風格服裝的力量。
如果你想嘗試不同的穿衣風格，認准她就對了！",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著粉色花朵！,@Null@,,,
187,元祥兒,元祥兒是食趣星冬日大使，廢寢忘食籌辦冬日盛典的她，總是一副看起來沒睡醒的樣子。從立冬到元旦，她都忙忙碌碌，總是一不留神，才發現新的一年又到了！,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下小羊腳印。,@Null@,,,
188,顏廷懷,大同星最被期待的神童秀才，卻在及第之時開悟，放棄了曾經夢寐以求的舉人資格，走上了赤腳書生的雲遊之路。因偶然幫助了星門門徒，得以進入仙奉星的神仙地界，開啟了奇幻版“桃花源記”之旅……,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著竹葉！,@Null@,,,
189,舞獅遊龍,@Null@,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下繡球腳印。,@Null@,,,
190,蜜多多,“天上可不會下蜂蜜！”這是蜜多多的口頭禪。作為入駐迷萌小鎮的新成員，她的勤奮讓大家都刮目相看，每週一早晨九點，總有一罐新鮮的蜂蜜擺在眾人家門口，大家都說，這是他們吃過最好吃的蜂蜜。,解鎖道具可通過活動獲得,頭像：解鎖頭像。,行走足跡：走過的地方留下蜂蜜腳印。,#cda5b0a僅限築夢禮盒產出#n,,,
191,沈一弦,大同星上的世外高人，長相異常俊美，如同謫仙一般，擅長幻形，經常幻化成仙鶴，飛離塵世。似乎還有一個不為外人所知的神秘身份與柳仙兒的關係非常親近，最怕柳仙兒發火。,在抽獎裡獲取,頭像：解鎖頭像。,身體特效：身上飄散著藍色靈氣！,@Null@,,,
192,雲胭,仙奉星靈狐一族的么女，和大同星的星雲劍仙蒼鴻是忘年交。受蒼鴻影響，她不愛法術愛科技，喜歡用搗鼓各種機械小玩意兒，這使她在族中看起來像個異類。不過，雲胭可不在乎，其他人才不知道科技這東西，有多神奇呢！,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著粉色愛心！,#cda5b0a僅限築夢禮盒產出#n,,,
193,蒼鴻,大同星最神秘的“劍仙”，江湖上除了流傳著蒼鴻這個名字，他的年齡、來處、住所，皆是無人知曉。據說，他的劍是仙劍，揮動時，劍身閃耀仙光，可斬萬物。但鮮為人知的是，這把劍，竟然來自高曼達星……,@Null@,頭像：解鎖頭像。,身體特效：身上閃耀著仙光！,#cda5b0a僅限築夢禮盒產出#n,,,
194,亡靈舞者卡特里娜,"你曾用多長時間，忘記曾經深愛的人？
她，用了500年
化身黑暗使者，在無數個深淵中的日夜等待他的降臨。在每一個寂寞的深夜，她都化身亡靈舞者，只為再見他最後一面。",@Null@,頭像：解鎖頭像。,身體特效：身上飄散著蝴蝶！,@Null@,,,
195,蜘蛛女孩,"我喜歡把自己放在靶心，因為下一秒，自作聰明的獵人就會寸步難行。
逃脫無望，不如放棄抵抗。畢竟世上最甜蜜的夢境，是我織出的網。",@Null@,頭像：解鎖頭像。,行走足跡：走過的路上留下蜘蛛印記。,@Null@,,,
196,米蘭達,金色桂冠，賜我智慧與力量。火紅驕陽，滋養萬物以生長。被眾人稱作太陽女神的我啊，虔誠祈願生命之光芒，永不熄滅。,@Null@,身體特效：遊戲內可實現變形功能，切換形態！,頭像：解鎖頭像。,身體特效：身上飄散著太陽光輝！,#cda5b0a變形：點擊左側變形按鈕，可切換普通/光輝形態！#n,,
197,帝皇俠,無限宇宙最強鎧甲，乃鎧甲中凌駕於王者之上的皇帝，是明界的最高統治者，天道化身，主宰一切。且擁有第一隻鎧獸——光之帝皇戰龍。,@Null@,身體特效：遊戲內可實現變形功能，切換形態！,頭像：解鎖頭像。,行走足跡：走過的地方留下帝皇圖騰腳印。,#cda5b0a變形：點擊左側變形按鈕，可切換普通/終極形態！#n,,
198,虎心玉,"是拳拳到肉的武功高手，也是閃閃發光的寶物收藏家！
大到元寶銅錢，小到貝殼玻璃，都是我的心頭好。
想讓我亮拳頭？那麼……先給我看看你的誠意吧！",@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下錢袋腳印。,@Null@,,,
199,虎嘯豐,拳風劃破空氣，熱血激盪胸懷。我本英雄豪傑，何懼自我挑戰！勾勾手指，萬千招式，都放馬過來！,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下虎紋腳印。,@Null@,,,
200,艾菲莉,淌过小溪，穿过山林， 听鸟儿歌唱，闻野花芬芳。 若有蝴蝶误闯我的兜网， 别怕！我来将你释放。,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著粉紅色蝴蝶！,@Null@,,,
201,泰林,真相隱於叢林，奧秘棲於山崗。都說我的學識依靠聰明大腦， 但有誰知道，智慧只因實踐而閃耀！,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著橙色蝴蝶！,@Null@,,,
202,芙洛絲,雲朵般蓬鬆的頭髮，寶石般閃亮的眼睛，蝶翅般鮮豔的發卡…… 都不及，棉花糖一般甜美的你！來吧！與我在這輕盈柔軟的雲海中，縱情歡樂吧！,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著棉花糖！,#cda5b0a僅限築夢禮盒產出#n,,,
203,霓裳物語,@Null@,@Null@,頭像：解鎖頭像。,身體特效：身上飄散著紫色蝴蝶！,@Null@,,,
204,炎龍俠,"""五行中屬火，五位戰士中能力最平均，亦是最有潛力的一人。
五套光影鎧甲中唯一能讓兩人同時進行召喚的鎧甲，也是能力消耗速度最慢的鎧甲。 """,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下炎龍圖騰腳印。,@Null@,,,
205,狂歡節女王,無數鑽石和亮片鑲成的舞裙，在燦爛的陽光下金光閃爍；狂歡節女王神采飛揚，隨著舞曲，邊歌邊舞。不論是舞者還是觀者，都在狂歡節的歌舞中忘卻了一切煩惱。,@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下彩帶腳印。,@Null@,,,
206,竹墩墩,黑色和白色才是絕配，不過彩色的你和綠色的竹子一樣讓我喜歡！別誤會，我可不會吃掉你喲～,@Null@,頭像：解鎖頭像。,@Null@,@Null@,,,
207,棒球英雄,"棒球場上，’擊球手‘，’投手‘2個位置都出神入化。
人稱”史上最強雙刀流“。",@Null@,頭像：解鎖頭像。,行走足跡：走過的地方留下棒球腳印,@Null@,,,
