ID,名称,描述,说明
300003,Nilai yang diperoleh server,Nilai yang diperoleh server,
300004,String yang diperoleh server,String yang diperoleh server,
300005,Nilai boolean diperoleh oleh server,Nilai boolean diperoleh oleh server,
300006,Pemain diakuisisi oleh server,Pemain diakuisisi oleh server,
300007,Jenis blok yang diambil oleh server,Jenis blok yang diambil oleh server,
300008,Jenis item yang diperoleh oleh server,Jenis item yang diperoleh oleh server,
300009,Makhluk yang diakuisisi oleh server,Makhluk yang diakuisisi oleh server,
30001,Waktu permainan saat ini,Waktu permainan saat ini,
300010,Jenis makhluk yang diperoleh server,Jenis makhluk yang diperoleh server,
300011,Timer diambil oleh server,Timer diambil oleh server,
300012,Jenis efek yang diperoleh server,Jenis efek yang diperoleh server,
300013,Peringkat Dapatkan peringkat,Peringkat Dapatkan peringkat,
300014,Nama (kunci) yang diperoleh server,Dapatkan nama indeks server dan papan peringkat (kunci),
300015,Pemain (kunci) diakuisisi oleh server,Dapatkan pemain yang diindeks server dan papan peringkat (kunci),
30002,Tim dengan peringkat yang ditentukan,Tim peringkat%1,
30003,Game Gravitasi Saat Ini Berlipat ganda,Gravitasi Game Saat Ini,
3010001,Atur mode cuaca global,Atur mode cuaca global ke%1,
3010002,Mengatur waktu,Setel waktu permainan ke%1,
3010003,Atur gravitasi,Atur gravitasi ke%1,
3010004,Atur permainan untuk bergabung di tengah jalan,Atur game bergabung di tengah jalan ke%1,
3010005,Kirim siaran,Kirim siaran%1,
3010006,Kirim siaran dan tunggu,Kirim siaran%1 dan tunggu,
3010007,Atur kecepatan selang waktu,Atur kecepatan elapse waktu permainan ke%1x,
3010008,Atur peta skybox,Setel%1 ke%2,"1. Menyiapkan peta langit akan menyebabkan bintang dan awan gagal
2. Mengatur peta langit akan membatalkan warna kotak langit atas, pinggang dan bawah."
3010009,Set warna skybox,Setel%1%2 ke%3,
3010010,Atur parameter skybox,Setel%1%2 ke%3,
3010011,Kirim siaran server ke semua ruang server cloud,Kirim siaran server%1 ke semua ruang server cloud,"1. Ini juga akan berlaku ketika dieksekusi oleh satu mesin, tetapi hanya akan berlaku secara lokal dan tidak akan di kirim ke ruang layanan cloud.
2. Isolasi: Debug layanan cloud hanya akan di kirim ke diri Anda sendiri. Jika Anda perlu menyiarkan ke layanan cloud publik, Anda harus melakukannya di ruang layanan cloud publik
3. Batas: Hanya satu siaran yang dapat di kirim setiap 15 detik per kamar"
3010012,Atur template skybox,Atur skybox saat ini ke%1,
3010013,Atur Cuaca Grup Medan,Atur cuaca untuk%1 hingga%2,
3010014,Atur sakelar skybox,Setel%1%2 ke%3,
3020001,Jalankan pemicu,"Jalankan%1, periksa apakah kondisinya%2, jalankan tindakan",
3020002,Pemicu loop,"Dari%1 hingga%2, jalankan%3",
3020003,Ubah status pemicu,Ubah status%1 menjadi%2,
3020004,Ubah status grup pemicu,Ubah status%1 menjadi%2,
3040001,Buat blok,"Buat%2 di%1, menghadapi%3",
3040002,Hapus blok,Hapus blok pada%1,
3040003,Ganti blok,"Ganti kuadrat di%1 dengan%2, menghadap%3",
3040004,Atur status sakelar blok,Atur status sakelar blok dari%1 ke%2,
3040005,Atur izin blok,Setel%2 dari%1 ke%3,
3040006,Isi area dengan kotak,"Isi%2 dengan%1, menghadap%3",
3040007,Kosongkan kotak di area tersebut,Hapus%2 di%1,
3040008,Salin blok di area ke titik yang ditentukan,"Salin kotak di dalam%1 dan letakkan di%2, menuju%3",
3040009,Blok penggantian area,"Ganti%2 di%1 dengan%3, menuju%4",
3040010,Kubus Penghancur,Hancurkan kotak di%1,
3040011,Buat kotak warna,"Buat%2 di%1, orientasi%3, warna%4 (hanya kotak warna yang valid)",
3040012,Blokir aksi bermain,"Buat kotak di%1 mainkan%2, mode bermain%3",
3040013,Ganti kotak warna,Ganti%2 pada%1 dengan orientasi%3 dan warna%4 (hanya kotak warna yang valid),
3040014,Hapus semua kotak di area tersebut,Hapus semua kotak di%1,
3040015,Blok dari jenis yang ditentukan di area kerusakan,Hancurkan%2 dalam%1,
3040016,Hancurkan semua kotak di area tersebut,Hancurkan semua kotak dalam%1,
3040017,Ganti semua kotak di area tersebut,"Ganti semua kotak di%1 dengan%2, menuju%3",
3040018,Tempatkan cetak biru,"Tempatkan%2 pada%1, putar%3, cermin%4, area cetak biru tertutup sepenuhnya%5",
3050001,Kalahkan pemainnya,Kekalahan%1,
3050002,Kebangkitan pemain ke poin yang ditentukan,Kebangkitan%1 hingga%2,
3050003,Atur poin kebangkitan pemain,Tetapkan titik kebangkitan untuk%1 hingga%2,
3050004,Atur properti pemain,Setel%2 dari%1 ke%3,
3050005,Memberikan efek status pemain,"Memberikan efek%1%2, berlangsung selamanya selama%3, berlangsung selama%4 detik",
3050006,Hapus efek status pemain,Hapus efek%2 dari%1,
3050007,Setel izin pemain,Setel%2 dari%1 ke%3,
3050008,Hapus pemain,Hapus%1 dari game ini,
3050009,Pemain bergabung dengan mode penonton,Tambahkan%1 ke mode penonton,
3050010,Siapkan tim pemain,Setel tim%1 ke%2,
3050011,Atur posisi pemain,Kirim%1 ke%2,
3050012,Atur orientasi pemain,Atur%1 orientasi ke%2,
3050013,Atur sudut kamera pemain,"Atur sudut kamera dari koordinat%1 ke dunia%2 derajat horizontal,%3 derajat vertikal",
3050014,Tambahkan item ke ransel pemain,Tambahkan%1%2 ke%3 ransel,
3050016,Buang item ransel pemain,Buang%2%3 pada%1,
3050017,Hancurkan item ransel pemain,Hancurkan%2%3 pada%1,
3050018,Kendaraan berkuda pemain,"Naik%1 di%2, nomor posisi%3",
3050019,Pemain meninggalkan kendaraan,Buat%1 meninggalkan kendaraan saat ini,
3050020,Tetapkan perspektif pemain,"Setel sudut pandang%1 ke%2, kunci%3",
3050021,Pemain mengontrol kendaraan ke depan,Buat%1 kendaraan penggerak maju secara otomatis,
3050022,Pathfinding otomatis pemain,"Menyebabkan%1 mencoba auto-pathfinding ke%2, dapat dioperasikan%3","Peristiwa ini memiliki batas jarak, di luar jangkauan tertentu (sekitar 32 kotak) akan menyebabkannya gagal menembak"
3050023,Pemain menang,Buat%1 memenangkan permainan,
3050024,Pemain memainkan emoticon animasi,Buat%2 mainkan%1,Rentang nilai input parameter ekspresi animasi 1-20 Tindakan karakter 1-10 Tindakan umum 11-20
3050025,Tampilkan teks jendela teluk ke pemain,Tampilan teks jendela teluk%2 untuk%1,
3050026,Pemain menggunakan item bilah pintasan,Gunakan bilah pintas%1 untuk memilih item,
3050027,Tampilkan informasi kotak obrolan kepada pemain,Tampilkan pesan kotak obrolan%2 hingga%1,
3050028,Item pemain yang ditunjuk tidak dapat dibuang,Setel%2 dari%1 untuk tidak dibuang sebagai%3,
3050029,Item pemain yang ditunjuk tidak dapat dijatuhkan,Setel%2 dari%1 untuk tidak turun ke%3,
3050030,Buat pemain bergerak,"Pindahkan%1 menuju%2, kecepatan%3",
3050031,Efek status pemain pengganti,Ganti%2 di%1 dengan%3 untuk%4 selamanya selama%5 detik,
3050032,Lengkapi pemain,Masukkan%1 pada%2 ke dalam ransel,
3050033,Buat pemain melepas perlengkapannya,Buat%1 lepaskan gigi%2 ke dalam ransel,
3050034,Buat perlengkapan pemain,Buat bilah gigi%1 hingga%2,
3050035,Hancurkan peralatan pemain,Hancurkan peralatan di%1%2,
3050036,Atur penampilan pemain,Atur tampilan%1 ke%2,
3050037,Kembalikan penampilan pemain,Kembalikan%1 ke penampilan awal,
3050040,Membuat pemain menyebabkan kerusakan pada pemain,Menyebabkan%1 untuk menangani kerusakan%3%4 ke%2,"1. Sumber kerusakan yang dapat diperoleh adalah pemain, dan kata kerusakan akan ditampilkan
2. Kerusakan jarak dekat, kerusakan jarak jauh, kerusakan ledakan akan menambah 5 nilai kerusakan secara default, dan nilai kerusakan akhir akan dihitung sesuai dengan pertahanan
3. Acara yang sesuai akan dipicu (misalnya, pemain memberikan kerusakan, pemain menerima kerusakan), tetapi itu tidak akan memicu serangan pemain, kehidupan serangan, dan peristiwa lainnya"
3050041,Menyebabkan pemain memberikan kerusakan pada makhluk,Menyebabkan%1 untuk menangani kerusakan%3%4 ke%2,"1. Sumber kerusakan yang dapat diperoleh adalah pemain, dan kata kerusakan akan ditampilkan
2. Kerusakan jarak dekat, kerusakan jarak jauh, kerusakan ledakan akan menambah 5 nilai kerusakan secara default, dan nilai kerusakan akhir akan dihitung sesuai dengan pertahanan
3. Acara yang sesuai akan dipicu (misalnya, pemain memberikan kerusakan, pemain menerima kerusakan), tetapi itu tidak akan memicu serangan pemain, kehidupan serangan, dan peristiwa lainnya"
3050042,Menyebabkan pemain merusak target di area tersebut,Menyebabkan%1 memberikan kerusakan%3%4 pada semua target di%2,"1. Berikan kerusakan pada semua orang (termasuk diri Anda sendiri), Anda bisa mendapatkan sumber kerusakan sebagai pemain, dan kata kerusakan akan ditampilkan
2. Kerusakan jarak dekat, kerusakan jarak jauh, kerusakan ledakan akan menambah 5 nilai kerusakan secara default, dan nilai kerusakan akhir akan dihitung sesuai dengan pertahanan
3. Ini akan memicu peristiwa yang sesuai (seperti kerusakan pemain, pemain, kerusakan makhluk, dll.), tetapi tidak akan memicu serangan pemain, acara media serangan kehidupan"
3050043,Setel nama pemain,Setel nama%1 ke%2,
3050044,Atur bagaimana pemain bergerak,Setel%1 untuk bergerak dengan%2,"Setelah karakter mendarat, status penerbangan akan dibatalkan, dan aksi perlu dipicu lagi."
3050045,Pemain keluar dari mode penonton,Ambil%1 dari mode penonton,
3050046,Atur kekebalan pemain terhadap jenis kerusakan,Setel%1 kekebalan%2,
3050047,Hapus jenis kerusakan kekebalan pemain,Hapus%1 Kekebalan%2,
3050048,Goyangkan kamera pemain,Kocok%1 kamera%2 detik dengan intensitas%3,
3050049,Hentikan goyangan kamera pemain,Hentikan%1 goyangan kamera,
3050050,Setel item pemain,"Setel%1%2 item ke%3, kuantitas ke%4",
3050051,Hapus item pemain,Hapus%3 item dari%1%2,
3050052,Kirim aplikasi teman di kamar,Buat%1 kirim permintaan pertemanan ke%2 di kamar,
3050053,Kosongkan perpustakaan item pemain,Hapus semua%2 dari%1,
3050054,Item pemain seluler,Pindahkan%1 pada%2%3 ke%4,
3050055,Tukar item pemain,Tukar%2 ke%3 pada%1,
3050056,Hapus semua efek status pada pemain,Hapus semua efek status pada%1,
3050057,Menghapus semua efek status negatif dari pemain,Hapus semua efek status negatif pada%1,
3050058,Ubah sudut pemain,Ubah orientasi%1 ke%2,
3050059,Buka peti di dunia untuk pemain,Buka kotak%2 untuk%1 (kisaran valid sekitar 60 kotak),
3050060,Buka meja pengrajin untuk pemain,Buka Meja Pengrajin untuk%1,
3050061,Buka papan peringkat untuk pemain,Tampilan%2 untuk%1,
3050062,Sembunyikan papan peringkat dari pemain,Sembunyikan papan peringkat untuk%1,
3050063,Ponsel pemain bergetar,"Setel%1 durasi getaran ponsel%2 milidetik, intensitas%3",
3050064,Atur warna filter pemain,Setel warna filter untuk%1 hingga%2,
3050065,Atur parameter filter pemain,Setel%1 filter%2 ke%3,
3050066,Pindahkan pemain ke peta yang ditentukan,Kirim%1 ke peta dengan peta ID%2,Setiap pemain hanya dapat memicu setiap 30 detik sekali
3050067,Pindahkan pemain ke kamar yang ditentukan,Kirim%1 ke peta dengan ID kamar%2,Setiap pemain hanya dapat memicu setiap 30 detik sekali
3050068,Teleportasi grup pemain ke ruangan lain,Transfer%1 ke ruangan lain di peta saat ini,
3050069,Pindahkan kamera,"Buat%1%2%3, animasikan%4, durasi%5 detik",
3050070,Putar kameranya,"Buat%1%2%3, animasikan%4, durasi%5 detik",
3050071,Setel izin kamera,Setel kamera%1%2 ke%3,
3050072,Atur mode rotasi kamera,Atur mode rotasi kamera untuk%1 hingga%2,
3050073,Pasang kamera ke objek,Kamera Mount%1 di%2,
3050074,Pasang kamera ke lokasi,Kamera Mount%1 di%2,
3050075,Kembalikan properti kamera,Kembalikan properti kamera untuk%1,
3050076,Set color style for player filter,Set the color style of %1’s filter to %2,
3050077,Atur template filter pemain,Setel template filter%1 ke%2,
3050078,Pindahkan pemain ke jenis kamar yang ditentukan,Transfer%1 ke kamar tipe%2,"1. Setiap pemain hanya dapat memicu setiap 30 detik sekali
2. Jika saat ini tidak ada ruangan yang bisa diakses, ruangan baru akan dibuat"
3050080,Mengangkut pemain ke peta yang ditentukan dan jenis kamar yang ditentukan,Kirim%1 ke kamar dengan ID peta%2 dan tipe%3,"1. Setiap pemain hanya dapat memicu setiap 30 detik sekali
2. Jika saat ini tidak ada kamar yang dapat diakses, kamar baru akan dibuat"
3050081,Tunjukkan jendela pop-up undangan teman kepada pemain,Tampilkan pop-up undangan teman untuk%1,
3060001,Tambahkan pemain ke grup pemain,Tambahkan%1 ke%2,
3060002,Hapus pemain dari grup pemain,Hapus%1 dari%2,
3060003,Grup pemain yang jelas,Hapus%1,
3060004,Jalankan pemicu pada grup pemain,Jalankan%2 pada setiap pemain di%1 dan periksa kondisi pemicu untuk%3,
3060005,Tampilkan informasi kotak obrolan untuk grup pemain,Tampilkan pesan kotak obrolan%2 ke setiap pemain di%1,
3060006,Tampilkan teks jendela teluk ke grup pemain,Tampilkan teks jendela teluk%2 untuk setiap pemain di%1,
3070001,Buat makhluk,"Buat%2%3 di%1, kamp milik%4",
3070003,Kalahkan makhluk,Kekalahan%1,
3070004,Hapus makhluk,Hapus%1,
3070005,Kalahkan tipe makhluk,Kekalahan%1,
3070006,Hapus tipe biologis,Hapus%1,
3070007,Atur sifat biologis,Setel%2 properti dari%1 hingga%3,
3070008,Set Jenis Kerusakan Biologis,Setel tipe kerusakan%1 ke%2,
3070009,Set Jenis Kerusakan Kekebalan Biologis,Setel%1 kekebalan%2,
3070010,Tetapkan izin biologis,Setel%2 dari%1 ke%3,
3070011,Buat makhluk memainkan ekspresi animasi,Buat%1 mainkan%2,Rentang nilai input parameter ekspresi animasi 1-20 Tindakan karakter 1-10 Tindakan umum 11-20
3070012,Memberikan efek keadaan biologis,Memberikan efek%1%2,
3070013,Efek keadaan penghapusan biologis,Hapus efek%2 dari%1,
3070014,Atur sudut bio-oriented,Atur orientasi%1 ke%2 derajat,
3070015,Atur lokasi biologis,Kirim%1 ke%2,
3070016,Pathfinding otomatis biologis,Buat%1 mencoba untuk menemukan jalan otomatis ke%2,"Peristiwa ini memiliki batas jarak, di luar jangkauan tertentu (sekitar 32 kotak) akan menyebabkannya gagal menembak"
3070017,Buat makhluk bergerak,Pindahkan%1 menuju%2 dengan kecepatan%3,
3070018,Atur penampilan biologis,Atur tampilan%1 ke%2,
3070019,Kembalikan penampilan biologis,Kembalikan%1 ke penampilan aslinya,
3070022,Menyebabkan makhluk menyebabkan kerusakan pada pemain,Menyebabkan%1 untuk menangani kerusakan%3%4 ke%2,"1. Sumber kerusakan dapat diperoleh sebagai makhluk, dan kata kerusakan akan ditampilkan
2. Nilai kerusakan akhir akan dihitung berdasarkan pertahanan
3. Ini akan memicu peristiwa yang sesuai (seperti kerusakan makhluk, kerusakan makhluk, dll.), tetapi tidak akan memicu serangan makhluk, kehidupan serangan dan peristiwa lainnya"
3070023,Menyebabkan kerusakan pada makhluk,Menyebabkan%1 untuk menangani kerusakan%3%4 ke%2,"1. Sumber kerusakan dapat diperoleh sebagai makhluk, dan kata kerusakan akan ditampilkan
2. Nilai kerusakan akhir akan dihitung berdasarkan pertahanan
3. Ini akan memicu peristiwa yang sesuai (seperti kerusakan makhluk, kerusakan makhluk, dll.), tetapi tidak akan memicu serangan makhluk, kehidupan serangan dan peristiwa lainnya"
3070024,Buat makhluk membahayakan target di area tersebut,Menyebabkan%1 memberikan kerusakan%3%4 pada target dalam%2,"1. Jika Anda menyebabkan kerusakan pada semua orang (termasuk diri Anda sendiri), Anda bisa mendapatkan sumber kerusakan sebagai makhluk, dan kata kerusakan akan ditampilkan
2. Nilai kerusakan akhir akan dihitung berdasarkan pertahanan
3. Ini akan memicu peristiwa yang sesuai (seperti kerusakan makhluk, kerusakan makhluk, dll.), tetapi tidak akan memicu serangan makhluk, kehidupan serangan dan peristiwa lainnya"
3070025,Makhluk pengganti,"Ganti%1 dengan%2, pertahankan poin kesehatan berdasarkan persentase sebagai%3","1. Simpan informasi grafis makhluk setelah penggantian
2. Tim makhluk tetap tidak berubah setelah penggantian
3. Variabel biologis juga akan berubah, misalnya: Suatu organisme disimpan dalam variabel sebelum penggantian, dan setelah menggantinya dengan organisme B, nilai yang disimpan dalam variabel berubah dari organisme A menjadi organisme B (hanya variabel biologis yang terpengaruh, bukan variabel tipe biologis)"
3070026,Siapkan tim biologis,Setel tim%1 ke%2,
3070027,Hapus Jenis Kerusakan Kekebalan Biologis,Hapus%1 Kekebalan%2,
3070028,Menghilangkan semua efek negara dari makhluk itu,Hapus semua efek status pada%1,
3070029,Menghilangkan semua efek keadaan negatif dari makhluk itu,Hapus semua efek status negatif pada%1,
3080001,Tambahkan makhluk ke grup bio,Tambahkan%1 untuk menentukan%2,
3080002,Keluarkan organisme dari bioma,Hapus%1 dari%2,
3080003,Kosongkan bioma,Hapus%1,
3080004,Jalankan pemicu pada bioma,"Eksekusi%2 pada setiap makhluk di%1, memeriksa kondisi pemicu%3",
3100001,Buat item ke kotak penyimpanan,Buat%1%2 untuk menentukan%3 kotak penyimpanan,
3100002,Hapus alat peraga di kotak penyimpanan,Hapus%2%3 dari kotak penyimpanan%1 yang ditentukan,
3100003,Alat peraga untuk mengosongkan kotak penyimpanan,Kosongkan semua item dalam kotak penyimpanan%1 yang ditentukan,
3100004,Buat lemparan,"Buat%2 pada%1 yang ditentukan, luncurkan ke%3",
3100005,Buat lemparan pemain,"Buat%3 milik%2 pada%1 tertentu, luncurkan ke%4",
3100006,Hapus lemparan,Hapus%1,
3100007,Buat jatuh,Buat%2%3 tetes pada%1 tertentu,
3100008,Hapus objek yang jatuh,Hapus%1,
3100009,Ubah item menjadi dingin,Ubah%2 dari%1 untuk mendinginkan hingga%3 detik,
310001,Grafik gerak komponen,"%1 Durasi tunggal%2 detik, waktu bermain%3",
3100010,Alat peraga dingin,Keren%2 dari%1,
3100011,Buat lemparan makhluk,"Buat%3 milik%2 pada%1 tertentu, luncurkan ke%4",
3100012,Buat proyektil api pemain,Buat%1 api%3 di%2,
3100013,Buat makhluk menembakkan proyektil,Buat%1 api%3 di%2,
3100014,Ubah tampilan item,Ubah penampilan%1 menjadi%2,
3100015,Ubah tampilan proyektil,Ubah penampilan%1 menjadi%2,
3100016,Aksi bermain prop,"Buat%1 permainan item genggam%2, mode bermain%3",
3100017,Melempar objek bermain aksi,"Buat%1 mainkan%2, mode putar%3",
3100018,Jatuhkan aksi pemutaran objek,"Buat%1 mainkan%2, mode putar%3",
310002,Grafik gerak teks,%1 durasi%2 detik,
310003,Perpindahan yang mulus,Pindah ke X%2 Y%3 dalam%1 detik,
310004,Peningkatan koordinat yang mulus,"Dalam%1 detik, pindahkan koordinat%2%3%4",
310005,Penskalaan halus,Zoom ke lebar%2 tinggi%3 dalam%1 detik,
310006,Peningkatan lebar dan tinggi yang halus,%2 ukuran%3%4 dalam%1 detik,
310007,Rotasi halus,Putar ke%2 derajat dalam%1 detik,
310008,Sudut peningkatan halus,"Dalam%1 detik, ubah sudut%2%3 derajat",
3110001,Jalankan penghitung waktu mundur,"Mulai%1, hitung mundur%2 detik, ulangi%3",
3110002,Jalankan pengatur waktu ke depan,Mulai%1,
3110003,Pengatur waktu jeda,Jeda%1,
3110004,Pengatur waktu pemulihan,Kembalikan%1,
3110005,Hentikan pengatur waktu,Hentikan%1,
3110006,waktu menunggu,"Setelah menunggu%1 detik, lanjutkan ke tindakan selanjutnya",
3110007,Setel waktu pengatur waktu,Setel%1 ke%2 detik,
3110009,Tampilkan jendela pengatur waktu,"Tampilkan%2 jendela ke%1, judul%3",
3110010,Sembunyikan jendela pengatur waktu,Sembunyikan%2 jendela dari%1,
3120001,Mengatur lokasi,Setel%1 ke%2,
3120002,Set area,Setel%1 ke%2,
3120003,Tetapkan nilai,Setel%1 ke%2,
3120004,Setel nilai boolean,Setel%1 ke%2,
3120005,Mengatur pemain,Setel%1 ke%2,
3120006,Atur jenis blok,Setel%1 ke%2,
3120007,Set tipe item,Setel%1 ke%2,
3120008,Set makhluk,Setel%1 ke%2,
3120009,Atur tipe makhluk,Setel%1 ke%2,
3120010,Setel senar,Setel%1 ke%2,
3120011,Atur jenis efek,Setel%1 ke%2,
3130001,Mainkan efek di lokasi,"Mainkan%2 di%1, ukuran%3",
3130002,Mainkan efek khusus pada pemain,"Mainkan%2 di%1, ukuran%3",
3130003,Mainkan efek khusus pada makhluk,"Mainkan%2 di%1, ukuran%3",
3130004,Mainkan efek khusus pada proyektil,"Mainkan%2 di%1, ukuran%3",
3130005,Hapus efek di lokasi,Hapus%2 pada%1,
3130006,Hapus efek khusus pada pemain,Hapus%2 pada%1,
3130007,Hapus efek khusus pada makhluk,Hapus%2 pada%1,
3130008,Hapus efek khusus pada lemparan,Hapus%2 pada%1,
3130009,Atur ukuran efek posisi,Atur ukuran%2 pada%1 hingga%3,
3130010,Atur ukuran efek pemain,Atur ukuran%2 pada%1 hingga%3,
3130011,Atur ukuran bio-efek,Atur ukuran%2 pada%1 hingga%3,
3130012,Set Ukuran Efek Thrower,Atur ukuran%2 pada%1 hingga%3,
3130013,Mainkan efek khusus pada objek yang dijatuhkan,"Mainkan%2 di%1, ukuran%3",
3130014,Hapus efek khusus pada objek yang dijatuhkan,Hapus%2 pada%1,
3130015,Mainkan efek khusus pada pemain yang memegang item,"Mainkan%2 pada%1 item genggam, ukuran%3",
3130016,Hapus efek khusus pada item yang dipegang pemain,Hapus%2 dari%1 item genggam,
3130017,Mainkan efek khusus pada jenis item pemain,"Mainkan%3 pada semua%2 s yang dipegang oleh%1, ukuran%4",
3130018,Hapus efek khusus pada item pintasan pemain,Hapus%3 dari%2 dari%1 bar pintasan,
3140012,Buat pemain memainkan efek suara,"Buat%1 adegan putar%2, volume%3, nada%4, loop%5",
3140013,Buat makhluk itu memainkan efek suara,"Buat%1 adegan putar%2, volume%3, nada%4, loop%5",
3140014,Putar efek suara di lokasi,"Putar adegan%2, volume%3, nada%4, loop%5 pada%1",
3140015,Matikan suara pemain,Tutup%2 bermain di%1,
3140016,Matikan suara bio,Tutup%2 bermain di%1,
3140017,Matikan suara posisi,Tutup%2 bermain di%1,
3140018,Mainkan efek suara antarmuka ke grup pemain,"Putar antarmuka%2 untuk%1, volume%3, nada%4, loop%5",
3140019,Mainkan efek suara antarmuka ke pemain,"Putar antarmuka%2 untuk%1, volume%3, nada%4, loop%5",
3140020,Matikan efek suara antarmuka grup pemain,Tutup%1 Antarmuka bermain%2,
3140021,Matikan efek suara antarmuka pemain,Tutup%1 Antarmuka bermain%2,
3140022,Putar musik antarmuka ke pemain,"Putar antarmuka%2 hingga%1, volume%3, loop%4","Suara yang dimainkan oleh acara ini dikendalikan oleh sakelar ""Efek Suara"" yang disetel oleh pemain, dan suara tidak dapat terdengar setelah ""Efek Suara"" dimatikan"
3140023,Jeda / Lanjutkan Antarmuka Pemain Musik,%1%2 Memutar musik antarmuka,
3150001,Jalankan skrip,Jalankan skrip%1,
3160001,Putar iklan (lama),"Putar iklan di%1, nama slot%2, dan jalankan%3 (lama)",
3160002,Buka toko pengembang (lama),Buat%1 membuka toko pengembang (hanya menekan tombol dan melepaskan yang dapat memicu),
3160003,Tampilkan jendela pembelian produk,"Tampilkan jendela pembelian%2 untuk%1, rujukan%3",
3160004,Putar video,Buka%2 di%1 dan putar video secara otomatis,
3160005,Putar iklan,"Putar iklan di%1, nama slot%2, dan jalankan%3 (hanya tombol tekan dan lepaskan tombol untuk memicu)",
3160006,Buka toko pengembang,Buka toko pengembang untuk%1,
3160007,Buka halaman penunjukan toko pengembang,"Buka toko pengembang%2 untuk%1, nama toko%3",
3160008,Buka halaman detail produk,Buka halaman detail%2 di%1 (hanya tombol tekan dan lepaskan pemicu),
3160009,Buka detail produk kulit,Buka halaman detail%2 di%1 (hanya tombol tekan dan lepaskan pemicu),
3160010,Tampilkan jendela pembelian kulit,"Tampilkan jendela pembelian%2 untuk%1, rujukan%3",
3160011,Buka halaman kulit toko pengembang,Buka halaman skin toko pengembang untuk%1 (hanya menekan tombol dan melepaskan tombol yang dapat memicu),
3161001,Tetapkan status tujuan kursus,Atur status penyelesaian nomor urutan tugas%1 hingga%2,
3161002,Tampilkan area target kursus,Atur area target tugas ke%1,
3170001,Buat informasi grafis di lokasi,Buat%2 di%1,
3170002,Buat informasi grafis pada pemain,"Buat%2 pada%1, jarak offset%4 hingga%3",
3170003,Buat informasi grafis tentang organisme,"Buat%2 pada%1, jarak offset%4 hingga%3",
3170004,Buat informasi grafis tentang proyektil,"Buat%2 pada%1, offset%4 hingga%3",
3170005,Hapus jenis informasi grafis di lokasi,Hapus%3 bernomor%2 di%1,
3170006,Hapus jenis pesan grafis pada pemutar,Hapus%3 bernomor%2 di%1,
3170007,Hapus jenis informasi grafis pada makhluk itu,Hapus%3 bernomor%2 di%1,
3170008,Hapus jenis pesan grafis pada proyektil,Hapus%3 bernomor%2 di%1,
3170009,Buat informasi teks datar di lokasi,"Buat%2 di%1, offset%3 ke X,%4 ke Y",
3170010,Buat informasi grafis datar pada pemain,"Buat%2 di%1, offset%3 ke X,%4 ke Y",
3170011,Buat informasi grafis datar tentang organisme,"Buat%2 di%1, offset%3 ke X,%4 ke Y",
3170012,Buat informasi grafis datar pada proyektil,"Buat%2 di%1, offset%3 ke X,%4 ke Y",
3180001,Tambahkan nilai apa pun ke grup mana pun,Tambahkan%2 ke%1,"1. Tambahkan posisi: masukkan nilai di akhir
2. Saat menggunakan tindakan ini untuk menambahkan nilai ke tipe variabel seperti grup lokasi, grup area, grup makhluk, grup pemain, grup timer, dll., nilai yang sama tidak dapat ditambahkan berulang kali
3. Grup nilai, grup string, grup nilai boolean, grup tipe blok, grup tipe item, grup tipe biologis, grup tipe efek khusus dan jenis variabel lainnya dapat menambahkan nilai yang sama berulang kali"
3180002,Atur nilai nomor yang ditentukan menjadi batal dalam grup apa pun,Tetapkan nilai bernomor%2 sampai nol dalam%1,"Setelah mengaturnya ke nol, ia juga akan menempati posisi, misalnya a = {1,2,3}, jika 1 batal, maka a = {nil, 2,3}"
3180003,Tetapkan nilai apa pun ke nol di grup apa pun,Setel%2 ke nol di%1,"Konten cocok kliring, akan mengatur semua nilai yang sama menjadi nol, misalnya a = {1, 1, 2, 3} Set 1 ke nol, lalu a = {nil, nihil, 2, 3}"
3180004,Kosongkan grup apa pun,Hapus%1,Hapus semua nilai grup
3180005,Masukkan nilai apa pun ke grup apa pun,Masukkan%3 di%2 dari%1,"Memasukkan ke depan akan mempengaruhi pemesanan. Misalnya, jika a = {1, 2, 3, 4} memasukkan 5 ke posisi kedua, maka a = {1, 5, 2, 3, 4}"
3180006,Menghapus nilai nomor yang ditentukan di grup mana pun,Hapus nilai angka%2 di%1,"Menghapus nilai akan mempengaruhi pemilahan, nilai-nilai berikut dibawa ke depan, misalnya a = {1, 2, 3, 4}, setelah menghapus 2, a = {1, 3, 4}"
3180007,Hapus nilai apa pun di grup mana pun,Hapus%2 di%1,"Konten cocok jelas, mis. a = {1,1,2,3} hapus 1 hapus semua 1, lalu a = {2,3}"
3180008,Nilai nol kosong untuk grup mana pun,Nilai nol kosong dari%1,"Otomatis dibawa setelah kliring nilai nol, misalnya a = {1, nihil, 2, nihil, nihil, 3}, setelah dibersihkan menjadi a = {1,2,3}"
3180009,Tambahkan satu set nilai ke grup mana pun,Tambahkan semua nilai%2 hingga%1,"Tambahkan semua nilai grup b, termasuk nilai nol, pada akhir grup a dalam urutan asli grup b. Misalnya a = {1,2,3}, b = {4,5,6} Tambahkan b ke a, lalu a = {1,2,3,4,5,6}"
