ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
103,Moyan,Aku adalah Dewa Api. Membakar semua yang menghalangi aku adalah kesukaanku.,@Null@,Efek Spesial: Mengeluarkan aura Raja Demon,Avatar: Unlock foto profil Moyan,@Null@,#cd65b0Berubah: Klik tombol di sebelah kanan untuk berubah menjadi banteng atau manusia#n,#cd65b00Skill Eksklusif Moyan: Kekuatan Banteng!#n,
104,Lingyao,"Legenda mengatakan bahwa di dalam istana Dewa Angin, hiduplah seorang wanita cantik dan anggun. Yes, wanita itu aku!",@Null@,Efek Spesial: Dikelilingi oleh bunga emas,Avatar: Unlock foto profil Lingyao,@Null@,,,
105,Ash,"Ash selalu memastikan penampilannya dalam kondisi prima setiap pagi. Banyak yang menginginkan Unicorn, tapi dia tidak akan pernah menyerahkan hadiah ulang tahun ini ke siapa pun!",@Null@,Jejak Kaki: Meninggalkan jejak kaki Kerudung Merah,Avatar: Unlock foto profil Ash,@Null@,,,
106,Cool Mini,"Seorang instruktur dari Mini Coding, yang sangat pintar di bidang pemrograman.",Dapat didapatkan dari Gashapon,Efek Spesial: Dikelilingi oleh partikel sci-fi,Avatar: Unlock foto profil Cool Mini,Jejak Kaki: Meninggalkan cipratan jejak kaki,,,
107,Serigala,"Ada rahasia bahwa Serigala yang menyamar sebagai Nenek itu asli! Dongeng kesukaan Serigala dan Ash. Hari ini, berpenampilan menggunakkan skin serigala dan apron nenek, menyamar sebagai Big Bad Wolf untuk menjahili Ash. Semenjak semua terkena kutuk, kenapa tidak buat dongeng kita sendiri?",@Null@,Jejak Kaki: Meninggalkan jejak kaki Serigala,Avatar: Unlock foto profil Serigala,@Null@,,,
108,Peri Langit - Ya,Kemakmuran dunia Langit telah menarik perhatian Ya. Dia mengelilingi dunia dan membawakan lagu yang tak terhitung jumlahnya.,@Null@,Efek Spesial: Dikelilingi oleh partikel emas,Avatar: Unlock foto profil Peri Langi - Ya,@Null@,,,
109,Pangeran Naga - Song,"Setelah rasa sakit yang tak terhitung jumlahnya di dunia, dia memutuskan untuk mengikuti kata hatinya dan tinggal di dunia Langit dengan seekor naga.",Unlock dari event,Avatar: Unlock foto profil Pangeran Naga - Song,Jejak Kaki: Meninggalkan jejak kaki naga,@Null@,,,
110,Roselle.,"Pada malam musim panas, taman ajaib mengadakan pesta besar. Roselle terkejut menemukan bahwa biru yang muncul dalam mimpinya sedang berjalan menuju tengah panggung. Apa yang datang bersamanya sama dengan kelopak yang jatuh yang dia temukan - hydrangea biru.",@Null@,Avatar: Unlock foto profil Roselle,Jejak Kaki: Meninggalkan jejak kaki berbentuk bunga mawar pink,@Null@,,,
111,Tangerine Tabby,"""Seorang ahli makanan, aku hanya ingin makan makanan di mana-mana! Taiyaki buatan orangtua aku adalah makanan favoritku."" tanggapan Tangerine Tabby setelah wawancara dengan Mini Daily.",Dapat didapatkan dari event atatu gift pack,Avatar: Unlock foto profil Tangerine Tabby,Jejak Kaki: Meninggalkan jejak kaki berbentuk bunga mawar pink,@Null@,,,
112,Hydrangea Charles,"Bola di luar istana berwarna-warni seperti bintang dan kembang api. Ketika Pangeran Charles melihat Roselle, dia tidak bisa menyembunyikan kegembiraan batinnya, dan dengan hati-hati mengambil mawar halus yang dia ambil.",Dapat didapatkan dari Kartu Pass,Avatar: Unlock foto profil Hydrangea Charles,Efek Spesial: Dikelilingi oleh partikel berwarna biru,@Null@,,,
113,Bubbles,"""Pernahkah kamu mendengar tentang legenda laut biru?"" Bubbles adalah seorang penjelajah yang suka  mengamati dunia melalui gelembung. Dia dapat menemukan banyak hal yang orang lain tidak dapat lihat.",Dapat didapatkan dari event atatu gift pack,Avatar: Unlock foto profil Bubbles,Jejak Kaki: Meninggalkan jejak kaki lumba-lumba,@Null@,,,
114,Flower Dewie,Skin Swap Pertama Xiaolou,@Null@,Avatar: Unlock foto profil,Efek Spesial: Dikelilingi oleh partikel bunga,@Null@,,,
115,Princess Frost,"Seorang putri yang sudah ada sejak kelahiran Yeloli Wonderland, tinggal di istana kristal es, dewi es. Karena kepribadiannya yang dingin, dia tidak pernah punya teman tetapi hatinya murni dan baik hati, tidak tahan untuk menyakiti siapa pun.",@Null@,Avatar: Unlock foto profil Princess Frost,Efek Special : Kristal es mengambang di sekitar tubuh,@Null@,,,
116,Rory,"Seorang putri Yeloli Wonderland, memiliki kekuatan magis penyembuhan dan cinta. Setelah diubah menjadi boneka oleh ratu, dia bertemu dengan seorang pangeran bahwa mereka membuat perjanjian bersama dan mendapatkan kembali bentuk dan kekuatan magisnya. Sebuah jenis happy-go-lucky yang mencintai stroberi.",@Null@,Avatar: Unlock foto profil Rory,Efek Special: Partikel berbentuk love melayang di sekitar tubuh,@Null@,,,
117,Light Shimmer,"Sama seperti cahaya, bentuknya ditentukan oleh orang yang memanggilnya, mirip dengan keberadaan bayangan, jati dirinya belum diketahui yang mengarah pada keinginannya yang mendalam untuk kebebasan.",@Null@,Avatar: Unlock foto profil Light Shimering,Efek Special : Partikel emas mengambang di sekitar tubuh,@Null@,,,
118,Cinderella,"""Dengan kekuatan imajinasi, keajaiban bukanlah hal yang mustahil"" adalah motto Christine yang optimis. Bahkan saat melakukan tugas, dia membayangkan dirinya menjadi putri dongeng yang cantik, dan teman perinya mengubah imajinasinya menjadi kenyataan selama Royal Ball.",@Null@,Avatar: Unlock foto profil Cinderella,Jejak kaki: Meninggalkan jejak mawar merah muda kemanapun dia pergi,@Null@,,,
119,Putri Soul,"Seorang anggota Paviliun Lingxi, Peri tingkat Kudus, lembut dan ramah, dia tinggal di Kuil Bunga saat dia memuja mereka dan menjiwai semua kehidupan dan jiwa, menjaga dunia dengan sepenuh hati dan cintanya.",@Null@,Avatar: Unlock foto profil,Jejak kaki: Meninggalkan jejak kristal,@Null@,,,
120,Dragonian-Scaly,"Scaly tidak pernah meninggalkan lautan: karena kisah Nazha, ia mengembangkan fobia tanah. Dalam petualangan ini, ia menjadi jauh lebih berani dan menemukan bahwa tanahnya tidak seseram yang dia kira. Semua ini hanyalah ujian oleh ayahnya untuk membiarkannya menjadi penerus perairan selancar.",@Null@,Avatar: Unlock foto profil,Efek tubuh: kristal es ajaib mengambang di tubuh.,@Null@,,,
121,Meow Meow,"Apa maksudmu dengan aku kecil! Coba tebak kapan tulang ikan ini akan muncul di sofamu? Hidup dan bebas, Meow Meow suka memamerkan keterampilannya yang berani dengan tulang ikan. Jangan tertipu oleh penampilannya yang lucu, karena dia adalah si Raja Jahil.",@Null@,Avatar: Unlock foto profil Meow Meow,Jejak kaki: Meninggalkan jejak kepala kucing,@Null@,,,
122,White Swan - Odette,"Saat siang bertemu malam, mimpi dan kenyataan bertemu di persimpangan. Tapi siapa aku di antara semua ini?",@Null@,Avatar: Unlock foto profil White Swan - Odette,Efek Special:  Bulu angsa putih mengambang di sekitar Anda!,@Null@,,,
123,Cecil,"Salah satu dari delapan anggota Paviliun Lingxi, tinggal di tanah suci Yeloli Wonderland -- Four Clocks, dengan kekuatan untuk mengontrol waktu dan identitas yang tak terhitung jumlahnya. Dengan rambut panjang perak dan mata seperti galaksi, mulia dan elegan, tetap tenang dan lanjutkan.",@Null@,Avatar: Unlock foto profil Cecil,Jejak kaki: Meninggalkan jejak jam,@Null@,,,
124,Jessie,"Jessie dan Jerry adalah sahabat yang tumbuh bersama. Jessie dulu pemalu tetapi dipengaruhi oleh keberanian Jerry, dia belajar menggunakan loncengnya untuk memanggil ubur-ubur kecil untuk meminta bantuan dan dia tidak pernah takut lagi. Karena senjata rahasia yang paling kuat adalah kekuatan keberanian dan persahabatan!",@Null@,Avatar: Unlock foto profil Jessie,Jejak kaki: Meninggalkan jejak ubur-ubur,@Null@,,,
125,Speedy Swirly,"Speedy Swirly dia tidak punya rasa lelah maka dari itu dia tidak dapat diam nahkan untuk sejenak. Dia suka mengumpulkan hal-hal kecil, jadi jika kamu membutuhkan sesuatu, tanyakan saja speedy Swirly! Dia mungkin hanya memiliki apa yang kamu butuhkan.",@Null@,Avatar: Unlock foto profil Speedy Swirly,Jejak kaki: Meninggalkan jejak bekicot,@Null@,,,
126,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
127,Black Swan - Odette,"Kenyataan dan mimpi dipisahkan, siang dan malam memiliki keberadaan unik mereka sendiri, dan aku, hanya diriku sendiri.",@Null@,Avatar: Membuka Gambar Profile Black Swan - Odette,Efek Tubuh: Bulu ungu mengambang di sekitar Anda,@Null@,,,
128,Frog Prince - Croak,"Bertahanlah sedikit lagi, dan kau mungkin akan memenuhi janjimu dengannya. #r Seorang peneliti habitat rawa, selalu melihat bola kecil emas di dalam telapak tangannya untuk menyemangati dirinya sendiri. Di rawa basah ini, terletak harapannya yang mendidih.",@Null@,Avatar: Membuka Gambar Profile Frog Prince - Croak,Jejak kaki: Meninggalkan jejak daun teratai,@Null@,,,
129,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
130,Snow White - Sophia,"Ini adalah teman terbaik saya, total 7 dari mereka. #r toko mainan Sophia memiliki banyak boneka yang indah. Dia sering berbisik pada boneka seolah-olah mereka masih hidup. Untuk mendapatkan bonekanya, kamu tidak dapat menggunakan uang tetapi sebaliknya kamu harus menukarnya dengan sesuatu yang sangat penting bagimu. Apakah itu?",@Null@,Avatar: Membuka Gambar Profile Snow White - Sophia,Jejak kaki: Meninggalkan jejak apel,@Null@,,,
131,Hansel,"Anak laki-laki yang bijaksana dan merawat saudara perempuannya dengan baik. Dia dan saudara perempuannya hilang di hutan lebat selama lebih dari sebulan, tetapi secara ajaib kembali bersama. Dia jarang menyebutkan pengalamannya di hutan lebat, tetapi dia telah membawa baguette sejak itu. Burung di bahu itu dikatakan telah diangkat saat itu.",@Null@,Avatar: Membuka Gambar Profile Hansel,Jejak kaki: Meninggalkan jejak roti,@Null@,,,
132,Gretel,"Gretel sangat mempercayai kakaknya, suka mengoleksi dan memasak, terutama pandai membuat kue dan membuat makanan penutup. Dia mengklaim bahwa keterampilan ini dipelajari ketika dia tersesat. Bagaimana dia mempelajari keterampilan ini di hutan lebat yang sepi?",@Null@,Avatar: Membuka Gambar Profile Gretel,Jejak kaki: Meninggalkan jejak bunga persik,@Null@,,,
133,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
134,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
135,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
136,Howl,"Siapa yang bisa saya pelajari lebih banyak tentang kekuatan emosi daripada saya? #r sebagai bos perusahaan Happy Movers, Friendly Hurle dapat memindahkan segalanya dan suasana hatinya langsung tercermin pada ekspresinya. Jika Anda melihat pola pada perubahan korsetnya, jangan khawatir, itu hanya howl untuk bersiap-siap untuk melepaskan kekuatan emosinya!",@Null@,Avatar: Unlock foto profil Howl,Jejak Kaki: Meninggalkan jejak kaki berbentuk paw,@Null@,,,
137,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
138,Spring,"Apakah kamu menikmati mendengarkan suara hujan? #r Sebagai salah satu pembawa musim, Spring adalah ekologis Alpha Star, mewakili kekuatan kelahiran kembali. Dia suka mengendarai daun raksasanya, memanipulasi awan dan hujan. Meskipun nyaman menghabiskan waktu bersamanya, emosinya bisa mudah menguap,mirip dengan cuaca selama musim semi, jangan kasar kepadanya.",@Null@,Avatar: Unlock foto profil Spring,Efek Spesial: Kupu-kupu beterbangan di sekitarmu,@Null@,,,
139,Summer,"Bagaimana performa ku bisa dihentikan oleh cuaca ini? #r Setelah menjadi Para Bringers musim, Summer menjadi lebih terpesona oleh dunia di luar, tidak terpengaruh oleh gelombang panas yang kuat meledak. Sama seperti angin musim panas, Anda tidak bisa memprediksi apakah itu akan menjadi angin sejuk atau badai hujan es di saat berikutnya.",@Null@,Avatar: Unlock foto profil Summer,Jejak Kaki: Meninggalkan jejak riak air,@Null@,,,
140,Autumn,"Minum jus! Bukan aku yang mengendalikan musim, kekuatan alam memilihku. #rMusim Panas dan Musim Dingin ,Musim Gugur lebih menyukai ketenangan dan kesunyian dibumi,akan kugunakan kekuatan secukupnya. Perjalanan ini bukan hanya untuk menyelamatkan rumah, tetapi ini adalah tanggung jawabku.",@Null@,Avatar: Unlock foto profil Buah Musim Gugur,Efek tubuh: Daun maple mengambang di sekitar tubuh!,@Null@,,,
141,Little Blue,"Little Blue adalah Peri Sihir Penjaga dari Benteng Peri Ajaib, di bawah perintah Ratu Peri Sihir, dia telah menyusup ke dunia manusia sebagai pengasuh dalam keluarga Ling, juga sahabat dan mentor sihir og Maggi dan Snowy.",@Null@,Avatar: Unlock foto profil Little Blue,Jejak: tinggalkan jejak bunga kuning kecil.,@Null@,,,
142,Fables,Swap Skin untuk Sakura,@Null@,Avatar: Unlock foto profil Fables,Efek tubuh: Kelinci mengambang di sekitar tubuh!,@Null@,,,
143,Maggi,"Maggi adalah kakak perempuan dari saudara perempuan Ling, peri ajaib kecil dari dunia manusia. Benar, optimis, aktif dan baik hati dengan sentuhan kecerdasan. Terkadang sombong, terkadang nakal dan memiliki bakat melukis, tetapi sangat tidak sabar dan tidak ingin belajar.",@Null@,Avatar: Unlock foto profil Maggi,Jejak: tinggalkan jejak bunga biru kecil.,@Null@,,,
144,Snowy,"Snowy adalah adik perempuan Ling, peri ajaib kecil dari dunia manusia. Murah hati dan dewasa, pintar dan tenang, melakukan sesuatu dengan cara yang metodologis. Nikmati belajar dan membaca dengan hasil yang bagus dan sangat analitis. Meskipun dia lebih muda, dia akhirnya menjadi orang yang merawat kakak perempuan Maggi.",@Null@,Avatar: Unlock foto profil Snowy,Jejak: Meninggalkan jejak gelembung,@Null@,,,
145,Pangeran Hiburan,"Amusement adalah pangeran dari Magic Fairy Fortress, dengan rambut biru, dia meninggalkan benteng karena kesalahpahaman dengan Magic Fairy Queen. Meskipun dia mungkin terlihat keren di luar, dia sebenarnya adalah kakak laki-laki yang baik hati yang penuh dengan kebenaran dan sedikit kebanggaan.",@Null@,Avatar: Unlock foto profil Pangeran Hiburan,Efek tubuh: Bintang bersinar di sekitar tubuh!,@Null@,,,
146,Blossoms,"Sakura mekar di jalan setapak, saat pohon willow hijau tumbuh di samping kolam, saat burung layang-layang berkicau, satu tahun lagi cinta yang hilang telah berlalu. #r Sebagai pewaris kerajaan berkebun, Blossoms dengan hati-hati menjaga hamparan bunga megah Nioh Star. Saat musim bunga berakhir, dia dengan lembut menyentuh tanaman pot dengan kilat dan berbisik: Andai saja kamu masih ada... semuanya akan lebih baik.",@Null@,Avatar: Unlock foto profil Blossom,Efek tubuh: Mengambang dengan kelopak di sekitar tubuh!,@Null@,,,
147,Lighting,"Apa yang ada dibalik awan? Hanya Hujan, Guntur, Angin dan Kilat dan pikiran tentang salju.  #r Lighting sangat senang berjalan di antara awan, Dia sering terbang di atas langit. melihat seluruh kota menerobos hujan dan salju. dia teringat pertemuan di Nioh Star: Wanita menawan dan hamparan bunga yang indah di kota kelahirannya",@Null@,Avatar: Unlock foto profil Lightning,Jejak: meninggalkan jejak tetesan air.,@Null@,,,
148,Winter,"Tidak ada yang mengalahkan keindahan cahaya utara di sini, selain Anda. #r Pelancong bintang kesepian, dikutuk oleh binatang Void untuk melindungi tanah air mereka. Sebagai salah satu Penjaga Musim, ia mengajukan diri untuk menjadi senjata bagi planet bintang, membawa kemarahan pada musuh-musuhnya, melawan sifatnya yang lembut. Badai badai salju paling menakutkan yang pernah Anda bayangkan.",@Null@,Avatar: Unlock foto profil Winter,Jejak: Meninggalkan jejak kecil alam semesta.,@Null@,,,
149,Rarity,"Dia adalah diva di Ponyville, cantik dan anggun, percaya diri dan penuh pesona, adalah perancang busana jenius dengan toko busananya sendiri. Dia suka melihat kuda poni mengenakan kostum yang dia rancang dan buat.",@Null@,Avatar: Unlock foto profil Rarity,Efek fisik: berlian kecil!,@Null@,,,
150,Applejack,"Applejack memiliki kualitas yang baik untuk jujur ​​dan membantu, sering mendukung dan melindungi teman-temannya. Dia terutama bertanggung jawab untuk memanen apel di Sweet Apple Garden, dan anjing peliharaan Knire adalah mitra baiknya. Applejack mewakili ""jujur"".",@Null@,Avatar: Unlock foto profil Applejack,Efek tubuh: Apel kecil mengambang di sekitar tubuh!,@Null@,,,
151,Aladdin,"""Kejar jejak Kushia, pergi ke harta Lunar Sand, Aladdin...""
Digunakan oleh penyihir misterius, saya mendapatkan buku ajaib tanpa kata "" Seribu Satu Malam "" di Reruntuhan Pasir Bulan yang penuh dengan jebakan. Dia bertekad untuk melawan, jadi dia memulai perjalanan mencari harta Lunar Sand.",@Null@,Avatar: Unlock foto profil Aladdin,Avatar: membuka gambar profil,@Null@,,,
152,Pinokio,"Meski terbuat dari kayu, agar terasa hangat, ia rela merangkul kobaran api yang membara.",@Null@,Avatar: Unlock foto profil Pinokio,Jejak: Meninggalkan jejak dasi kupu-kupu.,@Null@,,,
153,Tasha.,"Hidup adalah jam yang ketat, orang-orang lelah dengan rotasinya, tetapi takut akan berhenti pada saat terbaik.",@Null@,Avatar: Unlock foto profil Tasha,Efek tubuh: Bulu berkilau melayang di sekitar tubuh!,@Null@,,,
154,Amy.,"Amy, Jessi, dan Alyssa adalah sahabat dan bersama-sama bertarung melawan Black Demon Lord. Indera penciuman Amy sangat sensitif. Setelah menjadi peri ajaib, musuh sering terdeteksi dengan indra penciumannya, yang sangat membantu. Meskipun dia lembut, mudah menangis, tetapi dia lebih tegar dari yang terlihat dan sangat tenang ketika masalah menemukannya.",@Null@,Avatar: Unlock foto profil Amy,Jejak: Meninggalkan jejak jejak bintang.,@Null@,,,
155,Jessi.,"Amy, Jessi, dan Alyssa adalah sahabat dan bersama-sama bertarung melawan Black Demon Lord. Jessi peka terhadap warna, dan imajinasinya melampaui orang biasa. Dia adalah seorang jenius lukisan yang langka. Meskipun dia jarang berbicara banyak tetapi dia sangat baik, meskipun kepribadiannya agak gigih dan keras kepala.",@Null@,Avatar: Unlock foto profil Jessi,Efek tubuh: Glamour merah muda mengambang di sekitar tubuh!,@Null@,,,
156,Alyssa.,"Alyssa adalah Putri Kerajaan Sihir Benteng Coior. Dia memiliki rambut pirang yang indah, dengan kuncir kuda ganda, mengenakan mahkota. Karakternya hidup dan ceria, suka berbicara dan suka bertualang, tak kenal takut, tetapi juga impulsif. Melukis dengan warna ajaib saat dia tidak senang.",@Null@,Avatar: Unlock foto profil Alyssa,Efek tubuh: Energi magis melayang di sekitar tubuh!,@Null@,,,
157,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
158,Vampiric Magician Lotte,"Sebuah peluit, burung hantu bulu salju terbang, berhenti di pundak remaja itu.
Remaja berkulit putih pucat mengambil surat dari burung hantu, mengedipkan mata hijaunya, dia memiringkan kepalanya untuk bertanya,
""Apakah kamu pernah melihatnya vampir yang tahu sihir?""",@Null@,Avatar: Unlock foto profil Vampiric Magician Lotte,Efek tubuh: Bintang ajaib melayang di sekitar Anda!,@Null@,,,
159,Lunar Fairy,@Null@,@Null@,Avatar: Unlock foto profil Lunar Fairy,Efek tubuh: Bunga dan cetakan kelinci putih mengambang di sekitar Anda!,@Null@,,,
160,Jade,"Pasta teratai atau pasta jujube? Custard atau matcha? Kami punya segalanya!
Kue bulan kecil, di kulit luarnya yang bundar, terletak keajaiban di dalamnya, penuh kejutan.
Koki wanita ini akan memancarkan kreativitas tanpa batas, membawa makanan penutup gaya Cina ke tingkat yang sama sekali baru yang pasti akan menjadi tren di seluruh alam semesta! Dan Anda, siap menerima rasa surgawi yang manis ini?",@Null@,Avatar: Unlock foto profil Jade,Efek tubuh: Kupu-kupu kecil mengambang di sekitar Anda!,@Null@,,,
161,Trumpeter Nita,"Nita awalnya adalah boneka kelinci porselen di taman rumah Roselle. Dia menyaksikan situasi di mana Roselle mencoba berlatih sihir di taman setiap malam karena dia merindukan ibunya, dan dia diberi kehidupan oleh sihir. Melewati hutan dan mendorong duri, dia hanya ingin membiarkan taman ajaib mekar lagi.",@Null@,Avatar: Unlock foto profil Trumpeter Nita,Efek tubuh: Catatan musik mengambang di sekitar Anda!,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
162,Drummer Nick,"Nick dan adiknya Nita adalah sepasang ornamen keramik kelinci yang diberikan kondektur ke taman rumah Roselle. Tidak seperti Nita yang ingin tinggal di taman, Nick diam-diam merasa dirinya lebih penting bagi dirigen dan ingin kembali ke orkestra.",@Null@,Avatar: Unlock foto profil Drummer Nick,Efek tubuh: Catatan musik mengambang di sekitar Anda!,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
163,Dragonbell,@Null@,@Null@,Avatar: Unlock foto profil Dragonbell,Jejak : Meninggalkan jejak kaki Uap,@Null@,,,
164,Nineteen,"Hei, dia terlihat seperti anak kecil, tapi dia adalah master yang sebenarnya. Dengan hadirnya Master Wanli dan saudara-saudaranya, jurus pembunuh ""Flying Dragon"" tidak akan terungkap dengan mudah. Benar saja, saya masih paling suka bermain game dengan saudara-saudara saya! Jika kamu kalah... Aku akan menangis untukmu!",@Null@,Avatar: Unlock foto profil Nineteen,Efek tubuh: partikel energi mengambang di kepala!,@Null@,,,
165,Sweetheart Teddy,"Kelembutan permen lunak dan kekakuan permen keras semuanya dalam hal warisan. Hanya dengan kelembutan di tengah, lembut dan keras di dalam kemasan, dari segi inovasi, candy bear adalah yang terbaik. Seribu kata, hati beruang kecil adalah yang paling manis.",@Null@,Avatar: Unlock foto profil Sweetheart Teddy,Jejak : meninggalkan jejak kaki beruang saat berjalan dan efek permen akan berjatuhan.,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
166,Dreamy,"Menguap adalah tindakan khas saya. Semua orang menyebut saya pemimpi hari. Matahari, bintang, dan bulan semuanya ada di bantal lembutku. Pasang penutup mata dan segera tertidur. Siang dan malam, datang dan bermimpilah bersamaku!",@Null@,Avatar: Unlock foto profil Dreamy,Efek tubuh: Gelembung mengambang disekitar tubuh!,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
167,Polly,"Ketika kabut kehidupan terungkap, apakah Anda berani mendekati, pintu tersembunyi yang menyembunyikan kebenaran?
Dia adalah ratu"" dari kastil yang memimpin tim, dan seorang gadis teknologi yang dipenjara di rumah. Apakah Anda mendengar itu? Saat dia berteriak keras: ""Orang yang membelenggu saya pasti akan menjadi pecundang di bawah rok saya!""",@Null@,Avatar: Unlock foto profil Polly,Jejak : meninggalkan jejak gelembung bercahaya saat berjalan.,@Null@,,,
168,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
169,Siren,"Bagaikan burung yang bernyanyi dan menari, seperti yang berhubungan dengan sesuatu tentang hati orang. Seiring berjalannya waktu, dan angin sepoi-sepoi, penguasa dunia akan muncul. dia memahami takdir dan keyakinannya. Karena hal yang perlu dijaga lebih berharga daripada emas dan perhiasan.",@Null@,Avatar: Unlock foto profil Siren,Efek tubuh: daun ginkgo emas mengambang disekitar tubuh!,#cda5b0a Interaksi: Anda dapat memicu tindakan interaktif dengan Sky Marquis! #n,,,
170,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
171,Sky Marquis,"ketika kaisar yang terperangkap dalam mimpi buruk sedang berjuang untuk menemukan kemuliaan yang tersisa. Sampai, dia mendengar tangisan Roh.... 
Apakah kamu mendengar nyanyian itu ...?Ikuti dan tetap hidup!",@Null@,Avatar: Unlock foto profil Sky Marquis,Efek khusus tubuh: Partikel energi cyan mengambang disekitar tubuh!,#cda5b0a Interaksi: Anda dapat memicu tindakan interaktif dengan Siren! #n,,,
172,Yuer,"Dancing skirts, singing fans, neon clothes feathers,
Like my fan and clothes?
Just find this girl!",@Null@,Avatar: Unlock foto profil Yuer,Efek tubuh: bunga hijau mengambang disekitar tubuh!,,,,
173,Zhili,"All humans are born with a good nature. And as we grow up, we start to differ.
To me, it's not cool at all to fight and kill.",@Null@,Avatar: Unlock foto profil Zhili,Efek tubuh: karakter Cina mengambang disekitar tubuh!,,,,
174,Casper,"Lentera genggam, dengan gagak di pundakmu, siapa penjaga malam?
Tubuh diberkahi dengan kemampuan untuk  menyebarkan kegelapan, tetapi hanya mendambakan tidur yang damai dan nyenyak.
Jika seseorang tidak baik, biarkan dia mencoba salib saya!",@Null@,Avatar: Unlock foto profil Casper,Jejak : meninggalkan jejak kaki api hitam saat berjalan.,@Null@,,,
175,Olivia,"Malam dihiasi dengan benang rok, tidak ada yang berlomba-lomba untuk karangan bunga. Bunga abadi yang tidak hidup atau mati, tidak layu atau layu, dapatkah Anda memberi tahu saya, apakah orang yang menyelamatkan saya memelihara burung gagak?",@Null@,Avatar: Unlock foto profil Olivia,Jejak : meningglakan jejak kaki mawar saat berjalan.,@Null@,,,
176,Yuna,Berubah menjadi kucing hitam lucu malam ini dan pergi ke manusia untuk menggunakan hak penyihir ini!,@Null@,Avatar: Unlock foto profil Yuna,Efek tubuh: Kelelawar misterius mengelilingi disekitar tubuh!,@Null@,,,
177,Andrew,"Saat malam tiba, kegelapan terus menerus menyelimuti dunia. Laba-laba membentuk jaring, kelelawar bepergian, saya adalah Roh Halloween yang misterius dan tampan.",@Null@,Avatar: Unlock foto profil Andrew,Efek tubuh: Kelelawar misterius mengelilingi disekitar tubuh!,@Null@,,,
178,Extreme Beast Agent Wolf Silver,"Serigala Perak lahir di klan Serigala Putih, terlahir lincah, tenang, dan tegas. Dia adalah anggota Organisasi Agen Khusus Bintang Manda Tinggi-""Serangan Binatang"". Senjata yang digunakan oleh tabrakan adalah bilah senjata yang dibuat ulang dengan bantuan Mecha Meow. Di dalam tim, ia berperan sebagai penyerang dalam pertarungan jarak dekat. Rotor drone yang biasanya disembunyikan di dalam sarung tangan dapat digunakan untuk membantu penyerangan.",@Null@,Avatar: Unlock foto profil Extreme Beast Agent Wolf Silver,Jejak kaki: Ikon agen ditinggalkan di mana pun Anda berjalan.,@Null@,,,
179,Princess Soul,"Nama aslinya adalah Hua Ling, dan kebanyakan orang disebut Jiwa Putri. Dia adalah dewi yang menjaga kehidupan. Dia tinggal di kuil bunga yang indah dan indah, menghormati kehidupan dan jiwa. Menjaga makhluk dunia dengan cinta tidak hanya memberi orang rasa keintiman di luar, tetapi juga sangat lembut di dalam.",@Null@,Avatar: Unlock foto profil Princess Soul,Efek tubuh: Ada bunga dan kupu-kupu mengambang di tubuh!,@Null@,,,
180,Dragonsky,"Gadis naga penyendiri di Fairyland, tetapi memiliki hati yang penuh imajinasi dan mendambakan kebebasan. Secara kebetulan, bertemu Scaly, naga kecil, dan menjalin persahabatan untuk bertukar makanan ringan. Saya memperoleh banyak pengetahuan tentang dunia luar dari Scaly, berharap suatu hari nanti bisa berguna.",@Null@,Avatar: Unlock foto profil Dragonsky,Jejak kaki berjalan: meninggalkan jejak tulang di mana pun Anda berjalan.,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
181,Turkey Expert Torque,"Torque adalah koki misterius Cooking Star. Memiliki toko kalkun yang buka hanya saat Thanksgiving mendekat sepanjang tahun. Dan setiap kali dia muncul, dia pasti akan membawa kalkun panggang hidangan khasnya.",@Null@,Avatar: Unlock foto profil Turkey Expert Torque,Jejak kaki: Jejak kaki Turki tertinggal di mana pun Anda berjalan.,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
182,Strawberry Jam Berry,"Berry adalah orang yang paling tahu stroberi. Dia menikmati setiap aspek stroberi, mulai dari menanam dan bertunas hingga berbunga dan berbuah, dari memetik di ladang hingga menyajikannya di meja, Berry menikmatinya.",@Null@,Avatar: Unlock foto profil Turkey Strawberry Jam Berry,Jejak kaki: Jejak stroberi tertinggal di mana pun Anda berjalan.,#cda5b0aDiperoleh hanya dari Kotak Impian#n,,,
