ID,名字,描述,追踪
1226,Mulai Kehidupan Bahagia,Menggunakan batu dan ranting untuk membuat #L#cfa7a0fKapak Batu#n@1#r (Bisakah digunakan untuk membangun rumah terlebih dahulu?),Membuka ransel dan membuat #cfa7a0fKapak Batu
1227,Penebang,Gunakan kapak batu dan hancurkan pohon! Kumpulkan #L#cfa7a0fKayu#n@1#r (Sumber Kekayaan),Kumpulkan #cfa7a0fKayu
1228,Pesta Api Unggun,"Gunakan blok batuan dan kayu untuk membuat #L#cfa7a0fApi Unggun#n@1#r (Di malam hari, keterangan dan kehangatan akan membawa rasa aman)",Membuat #cfa7a0fApi Unggun
1229,"Barbekyu, Enak!",Tempatkan daging alpaka mentah di atas api unggun untuk masak #L#cfa7a0fDaging Alpaka Matang#n@1#r (merasa berdaya setelah makan!),#cfa7a0fBarbekyu
1230,Memotong Rumput,Kumpulkan rumput liar untuk mendapatkan #L#cfa7a0fSegenggam Rumput#n@1#r (sesuai digunakan untuk mengikat barang),Kumpulkan #cfa7a0fSegenggam Rumput
1231,Cahaya di Malam,Menggunakan ranting dan segenggam rumput untuk membuat #cfa7a0fObor Menyala#n@1#r (Obor biasa hanya dapat menyala selama waktu yang pendek!),Membuat #cfa7a0fObor Menyala
1232,Penambang,"Sebagian besar batu tersembunyi di bawah permukaan tanah, menggali ke bawah dengan beliung batu untuk mendapatkan #L#cfa7a0fBlok Batuan#n@1#r (tampaknya sebagian besar barang perlu menggunakan batu)",Kumpulkan #cfa7a0fBatu#n di bawah tanah
1233,Tukang,Menggunakan kayu dan batu untuk membuat #L#cfa7a0fMeja Tukang Tidak Lengkap#n@1#r (Peralatan penting untuk perjalanan; dapat buat lebih banyak alat.),Membuat #cfa7a0fMeja Tukang Tidak Lengkap
1234,Tukang Tungku Batu,Menggunakan gulma dan blok tanah untuk membuat #L#cfa7a0fTungku Batu#n@1#r (ayo melebur logam dan membuat alat logam),Membuat #cfa7a0fTungku Batu #ndi Meja Tukang
1235,Langkah Pertama Menjadi Koki,Menggunakan blok batuan untuk membuat #L#cfa7a0fPot Batu#n@1#r (dapat masak makanan sedap),Membuat #cfa7a0fPot Batu #ndi meja tukang.
1236,Makanan untuk Perjalanan,Menggunakan tepung jagung untuk membuat #L#cfa7a0fMie#n@1#r (jangan lupa letakkan pot batu di atas api unggun. Hanya ketika kenyang baru ada kekuatan untuk bekerja!),Membuat #cfa7a0fMie #ndi pot batu.
1237,Awal Zaman Tembaga,Menggunakan beliung batu untuk kumpulkan #L#cfa7a0fBijih Tembaga #ndi bawah tanah #n@1#r (Lihat apa yang aku gali di bawah tanah!),Menambang #cfa7a0fBijih Tembaga
1238,Energi Baru?,Menggunakan beliung batu untuk kumpulkan #L#cfa7a0fEs Metana #ndi bawah tanah #n@1#r (kadang-kadang muncul di permukaan tanah dan tebing),Kumpulkan #cfa7a0fEs Metana
1239,Peleburan Logam: Tembaga,Melebur Bijih Tembaga dalam tungku untuk dapat #L#cfa7a0fIngot Tembaga #n@1#r (dapat membuat alat yang lebih baik),Melebur bijih untuk mendapatkan #cfa7a0fIngot Tembaga
1240,Tukang Tungku Tembaga,Menggunakan ingot tembaga untuk membuat #L#cfa7a0fTungku Tembaga #n@1,Membuat #cfa7a0fTungku Tembaga
1241,Cangkul Batu,Gunakan batu dan ranting untuk membuat #L#cfa7a0fCangkul Batu #n@1#r (kamu dapat membajak dengannya),Membuat #cfa7a0fCangkul Batu
1242,Raja Makanan,Memegang #L#cfa7a0fBiji Jagung#n dan menanamnya di lahan budidaya@1#r (hanya dapat ditanam di lahan budidaya),Menanam #cfa7a0fJagung
1243,,,
1244,,,
1245,,,
1246,,,
1247,Peleburan Logam: Perak,Melebur bijih perak di tungku untuk mendapatkan #L#cfa7a0fIngot Perak#n@1,Melebur untuk mendapatkan #cfa7a0fIngot Perak
1248,Tukang Tungku Perak,Menggunakan ingot perak di meja tukang untuk membuat #L#cfa7a0fTungku Perak#n@1,Menggunakan meja tukang untuk membuat #cfa7a0fTungku Perak
1249,Alat Rune!,"Menggunakan meja rune untuk tanamkan batu rune@1#r (Batu Rune Efisiensi dapat ditanamkan ke alat, Batu Rune Serangan dapat ditanamkan ke senjata, dan Batu Rune Pertahanan dapat ditanamkan ke armor)",Menanamkan #cfa7a0fBatu Rune
1250,Peleburan Logam: Titanium,Melebur bijih titanium di tungku untuk mendapat #L#cfa7a0fIngot Titanium#n@1,Melebur untuk mendapatkan #cfa7a0fIngot Titanium
1251,Awal Zaman Teknologi!,"Menggunakan ingot titanium dan ranting untuk membuat #L#cfa7a0fBeliung Titanium #n@1#r (waktu penambangan, mulai!)",Membuat #cfa7a0fBeliung Titanium
1252,Materi yang Berbeda,Temukan #L#cfa7a0fChip Pintar #ndi pulau terapung #n@1#r (Ayo pergi dan menjelajah jauh!),Dapatkan #cfa7a0fChip Pintar
1253,Upgrade Stasiun Bintang,Gunakan #L#cfa7a0fBagian Upgrade Stasiun Bintang #nuntuk upgrade teleporter @1#r (upgrade untuk pergi ke bintang yang lebih jauh),Upgrade #cfa7a0fTeleporter Stasiun Bintang
1254,Bintang Baru - Flamas,Kunjungi bintang Flamas #r (bawa pakaian tahan api untuk hindari luka bakar),Pergi ke #cfa7a0fFlamas
1255,,,
1256,(Ditinggalkan) Pembunuh Naga,Kalahkan naga hitam kuno #r (tidak begitu mudah),Mengalahkan naga hitam kuno #cfa7a0f
1257,Kunci Flamas,Dapatkan #L#cfa7a0fPetang Patah Api #n@1#r(satu dari tiga kunci untuk aktifkan Altar Gunung Berapi),Dapatkan #cfa7a0fPedang Patah Api
1258,Dunia Baru - Bintang Mata Lucu,"Kunjungi bintang bermata imut #r (udara tipis di sini, kenakan masker oksigen!)",Pergi ke #cfa7a0f Bintang Mata Lucu
1259,Chief Horas,Gunakan #L#cfa7a0fRegen Rune#n untuk aktifkan Totem @1#r (ada kejutan di ruang rahasia terdekat!),Aktifkan #Totem
1260,Bor Tembaga Horas,"Kumpulkan tembaga horas, bijih energi bintang, kayu dan batu Horas untuk membuat #L#cfa7a0fBor Tembaga Horas #n@1#r (Dikatkan bahwa dataran tinggi dan pulau langit ada cahaya Tembaga Horas )",Membuat #cfa7a0fBor Tembaga Horas
1261,Alat Pengait,"Kumpulkan tembaga Horas, batu fluorescent ungu, kristal graviti dan bijih energi bintang untuk membuat #L#cfa7a0fAlat Pengait #n@1#r (biarkan kamu berlari di atap dan dinding)",Buat #cfa7a0fAlat Pengait
1262,Pemanggil Raksasa Kuno,"Summon dan kalahkan raksasa kuno di bintang Horas@1#r (perlukan blok wolfram, blok malachite, blok tembaga Horas, blok fluorescence Ungu. Tempatkan 4 blok ini di tepi inti totem untuk summonnya)",Kalahkan #cfa7a0fRaksasa Kuno
1263,Kunci Horas,Kalahkan Raksasa Kuno dan dapatkan #L#cfa7a0fMata Raksasa #n@1#r (satu dari tiga kunci untuk aktifkan Altar Gunung Berapi),Dapat #cfa7a0fMata Raksasa
1264,Pencipta Pohon Suci,"Mencari tempat yang luas, menggali lubang dan tanam biji suci@1#r (satu dari tiga kunci dapat diperoleh di puncak pohon suci)",Tanam #cfa7a0fPohon Suci
1265,Buah Suci,Kumpulkan inti di puncak pohon suci untuk dapatkan #L#cfa7a0fBuah Suci #n@1#r (satu dari tiga kunci untuk aktifkan Altar Gunung Berapi),Kumpulkan #cfa7a0fBuah Suci
1266,Tidak Ada Usaha Tidak Ada Hasil,"Kumpulkan tiga kunci dari bintang Miras, Horas, dan Flamas untuk aktifkan Altar Gunung Berapa @1#r (memasuki pintu masuk habitat Void Phantom)",Aktifkan #cfa7a0fAltar Gunung Berapi
1267,Penyelamat!,Kalahkan Void Phantom @1,Kalahkan #cfa7a0fVoid Phantom
1268,Ubi,Menanam biji ubi di lahan budidaya untuk bertumbuh menjadi #L#cfa7a0fUbi#n@1,Menanam #cfa7a0fUbi
1269,Membuat Ubi Tumbuk,Memasak ubi di pot batu untuk membuat #L#cfa7a0fUbi Tumbuk#n@1,Membuat #cfa7a0fUbi Tumbuk
1270,Ubi Goreng!,"Memasak ubi tumbuk, bunga Dracaena dan kulit di pot batu untuk membuat #L#cfa7a0fUbi Goreng#n@1",Membuat #cfa7a0fUbi Goreng
1271,Dapatkan Daging Badak,Mengalahkan badak untuk mendapatkan #L#cfa7a0fDaging Badak#n@1,Mendapatkan #cfa7a0fDaging Badak
1272,Daging Badak Panggang,Meletakkan daging badak di atas api unggun untuk memanggang dan mendapatkan #L#cfa7a0fDaging Badak Panggang#n@1,Mendapatkan #cfa7a0fDaging Badak Panggang
1273,Mie Barbekyu,"Menggunakan mie, bunga statice dan daging badak panggang untuk membuat #L#cfa7a0fMie Barbekyu#n@1",Membuat #cfa7a0fMie Barbekyu
1274,Protein,Memberi makan burung dodo dan mendapatkan #L#cfa7a0fTelur Burung Dodo#n@1,Ambil #cfa7a0fTelur Burung Dodo
1275,Pai Melon,Menggunakan sirup botol dan melon untuk membuat #L#cfa7a0fPai Melon#n@1,Membuat #cfa7a0fPai Melon
1276,Selamat Merayakan Festival~,"Menggunakan susu botol, ubi, daging burung dodo dan tepung jagung untuk membuat #L#cfa7a0fPizza Barbekyu#n@1",Membuat #cfa7a0fPizza Barbekyu
1277,Buah Ceri,Mengumpulkan #L#cfa7a0fBuah Ceri#n@1 di atas pohon,Mendapatkan #cfa7a0fBuah Ceri
1278,Hidangan Buah-buahan,"Menggunakan potongan melon berduri, mangkuk kayu dan buah ceri untuk membuat #L#cfa7a0fHidangan Buah-buahan#n@1",Membuat #cfa7a0fHidangan Buah-buahan
1279,koki kekaisaran,Selesaikan tugas secara otomatis setelah menyelesaikan pra-tugas,Selesai #cfa7a0f Membuat Prestasi Seri Makanan
1280,Melawan Musuh Kuat,Menggunakan kayu dan ranting untuk membuat #L#cfa7a0fPintu Kayu Ringan#n@1,Membuat #cfa7a0fPintu Kayu Ringan
1281,Hitung Bintang Melalui Jendela,Menggunakan kayu dan ranting untuk membuat #L#cfa7a0fJendela Kayu#n@1,Membuat #cfa7a0fJendela Kayu
1282,Pigmen Merah,Menggunakan buah ceri untuk membuat #L#cfa7a0fPigmen Merah#n@1,Membuat #cfa7a0fPigmen Merah
1284,Pekerja Rel,Menggunakan ingot perak dan blok batuan untuk membuat#L#cfa7a0fNode Rel#n@1,Membuat #cfa7a0fNode Rel
1285,Roller Coaster! Bertolak!,"Menggunakan ingot perak, kayu dan blok fluorescence untuk membuat #L#cfa7a0fRoller Coaster#n@1",Membuat #cfa7a0fRoller Coaster
1286,Berjemur,Mengumpulkan #L#cfa7a0fBunga Campanula#n@1 di dataran.,Ambil #cfa7a0fBunga Campanula
1287,putri mahkota,Gunakan tiga bunga berbeda untuk membuat #L #cfa7a0f # n@1,Membuat #cfa7a0f corolla
1288,Hari yang Indah,Selesaikan tugas secara otomatis setelah menyelesaikan tugas-tugas sebelumnya.,Selesaikan #cfa7a0fpencapaian seri pembuatan asas
1289,Rune Master Menengah,Inlay dengan rune perantara @ 1,Bertatahkan #cfa7a0f Batu Rune Menengah
1290,Master Rune Senior,Set dengan Rune Stone Premium @ 1,#cfa7a0f Rune Stone Premium
1291,Kolektor Batu Rune,Selesaikan tugas secara otomatis setelah menyelesaikan pra-tugas,Prestasi #cfa7a0f Rune Stone Series
1292,Petualang,Menggunakan ingot perak dan ranting untuk membuat #L#cfa7a0fPedang#n@1,Selesaikan #cfa7a0fpencapaian seri penanaman
1293,Tentera Tombak Berani,Menggunakan ingot tembaga dan ranting untuk membuat #L#cfa7a0fTombak Menusuk#n@1,Membuat #cfa7a0fTombak Menusuk
1294,Pencabut Nyawa,"Menggunakan ingot titanium, batu akik sutra dan ranting untuk membuat #L#cfa7a0fSabit Pencabut#n@1",Membuat #cfa7a0fSabit Pencabut
1295,Pendekar Pedang,"Menggunakan ingot wolfram, batu fluorescense ungu dan tongkat tembaga untuk membuat #L#cfa7a0fPedang Energi#n@1",Membuat #cfa7a0fPedang Energi
1296,Ranger,"Menggunakan ingot perak, kulit lembut dan benang sutra untuk membuat #L#cfa7a0fBusur Perak#n@1",Membuat #cfa7a0fBusur Perak
1297,Penyihir Agung,Menggunakan tongkat sihir dan kristal biasa untuk membuat #L#cfa7a0fTongkat Sihir Biasa#n@1,Membuat #cfa7a0fTongkat Sihir Biasa
1298,Master senjata,Selesaikan tugas secara otomatis setelah menyelesaikan pra-tugas,Prestasi Seri Senjata Kerajinan #cfa7a0f Lengkap
1299,Helm Tembaga,Menggunakan ingot tembaga dan kulit lembut untuk membuat #L#cfa7a0fHelm Tembaga#n@1,Membuat #cfa7a0fHelm Tembaga
1300,Helm Perak,"Menggunakan ingot perak, ingot tembaga dan kulit lembut untuk membuat #L#cfa7a0fHelm Perak#n@1",Membuat #cfa7a0fHelm Perak
1301,Helm Titanium,"Menggunakan ingot perak, ingot titanium dan kulit lembut untuk membuat #L#cfa7a0fHelm Titanium#n@1",Membuat #cfa7a0fHelm Titanium
1302,Helm Wolfram,"Menggunakan ingot wolfram, batu fluorescence ungu dan kulit lembut untuk membuat #L#cfa7a0fHelm Wolfram#n@1",Membuat #cfa7a0fHelm Wolfram
1303,Pelindung Dada Tembaga,Menggunakan ingot tembaga dan kulit lembut untuk membuat #L#cfa7a0fPelindung Dada Tembaga#n@1,Membuat #cfa7a0fPelindung Dada Tembaga
1304,Pelindung Dada Perak,"Menggunakan ingot perak, ingot tembaga dan kulit lembut untuk membuat #L#cfa7a0fPelindung Dada Perak#n@1",Membuat #cfa7a0fPelindung Dada Perak
1305,Pelindung Dada Titanium,"Menggunakan ingot perak, ingot titanium dan kulit lembut untuk membuat #L#cfa7a0fPelindung Dada Titanium#n@1",Membuat #cfa7a0fPelindung Dada Titanium
1306,Pelindung Dada Wolfram,"Menggunakan ingot wolfram, batu fluorescence ungu dan kulit lembut untuk membuat #L#cfa7a0fPelindung Dada Wolfram#n@1",Membuat #cfa7a0fPelindung Dada Wolfram
1307,Pelindung Paha Tembaga,Menggunakan ingot tembaga dan kulit lembut untuk membuat #L#cfa7a0fPelindung Paha Tembaga#n@1,Membuat #cfa7a0fPelindung Paha Tembaga
1308,Pelindung Paha Perak,"Menggunakan ingot perak, ingot tembaga dan kulit lembut untuk membuat #L#cfa7a0fPelindung Paha Perak#n@1",Membuat #cfa7a0fPelindung Paha Perak
1309,Pelindung Paha Titanium,"Menggunakan ingot perak, ingot titanium dan kulit lembut untuk membuat #L#cfa7a0fPelindung Paha Titanium#n@1",Membuat #cfa7a0fPelindung Paha Titanium
1310,Pelindung Paha Wolfram,"Menggunakan ingot wolfram, batu fluorescence ungu dan kulit lembut untuk membuat #L#cfa7a0fPelindung Paha Wolfram#n@1",Membuat #cfa7a0fPelindung Paha Wolfram
1311,Sepatu Tembaga,Menggunakan ingot tembaga dan kulit lembut untuk membuat #L#cfa7a0fSepatu Tembaga#n@1,Membuat #cfa7a0fSepatu Tembaga
1312,Sepatu Perak,"Menggunakan ingot perak, ingot tembaga dan kulit lembut untuk membuat #L#cfa7a0fSepatu Perak#n@1",Membuat #cfa7a0fSepatu Perak
1313,Sepatu Titanium,"Menggunakan ingot perak, ingot titanium dan kulit lembut untuk membuat #L#cfa7a0fSepatu Titanium#n@1",Membuat #cfa7a0fSepatu Titanium
1314,Sepatu Wolfram,"Menggunakan ingot wolfram, batu fluorescence ungu dan kulit lembut untuk membuat #L#cfa7a0fSepatu Wolfram#n@1",Membuat #cfa7a0fSepatu Wolfram
1315,Master Pertahanan,Selesaikan tugas secara otomatis setelah menyelesaikan pra-tugas,#cfa7a0f Membuat Prestasi Seri Pertahanan
1316,Kolektor Perang,Selesaikan tugas secara otomatis setelah menyelesaikan pra-tugas,#cfa7a0f menyelesaikan pencapaian seri Senjata dan Armor
1317,Pemburu raksasa lava,Kalahkan Lava Giant di Flaming Star @ 1,Kalahkan #cfa7a0f Lava Giant
1318,pemburu pemanah belerang,Kalahkan Brimstone Archer di Flaming Star @ 1,Kalahkan #cfa7a0f Brimstone Archer
1319,Terminator bintang menyala,Selesaikan tugas secara otomatis setelah menyelesaikan pra-tugas,#cfa7a0f Mengalahkan Prestasi Flame Star Creature Series
1320,Ingot Tembaga (I),Melebur 10 #L#cfa7a0fIngot Tembaga#n@1,Melebur #cfa7a0fIngot Tembaga
1321,Ingot Tembaga (II),Melebur 100 #L#cfa7a0fIngot Tembaga#n@1,Melebur #cfa7a0fIngot Tembaga
1322,Ingot Tembaga (III),Melebur 300 #L#cfa7a0fIngot Tembaga#n@1,Melebur #cfa7a0fIngot Tembaga
1323,Ingot Titanium (I),Melebur 10 #L#cfa7a0fIngot Titanium#n@1,Melebur #cfa7a0fIngot Titanium
1324,Ingot Titanium (II),Melebur 100 #L#cfa7a0fIngot Titanium#n@1,Melebur #cfa7a0fIngot Titanium
1325,Ingot Titanium (III),Melebur 300 #L#cfa7a0fIngot Titanium#n@1,Melebur #cfa7a0fIngot Titanium
1326,Rune Serangan,Menggunakan beliung tembaga untuk menghancurkan bijih rune serangan dan mendapatkan #L#cfa7a0fRune Serangan#n@1,Kumpulkan #cfa7a0fRune Serangan
1327,Rune Pertahanan,Menggunakan beliung tembaga untuk menghancurkan bijih rune serangan dan mendapatkan #L#cfa7a0fRune Pertahanan#n@1,Kumpulkan #cfa7a0fRune Pertahanan
1328,Rune Efisiensi,Menggunakan beliung tembaga untuk menghancurkan bijih rune serangan dan mendapatkan #L#cfa7a0fRune Efisiensi#n@1,Kumpulkan #cfa7a0fRune Efisiensi
1329,Raja Pembunuh Naga,Summon dan kalahkan Naga Hitam Lava @1,Kalahkan #cfa7a0fNaga Hitam Lava
1330,Pahlawan pembunuh naga,Summon and kalahkan Naga Hitam Chaos @1,Kalahkan #cfa7a0f Naga Hitam Chaos
1331,Tombak Batu Kuno,Menggunakan batu dan ranting untuk membuat #L#cfa7a0fTombak Batu#n@1,Membuat #cfa7a0fTombak Batu
1332,Tukang Master,Memegang kristal kreasi dan update meja tukang tidak lengkap ke #L#cfa7a0fMeja Tukang Lengkap#n@1,Meningkatkan #cfa7a0fMeja Tukang Lengkap
1333,Pakar Bangunan,"Menggunakan kayu untuk membuat papan kayu, lalu letakkannya di tanah@1",Membuat dan meletakkan #cfa7a0fPapan Kayu
1334,Katapel,"Menggunakan kulit lembut, ranting dan benang sutra untuk membuat #L#cfa7a0fKatapel#n",Membuat #cfa7a0fKatapel
1335,Petualangan Hutan Hujan,Temukan hutan hujan dan kumpulkan pohon hutan hujan bercahaya untukdapatkan #L#cfa7a0fFragmen Inti Hutan Hujan #n@1,Dapat #cfa7a0fFragmen Inti Hutan Hujan
1336,Mata Hutan Hujan,Menggunakan ingot tembaga dan fragmen inti hutan hujan untuk membuat #L#cfa7a0fMata Hutan Hujan#n@1,Membuat #cfa7a0fMata Hutan Hujan
1337,Dewa Ular Bersayap,"Kalahkan Dewa Ular Bersayap di Kuil Suci@1#r (guna mata hutan hujan pada patung rusak untuk memanggil kuil hutan hujan, dewa ular berbulu berada di dalamnya)",Kalahkan #cfa7a0fDewa Ular Bersayap
1338,Biji Suci,Kalahkan Dewa Ular Bersayap di Kuil Suci untuk dapatkan #L#cfa7a0fBiji Pohon Suci #n@1,Dapatkan #cfa7a0fBiji Suci
1339,Batu Kebangkitan,"Menggunakan blok batuan di meja tukang untuk membuatnya, lalu meletakkan #L#cfa7a0fPatung Batu#n@1",Meletakkan #cfa7a0fPatung Batu
1340,,,
1341,,,
1342,Biji Jagung,Membuat #L#cfa7a0fBiji Jagung#n@1 dengan jagung,Membuat #cfa7a0fBiji Jagung
