ID,名称,描述,说明
3040016,エリア内の全てのブロックを破壊,%1内の全てのブロックを破壊,
3040017,エリア内の全てのブロックを交換,%1内の全てのブロックを%2に交換、向きは%3,
3040018,設計図設置,%1で%2を設置、回転は%3、ミラーリングは%4、設置エリア全カバー%5,
3050001,プレイヤー撃破,%1を撃破,
3050002,指定地点で復活,%1を%2で復活させる,
3050003,プレイヤー復活ポイント設定,%1の復活ポイントを%2に設定,
3050004,プレイヤーステータス設定,%1の%2を以下に設定：%3,
3050005,プレイヤーに状態を付与,%1%に2を付与、永久持続は%3で、%4秒持続,
3050006,プレイヤーの状態を解除,%1が持つ%2状態を解除,
3050007,プレイヤー権限設定,%1の%2を以下に設定：%3,
3050008,プレイヤー追放,%1を本ゲームから追放,
3050009,観戦モードに参加,%1を観戦モードに参加させる,
3050010,プレイヤーチーム設定,%1のチームを%2に設定,
3050011,プレイヤー位置設定,%1を%2までテレポート,
3050012,プレイヤー向き設定,%1の向きを以下に設定：%2,
3050013,カメラ角度設定,%1のカメラ角度を世界座標水平%2度、垂直%3度に設定,
3050014,プレイヤーのバックパックにアイテムを追加,%1個の%2を%3のバックパックに追加,
3050016,プレイヤーのバックパックからアイテムを破棄,%1が持つ%2個の%3を破棄,
3050017,プレイヤーのバックパックのアイテムを破壊,%1が持つ%2個の%3を破壊,
3050018,乗り物に乗る,%1を%2に乗せる。位置番号は%3,
3050019,乗り物から降りる,%1を現在の乗り物から下ろす,
3050020,プレイヤー視点設定,%1の視点を%2に設定、%3に固定,
3050021,乗り物の自動前進,%1が運転する乗り物を自動的に前進させる,
3050022,ルート自動探索,%1に%2までのルートを自動探索させる。%3操作可能,この事件には距離制限があり、一定（約32ブロック）の範囲を超えると触発できなくなる
3050023,プレイヤー勝利,%1を勝利させる,
3050024,プレイヤースタンプ再生,%2に%1を再生させる,スタンプパラメータ入力値範囲は1?20 キャラクターアクションは1?10 共通アクションは11?20
3050025,プレイヤーに浮き出し文字を表示,%1に浮き出し文字を表示、内容は%2,
3050026,プレイヤーがショートカットバーのアイテムを使用,%1ショートカットバーを使ってアイテムを選択,
3050027,プレイヤーにチャット欄の情報を表示,%1にチャット欄の情報を表示、内容は%2,
3050028,指定アイテム破棄不可,%1の%2の破棄不可を以下に設定：%3,
3050029,指定アイテムドロップ不可,%1の%2のドロップ不可を以下に設定：%3,
3050030,プレイヤーの方向移動,%1を%2へ移動させる。速度は%3,
3050031,プレイヤーの状態を交換,%1が持つ%2を%3に交換、永久持続は%4で、%5秒持続,
3050032,プレイヤーに装備を装着させる,%1にバックパック内の%2を装着させる,
3050033,プレイヤーに装備を外させる,%1に%2の装備を外させ、バックパックにしまわせる,
3050034,プレイヤー装備作成,%1を作成し、%2装備バーに入れる,
3050035,プレイヤー装備破壊,%1%2内の装備を破壊する,
3050036,プレイヤー外観設定,%1の外観を以下に設定：%2,
3050037,プレイヤー外観初期化,%1の外観を初期化,
3050040,プレイヤーをプレイヤーにダメージを与えさせる,%1を%2に%3点ダメージを与えさせ、ダメージタイプは%4,"1.ダメージソースがプレイヤーであることが分かる。ダメージフォントが表示される
2.近接ダメージ、遠距離ダメージ、爆発ダメージはデフォルトで5ポイントのダメージ値が加算され、防御力によって最終的なダメージ値が計算される
3.相応の事件は発生するが（例：プレイヤーがダメージを与える、プレイヤーがダメージを受ける）、プレイヤーの攻撃、攻撃命中などは発生しない"
3050041,プレイヤーを生物にダメージを与えさせる,%1を%2に%3点ダメージを与えさせ、ダメージタイプは%4,"1.ダメージソースがプレイヤーであることが分かる。ダメージフォントが表示される
2.近接ダメージ、遠距離ダメージ、爆発ダメージはデフォルトで5ポイントのダメージ値が加算され、防御力によって最終的なダメージ値が計算される
3.相応の事件は発生するが（例：プレイヤーがダメージを与える、プレイヤーがダメージを受ける）、プレイヤーの攻撃、攻撃命中などは発生しない"
3050042,プレイヤーをエリア内の目標にダメージを与えさせる,%1を%2内のすべての目標に%3点ダメージを与えさせ、ダメージタイプは%4,"1.全てのプレイヤー（自分も含む）にダメージを与え、ダメージソースがプレイヤーであることが分かる。ダメージフォントが表示される
2.近接ダメージ、遠距離ダメージ、爆発ダメージはデフォルトで5ポイントのダメージ値が加算され、防御力によって最終的なダメージ値が計算される。
3.対応する事件は発生するが（例：プレイヤーがダメージを与える、プレイヤーがダメージを受ける）、プレイヤーの攻撃、攻撃命中などは発生しない"
3050043,プレイヤー名設定,%1の名前を%2に設定,
3050044,プレイヤー移動モード設定,%1の移動モードを%2に設定,着陸後にキャラクターが飛行状態をキャンセルするため、再度アクションを行う必要がある
3050045,観戦モードから退出,%1を観戦モードから退出させる,
3050046,プレイヤーの免疫ダメージタイプ設定,%1の免疫ダメージタイプを%2に設定,
3050047,プレイヤーの免疫ダメージタイプ除去,%1の免疫ダメージタイプである%2を除去,
3050048,カメラ振動,%1のカメラを%2秒間振動させ、強度は%3,
3050049,カメラ振動中止,%1のカメラ振動を中止,
3050050,プレイヤーアイテム設定,%1%2のアイテムを%3に、数を%4に設定,
3050051,プレイヤーアイテム削除,%1%2の%3個のアイテムを削除,
3050052,ルーム内フレンド申請,%1にルーム内の%2にフレンド申請を出してもらう,
3050053,プレイヤーアイテム庫完全削除,%1の全ての%2を完全削除,
3050054,プレイヤーアイテム移動,%1が持つ%2個の%3を%4まで移動,
3050055,プレイヤーアイテム交換,%1が持つ%2を%3と交換,
3050056,プレイヤーが持つ状態を解除,%1が持つ全ての状態を解除,
3050057,プレイヤーが持つデバフ状態を解除,%1が持つ全てのデバフ状態を解除,
3050058,プレイヤー向き変更,%1の向きを%2に変更,
3050059,プレイヤーに世界中の箱を開ける,%1に%2の箱を開ける（有効範囲は約60ブロック）,
3050060,プレイヤーにクラフトテーブルを開ける,%1にクラフトテーブルを開ける,
3050061,プレイヤーにランキングを表示,%1に%2を表示,
3050062,プレイヤーにランキングを非表示,%1にランキングを非表示,
3050063,プレイヤースマホバイブ,%1スマホバイブ時間を%2?、強度を%3に設定,
3050064,プレイヤーフィルター設定,%1のフィルターカラーを%2に設定,
3050065,プレイヤーフィルターパラメータ設定,%1のフィルター%2を%3に設定,
3050066,プレイヤーテレポート（マップ）,%1をマップIDが%2のマップまでテレポート,各プレイヤーは30秒毎に1回発動可能
3050067,プレイヤーテレポート（ルーム）,%1をリームIDが%2のマップまでテレポート,各プレイヤーは30秒毎に1回発動可能
3050068,プレイヤーグループテレポート,%1を同マップの他のルームまでテレポート,
3050069,カメラ移動,%1%2%3、アニメーション%4、時間は%5秒,
3050070,カメラ回転,%1%2%3、アニメーション%4、時間は%5秒,
3050071,カメラ権限設定,%1のカメラの%2を%3に設定,
3050072,カメラ回転モード設定,%1のカメラ回転モードを%2に設定,
3050073,カメラ対象設定,%1のカメラを%2に置く,
3050074,カメラ位置設定,%1のカメラを%2に置く,
3050075,カメラステータス復元,%1のカメラステータスを復元,
3050076,Set color style for player filter,Set the color style of %1’s filter to %2,
3050077,プレイヤーフィルターテンプレート設定,%1のフィルターテンプレートを%2に設定,
3050078,プレイヤーテレポート（タイプ）,%1をタイプが%2のルームまでテレポート,"1.各プレイヤーは30秒毎に1回発動可能
2.入場可能なルームがない場合、ルームを作成する"
3050079,プレイヤー外観をあるプレイヤー外観に設定,%1の外観をミニID%2のプレイヤー外観に設定,
3050080,プレイヤーを指定されたマップと指定されたタイプの部屋に転送します,%1をマップID%2タイプ%3の部屋に転送します,"1.各プレイヤーは30秒ごとに1回しかトリガーできません
2.現在入室可能な部屋がない場合は、新しい部屋を作成します"
3050081,プレイヤーに友達招待ポップアップを表示する,%1に友達招待ポップアップを表示,
3060001,プレイヤーをグループに追加,%1を%2に追加,
3060002,プレイヤーをグループから削除,%1を%2から削除,
3060003,プレイヤーグループ完全削除,%1を完全削除,
3060004,プレイヤーグループを対象にトリガー実行,%1内の全てのプレイヤーに%2を実行、トリガー条件である%3を検査,
3060005,プレイヤーグループを対象にチャット欄情報表示,%1内の全てのプレイヤーにチャット欄の情報を表示、内容は%2,
3060006,プレイヤーグループを対象に浮き出し文字表示,%1内の全てのプレイヤーに浮き出し文字を表示、内容は%2,
3070001,生物作成,%1で%2個の%3を作成する。陣営は以下に属する：%4,
3070003,生物撃破,%1を撃破,
3070004,生物削除,%1を削除,
3070005,生物タイプ撃破,%1を撃破,
3070006,生物タイプ削除,%1を削除,
3070007,生物ステータス設定,%1の%2ステータスを%3に設定,
3070008,生物ダメージタイプ設定,%1のダメージタイプを以下に設定：%2,
3070009,生物免疫ダメージタイプ設定,%1の免疫ダメージタイプを%2に設定,
3070010,生物権限設定,%1の%2を %3に設定,
3070011,生物によるスタンプ再生,%1に%2を再生させる,スタンプパラメータ入力値範囲は1?20 キャラクターアクションは1?10 共通アクションは11?20
3070012,生物に状態を付与,%1%2効果を付与,
3070013,生物の状態を削除,%1が持つ%2状態を解除,
3070014,生物向き設定,%1の向きを%2度に設定,
3070015,生物位置設定,%1を%2までテレポート,
3070016,生物による自動経路探索,%1に%2までの経路を自動探索させる,この事件には距離制限があり、一定（約32ブロック）の範囲を超えると触発できなくなる
3070017,生物移動,%1を%2まで移動させる。速度は%3,
3070018,生物外観設定,%1の外観を以下に設定：%2,
3070019,生物外観初期化,%1の外観を初期化する,
3070020,生物外観をあるプレイヤー外観に設定,%1の外観をミニID%2のプレイヤー外観に設定,
3070022,生物をプレイヤーにダメージを与えさせる,%1を%2に%3点ダメージを与えさせ、ダメージタイプは%4,"1.ダメージソースが生物であることが分かる。ダメージフォントが表示される
2.防御力によって最終的なダメージ値が計算される
3. 相応の事件は発生するが（例：生物がダメージを与える、生物がダメージを受ける）、生物の攻撃、攻撃命中などは発生しない"
3070023,生物を生物にダメージを与えさせる,%1を%2に%3点ダメージを与えさせ、ダメージタイプは%4,"1.ダメージソースが生物であることが分かる。ダメージフォントが表示される
2.防御力によって最終的なダメージ値が計算される
3. 相応の事件は発生するが（例：生物がダメージを与える、生物がダメージを受ける）、生物の攻撃、攻撃命中などは発生しない"
3070024,生物をエリア内の目標にダメージを与えさせる,%1を%2内の目標に%3のダメージを与えさせる。ダメージタイプは%4,"1.あらゆる目標（自分を含む）にダメージを与える。ダメージソースが生物であることが分かる。ダメージフォントが表示される
2.防御力によって最終的なダメージ値が計算される
3.相応の事件は発生するが（例：生物がダメージを与える、生物がダメージを受ける）、生物の攻撃、攻撃命中などは発生しない"
3070025,生物置換,%1を%2に入れ替え、HPは以下のパーセンテージで保留される：%3,"1.置き換えた後は、生物のインフォグラフィックは保留される
2.置き換えた後、生物のチームは変わらない
3.生物変数は変わる。例：置き換える前の変数は生物Aを代表していたが、生物Bに置き換えた後、変数の値も生物Aから生物Bに変わる（生物変数のみに影響し、生物タイプ変数には影響しない）"
3070026,生物チーム設定,%1のチームを%2に設定,
3070027,生物免疫ダメージタイプ削除,%1の免疫ダメージタイプである%2を除去,
3070028,生物状態削除,%1が持つ状態を全て削除,
3070029,生物デバフ状態削除,%1が持つデバフ状態を全て削除,
3080001,生物を生物グループに追加,%1を%2に追加,
3080002,生物グループから生物を削除,%1を%2から削除,
3080003,生物グループ完全削除,%1を完全削除,
3080004,生物グループにトリガーを実行,%1内の全ての生物に%2を実行、トリガー条件である%3を検査,
3100001,アイテムを作成してチェストに収納,%1%2個作成し、指定された%3チェストに収納,
3100002,チェスト内のアイテムを破壊,指定された%1チェスト内の以下を破壊：%2個の%3,
3100003,チェスト内のアイテムを完全削除,指定された%1チェスト内の全てのアイテムを完全削除,
3100004,投擲物作成,指定された%1で%2を作成し、%3へ発射,
3100005,プレイヤーに属する投擲物作成,指定された%1で%2に属する%3を作成し、%4へ発射,
3100006,投擲物削除,%1を削除,
3100007,ドロップアイテム作成,指定された%1で%2個の%3のドロップアイテムを作成,
3100008,ドロップアイテム削除,%1を削除,
3100009,アイテムのクールタイム変更,%1の%2のクールタイムを%3秒に変更,
310001,コンポーネントエフェクト,%1 の1回の時間は%2秒、再生回数は %3,
3100010,アイテムクールタイム開始,%1の%2のクールタイムを開始,
3100011,生物に属する投擲物作成,指定された%1で%2に属する%3を作成し、%4へ発射,
3100012,プレイヤーによる投擲物発射,%1に%2に向けて以下を発射させる：%3,
3100013,生物による投擲物発射,%1に%2に向けて以下を発射させる：%3,
3100014,アイテム外観変更,%1の外観を以下に変更：%2,
3100015,投擲物外観変更,%1の外観を以下に変更：%2,
3100016,アイテムによるアクション再生,%1が持つアイテムに%2を再生させ、再生モードは%3,
3100017,投擲物によるアクション再生,%1に%2を再生させ、再生モードは%3,
3100018,ドロップアイテムによるアクション再生,%1に%2を再生させ、再生モードは%3,
310002,テキストエフェクト,%1 時間は%2秒,
310003,変位（スムーズ）,%1秒内に X%2 Y%3まで移動,
310004,座標追加（スムーズ）,%1秒内に%2座標を%3 %4,
310005,ズーム（スムーズ）,%1秒内に 幅%2 高さ%3までズーム,
310006,アスペクト増加（スムーズ）,%1秒内に%2の大きさを%3 %4,
310007,回転（スムーズ）,%1秒内に%2度まで回転,
310008,角度増加（スムーズ）,%1秒内に 角度を%2 %3 度にする,
3110001,カウントダウンタイマー執行,%1を起動し、%2秒のカウントダウンを行う。タイマーの繰り返しは%3,
3110002,通常タイマー執行,%1を起動,
3110003,タイマー一時停止,%1を一時停止,
3110004,タイマー復元,%1を再開,
3110005,タイマー停止,%1を停止,
3110006,待機時間,%1秒後に次のアクションを実行,
3110007,タイマーのカウント方法設定,%1を%2秒に設定,
3110009,タイマーウィンドウ表示,%1に%2ウィンドウを表示、タイトルは%3,
3110010,タイマーウィンドウ非表示,%1に%2ウィンドウを非表示,
3120001,位置設定,%1を%2に設定,
3120002,エリア設定,%1を%2に設定,
3120003,数値設定,%1を%2に設定,
3120004,ブール値設定,%1を%2に設定,
3120005,プレイヤー設定,%1を%2に設定,
3120006,ブロックタイプ設定,%1を%2に設定,
3120007,アイテムタイプ設定,%1を%2に設定,
3120008,生物設定,%1を%2に設定,
3120009,生物タイプ設定,%1を%2に設定,
3120010,文字列設定,%1を%2に設定,
3120011,特殊効果タイプ設定,%1を%2に設定,
3130001,位置で特殊効果を再生,%1で%2を再生。大きさは%3,
3130002,プレイヤーに特殊効果を再生,%1で%2を再生。大きさは%3,
3130003,生物に特殊効果を再生,%1で%2を再生。大きさは%3,
3130004,投擲物に特殊効果を再生,%1で%2を再生。大きさは%3,
3130005,位置の特殊効果を削除,%1での以下を削除：%2,
3130006,プレイヤーの特殊効果を削除,%1が持つ以下を削除：%2,
3130007,生物の特殊効果を削除,%1が持つ以下を削除：%2,
3130008,投擲物の特殊効果を削除,%1での以下を削除：%2,
3130009,位置の特殊効果サイズ変更,%1での%2の大きさを以下に変更：%3,
3130010,プレイヤーの特殊効果サイズ変更,%1での%2の大きさを以下に変更：%3,
3130011,生物の特殊効果サイズ変更,%1での%2の大きさを以下に変更：%3,
3130012,投擲物の特殊効果サイズ変更,%1での%2の大きさを以下に変更：%3,
3130013,ドロップアイテムに特殊効果を再生,%1で%2を再生。大きさは%3,
3130014,ドロップアイテムの特殊効果を削除,%1での以下を削除：%2,
3130015,手持ちアイテムに特殊効果を再生,%1が持つアイテムに%2を再生、大きさは%3,
3130016,プレイヤーが持つアイテムの特殊効果を削除,%1が持つアイテムの%2を削除,
3130017,プレイヤーアイテムタイプに特殊効果を再生,%1が持つ全ての%2に%3を再生、大きさは%4,
3130018,プレイヤーショートカットバーアイテムの特殊効果を削除,%1のショートカットバーの全ての%2の%3を削除,
3140012,プレイヤーにSEを再生させる,%1にシーン%2を再生させる。音量は%3、音調は%4、ループ再生は%5,
3140013,生物にSEを再生させる,%1にシーン%2を再生させる。音量は%3、音調は%4、ループ再生は%5,
3140014,位置でSEを再生,%1でシーン%2を再生する。音量は%3、音調は%4、ループ再生は%5,
3140015,プレイヤーSEオフ,%1が再生中の以下をオフ：%2,
3140016,生物SEオフ,%1が再生中の以下をオフ：%2,
3140017,位置SEオフ,%1で再生中の以下をオフ：%2,
3140018,プレイヤーグループを対象に画面SEを再生,%1を対象に画面%2を再生する。音量は%3、音調は%4、ループ再生は%5,
3140019,プレイヤーを対象に画面SEを再生,%1を対象に画面%2を再生する。音量は%3、音調は%4、ループ再生は%5,
3140020,プレイヤーグループの画面SEをオフ,%1が再生中の以下をオフ：画面%2,
3140021,プレイヤーの画面SEをオフ,%1が再生中の以下をオフ：画面%2,
3140022,プレイヤーを対象に画面BGMを再生,%1を対象に画面%2を再生する。音量は%3、ループ再生は%4,この事件で再生された音声はプレイヤー設定の「SE」にコントロールされ、「SE」をオフにすると音声が聞こえなくなる
3140023,プレイヤーの画面BGMを一時停止/再開,%1%2が再生中の画面BGM,
3150001,スクリプト執行,以下のスクリプトを実行：%1,
3160001,広告再生（古い）,%1に広告を再生、広告スペース名称は%2、そして%3を実行（古い）,
3160002,開発者ショップを開く（古い）,%1に開発者ショップを開いてもらう（ボタンを押す/ボタンから指を離す時のみ触発可能）,
3160003,商品購入ウィンドウ表示,%1に%2の購入ウィンドウを表示する。おすすめワードは%3,
3160004,動画再生,%1を対象に%2を開き、自動的に動画を再生,
3160005,広告再生,%1を対象に広告を再生、広告スペース名称は%2、そして%3を実行（ボタンを押す/ボタンから指を離す時のみ触発可能）,
3160006,開発者ショップを開く,%1を対象に開発者ショップを開く,
3160007,開発者ショップの特定ページを開く,%1を対象に開発者ショップ%2を開き、ショップ名称は%3,
3160008,商品詳細情報ページを開く,%1を対象に%2の詳細情報ページを開く,
3160009,スキンの商品詳細情報ページを開く,%1を対象に%2の詳細情報ページを開く,
3160010,スキン購入ウインドウ表示,%1に%2の購入ウィンドウを表示する。おすすめワードは%3,
3160011,開発者ショップのスキンページを開く,%1を対象に開発者ショップのスキンページを開く（ボタンを押す/ボタンから指を離す時のみ触発可能）,
3161001,任務状態設定,任務番号%1の完成状態を%2に設定,
3161002,任務目標エリア表示,任務目標エリアを%1に設定,
3170001,位置でインフォグラフィックを作成,%1で以下を作成：%2,
3170002,プレイヤーにインフォグラフィックを作成,%1に%2を作成する。%3への偏移距離は%4,
3170003,生物にインフォグラフィックを作成,%1に%2を作成する。%3への偏移距離は%4,
3170004,投擲物にインフォグラフィックを作成,%1に%2を作成する。%3への偏移は%4,
3170005,位置のインフォグラフィックタイプを削除,%1の番号%2の以下を削除：%3,
3170006,プレイヤーのインフォグラフィックタイプを削除,%1の番号%2の以下を削除：%3,
3170007,生物のインフォグラフィックタイプを削除,%1の番号%2の以下を削除：%3,
3170008,投擲物のインフォグラフィックタイプを削除,%1の番号%2の以下を削除：%3,
3170009,位置で平面インフォグラフィックを作成,%1で%2を作成する。X軸への偏移は%3、Y軸への偏移は%4,
3170010,プレイヤーに平面インフォグラフィックを作成,%1に%2を作成する。X軸への偏移は%3、Y軸への偏移は%4,
3170011,生物に平面インフォグラフィックを作成,%1に%2を作成する。X軸への偏移は%3、Y軸への偏移は%4,
3170012,投擲物に平面インフォグラフィックを作成,%1に%2を作成する。X軸への偏移は%3、Y軸への偏移は%4,
3180001,任意のグループ内に任意値を追加,%1内に以下を追加：%2,"1.位置追加：最後に値を挿入
2. 位置グループ、エリアグループ、生物グループ、プレイヤーグループ、タイマーグループなどの変数タイプに、このアクションで値を追加する場合、同じ値を繰り返し追加することはできない
3. 数値グループ、文字列グループ、ブール値グループ、ブロックタイプグループ、アイテムグループ、生物タイプグループ、特殊効果タイプグループなどの変数タイプには、同じ値を繰り返し追加することができる"
3180002,任意グループ内で指定された値を空白値に設定,%1内の指定された数値%2を空白値に設定,空白値に設定した後、位置を占める。例：a = {1，2，3}で1を空白値に設定した場合、a = {nil，2，3}になる
3180003,任意グループ内の任意値を空白値に設定,%1で%2を空白値に設定,"一致内容クリアは、一致した値を全て空白値にする。例：a = {1,1,2,3} で1を空白値に設定した場合、a = {nil，nil，2,3}になる"
3180004,任意グループを完全削除,%1を完全削除,グループ内の全ての値を削除
3180005,任意グループに任意値を挿入,%1の%2番目に%3を挿入,前に挿入するので、順番に影響を及ぼす例：a = {1、2、3、4} の2番目に5を挿入した場合、a = {1、5、2、3、4}になる
3180006,任意グループで指定された番号の値を削除,%1の番号%2の値を削除,値を削除することは順番に影響を及ぼし、後の値は前の方へ進む。例えば、a = {1、2、3、4}で2を削除した場合、a ={1、3、4}になる
3180007,任意グループで任意の値を削除,%1で%2を削除,"一致内容を削除。例：a = {1,1,2,3}で 全ての1を削除し、a = {2,3}になる"
3180008,任意グループの空白値を完全削除,%1の空白値を完全削除,空白値を完全削除した後は自動進位する。例：a = {1、nil、2、nil、nil、3}で空白値を完全削除した後、a ={1、2、3}になる
3180009,任意グループに値セットを追加,%1に%2の全ての値を追加,aグループの最後にbグループの元の順序でBグループの全ての値（空白値を含む）を追加。例：a = {1，2，3}、 b = {4，5，6} 、bをaに追加した場合、 a = {1，2，3，4，5，6}になる
3180010,任意グループで値セットを空白値に設定,%1で、%2と一致した値を空白値に設定,"1.重複排除、AグループとBグループで重複した値を空白値に設定し、重複した空白値は削除されない
2. 複数の重複値がある場合、優先的に前の値を空白値にする。例：a = {1，1，1，2，3} b = {1，1，2}はa = {nil，nil，1，nil，3}になり、ix = 1とix = 2の1が優先"
3180011,任意グループで値セットを削除,%1で、%2と一致した値を削除,"1.重複排除、 AグループとBグループで重複した値を削除、重複した空白値も削除される
2. 複数の重複値がある場合は、優先的に前の値を削除する。例：a = {1，1，1，2，3} b = {1，1，2}で削除を行った後、a = {1，3}となり、ix=1とix=2の1を優先的に削除する"
3180012,任意グループに値セットを挿入,%1の%2番目に%3の全ての値を挿入,"1.前に挿入するので、順番に影響を及ぼす。例：a = {1，2，3，4} の2番目にb = {5，6，7}を挿入した場合、a = {1，5，6，7，2，3，4}になる
2. 挿入した位置に値がない場合、値を与える時と同じ。例：a = {1，2，3}の4番目にb = {4，5，6} を挿入した場合、a = {1，2，3，4，5，6}になる"
3180013,任意グループで指定された番号の値を設定,%1で番号%2の値を%3に設定,割り当て操作、既存の割り当てロジックと同じ
3180014,任意グループの任意値を置き換える,%1での全ての%2を%3に置き換える,一致した内容を全て置き換える。例：a = {1，1，1，2，3}で1を5に置き換えた場合、a = {5，5，5，2，3}になる
3180015,任意グループの値を並べ替える,%1の値%2を並べ替える,"1.数字の大きさに従って並べ替える
2. 文字列グループは文字列の長さに従って並べ替えられ、同じ長さの場合は元の順序に従う"
3190001,コンポーネント非表示,%1設定%2の%3表示ステータスを「非表示」にする,
3190002,テキスト内容設定,%1設定%2の%3内のテキストを%4に設定,
3190003,パターン設定\ボタン内容,%1設定%2の%3のパターンを%4に設定,
3190004,パターン設定\ボタンサイズ,%1設定%2の%3の幅を%4、高さを%5に設定,
3190005,文字サイズ設定,%1設定%2の%3フォントを%4に設定,
3190006,コンポーネント色設定,%1設定%2の%3色を%4に設定,
3190007,コンポーネント表示,%1設定%2の%3表示ステータスを「表示」にする,
3190008,コンポーネント回転,%1設定%2の%3を時計回りに回転させる%4,
3190009,インタフェースを開く,%1に%2を開かせる,
3190010,インタフェースを閉じる,%1に%2を閉じさせる,
3190011,コンポーネント透明度設定,%1設定%2の%3透明度を%4に設定,
3190012,ページ状態変更,%1の%2を%3に変更,
3190013,コンポーネント位置設定,%1設定%2の%3の座標をX%4 Y%5に設定,
3190014,ページ状態変更（スマートアニメーション）,%1の%2を%3 アニメーションに変更、 %4 時間は%5 秒,
3190015,インタフェースを開く（エフェクト）,%1に%2エフェクトを開かせ、 %3 時間は%4秒,
3190016,インタフェースを閉じる（エフェクト）,%1に%2エフェクトを閉じさせ、 %3 時間は%4秒,
3190017,コンポーネント表示（エフェクト）,%1設定%2の%3を表示、エフェクト %4 時間は%5秒,
3190018,コンポーネント非表示（エフェクト）,%1設定%2の%3を非表示、エフェクト %4 時間は%5秒,
3190019,コンポーネントエフェクト再生,%1設定%2の%3にエフェクト %4を再生させる,
3190020,コンポーネントエフェクト再生&待機,%1設定%2の%3にエフェクト %4 を再生させ、そして待機,
3190021,テキスト内容設定（エフェクト）,%1設定%2の%3のテキストを%4に設定、エフェクト %5を再生,
3190022,コンポーネントを座標まで移動（スムーズ）,%1設定%2の%3を%4までスムーズに移動させる,
3190023,コンポーネント座標増加（スムーズ）,%1設定%2の%3を%4までスムーズに移動させる,
3190024,特定の幅&高さまでズーム（スムーズ）,%1設定%2の%3を%4までスムーズに移動させる,
3190025,コンポーネントの幅&高さ増加（スムーズ）,%1設定%2の%3を%4までスムーズに移動させる,
3190026,コンポーネントを特定の角度まで回転（スムーズ）,%1設定%2の%3を%4までスムーズに移動させる,
3190027,コンポーネント角度増加（スムーズ）,%1設定%2の%3を%4までスムーズに移動させる,
3190028,コンポーネントエフェクト中止,%1設定%2の%3のエフェクト再生を全て中止,
3200001,プレイヤーディスプレイボード画像設定,当該%1%2画像を%3に設定,"1.同じディスプレイボードは異なるプレイヤーに異なる内容を表示することができる
2.すべてのプレイヤーに同じ内容を見せるためには、すべてのプレイヤに一度にこの事件を実行する必要がある"
3200002,プレイヤーディスプレイボードビデオ設定,当該%1%2ビデオURLを%3に設定,"1.同じディスプレイボードは異なるプレイヤーに異なる内容を表示することができる
2.すべてのプレイヤーに同じ内容を見せるためには、すべてのプレイヤに一度にこの事件を実行する必要がある"
3200003,プレイヤーディスプレイボードUI設定,当該%1%2UIを%3に設定,"1.同じディスプレイボードは異なるプレイヤーに異なる内容を表示することができる
2.すべてのプレイヤーに同じ内容を見せるためには、すべてのプレイヤに一度にこの事件を実行する必要がある"
3200004,プレイヤーにディスプレイボードを表示,%1に%2を表示,ディスプレイボードは各プレイヤーに対して異なる状態を示すことができる。プレイヤーAに表示、プレイヤーBに非表示することができる
3200005,プレイヤーにディスプレイボードを非表示,%1に%2を非表示,ディスプレイボードは各プレイヤーに対して異なる状態を示すことができる。プレイヤーAに表示、プレイヤーBに非表示することができる
3200006,プレイヤーディスプレイボードビデオ再生モード設定,当該%1%2 のビデオ再生モードを%3に設定,
3200007,プレイヤーディスプレイボードウェブビデオ設定,当該%1%2のウェブビデオURLを%3に設定,
320001,カメラ座標値,%1のカメラ%2座標値,
320002,カメラ角度,%1のカメラ%2座標値,
320003,カメラFOV,%1のカメラFOV,
3210001,ランキングでのプレイヤー数値設定,%1で%2の値を%3に設定,"1.プレイヤーのミニIDをインデックスとし、サーバーランキングでプレイヤーの値を設定する
2.プレイヤーのデータをサーバーランキングに保存すると、全体ランキングを作成できる
#3. 同スコアの場合、先にランキングに入った人が上位を占める
4. ランキングは、マップをアップロードした後、クラウドサーバーマップでのみ有効"
3210002,ランキングで指定された名前の数値を設定,%1で%2という名前の値を%3に設定,"1.カスタムインデックス名は、文字、数字、下線_、アスタリスク*のみ使用可能
2.ランキングは、入力ボックスにスクリプトの参照名を記入することで検索することができる"
3210003,ランキングでのプレイヤー数値削除,%1から%2の値を削除,
3210004,ランキングから指された名前の値を削除,%1から%2という名前の値を削除,
3210005,ランキングで指定されたプレイヤーの値の自己計算,%1の中の%2の値に%3を加える,複数のルームで同じ値を操作する時はこのアクションを使用可能、値の上書きは発生しない
3210006,ランキングで指定された名前の値の自己計算,%1の中の%2という名前の値に%3を加える,複数のルームで同じ値を操作する時はこのアクションを使用可能、値の上書きは発生しない
3210007,ランキングで指定されたランクの値を取得,%1の中で%4の形で%2位を占めた値を取得し、 %3を実行して取得した値を事件に渡す,"1. ランキングに表示できるのは正の整数のみで、昇順とは大きい順で、降順とは小さい順である
2. この事件における全てのパラメータは、実行される【事件】に渡される。例：【事件をトリガーしたプレイヤー】、【事件の対象となったプレイヤー】、【事件をトリガーした生物】など
3. サーバー/ランキングから取得できるxxから、名前?プレイヤー?値?ランクの4つの値を取得できる"
