ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
104,霊よう,風神の宮にはとても美しい女主人がいると聞く。おほほ、私以外に誰がいるというのかしら？,@Null@,体エフェクト：体の周りを金色の花びらが舞うよ！,アイコン：アイコンを解放。,@Null@,,,
105,アッシュ,朝起きると、アーシャはまず身だしなみを整える、高貴なユニコーンに見合う恰好をしなくてはいけないから。でも最近、色んな人がユニコーンを狙っているようだ。ウォルフが苦労して自分にプレゼントしてくれたユニコーンは絶対に誰にも渡さない！,@Null@,足跡：赤ずきんの足跡が残ります。,アイコン：アイコンを解放。,@Null@,,,
106,ミニクール,『ミニプログラム』からやって来た先生。不思議なプログラムの力を持ている。ミニプログラムで学習任務をこなすと獲得できるぞ。,ガチャから取得,体エフェクト：体の周りをサイバー粒子が舞うよ！,アイコン：アイコンを解放。,足跡：足跡が残ります。,,,
107,狼少年,「君だけに教えてあげる、オオカミおばあさんは本当なんだ！」ウォルフとアーシャは童話が大好き。今日も彼は狼の着ぐるみとおばあちゃんのエプロンを着て、アーシャに悪戯するつもりだ。魔法の呪文が解けないのなら、自分だけの童話の旅を始めよう！,@Null@,足跡：オオカミ少年の足跡が残ります。,アイコン：アイコンを解放。,@Null@,,,
108,姫－雅子,"雲に隠れや、太鼓は響かん。
 賑やかな仙奉星は歌と踊りが大好きな天仙女をも魅了する。阮咸を手に、彼女は世界を渡る。その音色がどんなに移り変わろうとも、彼女の心は変わらず。",@Null@,体エフェクト：体の周りを金色の光りが漂うよ！,アイコン：アイコンを解放。,@Null@,,,
109,ドラゴン王子-歌,"「白雁西風に乗り、落陽は黄砂へ堕ちる。夕焼けの下、琵琶を奏でるは誰の手か？」
 この世の苦難を経験した彼は、自分の心に従って、龍と共に仙奉星に留まり、俗世から離れると決めた。",イベントから解放アイテムを獲得できます。,アイコン：アイコンを解放。,足跡：龍神の足跡が残ります。,@Null@,,,
110,バラちゃん,夏の夜、魔法の花園で開かれる舞踏会。夢の中で見たあの青い姿が、舞台の真ん中へと歩いていくではないか。そして彼と共に現れたのは、彼女が一緒に見つけたあの青い紫陽花の花だった。,@Null@,アイコン：アイコンを解放。,足跡：ピンクのバラの足跡が残ります。,@Null@,,,
111,オレンジ,「天才美食家たるもの、世界中の美味しい物を食べないとね！でもそんな中でも、一番のお気に入りはやっぱパパとママが作ったたい焼きだよ！」——萌蜜デイリーのインタビュー記事より。,ギフトパックやイベント参加から解放アイテムを獲得できます。,アイコン：アイコンを解放。,足跡：ネコの足跡が残ります。,@Null@,,,
112,アジサイ少年 チャールズ,宮殿の外での舞踏会は星々や花火のように煌めく。バラちゃんと出会ったプリンスチャールズは、喜びを抑えきれずに拾ったバラをそっと取り出した。,シェアカードから排出,アイコン：アイコンを解放。,体エフェクト：体の周りに青い光が漂うよ！,@Null@,,,
113,バブル,「青い海の伝説を知ってるかい？」何でも知っているバブルは、天性の探検家だ。泡を通して世界を観察するのが大好きな彼は、いつも他の人には気付けない発見をする。,ギフトパックやイベント参加から解放アイテムを獲得できます。,アイコン：アイコンを解放。,足跡：イルカの足跡が残ります。,@Null@,,,
114,朝露繁花,花小桜の初着せ替えスキン,@Null@,アイコン：アイコンを解放。,体エフェクト：桃の花びらが体の周りを舞うよ！,@Null@,,,
115,氷姫,羅麗仙境が誕生した時から存在しているお姫様。氷晶宮に住む雪の守り神であり支配者。冷たい性格からか、友達が一人もいない。生まれつき冷淡な性格だが、内心はとても優しく、誰も傷つけたくないと思っている。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを氷の欠片が舞うよ！,@Null@,,,
116,羅麗,羅麗仙境のお姫様、癒しと愛の魔法が使える。女王によって人形にされてしまった彼女は王黙と契約を結び、再び命と魔法を取り戻した。天然で優しい彼女はとても明るい性格で、イチゴが大好きらしい。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りをハートが舞うよ！,@Null@,,,
117,白蛍,光一と同じく、呼び覚ました者の性格で自分の性格が決まる。まるで影のような存在の彼女は、自分の本当の性格を知らないため、自由に憧れを抱いている。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを金色のラメが漂うよ！,@Null@,,,
118,灰被り　シンデレラ,「想像の力で生活を彩れば、本当に奇跡と出会えるのよ！」ポジティブで優しいシンデレラは、家事をしている時だって自分を童話の主人公だと想像する。そんな彼女の友達の仙女が、王国の建国記念の日に彼女の幻想を現実へと変えたのだ。,@Null@,アイコン：アイコンを解放。,足跡：ガラスの靴の足跡が残ります。,@Null@,,,
119,精霊姫,仙境霊犀閣の一員であり、高位の仙女である彼女は、とても穏やかで親しみやすい性格をしている。花海潮の花聖殿に住んでおり、彼女の愛でこの世の命を守り続けている。,@Null@,アイコン：アイコンを解放。,足跡：クリスタルの靴の足跡が残ります。,@Null@,,,
120,龍人・鱗休,鱗休は一度も海を離れたことがなかった。なぜなら『ナーザの大暴れ』の物語のせいで、彼は陸地に対して「恐怖フィルター」がかかってしまったからだ。だが、今回の冒険で人間界もそんなに恐ろしい所ではないとわかったようだ。（実は、それは彼を立派な後継者にするために父親が考えたテストだったのだが）,@Null@,アイコン：アイコンを解放。,体の効果：体に浮かぶ魔法の氷の結晶。,@Null@,,,
121,妙妙,「何だって？私は背が小さいと言いました？この魚の骨はあなたのソファに現れるのはいつだと思いますか？」活発で元気な彼は、魚の骨で自分のダーツの技を披露するのが好きだ。ベルベットのように滑らかで愛らしい被毛に惑わされるかもしれませんが、彼は萌目プラネットで最もいたずらなやつとして知られています。,@Null@,アイコン：アイコンを解放。,足跡：ニャンニャンの頭の足跡が残ります。,@Null@,,,
122,ホワイトスワン-オデット,昼と夜が交替し、現実は夢と一緒に生まれた。私が演じているのは誰なのでしょうか？,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを白い白鳥の羽が漂うよ！,@Null@,,,
123,ティモシー,霊犀亭の8人のメンバーの1人で、妖精の国イェローリの聖地「四つの時計」に住んでいます。時間をコントロールする呪文と、無数のドッペルゲンガーを持つ能力を持っています。 シルバーグレーの長い髪と星のような瞳を持つ彼女は、高貴で優雅な雰囲気を持ち、物事がうまくいかなくても動じることはありません。,@Null@,アイコン：アイコンを解放。,足跡：時計の足跡が残ります。,@Null@,,,
124,ジェシー,ジェシーとわさびちゃんは一緒に育った親友です。 かつては臆病で怖がりだったが、その後、わさびちゃんの勇気と楽観主義に感染し、鈴を使って小さなクラゲを呼び寄せて助けを求めることを覚えた。 勇気と友情は最強の秘密兵器なのだから！彼女はもう二度と臆病にはならないだろう。,@Null@,アイコン：アイコンを解放。,足跡：小さいクラゲの足跡が残ります。,@Null@,,,
125,クイックエディ,クイックエディは、毎日無限のエネルギーを持っていて、片時も立ち止まることができない熱心な男です。 彼は面白い小物を集めるのが好きなので、もし何か必要なものがあったら、クイックエディに聞いてみてください。 もしかしたら、彼のカタツムリの袋には、あなたが探しているものが入っているかもしれません。,@Null@,アイコン：アイコンを解放。,足跡：小さいカタツムリの足跡が残ります。,@Null@,,,
126,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
127,ブラックスワン-オデット,現実と夢はつきまとうことはなく、昼も夜もそれぞれすばらしい。私が演じているのは、私自身です。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを紫の羽が漂うよ！,@Null@,,,
128,カエルの王子様-クローク,「もう少し我慢してくれれば、彼女との約束を果たせるかもしれない。」 #沼沢地の学者は、いつも手の中の小さな金色のボールを見て、密かに自分を励ましている。 この湿った泥だらけの場所で、彼の黄金の希望は輝いている。,@Null@,アイコン：アイコンを解放。,足跡：ハスの葉の足跡が残ります。,@Null@,,,
129,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
130,白雪姫-ソフィア,「これは私の親友です。全部で7人います」#rソフィアのおもちゃ屋には精巧な人形がたくさんあります。彼女と人形は、まるで命があるかのように時々ひそひそと話す。彼女から人形をもらいたいのですが、お金ではいけません。とても大切なものでなければ交換できません。いったい何なのでしょうか。,@Null@,アイコン：アイコンを解放。,足跡：りんごの足跡が残ります。,@Null@,,,
131,ハンセン,姉と一緒に密林の中で1ヶ月以上も迷子になっていたが、奇跡的に一緒に帰ってきた、思慮深く思いやりのある少年。密林の中での体験についてはほとんど語らないが、それ以来、彼はいつもバゲットを持っている。 肩に乗っている鳥も、その時に拾ったものだという。,@Null@,アイコン：アイコンを解放。,足跡：パンの足跡が残ります。,@Null@,,,
132,グレーテル,グレーテルは兄を信頼していて、採集料理が好きで、特に焙煎やスイーツ作りが得意で、これらのスキルは迷子になったときに覚えたものだと自称していますが、荒れた人煙の密林ではどうやってこれらのスキルを身につけているのでしょうか？,@Null@,アイコン：アイコンを解放。,足跡：桃の花の足跡が残ります。,@Null@,,,
133,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
134,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
135,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
136,ハウル,"「喜びと悲しみの力を私以上に知っている人はいない""」#r引越し屋さんのオーナーである春さんは、何でも持ち上げられるような気さくな方で、その日の気分が顔に出るような方です。 彼の首輪の模様が変わっていたら、それはハウルが感情の力を発揮する準備をしているということだから安心してほしい。",@Null@,アイコン：アイコンを解放。,足跡：わんわんの足跡が残ります。,@Null@,,,
137,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
138,春雨,「雨の音を聞くのが好き？」#r季節の使者の一人である春雨は、アルファスターの生態学研究者であり、回復の力を象徴しています。 彼女は巨大な四つ葉のクローバーに乗ったり、雲を操って空から雨を降らせるのが好きです。 彼女は一緒にいると楽しいが、春の気候のように気性が激しい。 柔らかい声を心がけてください。,@Null@,アイコン：アイコンを解放。,体エフェクト：蝶の妖精が体の周りを舞うよ！,@Null@,,,
139,爽やかな夏,「私の好きなストリートアートがこの天気に縛られるなんて...」#rが季節のアンバサダーになった彼は、猛烈な暑さやはじけるモンスーンに悩まされない、遠い世界への憧れがさらに強くなっていた。 次のステーションは、ゆったりとしたものにするか、急ぐものにするか。 誰も知らない。 夏の風の次の瞬間が爽やかな風になるのか、それとも雹が降るのか、予測できないと同じように。,@Null@,アイコン：アイコンを解放。,足跡,@Null@,,,
140,秋の果物,「ジュースを一杯飲みましょう！季節を操作しているわけではありませんが、自然の力が私を選んだのです。」＃rは活発な冬や夏とは異なり、静かな秋の果物は沈む地球のエネルギーをを好んで節制して使います。この旅は故郷を救うだけでなく、自分の能力と責任のためでもあります。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを紅葉が漂っています！,@Null@,,,
141,ブルー,ブルーは、マジックフェアリーキャッスルの守護魔法妖精で、マジックフェアリークイーンによって地球に送られました。彼女は乳母としてリンの家に滞在し、マギーとミッシェルリンの魔法の家庭教師であり親友でもあります。,@Null@,アイコン：アイコンを解放。,足跡：小さな黄色い花の足跡が残ります。,@Null@,,,
142,寓話,桜ちゃんの初着せ替えスキン,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りをうさぎちゃんが漂っています！,@Null@,,,
143,マギー,マギーは、人間界の魔法の妖精であるリン姉妹の姉です。 義理人情に厚く、楽観的で、生き生きとした優しさを持ち、知的で陽気な性格です。 いたずら好きなところがあり、絵を描くのが得意だが、衝動的な行動が多く、学ぶ気がない。,@Null@,アイコン：アイコンを解放。,足跡：小さな青い花の足跡が残ります。,@Null@,,,
144,スノーウィ,スノーウィは、人間界の魔法の妖精であるリン姉妹の妹です。 彼女は穏やかで寛大、知的でクールな性格で、よく組織化されています。 勉強や本を読むのが好きで、成績も良く、物事を分析するのが得意です。 妹でありながら、姉であるマギーの面倒を順番に見ることもああります。,@Null@,アイコン：アイコンを解放。,足跡：バブルの足跡が残ります。,@Null@,,,
145,行楽王子,行楽王子は青い髪の魔法の妖精の城の王子で、魔法の妖精の女王の誤解により、城を出て地球にきました。 表面的には冷たく見えるが、実際には兄のように温かく、非常に正義感が強く、少し傲慢な性格です。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りをきらきら輝いている星が漂っています！,@Null@,,,
146,ブロッサム,「見知らぬ人には桜が赤く、池のほとりには柳が緑、ツバメの鳴き声、今年も憧れの年」#r園芸家の家系を継いだブロッサムは、任王星で最も壮大な花の海を大切に管理しています。 桜の季節が終わり、人が少なくなると、彼女は稲妻が描かれた植木鉢を撫でながら、「あなたがいてくれたら、もっといいのに」とつぶやきます。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを花びらが漂っています！,@Null@,,,
147,ライトニング,「雲の中には何があるのか？ 風、雨、雷、稲妻は雪のように思念します」。雲の中を歩いているような感覚が好きだった #rライトニングはいつも魔法を使って空に舞い、雨や雪の中を歩く街の人々の姿を見下ろしました。 その時、彼は仁王星での偶然の出会いを思い出しました。「あの花のように美しい少女、故郷の花の海はきっと美しいだろう？,@Null@,アイコン：アイコンを解放。,足跡：水滴の足跡が残ります。,@Null@,,,
148,厳しい冬,「ここのオーロラのような美しさはない、あなた以外には」#r故郷を守るためにヴォイドビーストの呪いにかかった孤独な星間旅行者。 季節の使者になった後は、自分自身を地球のための武器に仕立て上げ、敵に彼の優しい性格とは正反対の、猛烈な氷の嵐や恐ろしい気象災害をもたらしました。,@Null@,アイコン：アイコンを解放。,足跡：小さな宇宙の足跡が残ります。,@Null@,,,
149,レアリティ,彼女は小馬谷の顔のピークで、美しく優雅で自信があり、魅力的で、自分のファッション店を持っている天才ファッションデザイナーです。彼女は馬たちが自分でデザインした服を着ているのを見るのが好きで、オポルというペット猫がいます。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを小さなダイヤモンドが漂っています！,@Null@,,,
150,アップルジャック,アップルジャックは、信頼性が高く、正直で、助けてくれるという素晴らしい資質を持っており、しばしば友人を支え、守ってきました。 甘いリンゴの果樹園でリンゴの収穫を担当し、ペットの犬ヴィノナは彼女の大親友です。アップルジャックは、ハーモニーの要素である 「誠実」を表しています。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを小さなリンゴが漂っています！,@Null@,,,
151,アラジン,「かつてのクシアの足取りを追って、沙月星の至宝を集めよ、アラジン……」謎の魔法使いに利用され、罠だらけの沙月遺跡で無字魔導書『アラビアン・ナイト』を手に入れました。彼は反抗しようと決心し、一人で砂月の宝物を探す旅に出しました。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周り謎のシンボルが漂っています！,@Null@,,,
152,ピノキオ,「木でも、温かさを得るために、火の懐に入ります。」,@Null@,アイコン：アイコンを解放。,足跡：蝶結びの足跡が残ります。,@Null@,,,
153,ターシャ,「生命はバネを巻いていて、人々はその回転に飽きていますが、それが最良の時に止まることを恐れています。」,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを光る羽が漂っています！,@Null@,,,
154,エイミー,エイミー、ジェシ、アリッサは親友で、一緒に黒魔王と戦っています。エイミーの嗅覚は特に敏感で、魔法の妖精になってからは、その嗅覚で敵を察知することが多くなり、とても助かっています。優しい性格ですぐに泣いてしまうが、見た目よりもタフで、トラブルが起きてもとても冷静です。,@Null@,アイコン：アイコンを解放。,足跡：星の足跡が残ります。,@Null@,,,
155,ジェシー,エイミー、ジェシー、アリッサは親友で、一緒に黒魔王と戦っています。ジェシーは色に敏感で、その想像力は常人を超えています。彼女は稀代の絵画の天才です。口数は少ないが、性格はやや頑固だが、とても親切です。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りをピンクの光が漂っています！,@Null@,,,
156,アリッサ,アリッサは、コイアフォートマジック王国のお姫様です。美しいブロンドの髪にダブルポニーテールで、王冠をかぶっています。性格は活発で明るく、おしゃべりが大好きで、冒険心が強く、恐れを知らないが、衝動的です。気に入らないことがありますと、魔法の色で絵を描きます。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを魔法エネルギーが漂っています！,@Null@,,,
157,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
158,吸血鬼の魔術師 ロット,"「笛を吹くと、雪をかぶったフクロウが空を飛んできて、少年の肩にとまりました。
雪肌の少年は手紙を取り出し、緑の目を瞬かせて、横からそっと尋ねた。
""魔法を使える吸血鬼に会ったことがありますか？""",@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを魔術の星光が漂っています！,@Null@,,,
159,月の女神,@Null@,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを花とウサギの花柄が漂っています！,@Null@,,,
160,ジェイドちゃん,"「蓮の実のペースト、ナツメヤシのペースト？ クリームか抹茶か？ すべてを手に入れることができます。
丸いボディの小さな月餅ですが、中には世界が広がっています。
この小さなシェフは、その無限の創造性で宇宙を席巻し、中国の点心に感動の魂を与えてくれることでしょう。
そして、この甘い味の準備はできていますか？""",@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを蝶々が漂っています！,@Null@,,,
161,トランペッター・ニタ,ニタはバラちゃん家のガーデンの磁器のウサギ人形で、バラちゃんが毎晩母を思って庭で魔法の練習をしているのを見て、魔法に命を与えられた。ジャングルを抜け、いばらをかき分け、魔法の花園を再び盛り上げるためだけだった。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りをフォノグラムが漂っています！,#cda5b0a築夢パックのみでゲットできる#n,,,
162,ドラマー・ニップ,ニップと妹のニタは、指揮者がバラちゃん家のガーデンに贈ったウサギの磁器の置物で、ニタがガーデンに残りたいと思っていたのとは違って、ニップは指揮者よりも大切だとひそかに思っていた。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りをフォノグラムが漂っています！,#cda5b0a築夢パックのみでゲットできる#n,,,
163,ドラゴンベル,@Null@,@Null@,アイコン：アイコンを解放。,足跡：肉まんの足跡が残ります。,@Null@,,,
164,十九,ねえ、見た目は子供だけど、実際にはマスターなんだよ。ワンリ師匠と兄がいれば、必殺技「飛龍」は簡単には使わない。しかし、やはり兄弟と遊ぶことが一番好きです。 もし負けたら...泣きますよ!,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りをエネルギーの光が漂っています！,@Null@,,,
165,ハニーくま,ソフトキャンディの柔らかさも、ハードキャンディの硬さも、すべては継承されたものです。革新と言えば、ハニーくまが一番です。ハニーくまの心は一番甘い。,@Null@,アイコン：アイコンを解放。,足跡：歩いたところにキャンディーが落ちていて、熊の足跡が残ります。,#cda5b0a築夢パックのみでゲットできる#n,,,
166,星夢,あくびは私の得意な動作です。誰もが私を夢想家と呼ぶ。太陽も星も月も、私の柔らかい枕の中にある。目隠しをして、すぐに眠りにつきます。昼も夜も、私と一緒に夢を見ましょう,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りをバブルが漂っています！,#cda5b0a築夢パックのみでゲットできる#n,,,
167,ポリー,"""人生の霧が解けたとき、あなたは真実を隠す隠された扉、近づく勇気がありますか？
彼女はチームを指揮する城の「女王」であり、家に幽閉されていた技術者の少女でもあるのです。聞こえましたか？彼女が大声で叫んでいる。""私を束縛する者は、必ず敗者となる！""",@Null@,アイコン：アイコンを解放。,足跡：光のバブルが残ります。,@Null@,,,
168,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
169,サイレン,鳥が歌い踊るように、それは人々の心の何かに関連しています。時間が経過し、世界の支配者が現れるでしょう。彼女は自分の運命と信念を理解している。守るべきものは、金や宝石よりも大切なものだから。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを金色のイチョウの葉が漂っています！,#cda5b0aインタラクション：スカイマーキーズ とのインタラクティブアクションをトリガーできます！#n,,,
170,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
171,スカイマーキーズ,悪夢に囚われた王様は、僅かの栄光を求めて努力する。彼は、魂の叫びを聞いた...歌声を聞いたのか...？追いかけて、生き延びてください,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを青い光が漂っています！,#cda5b0aインタラクション：サイレンとのインタラクティブアクションをトリガーできます！#n,,,
172,ユアー,"""踊るファン"" ""ネオンの服の羽毛
私のファンと服が好き？
ならば、私と話をしましょう",@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを緑の花が漂っています！,,,,
173,ジリ,"人間は皆、生まれながらにして良い品質を持っています。そして、成長するにつれ、違いが出てきます。
私にとっては、戦ったり殺したりすることは全くかっこよくありません。",@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを漢字が漂っています！,,,,
174,キャスパー,"ランタンを持って、肩にカラスを乗せて、夜の守護者は誰？
闇を散らす能力がありますが、良い眠りだけを切望している。
駄目な人がいたら、私の十字架を試してみましょう!",@Null@,アイコン：アイコンを解放。,足跡：黒い炎の足跡が残ります。,@Null@,,,
175,オリビア,夜はスカートを飾られている、誰も花束を争っていない。枯れることも萎むこともない不滅の花さん、教えてください、私を救ってくれた人はカラスを育てましたか？,@Null@,アイコン：アイコンを解放。,足跡：ローズの足跡が残ります。,@Null@,,,
176,ユナ,今夜はかわいい黒猫に変身して、人間と出会で、魔女の権利を使う。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りをミステリーバットが漂っています！,@Null@,,,
177,アンドリュー,夜になると、闇が徐々に世界を包んでいきます。蜘蛛は巣を張り、コウモリは旅をし、私はミステリアスでハンサムなハロウィン・スピリットです。,@Null@,アイコン：アイコンを解放。,体エフェクト：ミステリーバットが漂っています！,@Null@,,,
178,極獣捜査官ウォフ·シルバー,"ウォフ·シルバーは白狼一族の出身で、生まれつき機敏で冷静、決断し、高マンダスター工作員組織“極獣特攻”の一員だった。
得意な武器は、マシュメロが改製を手伝ってくれる銃刃で、チームで近距離で戦う突撃手を務め、普段は手袋に隠されている旋回翼無人機が攻撃を補助することができる。",@Null@,アイコン：アイコンを解放。,足跡：エージェントのアイコンの足跡が残ります。,@Null@,,,
179,精霊姫,"本名は花穂、人は精霊姫と呼ばれる。
彼女は命を守る女神で、花海潮の花聖殿に住み、命も魂も尊重する。
愛の心で世の霊を守るのは、外見が親近感を与えるだけでなく、とても優しい。",@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りを花玲蝶が漂っています！,@Null@,,,
180,竜空空,"仙奉星の隠居竜族少女は、想像力と自由に満ちた心を持っていた。 
偶然にも龍人・鱗休と知り合い、おやつを交換する仲間となり、鱗休から外の世界の関する多くの知識を得て、いつか役立つことを期待しています。",@Null@,アイコン：アイコンを解放。,足跡：骨の足跡が残ります。,#cda5b0a築夢パックのみでゲットできる#n,,,
181,ターキーの専門家·トルク,"トルクは食趣星の謎のシェフで、1年の間に感謝祭が近づいた時だけ、火鶏店が営業しています。
そして現れるたびに、必ず彼の得意な看板料理である七面鳥焼きを持っていく。",@Null@,アイコン：アイコンを解放。,足跡：七面鳥の足跡が残ります。,#cda5b0a築夢パックのみでゲットできる#n,,,
182,イチゴジャム·ベリー,"ベリーは食趣星でイチゴを一番知っている人です。
彼女はイチゴに関する各コーナーを楽しみ、種をまいて芽を出してから花を咲かせるまで、田野から摘んで食卓に送るまで、ベリーが楽しんでいた。",@Null@,アイコン：アイコンを解放。,足跡：イチゴの足跡が残ります。,#cda5b0a築夢パックのみでゲットできる#n,,,
183,ガネーシャ,ガネーシャは知恵と芸術を一身に集め、障害を打破し、成功と幸福をもたらした。世の中には完璧な理想の運命はありません。成功を達成し、知識や知恵を得るためには、努力と犠牲を払わなければなりません。,@Null@,アイコン：アイコンを解放。,体エフェクト：蓮の花びらが漂っている！,@Null@,,,
184,電音女王　ササ,テルスターで最も人気のある歌手、超人気なので大きなトラブルに起こし、音楽活動は一時停滞していた。天才DJ「Mini-Beat」と偶然出会ったきっかけで、電子音楽制作を始め、再びシンガーとしてのキャリアの頂点に立った......,@Null@,アイコン：アイコンを解放。,体エフェクト：カラー音符が漂っている！,@Null@,,,
185,仙跡守護者 ユニー,童夢の星の魔法の森には、鳳の星域最後のユニコーンたちが住んでいる。 魔法がますます不足する時代に、ユニコーンも生存の危機に直面している。仙跡を守るために、群れの末っ子のユニーは、森の特産品「魔法の真珠」を魔法の力と引き換えに、でこぼこの旅に乗り出した......,@Null@,アイコン：アイコンを解放。,足跡：蝶結びの足跡が残ります。,@Null@,,,
186,雲裳,"実践力と想像力を持つファッションデザイナー、創造性と伝統を兼ね備える星間の旅人。
龍の星域で惑星間往復し、あらゆるスタイルの服から力を吸収する。
様々なスタイルを試してみたければ、彼女に任せてみよう！",@Null@,アイコン：アイコンを解放。,体エフェクト：ピンクの花が漂っている！,@Null@,,,
187,元祥児,"元祥児は食趣星冬大使で、寝食を忘れて冬の祭典をしていた彼女は、いつも目が覚めていないように見えた。
立冬から元旦まで，彼女は忙しくて，いつもうっかりして，やっと新しい年がまた来たことに気づいた！",@Null@,アイコン：アイコンを解放。,足跡：小羊の足跡が残ります。,@Null@,,,
188,顔廷懐,"大同星で最も期待されていた神童秀才は、及第の時に悟りを開き、かつて夢見ていた挙人資格を放棄し、裸足の書生の雲遊の道を歩んだ。
偶然星門徒を助けたため、仙奉星の神仙地界に入ることができ、ファンタジー版「桃花源記」の旅が始まった…。",@Null@,アイコン：アイコンを解放。,体エフェクト：竹の葉が漂っている！,@Null@,,,
189,獅子舞のドラゴン,@Null@,@Null@,アイコン：アイコンを解放。,足跡：アジサイの足跡が残ります。,@Null@,,,
190,ハニー,「空から蜂蜜が降ってくることはない！」 これはハニーのマントラ。ミメンタウンの新メンバーとして、彼女の勤勉さは皆に感銘を与えた。 毎週月曜日の朝9時には、みんなの家の前に新鮮なハチミツの瓶が常にある。みんなが「今まで食べたハチミツの中で一番おいしい」と言っている。,イベントから解放アイテムを獲得できます。,アイコン：アイコンを解放。,足跡：ハチミツの足跡が残ります。,#cda5b0a築夢パックのみでゲットできる#n,,,
191,沈一弦,大同星の世外高人。ハンサムで、幻術を得意とし、しばしば鶴に変身してこの世から飛び去っていく。外人には知られていない謎の身分を持っている。月子ちゃんとの関係は非常に緊密であり、彼女の怒りのを最も恐れている。,イベントから解放アイテムを獲得できます。,アイコン：アイコンを解放。,体エフェクト：体の周りに青い霊気が漂うよ！,@Null@,,,
192,雲臙,仙奉星の霊狐一族の末娘で、星雲剣仙である蒼鴻の長年の友人である。蒼鴻の影響を受け、呪文ではなく技術を好み、あらゆる機械仕掛けをいじるのが好きで、一族の中では異質な存在とされている。 でも、雲臙は気にしない。他の人たちは、技術のすばらしさを知らないのだから。,@Null@,アイコン：アイコンを解放。,体エフェクト：体の周りにピンクハートが漂うよ！,#cda5b0a築夢パックのみでゲットできる#n,,,
193,蒼鴻,大同星の最も謎の多い「剣の仙人」。江湖に伝わる蒼鴻という名前以外は、年齢、出身、住所などすべて不明である。その剣は仙剣といわれ、振ると仙の光で輝き、あらゆるものを切り裂くことができるという。 しかし、あまり知られていないのは、この剣が、意外に高マンダスターから来たものだ......,@Null@,アイコン：アイコンを解放。,体エフェクト：体が仙の光が輝く！,#cda5b0a築夢パックのみでゲットできる#n,,,
194,カトリナ,"かつて愛した人を忘れるのは、どれくらい時間がかかるのか?
カトリナにとって、その答えは500年。
彼女は闇の使者に扮し、深淵の中で数え切れないほどの昼夜を過ごしながら、彼を待っていた。 孤独な夜更けの中、最後に彼に会うために、彼女はアンデッドダンサーの姿になった。",@Null@,アイコン：アイコンを解放。,体エフェクト：蝶が体の周りを舞うよ！,@Null@,,,
195,スパイダーガール,"ブルズアイに身におくことが大好きだ。次の瞬間には、利口ぶるハンターは一歩も動けなくなった。
逃げ場がなく、抵抗をあきらめろ！ 結局のところ、世界一甘い夢は、私が織る網なのだ。",@Null@,アイコン：アイコンを解放。,足跡：クモの跡が残ります。,@Null@,,,
