ID,名字,描述,获得方式
11327,福の玉,逃亡状態の#c0aba1d年獣#nに使用すると、一定の確率で#c0aba1d飼い慣らせる#rことができる。#nクリエーションハンマーを使用して年獣エッグを作る素材の1つ。,春節イベント期間中、福の玉モンスターを倒すと一定の確率でドロップする。
11328,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11329,銅,銅の道具や装備を作るために使われている,マイニング@item_451#。
11330,チタン,チタンの道具や装備を作るために使われている,
11331,スターステーションエネルギーコア,創造力に注入されたエネルギーブロック。 #rエネルギーコアを手で保持し、コンソールブロックをタップしてスターステーションシステムを有効にします。,@Null@
11332,銅棒,#c0aba1d職人台#nを使用して、各種工具の製造ができる。 #rフェンスを作成するために使用できます。,
11333,三角形ポータルシャード,Triangle Portalから削除され、右クリックして使用するには、右クリックすると、アクティブな宇宙ステーションで現在の星へのテレポート#r TRIARGRE PORTALがvoidから未知の電力を使用し、Void Messengerは三角形ポータルを使用してミニ宇宙のスターリンクに侵入し略奪しています。,@Null@
11334,スマートチップ,アドバンスド?ポッドのコア。ポッドアップグレードのコンポーネントを加工するのに使用される。#r高レベルのテレポーターのさらなる星への旅行,
11335,アップグレード部分Aタイプ,アップグレード部分を手に保持し、レベル1のテレポータを右クリックしてレベル2 Teleporter #rにアップグレードしてください。,@Null@
11336,ゲームのバージョンが低すぎます,@Null@,@Null@
11337,ゲームのバージョンが低すぎます,@Null@,@Null@
11400,トウモロコシの種,畑に#c0aba1d植え#n、しばらくするとトウモロコシが育つ。,トウモロコシから作ることができる。
11401,巨大ブルフルーツの種,畑に#c0aba1d植え#n、しばらくすると隣り合った位置に巨大ブルフルーツが実る。#nまた、#c0aba1d 動物性肥料#nを使用することで、生育を促進することができます。,
11402,巨大なプルマージュの種,畑に#c0aba1d植え#n、しばらくすると隣り合った位置に巨大なプルマージュが実る。#nまた、#c0aba1d 動物性肥料#nを使用することで、生育を促進することができます。,
11403,レッドシダーフルーツ,#c0aba1d食べる#nと15生命を回復。レッドシダーの葉に植えることができる。#r#c0aba1d飼いならされたペンギンに#nに使用して、#c0aba1d 繁殖#n状態にすることができる。,陶器のツボを破壊するか、地下牢の宝箱を開けると一定の確率で入手できる。
11404,稲の種,底が土ブロックまたは砂ブロック、かつ深さ1マスの水源に#c0aba1d植える#nと、稲が成長する。,稲刈りで入手できる。
11405,チェリーの木の種,土ピットに植えてチェリーの木に育てることができる,
11406,松の木の種,土壌ピットに植えて落葉松の木に育てることができる,@Null@
11407,アーバーの種,土壌ピットに植えて雨林アーバーに育てることができる,@Null@
11408,珍しい木の種,土壌ピットに植えて珍しい木に育てることができる,@Null@
11409,桃の木の種,土壌ピットに植えて桃の木に育てることができる,@Null@
11410,ポプラの木の種,土壌ピットに植えてポプラの木に育てることができる,@Null@
11411,クルミの木の種,土ピットに植えてクルミの木に育てることができる,
11412,杉の木の種,土壌ピットに植えて杉の木に育てることができる,@Null@
11413,クスノキの種,土壌ピットに植えてクスノキに育てることができる,@Null@
11418,@Null@,@Null@,@Null@
11419,野生綿の種,@item_102#に植えられた後、それは綿の木に育ちます。,
11420,サボテンの種,植えればサボテンになる希望の種,
11421,ポプラの種,土の穴に植えると、#c0aba1dコトカケヤナギnに成長する希望の種。,
11422,巨大ココナッツリーフ,この大きさの葉は、#c0aba1d燃料#nとして使用すると長時間燃焼するようです。,
11423,変異巨大ココナッツリーフ,赤土によって葉っぱ全体の色が大きく変わり、中には不安定な物質が大量に溜まっていて、#c0aba1d燃料#nとして使うとさらに長く燃えそうだ。,
11424,ココナッツ砲弾,海賊はココナッツに不安定な化合物を流し込んで土の砲弾を作っていたが、かなりの威力である。,職人台で加工して入手可能
11500,薄白いの顔料瓶,最も基本的な色の一つで、比較的高価ですが、明るい色調の顔料を混ぜるのに欠かせない白は、染色に使うことができます。,職人台で加工して入手可能
11501,赤オレンジの顔料瓶,赤色顔料と黄色顔料を#c0aba1dパレット#nにブレンドしたものです。染色できる。,小さなガラス瓶を使用して、パレットの顔料を取り出すことに入手
11502,赤紫色の顔料瓶,赤色顔料と紫顔料を#c0aba1dパレット#nにブレンドしたものです。染色できる。,小さなガラス瓶を使用して、パレットの顔料を取り出すことに入手
11503,水色の顔料瓶,白色顔料とブルー顔料を#c0aba1dパレット#nにブレンドしたものです。染色できる。,小さなガラス瓶を使用して、パレットの顔料を取り出すことに入手
11504,薄黄色いの顔料瓶,最も基本的な色の一つで、配合される顔料を黄色に偏らせ、染色に利用することができる。,職人台で加工して入手可能
11505,黄緑色の顔料瓶,白色顔料と緑色顔料を#c0aba1dパレット#nにブレンドしたものです。染色できる。,小さなガラス瓶を使用して、パレットの顔料を取り出すことに入手
11506,ベゴニアの顔料瓶,白色顔料と赤い顔料を#c0aba1dパレット#nにブレンドしたものです。染色できる。,小さなガラス瓶を使用して、パレットの顔料を取り出すことに入手
11507,灰色の顔料瓶,白色顔料と黒い顔料を#c0aba1dパレット#nにブレンドしたものです。染色できる。,小さなガラス瓶を使用して、パレットの顔料を取り出すことに入手
11508,薄灰色の顔料瓶,白色顔料とグレー顔料を#c0aba1dパレット#nにブレンドしたものです。染色できる。,小さなガラス瓶を使用して、パレットの顔料を取り出すことに入手
11509,青緑の顔料瓶,ブルー顔料と緑の顔料を#c0aba1dパレット#nにブレンドしたものです。染色できる。,小さなガラス瓶を使用して、パレットの顔料を取り出すことに入手
11510,紫色の顔料瓶,赤い顔料とブルー顔料を#c0aba1dパレット#nにブレンドしたものです。染色できる。,小さなガラス瓶を使用して、パレットの顔料を取り出すことに入手
11511,カヤナイト,その他多くの上級アイテムの素材でもある。,カヤナイト鉱石を際に採掘して入手する。
11512,深い栗色の顔料瓶,赤い顔料と黒い顔料を#c0aba1dパレット#nにブレンドしたものです。染色できる。,小さなガラス瓶を使用して、パレットの顔料を取り出すことに入手
11513,エメラルドグリーンの顔料瓶,黄色い顔料とブルー顔料を#c0aba1dパレット#nにブレンドしたものです。染色できる。,小さなガラス瓶を使用して、パレットの顔料を取り出すことに入手
11514,ハーキュリアンレッドの顔料瓶,最も基本的な色の一つで、配合される顔料を赤色に偏らせ、染色に利用することができる。,職人台で加工して入手可能
11515,コールブラックの顔料瓶,赤色顔料、黄色顔料、青色顔料を@item_498#に入れて調和したもの、染色に使える。,陶製のツボを破壊すると一定の確率でドロップされる。
11516,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11517,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11518,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11519,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11520,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11521,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11522,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11523,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11524,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11525,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11526,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11527,バージョンが古い,チタンを使って、絹で包んだメノウのマントを作るためのハンマーに使う原料の一つを作る。,
11528,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11529,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11530,バージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11531,ゲームのバージョンが古い,今すぐ最新バージョンをダウンロードしましょう！,
11532,ロイヤルブルー顔料瓶,基本色の一つです。調和した顔料をブルーに偏らせることができ、染色に使用できます。,職人台で加工して獲得できる
11533,チタンパウダー,白い顔料ボトルを作る原料です。チタンインゴットを使って、作る可能。,職人台で加工して獲得できる
11534,草の飼料,飼料は飼料タンクに配置する必要があり、草食動物または雑食動物は#c0aba1d成長、繁殖、または生命を回復することができ#n。は草食動物または雑食動物を引き付けることができ。,
11535,肉飼料,飼料は飼料タンクに配置する必要があり、肉食動物または雑食動物は#c0aba1d成長、繁殖、または生命を回復することができ#n。は肉食動物または雑食動物を引き付ける可能性があり。,
11536,サンセットオレンジ顔料瓶,赤い颜料とオレンジの颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11537,紅葉オレンジ顔料瓶,黄色い颜料とオレンジの颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11538,シアニンパープル顔料瓶,青い颜料とパープルの颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11539,ウィローグリーン顔料瓶,黄色い颜料と緑の颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11540,レモンイエロー顔料瓶,黄色い颜料と白い颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11541,シナモンオレンジ顔料瓶,オレンジの颜料と白い颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11542,ライラック顔料瓶,パープルの颜料と白い颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11543,アンバーイエロー顔料瓶,黄色い颜料と黒い颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11544,ネイビーブルー顔料瓶,青い颜料と黒い颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11545,キャラメルオレンジ顔料瓶,オレンジの颜料と黒い颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11546,黛パープル顔料瓶,パープルの颜料と黒い颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11547,バンブーグリーン顔料瓶,緑の颜料と黒い颜料は#c0aba1dパレット#で調和して、合成します。染色に使用できます。,小さなガラス瓶を使ってパレット上の颜料を入れて入手
11551,ブロック破壊,@Null@,@Null@
11552,ブロック設置,@Null@,@Null@
11553,ブロック交換,@Null@,@Null@
11554,攻撃,@Null@,@Null@
11555,吹き飛ばし,@Null@,@Null@
11556,召喚,@Null@,@Null@
11557,追加ステータス,@Null@,@Null@
11558,投擲物発射,@Null@,@Null@
11559,治療,@Null@,@Null@
11560,破壊ブロック（投擲）,@Null@,@Null@
11561,交換ブロック（投擲）,@Null@,@Null@
11562,設置ブロック（投擲）,@Null@,@Null@
11563,攻撃（投擲）,@Null@,@Null@
11564,吹き飛ばし（投擲）,@Null@,@Null@
11565,召喚（投擲）,@Null@,@Null@
11566,追加ステータス（投擲）,@Null@,@Null@
11567,投擲物発射（投擲）,@Null@,@Null@
11568,治療（投擲）,@Null@,@Null@
11569,杖,丈夫な喬木でできた杖。晶核と融合させると、強力な杖になる,@Null@
11570,平凡晶核,普通の晶核。平凡な杖を合成ため、及び海の精霊を変身する時使います。,
11571,熾烈晶核,炎の力を秘めた晶核。熾烈な杖を合成する際に使用する,
11572,雷電晶核,雷電の力を秘めた晶核。雷電の杖を合成する際に使用する,
11573,猛毒晶核,強烈な毒を持つ晶核。猛毒の杖を合成する際に使用する,
11574,蘇生晶核,治癒効果を秘めた晶核。蘇生の杖を合成する際に使用する,
11575,召喚晶核,召喚魔法の杖の力の源となる神秘的な力の晶核であり、#c0aba1d召喚魔法の杖#nの合成に不可欠なパーツ。,
11576,寒霜晶核,極寒の力を秘めた晶核、@item_11667#の加工に使える。ルーン象嵌の副素材としても使える。,
11580,平凡な杖,何の変哲もない杖。魔法玉を発射する,@Null@
11581,熾烈な杖,炎の力が付与された杖、火炎の魔法玉を発射する,@Null@
11582,雷電の杖,雷の力が付与された杖、雷を召喚する,@Null@
11583,猛毒の杖,猛毒効果が付与された杖、毒を持った魔法玉を発射する,@Null@
11584,蘇生の杖,回復効果が付与された杖。生き物に命中すると、自身のHPを回復する,@Null@
11585,召喚の魔法杖,伝説の魔法の杖。ブロックを向けて、スキルを使用時に、#c0aba1dサンドマン#nを召喚し、ヒーローのために戦わせる。,
11586,平凡な魔法玉,@Null@,@Null@
11587,熾烈な魔法玉,@Null@,@Null@
11588,雷電の魔法玉,@Null@,@Null@
11589,猛毒の魔法玉,@Null@,@Null@
11590,蘇生の魔法玉,@Null@,@Null@
11591,蛇の神の翼,蛇の神の羽でできた翼。滑るように飛ぶことができる,@Null@
11592,ブーメラン,祭祀の骨で作った武器、投げた後、手元に帰ってくる,
11593,呪骨,銘文の刻まれた祭祀用の骨,野蛮人祭司を撃破すると獲得できる
11594,蛇神の羽,ケツァル・コアトルの華麗な羽、@item_11591#に加工できる,ケツァル・コアトルを撃破すると獲得できる
11595,コケ玉,製錬所にて燃やすと@item_11598#を獲得でき、投擲物としても使える。,@item_397#を採集することで獲得。
11596,スターライトの粉塵,スターライトに照らされたほこり,@item_394#を採集することで獲得できる
11597,雨林の目,雨林の芯で合成された神秘の鍵。欠けた神像に使用すると、神殿をアクティベートできる,
11598,草木の灰,栄養がある灰。草木灰ブロックの合成に使用する,
11599,バナナ,#c0aba1d食べる#nと30生命を回復。,@Null@
11600,スターライトバナナ,#c0aba1d食べる#nと100生命を回復。#r星の光につけたバナナは小道具を持っているモンキーと道具と交換することができます。,@Null@
11601,雨林の芯のカケラ,透明かつレアな結晶。雨林の芯の喬木を破壊して入手する,@Null@
11602,ヒョウの皮,完全なヒョウの皮。ヒョウの寝袋の合成に使用する,
11603,初級攻撃ルーン,初級の攻撃ルーンストーン、ルーンテーブルで#c0aba1d武器#nのルーンをアクティベートできる,
11604,中級攻撃ルーン,中級の攻撃ルーンストーン、ルーンテーブルで#c0aba1d武器#nのルーンをアクティベートできる,
11605,高級攻撃ルーン,高級の攻撃ルーンストーン、ルーンテーブルで#c0aba1d武器#nのルーンをアクティベートできる,
11606,初級防御ルーン,初級の防御ルーンストーン、ルーンテーブルで#c0aba1d防御装備#nのルーンをアクティベートできる,
11607,中級防御ルーン,中級の防御ルーンストーン、ルーンテーブルで#c0aba1d防御装備#nのルーンをアクティベートできる,
11608,高級防御ルーン,高級の防御ルーンストーン、ルーンテーブルで#c0aba1d防御装備#nのルーンをアクティベートできる,
11609,初級効率ルーン,初級の効率ルーンストーン、ルーンテーブルで#c0aba1d道具#nのルーンをアクティベートできる,
11610,中級効率ルーン,中級の効率ルーンストーン、ルーンテーブルで#c0aba1d道具#nのルーンをアクティベートできる,
11611,高級効率ルーン,高級の効率ルーンストーン、ルーンテーブルで#c0aba1d道具#nのルーンをアクティベートできる,
11612,万能アクティベーション石,#c0aba1dいずれのルーン#nをアクティベートできる万能アクティベーション石、ルーンストーンモンスターを殺すと落とす,
11613,石製クリエーションハンマー,石で作られたクリエーションハンマー、ブロックに打ち付けると音が鳴り、鍵を使って地面に置くことができる#r野蛮人または氷原村人に使用すれば、建築者にすることができる,
11614,銅製クリエーションハンマー,銅で作られたクリエーションハンマー、ブロックに打ち付けると音が鳴り、鍵を使って地面に置くことができる#r野蛮人または氷原村人に使用すれば、建築者にすることができる,
11615,ミスリルクリエーションハンマー,ミスリルで作られたクリエーションハンマー、ブロックに打ち付けると音が鳴り、鍵を使って地面に置くことができる#r野蛮人または氷原村人に使用すれば、建築者にすることができる,
11616,チタンクリエーションハンマー,チタンで作られたクリエーションハンマー、ブロックに打ち付けると音が鳴り、鍵を使って地面に置くことができる#r野蛮人または氷原村人に使用すれば、建築者にすることができる,
11617,シャワーヘッド,空きシャワーヘッド。水に面しながら使用することで水で満たすことができる,@Null@
11618,初級攻撃ルーン宝石,初級の攻撃ルーンストーン、ルーンテーブルで#c0aba1d武器#nのルーンをアクティベートできる,
11619,中級攻撃ルーン宝石,中級の攻撃ルーンストーン、ルーンテーブルで#c0aba1d武器#nのルーンをアクティベートできる,
11620,高級攻撃ルーン宝石,高級の攻撃ルーンストーン、ルーンテーブルで#c0aba1d武器#nのルーンをアクティベートできる,
11621,初級防御ルーン宝石,初級の防御ルーンストーン、ルーンテーブルで#c0aba1d防御装備#nのルーンをアクティベートできる,
11622,中級防御ルーン宝石,中級の防御ルーンストーン、ルーンテーブルで#c0aba1d防御装備#nのルーンをアクティベートできる,
11623,高級防御ルーン宝石,高級の防御ルーンストーン、ルーンテーブルで#c0aba1d防御装備#nのルーンをアクティベートできる,
11624,初級効率ルーン宝石,初級の効率ルーンストーン、ルーンテーブルで#c0aba1d道具#nのルーンをアクティベートできる,
11625,中級効率ルーン宝石,中級の効率ルーンストーン、ルーンテーブルで#c0aba1d道具#nのルーンをアクティベートできる,
11626,高級効率ルーン宝石,高級の効率ルーンストーン、ルーンテーブルで#c0aba1d道具#nのルーンをアクティベートできる,
11627,石材料,基礎の石材料、石の武器や道具を作るために使用でき、地面に散らばっている石ブロックを破壊することによって得られる。,
11628,水ありシャワーヘッド,水で満たされたシャワーヘッドは、乾燥した農地や土壌ピットに対して使用されると土壌を湿らせる,
11629,召喚オーブ,,
11630,猛毒ボトル,猛毒の液体が入ったガラス瓶で、当たるとその場に#c0aba1d猛毒#nのプールを生成し、投げられた人は運が悪くなる。,
11631,解毒パウダーパック,#c0aba1d力を蓄える#nして投げ、生き物やブロックにぶつけて爆発させ、11*11*5範囲にいる全ての生き物から毒素を取り除き、サソリに一定のダメージを与える。,
11632,サソリの硬い殻,砂漠のサソリの殻、非常に硬く、#c0aba1d スコーピオンクラストシールド#nを合成できる。,鈍器武器で大きいサソリを攻撃すると落とす
11633,サソリのしっぽ,砂漠のサソリの尾は非常に鋭い、スコーピオンクラストシールドを#c0aba1dサソリのとげシールド#にアップグレードします。,鋭利武器で大きいサソリを攻撃すると落とす
11634,毒袋,毒サソリが毒液を保存する腺体、@item_11630#の加工に使える。防具ルーン象嵌時の副素材としても使える。,毒サソリを撃破するとドロップされる
11635,元素核のかけら,元素核が壊れた破片で、#c0aba1d液化剤#nを作ることができる。,
11636,破れた元素核,壊れた元素核、あまり安定しないので、捨てないでください。,
11637,熔融剤,伝説の魔法の液化剤。古代の伝説では、いくつかのブロックを液体に変えることができ、#c0aba1d力を蓄える#nして投げる。,
11638,音声爆弾,絶対衝撃の爆薬筒、投げつけられた者を眩暈させる。#c0aba1d力を蓄える#nして投げる。,
11639,砂防ケープ,#c0aba1d 移動速度+3%#n#r 身につけると砂嵐から身を守るマント。,
11640,ガードの心,海の精霊ガードの力の根源、水の力があるらしい。,海の精霊ガードを倒して落とす
11641,海の精霊の変身石,ガードの心の力を使って、しばらく海の精霊ガードを#c0aba1d変身#nすることができる。海の精霊ガードの攻撃方法を使えるし、本物の海の精霊ガードをあなたに仲間と誤認します。,
11642,ダイビングマスク,海洋探検家には必要なダイビング装備。視野の範囲を広める。海の底にもよく見えます。#r#c0aba1d物理防御+6#n,
11643,ダイビング服,海洋探検家には必要なダイビング装備。水圧の問題を解決します。#r#c0aba1d物理防御+9#n,
11644,ダイビング足ヒレ,海洋探検家には必要なダイビング装備。#r#c0aba1d水中の移動スピード+20%#r#c0aba1d物理防御+9#n,
11645,高級ダイビングマスク,海洋に征服するには必要な高級装備。もっと広い視野に与える。#r#c0aba1dd物理防御+10#n,
11646,高級ダイビング服,海洋に征服するには必要な高級装備。防御力はもっと強い。#r#c0aba1d水圧のdebuffを免除する。#r#c0aba1d物理防御+14#n,
11647,高級ダイビング足ヒレ,海洋に征服するには必要な高級装備。#r#c0aba1d水中の移動スピード+35%#r#c0aba1d物理防御+14#n,
11648,イナズマのコア,太古のイナズマ力のコアを持って、記ルーンテーブルで副材料として#c0aba1dイナズマ鞭#nのルーン効果をアクティベートできる,沈没船グループ内の宝箱から獲得
11649,ハイドロポンプ,水圧を使って、ダメージを与える。#c0aba1d水圧が大きいくなると、ダメージと爆破の範囲の大きくなる。#n#r空気中水圧がない場合はダメージを与えない。短距離の撃退効果になる。 #r使用#c0aba1d圧縮ガスタンク#n内の酸素は弾丸。,
11650,幸運の花冠,神秘的な力を含む花冠は、致命的なダメージを受けた時に自分の力をすべて使用して#c0aba1d保護効果:致命的なダメージを受けた時に生命値が0にならない最低は1#nになる、アクティベート後に花冠が破壊される#r#c0aba1d幸運+1#n,
11651,空気玉,空気投射物,
11652,海の精霊ガード-水柱,,
11653,精確ルーン,精確を意味するルーン、ルーンテーブルにてこのタグを付与できる。,
11654,彼岸のパイナップル,彼岸のパイナップルを#c0aba1d投げた#n後、爆発が発生します。爆発範囲内の生き物は#c0aba1d突発的な病気#nの状態になる。#r突発的な病気の生き物は、周りの生き物を攻撃します。,
11655,パール,優雅の真珠は、#c0aba1d酸素精製装置#nの重要な原料の一つである,ジャイアントホタテが開くと出てきそうなレア素材
11656,未使用の蛍光ペンライト,#c0aba1d蛍光ペンライト藻#nから採取した蛍光ペンライト。棒の中の蛍光液体が折った後に光を出る、水中探検の照明道具として使える,蛍光ペンライト藻を破壊して獲得
11657,輝くの蛍光ペンライト,光はまぶしいが、一時的な花のようです。手に持っているときに水中の#c0aba1dの可視範囲を高めることができる#n#r#c0aba1d投げ#n後に#c0aba1dブロック#nに挿入すると、内部の蛍光液体が消耗するまで小さな光源を生成することができる,蛍光ペンライトを使用して獲得
11658,使用完了の蛍光ペンライト,最後の光の消散に伴い、蛍光ペンライト藻は新生#rを育成し始めた、#c0aba1d深い積層の岩石#nの上面に挿入すると、#c0aba1d蛍光ペンライト藻苗#nが成長する,光る蛍光ペンライトが使用完了以降獲得
11659,乾燥したボケボケ魚,#c0aba1d食べる#nと15体力を回復#r干物棚でボケボケ魚を乾かす。これは漁村の村人の食べ物だ,
11660,でかいココナッツ（ドロップ中）,ドロップ中のでかいココナッツ,
11661,変異でかいココナッツ（ドロップ中）,ドロップ中の変異でかいココナッツ,
11662,タツノオトシゴ水バブル,,
11663,クラゲイナズマエフェクト,,
11664,スターエネルギーの結晶,@item_405#を製錬して獲得した純度の高い結晶、あらゆるスターエネルギー装置を加工する時に必要不可欠な原材料,
11665,氷結パフキノコの胞子,@item_120#に植えると、@item_150009#が生える,
11666,氷結蕨の種,@item_121#に植えると、@item_150012#が生える,
11667,氷魄の杖,氷の力が付与された杖、氷を持った魔法玉を発射できる,
11668,極寒域の杖,@item_11667#に基づいて作られた上級の杖、その製造方法は謎に包まれており、当分の間、復元することは不可能である。ただ、この杖が放った強力な氷魔法は紛れもなくクールである,寒霜の野蛮人祭司を撃破すると獲得できる
11669,氷魄の魔法玉,,
11670,極寒域の魔法玉,,
11671,法陣の氷柱,落下中の氷柱,
11672,氷霧瓶,低温の胞子が大量に入ったガラス瓶、命中するとその場で#c0aba1d氷の霧#nを召喚する。冷たいから気を付けてね,
11673,堅い氷柱（落下中）,落下中の氷柱,
11674,脆い氷柱（落下中）,落下中の氷柱,
11800,変異巻物,バックパック内でこの巻物にエンチャントすると#c0aba1d萌目プラネット系の属性#nを入手できる。#r#c0aba1d図面-変異技術#nを使い工具箱をアンロックして作る。,@Null@
11801,火の巻物,バックパック内でこの巻物にエンチャントすると#c0aba1d火系属性#nを入手できる。,@Null@
11802,カオスの巻物,バックパック内でこの巻物にエンチャントすると#c0aba1dカオス保護属性#nを入手できる。#rマグマブラックドラゴンを倒し工具箱をアンロックして作る。,@Null@
11803,本,#c0aba1d本作成台#nで#c0aba1d革の巻物#nを加工して入手する。#c0aba1d本棚#nに置くか、#c0aba1d本#nを手に持ち、閲覧をタップして読む。,
11804,使用済みの手紙,使用すると文字を記録できる,@Null@
11805,空白の巻物,なにを記録しているらしい。,
11806,レザーの巻物,使用すると文字を記録できる,
11807,魔力の巻物,魔力を秘めた巻物。エンチャント後の巻物は#c0aba1d魔法付与融合台#nで他のアイテムと融合できる。,巻物にエンチャントして生成する。#r商人が時々販売している。
11809,コマンドチップ,使用後、設定画面を開いて指令を編集できる。設定完了後は#c0aba1d信号解析機に向けて使用#nしないと適用されない。,@Null@
11810,マウントの鞍,#c0aba1d懐かせた#nアイスクマ、ダチョウ、ラプターに使用すると、#c0aba1d騎乗可能#n状態になる。,地下牢の宝箱を開けると一定の確率で入手できる。#r商人が販売することもある。
11811,BGM1,素敵な楽曲,@Null@
11812,BGM2,素敵な楽曲,@Null@
11813,BGM3,素敵な楽曲,@Null@
11814,BGM4,素敵な楽曲,@Null@
11815,BGM5,素敵な楽曲,@Null@
11816,BGM6,素敵な楽曲,@Null@
11817,BGM7,素敵な楽曲,@Null@
11818,BGM8,素敵な楽曲,@Null@
11819,BGM9,素敵な楽曲,@Null@
11820,BGM10,素敵な楽曲,@Null@
11821,BGM11,素敵な楽曲,@Null@
11822,BGM12,素敵な楽曲,@Null@
11823,1袋の砂土,モデル作業台で#c0aba1dミニチュアモデル#nを作成する際に必要な素材。,@Null@
11824,霜火石,ミラプラネットの極寒地帯で発見された珍しい鉱物、周りの温度を下げるという特性を利用し、永遠に溶けない@item_160002#や、降温用のアイテムの加工に用いられる,@item_34#を採取すると獲得できる
11825,低木の茂みの種,@item_103#に植えると@item_392#に成長するが、@item_121#に植えた場合、その形は大きく変化する,
11826,工具,クラフトテーブルでの分類に使われる親クラス。,
11827,戦闘,クラフトテーブルでの分類に使われる親クラス。,
11828,素材,クラフトテーブルでの分類に使われる親クラス。,
11829,装飾,クラフトテーブルでの分類に使われる親クラス。,
11830,ヘルメット,クラフトテーブルでの分類に使われる親クラス。,
11831,胸当て,クラフトテーブルでの分類に使われる親クラス。,
11832,レギンス,クラフトテーブルでの分類に使われる親クラス。,
11833,靴,クラフトテーブルでの分類に使われる親クラス。,
11834,斧,クラフトテーブルでの分類に使われる親クラス。,
11835,ツルハシ,クラフトテーブルでの分類に使われる親クラス。,
11836,シャベル,クラフトテーブルでの分類に使われる親クラス。,
11837,クワ,クラフトテーブルでの分類に使われる親クラス。,
11838,剣,クラフトテーブルでの分類に使われる親クラス。,
11839,矛,クラフトテーブルでの分類に使われる親クラス。,
11840,ハンマー,クラフトテーブルでの分類に使われる親クラス。,
11841,盾,クラフトテーブルでの分類に使われる親クラス。,
11842,背部,クラフトテーブルでの分類に使われる親クラス。,
11843,弓,クラフトテーブルでの分類に使われる親クラス。,
11844,杖,クラフトテーブルでの分類に使われる親クラス。,
11845,回復アイテム,クラフトテーブルでの分類に使われる親クラス。,
11846,生産工具,クラフトテーブルでの分類に使われる親クラス。,
11847,養殖装置,クラフトテーブルでの分類に使われる親クラス。,
11848,照明工具,クラフトテーブルでの分類に使われる親クラス。,
11849,楽器,クラフトテーブルでの分類に使われる親クラス。,
11850,スポーツ用品,クラフトテーブルでの分類に使われる親クラス。,
11851,顔料,クラフトテーブルでの分類に使われる親クラス。,
11852,酸素製造装置,クラフトテーブルでの分類に使われる親クラス。,
11853,基本素材,クラフトテーブルでの分類に使われる親クラス。,
11854,鉱物素材,クラフトテーブルでの分類に使われる親クラス。,
11855,種,クラフトテーブルでの分類に使われる親クラス。,
11856,特殊素材,クラフトテーブルでの分類に使われる親クラス。,
11857,貯蔵箱,クラフトテーブルでの分類に使われる親クラス。,
11858,ベッド,クラフトテーブルでの分類に使われる親クラス。,
11859,ドア,クラフトテーブルでの分類に使われる親クラス。,
11860,フェンス,クラフトテーブルでの分類に使われる親クラス。,
11861,窓,クラフトテーブルでの分類に使われる親クラス。,
11862,壁装飾,クラフトテーブルでの分類に使われる親クラス。,
11863,レンガ,クラフトテーブルでの分類に使われる親クラス。,
11864,トーテム,クラフトテーブルでの分類に使われる親クラス。,
11865,旗,クラフトテーブルでの分類に使われる親クラス。,
11866,クリエーションハンマー,クラフトテーブルでの分類に使われる親クラス。,
11867,ガラス,クラフトテーブルでの分類に使われる親クラス。,
