id编号,标题,内容,作者,是否匿名
145,"素潜りでウニや海藻をとる職業は何というでしょうか？
 
１．海女（あま）
２．漁師
３．潜水士","１．海女（あま）
海女は酸素ボンベなど付けずに素潜りでウニや海藻などをとる仕事です。よく海女さんという愛称で呼ばれています。
海は危険がいっぱいですが、身一つで海に潜る海女さんはかっこいいですね。",ピィ☆,
146,"クラゲは漢字で書くとどういう字でしょうか？
 
１．波月
２．海月
３．海波","２．海月
クラゲは海の中をふわふわ浮いている白い生き物ですが、それが海に浮かぶ月のように見えるから、「海月」と漢字で表現します。",こつめ,
147,"海に浮いているゴミは主にどこから来ているでしょうか？
 
１．道路に捨てたゴミ
２．海に捨てたゴミ
３．川に捨てたゴミ","１．道路に捨てたゴミ
海に浮いているゴミの約8割は、私たちが普段暮らしてる陸地で捨てられたゴミが風などで飛ばされ、海まで流れ出ていったものです。
普段の生活でゴミ箱に捨てるのが面倒臭くて、道路などにポイっと捨ててしまうと、海に流され海の生き物たちが苦しんでしまうので、ゴミはちゃんとゴミ箱に捨てましょう。",オリオ,
148,"生きた化石と呼ばれる魚は次のうちどれでしょうか？
 
１．クジラ
２．ウツボ
３．シーラカンス","３．シーラカンス
シーラカンスは、約3億5000万年前から姿が変わらず、一度は絶滅されたと思われていたようですが、現在も生きていることが確認されました。
しかし、絶滅の危機にあるので、環境を守ることが私たちの使命です。",白山,
149,"クジラの昔の姿はどのような姿だったでしょうか？
 
１．大きな耳があった
２．首が長かった
３．4本の足があった","３．4本の足があった
約5000万年前のクジラは、4本の足があり、陸と海の両方で暮らしていたことが、最近化石からわかったようです。
今の姿からは想像できないような姿ですので、気になる方は調べてみてください。",とっちー,
150,"イワシは漢字で書くと、魚へんに何という漢字を書くでしょうか？
 
１．弱
２．強
３．小","１．弱
イワシは、海から釣り上げるとすぐに弱ってしまうことから、魚へんに弱いと書いて、「鰯」と書かれるようになりました。
イワシは小さくすぐ他の魚の獲物になりやすいため、海では群れて生きています。",ビスコ,
151,"海は地球上でどのくらい面積を占めているでしょうか？
 
１．約30パーセント
２．約70パーセント
３．約90パーセント","２．約70パーセント
海は約3億6000万平方キロメートルもの面積があり、これは地球上の面積の約70パーセントを占めているそうです。
海が地球にとってとても大きな存在であることがよくわかります。",豚さん,
152,"ジンベイザメの主なエサは、次のうちどれでしょうか？
 
１．マグロ
２．アザラシ
３．プランクトン","３．プランクトン
ジンベイザメは魚の中では一番大きい魚ですが、食べているエサはとても小さいプランクトンになります。
大きな口で大量の海水と一緒にプランクトンを捕まえて食べているようです。
また、サメという名前がつきますが、ジンベイザメはイメージする凶暴なサメではなく、温厚な性格だそうです。",笑む猫,1
153,"全部の星座の中で、一番面積が大きな星座はどれでしょうか？
 
１．しし座
２．うみへび座
３．はくちょう座","２．うみへび座
正解は、うみへび座です。
うみへび座は春の空に長く広がっているとても大きな星座ですが、明るい星が少ないので見つけるのが大変です。",おもち??????????,
154,"こと座に関係がある日本の行事とはなんでしょうか？
 
１．節分
２．ひな祭り
３．七夕","３．七夕
正解は、七夕です。
七夕は、おりひめ星とひこ星が天の川をわたって1年に1度だけ会える7月7日のことです。
おりひめ星はこと座のことで、ひこ星はわし座のことです。",かげにゃん,
155,"現在の星座の数はいくつでしょうか？
 
１．12個
２．88個
３．777個","２．88個
正解は、88個です。
たくさんある星の中で、星座として名前がつけられているのは88個です。
いろいろな人が勝手に星座を作りはじめて、このままでは大変だということで、1928年に国際天文学連合が88個の星座にまとめました。",ひとひねり,
156,"星座の元になった神話はどれでしょうか？
 
１．インド神話
２．ローマ神話
３．ギリシャ神話","３．ギリシャ神話
正解は、ギリシャ神話です。
ギリシャ神話とは、世界のはじまりと神様たちの物語です。
星座は、ギリシャ神話での伝説を元にたんじょうしたものがほとんどです。",カナナン,
157,海の最も深い所の水圧,海の最も深い所の水圧は、50機のジャンボジェットが積み重なった状態と等しい。水深11kmのチャレンジャー海淵では、圧力が地表とくらべて1099倍高い。,藍玖,
158,酸素,"私達の呼吸に必要な酸素の70％は海が作り出している。酸素を作り出すのは、海に漂う植物プランクトンである。
それらは、地上にいる他の植物と同じように光合成を行い、酸素を生成している。",ポケユナ,
159,2050年までに海にあるプラスチックゴミは魚よりも多くなる。,"アメリカだけで毎年3000万トンのプラスチック製品がつくられているが、リサイクルされるのはたった200万トンしかない。
ゴミの一部は海に埋め立てられたり、最悪の場合は不法投棄されたりする。",よよよよ,
160,世界一長い山脈は海底にある。その長さは4万km。,"大西洋、インド洋、南太平洋の中央を走る大洋中央海嶺と呼ばれる海底山脈。地球の赤道一周の距離とほとんど変わらない。
ちなみに2番目に長いのは、南アメリカにあるアンデス山脈で7000km。",船員,
161,沈没船,海底には300万以上の沈没船が残されたままになっている。（UNESCOの調査）,最強のバカ,
162,ボトルメッセージ,カナダのハロルド?ハケット氏は、4800のボトルメッセージを海に流し、3000通の返事をもらった。,ごま油,
163,金,世界の海には2千万トンもの金が存在する。海水中には極微量、濃度に換算して0.0000000006%の金が溶け込んでいる。海水1トンあたりでは0.0001g～0.002gの金があると考えられている。,えゆ,
164,海を探検,私達は世界の海のたった5％しか調査していない。海を探検すれば、まだまだ発見があるはず。,あしゅり,
165,"ギリシャ神話に登場するケンタウロスという生き物が、弓でサソリをねらっている姿から名前がついた星座とはなんでしょうか？
 
１．おとめ座
２．いて座
３．うお座","いて座
正解は、いて座です。
いて座は天の川をはさんでさそり座のとなりにある星座です。
ケンタウロスとは、体の上半分が人間で、下半分が馬の姿の生き物です。
そのケンタウロスがとなりのさそり座をねらっているように見えることからいて座といいます。",もんもん,
166,"星座をかんさつできる「プラネタリウム」が最初に発明されたのはどこの国でしょうか？
 
１．ドイツ
２．アメリカ
３．日本","１．ドイツ
正解は、ドイツです。
1923年に世界初のプラネタリウムがドイツで完成しました。
日本には1937年に大阪に作られたのが最初です。",さいじゅ,
167,"「星座」の「座」にはどのような意味があるでしょうか？
 
１．かがやき
２．めずらしい
３．集まり","３．集まり
正解は、集まりです。
「星座」は「星の集まり」という意味になります。
星座は、いくつかの星が集まってできた形に名前をつけています。",ただの学生,
168,"一番明るい星座はなんでしょうか？
 
１．おおいぬ座
２．こいぬ座
３．しし座","１．おおいぬ座
正解は、おおいぬ座です。
星の明るさは「等」という単位であらわします。6等星が一番暗く、1等星が一番明るくなります。
おおいぬ座は1等星の中でも一番明るい星で、「こいぬ座」と「オリオン座」とあわせて冬の大三角形をつくっています。
明るいのでかんさつしやすいです。",ただ普通の一般人,
169,"日本から見ることができる星座はどれでしょうか？
 
１．カメレオン座
２．じょうぎ座
３．はちぶんぎ座","２．じょうぎ座
正解は、じょうぎ座です。
日本からまったく見ることができない星座は3つあります。「カメレオン座」「はちぶんぎ座」「テーブルさん座」の3つです。
この3つは、日本では地平線より下にあるため見ることはできません。
じょうぎ座は、沖縄から見ることができます。",月夜秋,
170,夏が大好き,夏を長くしてほしい。。。,夏希,
171,双子スキンの出身地知ってる？,ネズミ金ちゃんとネズミ銀ちゃんの出身地は萌蜜星だよ！,ネズミ,
172,ミニワールド最高！,ミニワールドで友達ができたよ！,ラッキー,
173,神建築が羨ましい,あたしもそんなにすごいマップができたらいいなあ！,山本,
174,林千樹は誰？,一見みすぼらしいおじいちゃんに見えるが、実は朔野城の長老で武術の達人。程錦衣、アサシン離、アサシン暗の師匠でもある。,オレンジ,
175,なんでバグがあるの…,ばぐが消えたらいいですけど,バグが嫌い,
176,可愛いスキンがもらった！,やった！広告を見れば無料でスキンが交換できる。,家ごっこ,
177,ねえねえ、あなたは日本語ができるの？,各国のプレイヤーさんがいるから、あなたの母国語は何？,れーれー,
178,トランスフォーマーを楽しみにしてる！,日本でもトランスフォーマーが登場すれば絶対買う。,きれい月,
179,花小桜が可愛すぎる！,花小桜は私のアイドル！,相葉,
180,海に行きたい,夏は海に行くものなんだね！,あ,
181,雨の音を聞くのが好き？,心が落ち着いている,空海,
182,イケメンさん沈一弦,大同星の世外高人。ハンサムで、幻術を得意とし、しばしば鶴に変身してこの世から飛び去っていく。,りよい君,
183,海バージョン,公式さん、早く更新してね！,チョコベリー,
184,マルチしたい,誰かあたしと一緒にマルチする？,Lily,
185,無料でスキンがもらいたい,どんなイベントでもらえるの？教えてもらいたい！,茶菜実,
186,もっと日本スタイルのスキンがほしい,日本の伝統文化が大好きから,野村,
187,生活にとりあえず笑顔！,毎日元気満々学校へ行く！,餅餅,
188,高校生になります,高校の生活には緊張してる,青猫さん,
189,荒しの人大嫌い！,一生懸命に作ったマップなのに…,リナ,
190,2022年砂漠バージョン,海バージョンはいつ？,ピノ,
191,ミランダがほしい,いつまた買えるの？,あズズズ,
192,厳選マップを作りたい,難しいけど頑張って作ります！,MK,
193,韓国料理は辛い！,あなた韓国料理が好き？,眠り,
194,辛いの食事が大好き,おすすめがある？,ニャニャニャ,
195,鬼ごっこマップ,怖い！けど大好き！,百春,
196,冬の北海道に行きたい,夏の北海道もきれいだけど,神野井池,
197,沖縄へ修学旅行に行った,懐かしい思い出,らりるれろ,
198,ディズニーランドが好き,もう何度も行った。あなたは？,梅干し,
199,兵器が作ったことがある？,なにか経験があるの。友達にシェアしてね。,ハク,
200,ミニワールド公式の抽選すごい！,当たったことがるよ！,島本ミミ,
201,宇宙ボスと戦おう！,勝ったと嬉しいよ,天ぷらうどん,
202,友達がほしい。,フレンドにもなってくれると嬉しいです！,辛いのが苦手,
203,ミニワールドって鉱石とか出現率低いよねｗ,それだからこそ楽しいけど。。。多くなると嬉しいね,NNNNN,
204,ミニワールドで??分で家を作る？,あたしが20分で家を作れるよ！,HIEO,
205,サンドワームが嫌い！,ワームによって街が破壊されることがつらいんだil||li (っω-`?)il||li,美よい,
206,毎日遊んでる！,ミニワールド大好き！ログインボーナスも！,きみ誰,
207,シェアカードの報酬スキンは可愛い～～,一生懸命に頑張ってる～,ソラ君,
208,フレンド募集中,ミニワールドをしましょう……神ゲーです…,フレンド募集,
209,ハニーくまが??(???)??!!,ソフトキャンディの柔らかさも、ハードキャンディの硬さも、すべては継承されたものです。革新と言えば、ハニーくまが一番です。ハニーくまの心は一番甘い。,猫ちゃん,
210,ミニチュアが大好き,一度作れるとハマってた！,川口,
211,冬が寒い！,冬早く終われ～,か,
212,今日私の誕生日です～,スキン白雪姫-ソフィアがもらった！嬉しい,まかてん,
213,疲れた～,ミニワールドのボスが強すぎる！,あてて,
214,ミニワールドのキッズが多い？,キッズたちも成長してたね！,mari,
215,あなたに言いたいこと,----.-.-......-/---...-..--.--./-.--..-.-----.-/-.-....--..----/-..----.--...../-..----.--...../-..----...--.-./-.-.---..-.-.../-.-.-..---.-.-./-..-...---..--..,カカ,
216,映画好き！,おすすめがあるの？,Nini,
217,騎士道とはなにか？,剣の指し示す先に、正義を届けるのだ！,ランスロット,
218,最近時間がない～,受験も迫ってるので頑張ります。,2895,
219,京都がきれいです,修学旅行で行った京都最高！,龍作,
220,冷たい,偽善的な感情、必要ない。,団子,
221,桜は何科知ってる？,答えはバタ科～,バナナバナナ,
222,アキアカネ,トンボの仲間です。夏～冬に成虫が見られる。,のむらいち,
223,タンポポ,タンポポには、ほかにカントウタンポポやカンサイタンポポなどがあるが、都と会かい地ちの周まわりで見られるのは、ほとんどがセイヨウタンポポである。セイヨウタンポポは、明めい治じ時じ代だいに食しょく用ようにさいばいしたものが野や生せい化かし、全ぜん国こくに広ひろがった。,こていいい,
224,とられちゃうのに、ニコニコしてしまうもの、なーんだ？,答えは「写真」です。撮られる時は、みんな笑顔だよね！,猫耳,
225,雪。。。,ねえねえ、雪だるま作りたいですか？,モグあ,
226,パンはパンでも、うんともすんとも言わないパンって、なーんだ？,うんともすんとも言わないのは「無視＝蒸しパン」だよ。,みにわ,
227,桜,今年はいつ桜が咲く？,高麗,
228,砂漠バージョンの。。。,サンドワームは本当に頻繁すぎる！,真茶はる,
229,PCバージョン,広告を追加して欲しい！,武蔵,
230,国,あなたはどこの国からの人ですか。,雅子様,
231,北斗七星,おおぐまざのこしからしっぽのところに見みられる7つの星ほしの集あつまり。ひしゃく形がたをしている。,流星,
232,マルチ派？一人遊び派？,あなたはどっち派ですか？,HARURU,
233,MWGTって何の略語が知ってる？,Mini World's Got Talentです。,にゃちゃん,
234,アサガオ,花は、青あおむらさき色いろ、こいピンク色、白しろ色、ふちがあるものなどいろいろある。横よこから見みるとろうとのような形をしている。,安曇,
235,M.A.Cって何の略語が知ってる？,Mini World Art Contestです。,ミッキー,
236,M.M.Cって何の略語が知ってる？,Mini World Map Contestです。,メアリ月,
237,Mini Campって知ってる？,開発者トレーニングキャンプは月に1回開催されます。マップの作り方がわからなくても慌てないでください。先生と一緒にマップを作ってコンテストに参加し、簡単に賞品を獲得できますよ。,海月華,
238,ミニワールドTwitter日本公式って知ってる？,@miniworldCreataです。,きのこ,
239,ミニワールドYouTube日本公式って知ってる？,@miniworldcreata5250です。,竹の子,
240,ミニワールドtiktok日本公式って知ってる？,Mini World:CREATA Japanです。,山下,
241,スズメ,たまごからかえった子を育てる間あいだは、めすとおすがつがいでくらし、巣立だったあと 10 日ぐらいは親おやが子にえさをあたえる,UROT,
242,沖縄方言その一,はいさい/はいたい＝「やあ」「どうも」「こんにちは」,幸せのあたし,
243,沖縄方言その二,まーさん＝美味しい,ゆめ,
244,沖縄方言その三,にふぇー?どー＝ありがとう。,ダキ,
245,沖縄方言その四,ちばりよ＝「頑張れー！」,あざやまだ,
246,リンゴ,つぎ木をしてふやすことが多おおい。春に花をさかせて葉を出だす。秋あきになると実をつけて、葉を落おとして冬ふゆをこす。,植物が好きな人,
247,大阪方言その一,あかん＝標準語の「ダメ」「よくない」などの意味,名無し,
248,大阪方言その二,おもろい＝おもしろい,小島奈々,
249,大阪方言その三,かまへん＝「構わない」や「問題ない」のほか、OKの意味でも使われます。,Tsuki,
250,大阪方言その四,おおきに＝ありがとう,ミニライト,
251,大阪方言その五,好きやねん＝好きです,ドラえもん,
252,ひまわり,春にたねから芽め生ばえて、夏にかけて大きく成せい長ちょうし、花をさかせる。実がじゅくして、たねができたあとはかれる。,Aka,
253,北海道方言その一,わや＝基本、台無しになった、ダメになったという否定的な意味で使いますが、まれに「すごい」「やばい」的な意味合いで使っているときもあるような…？,雑魚,
254,北海道方言その二,～さる＝?してしまう,石川,
255,オジロワシの特徴,するどいくちばしと、えものをしっかりとつかめるつめがある。飛とぶのがとくいで、かりの達たつ人じん。,森,
256,北海道方言その三,「したっけ、明日ね」＝「それじゃあ、また明日ね」,池田聡,
257,北海道方言その四,よしかかる＝寄りかかる,金子,
258,北海道方言その五,～かい？＝語尾につけて、相手の様子をうかがう時などに使うこともあれば、感想を述べる時などにも使います。語尾に「?かい」がつくと、ちょっとやわらかい言い回しに聞こえますし、道外に出て戻ってきた時、年配の人が使っているのを聞くと北海道に帰ってきたなぁとしみじみ思う言葉です。,砂糖甘い,
259,福島県方言その一,あんべわり＝具合が悪い、調子が悪い,新井,
260,福島県方言その二,おど＝赤ちゃん,杉本理子,
261,ツバメ,春になると、日に本ほんにわたってきて、家いえや駅えきの屋や根ねの下したなどに、どろやかれ草くさなどでおわん型がたの巣すを作つくる。秋になると、日本をはなれて、あたたかい南みなみの国くにへとわたっていく。,菊池さん,
262,福島県方言その三,こえー＝疲れた,Nakata,
263,福島県方言その四,さすけねー＝気にしなくてよい,八木,
264,福島県方言その五,めんげ＝かわいい,小泉花陽,
265,埼玉県方言その一,かったるい＝だるい,三宅島,
266,ギギギギギギギギ…とはどんな動物？,答えは「ヤギ」です。,shelly,
267,埼玉県方言その二,のくとい＝暖かい,fiona,
268,神奈川県方言その一,さびっ＝寒い,Hora,
269,神奈川県方言その二,べんきょーする＝がんばる,内山一子,
270,神奈川県方言その三,すんげえ＝すごく,さかえ,
271,群馬県方言その一,ごめんなんしょ＝ごめんなさい,玉木,
272,群馬県方言その二,ごまだ＝ずるい,たつみ,
273,ダイサギとは？,水田や水すい路ろで、ドジョウやザリガニ、カエルなどをとる。昼ひる間まに食べ物をとり、夕ゆう方がたには木のえだにとまって休やすむ。,さつき,
274,長野県方言その一,あばな＝バイバイ,鳴海,
275,長野県方言その二,あんじゃない＝大丈夫,七瀬,
276,長野県方言その三,おつかいです＝こんばんは,ひさぎ,
277,山梨県方言その一,いくねん？＝何年？,沙友理,
278,山梨県方言その二,いくんち？＝何日？,沙也加,
279,山梨県方言その三,どけぇ＝どこへ,しずか,
280,高積雲の特徴,高積雲が空そらをおおうと、太たい陽ようがかくれてうす暗ぐらくなる。,木の実,
281,大学,大学生活はどうですか。,蛍,
282,アイドル,あなたのアイドルは誰？,ほのか,
283,中に金貨が入っているカレーって、どんなカレー？,バターチ「キンカ」レー、美味しいよね！,陽羽里,
284,いつからミニワールドを遊び始めたの？,私は3年前からだ。,YUKI,
285,バトルマップが大好き！,あなたは？,真由美,
286,葡萄なんて読む？,答えは「ブドウ」です。,初音,
287,広い世界に可能性を,自分が思うよりも広い世界にさらなる可能性を広める,野麦,
288,この海アプデスゴすぎる！,この海のアプデではかなりのものが追加されます,花桜音@秦,1
289,船が作れるようになる,今までは飛行機や、車しか作る事が出来ませんでしたが海のアップデートから船が作れるようになります！,ふうさん。,1
290,質問です,Mini Worldのキャラは誰が推しですか？,橙 らめ,1
291,ヘルプ,強い人になりたい…,悪くない,1
292,海アップデ,新しい魚モデルですか？？カワｗｗｗｗ,ハイハイ,1
293,知てるか、,ミニワールドはどんなタイプのゲーム？,ミエコーー,1
294,tips！,ドリフトボトルは海や川の生態系に利用される、投げ出すと流れは遠くまであなたの願いを運ぶ、おそらくいつか遠くで発見することができるだろう！,?ｖ?,1
295,日常生活です,働きたくないけど働きて、苦しい…,ｍ（ー　ー）ｍ,
296,質問質問！,みんな何歳ですか？,海の花々,
297,好きな歌姫,やっぱりLiSAだ！,九々九,
298,ミニワールド生活,優しいすぎる…友たち…,カワ鈴蘭,
299,試験何で,数学が好きだけど、得点はいつも。。。,モスティマ参上,
300,幸せもの,母親と一緒！,三美子,
301,あのさ,好きな漫画は何ですか。,世界一ばん,
302,飲み物,やっぱりミルクティーよりコーヒーの方がいいよね。皆は？,コーヒー大好き！,
303,海のアップデ,新しい木材オンラインしてるか？,渋谷ぽい子,
304,大人のアドバイス,砂漠はビーチよりも砂が多いので、砂漠で遊びましょう！！！,ヒヒヒヒー,
305,隠しマップ,隠しマップへの行き方をご存知の方はいらっしゃいますか？,のむのむ,
306,みにわで,友達と一緒にマルチでとても嬉しいです！！,結露羽君,
307,どれがすきですか,ケーキとお菓子、どれがすきですか？,「生放送中」,
308,海よ海,海よ、海。水と砂の踊り,コココソフト,
309,その他のブロック,新しい三角ブロックはなかなか面白いですね。いくつか建物を作ってみましたが、なかなかいい感じです。,ちゃん犬,
310,気持ち,嫌なことがあると、海を見に行くん,無事無事部,
311,友達はどこ！！,一緒にゲームに参加できる仲間はいますかあああああああああああああああああああああああああああああ,春香春樹,
312,質問,何か良い武器はないでしょうか？,みつき子,
313,何々,hakuna matata,wonnde,1
314,闇のｘｘ,よくっ理解するわ.................................,naninani,1
315,こんにちは,今日はいい天気ですね,叫ぶ野獣,1
316,こんにちは,調子はどう？,雷鳴よ,1
317,人気キャラクター,ミニワの一番人気キャラやはりミジラですね,みてみたい,1
318,ミニワのフィギュア,かわいいよ、特にパンダさんの！,kuikuikui,1
319,ｚｚｚｚｚ,夜更かしが苦手で、早寝早起きが健康にいい。,mellyko,1
320,寒い、でも、布団！,布団、布団............布団は人生の終わり............,布団人間,1
321,おかしいな,錯覚かもしれませんが、毎年冬になると少しも暖かくならないような気がするんです。,バグぐば,
322,真実,どんなことでも、根気よく続けていけば、ずいぶん楽になるものです。,swordとmagic,1
323,理想,大人になったら何になりたいのか？ 作家になりたい!,心の動き,1
324,海アップデ,新しいバージョンはとても楽しいです、大好きです！,旅人の詩,1
325,遊ぶ,宿題がやっと終わった......。 一緒に遊ぶ友達はいる？,音楽療法いいなあ,1
326,食う食う,今日のお昼ご飯は何にしようかな、相談してみよう,理由むろん！,1
327,質問で,みんなのニックネームの由来が気になる?。,剣イシン,
328,願う,華陽スキンがすごく欲しいんだけど、なんでまだ当たらないんだろう？,宝くじ,
329,建築について,みんなどうやって豪華な宮殿を建てたんだろう？ 私も建てたい。,華にカニ化にか,
330,ああああ,このレベルがとても難しいと感じているのは、私だけではないはずです。,、、、ｖｖ,
331,くだらない,あなたも退屈しているのでは？,ｗ草ｗ,
332,健康について,緑をたくさん食べて、健康に気をつけてくださいね。,に誓う,
333,コード,----.-.-......-/---...-..--.--./-.--..-.-----.-/-.-....--..----/-..----.--...../-..----.--...../-..----...--.-./-.-.---..-.-.../-.-.-..---.-.-./-..-...---..--..,落．雷,
334,経験です,カニをつかまないでください、しめつけられるので痛いですよ。,水曜日野菜ぬ,
335,美味しいもの,フライドチキン、ハンバーガー、ケバブ、コーラ......ああ,スプラ,
336,嫌いな人,私が嫌いな人は2種類いて、中途半端に話す人です。,視界良好,
337,太陽が沈んでいく,しかし、私たち一人ひとりが、自分の道を照らす輝く星になることができるのです。,金持ち（ない,
338,世界平和,マイクラとミニワ,通学で苦しい,
339,一言,ひとことアドバイスすると、人にアドバイスするだけではダメ。,種々耳,
340,頑張って！,雨だれ、石をうがつ,スーパーサイヤ人,
341,ある人,おぶうと言えば抱かれると言うわ！,あのあの,
342,平和,後は野となれ山となれ、今の生活は珍しいよ,８５歳です。,
343,好きな季節,一年の计は元旦にあり。春大好き！,クーラー,
344,早口ことば,こつそしょうしょうそしょうしょうそ,coolcool子,
345,早口ことば,とうきょうとっきょきょかきょくきょくちょう,ウサギさん,
346,早口ことば,となりのたけやぶにたけたてかけたのだれだ,猫パンチｗ,
347,早口ことば,なまむぎなままめなまたまご,無駄な欽慕,
348,早口ことば,となりのきゃくはよくかきくうきゃくだ,言語学むつかしい,
349,早口ことば,もももすももももものうち,燃えるゴミ,
350,早口ことば,ふろやのふうふはひろいふろで、ぶつぶつふへいやヘラズぐち,★要らない★,
351,早口ことば,しかもかもしかもしかのなかまだけれどしかしあしかはしかのなかまではない,ブルーダイヤ,
352,俳句,秋の夜を打ち崩したる咄かな,ぽっ,
353,俳句,うしろすがたのしぐれてゆくか,ニャンコ先生,
354,俳句,马に寝て残梦月远し茶のけぶり。,重ねてく,
355,俳句,心あてに折らばや折らむ初霜のおきまどはせる白菊の花。,踊り驚き,
356,俳句,火游びの我一人ぬしは枯野かな。,夢乃?,
357,俳句,远山に日の当たりたる枯野かな。,霧華夏,
358,俳句,春雨や伞高低に渡し舟。,ウマ娘（（萌え,
359,俳句,ふるさとや寄るもさはるも茨（ばら）の花。,リンクスタート,
360,忠告だ,誰の逆鱗にも触れない,孔雀?明王,
361,フフフ,修行には意を得ず意を用いる,るるぶ,
362,もしもし,亲はなくとも子は育つ,77556,
363,疑う,金がものを言う（（（のか？,歩き続け,
364,忠告だ,金がものを言う！,方程式。,
365,平和,祸福は纠える縄の如し,愛の言霊,
366,生きる意味,生きるとは呼吸することではない。行動することだ,幸せのか,
367,手塚治虫は偉い,なんとしてでも、地球を死の惑星にはしたくない。未来に向かって、地球上のすべての生物との共存をめざし、むしろこれからが、人類のほんとうの“あけぼの”なのかもしれないとも思うのです。——手塚治虫『ガラスの地球を救え』,真夜中姫,
368,命は,一日は貴い一生である。これを空費してはならない。——内村 鑑三『一日一生』,隣の魚,
369,宝人生,人間は生きることが全部である。死ねばなくなる。——坂口安吾（小説家）,TSJIDAA,
370,大好きな花,桜ばないのち一ぱいに咲くからに生命をかけてわが眺めたり——岡本かの子『桜』,歌姫心,
371,夏目漱石を知るか？,人間の目的は、生まれた本人が、本人自身につくったものでなければならない。——夏目漱石（小説家）,噓じゃないよ,
372,ゼロに,青春は永遠に、はじめからのやり直しだ。——岡本 太郎（現代美術家）,いい臆病,
373,欠点は,すべての欠点は、長所に結びついている。——亀井勝一郎（評論家）,AとI,
374,よく生活,この世で経験することは、なに一つ空しいものはない、歓びも悲しみも、みんな我々によく生きることを教えてくれる。——山本周五郎（『花匂う』）,運命の指示を,
375,自然の恵み,人間は、自然によって生かされてきた。古代でも中世でも自然こそ神々であるとした。このことは、少しも誤っていないのである。——司馬遼太郎『21世紀に生きる君たちへ』,幽霊の約束,
376,想像したこと,人が想像できることは、必ず人が実現できる。——ジュール·ヴェルヌ（フランスＳＦ作家）,高輪,
377,ゲームにも,創造性というものは能力や素質ではなく、実践することによって伸びます。——本多光太郎（物理学者）,心拍数どど,
378,頑張ろう！,困難に堪えて居る時分には非常な困難でも随分辛抱し易いが、安楽に慣れて居ると少しの辛抱すら辛いようになるものであると深く感じました。——河口慧海（探検家）,剣の残響,
379,挨拶,今後ともご多幸を祈ります。,ただ遠く,
380,挨拶,今後のご繁栄をお祈りします。,枯れた思想,
381,挨拶,ご多幸とご発展をお祈り申し上げます。,素面,
382,挨拶,难関突破おめでとう。,巡り廻る,
383,挨拶,ご健康とご成功を祈ります。,心臓衝動,
384,挨拶,お元気ですか。 ,隠した人,
385,ミスリルのブロック,大量のミスリルを使って合成する、冷たい光を放つブロック,輝く光,
386,数学、,言うは易く行うは难し,あふれた蜜,
387,迷いよ,大风が吹けば桶屋が喜ぶ,5622222888,
388,強いになる,急がば回れ！,さらしてて,
389,一言,あなたは、あなたであればいい。,寧子物語,
390,よしよし！,石の上にも三年,息吹,
391,会いたい,一期一会,天真爛漫3,
392,続く！,鰯の頭も信心から,螺旋進めて,
393,好きな女の子は,立てば芍薬座れば牡丹歩く姿は百合の花,冷たい指輪,
394,来年の願い,爪の垢を煎じて飲む,柔らかい心,
395,海賊戦争で,嵐の前の静けさ,遥かなる幻想郷,
396,このDIOだ,おれは人间をやめるぞ!ジョジョ―――ッ!!,夜明けまで,
397,露伴、参上,だが断る,骸むる,
398,友人　ABC,さすがディオ！おれたちにできない事を平然とやってのけるッそこにシビれる！あこがれるゥ！,夕暮れ約束,
399,司令黙れ,笑えばいいと思うよ。,季節感よ,
400,綾波大好き,ありがとう。 感謝の言葉、始めての言葉。,夏来た来た,
