ID,任务名,任务描述,任务追踪
2003007,زهرة النجمة Ⅰ,في @item_103# ازرع @item_433#@1#r ( @item_302# ينمو عادة في الغابات والغابات الصنوبرية وغيرها من البيئة),ازرع @item_433#@1
2003008,زهرة النجمة Ⅱ,في @item_103# ازرع @item_433#@1#r ( @item_302# ينمو عادة في الغابات والغابات الصنوبرية وغيرها من البيئة),ازرع @item_433#@1
2003009,زهرة النجمة Ⅲ,في @item_103# ازرع @item_433#@1#r ( @item_302# ينمو عادة في الغابات والغابات الصنوبرية وغيرها من البيئة),ازرع @item_433#@1
2003010,زهرة دم التنين Ⅰ,في @item_103# ازرع @item_434#@1#r ( @item_303# ينمو عادة في البيئة مثل حوض غابات الخيزران وحوض شجرة الخوخ),ازرع @item_434#@1
2003011,زهرة دم التنين Ⅱ,في @item_103# ازرع @item_434#@1#r ( @item_303# ينمو عادة في البيئة مثل حوض غابات الخيزران وحوض شجرة الخوخ),ازرع @item_434#@1
2003012,زهرة دم التنين Ⅲ,في @item_103# ازرع @item_434#@1#r ( @item_303# ينمو عادة في البيئة مثل حوض غابات الخيزران وحوض شجرة الخوخ),ازرع @item_434#@1
2003013,الصفير الشرقي Ⅰ,في @item_103# ازرع @item_435#@1#r ( @item_304# ينمو عادة في الأدغال والغابات وبيئة أخرى),ازرع @item_435#@1
2003014,الصفير الشرقي Ⅱ,في @item_103# ازرع @item_435#@1#r ( @item_304# ينمو عادة في الأدغال والغابات وبيئة أخرى),ازرع @item_435#@1
2003015,الصفير الشرقي Ⅲ,في @item_103# ازرع @item_435#@1#r ( @item_304# ينمو عادة في الأدغال والغابات وبيئة أخرى),ازرع @item_435#@1
2003016,مخلب التنين Ⅰ,في @item_103# ازرع @item_436#@1#r ( @item_305# ينمو عادة في المناطق الأحيائية في الجرف),ازرع @item_436#@1
2003017,مخلب التنين Ⅱ,في @item_103# ازرع @item_436#@1#r ( @item_305# ينمو عادة في المناطق الأحيائية في الجرف),ازرع @item_436#@1
2003018,مخلب التنين Ⅲ,في @item_103# ازرع @item_436#@1#r ( @item_305# ينمو عادة في المناطق الأحيائية في الجرف),ازرع @item_436#@1
2003019,زهرة الجرس الأصفر Ⅰ,في @item_103# ازرع @item_443#@1#r ( @item_312# ينمو عادة على الأعشاب وبيئة الغابات),ازرع @item_443#@1
2003020,زهرة الجرس الأصفر Ⅱ,في @item_103# ازرع @item_443#@1#r ( @item_312# ينمو عادة على الأعشاب وبيئة الغابات),ازرع @item_443#@1
2003021,زهرة الجرس الأصفر Ⅲ,في @item_103# ازرع @item_443#@1#r ( @item_312# ينمو عادة على الأعشاب وبيئة الغابات),ازرع @item_443#@1
2003022,شجرة دم التنينⅠ,في @item_103# ازرع @item_437#@1#r ( @item_306# ينمو عادة في المستنقعات والغابات المطيرة وبيئة أخرى),ازرع @item_437#@1
2003023,شجرة دم التنينⅡ,في @item_103# ازرع @item_437#@1#r ( @item_306# ينمو عادة في المستنقعات والغابات المطيرة وبيئة أخرى),ازرع @item_437#@1
2003024,شجرة دم التنين Ⅲ,في @item_103# ازرع @item_437#@1#r ( @item_306# ينمو عادة في المستنقعات والغابات المطيرة وبيئة أخرى),ازرع @item_437#@1
2003025,الصبار الأحمرⅠ,في @item_103# ازرع @item_438#@1#r ( @item_307# ينمو عادة في االجزيرة الفارغة والتربة الحمراء وأخرى),ازرع @item_438#@1
2003026,الصبار الأحمر Ⅱ,في @item_103# ازرع @item_438#@1#r ( @item_307# ينمو عادة في االجزيرة الفارغة والتربة الحمراء وأخرى),ازرع @item_438#@1
2003027,الصبار الأحمر Ⅲ,في @item_103# ازرع @item_438#@1#r ( @item_307# ينمو عادة في االجزيرة الفارغة والتربة الحمراء وأخرى),ازرع @item_438#@1
2003028,الصبار البرتقالي Ⅰ,في @item_103# ازرع @item_439#@1#r ( @item_308# ينمو عادة في أحواض غابات الخيزران والتربة الحمراء وأخرى),ازرع @item_439#@1
2003029,الصبار البرتقالي Ⅱ,في @item_103# ازرع @item_439#@1#r ( @item_308# ينمو عادة في أحواض غابات الخيزران والتربة الحمراء وأخرى),ازرع @item_439#@1
2003030,الصبار البرتقالي Ⅲ,في @item_103# ازرع @item_439#@1#r ( @item_308# ينمو عادة في أحواض غابات الخيزران والتربة الحمراء وأخرى),ازرع @item_439#@1
2003031,الصبار الرمادي Ⅰ,في @item_103# ازرع @item_440#@1#r ( @item_309# ينمو عادة على المنحدرات والتربة الحمراء وأخرى),ازرع @item_440#@1
2003032,الصبار الرمادي Ⅱ,في @item_103# ازرع @item_440#@1#r ( @item_309# ينمو عادة على المنحدرات والتربة الحمراء وأخرى),ازرع @item_440#@1
2003033,الصبار الرمادي Ⅲ,في @item_103# ازرع @item_440#@1#r ( @item_309# ينمو عادة على المنحدرات والتربة الحمراء وأخرى),ازرع @item_440#@1
2003034,الصبار الوردي,في @item_103# ازرع @item_441#@1#r ( @item_310# ينمو عادة في أحواض أشجار الخوخ والتربة الحمراء وأخرى),ازرع @item_441#@1
2003035,الصبار الوردي Ⅱ,في @item_103# ازرع @item_441#@1#r ( @item_310# ينمو عادة في أحواض أشجار الخوخ والتربة الحمراء وأخرى),ازرع @item_441#@1
2003036,الصبار الوردي Ⅲ,في @item_103# ازرع @item_441#@1#r ( @item_310# ينمو عادة في أحواض أشجار الخوخ والتربة الحمراء وأخرى),ازرع @item_441#@1
2003037,زهرة جوز الهند البيضاء Ⅰ,في @item_103# ازرع @item_442#@1#r ( @item_311# ينمو عادة في بيئة الغابات الصنوبرية),ازرع @item_442#@1
2003038,زهرة جوز الهند البيضاء Ⅱ,في @item_103# ازرع @item_442#@1#r ( @item_311# ينمو عادة في بيئة الغابات الصنوبرية),ازرع @item_442#@1
2003039,زهرة جوز الهند البيضاء Ⅲ,في @item_103# ازرع @item_442#@1#r ( @item_311# ينمو عادة في بيئة الغابات الصنوبرية),ازرع @item_442#@1
2003040,الورد البري Ⅰ,في @item_103# ازرع @item_444#@1#r ( @item_313# ينمو عادة في المستنقعات والغابات وبيئة أخرى),ازرع @item_444#@1
2003041,الورد البري Ⅱ,في @item_103# ازرع @item_444#@1#r ( @item_313# ينمو عادة في المستنقعات والغابات وبيئة أخرى),ازرع @item_444#@1
2003042,الورد البري Ⅲ,في @item_103# ازرع @item_444#@1#r ( @item_313# ينمو عادة في المستنقعات والغابات وبيئة أخرى),ازرع @item_444#@1
2003043,حشيشة السعال الأول.,النبات @item_760#@1#r في @item_121# (@item_761# يزدهر عادة في حقل الجليد),@item_760 النبات#@1
2003044,حشيشة السعال الثاني.,النبات @item_760#@1#r في @item_121# (@item_761# يزدهر عادة في حقل الجليد),@item_760 النبات#@1
2003045,حشيشة السعال الثالث.,النبات @item_760#@1#r في @item_121# (@item_761# يزدهر عادة في حقل الجليد),@item_760 النبات#@1
2004001,الذرةⅠ,في @item_11400# ازرع @item_444#@1#r (خذ @item_11400# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_229# ),ازرع @item_11400#@1
2004002,الذرة Ⅱ,في @item_11400# ازرع @item_444#@1#r (خذ @item_11400# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_229# ),ازرع @item_11400#@1
2004003,الذرة Ⅲ,في @item_11400# ازرع @item_444#@1#r (خذ @item_11400# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_229# ),ازرع @item_11400#@1
2004004,الطماطم Ⅰ,ازرع @item_241#@1#r (خذ @item_241# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_241# ),ازرع @item_241#@1
2004005,الطماطم Ⅱ,ازرع @item_241#@1#r (خذ @item_241# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_241# ),ازرع @item_241#@1
2004006,الطماطم Ⅲ,ازرع @item_241#@1#r (خذ @item_241# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_241# ),ازرع @item_241#@1
2004007,القطن Ⅰ,ازرع @item_11419#@1#r (خذ @item_11419# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_12600# ),ازرع @item_11419#@1
2004008,القطن Ⅱ,ازرع @item_11419#@1#r (خذ @item_11419# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_12600# ),ازرع @item_11419#@1
2004009,القطن Ⅲ,ازرع @item_11419#@1#r (خذ @item_11419# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_12600# ),ازرع @item_11419#@1
2004010,ريشة المقياس العملاق Ⅰ,ازرع @item_11402#@1#r (خذ @item_11402# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_239# ),ازرع @item_11402#@1
2004011,ريشة المقياس العملاق Ⅱ,ازرع @item_11402#@1#r (خذ @item_11402# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_239# ),ازرع @item_11402#@1
2004013,العملاق بروغو Ⅰ,ازرع @item_11401#@1#r (خذ @item_11401# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_230# ),ازرع @item_11401#@1
2004014,العملاق بروغو Ⅱ,ازرع @item_11401#@1#r (خذ @item_11401# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_230# ),ازرع @item_11401#@1
2004015,العملاق بروغو Ⅲ,ازرع @item_11401#@1#r (خذ @item_11401# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_230# ),ازرع @item_11401#@1
2004016,الخيار Ⅰ,ازرع @item_236#@1#r (خذ @item_236# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_236# ),ازرع @item_236#@1
2004017,الخيار Ⅱ,ازرع @item_236#@1#r (خذ @item_236# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_236# ),ازرع @item_236#@1
2004018,الخيار Ⅲ,ازرع @item_236#@1#r (خذ @item_236# وازرعه في @item_102# ، انتظر لنضجه من أجل التجميع والحصول على @item_236# ),ازرع @item_236#@1
2004019,أرز أسيوي Ⅰ,ازرع @item_234#@1#r (خذ @item_11404# وازرعه في في مياه عالية ، انتظر لنضجه من أجل التجميع والحصول على @item_234# ),ازرع @item_234#@1
2004020,أرز أسيوي Ⅱ,ازرع @item_234#@1#r (خذ @item_11404# وازرعه في في مياه عالية ، انتظر لنضجه من أجل التجميع والحصول على @item_234# ),ازرع @item_234#@1
2004021,أرز أسيوي Ⅲ,ازرع @item_234#@1#r (خذ @item_11404# وازرعه في في مياه عالية ، انتظر لنضجه من أجل التجميع والحصول على @item_234# ),ازرع @item_234#@1
2004022,اناناس الجانب الآخر Ⅰ,ازرع @item_11654#@1#r ( خذ @item_1194# وازرعها في @item_150#، انتظر لنضجه من أجل التجميع والحصول على @item_11654#),قم بزراعة @item_1194#@1 في @item_150#
2004023,اناناس الجانب الآخر Ⅱ,ازرع @item_11654#@1#r ( خذ @item_1194# وازرعها في @item_150#، انتظر لنضجه من أجل التجميع والحصول على @item_11654#),قم بزراعة @item_1194#@1 في @item_150#
2004024,اناناس الجانب الآخر Ⅲ,ازرع @item_11654#@1#r ( خذ @item_1194# وازرعها في @item_150#، انتظر لنضجه من أجل التجميع والحصول على @item_11654#),قم بزراعة @item_1194#@1 في @item_150#
2004025,المرجانⅠ,قم بزراعة @item_11915#@1 في @item_25# #r ( يجب أن يكون المرجان متواجد داخل المياه، ما عدا @item_25#، @item_29#، و @item_128# من الممكن ايضا ان يتم زراعة المرجان),ازرع @item_11915#@1
2004026,المرجان Ⅱ,قم بزراعة @item_11915#@1 في @item_25# #r ( يجب أن يكون المرجان متواجد داخل المياه، ما عدا @item_25#، @item_29#، و @item_128# من الممكن ايضا ان يتم زراعة المرجان),ازرع @item_11915#@1
2004027,المرجان Ⅲ,قم بزراعة @item_11915#@1 في @item_25# #r ( يجب أن يكون المرجان متواجد داخل المياه، ما عدا @item_25#، @item_29#، و @item_128# من الممكن ايضا ان يتم زراعة المرجان),ازرع @item_11915#@1
2004028,طحالب قضيب الفلورسنت Ⅰ,في @item_23# قم بزراعة @item_11658#@1#r ( قم بإلقاء @item_11658# يجب أن تكون في منتصف @item_23# للانبات ممكن فقط على السطح العلوي),ازرع @item_11658#@1
2004029,طحالب قضيب الفلورسنت Ⅱ,في @item_23# قم بزراعة @item_11658#@1#r ( قم بإلقاء @item_11658# يجب أن تكون في منتصف @item_23# للانبات ممكن فقط على السطح العلوي),ازرع @item_11658#@1
2004030,طحالب قضيب الفلورسنت Ⅲ,في @item_23# قم بزراعة @item_11658#@1#r ( قم بإلقاء @item_11658# يجب أن تكون في منتصف @item_23# للانبات ممكن فقط على السطح العلوي),ازرع @item_11658#@1
2005001,تغذية الحوض الصغير,قم بمعالجة @item_1753#@1,قم بمعالجة @item_1753#@1
2005002,إطعام,قم بمعالجة @item_11534#@1#r ( الطعام ينقسم لأنواع، الحيوانات ذات العادات الغذائية المختلفة سوف تأكل فقط العلف الذي تريده),قم بمعالجة @item_11534#@1
2005003,ملء الحوض الصغير,قم بأخذ @item_11534# وضعه في منتصف @item_1753# @1#r ( بعد ملء الحوض الصغير، الحيوانات المحتجزة في الأسر تأكل من تلقاء نفسها عندما تكون جائعة),استخدم @item_11534# لتعبئة @item_1753#@1
2005004,كومة قش,قم بمعالجة@item_822#@1#r  (  تحتاج الثدييات إلى ذلك بالقرب من @item_822# حتى تتمكن من الزراعة ),قم بمعالجة@item_822#@1
2005005,تربية طيور خربش Ⅰ,تربية طيور خربش @1#r ( تحتاج طيور دودو لتواجد @item_1019# حتى تتمكن من نزول البيضة),تربية طيور خربش @1
2005006,تربية طيور خربش Ⅱ,تربية طيور خربش @1#r ( تحتاج طيور دودو لتواجد @item_1019# حتى تتمكن من نزول البيضة),تربية طيور خربش @1
2005007,تربية طيور خربش Ⅲ,تربية طيور خربش @1#r ( تحتاج طيور دودو لتواجد @item_1019# حتى تتمكن من نزول البيضة),تربية طيور خربش @1
2005008,انتاج وحيد القرن Ⅰ,انتاج وحيد القرن @1#r ( يحتاج وحيد القرن لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج وحيد القرن @1
2005009,انتاج وحيد القرنⅡ,انتاج وحيد القرن @1#r ( يحتاج وحيد القرن لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج وحيد القرن @1
2005010,انتاج وحيد القرن Ⅲ,انتاج وحيد القرن @1#r ( يحتاج وحيد القرن لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج وحيد القرن @1
2005011,انتاج التون تون Ⅰ,انتاج التون تون @1#r ( يحتاج التون تون لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج التون تون @1
2005012,انتاج التون تون Ⅱ,انتاج التون تون @1#r ( يحتاج التون تون لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج التون تون @1
2005013,انتاج التون تون Ⅲ,انتاج التون تون @1#r ( يحتاج التون تون لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج التون تون @1
2005014,انتاج غزال مقرن Ⅰ,انتاج غزال مقرن @1#r ( يحتاج الغزال مقرن لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج غزال مقرن @1
2005015,انتاج غزال مقرن Ⅱ,انتاج غزال مقرن @1#r ( يحتاج الغزال مقرن لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج غزال مقرن @1
2005016,انتاج غزال مقرن Ⅲ,انتاج غزال مقرن @1#r ( يحتاج الغزال مقرن لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج غزال مقرن @1
2005017,انتاج الثعلب Ⅰ,انتاج الثعلب @1#r ( يحتاج الثعلب لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج الثعلب @1
2005018,انتاج الثعلب Ⅱ,انتاج الثعلب @1#r ( يحتاج الثعلب لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج الثعلب @1
2005019,انتاج الثعلب Ⅲ,انتاج الثعلب @1#r ( يحتاج الثعلب لتواجد @item_822# في المحيط المجاور حتى تتمكن من اعادة الانتاج),انتاج الثعلب @1
2005020,انتاج البطريق Ⅰ,انتاج البطريق @1,انتاج البطريق @1
2005021,انتاج البطريق Ⅱ,انتاج البطريق@1,انتاج البطريق @1
2005022,انتاج البطريق Ⅲ,انتاج البطريق @1,انتاج البطريق @1
2005023,انتاج النعام البري Ⅰ,لانتاج النعام البري @1#r ( يحتاج النعام البري ان يكون هنالك @item_1019# في المحيط المجاور حتى يتمكن من انزال البيض),انتاج النعام البري @1
2005024,انتاج النعام البري Ⅱ,لانتاج النعام البري @1#r ( يحتاج النعام البري ان يكون هنالك @item_1019# في المحيط المجاور حتى يتمكن من انزال البيض),انتاج النعام البري @1
2005025,انتاج النعام البري Ⅲ,لانتاج النعام البري @1#r ( يحتاج النعام البري ان يكون هنالك @item_1019# في المحيط المجاور حتى يتمكن من انزال البيض),انتاج النعام البري @1
2005026,انتاج الدب الجليدي Ⅰ,لانتاج الدب الجليدي @1#r ( يجب أن يتواجد بجانبه @item_822# ليتم اعادة الانتاج),انتاج الدب الجليدي @1
2005027,انتاج الدب الجليدي Ⅱ,لانتاج الدب الجليدي @1#r ( يجب أن يتواجد بجانبه @item_822# ليتم اعادة الانتاج),انتاج الدب الجليدي @1
2005028,انتاج الدب الجليدي Ⅲ,لانتاج الدب الجليدي @1#r ( يجب أن يتواجد بجانبه @item_822# ليتم اعادة الانتاج),انتاج الدب الجليدي @1
2005029,انتاج الدجاج الطائر Ⅰ,انتاج الدجاج الطائر @1,انتاج الدجاج الطائر @1
2005030,انتاج الدجاج الطائر Ⅱ,انتاج الدجاج الطائر @1,انتاج الدجاج الطائر @1
2005031,انتاج الدجاج الطائر Ⅲ,انتاج الدجاج الطائر @1,انتاج الدجاج الطائر @1
2005032,انتاج الدجاج المحارب Ⅰ,انتاج الدجاج المحارب @1,انتاج الدجاج المحارب @1
2005033,انتاج الدجاج المحارب Ⅱ,انتاج الدجاج المحارب @1,انتاج الدجاج المحارب @1
2005034,انتاج الدجاج المحارب Ⅲ,انتاج الدجاج المحارب @1,انتاج الدجاج المحارب @1
2005035,انتاج القرد البري Ⅰ,انتاج القرد البري @1,انتاج القرد البري @1
2005036,انتاج القرد البري Ⅱ,انتاج القرد البري @1,انتاج القرد البري @1
2005037,انتاج القرد البري Ⅲ,انتاج القرد البري @1,انتاج القرد البري @1
2005038,تولد أرنب الثلج الأول.,تولد أرنب الثلج @ 1,تولد أرنب الثلج @ 1
2005039,تولد أرنب الثلج الثاني.,تولد أرنب الثلج @ 1,تولد أرنب الثلج @ 1
2005040,تولد سنو أرنب الثالث.,تولد أرنب الثلج @ 1,تولد أرنب الثلج @ 1
2005041,تولد ياك الأول.,تولد ياك @ 1,تولد ياك @ 1
2005042,تولد ياك الثاني.,تولد ياك @ 1,تولد ياك @ 1
2005043,تولد ياك الثالث.,تولد ياك @ 1,تولد ياك @ 1
2006001,ترويض وحيد القرن Ⅰ,استخدم @item_12500#  لترويض وحيد القرن @1,استخدم @item_12500#  لترويض وحيد القرن @1
2006002,ترويض وحيد القرن Ⅱ,استخدم @item_12500#  لترويض وحيد القرن @1,استخدم @item_12500#  لترويض وحيد القرن @1
2006003,ترويض وحيد القرن Ⅲ,استخدم @item_12500#  لترويض وحيد القرن @1,استخدم @item_12500#  لترويض وحيد القرن @1
2006004,ترويض الثعلب Ⅰ,استخدم @item_12052#  لترويض الثعلب @1,استخدم @item_12052#  لترويض وحيد القرن @1
2006005,ترويض الثعلب Ⅱ,استخدم @item_12052#  لترويض الثعلب @1,استخدم @item_12052#  لترويض وحيد القرن @1
2006006,ترويض الثعلب Ⅲ,استخدم @item_12052#  لترويض الثعلب @1,استخدم @item_12052#  لترويض وحيد القرن @1
2006007,ترويض النعام البري Ⅰ,استخدم @item_12508#  لترويض النعام البري @1,استخدم @item_12508#  لترويض النعام البري @1
2006008,ترويض النعام البري Ⅱ,استخدم @item_12508#  لترويض النعام البري @1,استخدم @item_12508#  لترويض النعام البري @1
2006009,ترويض النعام البري Ⅲ,استخدم @item_12508#  لترويض النعام البري @1,استخدم @item_12508#  لترويض النعام البري @1
2006010,ترويض الدب الجليدي Ⅰ,استخدم @item_12520#  لترويض الدب الجليدي @1,استخدم @item_12520#  لترويض الدب الجليدي @1
2006011,ترويض الدب الجليديⅡ,استخدم @item_12520#  لترويض الدب الجليدي @1,استخدم @item_12520#  لترويض الدب الجليدي @1
2006012,ترويض الدب الجليدي Ⅲ,استخدم @item_12520#  لترويض الدب الجليدي @1,استخدم @item_12520#  لترويض الدب الجليدي @1
2006013,ترويض التنين السريع Ⅰ,استخدم @item_12543#  لترويض التنين السريع @1,استخدم @item_12543#  لترويض التنين السريع @1
2006014,ترويض التنين السريع Ⅱ,استخدم @item_12543#  لترويض التنين السريع @1,استخدم @item_12543#  لترويض التنين السريع @1
2006015,ترويض التنين السريع Ⅲ,استخدم @item_12543#  لترويض التنين السريع @1,استخدم @item_12543#  لترويض التنين السريع @1
2006016,ترويض الكفت,استخدم @item_12576#  لترويض الكفت @1,استخدم @item_12576#  لترويض الكفت @1
2006017,ترويض الكفت Ⅱ,استخدم @item_12576#  لترويض الكفت @1,استخدم @item_12576#  لترويض الكفت @1
2006018,ترويض الكفت Ⅲ,استخدم @item_12576#  لترويض الكفت @1,استخدم @item_12576#  لترويض الكفت @1
2006019,ترويض الباندا البريد Ⅰ,,
2006020,ترويض الباندا البريد Ⅱ,,
2006021,ترويض الباندا البريد Ⅲ,استخدم @item_251#  لترويض الباندا البريد @1,استخدم @item_251#  لترويض الباندا البريد @1
2006022,ترويض الدجاج الطائر Ⅰ,استخدم @item_12601#  لترويض الدجاج الطائر @1,استخدم @item_12601#  لترويض الدجاج الطائر @1
2006023,ترويض الدجاج الطائر Ⅱ,استخدم @item_12601#  لترويض الدجاج الطائر @1,استخدم @item_12601#  لترويض الدجاج الطائر @1
2006024,ترويض الدجاج الطائر Ⅲ,استخدم @item_12601#  لترويض الدجاج الطائر @1,استخدم @item_12601#  لترويض الدجاج الطائر @1
2006025,ترويض القرد البري Ⅰ,استخدم @item_11599#  لترويض القرد البري @1,استخدم @item_11599#  لترويض القرد البري @1
2006026,ترويض القرد البري Ⅱ,استخدم @item_11599#  لترويض القرد البري @1,استخدم @item_11599#  لترويض القرد البري @1
2006027,ترويض القرد البري,استخدم @item_11599#  لترويض القرد البري @1,استخدم @item_11599#  لترويض القرد البري @1
2006028,ترويض السلطعون Ⅰ,استخدم @item_12521#  لترويض القرد البري @1,استخدم @item_12521#  لترويض القرد البري @1
2006029,ترويض السلطعون Ⅱ,استخدم @item_12521#  لترويض القرد البري @1,استخدم @item_12521#  لترويض القرد البري @1
2006030,ترويض السلطعون Ⅲ,استخدم @item_12521#  لترويض القرد البري @1,استخدم @item_12521#  لترويض القرد البري @1
2006031,ترويض عصفور الدخلة Ⅰ,استخدم @item_12603#  لترويض عصفور الدخلة @1,استخدم @item_12603#  لترويض عصفور الدخلة @1
2006032,ترويض عصفور الدخلة Ⅱ,استخدم @item_12603#  لترويض عصفور الدخلة @1,استخدم @item_12603#  لترويض عصفور الدخلة @1
2006033,ترويض عصفور الدخلة Ⅲ,استخدم @item_12603#  لترويض عصفور الدخلة @1,استخدم @item_12603#  لترويض عصفور الدخلة @1
2006034,ترويض الإبل Ⅰ,استخدم @item_12613#  لترويض الإبل @1,استخدم @item_12613#  لترويض الإبل @1
2006035,ترويض الإبل Ⅱ,استخدم @item_12613#  لترويض الإبل @1,استخدم @item_12613#  لترويض الإبل @1
2006036,ترويض الإبل Ⅲ,استخدم @item_12613#  لترويض الإبل @1,استخدم @item_12613#  لترويض الإبل @1
2007001,لحم وحيد القرن المشوي Ⅰ,في @item_1200# قم بأخذ @item_12516# واشوية ليصبح @item_12517#@1,اشوي @item_12516#@1
2007002,لحم وحيد القرن المشوي Ⅱ,في @item_1200# قم بأخذ @item_12516# واشوية ليصبح @item_12517#@1,اشوي @item_12516#@1
2007003,لحم وحيد القرن المشوي Ⅲ,في @item_1200# قم بأخذ @item_12516# واشوية ليصبح @item_12517#@1,اشوي @item_12516#@1
2007004,لحم طائر الدو دو المشوي Ⅰ,في @item_1200# قم بأخذ @item_12518# واشوية ليصبح @item_12519#@1,اشوي @item_12518#@1
2007005,لحم طائر الدو دو المشوي Ⅱ,في @item_1200# قم بأخذ @item_12518# واشوية ليصبح @item_12519#@1,اشوي @item_12518#@1
2007006,لحم طائر الدو دو المشوي Ⅲ,في @item_1200# قم بأخذ @item_12518# واشوية ليصبح @item_12519#@1,اشوي @item_12518#@1
2007007,لحم الغزال المقرن المشوي Ⅰ,في @item_1200# قم بأخذ @item_12530# واشوية ليصبح @item_12531#@1,اشوي @item_12530#@1
2007008,لحم الغزال المقرن المشوي Ⅱ,في @item_1200# قم بأخذ @item_12530# واشوية ليصبح @item_12531#@1,اشوي @item_12530#@1
2007009,لحم الغزال المقرن المشوي Ⅲ,في @item_1200# قم بأخذ @item_12530# واشوية ليصبح @item_12531#@1,اشوي @item_12530#@1
2007010,لحم التون تون المشوي Ⅰ,في @item_1200# قم بأخذ @item_12522# واشوية ليصبح @item_12523#@1,اشوي @item_12522#@1
2007011,لحم التون تون المشوي,في @item_1200# قم بأخذ @item_12522# واشوية ليصبح @item_12523#@1,اشوي @item_12522#@1
2007012,لحم التون تون المشوي Ⅲ,في @item_1200# قم بأخذ @item_12522# واشوية ليصبح @item_12523#@1,اشوي @item_12522#@1
2007013,شواء أرجل النعام Ⅰ,في @item_1200# قم بأخذ @item_12607# واشوية ليصبح @item_12608#@1,اشوي @item_12607#@1
2007014,شواء أرجل النعام Ⅱ,في @item_1200# قم بأخذ @item_12607# واشوية ليصبح @item_12608#@1,اشوي @item_12607#@1
2007015,شواء أرجل النعام Ⅲ,في @item_1200# قم بأخذ @item_12607# واشوية ليصبح @item_12608#@1,اشوي @item_12607#@1
2007016,شواء سمك جوجو Ⅰ,في @item_1200# قم بأخذ @item_12520# واشوية ليصبح @item_12521#@1,اشوي @item_12520#@1
2007017,شواء سمك جوجو Ⅱ,في @item_1200# قم بأخذ @item_12520# واشوية ليصبح @item_12521#@1,اشوي @item_12520#@1
2007018,شواء سمك جوجو Ⅲ,في @item_1200# قم بأخذ @item_12520# واشوية ليصبح @item_12521#@1,اشوي @item_12520#@1
2007019,شواء السمك القبيح,في @item_1200# قم بأخذ @item_12703# واشوية ليصبح @item_12705#@1,اشوي @item_12705#@1
2007020,شواء السمك القبيح Ⅱ,في @item_1200# قم بأخذ @item_12703# واشوية ليصبح @item_12705#@1,اشوي @item_12703#@1
2007021,شواء السمك القبيح Ⅲ,في @item_1200# قم بأخذ @item_12703# واشوية ليصبح @item_12705#@1,اشوي @item_12703#@1
2007022,شواء سمك الكي كي Ⅰ,في @item_1200# قم بأخذ @item_12704# واشوية ليصبح @item_12706#@1,اشوي @item_12704#@1
2007023,شواء سمك الكي كي Ⅱ,في @item_1200# قم بأخذ @item_12704# واشوية ليصبح @item_12706#@1,اشوي @item_12704#@1
2007024,شواء سمك الكي كي Ⅲ,في @item_1200# قم بأخذ @item_12704# واشوية ليصبح @item_12706#@1,اشوي @item_12704#@1
2008001,Skewered Bamboo Shoots Ⅰ,Cook @item_11229#@1 in @item_200108#,Cook @item_11229#@1
2008002,Skewered Bamboo Shoots Ⅱ,Cook @item_11229#@1 in @item_200108#,Cook @item_11229#@1
2008003,Skewered Bamboo Shoots Ⅲ,Cook @item_11229#@1 in @item_200108#,Cook @item_11229#@1
