ID,名字,描述,获得方式
13193,تي ريكس,اضغط على الأرض لتوليد مخلوق.,
13194,الهوس تي ريكس,اضغط على الأرض لتوليد مخلوق.,
13195,سافاج تي ريكس,اضغط على الأرض لتوليد مخلوق.,
13196,تي ريكس المسلحة,اضغط على الأرض لتوليد مخلوق.,
13197,الميكانيكية تي ريكس بوس,اضغط على الأرض لتوليد مخلوق.,
13198,المرتزقة الباطلة,اضغط على الأرض لتوليد مخلوق.,
13199,دكتور فويد,اضغط على الأرض لتوليد مخلوق.,
13204,شاب قروي من الصحراء,انقر على الأرض لكي تنعش شاب قروي من الصحراء,
13205,رجل قروي من الصحراء,انقر على الأرض لكي تنعش رجل قروي من الصحراء,
13206,شابة قروية من الصحراء,انقر على الأرض لكي تنعش شابة قروية من الصحراء,
13207,إمرأة قروية من الصحراء,انقر على الأرض لكي تنعش إمرأة قروية من الصحراء,
13208,صبي قروي من الصحراء,انقر على الأرض لكي تنعش صبي قروي من الصحراء,
13209,فتاة قروية من الصحراء,انقر على الأرض لكي تنعش فتاة قروية من الصحراء,
13210,تاجر عادي من الصحراء,انقر على الأرض لكي تنعش تاجر عادي من الصحراء,
13211,تاجر متقدم من الصحراء,انقر على الأرض لكي تنعش تاجر متقدم من الصحراء,
13212,تاجر مميز من الصحراء,انقر على الأرض لكي تنعش تاجر مميز من الصحراء,
13213,حارس الصحراء,انقر على الأرض لكي تنعش حارس الصحراء,
13214,صياد قروي 1,انقر على الأرض لكي تنعش صياد قروي 1,
13215,صياد قروي 2,انقر على الأرض لكي تنعش صياد قروي 2,
13216,صيادة قروية 1,انقر على الأرض لكي تنعش صيادة قروية 1,
13217,صيادة قروية 2,انقر على الأرض لكي تنعش صيادة قروية 2,
13218,فتى صياد,انقر على الأرض لكي تنعش فتى صياد,
13219,قتاة صيادة,انقر على الأرض لكي تنعش قتاة صيادة,
13220,القراصنة رايدر,انقر على الأرض لكي تنعش القراصنة رايدر,
13221,صياد القراصنة,انقر على الأرض لكي تنعش صياد القراصنة,
13222,تاجر القراصنة,انقر على الأرض لكي تنعش تاجر القراصنة,
13223,تاجر الجزيرة,انقر على الأرض لكي تنعش تاجر الجزيرة,
13224,روح حارس المحيط,استخدمها على الماء لتنعش #c0aba1d روح حارس المحيط#n #r اهزمها لتحصل على EXP وقلوب الحرس.,
13225,سفينة القراصنة الصغيرة,انقر على الأرض لكي تنعش سفينة القراصنة الصغيرة,
13226,سفينة القراصنة المتوسطة,انقر على الأرض لكي تنعش سفينة القراصنة المتوسطة,
13227,سفينة القراصنة الكبيرة,انقر على الأرض لكي تنعش سفينة القراصنة الكبيرة,
13228,قارب القنابل,انقر على الأرض لكي تنعش قارب القنابل,
13229,الصياد الأسطوري,انقر على الأرض لكي تنعش الصياد الأسطوري,
13230,زجاجة الانجراف ( المخلوقات ),انقر على الأرض لكي تنعش زجاجة الانجراف ( المخلوقات ),
13231,زجاجة الانجراف البعيدة ( مخلوقات),انقر على الأرض لكي تنعش زجاجة الانجراف البعيدة ( مخلوقات),
13232,زجاجة الانجراف الصغيرة ( مخلوقات),انقر على الأرض لكي تنعش زجاجة الانجراف الصغيرة ( مخلوقات),
13233,مخلوق البيض - آيسفيلد القروي,استخدمه في الموقع المستهدف لإنشاء قروي#c0aba1dIcefield#n.,
13234,مخلوق البيض - آيسفيلد جوكي,استخدمه في الموقع المستهدف لإنشاء#c0aba1dIcefield Jockey#n.,
13244,مخلوق دانجو ذو البيضة الفارغة,#c0aba1dVoid type#n، استخدمه في الموقع المستهدف لإنشاء #c0aba1dVoid Dango#n. #rUsing #c0aba1dBubble Gum#n لديه فرصة لترويضها على #c0aba1dMount#n. #rبعد ترويضها، يمكنك استهلاك طاقة الفراغ لإطلاق العنان لـ #c0aba1dPortal#n. تتضمن #rItems بعد هزيمتها @item_200422# و@item_12576# و@item_12287#.,
13246,مخلوق غزال ذو قرن الوعل ذو بيضة فارغة,#c0aba1dVoid عاشب #n، استخدمه في الموقع المستهدف لإنشاء #c0aba1dVoid Antlered Deer#n. #rUsing @item_200411# لديه فرصة لترويضه على #c0aba1dMount#n. #rبعد ترويضها، يمكنك استهلاك طاقة الفراغ للقفز مرتين في تتابع سريع#n. #rItem بعد هزيمته يشمل @item_200422#.,
13248,مخلوق البيضة الفارغة الثعلب,#c0aba1dVoid Carnivorous#n، استخدمه في الموقع المستهدف لإنشاء #c0aba1dVoid Fox#n. #rUsing @item_12052# لديه فرصة لترويضه إلى #c0aba1dPartner#n الخاص بك. #rبعد ترويضه، يستهلك كل هجوم طاقة الفراغ الخاصة به. تتضمن #rItems بعد هزيمتها @item_200422# و@item_11307#.,
13254,مخلوق أرنب الثلج ذو البيضة الفارغة,#c0aba1dVoid عاشب #n، استخدمه في الموقع المستهدف لإنشاء #c0aba1dVoid Snow Rabbit#n. إنه يتصرف بنفس طريقة أرنب الثلج العادي، ولكن له لون مختلف، وأنت تعرف السبب.#r تتضمن العناصر التي ستتم هزيمته @item_200422# و@item_12623#.,
13255,فراشة مخلوق البيضة الفارغة,#c0aba1dVoid type#n، استخدمه في الموقع المستهدف لإنشاء #c0aba1dVoid Butterfly#n. يمكن استخدامها لتحويل الأعشاب الضارة إلى زهور مختلفة.,
13261,مخلوق البيضة الفارغة ووومون,#c0aba1dVoid عاشب#n، استخدمه في الموقع المستهدف لإنشاء #c0aba1dVoid Wowomon#n.#r استخدام @item_12500# لديه فرصة لترويضه إلى #c0aba1dMount#n.#r قم بترويضه لاستهلاك طاقة الفراغ الخاصة به #c0aba1dSprint Forward#n، طالما أنك لم تضغط على أي كتل.#r تتضمن العناصر الناتجة عن هزيمتها @item_200422# و@item_11307#.,
13263,قنديل البحر باطلة,#c0aba1dVoid type#n، استخدمه في الماء لإنشاء #c0aba1dVoid Jellyfish#n. إنه يعمل بنفس طريقة قنديل البحر العادي، ولكن له لون مختلف.#r تتضمن العناصر التي تم هزيمته @item_200422# و@item_12719#.,
13264,مخلوق ذئب الصحراء ذو ​​البيضة الفارغة,#c0aba1dVoid type#n، استخدمه في الموقع المستهدف لإنشاء #c0aba1dVoid Desert Wolf#n. متأثرًا بقوة الفراغ، أصبح أكثر عدوانية. #r تتضمن العناصر الناتجة عن هزيمته @item_200422# و@item_11307#.,
13266,القرش الفراغ,#c0aba1dVoid type#n، استخدمه في الماء لإنشاء #c0aba1dVoid Shark#n. متأثرًا بقوة الفراغ، أصبح أكثر عدوانية. #r تتضمن العناصر الناتجة عن هزيمته @item_200422# و@item_12065# و@item_12066#.,
13267,مخلوق الخفافيش البيضة الفارغة,#c0aba1dVoid type#n، استخدمه في الموقع المستهدف لإنشاء #c0aba1dVoid Bat#n. متأثرًا بقوة الفراغ، أصبح أكثر عدوانية. #r تتضمن العناصر الناتجة عن هزيمته @item_11914#.,
13268,مخلوق النمر الفارغ البيض,#c0aba1dVoid type#n، استخدمه في الموقع المستهدف لإنشاء #c0aba1dVoid Leopard#n. متأثرًا بقوة الفراغ، أصبح أكثر عدوانية. #r تتضمن العناصر الناتجة عن هزيمته @item_200422# و@item_11602#.,
13269,باطلة سفينة القراصنة الصغيرة,#c0aba1dVoid type#n، استخدمه على سطح الماء لإنشاء #c0aba1dVoid سفينة القراصنة الصغيرة#n. متأثرًا بقوة الفراغ، أصبح أكثر عدوانية.,
13270,مخلوق اليراع البيضة الفارغة,#c0aba1dVoid type#n، استخدمه في الموقع المستهدف لإنشاء #c0aba1dVoid Firefly#n. وهي تعمل بنفس طريقة اليراع العادي، ولكن لها لون مختلف.,
13272,سفينة القراصنة المتوسطة الفارغة,#c0aba1dVoid type#n، استخدمه على سطح الماء لإنشاء #c0aba1dVoid سفينة قرصان متوسطة #n. متأثرًا بقوة الفراغ، أصبح أكثر عدوانية.,
13273,باطلة سفينة القراصنة الكبيرة,#c0aba1dVoid type#n، استخدمه على سطح الماء لإنشاء #c0aba1dVoid سفينة قراصنة كبيرة #n. متأثرًا بقوة الفراغ، أصبح أكثر عدوانية.,
13400,بيضة البيولوجية - خربش الطيور,#c0aba1d#n Ornithoptera العاشبة ، المستخدمة في المواقع المستهدفة ، لإنشاء#n رسومات الشعار المبتكرة#c0aba1d ، تجذبها @item_11534# ، ولكن#c0aba1d أي سلوك خاص#n.#r يأكل خربش الأحداث#c0aba1d2 مرات# n@item_11534# يمكن أن ينمو.#r يأكل خربش بالغ#c0aba1d1 مرات# n@item_11534# يمكن أن يتكاثر على @item_1019#. العناصر المتاحة بعد هزيمة#r هي @item_12518# ، @item_11303#.,
13401,بيضة بيولوجية - فولفو بيست,Item_11307 الثدييات العاشبة#n ، المستخدمة في المواقع المستهدفة ، تولد#c0aba1d فولفو#n التي يمكن جذبها @item_11534#.#r استخدام @item_12500# مع فرصة معينة#c0aba1d ترويض#n يصبح#c0aba1d جبل#n#r الأحداث فولفو الصالحة للأكل#c0aba1d2 مرات# item_822_11534# يمكن أن تنمو.#r اثنين من البالغين الصالحة للأكل من فولفو#c0aba1d1 مرات كل# item_12516_11534# يمكن أن تتكاثر بالقرب من @item_822#. العناصر المتاحة بعد هزيمة#r هي @item_12516# ، @item_11307#.,
13402,بيضة بيولوجية - دان دان,#c0aba1d الثدييات النهمة#n ، استخدمها في الموقع المستهدف لتوليد رصيف#c0aba1d#n ، والتي يمكن جذبها#c0aba1d#n التغذية.#r تغذية @item_236# لديه فرصة معينة للحصول على @item_11311#.#r أرصفة الأحداث تأكل#c0aba1d2#n يمكن أن تنمو.#r أرصفة للبالغين يأكل كل منهما علفًا#c0aba1d1#n التكاثر بالقرب من @item_822#. العناصر المتاحة بعد هزيمة#r هي @item_12522#.,
13403,بيضة بيولوجية - الغزلان مقرن,#c0aba1d الثدييات العاشبة#n ، المستخدمة في المواقع المستهدفة ، لتوليد#n غزال#c0aba1d يمكن جذبها بواسطة @item_11534#. يمكن الحصول على#r عن طريق إطعام @item_228# @item_12509#.#r غزال صغير يأكل#c0aba1d2 مرات# n@item_11534# يمكن أن ينمو.#r اثنين من الغزلان الكبار يأكل كل#c0aba1d1 مرات# n@item_11534# يمكن أن تتكاثر بالقرب من @item_822#. العناصر المتاحة بعد هزيمة#r هي @item_12530#.,
13404,البيض - الحصان,"اضغط علي الهدف للاستخدام , انتاج حصان واحد(انقلها الي الملفات للاستخدام)",
13407,البيض البيولوجي - فوكس,#c0aba1d#n الثدييات آكلة اللحوم ، المستخدمة في المواقع المستهدفة ، تولد#n ثعلب#c0aba1d يمكن جذبه بواسطة @item_11535#.#r استخدم @item_12052# مع فرصة معينة#c0aba1d ترويضها#n شريكك#c0aba1d#n#r الثعالب الصغيرة تأكل#c0aba1d2 مرات# item_822_11535# يمكن أن تنمو.#r اثنين من الثعالب الكبار يأكلون#c0aba1d1 مرات كل# item_11307_11535# يمكن أن تتكاثر بالقرب من @item_822#. العناصر المتاحة بعد هزيمة#r هي @item_11307#.,
13408,البيض - الكلب,اطلقه على موقع الهدف لانتاج #c0aba1d الكلب #n. لا #r حاجة للترويض إذ يمكن تربيتها. #r عند هزمها تحصل على اللحمة والجلد.,
13409,بيضة بيولوجية - البطريق,#c0aba1d#n ornithae آكلة اللحوم ، المستخدمة في المواقع المستهدفة ، لتوليد#n بطريق#c0aba1d ، يمكن جذبها بواسطة @item_11535# ، ولكن#c0aba1d أي سلوك خاص#n.#r تأكل طيور البطريق الصغيرة#c0aba1d2 مرات# n@item_11535# يمكن أن تنمو.#r بطريق بالغ يأكل#c0aba1d1 مرات# n@item_11535# يمكن أن تتكاثر على @item_1019#. العناصر المتوفرة بعد هزيمة#r هي @item_12520#.,
13410,@Null@,@Null@,@Null@
13411,البيض البيولوجي - النعامة البرية,Item_12607 آكلة اللحوم ornithoptera item_11303 ، تُستخدم في المواقع المستهدفة ، لتوليد#n نعامة برية#c0aba1d يمكن جذبها#n#c0aba1d العلف.#r استخدم @item_12508# مع فرصة معينة#c0aba1d ترويضها#n يصبح#c0aba1d جبل#n#r النعام البري الصغير#c0aba1d2 تغذية#n يمكن أن تنمو.#r نعامة برية بالغة تأكل#c0aba1d1 العلف#n أن تتكاثر بالقرب من @item_1019#. العناصر المتاحة بعد هزيمة#r هي @item_12607# ، @item_11303#.,
13412,بيضة بيولوجية - دب الجليد البري,Item_822 آكلة اللحوم للثدييات item_11307 ، تستخدم في المواقع المستهدفة ، لتوليد#c0aba1d#n الدب الجليدي البري ، والتي يمكن جذبها بواسطة @item_11535#.#r استخدام @item_12520# ، @item_12703# أو @item_12704# مع فرصة معينة#c0aba1d ترويضها#n يصبح#c0aba1d#n#r صغار الدببة الجليدية البرية تأكل#c0aba1d2_11535# لتنمو.#r اثنين من الدببة الجليدية البرية الكبار يأكلون#c0aba1d1 مرات كل#_11535# للتكاثر بالقرب من @item_822#. العناصر المتاحة بعد هزيمة#r هي @item_11307#.,
13413,بيضة بيولوجية - أثلون البرية,#c0aba1d#n الثدييات آكلة اللحوم ، المستخدمة في المواقع المستهدفة ، تولد#n فيلوسيرابتور برية#c0aba1d يمكن جذبها بواسطة @item_11535#.#r استخدام @item_12543# مع فرصة معينة#c0aba1d ترويضها#n يصبح#c0aba1d جبل#n#r يأكل فيلوسيرابتور البرية الأحداث#c0aba1d2 مرات# item_822_11535# يمكن أن ينمو.#r اثنين من فيلوسيرابتور البرية الكبار يأكلون#c0aba1d1 مرات كل# item_11307_11535# يمكن أن يتكاثر بالقرب من @item_822#. العناصر المتاحة بعد هزيمة#r هي @item_11307#.,
13414,البيض البيولوجي - الزلابية البرية,استخدم في الموقع المستهدف ، قم بإنشاء#n زلابية برية#c0aba1d ، لا#c0aba1d#n.#r استخدام#c0aba1d العلكة#n لديك فرصة معينة لترويضها وتصبح#c0aba1d#n. العناصر المتاحة بعد هزيمة#r هي @item_12576# ، @item_12287#.,
13415," وحش الدانغوا ","اطلقه على موقع الهدف لانتاج#c0aba1d وحش دانغويمكن ترويضه ولكن لا ينزف. بعد ركوبها ، ستقفز أعلى في المرة القادمة بعد هبوطها #r احصل على EXP أو علكة بابل أو كرة بابل بشكل عشوائي عند إلحاق الهزيمة ",@Null@
13416,بيضة بيولوجية - الباندا البرية,#c0aba1d#n العاشبة ، المستخدمة في الموقع المستهدف ، تولد#c0aba1d الباندا البرية#n ، يمكن جذبها بواسطة @item_11534# ،#c0aba1d ولكنها غير قادرة على التكاثر#n.#r الاستخدام @item_251# لديه فرصة معينة#c0aba1d ترويضه#n يصبح شريكك#c0aba1d#n#r إطعام الباندا المروض @item_251# العناصر التي يمكن الحصول عليها هي @item_11312#.,
13417,الباندا,اطلقه على الموقع الهدف لانتاج #c0aba1d باندا #n. اخرجه #r إلى خريطة أرشيف للاستخدام.,@Null@
13418,نحلة,استخدم في الموقع المستهدف ، قم بإنشاء#n نحلة#c0aba1d ،#c0aba1d#n. يمكن جذبها بواسطة @item_300# و @item_11228# ، ستصبح شريكًا#c0aba1d مع @item_11228# player#n.#r العناصر التي تم الحصول عليها بعد الهزيمة هي @item_11313#.,
13419,اليراع,للمواقع المستهدفة ، قم بإنشاء#n يراعة#c0aba1d ،#c0aba1d#n. يمكن جذب#r بواسطة @item_12511#.,
13420,كرة القدم,استخدمها في الموقع المستهدف لنشر #r يملك #c0aba1d الخصائص البدنية #n وسوف ترتد بين كتل ضرب. لها سطح خشن ولكن مرونة قوية#r يمكنك أيضا استخدام #c0aba1d السيف#n لازالتها,
13421,البيض البيولوجي - الدجاج الطائر,Item_11067 فئة الطيور العاشبة#n ، المستخدمة في المواقع المستهدفة ، تولد#c0aba1d#n الدجاج الطائر ، والتي يمكن جذبها بواسطة @item_11534#.#r استخدام @item_12601# مع فرصة معينة#c0aba1d#n يصبح#c0aba1d جبل#n.#r الدجاج الطائر الصغير يأكل#c0aba1d2 مرات# item_11606_11534# يمكن أن ينمو. دجاجتان طائرتان بالغتان كل#c0aba1d1 مرات# item_11303_11534# يمكن أن تتكاثر بالقرب من @item_1019#. العناصر المتاحة بعد هزيمة#r هي @item_11606# ، @item_11303# ، @item_11067#.,
13423,بيضة بيولوجية - دجاج مقاتل,#c0aba1d#n Ornithoptera العاشبة ، المستخدمة في المواقع المستهدفة ، لتوليد#c0aba1d#n الدجاج المقاتل ، والتي يمكن جذبها @item_11534# ، ولكن#c0aba1d أي سلوك خاص#n.#r الدجاج المقاتل للأحداث يأكل#c0aba1d2 مرات# n@item_11534# يمكن أن ينمو. يأكل اثنان من الدجاج المقاتل البالغ#c0aba1d1 مرات كل# n@item_11534# يمكن أن يتكاثر بالقرب من @item_1019#. العناصر المتاحة بعد هزيمة#r هي @item_11603# ، @item_11303# ، @item_11068#.,
13424,بيضة بيولوجية - دجاج صارخ,استخدم في الموقع المستهدف ، وقم بإنشاء#c0aba1d#n صراخ الدجاج ، ولا#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. العناصر المتوفرة بعد هزيمة#r هي @item_11303# ، @item_11609# ، @item_11069#.,
13425,كرة سلة,بعد استخدامه، سينتج الموقع الهدف كرة سلة #r لديها #c0aba1d ميزاتها المادية #n وترتد عند ارتطامها بالكتلة. #r يمكن التخلص منها بواسطة المقصّ.,
13426,بيضة المخلوق - وحيد القرن المروض,استخدمها في الموقع المستهدف لنشر #c0aba1d وحيد القرن المروض #n,
13427,مولد نعامة مروضة,اطلقه على الموقع الهدف لانتاج #c0aba1d نعامة مروضة #n.,@Null@
13428,مولد دب قطبي مروض,اطلقه على الموقع الهدف لانتاج #c0aba1d دب قطبي مروض #n.,@Null@
13429,"مولد زواحف مروضة ",اطلقه على الموقع الهدف لانتاج #c0aba1d زواحف  مروضة #n.,@Null@
13430,ملود سلطعون مروض,اطلقه على الموقع الهدف لانتاج #c0aba1d سلطعون حمم بركانية مروضه #n.,@Null@
13431,مولد عصفور مروض,اطلقه على الموقع الهدف لانتاج #c0aba1d عصفور مروض #n.,@Null@
13432,مخلوق بيض ترويض روح الثعلب,استخدمها في الموقع المستهدف لنشر #c0aba1d روح الثعلب المروض #n,
13433,مولد قرد مروض,اطلقه على الموقع الهدف لانتاج #c0aba1d قرد مروض #n.,@Null@
13434,"مولد دجاج مروض ",اطلقه على موقع الهدف لانتاج #c0aba1d دجاجة حمراء مروضة #n.,@Null@
13435,مولّد صوص احمر مروّض,اطلقه على الموقع الهدف لانتاج #c0aba1d صوص أحمر مروّض #n.,@Null@
13436,مولد روكي مروض,اطلقه على الموقع الهدف لانتاج #c0aba1d روكي  مروض #n.,@Null@
13437,مولد فروستي مروض,اطلقه على الموقع الهدف لانتاج #c0aba1d فروستي مروض #n.,@Null@
13438,مولد بولي مروض,اطلقه على الموقع الهدف لانتاج #c0aba1d بولي  مروض #n.,@Null@
13439,مرافق الوحوش,اطلقه على الموقع الهدف لانتاج #c0aba1d مرافق مروض #n.,
13440,مرافق الصياد,اطلقه على الموقع الهدف لانتاج #c0aba1d قروي مرافق مروض #n.,
13441,مرافق فارس السباق,اطلقه على الموقع الهدف لانتاج #c0aba1d قروي مرافق مروض #n.,
13442,مولد زلابية مروضة,اطلقه على الموقع الهدف لانتاج #c0aba1d زلابية مروضة #n.,@Null@
13501,مخلوق بيض الفراغ,استخدمه في الموقع المستهدف وقم بإنشاء #c0aba1d فلاماسي#n وسوف يقوم بهجوم المشاجرة ويطير. #r احصل على EXP بعد هزيمته.,
13502,التنين الاسود القديم,وحش كبير اركض,@Null@
13503,تنين الحمم البركانية الاسود,@Null@,@Null@
13504,تنين الفوضي الاسود,@Null@,@Null@
13505,بيضة وحش نيان,استخدمه في الموقع المستهدف لنشر #c0aba1d وحش نيان #n #r يمكن لـ Nian Beast تحويل البشر إلى طيور الدودو. ويمكن ترويضه باستخدام Fortune Balls بعد خوفه من الألعاب النارية.,
13506,وحش نيان (ترويض),اضغط على الأرض لتوليد وحش نيان (ترويض).,
13507,كرة السعادة,انقر على الأرض لتوليد وحش السعادة,
13508,توليد وحش صغير,اطلقه على الموقع الهدف لانتاج وحش الذكرى السنويّة. #r (اخرجه للاستخدام في الأرشيف) سيهاجم وحوش الذكرى السنويّة البشر بكرات نار ويمكن ترويضها #c0aba1d بقالب عيد الميلاد #n.,@Null@
13509,عفريت (ترويض),انقر على الأرض لتوليد وحش العفريت ( المروض),
13510,العملاق القديم,انقر على الأرض لتوليد العملاق القديم,
13511,جينيسيس روك,انقر على الأرض لتوليد جينيس رويك,
13512,فروستي القديم,انقر على الأرض لتوليد فروستي القديم,
13513,بولي القديم,لتقر على الأرض لتوليد بولي القديم,
13514,العملاق الكبير القديم,انقر على الأرض لتوليد العملاق الكبير القديم,
13515,شبح الفراغ - العجلة,انقر على الأرض لتوليد شبح الفراغ - العجلة,
13516,شبح الفراغ - الطاقة,انقر على الأرض لتوليد شبح الفراغ الطاقة,
13517,@Null@,@Null@,@Null@
13518,@Null@,@Null@,@Null@
13519,@Null@,@Null@,@Null@
13520,@Null@,@Null@,@Null@
13600,فانوس السمك,#c0aba1d#n المائية ، المستخدمة في الماء ، لتوليد#n أسماك فانوس#c0aba1d. يمكن جذب#r بواسطة @item_12518# ، @item_12519# ، @item_12520# ، @item_12703# ، @item_12704#.#r المشاجرة هجوم نشط ، ضعف البصر.#r أسماك الفانوس الصغيرة يمكن أن تنمو عن طريق تناول#c0aba1d2 مرات#n الطعام الذي يحتاجون إليه. تأكل سمكتان بالغتان من الفانوس#c0aba1d1 مرات كل#n يمكن أن يتكاثر الطعام الذي يحتاجونه بالقرب من @item_246#. العناصر المتاحة بعد هزيمة#r هي @item_11318#.,الصيد للحصول عليه.
13601,إصدار اللعبة منخفض جدًا,,
13602,راي,استخدم في الماء ، وقم بتوليد#n#c0aba1d ، وليس#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة @item_11319#.,الصيد للحصول عليه.
13603,إصدار اللعبة منخفض جدًا,اضغط على الماء لانتاج السمك.,
13604,سمك أزرق شاحب غبي,استخدام في الماء ، وتوليد#c0aba1d#n الأسماك البكم الأزرق الفاتح ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة العناصر هي @item_12520#.,الصيد للحصول عليه.
13605,سمكة غبية زرقاء داكنة,استخدام في الماء ، وتوليد#c0aba1d الأزرق الداكن#n الأسماك البكم ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر هي @item_12520#.,الصيد للحصول عليه.
13606,سمكة سوداء غبية,استخدام في الماء ، وتوليد#c0aba1d الأسماك السوداء البكم#n ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر هي @item_12520#.,الصيد للحصول عليه.
13607,سمك غريب أزرق شاحب,استخدام في الماء ، وتوليد#c0aba1d#n الأسماك الزرقاء الفاتحة ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة العناصر @item_12704#.,الصيد للحصول عليه.
13608,السمك القبيح الوردي,استخدام في الماء ، وتوليد#c0aba1d الأسماك القبيحة الوردي#n ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر هي @item_12703#.,الصيد للحصول عليه.
13609,السمك الذهبي الغبي,استخدام في الماء ، وتوليد#c0aba1d الأسماك الذهبية البكم#n ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر هي @item_12520#.,الصيد للحصول عليه.
13610,شيتفيش الذهبي,استخدام في الماء ، وتوليد#c0aba1d الأسماك الذهبية#n ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر هي @item_12704#.,الصيد للحصول عليه.
13611,السمك الذهبي القبيح,استخدام في الماء ، وتوليد#c0aba1d الأسماك الذهبية القبيحة#n ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر هي @item_12703#.,الصيد للحصول عليه.
13612,سمكة غبية وردية,استخدام في الماء ، وتوليد#c0aba1d الأسماك البكم الوردي#n ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر هي @item_12520#.,الصيد للحصول عليه.
13613,سمكة كيكي الصفراء,استخدم في الماء ، وقم بتوليد#n سمكة صفراء#c0aba1d ، وليس#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة العناصر @item_12704#.,الصيد للحصول عليه.
13614,سمكة قبيحة أرجوانية,استخدمه في الماء ، وقم بتوليد سمكة أرجوانية#c0aba1d#n ، وليس#c0aba1d#n التغذية ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة العناصر @item_12703#.,الصيد للحصول عليه.
13615,سمك الفهد الأخضر,استخدم في الماء ، وقم بتوليد#c0aba1d الأسماك الخضراء#n ، وليس#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة العناصر @item_12704#.,الصيد للحصول عليه.
13616,السمك القبيح المخطط,استخدم في الماء ، قم بتوليد#n سمكة قبيحة مخططة#c0aba1d ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة العناصر @item_12703#.,الصيد للحصول عليه.
13617,شيتفيش أحمر,استخدم في الماء ، وقم بتوليد#n سمكة حمراء#c0aba1d ، وليس#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة العناصر @item_12704#.,الصيد للحصول عليه.
13618,سمكة حمراء غبية,استخدام في الماء ، وتوليد#c0aba1d الأسماك الحمراء البكم#n ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر هي @item_12520#.,الصيد للحصول عليه.
13619,السمك البرتقالي القبيح,استخدم في الماء ، وتوليد#c0aba1d الأسماك القبيحة البرتقالية#n ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة العناصر @item_12703#.,الصيد للحصول عليه.
13620,نسخة احتياطية,@Null@,@Null@
13621,سلطعون,استخدم في الموقع المستهدف ، وقم بإنشاء#n سلطعون#c0aba1d ، وليس#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. العناصر المتوفرة بعد هزيمة#r هي @item_12527#.,الصيد للحصول عليه.
13622,النورس,استخدم على الموقع المستهدف ، قم بإنشاء#n طيور النورس#c0aba1d ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n. يمكن الحصول على#r بعد هزيمة العناصر @item_12717#.,
13623,الحصين,Item_12719 aquatic item_12718 ، يستخدم في الماء ، لتوليد#n فرس البحر#c0aba1d. يمكن جذبه بواسطة @item_12719#.#r استخدام @item_12719# لديه فرصة معينة لتكون قادرًا على#c0aba1d ترويضه#n يصبح#c0aba1d#n.#r فرس البحر الأحداث تأكل#c0aba1d2 مرة#_12719# يمكن أن تنمو. هناك فرصة#c0aba1d#n الحوامل عند إنشاء#r فرس البحر ، واستخدام @item_12719# على#c0aba1d#n فرس البحر الحوامل سيؤدي إلى تكاثرها. العناصر المتوفرة بعد هزيمة#r هي @item_12718#.,الصيد للحصول عليه.
13624,فرس البحر الصغير,يستخدم في الماء لتوليد#n فرس البحر#c0aba1d.,الصيد للحصول عليه.
13625,فرس النهر ( ترويضه),,ترويض فرس البحر لكسب
13626,قنديل البحر,استخدام في المياه ، وتوليد#c0aba1d قنديل البحر#n ، لا يمكن#c0aba1d#n ،#c0aba1d أي سلوك خاص#n.#r يمكن الحصول عليها بعد هزيمة العناصر @item_12719#.,الصيد للحصول عليه.
