ID,名字,描述,追踪
1209,تجارة في حقول الجليد,قم بعمل 200 صفقة تجارية مع تجار حقول الجليد@1,قم بعمل صفقات تجارية مع تجار الجليد
1210,البيضة المتفجرة,اهزم 30  بيضة متفجرة@1,#cfa7a0f اهزم البيض المتفجر
1211,رماة الكبريت,اهزم 100 رماة الكبريت@1,#cfa7a0f اهزم رماة الكبريت
1212,التنين القاتل,اهزم التنين الأسود القديم@1,#cfa7a0f اهزم التنين الأسود القديم
1213,مواد الدوائر الكهربائية,نقب عن 100 #L#cfa7a0f خام السليستيوم #n@1,التنقيب عن خام السليستيوم
1214,مخزن الأسلحة,صهر 500 #L#cfa7a0f خام الحديد #n@1,#cfa7a0f صهر سبائك الحديد
1215,واحد للأبد,نقب عن 20 #L#cfa7a0f خام الماس #n@1,نقب عن خام الماس
1216,دجاج مشوي رائع,اصنع 100 #L#cfa7a0f دجاج مشوي كامل #n@1,شوي الدجاج كاملا
1217,ملك البرجر,تحضير 50 #L#cfa7a0f  برجر بقري #n@1,تحضير البرجر البقري
1218,هل يمكن أكل التفاح الذهبي؟,تحضير 50 #L#cfa7a0f  تفاح ذهبي #n@1,تحضير التفاح الذهبي
1219,@Null@,@Null@,@Null@
1220,@Null@,@Null@,@Null@
1221,احتاج الى بعض الحجارة,اجمع الحجارة الموجودة على الأرض لتحصل على #L#cfa7a0f أحجار حادة #n@1#r (انقر بشكل مطول لتجميع الحجارة),اجمع #cfa7a0f الأحجار #n من الأرض
1222,المزيد من المواد,جمع الجذوع لتحصل على  #L#cfa7a0f عصا خشبية #n@1#r ( انقر بشكل مطول لتجميعها),احصل على #cfa7a0f عصا خشبية صغيرة#n من جذوع الأشجار
1223,بداية العصر الحجري,استخدم الأحجار الحادة والعصا الخشبية لصنع #L#cfa7a0f المعول الحجري #n@1#r ( قم بفتح حقيبة الظهر وانقر على صناعة في الشمال),اصنع #cfa7a0f  فأس حجري#n
1224,أسلحة بدائية,استخدم الخشب لصناعة #L#cfa7a0f أسلحة خشبية #n@1#r ( إنها خطيرة في الليل لذلك يجب عليك أن تستخدمها لحماية نفسك),#cfa7a0f اصنع سلاح حجري
1225,صياد,اهزم المتوحش الذي يعيش في الليل @1#r (هل تريد أن تصبح صياد),#cfa7a0f اهزم المتوحشون
1226,بداية حياة جيدة,استخدم الأحجار الحادة والأسلحة الخشبية لصناعة #L#cfa7a0f فأس حجري #n@1#r ( هل من الممكن أن أستخدمها في عمل منزلي أولا),#cfa7a0f افتح حقيبة الظهر لصناعة فأس حجري
1227,الحطاب,استخدم الفأس الحجري لكي تتمكن من تهديم الأشجار وجمع#L#cfa7a0f الأخشاب #n@1#r ( مصدر الثروة),#cfa7a0f اجمع الأخشاب
1228,حفلة الشعلة,استخدم الصخور والأخشاب لصناعة  #L#cfa7a0f شعلة #n@1#r (لا يمكن للمتوحشون الظهور في المكان المضاء ليلا),#cfa7a0f اصنع الشعلة
1229,لحم مشوي رائع,يرجى وضع اللحم النيئ على الشعلة لطباخته  #L#cfa7a0f لحم التون تون المطهي #n@1#r (انا شبعان بعد الأكل),#cfa7a0f اشوي
1230,جز العشب,اجمع العشب من على الأرض لتحصل على #L#cfa7a0fA حفنة من الحشائش #n@1#r (تستخدم لربط الأشياء),#cfa7a0f اجمع حفنة من العشب
1231,نور الظلام,استخدم الأسلحة الخشبية وحفنة من العشب لصناعة  #L#cfa7a0fمصباح يدوي #n@1#r ( ضعه كاملا في ! لن تقلق مطلقا على المتوحشون ),#cfa7a0f اصنع مصباح يدوي
1232,المحجر,استخدم المعول الحجري لنقب  تحت الأرض للحصول على#L#cfa7a0f صخور  #n@1#r ( يبدو أن الحجارة هي مكونات أساسية لمعظم الأشياء),#cfa7a0f اجمع الصخور#n تحت الأرض
1233,الرجل الحرفي,استخدم الأسلحة الخشبية والصخور لصناعة #L#cfa7a0f طاولة صناعة ناقص #n@1#r ( ما هذا يمكنك عمل المزيد من العناصر الآن),#cfa7a0f اصنع صندوق صناعة ناقص
1234,صانع الفرن الحجري,استخدم الكتل الحجرية والتربة لصناعة #L#cfa7a0f فرن الصهر الحجري #n@1#r(كلما زاد عدد الأفران الحجرية ، زادت سرعة التكرير),#cfa7a0f استخدم طاولة الصناعة لعمل فرن الصهر الحجري
1235,الخطوة الاولى للطاهي,استخدم الصخور لصناعة  #L#cfa7a0fوعاء الحجر #n@1#r ( يمكن أن تجعل الطعام لذيذ ومغذي),#cfa7a0f اصنع وعاء حجري
1236,حصص الرحلة,قم بطهي دقيق القمح في وعاء حجري للحصول على  #L#cfa7a0f خبز القمح #n@1#r ( من المؤكد أنه لا يمكنك العمل الجاد إلا عندما تكون ممتلئًا!),#cfa7a0f اصنع خبز القمح
1237,بداية العصر البرونزي,استخدم فأس الحجري للتنقيب عن #L#cfa7a0fخام النحاس #n تحت الأرض  @1#r (انظر ما قمت بحفره في أعماق الأرض!),#cfa7a0f اجمع خام النحاس
1238,سيد الفحم,استخدم فأس حجري لتجميع #L#cfa7a0f الفحم #n تحت الأرض@1#r (  في بعض الأحيان يكونون على السطح والمنحدرات),#cfa7a0f اجمع الفحم
1239,صهر المعادن: النحاس,صهر خام النحاس في الفرن للحصول على #L#cfa7a0f سبيكة نحاسية #n@1#r ( يمكن استخدامه لصناعة أدوات أفضل),#cfa7a0f اصهرها للحصول على سبيكة نحاسية
1240,حرفي فرن النحاس,استخدم  سبيكة نحاسية لصناعة  #L#cfa7a0f فرن نحاسي #n@1#r,#cfa7a0f اصنع فرن نحاسي
1241,معول حجري,استخدم الأحجار الحادة لصناعة #L#cfa7a0f مجرفة حجرية #n@1#r ( يمكنك ان تستخمها لحفر المزرعة ),#cfa7a0f اصنع معولا حجريا
1242,سيد المؤن,ازرع  #L#cfa7a0fبذور القمح #n في المزرعة @1#r ( يمكن فقط الزراعة في المزرعة ),#cfa7a0f ازرع القمح
1243,@Null@,@Null@,@Null@
1244,@Null@,@Null@,@Null@
1245,@Null@,@Null@,@Null@
1246,@Null@,@Null@,@Null@
1247,صهر المعادن: الحديد,صهر خام الحديد في الفرن للحصول على #L#cfa7a0f سبيكة الحديد #n@1,#cfa7a0f اصهر للحصول على سبيكة الحديد
1248,محترف تسخين المعادن,استخدم سبائك الحديد لصناعة #L#cfa7a0 فرن الحديد #n@1,اصنع#cfa7a0f فرن الحديد #nعلى طاولة التصنبيع
1249,أداة رون,استخدم جدول الرون لأداء نقاش الرون @1#r ( نقش طلسم الكفاءة على الأداة ، وطلسم الهجوم على السلاح ، ورون الدفاع على الدرع(,نفذ ترصيع حجر#cfa7a0f الرون
1250,صهر المعادن: التيتانيوم,صهر خام التيتانسوم في الفرن للحصول على #L#cfa7a0f سبيكة التيتانيوم #n@1,اصهرللحصول  على  #cfa7a0f #n سبيكة التيتانيوم
1251,بداية العصر التكنولوجي,استخدم سبائك  التيتانيوم والأسلحة الخشبية لصناعة #L#cfa7a0f فأس التيتانيوم #n@1#r ( وقت التنقيب),اصنع #cfa7a0f فاسا #n من التيتانيوم
1252,ليست نفس المادة,ابحث عن #L#cfa7a0f رقاقة ذكية على الجزيرة العائمة@1#r ( اذهب خارجا واكتشف المسافات ),احصل على #cfa7a0f الرقاقة الذكية #n من التيتانيوم
1253,تطوير المحطة النجمية,استخدم مكونات ترقية محطة النجوم لترقية المحطة الفضائية#r (يمكنك الانتقال الى كوكب ابعد فقط بعد الترقية),قم بتحديث  #cfa7a0f محطة النجم #n للنقل الفضائي
1254,نار العالم الجديد,قم بزيارة الفلاموس#r (انه افضل  طريقة لجلب  ملابس مقاومة للحريق لتجنب الحروق),قم بالذهاب  #cfa7a0f فلاماس #n
1255,@Null@,@Null@,@Null@
1256,قاتل التنين ( المهجور),اهزم التنين الأسود القديم#r ( المهمة ليست  بهذه السهولة),اهزم  #cfa7a0f التنين الأسود القديم #n
1257,مفتاح اللهب,احصل على #L#cfa7a0f السيف المكسور #n من عش التنين @1#r ( أحد المفاتيح الثلاثة لتفعيل المذبح البركاني),احصل على#cfa7a0f السيف المحطم #n
1258,نجم العالم الجدبد,قم بزيارة حورس#r  (الهواء قليل هنا ، لذا ضع قناع الأكسجين!),اذهب إلى #cfa7a0f هوارس #n
1259,سيد النجوم,استخدم #L#cfa7a0f رون المطر لتفعيل الطوطم  @1#r( هنالك مفاجأة قريبة من الغرفة السرية),فعل #cfa7a0f الطوطم #n
1260,مثقاب نجم النحاس,جمع حورس النحاس ، جين وود ديك ، بلوك حورس وكابل أزرق سيليستيوم، #L#cfa7a0f مثقاب نحاس حورس  #n@1#r ( سمعت أن الهضبة والجزيرة العائمة تتمتعان بالتألق الساحر لنحاس حورس),اصنع #cfa7a0f مثقابا نحاسيا لهوارس #n
1261,الخطاف السريع,اجمع ذراع الدفع والسحب ونحاس حورس وحورس جرافيتي وشظايا الجرافيتي لعملها   #L#cfa7a0f ربط النار #n@1#r   يمكن أن تجعلك تطير فوق الجدران,اصنع #cfa7a0f خطافا للرش #n
1262,مستدعي العملاق القديم,استدعاء وهزيمة العملاق القديم في حورس @1#r ( أنت بحاجة إلى كتلة الماس / الملكيت / بلوك حورس النحاسي / كتلة حورس جرافيتي ليتم استدعاؤك في 4 مربعات بجوار قلب الطوطم),اصنع #cfa7a0f العملاق القديم #n
1263,مفتاح النجم,اهزم العملاق القديم لتحصل على #L#cfa7a0f مفتاح النجم #n@1#r ( هذا هو أحد المفاتيح الثلاثة لتنشيط مذبح البركان ),احصل على #cfa7a0f عين العملاق #n
1264,صانع الشجرة المقدسة,احفر حفرة وازرعها ! ازرعها! @1#r ( يمكنك الحصول على أحد المفاتيح الثلاثة أعلى الشجرة المقدسة),ازرع  #cfa7a0f الشجرة المقدسة #n
1265,الفاكهة المقدسة,اجمع قلب الشجرة المقدس في الجزء العلوي من الجذع المقدس للحصول على  #L#cfa7a0fالفواكه المقدسة   #n@1#r(هذا أحد المفاتيح الثلاثة لتنشيط مذبح البركان),اجمع #cfa7a0f الفاكهة المقدسة #n
1266,"لا شي نغامر به, لا شي نكسبه",اجمع مفاتيح Miras و Horas و Flamas الثلاثة وقم بتفعيل المذبح في منطقة البركان @1#r( أدخل مدخل موطن الفراغ الوهمي),نشط #cfa7a0f مذبح البركان #n
1267,المنقذ,اهزم باطل فانتوم @1,اهزم #cfa7a0f باطل فانتوم #n
1268,البطاطا,زرع بذور البطاطس في الأراضي المزروعة للحصول على #L#cfa7a0f البطاطس #n@1,ازرع #cfa7a0f البطاطس #n
1269,صناعة البطاطا المهروسية,استخدام البطاطس في وعاء الحجر للحصول عليه #L#cfa7a0f بطاطا مهروسة #n@1,اصنع #cfa7a0f البطاطس المهروسة #n
1270,المقليات الفرنسية,استخدم البطاطس المهروسة وزهرة الدراسينا والورق للطهي في وعاء حجري للحصول على #L#cfa7a0f بطاطس مقلية #n@1,اصنع #cfa7a0f البطاطس المقلية #n
1271,احصل على لحم البقر,اذبح البقرة للحصول على  #L#cfa7a0f لحم البقر #n@1,احصل على#cfa7a0f لحم البقر
1272,شريحة,استخدم لحم البقر للشواء على بون فاير للحصول على #L#cfa7a0f لحم بقر مشوي #n@1,قم بشواء لحم#cfa7a0f البقر#n
1273,العسل اللامع    برجر لحم عجل,"Use Wheat Bread, Limonium Sinuatum, Grilled Steak to make #L#cfa7a0f Beef Burger #n@1",اصنع cfa7a0f#برجر من لحم البقر
1274,بروتين,ضع قنينة دجاج بجانب الدجاج وستوضع #L#cfa7a0f البيض #n@1,التقط #cfa7a0f البيض #n
1275,شطيرة يقطين,استخدم شراب الفركتوز المعبأ واليقطين لصنعها #L#cfa7a0f فطيرة اليقطين#n@1,اصنع #cfa7a0f فطيرة اليقطين #n
1276,ميلاد سعيد,استخدم الحليب المعبأ والبيض وشراب الفركتوز المعبأ ودقيق القمح لصناعة #L#cfa7a0f الكيك #n@1,اصنع #cfa7a0f كعكة #n
1277,فاكهة برية,تدمير أوراق أشجار الفاكهة سوف يسقط #L#cfa7a0f الفاكهة الطازجة #n@1,احصل على #cfa7a0f فاكهة طازجة #n
1278,طبق من الفواكه,استخدم شريحة البطيخ والوعاء والفواكه الطازجة لعمل طبق من الفاكهة الطازجة #L#cfa7a0f طبق فاكهة طازجة #n@1,اصنع #cfa7a0f طبقا فاكهة طازجة #n
1279,الطاه الامبراطوري,الحصول على اللقب تلقائيًا بعد الانتهاء من المهام السابقة,انهي الـ #cfa7a0f عملية عمل المسلسلات
1280,دافع عن نفسك,استخدم لوح الخشب وقضيب الخشب لعمل #L#cfa7a0f باب خشبي #n@1,اصنع #cfa7a0f بابا #n
1281,مشاهدة النجوم من النافذة,استخدم لوح خشب وشريط خشب لصناعة #L#cfa7a0f نافذة خشبية #n@1,صناعة #cfa7a0f النوافذ الخشبية
1282,هلام أحمر,استخدم الفواكه الطازجة لصناعة #L#cfa7a0f هلام أحمر#n@1,اصنعcfa7a0f# صبغة
1284,عامل السكة الحديدية,استخدم سبائك الحديد والصخور لصنع  #L#cfa7a0f سكة حديدية #n@1,اصنع #cfa7a0f سكة حديدية #n
1285,قطار الملاهي.  انطلق,استخدم سبائك الحديد ولوح الخشب والكتلة الفلورية لصنع   #L#cfa7a0f سكة حديدية #n@1,اصنع #cfa7a0f قطار الملاهي #n
1286,حمام الشمس,احصل على #L#cfa7a0f زهرة عباد  الشمس #n@1 من السهول,اقطف #cfa7a0f زهرة عباد الشمس #n
1287,ولية العهد,استخدم 3 أنواع مختلفة من الزهور لصناعة #L#cfa7a0f تاج  الملكة #n@1,اصنع  #cfa7a0f التاج #nمن الأزهار
1288,يوم رائع,بعد انهاء المهمة الحالية الانتقال تلقائيا إلى المهمة التالية,أكمل #cfa7a0f سلسلة الانجازات #n الأساسية
1289,حرفي رون من المستوى المتوسط,استخدم الطلاسم الوسيطة للترصيع@1,ارصع #cfa7a0f طلسم متوسط #n
1290,حرفي رون متفوق,استخدم الطلاسم المتقدمة للترصيع@1,ارصع #cfa7a0f طلسم متقدم #n
1291,جامع أحجار رون,بعد انهاء المهمة الحالية الانتقال تلقائيا إلى المهمة التالية,أكمل #cfa7a0f انجاز حجر رون #n
1292,مغامر,استخدم  سبائك الحديد والقضبان الخشبية لصناعة #L#cfa7a0f السيف الحديدي #n@1,أكمل #cfa7a0f سلسلة الانجازات #n
1293,جندي شجاع على دراجة,استخدم سبائك الحديد والقضبان الخشبية لصنع  #L#cfa7a0f الرمح الطويل #n@1,اصنع #cfa7a0f سيفا نحاسيا #n
1294,حاصد الأرواح,استخدم سبائك التيتانيوم وقضبان الخشب لصنع #L#cfa7a0f حاصدة #n@1,اصنع #cfa7a0f حصادة التيتانيوم #n
1295,السياف,استخدم الماس وسبائك الحديد وقضبان الخشب لعمل #L#cfa7a0f  سيف الطاقة #n@1,اصنع #cfa7a0f السيف الماسي #n
1296,حارس,استخدم سبائك الحديد والجلد وخيوط الحرير لصنع #L#cfa7a0f القوس الحديدي  #n@1,اصنع #cfa7a0f السهم الحديدي #n
1297,القائد الكبير,استخدم الطاقم والأحجار الكريمة العادية لعمل #L#cfa7a0f الطاقم العادي #n@1,اصنع #cfa7a0f الطاقم العادي #n
1298,محترف أسلحة,بعد انهاء المهمة الحالية الانتقال تلقائيا إلى المهمة التالية,قم بصناعة #cfa7a0f سلسلة الأسلحة #n
1299,خوذة نحاسية,استخدم سبائك النحاس والجلود لعمل ملف  #L#cfa7a0f خوذة نحاسية  #n@1,قم بصناعة #cfa7a0f خوذة نحاسية #n
1300,خوذة حديدية,استخدم سبائك الحديد والسبائك النحاسية والجلد في صنع  #L#cfa7a0f خوذة حديدية#n@1,قم بصناعة #cfa7a0f خوذة حديدية #n
1301,خوذة من التيتانيوم,استخدم سبائك الحديد وسبائك التيتانيوم والجلد لصنع خوذة #L#cfa7a0f  من التيتانيوم #n@1,قم بصناعة #cfa7a0f خوذة من التيتانيوم #n
1302,الخوذة الماسية,استخدم الماس والسبائك الذهبية والجلديات لصنع #L#cfa7a0f  الخوذة الماسية #n@1,قم بصناعة #cfa7a0f الخوذة الماسية #n
1303,درع نحاسي,استخدم سبائك النحاس والجلود لصنع #L#cfa7a0f  درع نحاسي #n@1,قم بصناعة #cfa7a0f درع نحاسي #n
1304,الدرع الحديدي,استخدم سبائك الحديد والسبائك النحاسية والجلد في صنع#L#cfa7a0f الدرع الحديدي #n@1,اصنع  #cfa7a0f  الدرع الحديدي #n
1305,درع التيتانيوم,استخدم سبائك الحديد وسبائك التيتانيوم والجلد لصنع #L#cfa7a0f درع التيتانيوم #n@1,اصنع  #cfa7a0f  درع التيتانيوم#n
1306,الدرع الماسي,استخدم الماس والسبائك الذهبية والجلد لصنع #L#cfa7a0f الدرع الماسي #n@1,اصنع  #cfa7a0f  الدرع الماسي #n
1307,درع نحاسي للساقين,استخدم سبائك النحاس والجلود لصنع #L#cfa7a0f درع نحاسي للساقين #n@1,اصنع  #cfa7a0f  درع نحاسي للساقين #n
1308,درع حديد للساقين,استخدم سبائك الحديد والسبائك النحاسية والجلد في صنع #L#cfa7a0f درع حديد للساقين #n@1,اصنع  #cfa7a0f  درع حديد للساقين #n
1309,درع تيتانيوم للساقين,استخدم سبائك الحديد وسبائك التيتانيوم والجلد لصنع #L#cfa7a0f درع تيتانيوم للساقين #n@1,اصنع  #cfa7a0f  درع تيتانيوم للساقين #n
1310,درع ماسي للساقين,استخدم الماس والسبائك الذهبية والجلود في صنع #L#cfa7a0f درع ماسي للساقين #n@1,اصنع  #cfa7a0f  درع ماسي للساقين  #n
1311,حذاء نحاسي,استخدم سبائك النحاس والجلود في صنع #L#cfa7a0f حذاء نحاسي #n@1,اصنع  #cfa7a0f  حذاء نحاسي  #n
1312,حذاء حديدي,استخدم سبائك الحديد والسبائك النحاسية والجلد في صنع #L#cfa7a0f حذاء حديدي #n@1,اصنع  #cfa7a0f  حذاء حديدي  #n
1313,حذاء من التيتانيوم,استخدم سبائك الحديد وسبائك التيتانيوم والجلد لصنع #L#cfa7a0f حذاء من التيتانيوم #n@1,اصنع  #cfa7a0f  حذاء من التيتانيوم  #n
1314,حذاء ألماسي أزرق,استخدم الماس والسبائك الذهبية والجلود لصنع #L#cfa7a0f حذاء ألماسي أزرق #n@1,اصنع  #cfa7a0f  حذاء ألماسي  #n
1315,سيد الدفاع,بعد انهاء المهمة الحالية الانتقال تلقائيا إلى المهمة التالية,أكمل #cfa7a0f تصنيع الدفاعات #n
1316,جامع الحرب,بعد انهاء المهمة الحالية الانتقال تلقائيا إلى المهمة التالية,أكمل #cfa7a0f صناعة الأسلحة والدروع #n
1317,صياد الحمم العملاق,اهزم الحمم العملاقة في فلاموس @1,اهزم #cfa7a0f الحمم العملاقة #n
1318,صياد رامي الكبريت,اهزم صياد الأسهم الكبريتي @1,اهزم #cfa7a0f رامي الكبريتي #n
1319,مطفئ النيران,بعد انهاء المهمة الحالية الانتقال تلقائيا إلى المهمة التالية,أكمل #cfa7a0f الدفاع عن مخلوقات فلاماس#n
1320,سبائك النحاس 1,اصهر10  #L#cfa7a0f سبائك النحاس #n@1,اصهر #cfa7a0f  سبائك النحاس #n
1321,سبائك النحاس 2,اصهر100  #L#cfa7a0f سبائك النحاس #n@1,اصهر #cfa7a0f  سبائك النحاس #n
1322,سبائك النجاس 3,اصهر300  #L#cfa7a0f سبائك النحاس #n@1,اصهر #cfa7a0f  سبائك النحاس #n
1323,خليط السبائك 1,صهر 10 #L#cfa7a0f  خليط السبائك #n@1,اصهر #cfa7a0f  خليط السبائك #n
1324,خليط السبائك 2,صهر 100 #L#cfa7a0f  خليط السبائك #n@1,اصهر #cfa7a0f  خليط السبائك #n
1325,خليط السبائك 3,صهر 300 #L#cfa7a0f  خليط السبائك #n@1,اصهر #cfa7a0f  خليط السبائك #n
1326,خام الهجوم الروني,استخدم فأسًا نحاسيًا لتدمير خام الهجوم الروني للحصول على #L#cfa7a0f  حجرة الهجوم الروني  #n@1,اجمع #cfa7a0f خام الهجوم الروني #n
1327,خام الدفاع الروني,استخدم فأسًا نحاسيًا لتدمير خام الدفاع الروني للحصول على #L#cfa7a0f  حجرة الدفاع الروني  #n@1,اجمع #cfa7a0f خام الدفاع الروني #n
1328,كفاءة التعدين الروني,استخدم الفأس النحاسي لتدمير كفاءة التعدين الروني للحصول على  #L#cfa7a0f  حجرة الكفاءة الروني  #n@1,اجمع #cfa7a0f كفاءة التعدين الروني #n
1329,التنين قاتل القائد,قم باستدعاء وهزيمة صهارة التنين الأسود@1,اهزم #cfa7a0f التنين الأسود المنصهر #n
1330,بطل التنين القاتل,استدعاء وهزيمة التنين الأسود الفوضى@1,اهزم #cfa7a0f التنين الأسود الفوضوي #n
1331,الرمح الحجري العتيق,استخدم الأحجار الحادة والقضبان الخشبية لصناعة #L#cfa7a0f الرمح الحجري#n@1,اصنع #cfa7a0f رمحا حجريا #n
1332,كبير الحرفيين,استخدم بلورة الانشاء لترقية #L#cfa7a0f إلى ال جدول صياغة غير مكتمل#n@1,رقي #cfa7a0f جدول صياغة غير مكتمل #n
1333,خبير بناء,استخدم الخشب لصنع لوح خشبي وضعه على الأرض @1,اصنع وضعه على #cfa7a0f اللوح الخشبي #n
1334,مقلاع,استخدم الجلود ، والخشب ، والخيط الحريري لصنع #L#cfa7a0f مقلاع #n@1,اصنع #cfa7a0f مقلاع #n
1335,مغامرة الغابة الممطرة!,ابحث عن الغابة الممطرة وقم بتجميع الأربور المتوهج في الغابة للحصول على #L#cfa7a0f جزء الغابات المطيرة الأساسية #n@1,احصل على #cfa7a0f قلب الغابة الممطرة #n
1336,عين الغابة الممطرة,استخدن سبائك نحاس وشظايا اساس الغابة الممطرة لتجميع #L#cfa7a0f عين الغابة الممطرة #n@1,اصنع #cfa7a0f عين الغابة الممطرة  #n
1337,كويتزالكواتل,"Defeat the Quetzalcoatl in the shrine @1#r (use the eyes of the rainforest on the broken statue to summon the rainforest shrine, Quetzalcoatl is in the depths of the temple)",اهزمcfa7a0f# كيتزالكوت
1338,البذرة المقدسة,Defeat the Quetzalcoatl in the temple to obtain the #L#cfa7a0f Sacred Seed #n@1,احصل cfa7a0f#على بذرة الشجرة المقدسة
1339,Resurrection Stone,"Use rock blocks to make, place #L#cfa7a0f stone statue#n@1",Place #cfa7a0f stone statue
1340,@Null@,@Null@,@Null@
1341,@Null@,@Null@,@Null@
1342,Wheat seeds,Use wheat to make a #L#cfa7a0f wheat seed#n@1.,Make #cfa7a0f wheat seeds
