ID,名称,描述,说明
2090004,Der Block befindet sich im Bereich Urteil,%1%2 in%3,
2090005,Urteil zur Blockausrichtung,Blöcke bei%1 gegenüber%2 sind%3,
2090006,Art des Blocks an der angegebenen Stelle,Blocktyp%2%3 bei%1,
2090007,Urteil zur Blockeinstellung,%2 von%1 ist%3,
2100001,Timer-Zeitbeurteilung,%1%2%3,
2100002,Boolescher Vergleich,%1%2%3,
2100003,String-Vergleich,%1%2%3,
2100004,Beurteilung des Musiktyps,%1%2%3,
2100005,"Abrufen des Wertes aus der Servertabelle, um das Urteil zu vervollständigen",Wert aus der Servertabelle oder der Rangliste abrufen vollständige Beurteilung ist%1,"1. Führen Sie Aktionen durch, um Werte aus Tabellen oder Bestenlisten zu erhalten
2. Alle Parameter des Ereignisses werden übergeben (z. B. Auslösen des Ereignisspielers, Auslösen der Ereigniskreatur usw.)"
2100006,Beurteilung der Mitgliedschaft des Spielers,%1%2 Mini World Big Mitglied ist%3,
210001,Der boolesche Wert der angegebenen Zahl in der booleschen Wertegruppe,Boolean nummeriert%2 in%1,
210002,Zufällige boolesche Werte in booleschen Gruppen,Zufälliger Boolescher Wert in%1,
2110001,Spielerspezifische Fahrzeuge,%1%2%3,
2120001,Wirkung Urteil,%1%2%3,
2130001,"Spielen Sie die Anzeige ab, um das Urteil zu vervollständigen",Die aktuell abgespielte Anzeige wird als%1 bestimmt,
2140001,Beurteilung der Statuswirkung,%1%2%3,
2140002,Baustein-Urteil,%2 von%1 erkannt%3 Erkennungsmodus%4 erforderlich%5,
2140003,Ausführbares Bausteinurteil,Erkennung des ausführbaren Bausteins%2 von%1 für%3 Erkennungsmodus%4 Anforderung%5,
2140004,Beurteilung des Betriebsumfelds,"Prüfen Sie, ob es derzeit in der Klasse läuft",
2150001,Komponentenurteil,%1%2%3 von%4,
2150002,Seite Urteil,%1%2%3,
220001,Der Blocktyp mit der angegebenen Nummer in der Blocktypgruppe,Blocktyp nummeriert%2 in%1,
220002,Zufälliger Blocktyp in der Blocktypgruppe,Zufälliger Blocktyp in%1,
221001,"Erkennung, Flächenähnlichkeit",Ähnlichkeit des Erkennungsbereichs: Originalbereich%1 Zielort%2 Erkennungsmodus%3,
221002,Blocktyp Gruppe im Bereich,Blocktypgruppe in%1 abrufen,
221003,Gesamtzahl der Blöcke in dem Gebiet,Ermittelt die Gesamtzahl der Blöcke in%1,
221004,Anzahl der Blöcke des angegebenen Typs im Bereich,Ermittelt die Anzahl der Blöcke des Typs%2 in%1,
230001,Der Positionstyp mit der angegebenen Nummer in der Positionstypgruppe,Artikeltyp nummeriert%2 in%1,
230002,Zufälliger Artikeltyp in der Artikeltypgruppe,Zufälliger Artikeltyp in%1,
240001,Die Art des Organismus mit der angegebenen Anzahl in der biologischen Typengruppe,Biologischer Typ nummeriert%2 in%1,
240002,Zufällige biologische Typen in der Gruppe der biologischen Typen,Zufälliger Kreaturentyp in%1,
250001,Timer mit der angegebenen Nummer in der Timer-Gruppe,Timer nummeriert%2 in%1,
250002,Zufälliger Timer in der Timer-Gruppe,Zufälliger Timer in%1,
260001,Der Effekttyp mit der angegebenen Nummer in der Effekttypgruppe,Effekttyp nummeriert%2 in%1,
260002,Zufällige Effekttypen in der Effekttypgruppe,Zufälliger Effekttyp in%1,
270004,Symbol für Artikeltyp,Symbol für%1,
270005,Biologisches Symbol,Symbol für%1,
270006,Kreaturentyp-Symbol,Symbol für%1,
270007,Statussymbol,Symbol für%1,
270008,Blocktyp-Symbol,Symbol für%1,
270009,Symbol für den aktuellen Charakter des Spielers,Symbol für die aktuelle Rolle%1,
270010,Abrufen des Symbols für die Tastenkombinationsleiste des Spielers,%1 Tastenkombinationsleistensymbol für%2,
280001,Zufällige Wurfart,Zufällige Wurfart,
290001,Zufälliger Ton,Zufälliger Ton,
300001,Der vom Server ermittelte Standort,Der vom Server ermittelte Standort,
300002,Vom Server erworbener Bereich,Vom Server erworbener Bereich,
300003,Der vom Server erhaltene Wert,Der vom Server erhaltene Wert,
300004,Die vom Server erhaltene Zeichenfolge,Die vom Server erhaltene Zeichenfolge,
300005,Vom Server erhaltener boolescher Wert,Vom Server erhaltener boolescher Wert,
300006,Vom Server erworbener Spieler,Vom Server erworbener Spieler,
300007,Art des vom Server abgerufenen Blocks,Art des vom Server abgerufenen Blocks,
300008,Der vom Server erhaltene Elementtyp,Der vom Server erhaltene Elementtyp,
300009,Vom Server erfasste Kreaturen,Vom Server erfasste Kreaturen,
30001,Aktuelle Spielzeit,Aktuelle Spielzeit,
300010,Die Art der vom Server erhaltenen Kreatur,Die Art der vom Server erhaltenen Kreatur,
300011,Vom Server abgerufener Timer,Vom Server abgerufener Timer,
300012,Die Art des vom Server erzielten Effekts,Die Art des vom Server erzielten Effekts,
300013,Rangliste Rangliste erhalten,Rangliste Rangliste erhalten,
300014,Der vom Server erhaltene Name (Schlüssel),Abrufen von Server- und Leaderboard-Indexnamen (Schlüsseln),
300015,Vom Server erworbener Spieler (Schlüssel),Server und Leaderboard indizierte Spieler (Schlüssel),
30002,Teams mit bestimmten Rankings,Teams auf Rang%1,
30003,Aktuelle Spiel-Schwerkraft-Multiplikatoren,Aktuelles Spiel Gravity,
3010001,Globaler Wettermodus einstellen,Globaler Wettermodus auf%1 setzen,
3010002,Zeit einstellen,Spielzeit auf%1 setzen,
3010003,Schwerkraft einstellen,Schwerkraft auf%1 setzen,
3010004,"Stellen Sie das Spiel so ein, dass es nach der Hälfte der Zeit mitspielt",Auf halbem Weg Join-Spiel auf%1 setzen,
3010005,Sendung senden,Sendung senden%1,
3010006,Sendung senden und warten,Broadcast%1 senden und warten,
3010007,Zeitraffergeschwindigkeit einstellen,Setzen Sie die Spielzeit auf%1x,
3010008,Skybox-Karte einstellen,%1 auf%2 setzen,"1. Das Einrichten einer Himmelskarte führt dazu, dass Sterne und Wolken versagen
2. Durch das Einstellen der Himmelskarte wird die Farbe der Oberseite, der Taille und der Unterseite des Himmelsfeldes ungültig."
3010009,Skybox-Farbe einstellen,%1%2 auf%3 setzen,
3010010,Skybox-Parameter einstellen,%1%2 auf%3 setzen,
3010011,Senden von Server-Übertragungen an alle Cloud-Serverräume,Senden von Server-Übertragungen%1 an alle Cloud-Serverräume,"1. Es wird auch wirksam, wenn es von einem einzelnen Rechner ausgeführt wird, aber es wird nur lokal wirksam und wird nicht an den Cloud-Service-Raum gesendet.
2. Isolierung: Das Debugging von Cloud-Diensten wird nur an Sie selbst gesendet. Wenn Sie an den öffentlichen Cloud-Dienst senden möchten, müssen Sie dies im öffentlichen Cloud-Service-Raum durchführen
3. Limit: Nur eine Sendung kann alle 15 Sekunden pro Raum gesendet werden"
3010012,Skybox-Vorlage festlegen,Setzen Sie die aktuelle Skybox auf%1,
3010013,Geländegruppe Wetter einstellen,Stellen Sie das Wetter für%1 bis%2 ein,
3010014,Skybox-Schalter einstellen,%1%2 auf%3 setzen,
3020001,Auslöser ausführen,"Führen Sie%1 aus, prüfen Sie, ob die Bedingung%2 ist, führen Sie die Aktion aus",
3020002,Schleife Auslöser,"Von%1 bis%2,%3 ausführen",
3020003,Triggerzustand ändern,Ändern Sie den Status%1 in%2,
3020004,Status der Triggergruppe ändern,Ändern Sie den Status%1 in%2,
3040001,Einen Block erstellen,"%2 bei%1 erstellen, gegenüber%3",
3040002,Block löschen,Block auf%1 löschen,
3040003,Blöcke ersetzen,"Ersetzen Sie das Quadrat auf%1 durch%2, gegenüber%3",
3040004,Blockschalterstatus einstellen,Setzen Sie den Status des Blockschalters von%1 auf%2,
3040005,Blockberechtigungen festlegen,%2 von%1 auf%3 setzen,
3040006,Füllen Sie den Bereich mit Quadraten,"Füllen Sie%2 mit%1, gegenüber%3",
3040007,Räumen Sie die Quadrate in dem Bereich,Löschen%2 in%1,
3040008,Kopieren von Blöcken im Bereich auf den angegebenen Punkt,"Kopieren Sie die Quadrate innerhalb von%1 und platzieren Sie sie bei%2, in Richtung%3",
3040009,Bereich Ersatzblock,"Ersetzen Sie%2 in%1 durch%3, in Richtung%4",
3040010,Zerstörungswürfel,Quadrate auf%1 brechen,
3040011,Farbquadrate erstellen,"Erstellen Sie%2 bei%1, Orientierung%3, Farbe%4 (nur Farbquadrate sind gültig)",
3040012,Blockspiel-Aktion,"Machen Sie Quadrate auf%1 spielen%2, Spielmodus%3",
3040013,Farbquadrate ersetzen,Ersetzen Sie%2 auf%1 durch Orientierung%3 und Farbe%4 (nur Farbquadrate sind gültig),
3040014,Räumt alle Quadrate in diesem Bereich,Alle Quadrate in%1 löschen,
3040015,Blöcke des angegebenen Typs im Schadensbereich,Zerstöre%2 in%1,
3040016,Zerstöre alle Quadrate in der Umgebung,Zerstöre alle Quadrate in%1,
3040017,Ersetzen Sie alle Quadrate in diesem Bereich,"Ersetzen Sie alle Quadrate in%1 durch%2, in Richtung%3",
3040018,Platzieren Sie Blaupausen,"Platz%2 auf%1, Drehen%3, Spiegeln%4, Blaupausenbereich vollständig abgedeckt%5",
3050001,Besiege den Spieler,Niederlage%1,
3050002,Wiederauferstehung des Spielers zu einem bestimmten Punkt,Wiederbelebung%1 bis%2,
3050003,Wiederbelebungspunkte für Spieler festlegen,Auferstehungspunkt für%1 bis%2 festlegen,
3050004,Eigenschaften des Spielers festlegen,%2 von%1 auf%3 setzen,
3050005,Gibt Spielerstatus-Effekte,"Gibt%1%2 Wirkung, hält für%3 ewig, hält für%4 Sekunden",
3050006,Effekt des Spielerstatus entfernen,Entfernen des%2-Effekts von%1,
3050007,Spielerberechtigungen festlegen,%2 von%1 auf%3 setzen,
3050008,Spieler entfernen,%1 aus diesem Spiel entfernen,
3050009,Spieler treten dem Zuschauermodus bei,%1 zum Zuschauermodus hinzufügen,
3050010,Spielerteam zusammenstellen,Das Team von%1 auf%2 setzen,
3050011,Spielerposition festlegen,Senden%1 an%2,
3050012,Spielerausrichtung festlegen,Ausrichtung%1 auf%2 setzen,
3050013,Kamerawinkel des Spielers einstellen,"Stellen Sie den Kamerawinkel von%1 auf die Weltkoordinaten%2 Grad horizontal,%3 Grad vertikal ein",
3050014,Gegenstände zum Spielerrucksack hinzufügen,Hinzufügen%1%2 zu%3 Rucksäcke,
3050016,Spieler-Rucksackartikel entsorgen,%2%3 auf%1 verwerfen,
3050017,Rucksackgegenstände für Spieler zerstören,Zerstöre%2%3 auf%1,
3050018,Spieler fährt Fahrzeug,"Fahrt%1 auf%2, Positionsnummer%3",
3050019,Spieler verlässt Fahrzeug,"%1 dazu bringen, das aktuelle Fahrzeug zu verlassen",
3050020,Spielerperspektive festlegen,"Betrachtungswinkel von%1 auf%2 setzen,%3 sperren",
3050021,Spieler steuert Fahrzeug vorwärts,%1 Fahrzeug automatisch vorantreiben lassen,
3050022,Automatische Wegfindung des Spielers,"Bewirkt, dass%1 versucht, eine automatische Pfadsuche nach%2 durchzuführen, funktionsfähig%3","Dieses Ereignis hat eine Entfernungsbegrenzung, die außerhalb einer bestimmten Reichweite (etwa 32 Quadrate) dazu führt, dass es nicht feuert"
3050023,Spieler gewinnt,Machen Sie%1 gewinnen das Spiel,
3050024,Spieler spielt animierte Emoticons,%2 spielen lassen%1,Animationsausdrucksparameter Eingabewertbereich 1-20 Zeichenaktion 1-10 Allgemeine Aktion 11-20
3050025,Anzeige des Erkerfenstertextes für den Spieler,Erkertext%2 für%1 anzeigen,
3050026,Spieler verwenden Gegenstände der Shortcut-Leiste,"Verwenden Sie die Verknüpfungsleiste%1, um Elemente auszuwählen",
3050027,Anzeige von Chat-Box-Informationen für Spieler,Chatbox-Nachricht%2 bis%1 anzeigen,
3050028,Bestimmte Spielergegenstände können nicht weggeworfen werden,"Legen Sie fest, dass%2 von%1 nicht als%3 verworfen werden soll",
3050029,Bestimmte Spielergegenstände können nicht fallen gelassen werden,%2 von%1 soll nicht auf%3 fallen,
3050030,"Bringen Sie den Spieler dazu, sich zu bewegen","Bewegen Sie sich%1 in Richtung%2, Geschwindigkeit%3",
3050031,Effekt des Ersatzspielerstatus,Ersetzen Sie%2 auf%1 durch%3 für%4 für immer für%5 Sekunden,
3050032,Rüste den Spieler aus,Legen Sie%1 auf%2 in den Rucksack,
3050033,"Bringen Sie den Spieler dazu, seine Ausrüstung auszuziehen","%1 dazu bringen, die Ausrüstung von%2 in den Rucksack zu entfernen",
3050034,Spielerausrüstung erstellen,%1 bis%2 Getriebestange erstellen,
3050035,Spielerausrüstung zerstören,Zerstöre Ausrüstung in%1%2,
3050036,Aussehen des Spielers festlegen,Setzen Sie das Aussehen von%1 auf%2,
3050037,Aussehen des Spielers wiederherstellen,%1 zum ursprünglichen Erscheinungsbild wiederherstellen,
3050040,"Bringen Sie den Spieler dazu, dem Spieler Schaden zuzufügen",Verursacht%1 Schaden von%3%4 an%2,"1. Die erhaltene Schadensquelle ist der Spieler, und das Wort Schaden wird angezeigt
2. Nahkampfschaden, Fernschaden, Explosionsschaden werden standardmäßig 5 Schadenswerte hinzugefügt, und der endgültige Schadenswert wird entsprechend der Verteidigung berechnet
3. Das entsprechende Ereignis wird ausgelöst (z. B. fügt der Spieler Schaden zu, der Spieler erleidet Schaden), aber es löst nicht den Angriff des Spielers, das Angriffsleben und andere Ereignisse aus"
3050041,"Verursacht, dass der Spieler Kreaturen Schaden zufügt",Verursacht%1 Schaden von%3%4 an%2,"1. Die erhaltene Schadensquelle ist der Spieler, und das Wort Schaden wird angezeigt
2. Nahkampfschaden, Fernschaden, Explosionsschaden werden standardmäßig 5 Schadenswerte hinzugefügt, und der endgültige Schadenswert wird entsprechend der Verteidigung berechnet
3. Das entsprechende Ereignis wird ausgelöst (z. B. fügt der Spieler Schaden zu, der Spieler erleidet Schaden), aber es löst nicht den Angriff des Spielers, das Angriffsleben und andere Ereignisse aus"
3050042,"Verursacht, dass der Spieler Ziele in diesem Bereich beschädigt","Verursacht, dass%1 allen Zielen in%2%3%4 Schaden zufügt","1. Füge jedem Schaden zu (einschließlich dir selbst), du kannst die Schadensquelle als Spieler ermitteln und das Wort Schaden wird angezeigt
2. Nahkampfschaden, Fernschaden, Explosionsschaden werden standardmäßig 5 Schadenswerte hinzugefügt, und der endgültige Schadenswert wird entsprechend der Verteidigung berechnet
3. Es löst entsprechende Ereignisse aus (z. B. Spielerschaden, Spielerschaden, Kreaturenschaden usw.), löst aber keinen Spielerangriff, kein mittleres Angriffsereignis aus"
3050043,Spielernamen festlegen,Setzen Sie den Namen von%1 auf%2,
3050044,"Legen Sie fest, wie sich der Spieler bewegt",Setzen Sie%1 zum Verschieben mit%2,Nach der Landung des Charakters wird der Flugzustand aufgehoben und die Aktion muss erneut ausgelöst werden.
3050045,Spieler verlässt Zuschauermodus,%1 aus dem Zuschauermodus nehmen,
3050046,Spielerimmunität gegen Schadensart festlegen,Satz%1 immun%2,
3050047,Entfernen Sie den Immunschadentyp des Spielers,Entfernen%1 Immun%2,
3050048,Schüttelspieler-Kamera,Verwackeln%1 Kamera%2 Sekunden bei Intensität%3,
3050049,Verwackeln der Spielerkamera stoppen,Stop%1 Verwackeln der Kamera,
3050050,Spielergegenstände festlegen,"Setzen Sie%1%2 Elemente auf%3, Menge auf%4",
3050051,Spielergegenstände entfernen,Entfernen von%3 Elementen aus%1%2,
3050052,Senden Sie eine Freundschaftsanfrage in den Raum,%1 eine Freundschaftsanfrage an%2 im Raum senden,
3050053,Leeren Sie die Spielergegenstandsbibliothek,Alle%2 von%1 löschen,
3050054,Gegenstände für mobile Spieler,%1 auf%2%3 nach%4 verschieben,
3050055,Spielergegenstände tauschen,Swap%2 nach%3 auf%1,
3050056,Entfernen aller Zustandseffekte auf den Spieler,Alle Zustandseffekte auf%1 löschen,
3050057,Entfernt alle negativen Zustandseffekte vom Spieler,Alle negativen Statuseffekte auf%1 löschen,
3050058,Ändern Sie den Winkel des Spielers,Ausrichtung%1 auf%2 ändern,
3050059,Öffne die Truhen der Welt für den Spieler,Öffnen Sie das Feld von%2 für%1 (gültiger Bereich ca. 60 Quadrate),
3050060,Öffnen Sie den Handwerkertisch für den Spieler,Öffnen Sie den Craftsman Desk für%1,
3050061,Offene Ranglisten für Spieler,Anzeige%2 für%1,
3050062,Ranglisten vor Spielern ausblenden,Rangliste für%1 ausblenden,
3050063,Das Telefon des Spielers vibriert,"Einstellung%1 Telefon Vibrationsdauer%2 Millisekunden, Intensität%3",
3050064,Einstellen der Farbe des Player-Filters,Filterfarbe für%1 bis%2 einstellen,
3050065,Einstellen der Parameter des Player-Filters,Setzen Sie%1 Filter%2 auf%3,
3050066,Teleportieren Sie den Spieler auf die vorgesehene Karte,Senden%1 an Karte mit Karte-ID%2,Jeder Spieler kann nur einmal alle 30 Sekunden auslösen
3050067,Teleportieren Sie den Spieler in den vorgesehenen Raum,Senden%1 an Karte mit Zimmer-ID%2,Jeder Spieler kann nur einmal alle 30 Sekunden auslösen
3050068,Teleportieren Sie die Spielergruppe in einen anderen Raum,%1 in einen anderen Raum auf der aktuellen Karte übertragen,
3050069,Bewegen Sie die Kamera,"%1%2%3 machen,%4 animieren, Dauer%5 Sekunden",
3050070,Drehen Sie die Kamera,"%1%2%3 machen,%4 animieren, Dauer%5 Sekunden",
3050071,Kameraberechtigungen festlegen,Kamera%1%2 auf%3 setzen,
3050072,Kameradrehmodus einstellen,Stellen Sie den Kameradrehmodus für%1 bis%2 ein,
3050073,Montieren Sie die Kamera am Objekt,Montieren Sie die Kamera von%1 auf%2,
3050074,Montieren Sie die Kamera am Standort,Montieren Sie die Kamera von%1 auf%2,
3050075,Wiederherstellung der Kameraeigenschaften,Wiederherstellung der Kameraeigenschaften für%1,
3050076,Set color style for player filter,Set the color style of %1’s filter to %2,
3050077,Einstellen der Filtervorlage des Spielers,%1 Filtervorlage auf%2 setzen,
3050078,Teleportieren Sie den Player in den angegebenen Raumtyp,Übertragung%1 in den Raum des Typs%2,"1. Jeder Spieler kann nur einmal alle 30 Sekunden auslösen
2. Wenn derzeit kein Raum zugänglich ist, wird ein neuer Raum erstellt"
3050080,Transportiert den Spieler auf die angegebene Karte und den angegebenen Zimmertyp,Senden Sie%1 an den Raum mit Karte ID%2 und geben Sie%3 ein,"1. Jeder Spieler kann nur einmal alle 30 Sekunden auslösen
2. Wenn derzeit kein zugänglicher Raum vorhanden ist, wird ein neuer Raum erstellt"
3050081,Zeigen Sie dem Spieler das Pop-up-Fenster für Freundschaftseinladungen an,Pop-up für Freundschaftseinladungen für%1 anzeigen,
3060001,Spieler zur Spielergruppe hinzufügen,%1 zu%2 hinzufügen,
3060002,Entfernen eines Spielers aus einer Spielergruppe,%1 von%2 entfernen,
3060003,Spielergruppe löschen,%1 löschen,
3060004,Ausführen von Triggern für Spielergruppen,Führen Sie%2 auf jedem Spieler in%1 aus und überprüfen Sie die Auslösebedingung für%3,
3060005,Chat-Box-Informationen für Spielergruppen anzeigen,Chatbox-Nachricht%2 jedem Spieler in%1 anzeigen,
3060006,Text des Erkerfensters der Spielergruppe anzeigen,Zeigt jedem Spieler in%1 den Text des Erkerfensters%2 an,
3070001,Erschaffe eine Kreatur,"%2%3 in%1 erstellen, Lager gehört zu%4",
3070003,Besiege Kreaturen,Niederlage%1,
3070004,Kreatur löschen,%1 löschen,
3070005,Besiege Kreaturentyp,Niederlage%1,
3070006,Biologischer Typ löschen,%1 löschen,
3070007,Biologische Eigenschaften festlegen,%2 Eigenschaft von%1 auf%3 setzen,
3070008,Satz Biologische Schäden Typ,Setzen Sie den Schadenstyp von%1 auf%2,
3070009,Satz Biologischer Immunschadentyp,Satz%1 immun%2,
3070010,Biologische Berechtigungen festlegen,%2 von%1 auf%3 setzen,
3070011,Kreaturen animierte Ausdrücke spielen lassen,%1 spielen%2,Animationsausdrucksparameter Eingabewertbereich 1-20 Zeichenaktion 1-10 Allgemeine Aktion 11-20
3070012,Verleiht biologische Zustandseffekte,Gibt%1%2 Wirkung,
3070013,Wirkung des biologischen Entfernungszustands,Entfernen des%2-Effekts von%1,
3070014,Stellen Sie den bioorientierten Winkel ein,Ausrichtung%1 auf%2 Grad setzen,
3070015,Biologischer Standort festlegen,Senden%1 an%2,
3070016,Biologische automatische Pfadfindung,"Versuch von%1, den Weg zu%2 automatisch zu finden","Dieses Ereignis hat eine Entfernungsbegrenzung, die außerhalb einer bestimmten Reichweite (etwa 32 Quadrate) dazu führt, dass es nicht feuert"
3070017,Kreaturen in Bewegung bringen,Bewege%1 in Richtung%2 mit Geschwindigkeit%3,
3070018,Biologisches Aussehen einstellen,Setzen Sie das Aussehen von%1 auf%2,
3070019,Wiederherstellung des biologischen Aussehens,%1 zum ursprünglichen Erscheinungsbild wiederherstellen,
3070022,"Verursacht, dass Kreaturen dem Spieler Schaden zufügen",Verursacht%1 Schaden von%3%4 an%2,"1. Die Schadensquelle kann als Kreatur erhalten werden, und das Wort Schaden wird angezeigt
2. Der endgültige Schadenswert wird auf der Grundlage der Verteidigung berechnet
3. Es löst entsprechende Ereignisse aus (wie Kreaturenschaden, Kreaturenschaden usw.), löst aber keinen Kreaturenangriff, Angriff auf Leben und andere Ereignisse aus"
3070023,Geschöpfen Schaden zufügen,Verursacht%1 Schaden von%3%4 an%2,"1. Die Schadensquelle kann als Kreatur erhalten werden, und das Wort Schaden wird angezeigt
2. Der endgültige Schadenswert wird auf der Grundlage der Verteidigung berechnet
3. Es löst entsprechende Ereignisse aus (wie Kreaturenschaden, Kreaturenschaden usw.), löst aber keinen Kreaturenangriff, Angriff auf Leben und andere Ereignisse aus"
3070024,"Kreaturen dazu bringen, Zielen in der Umgebung Schaden zuzufügen","Verursacht, dass%1 Zielen innerhalb von%2%3%4 Schaden zufügt","1. Wenn du allen (einschließlich dir selbst) Schaden zufügst, kannst du die Schadensquelle als Kreatur erhalten, und das Wort Schaden wird angezeigt
2. Der endgültige Schadenswert wird auf der Grundlage der Verteidigung berechnet
3. Es löst entsprechende Ereignisse aus (wie Kreaturenschaden, Kreaturenschaden usw.), löst aber keinen Kreaturenangriff, Angriff auf Leben und andere Ereignisse aus"
3070025,Ersatz-Kreatur,"%1 durch%2 ersetzen, Gesundheitspunkte prozentual als%3 beibehalten","1. Bewahren Sie die grafischen Informationen der Kreatur nach dem Austausch auf
2. Das Kreaturenteam bleibt nach dem Austausch unverändert
3. Auch biologische Variablen werden sich ändern, zum Beispiel: Ein Organismus wird vor dem Ersatz in der Variablen gespeichert, und nach dem Ersatz durch einen B-Organismus ändert sich der in der Variablen gespeicherte Wert von einem Organismus zu einem B-Organismus (nur biologische Variablen sind betroffen, keine biologischen Typvariablen)"
3070026,Richten Sie ein biologisches Team ein,Das Team von%1 auf%2 setzen,
3070027,Biologische Immunschäden entfernen Typ,Entfernen%1 Immun%2,
3070028,Entfernt alle Zustandseffekte von der Kreatur,Entfernen aller Statuseffekte auf%1,
3070029,Entfernt alle negativen Zustandseffekte von der Kreatur,Entfernen aller negativen Statuseffekte auf%1,
3080001,Kreatur zur Biogruppe hinzufügen,"%1 hinzufügen, um%2 anzugeben",
3080002,Einen Organismus aus einem Biom entfernen,%1 von%2 entfernen,
3080003,Leeren Sie das Biom,%1 löschen,
3080004,Trigger am Biom ausführen,Führen Sie%2 auf jede Kreatur in%1 aus und überprüfen Sie die Auslösebedingung%3,
3100001,Elemente in der Aufbewahrungsbox erstellen,"Erstellen Sie%1%2, um%3 Speicherbox anzugeben",
3100002,Requisiten in der Aufbewahrungsbox löschen,Löschen von%2%3 aus der angegebenen%1 Speicherbox,
3100003,Requisiten zum Entleeren der Aufbewahrungsbox,Leeren Sie alle Artikel in der angegebenen%1 Aufbewahrungsbox,
3100004,Erstellen Sie einen Wurf,"%2 an der angegebenen%1 erstellen, Start auf%3",
3100005,Die Würfe der Spieler erstellen,"Erstellen von%3, das zu%2 gehört, bei angegebenem%1, Start zu%4",
3100006,Würfe löschen,%1 löschen,
3100007,Tropfen erstellen,Erstellen%2%3 Tropfen bei angegebenem%1,
3100008,Abgelegte Objekte löschen,%1 löschen,
3100009,Ändern Sie den Artikel zum Abkühlen,"Ändern Sie%2 von%1, um auf%3 Sekunden abzukühlen",
310001,Komponenten-Bewegungsgrafik,"%1 Einzeldauer%2 Sekunden, Spielzeiten%3",
3100010,Requisiten kühlen ab,Abkühlung%2 von%1,
3100011,Kreaturenwürfe erstellen,"Erstellen von%3, das zu%2 gehört, bei angegebenem%1, Start zu%4",
3100012,Lass den Spieler Projektile abfeuern,%1 Feuer%3 bei%2 machen,
3100013,"Kreaturen dazu bringen, Geschosse abzufeuern",%1 Feuer%3 bei%2 machen,
3100014,Ändern Sie das Aussehen des Artikels,Erscheinungsbild von%1 auf%2 ändern,
3100015,Ändern Sie das Aussehen des Projektils,Erscheinungsbild von%1 auf%2 ändern,
3100016,Requisiten spielen Aktion,"%1 Handheld-Element spielen lassen%2, Wiedergabemodus%3",
3100017,Wurfobjekt-Spielaktion,"%1 spielen%2, Spielmodus%3",
3100018,Ablegen der Objektwiedergabeaktion,"%1 spielen%2, Spielmodus%3",
310002,Text-Bewegungsgrafik,%1 Dauer%2 Sekunden,
310003,Sanfte Verschiebung,Verschiebung zu X%2 Y%3 in%1 Sekunden,
310004,Sanftes Inkrement von Koordinaten,"In%1 Sekunden, verschieben%2 Koordinaten%3%4",
310005,Sanfte Skalierung,Zoomen auf Breite%2 Höhe%3 in%1 Sekunden,
310006,Sanfte Zunahme von Breite und Höhe,%2 Größe%3%4 in%1 Sekunden,
310007,Sanfte Rotation,Drehung auf%2 Grad in%1 Sekunden,
310008,Glatter Erhöhungswinkel,Ändern Sie in%1 Sekunden den Winkel%2%3 Grad,
3110001,Führen Sie den Countdown-Timer aus,"Start%1, Countdown%2 Sekunden, Wiederholung%3",
3110002,Führen Sie den Vorwärtstimer aus,Start%1,
3110003,Pause-Timer,Pause%1,
3110004,Wiederherstellungstimer,%1 wiederherstellen,
3110005,Stopp-Timer,Haltestelle%1,
3110006,Wartezeit,Fahren Sie nach dem Warten%1 Sekunden mit der nächsten Aktion fort,
3110007,Timer-Timer einstellen,%1 auf%2 Sekunden setzen,
3110009,Timer-Fenster anzeigen,"Fenster%2 an%1 anzeigen, Titel%3",
3110010,Timer-Fenster ausblenden,Fenster%2 vor%1 ausblenden,
3120001,Standort festlegen,%1 auf%2 setzen,
3120002,Bereich einstellen,%1 auf%2 setzen,
3120003,Wert einstellen,%1 auf%2 setzen,
3120004,Boolescher Wert einstellen,%1 auf%2 setzen,
3120005,Spieler einstellen,%1 auf%2 setzen,
3120006,Blocktyp einstellen,%1 auf%2 setzen,
3120007,Artikeltyp einstellen,%1 auf%2 setzen,
3120008,Kreatur einstellen,%1 auf%2 setzen,
3120009,Legen Sie den Kreaturentyp fest,%1 auf%2 setzen,
3120010,Zeichenfolge setzen,%1 auf%2 setzen,
3120011,Effekttyp einstellen,%1 auf%2 setzen,
3130001,Effekte vor Ort abspielen,"Spiel%2 auf%1, Größe%3",
3130002,Spielen Sie Spezialeffekte auf dem Spieler ab,"Spiel%2 auf%1, Größe%3",
3130003,Spielen Sie Spezialeffekte auf Kreaturen,"Spiel%2 auf%1, Größe%3",
3130004,Spielen Sie Spezialeffekte auf Projektilen,"Spiel%2 auf%1, Größe%3",
3130005,Effekte am Standort löschen,Löschen%2 auf%1,
3130006,Spezialeffekte auf Spieler löschen,Löschen%2 auf%1,
3130007,Spezialeffekte auf Kreaturen löschen,Löschen%2 auf%1,
3130008,Spezialeffekte bei Würfen löschen,Löschen%2 auf%1,
3130009,Position Effektgröße einstellen,Setzen Sie die Größe von%2 bei%1 auf%3,
3130010,Größe des Spielereffekts festlegen,Setzen Sie die Größe von%2 bei%1 auf%3,
3130011,Legen Sie die Größe des Bio-Effekts fest,Setzen Sie die Größe von%2 bei%1 auf%3,
3130012,Werfereffektgröße einstellen,Setzen Sie die Größe von%2 bei%1 auf%3,
