ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
89,Audrey,Kommen Sie und die Magie der Natur studieren! Audrey aus magischen Schule immer Ersatz keine Anstrengungen Magie über Insekten zu empfehlen. Ihr Fleiß hilft ihr die Gunst der Mysia gewinnen.,@Null@,Body-Effekt: Umgeben von glänzendem Schmetterlinge,Avatar: Avatar freigeschaltet.,"Footprint: Schmetterling Fußabdruck verlassen, wenn sie vergeht",,,
90,Predaking,"Predaking ist die wilde Mischung aus allen fünf der Predacons mit überlegenen Fähigkeiten und der deadilest Kriegsmaschine der Decepticons. Als Krieger ist er unbesiegbar, als Waffe, er ist unzerstörbar.",@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,"#cda5b0aVerformung: Klicken Sie auf die Schaltfläche Verformung auf der linken Seite, um den Multiplayer-Kombinationsmodus zu wechseln! #n",#cda5b0aTransformers Exklusive Fertigkeit: Hässliche Macht! #n,
91,Razorclaw,@Null@,@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,,,
92,Headstrong,@Null@,@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,,,
93,Tantrum,@Null@,@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,,,
94,Rampage,@Null@,@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,,,
95,Divebomb,@Null@,@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,,,
96,Superion,Superion ist die erste Autobot Kombinierer dass compose des Aerialbots. Er wirkt auf zwei Prinzipien: die Decepticons zerstören und die Unschuldigen schützen.,@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,"#cda5b0aVerformung: Klicken Sie auf die Schaltfläche Verformung auf der linken Seite, um den Multiplayer-Kombinationsmodus zu wechseln! #n",#cda5b0aTransformers Exklusive Fertigkeit: Furchtlos! #n,
97,Silverbolt,@Null@,@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,,,
98,Slingshot,@Null@,@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,,,
99,Skydive,@Null@,@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,,,
100,Air Raid,@Null@,@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,,,
101,Fireflight,@Null@,@Null@,Body effect: Can transform in game and switch the form,Avatar:unlock profile picture,Footprint: Leaving Camp pattern when he goes by.,,,
102,Shengying,"Ich bin die Nummer eins lancer in der ganzen Himmelszone. Kommen Sie mir Schlacht, wenn Sie es nicht glauben.",Erhalten in Gashapon,Footprint: hinterlässt einen riesigen Fußabdruck,Avatar:unlock profile picture,@Null@,,,
103,Moyan,Ich bin der Herr des Feuers. Blazing alles in meinem Weg ist mein Credo.,@Null@,Körper Effekte: Strahlt die Aura eines Dämonenkönigs,Avatar:unlock profile picture,@Null@,"#cd65b00Verformung: Klicken Sie auf die Schaltfläche Verformung auf der linken Seite, um die Kuh- / Humanoidenform zu wechseln! #n",#cd65b00Magische Flamme Exklusive Fertigkeit: Stierkraft! #n,
104,Lingyao,"Legenden besagen, dass im Palast des Windgottes, eine beauitful und elegante Dame lebte. Oh, das muss ich sein.",@Null@,Body-Effekte: Goldene Blütenblätter schwimmen um Sie herum,Avatar:unlock profile picture,@Null@,,,
105,Ash,"Ash stellt sicher, dass ihre Auftritte in Topform sind jeden Morgen, den edlen Status ihres Unicorn anzupassen. In letzter Zeit werden viele haben ihre Augen auf dem Einhorn, sie nie dieses kostbare Geburtstagsgeschenk von Wolf jedem über!",@Null@,Footprint: Verlassen Fußspuren Spur von Little Red Riding Hood,Avatar:unlock profile picture,@Null@,,,
106,Cool Mini,"Ein Lehrer aus Mini Coding, mit den magischen Kräften der Programmierung ausgestattet.",Erhalten in Gashapon,Körper Effekte: Sci-Fi-Partikel im Umlauf Sie,Avatar:unlock profile picture,Fußabruck: Hinterlasse Fußabdrücke an den Orten an denen du gehst,,,
107,Wolf,"Teilen Sie ein Geheimnis mit Ihnen, Großmutter Wolf ist real! Die beliebtesten Märchen von Wolf und Ash. Heute, gekleidet in seinem Wolf Outfit und Oma Schürze, getarnt als Big Bad Wolf Ash einen Streich zu spielen, die zu handeln lieben. Da jeder verflucht ist, warum nicht wir unser eigenes Märchen Abenteuer erstellen!",@Null@,Footprint: Verlassen Fußspuren Spur von Wolf,Avatar:unlock profile picture,@Null@,,,
108,Celestial Fairy - Ya,"Der Wohlstand der Himmelswelt hat die Augen von Ya angezogen. Bewaffnet mit ihrem Viersaiteninstrument, reist sie die Welt um, unzählige Songs mit einem unveränderlichen ruhigen Herzen und Haltung durchführt.",@Null@,Körper Effekte: Goldene Partikel schweben um Dich herum,Avatar:unlock profile picture,@Null@,,,
109,Dragon Prince - Lied,"Nach Erfahrung unzählige Schmerzen in der Welt der Sterblichen, entschied er sich sein Herz und den Aufenthalt auf der Himmelswelt als seine Begleiter mit Drachen zu folgen, weit weg von der Welt der Sterblichen.",Freischalten durch Ereignis,Avatar: unlock Profilbild,"Fußabdruck: Verlassen Drachen Fußabdruck, wenn er geht durch",@Null@,,,
110,Roselle,"In den Sommernächten hält der Zaubergarten einen Grand Ball. Roselle war überrascht, dass das Blau, das in seinem Traum erschienen war, in Richtung der Mitte der Bühne ging. Was mit ihm kam, war dasselbe wie die gefallenen Blütenblätter, die sie gefunden hatte - Blaue Hortensie.",@Null@,Avatar: unlock Profilbild,"Footprints: Verlassen rosa Rosen Fußabdruck, wohin sie geht",@Null@,,,
111,Tangerine Tabby,"„Ein Genie Gourmet, ich will nur essen von überall her Auch wenn es so viele Köstlichkeiten in der Welt, mein Favorit ist immer noch der Geschmack von Taiyaki von meinen Eltern gekocht.“ - Tangerine Tabby sagte nach einem Gespräch mit Mini Daily.",Entriegelt durch Geschenkpackungen oder Ereignis,Avatar: unlock Profilbild,"Fußspuren: Verlassen Blume pawprint, wohin er geht",@Null@,,,
112,Hydrangea Charles,"Der Ball außerhalb des Palastes ist so farbenfroh wie Sterne und Feuerwerk. Als Prinz Charles Roselle sah, konnte er seine innere Freude nicht verbergen, und nahm sorgfältig die zarten Rosen heraus, die er abnahm.",Saisonkarte,Avatar: unlock Profilbild,Körper Effekte: Blaue Partikel schweben um Dich herum,@Null@,,,
113,Luftblasen,"„Haben Sie die Legende des blauen Meeres gehört?“ Die gut informierte Bubbles ist ein Explorer geboren. Er liebt es, die Welt durch Blasen zu beobachten und Details finden kann, die nicht jeder sehen kann.",Entriegelt durch Geschenkpackungen oder Ereignis,Avatar: unlock Profilbild,"Footprints: Verlassen dophin druckt, wohin er geht",@Null@,,,
114,Blume Dewie,Xiaolou erste Haut Swap,@Null@,Avatar: unlock Profilbild,Körper Effekte: Blumen Partikel schwebt um Sie herum,@Null@,,,
115,Prinzessin Frost,"Eine Prinzessin, die seit der Geburt von Yeloli Wunderland in einem eisigen Kristallpalast, der Göttin von Frost und Eis lebt. Aufgrund ihrer eisigen kalten Persönlichkeit hatte sie nie Freunde, aber ihr Herz ist rein und nett, kann es nicht ertragen, jemanden zu verletzen.",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Eiskristalle, die um Sie herum schweben",@Null@,,,
116,Rorie,"Eine Prinzessin von Yeloli Wonderland, hat die magischen Kräfte der Heilung und Liebe. Nachdem sie von der Königin in eine Puppe umgewandelt wurde, traf sie sich mit einem Prinzen, den sie zusammen einen Pakt machten und ihre Form und magische Kräfte wiedererlangt. Ein freundliches Happy-Go-Glück, das Erdbeeren liebt.",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Herzteilchen, die um Sie herum schweben",@Null@,,,
117,Licht schimmern,"Genau wie das Licht wird ihre Form von derjenigen bestimmt, die sie auflädt, ähnlich wie die Existenz eines Schattens, ihr wahres Selbst ist noch nicht bekannt, was zu ihrem tiefen Wunsch nach Freiheit führt.",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Goldene Partikel, die um Sie herum schweben",@Null@,,,
118,Cinderella,"Mit der Macht der Fantasie sind Wunder nicht unmöglich, ist das Motto von optimistischer Cinderella. Selbst während der Aufgaben zu tun, stellt sich sie sich vor, sich selbst als wunderschöne märchenhafte Prinzessin zu sein, und ihr Feenfreund drehte ihre Vorstellungskraft während der königlichen Kugel in die Realität.",@Null@,Avatar: unlock Profilbild,"Fußabdrücke: Rosa Rosen-Fußabdruck, wo immer sie geht",@Null@,,,
119,Prinzessin Soul.,"Ein Mitglied des Lingxi-Pavillons, der Holy-Level-Fee, sanft und freundlich, lebt sie im Tempel der Blumen, als sie sie liebt, und schätzt alles Leben und Seele und schützt die Welt mit all ihrer Liebe und ihrem Herzen.",@Null@,Avatar: unlock Profilbild,Fußabdrücke: Hinterlässt einen Kristall-Fersen-Fußabdruck,@Null@,,,
120,Dragonian - schaukelt,"SCALY hat noch nie die Ozeane verlassen: Aufgrund der Geschichten von Nazha entwickelte er eine Phobie der Länder. In diesem Abenteuer wird er viel mutiger und entdeckt, dass das Land nicht so unheimlich ist, als er dachte. All dies ist nur ein Test von seinem Vater, um ihn als Nachfolger der Surfgewässer zu werden.",@Null@,Avatar: unlock Profilbild,Körpereffekte: magische Eiskristalle schweben auf dem Körper.,@Null@,,,
121,Miau Miau,"Was meinst du mit mir bin klein! Machen Sie eine Vermutung, wenn dieser Fischbein in Ihrer Couch erscheint? Lebhaft und frei, Meow Meow zeigt gerne seine Dart-Fähigkeiten mit den Fischknochen. Sei nicht von seinen süßen Erscheinungen, da er der berüchtigte König des Unheils ist.",@Null@,Avatar: unlock Profilbild,Footprints: Hinterlässt einen Katzenkopf-Fußabdruck,@Null@,,,
122,Weißer Schwan - Odette,"Wenn der Tag Nacht trifft, kreuzt Träume und Realität den Weg. Aber wer bin ich unter all diesen?",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Weiße Schwanfedern, die um Sie herum schweben!",@Null@,,,
123,Zecil.,"Einer der acht Mitglieder des Lingxi-Pavillons, lebt in den heiligen Annehmlichkeiten von Yeloli Wonderland - vier Uhren mit der Macht, Zeit und unzählige Identitäten zu steuern. Mit silbernen langen Haaren und Augen wie die Galaxien, edel und elegant, halten Sie ruhig und fahren weiter.",@Null@,Avatar: unlock Profilbild,Fußabdrücke: lässt einen Takt mit Fußabdruck,@Null@,,,
124,Jessie.,"Jessie und Jerry sind Besties, die zusammen aufgewachsen sind. Sie war früher schüchtern, aber von dem Bravado von Jerry beeinflusst, lernte sie lernten, ihre Glocken zu verwenden, um wenig Quallen für Hilfe zu nutzen, und sie hatte nie mehr Angst. Weil die mächtigste Geheimwaffe die Macht von Tapferkeit und Freundschaft ist!",@Null@,Avatar: unlock Profilbild,Fußabdrücke: lässt einen Quallen-Footprint,@Null@,,,
125,Schneller swirly.,"Speedy Swirly ist ein ungerundlicher Kerl mit endloser Energie, dass er auch für einen Moment nicht aufhören konnte. Er sammle gerne kleine kleine Dinge, also wenn Sie jemals etwas brauchten, fragen Sie einfach schnell swirly! Er hätte vielleicht einfach das, was Sie brauchen.",@Null@,Avatar: unlock Profilbild,Fußabdrücke: hinterlässt einen Schneckenabdruck,@Null@,,,
126,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
127,Black Swan - Odette,"Die Realität und Träume getrennt, Tag und Nacht haben ihre eigene Existenz und ich bin nur selbst.",@Null@,Avatar: unlock Profilbild,Körpereffekte: Purpurrote Federn schweben um Sie herum,@Null@,,,
128,Frosch Prinz - Croak,"Hängen Sie etwas mehr an, und Sie könnten Ihr Versprechen mit ihr erfüllen. #r ein Forscher des Swamp-Lebensraums, der immer den goldenen kleinen Ball in seinen Handflächen ansieht, um sich zu ermutigen. In diesem nassen Sumpf liegt seine kimmerierende Hoffnung.",@Null@,Avatar: unlock Profilbild,Fußabdrücke: lässt einen Lotus-Blatt-Fußabdruck,@Null@,,,
129,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
130,Schneewittchen - Sophia,"Das sind meine besten Freunde, insgesamt 7 von ihnen. #r Sophia's Toy Store hat viele exquisite Puppen. Sie flüstert oft zu den Puppen, als ob sie lebendig waren. Um ihre Puppen zu erhalten, können Sie kein Geld verwenden, sondern stattdessen müssen Sie es mit etwas, das für Sie sehr wichtig sein müssen. Was kann es sein?",@Null@,Avatar: unlock Profilbild,Fußabdrücke: Hinterlässt einen Apfelfußabdruck,@Null@,,,
131,Hänsel,"Der junge, der nachdenklich war und gut auf seine Schwester kümmerte. Er und seine Schwester waren seit mehr als einem Monat im dichten Wald verloren, aber auf wundersame Weise kehrten auf wundersame Weise zusammen. Er erwähnte selten seine Erfahrungen im dichten Wald, aber er hat das Baguette seitdem getragen. Der Vogel an der Schulter wurde zu dieser Zeit abgeholt.",@Null@,Avatar: unlock Profilbild,Fußabdrücke: Hinterlässt einen Brot-Fußabdruck,@Null@,,,
132,Gretel,"Gretel vertraut ihrem Bruder sehr, liebt es, sich zu sammeln und zu kochen, besonders gut beim Backen und Desserts. Sie behauptet, dass diese Fähigkeiten gelernt werden, wenn sie verloren geht. Wie lernte sie diese Fähigkeiten im verlassenen dichtem Wald?",@Null@,Avatar: unlock Profilbild,Fußabdrücke: hinterlässt einen Pfirsichblüten-Fußabdruck,@Null@,,,
133,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
134,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
135,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
136,Heulen,"Wer erfahren mehr über die Kraft der Emotionen als ich? #r, da der Chef des FREY MOVERS-Unternehmens, das freundliche Heulen, alles bewegen kann, und seine Stimmung spiegelt sich direkt auf seinen Ausdruck wider. Wenn Sie das Muster auf seiner Klammerwechsel sehen, machen Sie sich keine Sorgen, das ist einfach, die Kraft seiner Emotionen zu entfesseln!",@Null@,Avatar: unlock Profilbild,Footprints: Hinterlässt einen Pfotenkopf-Fußabdruck,@Null@,,,
137,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
138,Frühling,"Hören Sie gerne auf den Geräusch des Regens? #r Als einer der Bringer der Jahreszeiten ist der Frühling ein ökologischer Forscher
von Alpha Star repräsentiert die Kraft der Wiedergeburt. Sie fährt gerne mit ihrem riesigen Vierlehrer-Klee, der die Wolken und den Regen manipuliert. Obwohl es anfühlt, sich mit ihr angenehm zu verpflichten, kann ihr Temperament volatil ähnlich den Weaturdern während des Frühlings. Bitte aufrechterhalten Sie so viel wie möglich so viel.",@Null@,Avatar: unlock Profilbild,Körpereffekte: Schmetterlinge flügeln um Sie herum,@Null@,,,
139,Sommer,"Wie kann meine Straßenleistung von diesem Wetter angehalten werden? #r, nachdem er die Bringer der Jahreszeiten geworden war, werden Sommer mehr von der Welt, die von der starken, explodierenden Hitzewelle nicht betroffen sind. Genau wie die Sommerbrise können Sie einfach nicht vorhersagen, ob es im nächsten Moment eine coole Brise oder ein Hagelsturm sein wird.",@Null@,Avatar: unlock Profilbild,Fußabdrücke: lässt ein Wasser-Wellen-FOOTPRINT,@Null@,,,
140,Herbstfrucht,"Habe etwas Saft! Ich bin nicht, der die Saison kontrolliert, die Macht der Natur entschied mich. Im Gegensatz zu dem flüchtigen Sommer und dem Winter bevorzugen Herbstfrucht die ruhige beruhigende Kraft der Erde, die es sparsam nutzt. Diese Reise ist nicht nur, um unsere Häuser zu retten, sondern um die Verantwortlichkeiten aufrechtzuerhalten, die mit meinen Kräften kommen.",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Ahornblatt, das um den Körper herum schwimmt!",@Null@,,,
141,Wenig blau,"Little Blue ist die Guardian-Magie-Fee der Magic Faid-Festung, unter den Befehle der Magic Fee Queen, sie ist in die menschliche Welt als Kindermädchen in der Ling-Familie infiltriert, auch der beste Freundin und Magic Mentor Og Maggi und Snowy.",@Null@,Avatar: unlock Profilbild,Fußabdruck: Lassen Sie einen kleinen gelben Blütenabdruck.,@Null@,,,
142,Fabeln,Skin Swap für Sakura,@Null@,Avatar: unlock Profilbild,Körpereffekte: Häschen schweben um den Körper!,@Null@,,,
143,Maggi,"Maggi ist die ältere Schwester der Ling-Schwestern, eine kleine magische Fee der menschlichen Welt. Gerechte, optimistisch, aktiv und nett mit einem Hauch von Witz. Manchmal arrogant, andere Zeiten schelmisch und mit einem Talent zum Malen, aber sehr ungeduldig und nicht daran interessiert zu lernen.",@Null@,Avatar: unlock Profilbild,Footprint: Lassen Sie einen kleinen blauen Fußabdruck.,@Null@,,,
144,Schneebedeckt,"Snowy ist die jüngere Schwester der Ling-Schwestern, eine kleine magische Fee der menschlichen Welt. Großzügig und gereift, klug und ruhig, tut die Dinge methodisch. Viel Spaß beim Studieren und Lesen mit tollen Ergebnissen und sehr analytisch. Obwohl sie jünger ist, endet sie derjenige, der sich um die ältere Schwester Maggi kümmert.",@Null@,Avatar: unlock Profilbild,Footprint: Hinterlassen Sie eine Blase-Fußabdrücke,@Null@,,,
145,Prinz amüsant.,"Die Unterhaltung ist der Prinz der Magic Fairy Festung, mit dem blauen Haar, verließ er die Festung aufgrund eines Missverständnisses mit der Magic Fairy Queen. Obwohl er an der Außenseite cool aussehen kann, ist er eigentlich ein warmherziger großer Bruder, der mit Gerechtigkeit und einem kleinen Stolz gefüllt ist.",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Sterne, die um den Körper herumliefen!",@Null@,,,
146,Blüten,"Sakura blüht auf dem Weg, da der grüne Willow neben dem Teich wachsen, wie der Schluck Chirps, aber ein weiteres Jahr der vermissten Liebe, die vergangen war. #r Als Inheritor eines Garten-Reiches schützt sich Blüten sorgfältig die majestätischen Blumenbeete von Nioh-Stern. Wie die Saison der Blumen endet, berührt sie sanft die Topfpflanze mit einem Blitz und flüsterte: Wenn Sie nur noch in der Nähe waren ... alles wäre besser gewesen.",@Null@,Avatar: unlock Profilbild,Körpereffekte: Floating mit Blütenblättern rund um den Körper!,@Null@,,,
147,Blitz,"Was lügst über die Wolken, die du gefragt hast, nichts als Regen, Donner, Wind und Blitz und die Gedanken des Schnees. #r Blitz spaziert gerne zwischen den Wolken. Er nutzt oft seine Magie, um auf dem Himmel zu fliegen und sich über die gesamte Stadt der Menschen durch Regen und Schnee zu sehen. In diesem Moment wird er an eine Begegnung auf Nioh-Star erinnern: Diese charmante Dame und die schönen Blumenbeete von ihrer Heimatstadt.",@Null@,Avatar: unlock Profilbild,Footprint: Blätter Wassertropfenfußabdruck.,@Null@,,,
148,Winter,"Nichts schlägt die Schönheit der nördlichen Lichter hier, außer Ihnen. #r Lonely Star-Reisende, verflucht vom Void Biest, um ihre Heimat zu schützen. Als einer der Saisonwächter hatte er freiwillig, um eine Waffe für den Star-Planeten zu werden und brachte Zorn auf seine Feinde, gegen seine sanfte Natur. Der schrecklichste Blizzard-Sturm, den Sie jemals vorstellen können.",@Null@,Avatar: unlock Profilbild,Footprint: Lässt einen kleinen Felderabschnitt.,@Null@,,,
149,Seltenheit,"Sie ist die Diva von Ponyville, wunderschön und elegant, zuversichtlich und voller Charme, ist ein Genie-Modedesigner mit ihrem eigenen Modegeschäft. Sie sieht es, die Ponys zu sehen, die die Kostüme trägt, die sie entworfen und hergestellt hat.",@Null@,Avatar: unlock Profilbild,Körperliche Wirkungen: ein kleiner Diamant!,@Null@,,,
150,Applejack,"Applejack hat eine gute Qualität, ehrlich und hilfsbereit zu sein, unterstützt und schützt ihre Freunde oft. Sie ist hauptsächlich für die Ernte von Äpfeln im süßen Apfelgarten verantwortlich, und Pet Dog Knire ist ihr guter Partner. Applejack repräsentiert ""ehrlich"".",@Null@,Avatar: unlock Profilbild,"Körpereffekt: Kleiner Apfel, der um den Körper herum schwimmt!",@Null@,,,
151,Aladdin,"""Die Spur von Kushia verfolgen, gehen Sie zum Schatz des Mondsandes, Aladdin ...""
Ich habe von mysteriösen Magier verwendet, ich bekam das wortlosen magische Buch ""eintausend eine Nacht"" in der Lunar Sand-Ruine, die voller Fallen ist. Er ist entschlossen zu widerstehen, so dass er auf eine Reise der Suche nach den Schätzen von Mondsand begann.",@Null@,Avatar: unlock Profilbild,Körpereffekt: Mysteriöse Symbole schweben um den Körper!,@Null@,,,
152,Pinocchio.,"Obwohl aus Holz hergestellt, um sich warm zu fühlen, wird es freiwillig die brennenden Flammen umarmen.",@Null@,Avatar: unlock Profilbild,Footprint: Hinterlässt einen Bowtie-Fußabdruck.,@Null@,,,
153,Tasha,"Das Leben ist die enge Uhr, die Leute sind müde von seiner Rotation, aber es hat Angst, dass es am besten aufhören wird.",@Null@,Avatar: unlock Profilbild,Körpereffekte: Glänzende Federn schweben um den Körper!,@Null@,,,
154,Amy,"Amy, Jessi und Alyssa sind Besties und kämpfen zusammen gegen den schwarzen Dämonorden. Amys Gefühl des Geruchs ist besonders empfindlich. Nachdem er die magische Fee geworden war, entdeckte der Feind oft mit ihrem Geruchssinn, was viel hilft. Obwohl sie sanft ist, schreien Sie leicht, aber sie ist schwieriger als sie aussieht und sehr ruhig, wenn sie sie findet.",@Null@,Avatar: unlock Profilbild,Footprint: Hinterlässt eine Spur von Sternen-Fußabdruck.,@Null@,,,
155,Jessi,"Amy, Jessi und Alyssa sind Besties und kämpfen zusammen gegen den schwarzen Dämonorden. Jessi ist empfindlich auf Farben, und ihre Fantasie übertreffen gewöhnliche Menschen. Sie ist ein seltenes Gemälde-Genie. Obwohl sie selten viel spricht, aber sie ist sehr nett, obwohl ihre Persönlichkeit etwas hartnäckig und hartnäckig ist.",@Null@,Avatar: unlock Profilbild,"Körpereffekt: Rosa Glamour, der um den Körper herum schwimmt!",@Null@,,,
156,Alyssa.,"Alyssa ist die Prinzessin des Coior Fort Magic Kingdom. Sie hat ein schönes blondes Haar mit einem doppelten Pferdeschwanz, der eine Krone trägt. Ihr Charakter ist lebhaft und fröhlich, liebe es, sich zu reden und abenteuerlich, furchtlos, aber auch impulsiven. Malt mit magischen Farben, wenn sie nicht glücklich ist.",@Null@,Avatar: unlock Profilbild,"Körpereffekte: magische Energie, die um den Körper herum schwimmt!",@Null@,,,
157,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
158,Vampiric Magician Lotte.,"Eine Pfeife, die Schneefedereule flog flog, hielt in den Schultern des Teenagers an.
Der hellweißhäutige Teenager nimmt den Brief von der Eule und blinzelt mit seinen grünen Augen, er neigte den Kopf, um zu fragen,
""Hast du es einen Vampir gesehen, der Magie kennt?""",@Null@,Avatar: unlock Profilbild,Körpereffekte: Magische Sterne schweben um Sie herum!,@Null@,,,
159,Mondfairie,@Null@,@Null@,Avatar: unlock Profilbild,Körpereffekte: Blumen und weiße Hasen druckt sich um Sie herum!,@Null@,,,
160,Jade,"Lotus-Paste oder Jujube-Paste? Vanillepudding oder Matcha? Wir haben alles!
Little Moon Cakes, in der runden Außenhaut, liegt Wunder, voller Überraschungen.
Dieser Lady-Chef wird unbegrenzte Kreativität ausstrahlen und mit chinesischen Desserts auf ein völlig neues Niveau bringt, das an den Trend über das Universum gebunden ist! Und Sie, bereit, diesen süßen himmlischen Geschmack anzunehmen?",@Null@,Avatar: unlock Profilbild,Körpereffekte: Kleine Schmetterlinge schweben um Sie herum!,@Null@,,,
161,Trompeter Nita.,"Nita war ursprünglich eine Porzellan-Kaninchenpuppe im Garten von Roselles Zuhause. Sie erlebte die Situation, in der Roselle jeden Abend in dem Garten Magie im Garten übte, weil sie ihre Mutter vermisste, und sie erhielt das Leben von Magie. Durch den Dschungel gehen und die Dornen wegdrücken, wollte sie nur den Zaubergarten wieder blühen lassen.",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Musiknoten, die um Sie herum schweben!",#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
162,Schlagzeuger Nick.,"Nick und seine Schwester Nita sind ein Paar Kaninchenkeramik-Ornamente, die der Dirigent den Garten von Roselles Zuhause gab. Im Gegensatz zu Nita, der im Garten bleiben möchte, fühlt sich Nick heimlich, dass er für den Dirigenten wichtiger ist und wieder in das Orchester zurückkehren möchte.",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Musiknoten, die um Sie herum schweben!",#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
163,Dragonbell,@Null@,@Null@,Avatar: unlock Profilbild,"Fußabdrücke: Dampfbrötchen-Fußabdrücke bleiben dort, wo auch immer Sie gehen.",@Null@,,,
164,Neunzehn,"Hey, er sieht aus wie ein Kind, aber er ist ein echter Meister. Mit der Anwesenheit von Meister Wanli und seinen Brüdern wird der Mörder ""Fliegendrache"" nicht leicht offenbart. Ich bin sicher, ich spiele immer noch gerne mit meinen Brüdern mit meinen Brüdern! Wenn Sie verlieren ... Ich werde für Sie weinen!",@Null@,Avatar: unlock Profilbild,"Körpereffekte: Energiepartikel, die auf dem Kopf schweben!",@Null@,,,
165,Sweetheart Teddy.,"Die Weichheit von weichen Bonbons und der Steifigkeit von harten Süßigkeiten sind alle in Bezug auf Erbschaft. Nur mit Weichheit in der Mitte, weich und hart im Paket, in Bezug auf Innovation, ist der Süßigkeitsbär das Beste. Tausend Worte, das Herz des kleinen Bären ist der süßeste.",@Null@,Avatar: unlock Profilbild,"Footprints: Süßigkeiten werden fallen gelassen und Bären-Fußabdrücke bleiben dort, wo auch immer Sie gehen.",#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
166,Verträumt,"Gähnen ist meine Signatureaktion. Jeder nennt mich einen Tag Träumer. Die Sonne, die Sterne und der Mond sind alle in meinem weichen Kissen. Legen Sie die Augenbinde an und schlafen Sie sofort ein. Tag und Nacht, komm und träume mit mir!",@Null@,Avatar: unlock Profilbild,Körpereffekte: Schläfrige Blasen schweben auf dem Körper!,#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
167,Polly.,"Wenn die Nebel des Lebens freigelegt sind, wagen Sie sich zu nähern, die verborgene Tür, die die Wahrheit verbirgt?
Sie ist die Königin ""des Schlosses, das das Team befehligt hat, und ein Tech-Mädchen, das zu Hause eingesperrt war. Hast du das gehört? Wie sie laut schreit:"" Derjenige, der mich fesselt, wird sicherlich der Verlierer unter meinem Rock werden! """,@Null@,Avatar: unlock Profilbild,"Gehende Fußabdrücke: Hinterabdrücke von glühenden Blasen, wo immer Sie gehen.",@Null@,,,
168,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
169,Sirene,"Da die Vögel singen und tanzen, da es sich um etwas über die Herzen der Menschen bezieht. Wie die Zeit verging, und die Brise war ohnmächtig, wird der Herrscher der Welt auftauchen. Sie versteht ihr Schicksal und Glaube. Weil die Dinge, die bewacht werden müssen, sind wertvoller als Gold und Schmuck.",@Null@,Avatar: unlock Profilbild,Körpereffekte: Goldene Ginkgo-Blätter schweben auf dem Körper!,#cda5b0a Interactive: Sie können interaktive Aktionen mit leerem Hou auslösen! #n,,,
170,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
171,Himmel Marquis.,"Der Kaiser, der in einem Alptraum gefangen ist, kämpft, den lingenden Ruhm zu finden. Bis, er hörte den Schrei der Seele ... Hast du das Singen hören ...? Folgen Sie mit und bleiben Sie am Leben!",@Null@,Avatar: unlock Profilbild,Körperspezialeffekte: Cyan Energy-Partikel schweben auf dem Körper!,#cda5b0a -Interaktion: Sie können interaktive Bewegungen mit dem Beginn des Warblers auslösen! #n,,,
