ID,任务名,任务描述,任务追踪
2001026,Mithril Rake II,@item_11033#@1#r (çoğunlukla sarf malzemelerinden işlenir@item_11006# ve@item_11209#),İşleme@item_11033#@1
2001027,Titanyum alaşımlı tırmık I,@item_11034#@1#r (esas olarak sarf malzemelerinden işlenir@item_11006# ve@item_11330#),İşleme@item_11034#@1
2001028,Titanyum alaşımlı tırmık Ⅱ,@item_11034#@1#r (esas olarak sarf malzemelerinden işlenir@item_11006# ve@item_11330#),İşleme@item_11034#@1
2001029,Tungsten Rake Ⅰ,Craft @item_11035#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11035#@1
2001030,Tungsten Rake Ⅱ,Craft @item_11035#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11035#@1
2001031,Taş seçim I,@item_11012#@1#r (esas olarak sarf malzemelerinden işlenir@item_11006# ve@item_11627#),İşleme@item_11012#@1
2001032,Taş seçim II,@item_11012#@1#r (esas olarak sarf malzemelerinden işlenir@item_11006# ve@item_11627#),İşleme@item_11012#@1
2001033,Pirinç seçim I,@item_11011#@1#r (esas olarak sarf malzemelerinden işlenir@item_11006# ve@item_11329#),İşleme@item_11011#@1
2001034,Pirinç seçim II,@item_11011#@1#r (esas olarak sarf malzemelerinden işlenir@item_11006# ve@item_11329#),İşleme@item_11011#@1
2001035,Mithril Kazma I,@item_11013#@1#r (çoğunlukla sarf malzemelerinden işlenir@item_11006# ve@item_11209#),İşleme@item_11013#@1
2001036,Mithril kazma II,@item_11013#@1#r (çoğunlukla sarf malzemelerinden işlenir@item_11006# ve@item_11209#),İşleme@item_11013#@1
2001037,Titanyum alaşımlı kazma I,@item_11014#@1#r (esas olarak sarf malzemelerinden işlenir@item_11006# ve@item_11330#),İşleme@item_11014#@1
2001038,Titanyum alaşımlı kazma Ⅱ,@item_11014#@1#r (esas olarak sarf malzemelerinden işlenir@item_11006# ve@item_11330#),İşleme@item_11014#@1
2001039,Tungsten Drill Ⅰ,Craft @item_11015#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11015#@1
2001040,Tungsten Drill Ⅱ,Craft @item_11015#@1#r (Crafted by consuming @item_11203# and @item_11911# mainly),Craft @item_11015#@1
2001041,Yıldız öğrenci tatbikatı bit I,@item_11016 #@1 #r (esas olarak sarf malzemelerinden işlenir@item_11073 #),İşleme@item_11016 #@1
2001042,Yıldız öğrenci tatbikatı II,@item_11016 #@1 #r (esas olarak sarf malzemelerinden işlenir@item_11073 #),İşleme@item_11016 #@1
2002001,Bereketli çukur,"@item_103 #@1 #r kazmak için kürek aracını kullanın (@item_11022 #, align@item_101 # veya@item_100 # gibi elde tutulan kürek aracı ve bir delik açmak için kullanım düğmesine tıklayın (PC tarafındaki sağ düğmeye uzun basın))",@item_103 #@1 'i kazmak için kürek aracını kullanın
2002002,Nemli toprak,"@item_11628 # to water@item_103 # 1 #r kullanın (doldurmak için su küpüne dokunmak için@item_11617 # kullanın,@item_11628 # to tap@item_103 # or@item_102 # to ıslak)",Su için@item_11628 # kullanın@item_103 #@1
2002003,Kiraz Ağacı I,"@item_103 # ekimde@item_11405 #@1 #r (genellikle otlakta, orman ekolojisinde yetişir)",Tür@item_11405 #@1
2002004,Kiraz Ağacı II,"@item_103 # ekimde@item_11405 #@1 #r (genellikle otlakta, orman ekolojisinde yetişir)",Tür@item_11405 #@1
2002005,Kiraz Ağacı III,"@item_103 # ekimde@item_11405 #@1 #r (genellikle otlakta, orman ekolojisinde yetişir)",Tür@item_11405 #@1
2002006,Çam I,@item_103 # dikildi@item_11406 #@1 #r (genellikle alp iğne yapraklı orman ekolojisinde yetiştirilir),Tür@item_11406 #@1
2002007,Çam II,@item_103 # dikildi@item_11406 #@1 #r (genellikle alp iğne yapraklı orman ekolojisinde yetiştirilir),Tür@item_11406 #@1
2002008,Çam III,@item_103 # dikildi@item_11406 #@1 #r (genellikle alp iğne yapraklı orman ekolojisinde yetiştirilir),Tür@item_11406 #@1
2002009,Ağaç Ağacı I,@item_103 # grow@item_11407 #@1 #r (genellikle yağmur ormanı ekolojisinde büyür),Tür@item_11407 #@1
2002010,Ağaç Ağacı II,@item_103 # grow@item_11407 #@1 #r (genellikle yağmur ormanı ekolojisinde büyür),Tür@item_11407 #@1
2002011,Ağaç Ağacı III,@item_103 # grow@item_11407 #@1 #r (genellikle yağmur ormanı ekolojisinde büyür),Tür@item_11407 #@1
2002012,Şeftali Ağacı I,@item_103 # dikilmiş@item_11409 #@1 #r (genellikle PeachTree Basin Ecology 'de yetiştirilir),Tür@item_11409 #@1
2002013,Şeftali Ağacı II,@item_103 # dikilmiş@item_11409 #@1 #r (genellikle PeachTree Basin Ecology 'de yetiştirilir),Tür@item_11409 #@1
2002014,Şeftali Ağacı III,@item_103 # dikilmiş@item_11409 #@1 #r (genellikle PeachTree Basin Ecology 'de yetiştirilir),Tür@item_11409 #@1
2002015,Kavak I,"@item_103 # ekimde@item_11410 #@1 #r (genellikle otlakta, orman ekolojisinde yetişir)",Tür@item_11410 #@1
2002016,Kavak II,"@item_103 # ekimde@item_11410 #@1 #r (genellikle otlakta, orman ekolojisinde yetişir)",Tür@item_11410 #@1
2002017,Kavak III,"@item_103 # ekimde@item_11410 #@1 #r (genellikle otlakta, orman ekolojisinde yetişir)",Tür@item_11410 #@1
2002018,Ceviz I,@item_103@item_11411 #@1 #r ekilir (genellikle boş adalarda yetiştirilir),Tür@item_11411 #@1
2002019,Ceviz II,@item_103@item_11411 #@1 #r ekilir (genellikle boş adalarda yetiştirilir),Tür@item_11411 #@1
2002020,Ceviz III,@item_103@item_11411 #@1 #r ekilir (genellikle boş adalarda yetiştirilir),Tür@item_11411 #@1
2002021,Redwood I,@item_103 # dikilmiş@item_11412 #@1 #r (genellikle mangrov ekolojisinde yetiştirilir),Tür@item_11412 #@1
2002022,Redwood II,@item_103 # dikilmiş@item_11412 #@1 #r (genellikle mangrov ekolojisinde yetiştirilir),Tür@item_11412 #@1
2002023,Redwood III,@item_103 # dikilmiş@item_11412 #@1 #r (genellikle mangrov ekolojisinde yetiştirilir),Tür@item_11412 #@1
2002024,Populus euphratica I,@item_103 # grow@item_11421 #@1 #r (genellikle çöl ekolojisinde yetiştirilir),Tür@item_11421 #@1
2002025,Populus euphratica II,@item_103 # grow@item_11421 #@1 #r (genellikle çöl ekolojisinde yetiştirilir),Tür@item_11421 #@1
2002026,Populus euphratica III,@item_103 # grow@item_11421 #@1 #r (genellikle çöl ekolojisinde yetiştirilir),Tür@item_11421 #@1
2002027,Zhenmu I,@item_137 # grow@item_11408 #@1 #r (genellikle sevimli yıldızlarda büyür),Tür@item_11408 #@1
2002028,Zhenmu II,@item_137 # grow@item_11408 #@1 #r (genellikle sevimli yıldızlarda büyür),Tür@item_11408 #@1
2002029,Zhenmu III,@item_137 # grow@item_11408 #@1 #r (genellikle sevimli yıldızlarda büyür),Tür@item_11408 #@1
2002030,Muz ağacı I,@item_103 # grow@item_383 #@1 #r (genellikle yağmur ormanı ekolojisinde büyür),Tür@item_383 #@1
2002031,Muz Ağacı II,@item_103 # grow@item_383 #@1 #r (genellikle yağmur ormanı ekolojisinde büyür),Tür@item_383 #@1
2002032,Muz ağacı III,@item_103 # grow@item_383 #@1 #r (genellikle yağmur ormanı ekolojisinde büyür),Tür@item_383 #@1
2002033,Hindistan cevizi ben,@item_103 # grow@item_295 #@1 #r (genellikle plaj ekolojisinde büyür),Tür@item_295 #@1
2002034,Hindistan cevizi II,@item_103 # grow@item_295 #@1 #r (genellikle plaj ekolojisinde büyür),Tür@item_295 #@1
2002035,Hindistan cevizi III,@item_103 # grow@item_295 #@1 #r (genellikle plaj ekolojisinde büyür),Tür@item_295 #@1
2002036,Kaktüs I,@item_103 # grow@item_11420 #@1 #r (genellikle çöl ekolojisinde yetiştirilir),Tür@item_11420 #@1
2002037,Kaktüs II,@item_103 # grow@item_11420 #@1 #r (genellikle çöl ekolojisinde yetiştirilir),Tür@item_11420 #@1
2002038,Kaktüs III,@item_103 # grow@item_11420 #@1 #r (genellikle çöl ekolojisinde yetiştirilir),Tür@item_11420 #@1
2003001,Bellflower I,"@item_103 # ekimde@item_431 #@1 #r (@item_300 # genellikle otlakta, şeftali ağacı havzasında ve diğer ekolojide yetişir)",Tür@item_431 #@1
2003002,Bellflower II,"@item_103 # ekimde@item_431 #@1 #r (@item_300 # genellikle otlakta, şeftali ağacı havzasında ve diğer ekolojide yetişir)",Tür@item_431 #@1
2003003,Bellflower III,"@item_103 # ekimde@item_431 #@1 #r (@item_300 # genellikle otlakta, şeftali ağacı havzasında ve diğer ekolojide yetişir)",Tür@item_431 #@1
2003004,Ruolan I,"@item_103 # ekimde@item_432 #@1 #r (@item_301 # genellikle ormanlarda, iğne yapraklı ormanlarda vb. yetişir)",Tür@item_432 #@1
2003005,Ruolan II,"@item_103 # ekimde@item_432 #@1 #r (@item_301 # genellikle ormanlarda, iğne yapraklı ormanlarda vb. yetişir)",Tür@item_432 #@1
2003006,Ruolan III,"@item_103 # ekimde@item_432 #@1 #r (@item_301 # genellikle ormanlarda, iğne yapraklı ormanlarda vb. yetişir)",Tür@item_432 #@1
2003007,Yıldız Çiçeği I,"@item_103 # ekimde@item_433 #@1 #r (@item_302 # genellikle boş adalarda, uçurumlarda vb.",Tür@item_433 #@1
2003008,Yıldız Çiçeği II,"@item_103 # ekimde@item_433 #@1 #r (@item_302 # genellikle boş adalarda, uçurumlarda vb.",Tür@item_433 #@1
2003009,Yıldız Çiçeği III,"@item_103 # ekimde@item_433 #@1 #r (@item_302 # genellikle boş adalarda, uçurumlarda vb.",Tür@item_433 #@1
2003010,Ejderha Kan Çiçeği I,"@item_103 # ekimde@item_434 #@1 #r (@item_303 # genellikle bambu ormanı havzasında, şeftali ağacı havzasında ve diğer ekolojide yetişir)",Tür@item_434 #@1
2003011,Ejderha Kanı Çiçeği II,"@item_103 # ekimde@item_434 #@1 #r (@item_303 # genellikle bambu ormanı havzasında, şeftali ağacı havzasında ve diğer ekolojide yetişir)",Tür@item_434 #@1
2003012,Ejderha Kan Çiçeği III,"@item_103 # ekimde@item_434 #@1 #r (@item_303 # genellikle bambu ormanı havzasında, şeftali ağacı havzasında ve diğer ekolojide yetişir)",Tür@item_434 #@1
2003013,Sümbül I,"@item_103 # ekimde@item_435 #@1 #r (@item_304 # genellikle ormanda, ormanda ve diğer ekolojide yetişir)",Tür@item_435 #@1
2003014,Sümbül II,"@item_103 # ekimde@item_435 #@1 #r (@item_304 # genellikle ormanda, ormanda ve diğer ekolojide yetişir)",Tür@item_435 #@1
2003015,Sümbül III,"@item_103 # ekimde@item_435 #@1 #r (@item_304 # genellikle ormanda, ormanda ve diğer ekolojide yetişir)",Tür@item_435 #@1
2003016,Ejderha pençesi I,@item_103 # grow@item_436 #@1 #r (@item_305 # genellikle uçurum ekolojisinde büyür),Tür@item_436 #@1
2003017,Ejderha pençesi II,@item_103 # grow@item_436 #@1 #r (@item_305 # genellikle uçurum ekolojisinde büyür),Tür@item_436 #@1
2003018,Ejderha pençesi III,@item_103 # grow@item_436 #@1 #r (@item_305 # genellikle uçurum ekolojisinde büyür),Tür@item_436 #@1
2003019,Sarı Çan Çiçeği I,"@item_103 # ekimde@item_443 #@1 #r (@item_312 # genellikle otlak, orman ve diğer ekolojide yetişir)",Tür@item_443 #@1
2003020,Sarı Çan Çiçeği II,"@item_103 # ekimde@item_443 #@1 #r (@item_312 # genellikle otlak, orman ve diğer ekolojide yetişir)",Tür@item_443 #@1
2003021,sarı çan çiçeği III,"@item_103 # ekimde@item_443 #@1 #r (@item_312 # genellikle otlak, orman ve diğer ekolojide yetişir)",Tür@item_443 #@1
2003022,Dracaena I,"@item_103 # ekimde@item_437 #@1 #r (@item_306 # genellikle bataklıklarda, yağmur ormanlarında vb. yetişir)",Tür@item_437 #@1
2003023,Dracaena II,"@item_103 # ekimde@item_437 #@1 #r (@item_306 # genellikle bataklıklarda, yağmur ormanlarında vb. yetişir)",Tür@item_437 #@1
2003024,Dracaena III,"@item_103 # ekimde@item_437 #@1 #r (@item_306 # genellikle bataklıklarda, yağmur ormanlarında vb. yetişir)",Tür@item_437 #@1
2003025,Kırmızı Tekila I,"@item_103 # ekimde@item_438 #@1 #r (@item_307 # genellikle boş adalarda, laterite adalarında ve diğer ekolojide yetişir)",Tür@item_438 #@1
2003026,Kırmızı Tekila II,"@item_103 # ekimde@item_438 #@1 #r (@item_307 # genellikle boş adalarda, laterite adalarında ve diğer ekolojide yetişir)",Tür@item_438 #@1
2003027,Kırmızı Tekila III,"@item_103 # ekimde@item_438 #@1 #r (@item_307 # genellikle boş adalarda, laterite adalarında ve diğer ekolojide yetişir)",Tür@item_438 #@1
2003028,Turuncu Tekila I,"@item_103 # ekimde@item_439 #@1 #r (@item_308 # genellikle bambu ormanı havzasında, laterite adasında ve diğer ekolojide yetişir)",Tür@item_439 #@1
2003029,Turuncu Tekila II,"@item_103 # ekimde@item_439 #@1 #r (@item_308 # genellikle bambu ormanı havzasında, laterite adasında ve diğer ekolojide yetişir)",Tür@item_439 #@1
2003030,Turuncu Agive III,"@item_103 # ekimde@item_439 #@1 #r (@item_308 # genellikle bambu ormanı havzasında, laterite adasında ve diğer ekolojide yetişir)",Tür@item_439 #@1
2003031,Gri Tekila I,"@item_103 # ekimde@item_440 #@1 #r (@item_309 # genellikle uçurumlarda, laterite adalarında vb. yetişir)",Tür@item_440 #@1
2003032,Gri Tekila II,"@item_103 # ekimde@item_440 #@1 #r (@item_309 # genellikle uçurumlarda, laterite adalarında vb. yetişir)",Tür@item_440 #@1
2003033,Gri agave III,"@item_103 # ekimde@item_440 #@1 #r (@item_309 # genellikle uçurumlarda, laterite adalarında vb. yetişir)",Tür@item_440 #@1
2003034,Pembe Tekila I,"@item_103 # ekimde@item_441 #@1 #r (@item_310 # genellikle şeftali ağacı havzasında, laterite adasında ve diğer ekolojide yetişir)",Tür@item_441 #@1
2003035,Pembe Tekila II,"@item_103 # ekimde@item_441 #@1 #r (@item_310 # genellikle şeftali ağacı havzasında, laterite adasında ve diğer ekolojide yetişir)",Tür@item_441 #@1
2003036,Pembe Tekila III,"@item_103 # ekimde@item_441 #@1 #r (@item_310 # genellikle şeftali ağacı havzasında, laterite adasında ve diğer ekolojide yetişir)",Tür@item_441 #@1
2003037,Beyaz Hindistan Cevizi I,@item_103 # dikildi@item_442 #@1 #r (@item_311 # genellikle iğne yapraklı bir orman ekolojisinde büyür),Tür@item_442 #@1
2003038,Beyaz Hindistan Cevizi II,@item_103 # dikildi@item_442 #@1 #r (@item_311 # genellikle iğne yapraklı bir orman ekolojisinde büyür),Tür@item_442 #@1
2003039,Beyaz Hindistan Cevizi III,@item_103 # dikildi@item_442 #@1 #r (@item_311 # genellikle iğne yapraklı bir orman ekolojisinde büyür),Tür@item_442 #@1
2003040,Briar I,"@item_103 # grow@item_444 #@1 #r (@item_313 # genellikle bataklıklarda, ormanlarda vb. yetişir)",Tür@item_444 #@1
2003041,Briar II,"@item_103 # grow@item_444 #@1 #r (@item_313 # genellikle bataklıklarda, ormanlarda vb. yetişir)",Tür@item_444 #@1
2003042,Briar III,"@item_103 # grow@item_444 #@1 #r (@item_313 # genellikle bataklıklarda, ormanlarda vb. yetişir)",Tür@item_444 #@1
2003043,Coltsfoot I.,Bitki @item_760 # @ 1 # r @item_121 # (@item_761 # tipik olarak buz tarlasında yetişir),Bitki @item_760#@1
2003044,Coltsfoot II.,Bitki @item_760 # @ 1 # r @item_121 # (@item_761 # tipik olarak buz tarlasında yetişir),Bitki @item_760#@1
2003045,Coltsfoot III.,Bitki @item_760 # @ 1 # r @item_121 # (@item_761 # tipik olarak buz tarlasında yetişir),Bitki @item_760#@1
2004001,Mısır I,"Bitki@item_11400 #@1 #r (bitki@item_11400 # in@item_102 #,@item_229 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11400 #@1
2004002,Mısır II,"Bitki@item_11400 #@1 #r (bitki@item_11400 # in@item_102 #,@item_229 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11400 #@1
2004003,Mısır III,"Bitki@item_11400 #@1 #r (bitki@item_11400 # in@item_102 #,@item_229 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11400 #@1
2004004,Tatlı patates I,"Bitki@item_241 #@1 #r (bitki@item_241 # in@item_102 #,@item_241 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_241 #@1
2004005,Tatlı patates II,"Bitki@item_241 #@1 #r (bitki@item_241 # in@item_102 #,@item_241 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_241 #@1
2004006,Tatlı patates III,"Bitki@item_241 #@1 #r (bitki@item_241 # in@item_102 #,@item_241 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_241 #@1
2004007,Pamuk I,"Bitki@item_11419 #@1 #r (bitki@item_11419 # in@item_102 #,@item_12600 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11419 #@1
2004008,Pamuk II,"Bitki@item_11419 #@1 #r (bitki@item_11419 # in@item_102 #,@item_12600 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11419 #@1
2004009,Pamuk III,"Bitki@item_11419 #@1 #r (bitki@item_11419 # in@item_102 #,@item_12600 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11419 #@1
2004010,Dev ölçekli tüy I,"Bitki@item_11402 #@1 #r (bitki@item_11402 # in@item_102 #,@item_239 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11402 #@1
2004011,Dev ölçekli tüy II,"Bitki@item_11402 #@1 #r (bitki@item_11402 # in@item_102 #,@item_239 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11402 #@1
2004012,Dev ölçekli tüy III,"Bitki@item_11402 #@1 #r (bitki@item_11402 # in@item_102 #,@item_239 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11402 #@1
2004013,Macrobruci I,"Bitki@item_11401 #@1 #r (bitki@item_11401 # in@item_102 #,@item_230 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11401 #@1
2004014,Macrobruci II,"Bitki@item_11401 #@1 #r (bitki@item_11401 # in@item_102 #,@item_230 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11401 #@1
2004015,Macrobruci III,"Bitki@item_11401 #@1 #r (bitki@item_11401 # in@item_102 #,@item_230 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_11401 #@1
2004016,Salatalık I,"Bitki@item_236 #@1 #r (bitki@item_236 # in@item_102 #,@item_236 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_236 #@1
2004017,Salatalık II,"Bitki@item_236 #@1 #r (bitki@item_236 # in@item_102 #,@item_236 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_236 #@1
2004018,Salatalık III,"Bitki@item_236 #@1 #r (bitki@item_236 # in@item_102 #,@item_236 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_236 #@1
2004019,Pirinç I,"Bitki@item_234 #@1 #r (bitki@item_11404 # bir blok yüksekliğinde suda,@item_234 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_234 #@1
2004020,Pirinç II,"Bitki@item_234 #@1 #r (bitki@item_11404 # bir blok yüksekliğinde suda,@item_234 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_234 #@1
2004021,Pirinç III,"Bitki@item_234 #@1 #r (bitki@item_11404 # bir blok yüksekliğinde suda,@item_234 # almak için olgunlaştıktan sonra toplayın)",Dikim@item_234 #@1
2004022,Diğer tarafta ananas ben,"Bitki@item_11654 #@1 #r (bitki@item_1194 # in@item_150 #,@item_11654 # almak için olgunlaştıktan sonra toplayın)",@item_150 #@item_1194 #@1 üzerinde büyütün
2004023,Ananasın Ötesinde II,"Bitki@item_11654 #@1 #r (bitki@item_1194 # in@item_150 #,@item_11654 # almak için olgunlaştıktan sonra toplayın)",@item_150 #@item_1194 #@1 üzerinde büyütün
2004024,Higan ananas III,"Bitki@item_11654 #@1 #r (bitki@item_1194 # in@item_150 #,@item_11654 # almak için olgunlaştıktan sonra toplayın)",@item_150 #@item_1194 #@1 üzerinde büyütün
2004025,Mercan I,"Bitki@item_119151 #@1 #r@item_25 # (mercanlar suya dikilmelidir,@item_25 #,@item_29 # ve@item_128 # hariç)",Tür@item_119151 #@1
2004026,Mercan II,"Bitki@item_119151 #@1 #r@item_25 # (mercanlar suya dikilmelidir,@item_25 #,@item_29 # ve@item_128 # hariç)",Tür@item_119151 #@1
2004027,Mercan III,"Bitki@item_119151 #@1 #r@item_25 # (mercanlar suya dikilmelidir,@item_25 #,@item_29 # ve@item_128 # hariç)",Tür@item_119151 #@1
2004028,Fosfor I,Bitki@item_11658 #@1 #r@item_23 # (atılan@item_11658 # çimlenmek için@item_23 # 'ün üst yüzeyinde ortalanması gerekir),Tür@item_11658 #@1
2004029,Fosfor II,Bitki@item_11658 #@1 #r@item_23 # (atılan@item_11658 # çimlenmek için@item_23 # 'ün üst yüzeyinde ortalanması gerekir),Tür@item_11658 #@1
2004030,Fosfor III,Bitki@item_11658 #@1 #r@item_23 # (atılan@item_11658 # çimlenmek için@item_23 # 'ün üst yüzeyinde ortalanması gerekir),Tür@item_11658 #@1
2005001,Çukur besle,İşleme@item_1753 #@1,İşleme@item_1753 #@1
2005002,besleme,"İşleme@item_11534 #@1 #r (Farklı yem türleri vardır, farklı yeme alışkanlıklarına sahip hayvanlar sadece yemeyi sevdikleri beslemeyi yerler)",İşleme@item_11534 #@1
2005003,Dolu besleme oluğu,"@item_11534 # 'ü@item_1753 #@1 #r içine koyun (yem oluğu yemle doldurulduktan sonra, çevredeki tutsak hayvanlar aç olduklarında kendi başlarına yiyecekler)",@item_1753 #@1 'i@item_11534 # ile doldurun
2005004,haystack,@item_822 #@1 #r (memelilerin@item_822 # yakınında üremesi gerekir),İşleme@item_822 #@1
2005005,Damızlık Dudu I,Damızlık Doodle Kuşları@1 #r (Doodle Kuşlarının yumurta bırakmak için@item_1019 # olması gerekir),Damızlık Doodle@1
2005006,Damızlık Dudu II,Damızlık Doodle Kuşları@1 #r (Doodle Kuşlarının yumurta bırakmak için@item_1019 # olması gerekir),Damızlık Doodle@1
2005007,Damızlık Dudu III,Damızlık Doodle Kuşları@1 #r (Doodle Kuşlarının yumurta bırakmak için@item_1019 # olması gerekir),Damızlık Doodle@1
2005008,Yetiştirme Wobos I,Yetiştirme Volvo Beast@1 #r (Volvo Beast 'in üremesi için@item_822 # olması gerekir),Damızlık Wobos@1
2005009,Damızlık Wobos II,Yetiştirme Volvo Beast@1 #r (Volvo Beast 'in üremesi için@item_822 # olması gerekir),Damızlık Wobos@1
2005010,Damızlık Wowort III,Yetiştirme Volvo Beast@1 #r (Volvo Beast 'in üremesi için@item_822 # olması gerekir),Damızlık Wobos@1
2005011,Damızlık iskele iskelesi I,Damızlık iskele iskelesi@1 #r (iskele iskelesinin üreme için@item_822 # ile çevrili olması gerekir),Damızlık iskele@1
2005012,Damızlık iskele II,Damızlık iskele iskelesi@1 #r (iskele iskelesinin üreme için@item_822 # ile çevrili olması gerekir),Damızlık iskele@1
2005013,Damızlık iskele iskelesi III,Damızlık iskele iskelesi@1 #r (iskele iskelesinin üreme için@item_822 # ile çevrili olması gerekir),Damızlık iskele@1
2005014,Boynuzlu geyik yetiştiriciliği I,Boynuzlu geyik yetiştirme@1 #r (boynuzlu geyiğin üremesi için@item_822 # olması gerekir),Boynuzlu Geyik Yetiştiriciliği@1
2005015,Boynuzlu geyik yetiştiriciliği II,Boynuzlu geyik yetiştirme@1 #r (boynuzlu geyiğin üremesi için@item_822 # olması gerekir),Boynuzlu Geyik Yetiştiriciliği@1
2005016,Boynuzlu geyik yetiştiriciliği III,Boynuzlu geyik yetiştirme@1 #r (boynuzlu geyiğin üremesi için@item_822 # olması gerekir),Boynuzlu Geyik Yetiştiriciliği@1
2005017,Damızlık Tilki I,Tilki yetiştirme@1 #r (tilkilerin üremesi için@item_822 # gerekir),Damızlık Tilki@1
2005018,Damızlık Tilki II,Tilki yetiştirme@1 #r (tilkilerin üremesi için@item_822 # gerekir),Damızlık Tilki@1
2005019,Damızlık Tilki III,Tilki yetiştirme@1 #r (tilkilerin üremesi için@item_822 # gerekir),Damızlık Tilki@1
2005020,Damızlık Penguenler I,Damızlık Penguen@1,Damızlık Penguen@1
2005021,Damızlık Penguen II,Damızlık Penguen@1,Damızlık Penguen@1
2005022,Damızlık Penguen III,Damızlık Penguen@1,Damızlık Penguen@1
2005023,Vahşi devekuşları yetiştirme I,Vahşi devekuşlarının yetiştirilmesi@1 #r (vahşi devekuşlarının yumurta bırakmak için@item_1019 # etrafına ihtiyacı vardır),Yetiştirme Yabani Devekuşu@1
2005024,Yabani devekuşları yetiştirme II,Vahşi devekuşlarının yetiştirilmesi@1 #r (vahşi devekuşlarının yumurta bırakmak için@item_1019 # etrafına ihtiyacı vardır),Yetiştirme Yabani Devekuşu@1
2005025,Yabani devekuşları yetiştirme III,Vahşi devekuşlarının yetiştirilmesi@1 #r (vahşi devekuşlarının yumurta bırakmak için@item_1019 # etrafına ihtiyacı vardır),Yetiştirme Yabani Devekuşu@1
2005026,Yabani buz ayıları yetiştirme I,Vahşi buz ayıları yetiştirme@1 #r (buz ayılarının üremek için@item_822 # civarında olması gerekir),Yetiştirme Yabani Buz Ayısı@1
2005027,Yabani buz ayıları yetiştirme II,Vahşi buz ayıları yetiştirme@1 #r (buz ayılarının üremek için@item_822 # civarında olması gerekir),Yetiştirme Yabani Buz Ayısı@1
2005028,Yabani buz ayıları yetiştirme III,Vahşi buz ayıları yetiştirme@1 #r (buz ayılarının üremek için@item_822 # civarında olması gerekir),Yetiştirme Yabani Buz Ayısı@1
2005029,Uçan Tavuk Yetiştiriciliği I,Uçan Tavuk Yetiştiriciliği@1,Uçan Tavuk Yetiştiriciliği@1
2005030,Uçan Tavuk Yetiştiriciliği II,Uçan Tavuk Yetiştiriciliği@1,Uçan Tavuk Yetiştiriciliği@1
2005031,Uçan Tavuk Yetiştiriciliği III,Uçan Tavuk Yetiştiriciliği@1,Uçan Tavuk Yetiştiriciliği@1
2005032,Dövüş tavuklarının yetiştirilmesi I,Damızlık Savaş Tavuğu@1,Damızlık Savaş Tavuğu@1
2005033,Damızlık Savaş Tavuğu II,Damızlık Savaş Tavuğu@1,Damızlık Savaş Tavuğu@1
2005034,Damızlık Savaş Tavuğu III,Damızlık Savaş Tavuğu@1,Damızlık Savaş Tavuğu@1
2005035,Vahşi maymunların yetiştirilmesi I,Vahşi maymunların yetiştirilmesi@1,Vahşi maymunların yetiştirilmesi@1
2005036,Vahşi maymunların yetiştirilmesi II,Vahşi maymunların yetiştirilmesi@1,Vahşi maymunların yetiştirilmesi@1
2005037,Vahşi maymunların yetiştirilmesi III,Vahşi maymunların yetiştirilmesi@1,Vahşi maymunların yetiştirilmesi@1
2005038,Irk Kar Tavşanı I.,Irk Kar Tavşanı @ 1,Irk Kar Tavşanı @ 1
2005039,Irk Kar Tavşanı II.,Irk Kar Tavşanı @ 1,Irk Kar Tavşanı @ 1
2005040,Irk Kar Tavşanı III.,Irk Kar Tavşanı @ 1,Irk Kar Tavşanı @ 1
2005041,Irk Yak I.,Irk Yak @ 1,Irk Yak @ 1
2005042,Irk Yak II.,Irk Yak @ 1,Irk Yak @ 1
2005043,Irk Yak III.,Irk Yak @ 1,Irk Yak @ 1
2006001,Volvo I 'yi evcilleştirmek,Volvo@1 'i evcilleştirmek için@item_12500 # kullanın,Volvo@1 'i evcilleştirmek için@item_12500 # kullanın
2006002,Wauver II 'yi evcilleştirmek,Volvo@1 'i evcilleştirmek için@item_12500 # kullanın,Volvo@1 'i evcilleştirmek için@item_12500 # kullanın
