ID,名字,描述,追踪
1190,@Null@,@Null@,@Null@
1191,@Null@,@Null@,@Null@
1192,@Null@,@Null@,@Null@
1193,@Null@,@Null@,@Null@
1194,@Null@,@Null@,@Null@
1195,@Null@,@Null@,@Null@
1196,@Null@,@Null@,@Null@
1197,@Null@,@Null@,@Null@
1198,@Null@,@Null@,@Null@
1199,@Null@,@Null@,@Null@
1200,@Null@,@Null@,@Null@
1201,Đứng Vững,Sống sót 7 ngày ở chế độ  Khó @1,Sinh tồn #cfa7a0fngày
1202,Lửa Đỏ,Sống sót 60 ngày ở chế độ  Khó @1,Sinh tồn #cfa7a0fngày
1203,Bậc Thầy Sinh Tồn,Sống sót 365 ngày ở chế độ  Khó,Sinh tồn #cfa7a0fngày
1204,Dã nhân!,Đánh bại 50 Dã Nhân @1,Đánh bại #cfa7a0fDã Nhân
1205,Bé dã nhân~,Đánh bại 20 jockey @1,Đánh bại #cfa7a0fbé Dã Nhân
1206,Sứ Đồ Hư Vô!,Đánh bại 50 Sứ Đồ Hư Vô @1,Đánh bại #cfa7a0fSứ Đồ Hư Vô
1207,Giao Dịch,Làm 20 giao dịch với  Nhà Giao Dịch Lữ Hành @1,Giao dịch với Thương Nhân#cfa7a0f
1208,Giao Dịch Sa Mạc,Làm 50 giao dịch với Nhà Giao Dịch Sa Mạc @1,Giao dịch với Thương Nhân Sa Mạc #cfa7a0f
1209,Giao Dịch Băng Nguyên,Làm 200 giao dịch với Nhà Giao Dịch Băng Nguyên @1,Giao dịch với Thương Nhân Băng Nguyên #cfa7a0f
1210,Trứng Boom!,Đánh bại 30 Trứng boom @1,Đánh bại #cfa7a0fTrứng Boom
1211,Cung Thủ Lưu Huỳnh!,Đánh bại 100 Cung Thủ Lưu Huỳnh @1,Đánh bại #cfa7a0fCung Thủ Lưu Huỳnh
1212,Dũng Sĩ Diệt Rồng!,Đánh bại Hắc Long Huyền Thoại @1,Đánh bại #cfa7a0f Hắc Long Huyền Thoại
1213,Vật Liệu Tinh Năng,Đào 100 khối #L#cfa7a0f Quặng Tinh Năng #n@1,Đào #cfa7a0fQuặng Tinh Năng
1214,Dự Trữ Vũ Khí,Dung luyện 500 #L#cfa7a0f Bạc Kín #n@1,Dung luyện #cfa7a0fBạc Kín
1215,Một Viên Vĩnh Hằng,Đào 20 #L#cfa7a0f Mỏ Vàng Đen #n@1,Đào #cfa7a0fMỏ Vàng Đen
1216,Gà Quay Thơm Phức,Chế tạo 100 #L#cfa7a0f Thùng Gà Nướng Đủ Món #n@1,Chế tạo #cfa7a0fThùng Gà Nướng Đủ Món
1217,Vua Mì Sợi,Chế tạo 50 #L#cfa7a0f Mì Sợi Thịt Nướng #n@1,Chế tạo #cfa7a0fMì Sợi Thịt Nướng
1218,Vàng cũng ăn được?,Chế tạo 50 #L#cfa7a0f Đồ Ăn Thơm Phức #n@1,Chế tạo #cfa7a0fĐồ Ăn Thơm Phức
1219,@Null@,@Null@,@Null@
1220,@Null@,@Null@,@Null@
1221,Tôi Cần Một Ít Đá,"#cfa7a0f Thu thập những viên đá #n hoặc #cfa7a0f gia công đá #n thu được #L#cfa7a0f Đá #n@1#r (nhấn giữ để thu thập đá, Giao diện Túi - Gia công để tháo dỡ đá)",Thu thập #cfa7a0f Đá trên mặt đất
1222,Nhiều vật liệu hơn,Chặt cây để nhận#L#cfa7a0f Nhánh cây nhỏ#n@1#r (Nhấn giữ để thu thập nhánh),Nhận#cfa7a0f Nhánh cây nhỏ từ cây
1223,Khởi Đầu Thời Kỳ Đồ Đá!,Dùng đá và nhánh cây để tạo Rìu Đá#r (mở giao diện Túi - Gia công và chọn nhãn bên trái để chế tạo),Chế tạo #cfa7a0f Rìu Đá
1224,Vũ Khí Nguyên Thủy,"Dùng Vật Liệu Gỗ để làm Gậy gỗ#n@1#r (rất nguy hiểm vào ban đêm, bạn phải sử dụng vũ khí để bảo vệ bản thân)",Chế tạo #cfa7a0f Gậy gỗ
1225,Thợ Săn,Đánh bại Dã Nhân chuyên kêu gào vào ban đêm@1#r (À? Bạn có muốn trở thành thợ săn không?),Đánh bại #cfa7a0fDã Nhân
1226,Bắt đầu một Cuộc sống tốt đẹp ~,Dùng đá sắc nhọn và nhánh cây để chế tạo #L#cfa7a0f Rìu Đá#n@1#r (Tôi có thể sử dụng nó để làm nhà trước không?),Mở Túi để chế tạo #cfa7a0f Rìu Đá
1227,Tiểu Phu,"Tay cầm rìu đá, tìm một cái cây và phá hủy nó! thu thập #L#cfa7a0f vật liệu gỗ #n@1#r (Nguồn gốc của sự giàu có)",Chặt cây thu nhập #cfa7a0f vật liệu gỗ
1228,Lửa Trại,"Sử dụng đá và vật liệu gỗ tạo ra #L#cfa7a0f Trại lửa #n@1#r (Vào ban đêm, ánh sáng rực rỡ và ấm áp sẽ khiến con người cảm thấy an toàn ~)",Chế tạo #cfa7a0f Lửa trại
1229,"Thịt nướng, thơm phức!","Đặt thịt sống trên lửa trại để nướng thịt, nhận#L#cfa7a0f Thịt Heo Con chín #n@1#r (cảm thấy tràn đầy sức lực sau khi ăn!)",#cfa7a0f Đồ nướng
1230,Nhổ Cỏ Tận Gốc,Thu nhặt cỏ trên mặt đất để nhận #L#cfa7a0f một nắm cỏ#n@1#r (dùng để buộc các vật dụng),Thu thập #cfa7a0f Một nắm cỏ
1231,Nguồn Sáng Trong Đêm Tối!,Dùng nhành cây và một nắm cỏ dại để làm #L#cfa7a0f Bó Đuốc Nhỏ Thiêu Đốt #r (Bỏ đuốc thô sơ chỉ có thể đốt trong vòng 1 tiếng),Chế tạo #cfa7a0f Bó Đuốc Nhỏ Thiêu Đốt
1232,Khai Thác Đá,"Phần lớn đá ẩn nấp dưới lòng đất, dùng cuốc đá để đào đá trong lòng đất, nhận #L#cfa7a0f Đá #n@1#r (có vẻ như hầu hết mọi thứ đều cần đến đá)",Đến dưới lòng đất đào #cfa7a0f Đá
1233,Nghệ Nhân,"Dùng vật liệu Gỗ và vật liệu Đá để tạo ra #L#cfa7a0fBàn Thợ Chưa Hoàn Chỉnh#n@1#r (Bàn Thợ, du hành ở nhà phải chuẩn bị!, Wow~ có thể tạo ra nhiều vật phẩm hơn)",Chế tạo #cfa7a0fBàn Thợ Chưa Hoàn Chỉnh
1234,Bàn Dung Luyện Thợ Chế Tác,"Dùng khối đá và khối đất để chế tạo #L#cfa7a0fBàn dung luyện#n@1#r (Dung luyện càng nhiều quặng đá, chế tạo công cụ kim loại càng nhanh!)",Ở Bàn Thợ chế tạo ra #cfa7a0f Bàn Dung Luyện
1235,Bước Đầu Thành Đầu Bếp,Ở Bàn Thợ dùng đá để chế tạo#cfa7a0f Nồi Đá #n@1#r (có thể tạo ra thức ăn ngon),Ở Bàn Thợ chế tạo #cfa7a0f Nồi Đá
1236,Có Sức Mới Vực Được Đạo,"Dùng bột ngô để tạo ra #L#cfa7a0f sợi mỳ trong nồi đá #n@1#r (Nồi đá nhớ phải đặt trên lửa trại nhé, đúng là chỉ có sức mới vực được đạo!)",Chế tạo #cfa7a0f Sợi Mỳ trong nồi đá
1237,Khởi Đầu Thời Kỳ Đồ Đồng!,Tay cầm Rìu Đá để thu thập #L#cfa7a0f Quặng hợp kim đồng dưới lòng đất#n@1#r (Xem tôi đã đào được những gì dưới lòng đất sâu!),Thu thập #cfa7a0f Quặng hợp kim đồng
1238,Nguồn Năng Lượng Mới,Tay cầm Rìu Đá để thu thập #L#cfa7a0f Băng Cháy Được dưới lòng đất#n@1#r (đôi khi cũng có trên bề mặt và vách đá),Thu thập #cfa7a0f Băng Cháy Được
1239,Luyện Kim Loại: Đồng,Ở bàn dung luyện dùng Quặng hợp kim đồng tinh luyện #L #cfa7a0f Đồng Thau # n@1 #r (có thể làm nhiều công cụ tốt hơn),Dung luyện để lấy #cfa7a0f Đồng Thau
1240,Thợ Chế Tác Lò Đồng,Sử dùng Đồng Thau để chế tạo #L#cfa7a0fLò Đồng#n@1#r,Chế Tạo #cfa7a0fLò Đồng
1241,Bừa Đá,Dùng vật liệu đá và nhánh cây để chế tạo #L#cfa7a0f Bừa Đá#n@1#r (Có nó bạn có thể cày đất rồi),Chế tạo #cfa7a0f Bừa Đá
1242,Vua Lương Thực,Tay cầm #L#cfa7a0f Hạt Giống Ngô #n gieo hạt trên đất trồng@1#r (chỉ trồng được trên đất trồng),Trồng #cfa7a0f Ngô
1243,@Null@,@Null@,@Null@
1244,@Null@,@Null@,@Null@
1245,@Null@,@Null@,@Null@
1246,@Null@,@Null@,@Null@
1247,Luyện Kim Loại: Bạc Kín,Đốt và tinh chế từ Quặng Bạc Kín trong Bàn Tinh Luyện #L#cfa7a0f Bạc Kín#n@1,Tinh luyện để lấy  #cfa7a0f Bạc Kín
1248,Thợ Rèn Lò Bạc Kín,Dùng Bạc Kín tại Bàn Thợ để chế tạo #L#cfa7a0f Lò Bạc Kín#n@1,Dùng Bàn Thợ để làm #cfa7a0fLò Bạc Kín
1249,Công cụ Bùa!,"Thực hiện một lần kích hoạt Đá Bùa@1#r (Đá Bùa hiệu suất có thể kích hoạt công cụ, Đá Bùa tấn công có thể kích hoạt vũ khí, Đá Bùa phòng thủ có thể kích hoạt áo giáp)",Tiến hành #cfa7a0f Kích hoạt Đá Bùa
1250,Luyện Kim Loại: Titan,Cho Quặng hợp kim Titan vào lò để nấu chảy và tinh luyện để thu được #L#cfa7a0fHợp kim Titan#n@1,Luyện để lấy #cfa7a0f Hợp kim Titan
1251,Khởi Đầu Của Thời Đại Công Nghệ!,"Sử dụng Hợp kim Titan và cành cây để chế tạo #L#cfa7a0fCuốc Hợp Kim Titan#n@1#r (thời gian khai thác, bắt đầu!)",Chế tạo #cfa7a0fCuốc Hợp Kim Titan
1252,Không cùng chất liệu,Tìm Chip thông minh trên Đảo bay#r (ra ngoài và khám phá khoảng cách!),Nhận #cfa7a0f  chip thông minh
1253,Nâng cấp Trạm star,Sử dụng các thành phần nâng cấp Trạm sao để nâng cấp cabin vận chuyển Tinh trạm#r (bạn có thể đi đến một hành tinh xa hơn sau khi nâng cấp),Nâng cấp #cfa7a0fStar cabin vận chuyển
1254,Thế giới mới - Flamas,Ghé thăm Flamas#r (Tốt nhất bạn nên mang theo quần áo chống cháy để tránh bị bỏng),@Null@
1255,@Null@,@Null@,@Null@
1256,(Bị bỏ rơi) Dũng sĩ diệt rồng,Đánh bại Hắc Long Huyền Thoạii#r (không dễ cho lắm),Đánh bại #cfa7a0f Hắc Long Huyền Thoại
1257,Chìa khóa Flamas,Nhận lấy #L#cfa7a0f Kiếm Vỡ #n@1#r ở trong Ổ Rồngt#r (đây là môt trong ba chìa khóa để kích hoạt bàn thờ núi lửa),Nhận #cfa7a0f Kiếm bị gãy
1258,Thế giới mới - Horas,"Ghé thăm Horas#r (Không khí ở đây loãng, vì vậy hãy đeo mặt nạ dưỡng khí!)",Đến #cfa7a0f Horas
1259,Trưởng phòng Horas,Dùng #L#cfa7a0f đá Regen Rune #n để kích hoạt vật tổ @1#r (có một bất ngờ ở phòng bí mật bên cạnh!),Kích hoạt #cfa7a0f đền thờ
1260,Mũi Khoan Đồng Sao,"Thu thập Đá Đồng Sao, Mỏ Lực Sao, vật liệu gỗ và Khối Đá Horas để chế tạo #L#cfa7a0f Mũi Khoan Đồng Sao #n@1#r (Nghe nói cao nguyên và hòn đảo bay có vẻ đẹp mê hoặc của Đồng Sao)",Chế tạo #cfa7a0f Mũi Khoan Đồng Sao
1261,Móc Phun,"Thu thập Đá Đồng Sao, Đá Đóm Tím, kết tinh trọng lực và Mỏ Lực Sao để chế tạo #L#cfa7a0fMóc Phun#n@1#r (nó cho phép bạn vượt nóc băng tường)",Chế tạo #cfa7a0f Móc Phun
1262,Người Triệu Hồi Tên Khổng Lồ Cổ Đại,Triệu hồi và đánh bại người khổng lồ cổ đại trên Horas @1#r (yêu cầu Khối Vàng Đen/Khối Hổ Phách/Khối đồng Horas/Khối Graviti Horas đặt xuống 4 ô bên cạnh lõi Totem để triệu hồi),Đánh bại #cfa7a0f Tên Khổng Lồ Viễn Cổ
1263,Chìa khóa Horas,Đánh bại Người Khổng Lồ Cổ Đại để lấy #L#cfa7a0f Đôi Mắt Khổng Lồ #n@1#r (đây là một trong ba chìa khóa để kích hoạt bàn thờ núi lửa),@Null@
1264,Người Tạo Cây Thần,"Tìm một không gian rộng, đào một cái hố, trồng nó! Trồng nó! @1#r (Bạn có thể lấy một trong ba chìa khóa ở phần đầu của Cây Thần)",Trồng  #cfa7a0fCây Thần
1265,Quả thần,Thu thập Lõi Cây Thần ở phần đầu của thân cây Thần để lấy #L#cfa7a0f Quả Thần  #n@1#r (đây là một trong ba chìa khóa để kích hoạt bàn thờ núi lửa),Thu thập #cfa7a0f quả thần
1266,"Nếu không có gì mạo hiểm, sẽ không có gì đạt được","Tổng hợp 3 chìa khóa của Miras, Horas, và Flamas, sau đó kích hoạt bàn thờ ở khu vực núi lửa@1#r ( tiến vào cổng chính của khu vực bóng ma hư không)",Kích hoạt #cfa7a0f bàn thờ núi lửa
1267,Cứu tinh!,Đánh bại Bóng Ma Hư Không@1,Đánh bại #cfa7a0f bóng ma hư không
1268,Khoai Lang,Gieo hạt giống Khoai Lang ở khu vực trồng trọt để lấy #L#cfa7a0f Khoai Lang #n@1,Trồng #cfa7a0f Khoai Lang
1269,Làm Khoai Lang Nghiền,Dùng Khoai Lang trong nồi đá để nấu #L#cfa7a0f Khoai Lang Nghiền #n@1,Làm #cfa7a0f Khoai Lang Nghiền
1270,Sợi Khoai Chiên,"Dùng Khoai Lang Nghiền, Hoa Máu Rồng và Cuộn Da nấu trong nồi đá để lấy #L#cfa7a0f Sợi Khoai Chiên #n@1",Chế tạo # fa7a0f Sợi Khoai Chiên
1271,Lấy Thịt Bò,Giết một con Bò để lấy #L#cfa7a0f Thịt Bò #n@1,Nhận #cfa7a0f Thịt Bò
1272,Thịt Bò,Sử dụng Thịt Bò nướng trên lửa trại để lấy #L#cfa7a0f Thịt Bò Nướng #n@1,Nướng #cfa7a0f Thịt Bò Nướng
1273,Mì Sợi Thịt Nướng,"Dùng Mì Sợi, Hoa Sao Trời, Thịt Bò Nướng để làm #L#cfa7a0f Mì Sợi Thịt Nướng#n@1",Làm #cfa7a0f Mì Sợi Thịt Nướng
1274,Chất Đạm,Cho Gà ăn để lấy #L#cfa7a0f Trứng Gà #n@1,Nhặt #cfa7a0f Trứng Gà
1275,Sợi Bánh Dưa Lê,Sử dụng Bình Si Rô Hoa Quả và Dưa Lê để nấu #L#cfa7a0f Bánh Dưa Lê #n@1,Làm #cfa7a0f Sợi Bánh Dưa Lê
1276,Chúc Mừng Ngày Lễ ~,"Dùng Sữa Tươi đóng chai, Khoai Lang, Thịt Gà và Bột Ngô để làm #L#cfa7a0f Pizza #n@1",Làm #cfa7a0f Pizza Thịt Nướng
1277,Cherry,Thu thập Cherry #L#cfa7a0f từ trên cây #n@1,Nhận # fa7a0f Cherry
1278,Đĩa Combo Trái Cây,"Dùng miếng Dưa Gai, Bát Gỗ và Cherry để gia công #L#cfa7a0f Đĩa Combo Trái Cây #n@1",Làm #cfa7a0f Đĩa Combo Trái Cây
1279,Đầu bếp hoàng gia,Tự động nhận lấy danh hiệu sau khi hoàn thành những nhiệm tiền nhiệm,Hoàn thành #cfa7a0f Thành tựu của Chuỗi Làm Thực phẩm
1280,Chống Lại Địch,Dùng vật liệu gỗ và nhánh cây để gia công #L#cfa7a0f Cửa Gỗ #n@1,Làm #cfa7a0f Cửa Gỗ
1281,Đếm Sao Qua Cửa Sổ,Dùng vật liệu gỗ và nhánh cây để gia công #L#cfa7a0f Cửa Sổ Gỗ #n@1,Chế tạo #cfa7a0f Cửa Sổ Gỗ
1282,Thuốc Nhuộm Đỏ,Dùng Cherry để gia công thành #L#cfa7a0f Thuốc Nhuộm Đỏ #n@1,Chế tạo #cfa7a0f Thuốc Nhuộm
1284,Công Nhân Đường Ray,Dùng Bạc Kín và đá để chế tạo #L#cfa7a0f Nút Đường Ray #n@1,Chế tạo #cfa7a0f Nút Đường Ray
1285,Tàu Lượn Siêu Tốc! Xuất Phát!,"Dùng Bạc Kín, vật liệu gỗ và khối Tinh Thể Huỳnh Quang để chế tạo #L#cfa7a0f Đầu Tàu Lượn Siêu Tốc #n@1",Chế tạo #cfa7a0f Đầu Tàu Lượn Siêu Tốc
1286,Tắm Nắng,Thu thập #L#cfa7a0f Hoa Chuông Gió #n@1 trên đồng bằng,Nhặt #cfa7a0f Hoa Chuông Gió
1287,Công chúa Vương Miện Hoa,Dùng ba loại hoa khác nhau để làm #L#cfa7a0f Vương Miện Hoa #n@1,Làm #cfa7a0f Vương Miện Hoa
1288,Ngày Tươi Đẹp,Tự động hoàn thành nhiệm vụ này sau khi hoàn thành nhiệm vụ trước,Hoàn thành #cfa7a0f Chuỗi Thành Tựu Chế Tạo Cơ Bản
1289,Thợ thủ công Rune trung cấp,Dùng Runes Trung cấp để khảm @1,Khảm #cfa7a0f  đá Rune trung cấp
1290,Thợ thủ công Rune cao cấp,Dùng Runes Cấp cao để khảm @1,Khảm #cfa7a0f  đá Rune cao cấp
1291,Nhà sưu tập đá Rune,Tự động nhận lấy danh hiệu sau khi hoàn thành những nhiệm tiền nhiệm,Hoàn thành #cfa7a0f thành tích đá Rune
1292,Nhà Mạo Hiểm,Dùng Bạc Kín và Nhánh Cây để chế tạo #L#cfa7a0f Kiếm Ngắn #n@1,Hoàn thành #cfa7a0f Chuỗi Thành Tích Khảm
1293,Binh Súng Dũng Cảm,Dùng Đồng Thau và Nhánh Cây để chế tạo #L#cfa7a0f Giáo Dài Đột Kích #n@1,Chế tạo #cfa7a0f Giáo Dài Đột Kích
1294,Thần Chết,"Dùng thỏi Hợp kim Titan, Mã Não Vân Đỏ Trắng và nhánh cây để chế tạo #L#cfa7a0f Thần Chết #n@1",Chế tạo #cfa7a0f Thần Chết
1295,Kiếm Khách,"Dùng Vàng Đen, Graviti Horas và Gậy Đồng Vàng để chế tạo #L#cfa7a0f Kiếm Năng Lượng #n@1",Chế tạo #cfa7a0f Kiếm Năng Lượng
1296,Hiệp Sĩ,"Dùng Bạc Kín, Da Mềm, và Sợi Tơ để chế tạo #L#cfa7a0f Cung Bạc Kín Ngắn #n@1",Chế tạo #cfa7a0f Cung Bạc Kín Ngắn
1297,Đại Pháp Sư,Sử dụng Cây trượng và Ngọc Thường để làm #L#cfa7a0f Cây Trượng Thường #n@1,Chế tạo #cfa7a0f Pháp Trượng
1298,Bậc Thầy Vũ Khí,Tự động hoàn thành nhiệm vụ này sau khi hoàn thành nhiệm vụ trước,Hoàn thành #cfa7a0f Thành tựu Chế Tạo Vũ Khí Hàng Loạt
1299,Mũ Bảo Hiểm Đồng,Dùng Đồng Thau và Da Mềm để chế tạo #L#cfa7a0f Mũ Bảo Hiểm Đồng #n@1,Chế tạo #cfa7a0f Mũ Bảo Hiểm Đồng
1300,Mũ Bảo Hiểm Sắt,"Dùng Bạc Kín, Đồng Thau và Da Mềm để chế tạo #L#cfa7a0f Mũ Bảo Hiểm Sắt #n@1",Chế tạo #cfa7a0f Mũ Bảo Hiểm Sắt
1301,Mũ Bảo Hiểm Titan,"Dùng Bạc Kín, Titan, và Da Mềm để chế tạo #L#cfa7a0f Mũ Bảo Hiểm Titan #n@1",Chế tạo #cfa7a0f Mũ Bảo Hiểm Titan
1302,Mũ Bảo Hiểm Kim Cương,"Dùng Vàng Đen, Graviti Horas, và Da Mềm để chế tạo #L#cfa7a0f Mũ Bảo Hiểm Kim Cương #n@1",Chế tạo #cfa7a0f Mũ Bảo Hiểm Kim Cương
1303,Giáp Ngực Đồng,Dùng Đồng Thau và Da Mềm để chế tạo #L#cfa7a0f Giáp Ngực Đồng #n@1,Chế tạo #cfa7a0f Giáp Ngực Đồng
1304,Giáp Ngực Bạc Kín,"Dùng Bạc Kín, Đồng Thau và Da Mềm để chế tạo #L#cfa7a0f Giáp Ngực Bạc Kín #n@1",Chế tạo #cfa7a0f Giáp Ngực Bạc Kín
1305,Giáp Ngực Titan,"Dùng Bạc Kín, Titan và Da Mềm để chế tạo #L#cfa7a0f Giáp Ngực Titan #n@1",Chế tạo #cfa7a0f Giáp Ngực Titan
1306,Giáp Ngực Vàng Đen,"Dùng Vàng Đen, Graviti Horas và Da Mềm để chế tạo #L#cfa7a0f Giáp Ngực Vàng Đen #n@1",Chế tạo #cfa7a0f Giáp Ngực Vàng Đen
1307,Giáp Chân Đồng,Dùng Đồng Thau và Da Mềm để chế tạo #L#cfa7a0f Giáp Chân Đồng #n@1,Chế tạo #cfa7a0f Giáp Chân Đồng
1308,Giáp Chân Bạc Kín,"Dùng Bạc Kín, Đồng Thau và Da Mềm để chế tạo #L#cfa7a0f Giáp Chân Bạc Kín #n@1",Chế tạo #cfa7a0f Giáp Chân Bạc Kín
1309,Giáp Chân Titan,"Dùng Bạc Kín, Titan và Da Mềm để chế tạo #L#cfa7a0f Giáp Chân Titan #n@1",Chế tạo #cfa7a0f Giáp Chân Titan
1310,Giáp Chân Vàng Đen,"Dùng Vàng Đen, Graviti Horas và Da Mềm để chế tạo #L#cfa7a0f Giáp Chân Vàng Đen #n@1",Chế tạo #cfa7a0f Giáp Chân Vàng Đen
1311,Ủng Đồng,Dùng Đồng Thau và Da Mềm để chế tạo #L#cfa7a0f Ủng Đồng #n@1,Chế tạo #cfa7a0f Ủng Đồng
1312,Ủng Bạc Kín,"Dùng Bạc Kín, Đồng Thau và Da Mềm để chế tạo #L#cfa7a0f Ủng Bạc Kín #n@1",Chế tạo #cfa7a0f Ủng Bạc Kín
1313,Ủng Titan,"Dùng Bạc Kín, Titan và Da Mềm để chế tạo #L#cfa7a0f Ủng Titan #n@1",Chế tạo #cfa7a0f Ủng Titan
1314,Ủng Vàng Đen,"Dùng Vàng Đen, Graviti Horas và Da Mềm để chế tạo #L#cfa7a0f Ủng Vàng Đen #n@1",Chế tạo #cfa7a0f Ủng Vàng Đen
1315,Bậc thầy phòng thủ,Tự động nhận lấy danh hiệu sau khi hoàn thành những nhiệm tiền nhiệm,Hoàn thành #cfa7a0f Thành tựu Chuỗi Phòng thủ Chế tạo
1316,Người thu thập chiến tranh,Tự động nhận lấy danh hiệu sau khi hoàn thành những nhiệm tiền nhiệm,Hoàn thành #cfa7a0f Vũ khí và Thành tựu Dòng áo giáp
1317,Thợ săn khổng lồ dung nham,Đánh bại Người Khổng Lồ Dung Nham ở trên Flamas @1,Đánh bại #cfa7a0f dung nham khongor lồ
1318,Thợ săn cung thủ lưu huỳnh,Đánh bại Cung Thủ Lưu Huỳnh ở trên Flamas @1,Đánh bại #cfa7a0f  cung thủ
1319,Kẻ hủy diệt Flamas,Tự động nhận lấy danh hiệu sau khi hoàn thành những nhiệm tiền nhiệm,Hoàn thành #cfa7a0f Thành tích Đánh bại Sinh vật Flamas
1320,Đồng Thau 1,Dung luyện 10 #L#cfa7a0f Đồng Thau #n@1,Dung luyện #cfa7a0f Đồng Thau
1321,Đồng Thau 2,Dung luyện 100 #L#cfa7a0f Đồng Thau #n@1,Dung luyện #cfa7a0f Đồng Thau
1322,Thỏi đồng 3,Luyện 300 #L#cfa7a0f Thỏi đồng #n@1,Luyện #cfa7a0f thỏi đồng
1323,Titan I,Dung luyện 10 #L#cfa7a0f Titan #n@1,Dung luyện #cfa7a0f Titan
1324,Titan II,Tinh luyện 100 #L#cfa7a0f Titan #n@1,Tinh luyện #cfa7a0f Titan
1325,Titan III,Tinh luyện 300 #L#cfa7a0f Titan #n@1,Tinh luyện #cfa7a0f Titan
1326,Quặng Bùa Tấn Công,"Dùng Cuốc Đồng Thau, phá hoại Quặng Bùa Tấn Công sẽ nhận #L#cfa7a0f Đá Bùa Tấn Công #n@1",Thu thập #cfa7a0f Quặng Bùa Tấn Công
1327,Quặng Bùa Phòng Thủ,"Dùng Cuốc Đồng Thau, phá hoại Quặng Bùa Phòng Thủ sẽ nhận #L#cfa7a0f Đá Bùa Phòng Thủ #n@1",Thu thập #cfa7a0f Quặng Bùa Phòng Thủ
1328,Quặng Bùa Hiệu Suất,"Dùng Cuốc Đồng Thau, phá hoại Quặng Bùa Hiệu Suất sẽ nhận #L#cfa7a0f Đá Bùa Hiệu Suất #n@1",Thu thập #cfa7a0f Quặng Bùa Hiệu Suất
1329,Chúa tể giết rồng,Triệu hồi và đánh bại Mẹ Rồng @1,Đánh bại #cfa7a0f rồng đen Magma
1330,Anh hùng giết rồng,Triệu hồi và đánh bại Hắc Long Hỗn Loạn,Đánh bại #cfa7a0f Hắc Long Hỗn Loạn
1331,Giáo Đá Viễn Cổ,Dùng Đá và Cành Cây để làm ra #L#cfa7a0f Giáo Đá #n@1,Làm ra #cfa7a0f Giáo Đá Viễn Cổ
1332,Nghệ Nhân Bậc Thầy,Tay cầm Tinh Thể Sáng Tạo để nâng cấp Bàn Thợ thành #L#cfa7a0f Bàn Thợ Hoàn Chỉnh #n@1,Nâng cấp #cfa7a0f Bàn Thợ Hoàn Chỉnh
1333,Thợ Xây Lành Nghề,"Dùng Gỗ để làm Ván, rồi lại lót Ván lên mặt đất @1",Chế tạo và đặt #cfa7a0f Ván Gỗ
1334,Tay Bắn Ná,"Dùng Tấm Da, Cành Cây, Sợi Tơ để làm ra #L#cfa7a0f Ná #n@1",Làm ra #cfa7a0f Ná
1335,Cuộc phiêu lưu trong rừng mưa,Tìm Rừng mưa và thu thập Cây phát sáng Rừng mưa để nhận miếng #L#cfa7a0f Lõi rừng mưa #n@1,Nhận #cfa7a0f Mảnh vỡ lõi Rừng nhiệt đới
1336,Mắt Rừng Mưa,"Dùng Đồng Vàng, Mảnh Bấc Rừng Mưa để tạo ra #L#cfa7a0f Mắt Rừng Mưa #n@1",Làm ra #cfa7a0f Mắt Rừng Mưa
1337,Thần Rắn,"Đánh bại Thần Rắn trong Đền Thờ @1#r (dùng cho Tượng Thần Nứt Bể để triệu hồi Đền Thờ Rừng Mưa, Thần Rắn ở sâu trong Đền Thờ này)",Đánh bại #cfa7a0f Thần Rắn
1338,Hạt giống thần,Đánh bại Quetzalcoatl trong đền thờ để lấy #L#cfa7a0f Hạt giống thần #n@1,Nhận #cfa7a0f hạt giống thần
1339,Đá Phục Sinh,"Đến Bàn Thợ dùng Nham Thạch để chế tạo, rồi đặt #L#cfa7a0f Tượng Đá #n@1",Đặt #cfa7a0f Tượng Đá
1340,@Null@,@Null@,@Null@
1341,@Null@,@Null@,@Null@
1342,Hạt Ngô,Dùng Ngô để gia công một #L#cfa7a0f Hạt Ngô #n@1,Làm ra #cfa7a0f Hạt Ngô
