ID,名字,描述,获得方式
730,Rương Sa Mạc,Rương chôn dưới đáy giếng,@Null@
731,Giếng Trời Gỗ,Một cửa sổ trời bằng gỗ có thể mở và đóng được.,
732,Tượng Hắc Long,"Sau khi đặt sẽ chiếu sáng cho không gian xung quanh, và ngăn cản việc tạo ra Quái Vật ở vùng xung quanh này, nhấp vào Tượng được đặt và tốn 1 Sao Sáng sẽ có thể chỉnh sửa vị trí của Điểm Hồi Sinh #r Cũng là vật liệu không thể thiếu để gia công Đá Dung Nham",Nhận được sau khi đánh bại Hắc Long ở Flamas
733,Hũ Báu Hắc Long,Trong Hũ Báu cực kỳ hoa lệ này dường như cất giấu rất nhiều bảo vật,
734,Rương Thường,Rương chôn dưới đất,@Null@
735,Rương Tinh Xảo,Rương giấu ở Thành Phố Ngầm,@Null@
736,Rương Hoàng Kim,Rương mở hoạt động,@Null@
737,Bình Đơn Giản,"Hũ Thường xoàng xĩnh đầy rẫy ở khắp nơi trên thế giới, sau khi đập bể có thể sẽ nhận được Đạo Cụ ngẫu nhiên #r Nghe nói từng có người chôn nó bằng Cát Vàng nhưng không đánh dấu, ờm ...",
738,Bình Gốm Đất,"Hũ Gốm Đất xoàng xĩnh đầy rẫy ở khắp nơi trên thế giới, sau khi đập bể có thể sẽ nhận được Đạo Cụ ngẫu nhiên #r Nghe nói từng có người chôn nó bằng Cát Vàng nhưng không đánh dấu, ờm ...",
739,Bình Gốm Màu,"Hũ Gốm Màu xoàng xĩnh đầy rẫy ở khắp nơi trên thế giới, sau khi đập bể có thể sẽ nhận được Đạo Cụ ngẫu nhiên #r Nghe nói từng có người chôn nó bằng Cát Vàng nhưng không đánh dấu, ờm ...",
740,Đá Dung Nham,"Sau khi Hắc Long Viễn Cổ bị đánh bại sẽ sinh ra Trứng Rồng, cần đặt vào Đảo Trứng ở Flamas, mới có thể dùng #c0aba1d Tù Và Dung Nham #n để triệu hồi Hắc Long Dung Nham",Xuất hiện sau khi đánh bại Hắc Long Viễn Cổ.
741,Đá Hỗn Mang,"Sau khi Hắc Long Dung Nham bị đánh bại sẽ sinh ra Trứng Rồng, cần đặt vào trong Đảo Rồng ở Flamas, mới có thể dùng Tù Và Hỗn Loạn triệu hồi Hắc Long Hỗn Mang",Xuất hiện sau khi đánh bại Hắc Long Dung Nham.
742,Tượng Hỗn Loạn,"Đặt trên Bệ Khối Hổ Phách 3*3 sẽ kích hoạt Tượng này, khiến trong phạm vi 32*32 xung quanh sẽ không xuất hiện sinh vật đối địch #r Nhấp vào Tượng được đặt, tốn 1 Sao Sáng sẽ có thể sửa vị trí của Điểm Hồi Sinh",Xuất hiện sau khi đánh bại Hắc Long Hỗn Mang.
743,Hộp Dung Nham,Trong Hũ Báu cực kỳ hoa lệ này dường như cất giấu rất nhiều bảo vật,
744,Hộp Hỗn Loạn,Trong Hũ Báu cực kỳ hoa lệ này dường như cất giấu rất nhiều bảo vật,
745,Totem Cung Thủ Lưu Huỳnh,"Được sinh ra trong vụ nổ của Bóng Hỗn Loạn, sẽ sinh ra quái vật cho vùng gần đây",
746,Tượng Dung Nham,"Bia Kỷ Niệm Vinh Quang của Kẻ Chém Rồng, chỉ có những Nhà Thám Hiểm lớn mạnh mới được nhận.# r Nhấp vào Tượng được đặt, tốn 1 Sao Sáng sẽ có thể sửa vị trí của Điểm Hồi Sinh, Bàn Tinh Luyện ở bên cạnh nó cũng có hiệu quả không ngờ nổi đấy",Xuất hiện sau khi đánh bại Hắc Long Dung Nham
747,Bình Vật Liệu,"Cái bình sứ màu nhìn không có gì đặc biệt, có ai để đồ trong đây sao?",@Null@
748,Bình Thủy Tinh Đom Đóm,"Sau khi đặt, nó có thể chiếu sáng khu vực nhỏ xung quanh","Vào lúc Rừng Trúc và Rừng Cherry chìm trong đêm tối, dùng Bình Thủy Tinh nhỏ bắt Đom Đóm sẽ nhận được"
749,Ván Mỏng Đồng,"Tấm ván mỏng kim loại cao 1/4 ô, có thể chồng chất để thay đổi độ dày",Đến Bàn Thợ dùng Đồng Vàng để gia công
750,Ván Mỏng Bạc Kín,"Tấm ván mỏng kim loại cao 1/4 ô, có thể chồng chất để thay đổi độ dày",Đến Bàn Thợ dùng Bạc Kín để gia công
751,Ván Mỏng Lửa Rực,"Tấm ván mỏng kim loại cao 1/4 ô, có thể chồng chất để thay đổi độ dày",Đến Bàn Thợ dùng Lửa Rực để gia công
752,Ván Mỏng Titan,"Tấm ván mỏng kim loại cao 1/4 ô, có thể chồng chất để thay đổi độ dày",Đến Bàn Thợ dùng Titan để gia công
753,Cầu Thang Đồng,"Cầu thang kim loại, có thể sắp xếp ra các phương hướng khác nhau từ các góc độ khác nhau",Đến Bàn Thợ dùng Đồng Vàng để gia công
754,Cầu Thang Bạc Kín,"Cầu thang kim loại, có thể sắp xếp ra các phương hướng khác nhau từ các góc độ khác nhau",Đến Bàn Thợ dùng Bạc Kín để gia công
755,Cầu Thang Lửa Rực,"Cầu thang kim loại, có thể sắp xếp ra các phương hướng khác nhau từ các góc độ khác nhau",Đến Bàn Thợ dùng Lửa Rực để gia công
756,Cầu Thang Titan,"Cầu thang kim loại, có thể sắp xếp ra các phương hướng khác nhau từ các góc độ khác nhau",Đến Bàn Thợ dùng Titan để gia công
757,Rương Bản Đồ Kho Báu,Rương mà Hải Tặc dùng để cất giấu báu vật,
758,Rương Thuyền Đắm,Rương bị chôn vùi trong quần thể thuyền đắm,
759,Rương Thuyền Chìm Thường,Rương bị chôn vùi trong quần thể thuyền chìm,
760,Hạt Hoa Băng,Trồng ở @item_121# có thể phát triển thành @item_761#.,
761,Hoa Băng,"Hoa Băng có thể tồn tại ở những vùng cực lạnh vì chúng có thể tập hợp năng lượng thu được trong lõi hoa.#rNgười dân vùng lạnh có thói quen thu thập Hoa Băng để làm #c0aba1dthức ăn tăng nhiệt độ cơ thể#n, và một số trang bị chống lạnh","Thu thập ở Dã Ngoại, cũng có thể nhận khi ở @item_121# trồng @item_760#"
762,Mầm Cây Bụi Khô,"Trồng @item_11825# ở @item_121#, có thể phát triển ra @item_762#, sau một thời gian có thể phát triển thành @item_763#.",
763,Cây Bụi Khô,"@item_11825# ở hình thái khô héo phát triển trong môi trường nhiệt độ thấp, có thể trở thành nơi ẩn náu cho Thỏ Tuyết, cũng có thể làm #c0aba1dcánh tay người tuyết#n. #c0aba1dCho Bò Tây Tạng ăn#n, có thể giúp Bò Tây Tạng vào trạng thái #c0aba1dcho sữa#n.",
764,Sen Tuyết,"Theo truyền thuyết của cư dân vùng cực địa,Sen Tuyết là một loại cây quý hiếm mọc trên những ngọn núi phủ tuyết.#rNếu sử dụng làm vật liệu phụ khảm vào Rune, có thể giúp các công cụ, vũ khí và trang bị nhận hiệu quả ""Bảo Vệ"", tránh bị phá hủy.",Có thể thu thập ở trên đỉnh phụ của núi tuyết
765,Đá Viễn Cổ,Đánh bại viên đá do Hắc Long đánh rơi và sử dụng các loại sừng khác nhau để triệu hồi những con hắc long khác nhau#rSử dụng @item_11233# để triệu hồi Hắc Long Viễn Cổ#r Sử dụng @item_11216# để triệu hồi Hắc Long Hỗn Mang#r Sử dụng @item_11215# để triệu hồi Hắc Long Dung Nham.,Nhận được khi đánh bại Hắc Long
780,Sảnh khiêu vũ,"Sảnh Khiêu Vũ là một đạo cụ âm nhạc trong game, đặt trong chế độ Lập Trình Viên và sau khi cài đặt vùng xong, chuyển đổi bản đồ thành chế độ cách chơi là có thể trải nghiệm cách chơi Nhảy Múa Âm Nhạc rồi",
781,Búa Sáng Tạo Đá,@Null@,@Null@
782,Búa Sáng Tạo Đồng,@Null@,@Null@
783,Khối Búa Sáng Tạo Bạc Kín,,
784,Búa Sáng Tạo Titan,@Null@,@Null@
785,Bàn Đá Rune,Sử dụng để kích hoạt hiệu ứng Rune của vật phẩm,@Null@
794,Nồi Đá,"Đặt trên @item_1200#, cho nguyên liệu vào nồi là có thể nấu thức ăn, thử nhiều công thức khác nhau xem thử có món nào ngon không.#r Đừng quên thêm nhiên liệu vào trong @item_1200#",
795,Nồi Bạc Kín,"Công thức thức ăn chế tạo thành công trong @item_794# có thể chế tạo số lượng lớn ở Nồi Bạc Kín, hãy thử nhiều công thức khác nhau trên @item_794# đi.",
796,Bàn Thợ Ko Hoàn Chỉnh,"#c0aba1d Đặt trên đất là dùng được#n, có thể dùng để chế biến ra càng nhiều vật phẩm","Vào Túi - Trang Chế Tạo, dùng Đá để gia công"
797,Bàn Thợ Hoàn Chỉnh,"#c0aba1d Đặt trên đất là dùng được#n, có thể dùng để chế biến ra càng nhiều vật phẩm",Tay cầm #caba1d Tinh Thể Sáng Tạo #n nhấp vào Bàn Thợ Ko Hoàn Chỉnh để nâng cấp và nhận được
798,Bàn Tinh Luyện Bạc Kín,"Bàn Tinh Luyện cao cấp nhất, có thể thêm vào 3 tổ Chất Đốt và Nguyên Liệu, nung tạo càng nhanh hơn",
799,Bàn Tinh Luyện Đồng,"Bàn Tinh Luyện càng lớn mạnh, có thể thêm vào 2 tổ Chất Đốt và Nguyên Liệu, nung tạo tương đối nhanh",
800,Bàn Thợ Ko Hoàn Chỉnh,"#c0aba1d Đặt trên đất là dùng được#n, có thể dùng để chế biến ra càng nhiều vật phẩm","Vào Túi - Trang Chế Tạo, dùng Đá để gia công"
801,Rương Trữ Đồ,#c0aba1d Đặt trên mặt đất #n dùng để chứa đồ đạc #r Còn có thể gia công thêm một bước tạo ra Rương Trữ Đồ Lớn #r Cũng có thể dùng trên Máy Móc,
802,Bàn Tinh Luyện,"Thiết bị dung luyện cấp thấp đơn giản, có thể thêm vào một tổ Chất Đốt và Nguyên Liệu, tốc độ nung tạo tương đối chậm",
803,@Null@,@Null@,@Null@
804,Đá Lạ,Hình như ẩn giấu tên nào đó,@Null@
805,Khối Đá Lạ,Hình như ẩn giấu tên nào đó,@Null@
806,Gạch Lạ,Hình như ẩn giấu tên nào đó,@Null@
807,Đá Xanh Lạ,Hình như ẩn giấu tên nào đó,@Null@
808,Gạch Vỡ Lạ,Hình như ẩn giấu tên nào đó,@Null@
809,Gạch Hoa Văn Lạ,Hình như ẩn giấu tên nào đó,@Null@
810,Đá Triệu Hồi Quái,"Không ngừng tạo ra Quái Vật, hình như nhạy cảm với tia sáng",
811,@Null@,@Null@,@Null@
812,Cửa Gỗ,"Cửa Gỗ có thể đóng và mở, cũng có hiệu lực trên Máy Móc",
813,Thang Leo Dây Thừng,"Đặt ở mặt bên của Khối, có thể trèo theo đường thẳng đứng, cũng có hiệu lực trên Máy Móc",
814,Cửa Bạc Kín,"Cửa khá chắc chắn, sau khi liên kết Năng Lượng Lực Sao sẽ mở, sau khi ngắt khỏi Lực Sao sẽ đóng",
815,Màn Sân Khấu Lực Sao Đồng Vàng,Sau khi #c0aba1d đặt #n có thể nhập văn bản #r Cũng có hiệu lực trên Máy Móc,
816,Đèn Quả Jubulu,Công nghệ làm Đèn Quả Jubulu cổ xưa đã dần biến mất trên dòng lịch sử vì sự xâm nhập của Bóng Ma Hư Không #r Xin hãy trân trọng những di sản văn hóa phi vật chất,
817,Bó Đuốc,"Sau khi đặt sẽ chiếu sáng cho không gian xung quanh, tay cầm Bó Đuốc nhấp vào #c0aba1d Lửa Trại #n để đốt sáng",
818,Màn Sân Khấu Lực Sao (kèm theo Khối),Màn Sân Khấu Lực Sao được dán chắc chắn trên Khối,
819,Trứng Hắc Long,"Trứng của Hắc Long Viễn Cổ, chứa đầy ma lực",@Null@
820,Tủ Sách,Sau khi đặt sẽ xuất hiện Tủ Sách có kiểu ngẫu nhiên,
821,Cọc Gỗ,"Đặt Cọc Gỗ lên trên đỉnh Cọc Gỗ đã có sẵn, tương tác với mặt bên để khiến nó liên kết với nhau. #r Sau khi liên kết sẽ hình thành Hàng Rào hơi cao, không thể nhảy xuyên qua",Đến Bàn Thợ dùng Vật Liệu Gỗ để gia công
822,Cỏ Khô,Động vật có vú cần có Cỏ Khô ở gần đó để sinh sản,
823,@Null@,@Null@,@Null@
824,Bàn Thợ Ko Hoàn Chỉnh,"#c0aba1d Đặt trên đất là dùng được#n, có thể dùng để chế biến ra càng nhiều vật phẩm","Vào Túi - Trang Chế Tạo, dùng Đá để gia công"
828,Túi Ngủ Đơn Giản,"Sau khi mặt trời xuống núi có thể vào trạng thái ngủ, một đêm ngon giấc đến khi Trời Sáng #r#c0aba1d Bỏ qua Đêm Đen #n Cũng có hiệu lực trên Máy Móc",
829,Đài Ma Dược,Dùng chế tạo thuốc ma pháp,@Null@
830,Pizza Thịt Nướng,#c0aba1dCầm trong tay và có thể ăn#n#r#c0aba1dĐặt#n xong có thể ăn 6 lần,Cần dùng @item_795# để nấu
831,Pizza Rau Quả,#c0aba1dCầm trong tay và có thể ăn#n#r#c0aba1dĐặt#n xong có thể ăn 6 lần,Cần dùng @item_795# để nấu
832,Rương Thần Bí,Rương trữ thần bí dùng chung với kho,@Null@
833,Bàn Thợ Ko Hoàn Chỉnh,"#c0aba1d Đặt trên đất là dùng được #n, có thể dùng để làm ra càng nhiều vật phẩm","Bằng cách gia công Đá sẽ nhận Bàn Thợ Ko Hoàn Chỉnh, bằng Bàn Thợ có thể gia công càng nhiều vật phẩm hơn"
834,Thùng Thuốc Nổ,"Sau khi đặt, khi tiếp xúc với #c0aba1d Nguồn Lửa hoặc Tín Hiệu Lực Sao #n, sẽ xảy ra Nổ ở phạm vi tương đối lớn sau 4 giây",
835,không có trong phiên bản này,Păng! Hãy tránh xa ngòi lửa và năng lượng đá điện,@Null@
836,Pháo Hoa Tẩy Chức Năng,@Null@,@Null@
837,Nấm Nhỏ Huỳnh Quang,"Nấm phát sáng mọc trên @item_402#, có thể được gia công thành đèn chiếu sáng lâu dài. Có thể trồng ở @item_402# và @item_416#.",
839,Máy Truyền Nhận,"Có thể tiến hành thu thập những vật phẩm từ #c0aba1d Quái Miệng To #n, và truyền đạt đến #c0aba1d Quái Miệng Nhỏ #n#r, dùng Cờ Lê lên nó để điều chỉnh phương hướng #r Cũng có hiệu lực trên Máy Móc",
840,Cánh tay robot,@Null@,@Null@
841,Cánh tay robot di động,@Null@,@Null@
842,Lò Xo Bạc Kín,"Sau khi tiếp thu Tín Hiệu Lực Sao, #c0aba1d bắn ra #n Khối về phía trước #r Cũng có hiệu lực trên Máy Móc",#c0aba1d Vui lòng không mô phỏng bất kì hành vi trò chơi nào. #n
843,Bộ Phận Lò Xo,@Null@,@Null@
844,Lò Xo Lửa Rực,"Sau khi tiếp thu Tín Hiệu Lực Sao, #c0aba1d bắn ra #n Khối về phía trước #r Lực bắn càng mạnh hơn so với Lò Xo Bạc Kín",#c0aba1d Vui lòng không mô phỏng hành vi trò chơi bất kì. #n
845,Rương Bảo Hiểm,"Chỉ Chủ Nhà có thể dùng Rương Trữ Đồ, không gian 10 ô #r Cần lấy trong Lưu Trữ ra để dùng",
846,Rương Bảo Hiểm Siêu Cấp,"Chỉ Chủ Nhà có thể dùng Rương Trữ Đồ, không gian 30 ô #r Cần lấy trong Lưu Trữ ra để dùng",
847,Hộp Quà Giáng Sinh,"Đặt trên đất, sau khi phá hoại sẽ rơi ra Đạo Cụ ngẫu nhiên","Trong thời gian sự kiện Noel, mua ở chỗ Ông Già Noel"
848,Đèn Khổng Minh,@Null@,@Null@
849,Pháo Hoa Cấm Quái,@Null@,@Null@
850,Pháo Hoa Sao Nhỏ,@Null@,@Null@
851,Pháo Hoa Sao Lớn,@Null@,@Null@
852,Pháo Hoa Tinh Vũ,@Null@,@Null@
853,Pháo Hoa Ngày Đêm,@Null@,@Null@
854,Cửa Cam Hoàng Hôn,Cửa Gỗ có thể đóng và mở,Đến Bàn Thợ dùng Màu Cam Hoàng Hôn để quét sơn
855,Cửa Đỏ Hạt Dẻ Đậm,Cửa Gỗ có thể đóng và mở,Đến Bàn Thợ dùng Màu Đỏ Hạt Dẻ Đậm để quét sơn
856,Cửa Trắng Ngà Voi,Cửa Gỗ có thể đóng và mở,Đến Bàn Thợ dùng Màu Trắng Ngà Voi để quét sơn
857,Cửa Lửa Rực,"Cửa Kim Loại chắc chắn, có thể điều khiển đóng và mở bằng Lực Sao",Đến Bàn Thợ dùng Lửa Rực để gia công
858,Cửa Đỏ Hải Đường,Cửa Gỗ có thể đóng và mở,Đến Bàn Thợ dùng Màu Đỏ Hải Đường để quét sơn
859,Cửa Vàng Hổ Phách,Cửa Gỗ có thể đóng và mở,Đến Bàn Thợ dùng Màu Vàng Hổ Phách để quét sơn
860,Cửa Cam Lá Thu,Cửa Gỗ có thể đóng và mở,Đến Bàn Thợ dùng Màu Cam Lá Thu để quét sơn
861,Đèn Gỗ,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,
862,Đèn Thủy Tinh Trắng Ngà Voi,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
863,Đèn Thủy Tinh Cam Châu Sa,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
864,Đèn Thủy Tinh Đỏ Son,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
865,Đèn Thủy Tinh Lam Trời Xanh,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
866,Đèn Thủy Tinh Vàng Lông Ngỗng,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
867,Đèn Thủy Tinh Lục Hoa Tùng,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
868,Đèn Thủy Tinh Đỏ Hải Đường,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
869,Đèn Thủy Tinh Xám Đá Biếc,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
870,Đèn Thủy Tinh Xám Biếc Nhạt,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
871,Đèn Thủy Tinh Xanh Lục Bích,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
872,Đèn Thủy Tinh Tím Thanh Liên,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
873,Đèn Thủy Tinh Lam Đá Quý,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
874,Đèn Thủy Tinh Đỏ Hạt Dẻ Đậm,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
875,Đèn Thủy Tinh Lục Phỉ Thúy,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
876,Đèn Thủy Tinh Đỏ Máu,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
877,Đèn Thủy Tinh Đen Than,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,Nhận khi gia công ở Bàn Thợ
878,Test Xô-Pha,Test Xô-Pha,
879,Chuông Giáng Sinh,Đồ trang trí Noel có thể đặt ở mặt bên của Khối,"Trong thời gian sự kiện Noel, mua ở chỗ Ông Già Noel"
880,Đai Giáng Sinh,Đồ trang trí Noel có thể đặt ở mặt bên của Khối,"Trong thời gian sự kiện Noel, mua ở chỗ Ông Già Noel"
881,Pháo Hoa,"Đặt trên mặt đất, sau khi dùng #c0aba1d Bó Đuốc Nhỏ Thiêu Đốt #n để thắp sáng sẽ phun ra Hoa Lửa.",
882,Pháo Hoa (Mở),"Đặt trên mặt đất, sau khi dùng #c0aba1d Bó Đuốc Nhỏ Thiêu Đốt #n để thắp sáng sẽ phun ra Hoa Lửa",
883,Giường Gỗ Tinh Xảo,"Dùng sau khi mặt trời xuống núi có thể vào trạng thái ngủ, một đêm ngon giấc đến khi Trời Sáng",
884,Giường Gỗ Sang Trọng,"Giường cực kỳ xa hoa, phải là tay nghề chế tạo tỉ mỉ ra sao mới có thể làm ra Đồ Gia Dụng như thế này",
885,Giường Công Chúa,"Tiêu chuẩn cho một Công Chúa, chỉ cần nằm lên trên thì chính bạn sẽ là Công Chúa",
886,Màn Sân Khấu Lực Sao Bạc Kín,"Sau khi #c0aba1d đặt#, có thể nhập ký tự biểu ngữ",
887,Màn Sân Khấu Lực Sao Bạc Kín (Dán Tường),Mau tải phiên bản game mới nhất đi nào!,
888,Màn Sân Khấu Lực Sao Titan,"Sau khi #c0aba1d đặt#, có thể nhập ký tự biểu ngữ",
889,Màn Sân Khấu Lực Sao Titan (Dán Tường),Mau tải phiên bản game mới nhất đi nào!,
890,Màn Sân Khấu Lực Sao Dung Nham,"Sau khi #c0aba1d đặt#, có thể nhập ký tự biểu ngữ",
891,Màn Sân Khấu Lực Sao Dung Nham (Dán Tường),Mau tải phiên bản game mới nhất đi nào!,
892,Bảng Chữ Gỗ,"Chỉ đặt được ở #c0aba1d bốn bên của Khối #n, đặt xong rồi nhập vào một chữ cái, sẽ rất nổi bật #r Chức năng Bảng Hiệu cũng có hiệu lực trên Máy Móc",
893,Bảng Chữ Đá,"Chỉ đặt được ở #c0aba1d bốn bên của Khối #n, đặt xong rồi nhập vào một chữ cái, sẽ rất nổi bật #r Chức năng Bảng Hiệu cũng có hiệu lực trên Máy Móc",
894,Bảng Chữ Bạc Kín,"Chỉ đặt được ở #c0aba1d bốn bên của Khối #n, đặt xong rồi nhập vào một chữ cái, sẽ rất nổi bật #r Chức năng Bảng Hiệu cũng có hiệu lực trên Máy Móc",
895,Bảng Chữ Lửa Rực,"Chỉ đặt được ở #c0aba1d bốn bên của Khối #n, đặt xong rồi nhập vào một chữ cái, sẽ rất nổi bật #r Chức năng Bảng Hiệu cũng có hiệu lực trên Máy Móc",
896,Bảng Chữ Vàng Đen,"Chỉ đặt được ở #c0aba1d bốn bên của Khối #n, đặt xong rồi nhập vào một chữ cái, sẽ rất nổi bật #r Chức năng Bảng Hiệu cũng có hiệu lực trên Máy Móc",
897,Bảng Chữ Dung Nham,"Chỉ đặt được ở #c0aba1d bốn bên của Khối #n, đặt xong rồi nhập vào một chữ cái, sẽ rất nổi bật #r Chức năng Bảng Hiệu cũng có hiệu lực trên Máy Móc",
898,Lồng Đèn,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,
899,Đèn Đường Cổ Điển,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,
900,Đèn Đường Hiện Đại,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,
901,Totem Đấu Sĩ Dã Nhân,Totem Thần Bí,
902,Totem Bé Dã Nhân,Totem thần bí,@Null@
903,Totem Giáo Binh Dã Nhân,Totem Thần Bí,
904,Totem Dơi,Totem Thần Bí,
905,Đèn Nấm Huỳnh Quang Gỗ,Sau khi đặt có thể chiếu sáng không gian xung quanh.,Được gia công tại bàn thợ thủ công
906,Totem Trứng Boom,Totem thần bí,@Null@
907,Đèn Nấm Huỳnh Quang Đá,Sau khi đặt có thể chiếu sáng không gian xung quanh.,Nhận được thông qua gia công tại bàn thợ thủ công.
908,Totem Dung Nham Cự Nhân,Totem thần bí,@Null@
909,Totem Cung Thủ Lưu Huỳnh,Totem thần bí,@Null@
910,Totem Dodo,Totem Thần Bí,
911,Totem Tê Giác,Totem Thần Bí,
912,Totem Don Don,Totem Thần Bí,
913,Totem Hươu,Totem Thần Bí,
915,Totem Cáo,Totem Thần Bí,
917,Totem Flamas,Totem Thần Bí,@Null@
918,Totem Hắc Long Viễn Cổ,Totem thần bí,@Null@
919,Cờ Đỏ,Cờ Đỏ dùng để trang trí,
920,Cờ Lam,Cờ Lam dùng để trang trí,
921,Cờ Lục,Cờ Lục dùng để trang trí,
922,Cờ Vàng,Cờ Vàng dùng để trang trí,
923,Cờ Cam,Cờ Cam dùng để trang trí,
924,Cờ Tím,Cờ Tím dùng để trang trí,
925,Cờ Trắng,Cờ Trắng dùng để trang trí,
926,Rào Đồng Đen,Hàng Rào Đồng Đen không thể nhảy qua,
927,Hàng Rào Đồng Trắng,Hàng Rào Đồng Trắng không thể nhảy qua,
928,Chậu Nhỏ,"Dùng thực vật gốc thấp lên nó, có thể cắm Thực vật vào để trang trí",
929,Chậu Lớn,"Dùng thực vật gốc cao lên nó, có thể cắm Thực vật vào để trang trí",
930,Giá Trưng Bày,"Có thể đặt trên các mặt của Khối, sau khi đặt, tay cầm đạo cụ #c0aba1d đặt lên để trưng bày #n#r Cũng có hiệu lực trên Máy Móc",
931,Đế Nến,Dùng #c0aba1d Bó Đuốc Nhỏ Thiêu Đốt #n lên nó để đốt cháy nó #r Dùng những đạo cụ khác với Nến Đặt Đế đã đốt cháy để dập tắt dụi,
932,Đế Nến,Dùng #c0aba1d Bó Đuốc Nhỏ Thiêu Đốt #n lên nó để đốt cháy nó #r Dùng những đạo cụ khác với Nến Đặt Đế đã đốt cháy để dập tắt dụi,
933,Đèn Treo,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,
934,Đèn Tường Trang Nhã,Đặt ở mặt bên của Khối để chiếu sáng không gian xung quanh,
935,Đèn Tường Tinh Xảo,Đặt ở mặt bên của Khối để chiếu sáng không gian xung quanh,
936,Đèn Bàn,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,
937,Chữ Phúc,Đồ trang trí Tết có thể đặt ở mặt bên của Khối,"Trong thời gian sự kiện Tết Nguyên Đán, mua ở chỗ Thương Gia Tết Nguyên Đán"
938,Bảng Chữ Câu Đối,"Chỉ đặt được ở bốn bên của Khối, đặt xong rồi nhập vào một chữ cái, sẽ rất nổi bật","Trong thời gian sự kiện Tết Nguyên Đán, mua ở chỗ Thương Gia Tết Nguyên Đán"
939,Giấy Hoa Tết,Đồ trang trí Tết có thể đặt ở mặt bên của Khối,"Trong thời gian sự kiện Tết Nguyên Đán, mua ở chỗ Thần Tài"
940,Giấy Hoa Tết-Phúc,Có thể dán ở mặt bên của Khối để trang trí,
941,Giấy Hoa Tết-Lộc,Có thể dán ở mặt bên của Khối để trang trí,
942,Giấy Hoa Tết-Thọ,Có thể dán ở mặt bên của Khối để trang trí,
943,Giấy Hoa Tết-Hỷ,Có thể dán ở mặt bên của Khối để trang trí,
944,Lồng Đèn Xuân,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,"Trong thời gian sự kiện Tết Nguyên Đán, mua ở chỗ Thương Gia Tết Nguyên Đán"
945,Đèn Cung Đình,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,
946,Chậu Sứ Đỏ,"Dùng thực vật gốc thấp lên nó, có thể cắm Thực vật vào để trang trí",
947,Chậu Sứ Lục,"Dùng thực vật gốc thấp lên nó, có thể cắm Thực vật vào để trang trí",
948,Chậu Sứ Lớn,"Dùng thực vật gốc cao lên nó, có thể cắm Thực vật vào để trang trí",
949,Đèn Xuân,Sau khi đặt sẽ chiếu sáng cho không gian xung quanh,
950,Trứng Ma Lực,"Đặt trên mặt đất, sau 4 ngày thời gian trong game sẽ ấp trứng nở ra Thú Cưỡi Rồng Hóa Thạch Thường",
951,Trứng Sóc Bay,"Đặt trên mặt đất, sau 4 ngày thời gian trong game sẽ ấp trứng nở ra Thú Cưỡi Sóc Bay Nhỏ",
952,Trứng Kỳ Lân,"Đặt trên mặt đất, sau 4 ngày thời gian trong game sẽ ấp trứng nở ra Thú Cưỡi Kỳ Lân Thường",
953,Trứng Chocobo,"Đặt trên mặt đất, sau 4 ngày thời gian trong game sẽ ấp trứng nở ra Thú Cưỡi Chim Lục Hành Thường",
954,Trứng Voi Baby,"Đặt trên mặt đất, sau 4 ngày thời gian trong game sẽ ấp trứng nở ra Thú Cưỡi Chú Voi Con",
