ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
77,Leonardo,"Người ta nói rằng anh ta là một họa sĩ du hành, sử dụng ma thuật màu sắc để thanh lọc thế giới. Màu ấm nhiệt tình, màu lạnh thì trầm mặc. Điều này rất đúng với Leonardo: sự kết hợp giữa màu cam và màu xanh giống như sự bình tĩnh và nhiệt tình của nhân vật.",Nhận được từ sự kiện của MWBA,@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Nơi đi qua sẽ để lại dấu chân màu xanh,,,
78,Thalia,"Hãy mang cho ta món đồ độc đáo và sáng tạo nhất của ngươi và nhận lại thứ mà ngươi vẫn hằng mơ ước! Đó là lá thư của Thalia được gửi đến những người yêu thích phép thuật trong vũ trụ Mini. Năm 1900 trên một hòn đảo bay, một nữ hoàng xinh đẹp và bí ẩn đã sinh ra trên Alpha Star.",Nhận từ máy quay Gashapon,Hiệu ứng cơ thể: Cánh hoa tím bay quanh cơ thể,Avatar: Mở khóa hình đại diện,Dấu chân: Nơi đi qua sẽ để lại dấu chân hoa hồng,,,
79,Uta,"Hiếm ai có thể nhìn thấy Uta vì anh ấy luôn ẩn thân trong rừng sâu hằng ngày làm bạn với các loài động vật. Khi mùa xuân đến, anh ấy sẽ xuất hiện và sử dụng phép thuật để chữa trị bệnh tật cho người dân trong bộ lạc, trấn an tinh thần cho họ và xua tan những cơn ác mộng. Uta thật xứng đáng là một ẩn sĩ và một người con trai của núi rừng.",@Null@,Hiệu ứng cơ thể: Được bao quanh bởi nhân vật phù thủy,Avatar: Mở khóa hình đại diện,@Null@,,,
80,Ngài Thỏ Laby,Điều tự hào nhất của Laby là có thể trở thành Ngài Thỏ và du hành khắp nơi. Nhưng Ellie dường như có thể nhìn thấu sự cải trang của Laby. Một lá bài bị đánh rơi vô tình đã cho họ gặp nhau và cuộc phiêu lưu kỳ thú bắt đầu. Đây quả là điều kỳ diệu của số phận!,Nhận được từ sự kiện của MWBA,Hiệu ứng biến hình,Avatar: Mở khóa hình đại diện,@Null@,"#cd65b00Biến hình：Click nút biến hình bên phải, có thể hình thành Thỏ hoặc người#n",#cd65b00 Kỹ năng độc quyền: Bone Sweep#n,
81,Pinkie Pie,"Pinkie Pie là chú ngựa tiệc tùng nổi tiếng nhất và có nghị lực phi thường. Cô bé có một tính cách vui vẻ và hoạt bát, thích chọc phá mọi người và ca hát, cô bé cũng rất giỏi làm món tráng miệng. Tâm hồn của cô đại diện cho tiếng cười",@Null@,Hiệu ứng cơ thể: Trái tim hồng bay quanh cơ thể,Avatar: Mở khóa hình đại diện,@Null@,,,
82,Carol,"Carol rất thích ăn kẹo, vì kẹo luôn mang lại may mắn cho cô. Cô bé bị thu hút bởi 1 cửa hàng kẹo khi đang đi dạo. Tại đây cô đã quen bé ma nhỏ và học phép thuật ở đó. Hãy thử một viên kẹo nhé! Sự ngọt ngào của Carol chắc chắn sẽ khiến bạn bất ngờ!",@Null@,Hiệu ứng cơ thể: Bao quanh bởi hào quang phép thuật,Avatar: Mở khóa hình đại diện,@Null@,,,
83,Jerry,"Đậu phụ luôn có vị nhạt ư? Tại sao không thể mặn hay ngọt chứ? Thêm chút nước cốt chanh xem ra cũng ngon! Jerry-người có đầy những ý tưởng tuyệt vời, luôn có thể kết hợp nhiều nguyên liệu khác nhau để tạo ra món ăn bất ngờ nhất. Điều này đã khiến anh trai Cá Nhỏ của cô phải hi sinh thân mình vì mỗi một món mới là một thử thách đầy may rủi",Nhận từ máy quay Gashapon,@Null@,Avatar: Mở khóa hình đại diện,Dấu chân hành tẩu: Nơi đi qua sẽ để lại dấu chân thủy hoa,,,
84,Squid,Là một thành viên của tộc bạch tuộc Mini nhưng Squid không muốn sống dưới biển sâu mãi mãi. Cậu ấy thích lênh đênh trên mặt biển và quan sát những vì sao sáng. Mặc dù không có cánh nhưng cậu ấy có thể phóng tên lửa lên các vì sao nhờ làm việc chăm chỉ và sự giúp đỡ của bạn bè!,Nhận từ máy quay Gashapon,Hiệu ứng cơ thể: Bong bóng bao quanh cơ thể,Avatar: Mở khóa hình đại diện,@Null@,,,
85,Gấu Gigi,"Cuộc sống chính là cuộc phiêu lưu đầy thử thách nhưng không kém phần thú vị. Trong nguy hiểm bạn mới nhận ra khả năng của chính mình, hãy dũng cảm đối diện với nó nhé! Nếu bạn muốn thử thách bản thân mình, tại sao không tới phiêu lưu cùng Gấu Gigi nhỉ?",Nhận từ máy quay Gashapon,@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Nơi đi qua sẽ để lại dấu chân trắng của loài Gấu,,,
86,Starlight Glimmer,"Một cô gái sở hữu một năng lực phép thuật mạnh mẽ không kém gì Twilight Sparkle, cố ấy là người thành lập thị trấn Utopian, giờ đây cô trở thành bạn của những chú ngựa con khác và là hiệu trưởng của Trường Hữu nghị",@Null@,Hiệu ứng cơ thể: Ánh sáng sao xanh bay quanh cơ thể,Avatar: Mở khóa hình đại diện,@Null@,,,
87,Rainbow Dash,Rainbow Dash dũng cảm và hướng ngoại. Cô ấy rất thích phiêu lưu và trêu chọc mọi người. Rainbow Dash bay rất nhanh với chiếc đuôi Cầu Vồng. Cô ấy đại diện cho lòng trung thành và sự hòa hợp.,@Null@,Hiệu ứng cơ thể: Sở hữu chiếc đuôi cầu vồng,Avatar: Mở khóa hình đại diện,@Null@,,,
88,Công Chúa Cadence,"Cô ấy từng là học trò xinh đẹp, tốt bụng và chu đáo của Công chúa Celestia. Giờ đây cô ấy đã trở thành người bảo vệ bất bại của Đế chế Pha lê dưới thời Vua Sombra. Sự đáng yêu của cô ấy cũng là biểu tượng của Đế chế Pha lê, đại diện cho tình yêu và ánh sáng",@Null@,Hiệu ứng cơ thể: Đá quý thuỷ tinh bay quanh cơ thể,Avatar: Mở khóa hình đại diện,@Null@,,,
89,Audrey,Hãy đến và chiêm ngưỡng sự kỳ diệu của thiên nhiên! Audrey đến từ trường học phép thuật luôn không tiếc lời ca ngợi những phép thuật về côn trùng. Bằng sự nhiệt tình của mình cô ấy đã giành được sự ưu ái của giáo sư Mysia,@Null@,Hiệu ứng cơ thể: Bươm bướm phát quanh bay quanh cơ thể,Avatar: Mở khóa hình đại diện,Dấu chân: Nơi đi qua sẽ để lại dấu chân bướm đêm,,,
90,Predaking,"Predaking - Vua của chủng tộc Predacons, với khả năng tấn công và phòng thủ siêu việt. Predaking là cỗ máy chiến đấu lợi hại nhất của phe Decepticon. Hắn ta có sức mạnh khủng khiếp, là chiến binh bất khả chiến bại trong chiến đấu.",@Null@,Hiệu ứng cơ thể: Phân tách thành 5 skin nhỏ để bạn bè chơi liên thông có thể dùng,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của đội mỗi khi di chuyển,#cda5b0a Biến hình: Nhấp vào nút biến hình ở bên phải để khởi động chế độ kết hợp #n,#cda5b0aKỹ năng độc quyền của Transformer: Thế lực hung ác! #n,
91,Razorclaw,@Null@,@Null@,Hiệu ứng cơ thể: Biến đổi thành siêu xe và đổi chế độ kết hợp trong Map,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của đội mỗi khi di chuyển,,,
92,Headstrong,@Null@,@Null@,Hiệu ứng cơ thể: Biến đổi thành siêu xe và đổi chế độ kết hợp trong Map,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của đội mỗi khi di chuyển,,,
93,Tantrum,@Null@,@Null@,Hiệu ứng cơ thể: Biến đổi thành siêu xe và đổi chế độ kết hợp trong Map,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của đội mỗi khi di chuyển,,,
94,Rampage,@Null@,@Null@,Hiệu ứng cơ thể: Biến đổi thành siêu xe và đổi chế độ kết hợp trong Map,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của phe mỗi khi di chuyển,,,
95,Divebomb,@Null@,@Null@,Hiệu ứng cơ thể: Biến đổi thành siêu xe và đổi chế độ kết hợp trong Map,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của đội mỗi khi di chuyển,,,
96,Superion,"Superion được tạo nên bởi sự kết hợp của các Aerialbots, mọi hành động của anh ấy đều tuân theo hai nguyên tắc cơ bản: Thứ nhất, tiêu diệt Decepticons; Thứ hai, bảo vệ người khác. Khi thế lực tà ác tiếp cận, anh ấy sẽ đứng lên và bảo vệ hòa bình của trái đất.",@Null@,Hiệu ứng cơ thể: Phân tách thành 5 skin nhỏ để bạn bè chơi liên thông có thể dùng,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của đội mỗi khi di chuyển,#cda5b0a Biến hình: Nhấp vào nút biến hình ở bên phải để chuyển chế độ nhiều người chơi! #n,#cda5b0a Kỹ năng độc quyền của Transformer: sức mạnh phi thường! #n,
97,Silverbolt,@Null@,@Null@,Hiệu ứng cơ thể: Biến đổi chế độ kết hợp trong Map,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của đội mỗi khi di chuyển,,,
98,Slingshot,@Null@,@Null@,Hiệu ứng cơ thể: Biến đổi chế độ kết hợp trong Map,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của phe mỗi khi di chuyển,,,
99,Skydive,@Null@,@Null@,Hiệu ứng cơ thể: Biến đổi thành siêu xe và đổi chế độ kết hợp trong Map,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của phe mỗi khi di chuyển,,,
100,Air Raid,@Null@,@Null@,Hiệu ứng cơ thể: Biến đổi chế độ kết hợp trong Map,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của đội mỗi khi di chuyển,,,
101,Fireflight,@Null@,@Null@,Hiệu ứng cơ thể: Biến đổi chế độ kết hợp trong Map,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân của đội mỗi khi di chuyển,,,
102,Thần Đồng,Thiên hạ vô địch chính là ta. Không tin hả? Thử chiến đấu không?,Nhận được khi rút thưởng,Dấu chân: Nơi đi qua sẽ để lại dấu chân thiên thể khổng lồ,Avatar: Mở khóa hình đại diện,@Null@,,,
103,Lửa Quỷ,Ta là Chúa tể của Lửa! Thiêu đốt mọi thứ chính là tín ngưỡng của ta.,@Null@,Hiệu ứng cơ thể: Biến hình thành Quỷ vương,Avatar: Mở khóa hình đại diện,@Null@,#cd65b00Biến hình: Nhấp vào nút biến hình ở bên phải để chuyển đổi giữa hình dạng Bò/Người! #n,#cd65b00Kỹ năng độc quyền quỷ lửa: Sức mạnh bò húc! #n,
104,Linh Diêu,"Truyền thuyết kể rằng trong cung điện của Thần gió, có một mỹ nữ sang trọng và thanh lịch. Ồ! Đó chẳng phải ta thì là ai?",@Null@,Hiệu ứng cơ thể: những cánh hoa vàng bay quanh cơ thể,Avatar: Mở khóa hình đại diện,@Null@,,,
105,Ash Khăn Đỏ,"Ash - Giữ cho ngoại hình của cô luôn chỉn chu đảm bảo xứng tầm với thân phận cao quý của kỳ lân. Tuy nhiên, gần đây có rất nhiều người nhòm ngó vào kỳ lân. Cô ấy sẽ không bao giờ nhường lại món quà quý giá mà Nora đã tặng cô cho bất kỳ ai",@Null@,Dấu chân: Nơi đi qua để lại dấu chân nhỏ xinh,Avatar: Mở khóa hình đại diện,@Null@,,,
106,Cool Mini,"Là một huấn luyện viên <Lập trình Mini>, Cool Mini có khả năng lập trình tuyệt vời! Để có được, bạn phải hoàn thành nhiệm vụ trong khóa học Lập trình Mini đấy!",Nhận được khi rút thưởng,Hiệu ứng cơ thể: Các hạt Lượng Tử Bay quanh cơ thể,Avatar: Mở khóa hình đại diện,Dấu chân hành tẩu: Nơi đi qua sẽ để lại dấu chân,,,
107,Sói Nora,"Bạn biết gì không, có Sói trong chuyện cô bé quàng khăn đỏ thật đấy! Nó thích mặc tạp dề và cải trang thành bà để trêu Ash - cô bé điệu đàng quàng khăn đỏ. Tuy nhiên, câu chuyện Cô bé quàng khăn đỏ trong Mini World sẽ không giống câu chuyện cổ tích bạn từng nghe đâu nha!",@Null@,Dấu chân: Nơi đi qua sẽ để lại dấu chân sói,Avatar: Mở khóa hình đại diện,@Null@,,,
108,Tiên Nữ Yaya,"Sự thịnh vượng của thế giới thần tiên Celestial đã thu hút ánh mắt của Yaya. Với chiếc đàn bốn dây trên tay, cô đi khắp thế gian, biểu diễn vô số bài hát với một trái tim an yên và thái độ tĩnh lặng như nước.",@Null@,Hiệu ứng cơ thể: những cánh hoa vàng bay quanh cơ thể,Avatar: Mở khóa hình đại diện,@Null@,,,
109,Song - Hoàng Tử Rồng,"Sau khi trải qua những thăng trầm trong nhân thế, Song quyết định làm theo lời trái tim. Chàng hoàng tử lựa chọn ở lại thế giới thần tiên Celestial với con rồng làm bạn đồng hành, rửa sạch tâm trí và quên đi thế giới đau thương đã qua.",Nhận được từ sự kiện của MWBA,Avatar: Mở khóa hình đại diện,Dấu chân: Nơi đi qua sẽ để lại dấu chân Rồng,@Null@,,,
110,Roselle,"Vào những đêm mùa hè, khu vườn kỳ diệu đang tổ chức một buổi vũ hội hoành tráng. Roselle đã rất ngạc nhiên khi thấy rằng màu xanh lam xuất hiện trong giấc mơ của mình đang đi về phía trung tâm của sân khấu. Những gì đến với anh cũng giống như những cánh hoa rơi mà cô tìm thấy - bông hoa cẩm tú cầu màu xanh.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân hoa hồng những nơi cô ấy đi qua,@Null@,,,
111,Mèo Mướp,"Một người sành ăn thiên tài, tôi muốn ăn đồ ăn từ khắp mọi nơi! Dù có rất nhiều món ngon trên thế giới, tôi vẫn thích nhất là hương vị taiyaki do cha mẹ tôi nấu. - Mèo Mướp cho biết sau cuộc phỏng vấn với tờ báo Mini Daily.",Mở khóa bằng gói quà hoặc từ sự kiện,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu hoa chân mèo bất cứ nơi nào anh ấy đi qua,@Null@,,,
112,Hoàng tử Tú Cầu - Charles,"Quả cầu bên ngoài cung điện rực rỡ như những vì sao và pháo hoa. Khi Hoàng Tử Charles nhìn thấy Roselle, anh không giấu được niềm vui bên trong, và cẩn thận lấy những bông hoa mỏng manh mà mình hái được.",Thẻ ưu tiên,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Các hạt màu xanh lơ lửng xung quanh bạn,@Null@,,,
113,Bong Bóng,Bạn đã nghe truyền thuyết về biển xanh chưa? Bong Bóng được sinh ra là một nhà thám hiểm đấy. Anh ấy thích quan sát thế giới qua bong bóng và có thể tìm thấy những chi tiết mà mọi người không thể nhìn thấy.,Mở khóa bằng gói quà hoặc từ sự kiện,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân cá heo bất cứ nơi nào anh ta đi qua,@Null@,,,
114,Hoa Sương Mai,Thay Đổi Trang Phục Tiểu Hoa,@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Các bông hoa lơ lửng xung quanh,@Null@,,,
115,Công Chúa Băng Giá Hela,"Một công chúa sinh ra ở Yeloli Wonderland, sống trong một cung điện pha lê băng giá, là nữ thần của băng giá. Do tính cách lạnh lùng băng giá, Hela chưa bao giờ có bạn bè nhưng trái tim của cô rất trong sáng và tốt bụng, không thể làm tổn thương bất cứ ai.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Tinh thể băng trôi xung quanh bạn,@Null@,,,
116,Rory,"Một công chúa của Yeloli Wonderland, có sức mạnh kỳ diệu của việc chữa bệnh và tình yêu. Sau khi được nữ hoàng biến thành một con búp bê, Rory đã gặp một hoàng tử mà họ đã lập một hiệp ước với nhau và lấy lại hình dạng cũng như sức mạnh phép thuật của cô. Một người hạnh phúc tốt bụng yêu dâu tây.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Các hạt tim trôi nổi xung quanh bạn,@Null@,,,
117,Óng Ánh,"Cũng giống như ánh sáng, hình dáng của Óng Ánh được tạo ra bởi người triệu hồi. Con người thật của cô ấy vẫn là một bóng đêm chưa được khai phá. Điều đó khiến cô luôn có khát vọng được tự do thể hiện chính mình.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Các hạt vàng lơ lửng xung quanh bạn,@Null@,,,
118,Lọ Lem,"Nếu bạn thường xuyên tô điểm cuộc sống của mình bằng sức mạnh tưởng tượng, bạn sẽ gặp phải những điều kỳ diệu. Lọ Lem lạc quan và tốt bụng thường mơ tưởng về mình như một nhân vật trong truyện cổ tích, xinh đẹp khi làm việc nhà. Vào ngày Lễ kỷ niệm Vương Quốc, người bạn cổ tích đã biến tưởng tượng của cô thành hiện thực.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân hoa hồng bất cứ nơi nào cô ấy đến,@Null@,,,
119,Công Chúa Soul,"Là một thành viên của Lingxi Pavilion, Tiên nữ cấp Thánh, hiền lành và thân thiện, cô sống tại Đền Hoa. Tôn thờ chúng và trân trọng tất cả sự sống và linh hồn, bảo vệ thế giới bằng tất cả tình yêu và trái tim mình.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Dấu chân giày pha lê sẽ để lại bất cứ nơi nào bạn bước đi.,@Null@,,,
120,Tiểu Long Nhân - Scaly,"Scaly chưa bao giờ rời khỏi đại dương: Trong cuộc phiêu lưu này, anh ta trở nên dũng cảm hơn rất nhiều và phát hiện ra rằng những vùng đất không đáng sợ như Scaly nghĩ. Tất cả những điều này chỉ là một thử nghiệm của cha anh để anh trở thành một người kế thừa của vùng nước lướt sóng.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: các tinh thể băng ma thuật nổi trên cơ thể.,@Null@,,,
121,Meo Meo,"Cái gì? Nói tôi thấp bé! Đoán xem chiếc xương cá này xuất hiện trên ghế sofa của bạn từ khi nào? Hoạt bát, vui vẻ và tràn đầy năng lượng, Meo Meo luôn thích dùng xương cá để thể hiện kỹ năng phi tiêu của mình. Bộ lông nhung dễ thương có thể sẽ đánh lừa bạn, vì anh ấy là anh chàng nghịch ngợm nhất hành tinh.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân hình đầu mèo.,@Null@,,,
122,Thiên Nga Trắng - Odette,"Khi ngày gặp đêm, giấc mơ và thực tế giao nhau giữa hai con đường. Vậy tôi là ai trong tất cả những điều này?",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Những chiếc lông màu trắng bay xung quanh bạn,@Null@,,,
123,Cecil,"Một trong tám thành viên Lingxi Pavilion, sống ở nơi linh thiêng trong thế giới thần tiên của Ye Luoli --Bốn chiếc đồng hồ chứa phép thuật điều khiển thời gian và có vô vàn bản thể. Với mái tóc dài màu xám bạc và đôi mắt ngân hà, Cecil cao quý và thanh lịch, và sẽ luôn bình tĩnh khi đối mặt với nguy hiểm.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: dấu chân đồng hồ được để lại bất cứ nơi nào bạn đi.,@Null@,,,
124,Jessie,"Jessie và Jerry là bạn thân lớn lên cùng nhau. Cô ấy đã từng là người nhút nhát nhưng bị ảnh hưởng bởi sự dũng cảm của Jerry, Jessie đã học cách sử dụng chuông của mình để triệu hồi những con sứa nhỏ để giúp đỡ và cô ấy không bao giờ sợ hãi nữa.Vũ khí bí mật lợi hại nhất chính là sức mạnh của bản lĩnh và tình bạn!",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Dấu chân của những con sứa nhỏ để lại ở bất cứ nơi nào bạn đi qua,@Null@,,,
125,Speedy Swirly,"Speedy Swirly là người thiếu kiên nhẫn, anh ấy có nguồn năng lượng vô tận mỗi ngày và không thể dừng lại. Xoay Nhanh thường thích thu thập một số tiện ích thú vị, nếu bạn cần bất cứ điều gì, chỉ cần hỏi anh ấy. Có lẽ anh ấy sẽ có thứ bạn cần trong túi ốc của anh ấy.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: dấu chân ốc sên nhỏ để lại bất cứ nơi nào bạn đi qua.,@Null@,,,
126,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
127,Thiên Nga Đen - Odette,"Hiện thực và giấc mơ tách biệt nhau, ngày và đêm có sự tồn tại của riêng chúng, và tôi, chỉ là bản thân mình mà thôi.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Những chiếc lông màu tím bay xung quanh bạn,@Null@,,,
128,Hoàng Tử Ếch - Croak,"Cố gắng thêm một chút nữa, mình có thể sẽ thực hiện lời hứa của mình với cô ấy. #r Một nhà nghiên cứu về môi trường sống ở đầm lầy, luôn nhìn vào quả bóng vàng nhỏ trong lòng bàn tay để tự động viên bản thân. Trong đầm lầy ẩm ướt này, chứa đựng hy vọng nho nhỏ của Croak.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Dấu chân lá sen để lại bất cứ nơi nào bạn bước qua.,@Null@,,,
129,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
130,Bạch Tuyết - Sophia,"Đây là người bạn thân nhất của mình trong số 7 bạn.#rCửa hàng của Sophia có rất nhiều búp bê tinh xảo. Nàng thì thầm với chúng như bạn thân. Để sở hữu búp bê của Sophia, bạn không thể dùng tiền mà phải đổi bằng thứ rất quan trọng đối với bạn. Có thể là gì đây?",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân quả táo khi đi qua.,@Null@,,,
131,Hansel,"Chàng trai chu đáo và chăm sóc em gái rất tốt. Anh và em gái bị lạc trong rừng rậm hơn một tháng, nhưng lại trở về bên nhau một cách thần kỳ. Anh ấy hiếm khi đề cập đến trải nghiệm của mình trong rừng rậm, nhưng anh ấy đã mang theo chiếc bánh mì kể từ đó. Con chim trên vai được cho là đã được nhặt vào thời điểm đó.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân bánh mì,@Null@,,,
132,Gretel,"Gretel rất tin tưởng anh trai mình, thích sưu tầm và nấu nướng, đặc biệt giỏi làm bánh và làm các món tráng miệng. Cô ấy tuyên bố rằng những kỹ năng này được học khi cô ấy bị lạc. Làm thế nào mà cô ấy học được những kỹ năng này trong khu rừng rậm hoang vắng?",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân hoa đào,@Null@,,,
133,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
134,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
135,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
136,Howl,"Ai hiểu rõ về sức mạnh cảm xúc hơn tôi? #r Là ông chủ của Công ty Happy Movers, Howl thân thiện có thể di chuyển bất cứ thứ gì và tâm trạng của anh được phản ánh trực tiếp trên biểu cảm của anh ấy.  Nếu bạn thấy mẫu cổ áo của anh ấy có sự thay đổi, đừng lo lắng, đó chỉ là Howl đang chuẩn bị giải phóng sức mạnh cảm xúc của mình!",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: hiện lên dấu chân hình đầu cún con nơi  mà bạn đi qua.,@Null@,,,
137,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
138,Xuân Vũ,"Bạn thích nghe tiếng mưa không?#rLà thiên thần giao mùa và nhà nghiên cứu sinh thái của Alpha Star, đại diện cho sức mạnh tái sinh. Nàng thích cưỡi cỏ bốn lá, điều khiển mây và mưa. Dù cảm thấy dễ chịu khi bên nàng, nhưng tính khí của nàng thay đổi như thời tiết. Hãy nói thật nhẹ nhàng.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Bướm bay lượn xung quanh,@Null@,,,
139,Thanh Hạ,"Làm thế nào mà buổi biểu diễn đường phố của tôi có thể bị dừng lại bởi thời tiết này? #r Sau khi trở thành Người mang mùa, mùa hè trở nên say mê hơn với thế giới bên ngoài, không bị ảnh hưởng bởi làn sóng nhiệt bùng nổ mạnh mẽ. Cũng giống như làn gió mùa hè, bạn không thể đoán được nó sẽ là một cơn gió mát hay một cơn mưa đá trong giây phút tiếp theo.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: Để lại dấu chân gợn sóng trên mặt nước,@Null@,,,
140,Hương Vị Mùa Thu,"Thưởng thức nước trái cây nào! Dù không điều khiển mùa màng nhưng mẹ thiên nhiên vẫn chọn tôi.#rKhông như mùa hè, mùa đông đầy biến động, trái cây mùa thu thích dịu yên tĩnh lặng, dùng tiết kiệm nhé. Cuộc hành trình này ngoài cứu ngôi nhà chung, còn thực hiện sứ mệnh được gửi gắm.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Lá bay xung quanh cơ thể!,@Null@,,,
141,Sắc Xanh,Sắc Xanh là thiên thần ma thuật hộ mệnh của Pháo đài Tiên thuật. dưới sự chỉ huy của nữ hoàng Tiên thuật Cô đã thâm nhập vào thế giới con người với tư cách là người cố vấn và là bạn thân nhất của Ling. cũng như trở thành người cố vấn ma thuật cho Maggie và Snowy.,@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: dấu chân hình bông hoa nhỏ màu vàng để lại bất cứ nơi nào bạn bước đi.,@Null@,,,
142,Fables,Thay trang phục cho hoa anh đào,@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Những chú thỏ nổi khắp cơ thể!,@Null@,,,
143,Maggi,"Maggie là người chị gái trong gia đình dòng họ nhà Ling.là một tiểu tinh linh của thế giới con người. Cô yêu công lý, lạc quan, nhiệt tình và tốt bụng. đôi khi kiêu ngạo nhưng cũng có lúc lại nghịch ngợm. Maggi có năng khiếu vẽ nhưng lại không kiên nhẫn và không hề thích học.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân bước đi: dấu chân hình bông hoa xanh nhỏ bé để lại ở bất cứ nơi nào bạn bước đi.,@Null@,,,
144,Snowy,"Snowy là người em gái trong hai chị em dòng họ nhà Ling, là một tiểu tinh linh của thế giới loài người. Rộng lượng và chín chắn, thông minh và điềm tĩnh, luôn làm mọi việc một cách có khoa học. Cô thích học và đọc sách, có học lực khá tốt, giỏi phân tích sự việc. Mặc dù cô ấy nhỏ tuổi nhất, nhưng cuối cùng cô ấy lại là người chăm sóc cho chị gái Maggi.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: dấu chân hình bong bóng để lại ở bất cứ nơi nào bạn đi,@Null@,,,
145,Hoàng Tử Amusement,"Amusement là hoàng tử của Pháo đài Tiên thuật, với một mái tóc xanh, anh rời khỏi pháo đài do một sự hiểu lầm với Nữ hoàng Tiên thuật. Mặc dù có vẻ ngoài lạnh lùng nhưng anh ấy thực sự là một người anh trai ấm áp lắp đầy bởi chính nghĩa và sự kiêu hãnh.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng đặc biệt: những ngôi sao lấp lánh trên cơ thể!,@Null@,,,
146,Blossoms,"Hoa Anh Đào nở dọc khắp đường trong tiếng chim én hót. Một năm nữa đã trôi.#rLà người kế thừa kinh nghiệm làm vườn, Blossom đã chăm chút cho từng luống hoa. Khi hết mùa, nàng nhẹ nhàng chạm và thì thầm với chúng: ""Sẽ tốt biết mấy... Nếu bạn vẫn ở đây”.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng: cánh hoa nổi trên cơ thể!,@Null@,,,
147,Lightning,"Có gì trên những đám mây nhỉ? Không có gì ngoài mưa, sấm sét, gió và tuyết.#rLightning thích cảm giác đi trên mây. Anh ấy luôn sử dụng phép thuật bay khắp bầu trời và quan sát những người đang ngập trong mưa tuyết. Anh nhớ lại lần gặp Neo Star, cô gái quyến rũ với bó hoa tươi đẹp ở quê hương nàng.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: giọt nước còn lại ở bất cứ nơi nào bạn bước đi.,@Null@,,,
