ID,名字,描述,追踪
1253,Upgrade Star Station,Use #L#cfa7a0fStar Station upgrade units#n to upgrade the Star Station Teleporter @1#r(You can only go to a farther planet after the upgrade),Upgrade #cfa7a0fStar Station Teleporter
1254,New World-Flamas,Visit Flamas#r(Better bring fireproof clothing to avoid burns),Go to #cfa7a0fFlamas
1255,@Null@,@Null@,@Null@
1256,(Abandoned) Dragon Slayer,Defeat the Ancient Black Dragon#r (not so easy),Defeat #cfa7a0fAncient Black Dragon
1257,Flamas Key,Obtain the #L#cfa7a0fBroken Sword#n from the Dragon Nest @1#r(One of the three keys to activate the Volcanic Altar),Get #cfa7a0fBroken Sword
1258,New World-Horas,"Visit Horas#r(The air is thin here, so put on an Oxygen Mask!)",Go to #cfa7a0fHoras
1259,Horas Chief,Use #L#cfa7a0fRegen Rune#n to activate Totem @1#r(There is a surprise in the nearby secret room!),Activate #cfa7a0fTotem
1260,Horas Copper Drill,"Use Horas Copper, Celesthium Ore, Timber and Horas Rock to craft #L#cfa7a0fHoras Copper Drill#n@1#r(I heard that the plateau and the Floating Island have the charming brilliance of Horas Copper)",Craft #cfa7a0fHoras Copper Drill
1261,Hook Shot,"Use Horas Copper, Purple Fluorite, Gravity Crystal and Celesthium Ore to craft #L#cfa7a0fHook Shot#n@1#r(It can make you fly over the walls)",Craft #cfa7a0f Hook Shot
1262,Ancient Giant Summoner,Summon and defeat the Ancient Giant on Horas@1#r(Tungsten/Amber/Horas Copper/Purple Fluorite are required to be placed on the 4 grids next to the Totem Core to summon),Defeat #cfa7a0fAncient Giant
1263,Horas Key,Defeat Ancient Giant to get #L#cfa7a0fGiant's Eye#n @1#r(One of the three keys to activate the Volcanic Altar),Get #cfa7a0fGiant's Eye
1264,Sacred Tree Creator,Dig a hole and plant it! Plant it!@1#r(You can get one of the three keys at the top of the Sacred Tree),Grow #cfa7a0fSacred Tree
1265,Sacred Fruit,Collect the Sacred Tree Core at the top of the Sacred Trunk to get the #L#cfa7a0fSacred Fruit#n @1#r(One of the three keys to activate the Volcanic Altar),Collect #cfa7a0fSacred Fruit
1266,"It's a dirty job, but somebody got to do.","Gather the three keys of Miras, Horas, and Flamas, and activate the altar in the volcano area @1#r(The entrance of Void Phantom's habitat)",Activate #cfa7a0fVolcanic Altar
1267,Savior!,Defeat Void Phantom @1,Defeat #cfa7a0fVoid Phantom
1268,Sweet Potato,Sowing Sweet Potato Seeds in cultivated land to get #L#cfa7a0f Sweet Potatoes #n@1,Grow #cfa7a0fSweet Potatoes
1269,Cooking Mashed Sweet Potatoes,Use Sweet Potatoes in Stone Pot to get #L#cfa7a0f Mashed Sweet Potatoes #n@1,Cook #cfa7a0fMashed Sweet Potatoes
1270,French Fries!,"Use Mashed Sweet Potatoes, Dracaena Flower and Leather to cook in a Stone Pot to get #L#cfa7a0f French fries #n@1",Cook #cfa7a0fFrench Fries
1271,Get Beef,Kill a Cow to get #L#cfa7a0fBeef #n@1,Get #cfa7a0fBeef
1272,Beef,Place Beef on Bonfire to get #L#cfa7a0fRoast Beef#n @1,Cook #cfa7a0fRoast Beef
1273,Barbecue Noodles,"Use Noodles, Limonium Sinuatum, Roast Beef to cook #L#cfa7a0fBarbecue Noodles#n@1",Cook #cfa7a0fBarbecue Noodles
1274,Protein,Feed Chicken and it will lay #L#cfa7a0fEggs#n@1,Pick up #cfa7a0fEggs
1275,Cantaloupe,Use Bottled Fructose Syrup and Cantaloupe to Cook #L#cfa7a0fCantaloupe Pie#n@1,Cook #cfa7a0fCantaloupe Pie
1276,Happy Holiday,"Use Bottled Milk, Sweet Potatoes, Chicken and Corn Flour to cook #L#cfa7a0fPizza#n@1",Cook #cfa7a0fPizza
1277,Cherry,Collect #L#cfa7a0fCherries#n from the tree@1,Get #cfa7a0fCherries
1278,Fruit Platter,"Use Giant Scaly Fruit Slice, Bowl and Cherry to cook a #L#cfa7a0fFruit Platter#n@1",Cook #cfa7a0fFruit Platter
1279,Imperial Chef,Automatically complete the task after the prerequisite task is done,Complete #cfa7a0fMaking Food series achievements
1280,Defend Yourself,Use Timber and Branches to cook #L#cfa7a0fLight Door#n@1,Craft #cfa7a0fLight Door
1281,Stargazing Through The Window,Use Timber and Branches to craft #L#cfa7a0fWooden Window#n@1,Craft #cfa7a0fWooden Window
1282,Red Jelly,Use Fresh Fruits to make #L#cfa7a0f Red Dye #n@1,Make #cfa7a0fDye
1284,Railway Worker,Use Mithril and Rock to craft #L#cfa7a0fRail Node#n@1,Craft #cfa7a0fRail Node
1285,Roller Coaster! Go!,"Use Mithril, Timber and Fluorescent Crystal Block to craft #L#cfa7a0fRoller Coaster Head#n@1",Craft the #cfa7a0fRoller Coaster Head
1286,Sunbathing,Pick up #L#cfa7a0fCampanula#n @1 on the plain,Pick up #cfa7a0fCampanula
1287,Corolla Princess,Use three different flowers to craft #L#cfa7a0fCorolla#n @1,Craft#cfa7a0fCorolla
1288,Beautiful Day,Automatically complete the task after the prerequisite task is done,Complete #cfa7a0fBasic Crafting series achievements
1289,Medium Rune Master,Use Medium Runestone for Engraving @1,Inlay #cfa7a0fMedium Runestone
1290,Advanced Rune Master,Use Advanced Runestone for Engraving @1,Inlay #cfa7a0fAdvanced Runestone
1291,Rune Collector,Automatically complete the task after the prerequisite task is done,Complete #cfa7a0fRune Achievements
1292,Adventurer,Use Mithril and Branches to craft #L#cfa7a0fShort Sword#n@1,Complete #cfa7a0fInlay series achievements
1293,Brave Pikeman,Use Brass and Branches to craft #L#cfa7a0fLong Spear#n@1,Craft #cfa7a0fLong Spear
1294,Soul Reaper,"Use Titanium, Sardonyx and Branches to craft #L#cfa7a0fReaper#n@1",Craft #cfa7a0fReaper
1295,Swordsman,"Use Tungsten, Purple Fluorite and Brass to craft an #L#cfa7a0fEnergy Sword#n@1",Craft #cfa7a0fEnergy Sword
1296,Ranger,"Use Mithril, Soft Leather and Silk Thread to craft #L#cfa7a0fMithril Bow#n@1",Craft #cfa7a0fMithril Bow
1297,Archmage,Use Staff and Ordinary Crystal Core to craft #L#cfa7a0fOrdinary Staff#n@1,Craft #cfa7a0fOrdinary Staff
1298,Weapon Master,Automatically complete the task after the prerequisite task is done,Complete #cfa7a0fCrafting Weapon Series Achievements
1299,Copper Helmet,Use Brass and Soft Leather to craft #L#cfa7a0fCopper Helmet#n @1,Craft #cfa7a0fCopper Helmet
1300,Mithril Helmet,"Use Mithril, Brass and Soft Leather to craft #L#cfa7a0fMithril Helmet#n@1",Craft #cfa7a0fMithril Helmet
1301,Titanium Helmet,"Use Mithril, Titanium and Soft Leather to craft #L#cfa7a0fTitanium Helmet#n@1",Craft #cfa7a0fTitanium Helmet
1302,Tungsten Helmet,"Use Tungsten, Purple Fluorite and Soft Leather to craft a #L#cfa7a0fTungsten Helmet#n@1",Craft #cfa7a0fTungsten Helmet
1303,Copper Cuirass,Use Brass and Soft Leather to craft #L#cfa7a0fCopper Cuirass#n@1,Craft #cfa7a0fCopper Cuirass
1304,Mithril Cuirass,"Use Mithril, Brass and Soft Leather to craft #L#cfa7a0fMithril Cuirass#n@1",Craft #cfa7a0fMithril Cuirass
1305,Titanium Cuirass,"Use Mithril, Titanium and Soft Leather to craft #L#cfa7a0fTitanium Cuirass#n@1",Craft #cfa7a0fTitanium Cuirass
1306,Tungsten Cuirass,"Use Tungsten, Purple Fluorite and Soft Leather to craft a #L#cfa7a0fTungsten Cuirass#n@1",Craft #cfa7a0fTungsten Cuirass
1307,Copper Greaves,Use Brass and Soft Leather to craft #L#cfa7a0fCopper Greaves#n @1,Craft #cfa7a0fCopper Greaves
1308,Mithril Greaves,"Use Mithril, Brass and Soft Leather to craft #L#cfa7a0fMithril Greaves#n@1",Craft #cfa7a0fMithril Greaves
1309,Titanium Greaves,"Use Mithril, Titanium and Soft Leather to craft #L#cfa7a0fTitanium Greaves#n@1",Craft #cfa7a0fTitanium Greaves
1310,Tungsten Greaves,"Use Tungsten, Purple Fluorite and Soft Leather to craft #L#cfa7a0fTungsten Greaves#n@1",Craft #cfa7a0fTungsten Greaves
1311,Copper Boots,Use Brass and Soft Leather to craft #L#cfa7a0fCopper Boots#n@1,Craft #cfa7a0fCopper Boots
1312,Mithril Boots,"Use Mithril, Brass and Soft Leather to craft #L#cfa7a0fMithril Boots #n@1",Craft #cfa7a0fMithril Boots
1313,Titanium Boots,"Use Mithril, Titanium and Soft Leather to craft #L#cfa7a0fTitanium Boots#n@1",Craft #cfa7a0fTitanium Boots
1314,Tungsten Boots,"Use Tungsten, Purple Fluorite and Soft Leather to craft #L#cfa7a0fTungsten Boots#n@1",Craft #cfa7a0fTungsten Boots
1315,Defense Master,Automatically complete the task after the prerequisite task is done,Complete #cfa7a0fCrafting Defense series achievements
1316,War Collector,Automatically complete the task after the prerequisite task is done,Complete #cfa7a0fWeapons And Armor Series Achievements
1317,Lava Giant Hunter,Defeat Lava Giant on Flamas @1,Defeat #cfa7a0fLava Giant
1318,Sulfur Archer Hunter,Defeat Sulfur Archer on Flamas @1,Defeat #cfa7a0fSulfur Archer
1319,Flamas Terminator,Automatically complete the task after the prerequisite task is done,Complete #cfa7a0fDefeating Flamas Creature series achievements
1320,Brass (I),Melt #L#cfa7a0fBrass ×10#n @1,Melt #cfa7a0fBrass
1321,Brass (II),Melt #L#cfa7a0fBrass ×100#n @1,Melt #cfa7a0fBrass
1322,Brass (III),Melt #L#cfa7a0fBrass ×300#n @1,Melt #cfa7a0fBrass
1323,Titanium (I),Melt #L#cfa7a0fTitanium ×10#n @1,Melt #cfa7a0fTitanium
1324,Titanium (II),Melt #L#cfa7a0fTitanium ×100#n @1,Melt #cfa7a0fTitanium
1325,Titanium (III),Melt #L#cfa7a0fTitanium ×100#n @1,Melt #cfa7a0fTitanium
1326,Attack Rune Ore,Use Brass Pickaxe to destroy the Attack Rune Ore to get the #L#cfa7a0fAttack Rune#n @1,Destroy #cfa7a0fAttack Rune Ore
1327,Defense Rune Ore,Use Brass Pickaxe to destroy the Defense Rune Ore to get the #L#cfa7a0fDefense Runestone#n@1,Destroy #cfa7a0fDefense Rune Ore
1328,Efficiency Rune Ore,Use Brass Pickaxe to destroy the Efficiency Rune Ore to get the #L#cfa7a0fEfficiency Runestone#n@1,Destroy #cfa7a0fEfficiency Rune Ore
1329,Dragon Slaying Lord,Summon and defeat Black Dragon of Lava @1,Defeat #cfa7a0fBlack Dragon of Lava
1330,Dragon Slaying Hero,Summon and defeat Black Dragon of Chaos @1,Defeat #cfa7a0fBlack Dragon of Chaos
1331,Ancient Stone Spear,Use Stones and Branches to craft #L#cfa7a0fStone Spear#n@1,Craft #cfa7a0fStone Spear
1332,Master Craftsman,Use Creation Crystal to upgrade the Incomplete Crafting Table to #L#cfa7a0fCrafting Table#n@1,Upgrade to #cfa7a0fCrafting Table
1333,Building Expert,Use Timber to craft Wooden Board and place it on the ground@1,Craft and place #cfa7a0fWooden Board
1334,Slingshot Archer,"Use Soft Leather, Branches and Silk Thread to craft #L#cfa7a0fSlingshot#n@1",Craft #cfa7a0fSlingshot
1335,Rainforest Adventure!,Find the Rainforest and collect the Glowing Rainforest Arbor to get #L#cfa7a0fRainforest Core Shard#n @1,Get #cfa7a0fRainforest Core Shard
1336,Eye of Rainforest,Use Brass and Rainforest Core Shard to craft #L#cfa7a0fEye of Rainforest#n@1,Craft #cfa7a0fEye of Rainforest
1337,Quetzalcoatl,Defeat Quetzalcoatl in the temple@1#r(use the Eye of Rainforest on the broken statue to summon the Rainforest Temple. Quetzalcoatl is right there in the temple),Defeat #cfa7a0fQuetzalcoatl
1338,Sacred Seed,Defeat Quetzalcoatl in the Temple to get #L#cfa7a0fSacred Seed#n @1,Get #cfa7a0fSacred Seed
1339,Resurrection Stone,Use Rock to craft and place #L#cfa7a0fStone Statue#n@1,Place #cfa7a0fStone Statue
1340,@Null@,@Null@,@Null@
1341,@Null@,@Null@,@Null@
1342,Corn Seed,Use Corn to craft a #L#cfa7a0fCorn Seed#n@1,Craft #cfa7a0fCorn Seed
