ID,名字,描述,获得方式
1372,Ivory Riser,A half-grid wide wooden board that can be stacked to change the width,Craft it with Ivory Dye on the Crafting Table
1373,Dark Orange Riser,A half-grid wide wooden board that can be stacked to change the width,Craft it with Dark Orange Dye on the Crafting Table
1374,Riser,A half-grid wide wooden board that can be stacked to change the width,Craft it with Timber on the Crafting Table
1375,Yellow Brick Riser,A half-grid wide slate that can be stacked to change the width,Craft it with Yellow Brick on the Crafting Table
1376,Mn Block Riser,A half-grid wide sheet of metal that can be stacked to change the width,Craft it with Mn Nodule on the Crafting Table.
1377,Ocean Floor Lamp,An ocean style furniture. The floor lamp can be switched on or off,
1378,Ocean Chandelier,An ocean style furniture. The chandelier can be switched on or off,
1379,Shell Table Lamp,An ocean style furniture. The table lamp can be switched on or off,
1380,Hoary Wooden Board,A basic building material widely used in wooden buildings.,Craft it with Hoary Dye on the Crafting Table
1381,Hoary Stairs,Solid-wood Stair that can be placed to face different directions from different angles.,Craft it with Hoary Dye on the Crafting Table
1382,Hoary Lamina,A thin wood board at the height of a quarter grid. Can be stacked to change the thickness.,Craft it with Hoary Dye on the Crafting Table
1383,Hoary Cantboard,Triangular wooden board that can be stacked into different shapes from different orientations,
1384,Hoary Cantboard (Thin),Triangular wooden board that can be stacked into different shapes from different orientations,
1385,Hoary Cantboard (Large/Thin),Triangular wooden board that can be stacked into different shapes from different orientations,
1386,Hoary Cantboard (Vertical/Thin),Triangular wooden board that can be stacked into different shapes from different orientations,
1387,Hoary Cantboard (Vertical/Large/Thin),Triangular wooden board that can be stacked into different shapes from different orientations,Craft it with Hoary Dye on the Crafting Table
1388,Hoary Riser,A half-grid wide wooden board that can be stacked to change the width,Craft it with Hoary Dye on the Crafting Table
1389,Devilfall Spoils,Proof of courage by defeating the Icefall Trolls! Place it in @item_150000# of the Icefield Village. The villagers will be grateful to you.,Rewards for Defeating Icefall Trolls
1400,Music Box,Music Box can be used to change the Background Music at Garden,@Null@
1401,Sky Scenery Set,Sky Scenery Set can be used to change the skybox background at Garden,@Null@
1402,Gravity Machine,Gravity Machine can be used to change the gravity at Garden,@Null@
1403,Weather Controller,Weather Controller can be used to change the weather at Garden,@Null@
1404,Garden Crafting Table,Garden Crafting Table can be used to produce construction materials and furniture,@Null@
1405,Pet Home,Pets can be viewed in the Pet Home.,@Null@
1406,Simple Stove,"A stove that allows you to cook purchased, planted or processed ingredients into pet food. As it's quite simple, the food tastes average.",@Null@
1407,Home Air Wall,@Null@,@Null@
1451,Honor Frame,Honor Frame can be used to display an achievement that is completed by the player,@Null@
1452,Sunflower,Mature Sunflower Plant,@Null@
1453,Red Agave,Mature Red Agave Plant,@Null@
1454,Dracaena Flower,Mature Dracaena Flower Plant,@Null@
1455,Wild Rose,Mature Wild Rose Plant,@Null@
1456,Feverfew,Mature Feverfew Plant,@Null@
1457,Tea Tree,Healthy Tea Tree,@Null@
1458,Banana Tree,Healthy Banana Tree,@Null@
1459,Giant Scaly Fruit,Healthy Giant Scaly Fruit,
1460,Mango Tree,Healthy Mango Tree,@Null@
1461,Pear Tree,Healthy Pear Tree,@Null@
1462,Orange Tree,Healthy Orange Tree,@Null@
1463,Peach Tree,Healthy Peach Tree,@Null@
1464,Rice,Healthy Rice Plant,@Null@
1465,Corn,Healthy Corn,
1466,Sweetpotato,Healthy Sweetpotato,
1467,Pumpkin,Healthy Pumpkin Plant,@Null@
1468,Sugar Cane,Healthy Sugar Cane,@Null@
1469,Full Honeycomb,Honeycomb Full of Honey,@Null@
1470,Chilli Tree,Healthy Chilli Tree,@Null@
1471,Cotton Tree,Healthy Cotton Tree,@Null@
1472,Fruit Tree,Healthy Fruit Tree,@Null@
1473,Larch,Healthy Larch,@Null@
1474,Poplar,Healthy Poplar,@Null@
1475,Redwood,Healthy Redwood,@Null@
1476,Phoebe,Healthy Phoebe,@Null@
1477,Walnut Tree,Healthy Walnut Tree,@Null@
1478,Small Mushroom,Healthy Mushroom,@Null@
1479,Small Red Mushroom,Healthy Red Mushroom,@Null@
1480,Coffee Tree,Healthy Coffee Tree,@Null@
1481,Redwood Fruit Tree,Healthy Redwood Fruit Tree,
1482,Oxy Tree,Healthy Oxy Tree,@Null@
1483,Orange Agave,Healthy Orange Agave,@Null@
1484,Grey Agave,Healthy Grey Agave,@Null@
1485,Pink Agave,Healthy Pink Agave,@Null@
1486,Carrot,Carrot Plant,@Null@
1493,Sunflower (Seedling),Sunflower Seedling,@Null@
1494,Red Agave (Seedling),Red Agave Seedling,@Null@
1495,Orange Agave (Seedling),Orange Agave Seedling,@Null@
1496,Grey Agave (Seedling),Grey Agave Seedling,@Null@
1497,Pink Agave (Seedling),Pink Agave Seedling,@Null@
1498,Dracaena Flower (Seedling),Dracaena Flower Seedling,@Null@
1499,Wild Rose (Seedling),Wild Rose Seedling,@Null@
1500,Feverfew (Seedling),Feverfew Seedling,@Null@
1501,Giant Scaly Fruit (Seedling),Giant Scaly Fruit Seedling,
1502,Pumpkin (Seedling),Pumpkin Seedling,@Null@
1503,Fruitwood Sapling,Fruit Tree Sapling,@Null@
1504,Larch Sapling,Poplar Sapling,@Null@
1505,Poplar Sapling,Walnut Tree Sapling,@Null@
1506,Walnut Sapling,Walnut Tree Sapling,@Null@
1507,Populus,Healthy Populus,@Null@
1508,Populus Sapling,Populus Sapling,@Null@
1509,Aloe,Aloe Seedling,@Null@
1510,Peanut,Peanut Seedling,@Null@
1511,Barley,Barley Seedling,@Null@
1512,Sesame,Sesame Seedling,@Null@
1513,Lettuce,Lettuce Seedling,@Null@
1514,Beetroot,Beetroot Seedling,@Null@
1515,Tomato,Tomato Seedling,@Null@
1516,Sorghum,Sorghum Seedling,@Null@
1517,Kale,Kale Seedling,@Null@
1518,Corn,Corn Seedling,@Null@
1519,Green Pepper,Green Pepper Seedling,@Null@
1520,Tiny Earthstar,Tiny Earthstar Seedling,
1521,Carrot,Carrot Seedling,@Null@
1522,Broccoli,Broccoli Seedling,@Null@
1523,Chinese Chives,Chinese Chives Seedling,@Null@
1524,Jujube,Jujube Seedling,@Null@
1525,Carrot,Carrot Seedling,
1526,Rapeseed Flower,Rapeseed Flower Seedling,@Null@
1527,Tibetan barley,Tibetan Barley Seedling,@Null@
1528,Coconut Tree,Coconut Tree Sapling,@Null@
1529,Raspberry,Raspberry Seedling,@Null@
1530,Canistel,Canistel Seedling,@Null@
1531,Red Sorghum,Red Sorghum Seedling,@Null@
1532,Round Pepper,Round Pepper Seedling,@Null@
1533,Pea,Pea Seedling,@Null@
1534,Blueberry,Blueberry Seedling,@Null@
1535,Strawberry,Strawberry Seedling,@Null@
1536,Pineapple,Pineapple Seedling,@Null@
1537,Grape,Grape Seedling,@Null@
1538,Cherry,Cherry Seedling,@Null@
1539,Lingzhi,Lingzhi Seedling,@Null@
1540,Dragon Fruit,Dragon Fruit Seedling,@Null@
1541,Colorful Pepper,Colorful Pepper Seedling,@Null@
1542,Rhodotus,Rhodotus Seedling,@Null@
1543,Ginseng,Ginseng Seedling,@Null@
1550,Simple Bed,Simple but cozy Bed. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board and Cotton Cloth.,@Null@
1551,Simple Sofa,Simple but cozy Sofa. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1552,Simple Desk,Simple but practical Desk. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1553,Simple Dining Table,Simple but practical Dining Table. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1554,Simple Coffee Table,Simple but practical Coffee Table. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1555,Simple Sink,Simple but clean Sink. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board and Ceramic Adobe.,@Null@
1556,Simple Chair,Simple but practical Chair. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1557,Simple Toilet,Simple but clean Toilet. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board and Ceramic Adobe.,@Null@
1558,Simple Bathtub,Simple but clean Bathtub. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board and Ceramic Adobe.,@Null@
1559,Simple Wardrobe,Part of the Simple furniture set. Can be used to display skins and avatar that the player owns.#rCan be crafted from Fruitwood Board.,@Null@
1560,Simple Cabinet,Simple but practical Cabinet. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1561,Simple Small Cabinet,Simple but practical Small Cabinet. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1562,Simple Wall Units,Simple but practical Wall Units. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1563,Simple Screen,Simple but nice Screen. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1564,Simple Lamp,"Simple but nice Lamp. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board, Cotton Cloth and Glass Pane.",@Null@
1565,Simple Chandelier,"Simple but nice Chandelier. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board, Cotton Cloth and Glass Pane.",@Null@
1566,Simple Wall Lamp,"Simple but nice Wall Lamp. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board, Cotton Cloth and Glass Pane.",@Null@
1567,Simple Door,Simple but practical Door. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1568,Simple Window,Simple but practical Wooden Window. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board and Glass Pane.,@Null@
1569,Simple Stair,Simple but practical Stair. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1570,Simple Wall Brick,Simple but solid Wall Brick. Part of the Simple furniture set.#rCan be crafted from Rough Bricks.,@Null@
1571,Simple Brick,Simple but solid Brick. Part of the Simple furniture set.#rCan be crafted from Rough Bricks.,@Null@
1572,Simple Half-brick,Simple but solid Half-brick. Part of the Simple furniture set.#rCan be crafted from Rough Bricks.,@Null@
1573,Simple Fence,Simple but solid Fence. Part of the Simple furniture set.#rCan be crafted from Fruitwood Board.,@Null@
1574,Chinese Bed,Elegant and cozy Bed. Part of the Chinese furniture set.,@Null@
1575,Chinese Sofa,Elegant and cozy Sofa. Part of the Chinese furniture set.,@Null@
1576,Chinese Desk,Elegant and practical Desk. Part of the Chinese furniture set.,@Null@
1577,Chinese Dining Table,Elegant and practical Dining Table. Part of the Chinese furniture set.,@Null@
1578,Chinese Coffee Table,Elegant and practical Coffee Table. Part of the Chinese furniture set.,@Null@
1579,Chinese Sink,Elegant and practical Sink. Part of the Chinese furniture set.,@Null@
1580,Chinese Chair,Elegant and practical Chair. Part of the Chinese furniture set.,@Null@
1581,Chinese Toilet,Elegant and practical Toilet. Part of the Chinese furniture set.,@Null@
1582,Chinese Bathtub,Elegant and practical Bathtub. Part of the Chinese furniture set.,@Null@
1583,Chinese Wardrobe,Part of the Chinese furniture set.,@Null@
1584,Chinese Cabinet,Nice and practical Cabinet. Part of the Chinese furniture set.,@Null@
1585,Chinese Small Cabinet,Nice and practical Small Cabinet. Part of the Chinese furniture set.,@Null@
1586,Chinese Wall Units,Nice and practical Wall Units. Part of the Chinese furniture set.,@Null@
1587,Chinese Screen,Nice and practical Screen. Part of the Chinese furniture set.,@Null@
1588,Chinese Lamp,Nice and practical Lamp. Part of the Chinese furniture set.,@Null@
1589,Chinese Chandelier,Nice and practical Chandelier. Part of the Chinese furniture set.,@Null@
1590,Chinese Wall Lamp,Nice and practical Wall Lamp. Part of the Chinese furniture set.,@Null@
1591,Chinese Door,Nice and practical Door. Part of the Chinese furniture set.,@Null@
1592,Chinese Window,Nice and practical Wooden Window. Part of the Chinese furniture set.,@Null@
1593,Chinese Stair,Nice and practical Stair. Part of the Chinese furniture set.,@Null@
1594,Chinese Wall Brick,Nice and solid Wall Brick. Part of the Chinese furniture set.,@Null@
1595,Chinese Brick,Nice and solid Brick. Part of the Chinese furniture set.,@Null@
1596,Chinese Half-brick,Nice and solid Half-brick. Part of the Chinese furniture set.,@Null@
1597,Chinese Fence,Nice and solid Fence. Part of the Chinese furniture set.,@Null@
1598,Modern Bed,Bed. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1599,Modern Sofa,Sofa. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1600,Modern Desk,Desk. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1601,Modern Dining Table,Dining Table. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1602,Modern Coffee Table,Coffee Table. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1603,Modern Sink,Sink. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1604,Modern Chair,Chair. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1605,Modern Toilet,Toilet. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1606,Modern Bathtub,Bathtub. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1607,Modern Wardrobe,Part of the Modern furniture set. Can be used to display skins and avatar that the player owns.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1608,Modern Cabinet,Cabinet. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1609,Modern Small Cabinet,Small Cabinet. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1610,Modern Wall Units,Wall Units. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1611,Modern Screen,Screen. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1612,Modern Lamp,Lamp. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1613,Modern Chandelier,Chandelier. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1614,Modern Wall Lamp,Wall Lamp. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1615,Modern Door,Door. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1616,Modern Window,Wooden Window. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1617,Modern Stair,Stair. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1618,Modern Wall Brick,Wall Brick. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1619,Modern Brick,Brick. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1620,Modern Half-brick,Half-brick. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1621,Modern Fence,Fence. Part of the Modern furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1622,Fairytale Bed,Bed. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1623,Fairytale Sofa,Sofa. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1624,Fairytale Desk,Desk. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1625,Fairytale Dining Table,Dining Table. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1626,Fairytale Coffee Table,Coffee Table. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1627,Fairytale Sink,Sink. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1628,Fairytale Chair,Chair. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1629,Fairytale Toilet,Toilet. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1630,Fairytale Bathtub,Bathtub. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1631,Fairytale Wardrobe,Part of the Fairytale furniture set. Can be used to display skins and avatar that the player owns.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1632,Fairytale Cabinet,Cabinet. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1633,Fairytale Small Cabinet,Small Cabinet. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1634,Fairytale Wall Units,Wall Units. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1635,Fairytale Screen,Screen. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1636,Fairytale Lamp,Lamp. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1637,Fairytale Chandelier,Chandelier. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1638,Fairytale Wall Lamp,Wall Lamp. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1639,Fairytale Door,Door. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1640,Fairytale Window,Wooden Window. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1641,Fairytale Stair,Stair. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1642,Fairytale Wall Brick,Wall Brick. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1643,Fairytale Brick,Brick. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1644,Fairytale Half-brick,Half-brick. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1645,Fairytale Fence,Fence. Part of the Fairytale furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1646,Sci-fi Bed,Bed. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1647,Sci-fi Sofa,Sofa. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1648,Sci-fi Desk,Desk. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1649,Sci-fi Dining Table,Dining Table. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1650,Sci-fi Coffee Table,Coffee Table. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1651,Sci-fi Sink,Sink. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1652,Sci-fi Chair,Chair. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1653,Sci-fi Toilet,Toilet. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1654,Sci-fi Bathtub,Bathtub. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1655,Sci-fi Wardrobe,Part of the Sci-fi furniture set. Can be used to display skins and avatar that the player owns.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1656,Sci-fi Cabinet,Cabinet. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1657,Sci-fi Small Cabinet,Small Cabinet. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1658,Sci-fi Wall Units,Wall Units. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1659,Sci-fi Screen,Screen. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1660,Sci-fi Lamp,Lamp. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1661,Sci-fi Chandelier,Chandelier. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1662,Sci-fi Wall Lamp,Wall Lamp. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1663,Sci-fi Door,Door. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1664,Sci-fi Window,Wooden Window. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1665,Sci-fi Stair,Stair. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1666,Sci-fi Wall Brick,Wall Brick. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1667,Sci-fi Brick,Brick. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1668,Sci-fi Half-brick,Half-brick. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1669,Sci-fi Fence,Fence. Part of the Sci-fi furniture set.#rCan be obtained through Lucky Draw in Garden Shop.,@Null@
1670,Pine Bonsai,Bonsai with a small pine tree.#rCan be used for decoration.,@Null@
1671,Verdant Bonsai,Bonsai with green bamboo tree.#rCan be used for decoration.,@Null@
1672,Velvet Carpet,Fluffy Carpet with patterns. Feels comfortable.,@Null@
1673,Landscape Painting,Simple and elegant Chinese painting,@Null@
1674,Abstract Painting,Bold and colorful modern Abstract Painting,@Null@
1675,Chinese Knot Ornament,Can be hung on the wall as a decoration.,@Null@
1676,Planetary Ornament,A small mural engraved with planets and astronauts.,@Null@
1677,Simple Bookcase,Simple Bookcase filled with books and ornaments.,@Null@
1678,White Fridge,"White Fridge, can be used as decoration.",@Null@
1679,Silver Fridge,Silver-grey Fridge. Can be used as decoration.,@Null@
1680,Black Fridge,"Black Fridge, can be used as decoration.",@Null@
1681,White Rice Cooker,"White Rice Cooker, can be used as decoration.",@Null@
1682,Silver Rice Cooker,Silver-grey Rice Cooker. Can be used as decoration.,@Null@
1683,Black Rice Cooker,"Black Rice Cooker, can be used as decoration.",@Null@
1684,White Oven,"White Oven, can be used as decoration.",@Null@
1685,Silver Oven,Silver-grey Oven. Can be used as decoration.,@Null@
1686,Black Oven,"Black Oven, can be used as decoration.",@Null@
1687,White Stove,"The White Stove brings a touch of color to the kitchen filled with smoke. Also, the unique design heats up food evenly and improves its quality.#rStove can be used for cooking and processing ingredients and crops into pet food.",@Null@
1688,Silver Stove,Silver-grey Stove. An upgraded version which can produce food of a higher quality.#rCan be used for cooking and processing ingredients and crops into pet food.,@Null@
1689,Black Stove,Technological Stove. Food of high quality can be cooked with good control of the heat.#rCan be used for cooking and processing ingredients and crops into pet food.,@Null@
1690,Succulent Bonsai,Bonsai with succulent plants.#rCan be used for decoration.,@Null@
1691,European Bed,Bed. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1692,European Sofa,Sofa. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1693,European Desk,Desk. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1694,European Dining Table,Dining Table. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1695,European Coffee Table,Coffee Table. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1696,European Sink,Sink. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1697,European Chair,Chair. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1698,European Toilet,Toilet. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1699,European Bathtub,Bathtub. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1700,European Wardrobe,Part of the European furniture set. Can be used to display skins and avatar that the player owns.#rCan be purchased from Garden Shop/Backpack.,@Null@
1701,European Cabinet,Cabinet. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1702,European Small Cabinet,Small Cabinet. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1703,European Wall Units,Wall Units. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1704,European Screen,Screen. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1705,European Lamp,Lamp. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1706,European Chandelier,Chandelier. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1707,European Wall Lamp,Wall Lamp. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1708,European Door,Door. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1709,European Window,Wooden Window. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1710,European Stair,Stair. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1711,European Wall Brick,Wall Brick. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1712,European Brick,Brick. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1713,European Half-brick,Half-brick. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1714,European Fence,Fence. Part of the European furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1715,Populus Wood,Raw material of Populus Wood furniture,
1716,Populus Board,Crafted from Populus Wood.,@Null@
1717,Populus Leaves,Can be used for decoration. There is a chance to drop Populus Saplings after destroying it. It can also be used as #c0aba1dsnowman's headwear#n.,
1718,Populus Lamina,A quarter height sheet of solid wood made from Populus Wood,
1719,Populus Stair,Wooden stairs crafted from Populus Wood,
1720,Populus Coffee Table,Coffee table crafted from Populus Wood,
1721,Populus Stool,Stool crafted from Populus Wood,
1722,Exotic Bed,Bed. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1723,Exotic Sofa,Sofa. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1724,Exotic Desk,Desk. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1725,Exotic Dining Table,Dining Table. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1726,Exotic Coffee Table,Coffee Table. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1727,Exotic Sink,Sink. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1728,Exotic Chair,Chair. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1729,Exotic Toilet,Toilet. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1730,Exotic Bathtub,Bathtub. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1731,Exotic Wardrobe,Part of the Exotic furniture set. Can be used to display skins and avatar that the player owns.#rCan be purchased from Garden Shop/Backpack.,@Null@
1732,Exotic Cabinet,Cabinet. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1733,Exotic Small Cabinet,Small Cabinet. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1734,Exotic Wall Units,Wall Units. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1735,Exotic Screen,Screen. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1736,Exotic Lamp,Lamp. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1737,Exotic Chandelier,Chandelier. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1738,Exotic Wall Lamp,Wall Lamp. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
1739,Exotic Door,Door. Part of the Exotic furniture set.#rCan be purchased from Garden Shop/Backpack.,@Null@
