ID,名称,描述,说明
3050059,Open chests in the world for the player,Open %2's chest for %1 (effective range is about 60 blocks),
3050060,Open Crafting Table for the player,Open Crafting Table for %1,
3050061,Open the Ranking List for the player,Show %2 for %1,
3050062,Hide the Ranking List from the player,Hide the Ranking List from %1,
3050063,The player's phone vibrates,"Set %1 phone vibration duration %2 milliseconds, intensity %3",
3050064,Set the color of the player's filter,Set %1's filter color to %2,
3050065,Set the parameters of the player's filter,Set %1's filter %2 to %3,
3050066,Teleport the player to the specified map,Teleport %1 to the map with map ID %2,Each player can trigger it only once every 30s
3050067,Teleport the player to the specified room,Teleport %1 to the map with room ID %2,Each player can trigger it only once every 30s
3050068,Teleport player group to another room,Teleport %1 to another room on the current map,
3050069,Make the camera move,"Make %1%2%3, animation %4, duration %5s",
3050070,Make the camera rotate,"Make %1%2%3, animation %4, duration %5s",
3050071,Set camera permissions,Set %1's camera %2 to %3,
3050072,Set camera rotation mode,Set %1's camera rotation mode to %2,
3050073,Mount the camera to the object,Mount %1's camera to %2,
3050074,Mount the camera to the location,Mount %1's camera to %2,
3050075,Restore Camera Attributes,Restore %1's camera attributes,
3050076,Set color style for player filter,Set the color style of %1’s filter to %2,
3050077,Set the player's filter template,Set %1 filter template to %2,
3050078,Teleport the player to the specified type of room,Teleport %1 to the room of type %2,"1. Each player can trigger it only once every 30s.
2. If there are no available rooms to enter, a new room will be created."
3050080,Teleport player to specific map and room,"Teleport %1 to Map %2, Room %3","1. Each player can only trigger once every 30 seconds
2. If there is no room that can be entered, a new room will be created"
3050081,Show friend invitation pop-ups to players,Show friend invitation pop-ups to %1,
3060001,Add Player to Player Group,Add %1 to %2,
3060002,Remove Players from Player Groups,Remove %1 from %2,
3060003,Clear Player Group,Clear %1,
3060004,Execute Triggers on Player Group,"Perform %2 to every player in %1, and check trigger condition as %3",
3060005,Display chat box info to Player Group,Display chat box info to every player in %1. Content is %2,
3060006,Display text in floating window to Player Group,Display text in floating window to every player in %1. Content is %2,
3070001,Create Creature,"Create %2 %3 in %1, camp belongs to %4",
3070003,Defeat Creature,Defeat %1,
3070004,Delete creature,Delete %1,
3070005,Defeat creature type,Defeat %1,
3070006,Delete creature type,Delete %1,
3070007,Set creature's attribute,Set %1's %2 attribute to %3,
3070008,Set the creature's damage type,Set %1's damage type to %2,
3070009,Set the creature's Immune Damage Type,Set %1 immune to %2,
3070010,Set creature permissions,Set %1's %2 to %3,
3070011,Play emote on creatures,Make %1 play %2,Emote parameter input value range 1-20 Character action 1-10 General action 11-20
3070012,Grant creature status effect,Grant %1%2 effect,
3070013,The creature removes status effect,Remove %1's %2 effect,
3070014,Set creature's orientation,Set %1's orientation to %2 degrees,
3070015,Set creature's location,Teleport %1 to %2,
3070016,Creature Automatic Pathfinding,Make %1 try to auto-path to %2,The event has a distance limit. Exceeding a certain range (about 32 blocks) will cause it to fail to trigger.
3070017,Make the creature move,Make %1 move towards %2 at speed %3,
3070018,Set creature's appearance,Set %1's appearance to %2,
3070019,Restore creature's appearance,Restore %1's initial appearance,
3070022,Make creatures deal damage to players,Make %1 deals %3 points of %4 damage to %2,"1. The damage comes from creatures and the damage text will be displayed.
2. The final damage will be calculated according to the defense.
3. The corresponding events will be triggered (such as creatures deal damage, creatures take damage, etc.), but will not trigger creature attacks, or attacks that hit."
3070023,Make creatures deal damage to creatures,Make %1 deals %3 points of %4 damage to %2,"1. The damage comes from creatures and the damage text will be displayed.
2. The final damage will be calculated according to the defense.
3. The corresponding events will be triggered (such as creatures deal damage, creatures take damage, etc.), but will not trigger creature attacks, or attacks that hit."
3070024,Make creatures deal damage to targets in the area,Make %1 deal %3 points of %4 damage to targets within %2,"1. Deals damage to everyone (including yourself). The damage comes from creatures and the damage text will be displayed.
2. The final damage will be calculated according to the defense.
3. The corresponding events will be triggered (such as creatures deal damage, creatures take damage, etc.), but will not trigger creature attacks, or attacks that hit."
3070025,Replace Creature,"Replace %1 with %2, and reserve HP at %3 percent","1. The Display Info of the creature will be kept after replacement.
2. After replacement, the creature's team will stay the same.
3. The creature variable will change. For example, Creature A is stored in the variable before replacement. After being replaced with Creature B, the value stored in the variable is changed from Creature A to Creature B (only the creature variable will be affected, not the Creature type variable)."
3070026,Set Creature Team,Set %1's team to %2,
3070027,Remove the creature's Immune Damage Type,Remove %1's immunity to %2,
3070028,Remove all status effects from the creature,Remove all status effects from %1,
3070029,Remove all negative status effects from the creature,Remove all negative status effects from %1,
3080001,Add Creature to Creature Group,Add %1 into specified %2,
3080002,Remove Creatures from Creature Groups,Remove %1 from %2,
3080003,Clear Creature Group,Clear %1,
3080004,Execute Triggers on Creature Group,"Perform %2 to every creature in %1, and check trigger condition as %3",
3100001,Create Item to Storage Box,Create %1%2 to the designated %3 storage box,
3100002,Delete items in the storage box,Delete %2 %3 in the specified %1 storage box,
3100003,Clear the items in the Storage Box,Clear all items from designated storage box %1,
3100004,Create Projectile,"Create %2 in designated %1, launch towards %3",
3100005,Create projectiles that belong to players,"Create %3 which belongs to %2 in designated %1, launch towards %4",
3100006,Delete projectile,Delete %1,
3100007,Create drops,Create %2 %3 drops in designated %1,
3100008,Delete drops,Delete %1,
3100009,Modify item cooldown,Modified %1's %2 cooldown to %3s,
310001,Unit Animation,"%1 Single Duration %2s, Playback Count %3",
3100010,Item enters cooldown,Make %1's %2 enter cooldown,
3100011,Create projectiles that belong to creatures,"Create %3 which belongs to %2 in designated %1, launch towards %4",
3100012,Make players launch projectiles,Make %1 fire %3 towards %2,
3100013,Make creatures launch projectiles,Make %1 fire %3 towards %2,
3100014,Change Item Appearance,Change the appearance of %1 to %2,
3100015,Change Projectiles' Appearance,Change the appearance of %1 to %2,
3100016,Item Play Action,"Make %1's handheld item play %2, play mode %3",
3100017,Projectile Play Action,"Make %1 play %2, play mode %3",
3100018,Drops Play Action,"Make %1 play %2, play mode %3",
310002,Text Animation,%1 Duration %2s,
310003,Smooth Displacement,"In %1s, move to X%2 Y%3",
310004,Increase the coordinates smoothly,"In %1s, move the coordinates of %2 by %3 %4",
310005,Smooth Zoom,"In %1s, scale to a width of %2 and a height of %3",
310006,Increase the width and height smoothly,"In %1s, change the size of %2 by %3 %4",
310007,Smooth Rotation,"In %1s, rotate to %2 degrees",
310008,Increase the angle smoothly,"In %1s, rotate the angle by %2 %3 degrees",
3110001,Run Countdown Timer,"Start %1, countdown %2s, repeat timing %3",
3110002,Run Timer,Start %1,
3110003,Pause Timer,Pause %1,
3110004,Reset Timer,Restore %1,
3110005,Stop Timer,Stop %1,
3110006,Waiting Time,"Wait for %1s, and continue to perform the next action.",
3110007,Set the timer to count,Set %1 to %2s,
3110009,Display Timer Panel,"Show %2 panel for %1, the title is %3",
3110010,Hide Timer Panel,Hide %2 window for %1,
3120001,Set Location,Set %1 to %2,
3120002,Set Area,Set %1 to %2,
3120003,Set Value,Set %1 to %2,
3120004,Set Boolean Values,Set %1 to %2,
3120005,Set Players,Set %1 to %2,
3120006,Set Block Type,Set %1 to %2,
3120007,Set Item Type,Set %1 to %2,
3120008,Set Creature,Set %1 to %2,
3120009,Set Creature Type,Set %1 to %2,
3120010,Set String,Set %1 to %2,
3120011,Set the Special Effect type,Set %1 to %2,
3130001,Play Special Effect on the location,"Play %2 on %1, size %3",
3130002,Play Special Effect on the player,"Play %2 on %1, size %3",
3130003,Play Special Effect on creatures,"Play %2 on %1, size %3",
3130004,Play Special Effect on projectiles,"Play %2 on %1, size %3",
3130005,Delete the Special Effects on locations,Delete %2 on %1,
3130006,Delete the Special Effects on players,Delete %2 on %1,
3130007,Delete the Special Effects on creatures,Delete %2 on %1,
3130008,Delete the Special Effects on projectiles,Delete %2 on %1,
3130009,Set the size of location's special effects,Set %2 size on %1 to %3,
3130010,Set the size of the player's special effects,Set %2 size on %1 to %3,
3130011,Set the size of the creature's special effects,Set %2 size on %1 to %3,
3130012,Set the size of the projectile's special effects,Set %2 size on %1 to %3,
3130013,Play Special Effect on drops,"Play %2 on %1, size %3",
3130014,Delete special effects on drops,Delete %2 on %1,
3130015,Play Special Effect on the player's handheld item,"Play %2 on %1 handheld item, size is %3",
3130016,Delete the special effects on the player's handheld items,Remove %2 from the handheld items in %1,
3130017,Play Special Effect on player item types,"Play %3 to all %2 held by %1, size %4",
3130018,Delete the special effects on the player's Quick Bar items,Delete all %2's %3 from %1 Quick Bar,
3140012,Play Sound Effects on players,"Make %1 scene %2, volume is %3, tone is %4, loop %5",
3140013,Play Sound Effects on creatures,"Make %1 scene %2, volume is %3, tone is %4, loop %5",
3140014,Play Sound Effects on the location,"Play scene %2 in %1, volume is %3, tone is %4, loop %5",
3140015,Turn off Sound Effects of players,Close the %2 played on %1,
3140016,Turn off Sound Effects of creatures,Close the %2 played on %1,
3140017,Turn off Sound Effects of locations,Close the %2 played on %1,
3140018,Play interface Sound Effect to Player Group,"Play interface %2 to %1, volume is %3, tone is %4, loop %5",
3140019,Play interface Sound Effect to the player,"Play interface %2 to %1, volume is %3, tone is %4, loop %5",
3140020,Turn off Sound Effects of Player Group Interface,Close the currently playing interface %2 on %1,
3140021,Turn off Sound Effects of player interface,Close the currently playing interface %2 on %1,
3140022,Play interface music to the player,"Play interface %2 to %1, volume is %3, loop %4","The sound played by this event is controlled by the ""Sound Effect"" switch set by the player, and the sound cannot be heard after turning off the ""Sound Effect""."
3140023,Pause/resume player interface music,%1%2's music played on the interface,
3150001,Execute the script,Execute the script %1,
3160001,Play Ad (Old),"Play ad to %1, set the name as %2 and run %3 (old)",
3160002,Open Developer Shop (Old),Make %1 open the Developer Shop (triggered only by pressing and releasing the button),
3160003,Display Item Purchase Window,"Show %2 purchase window for %1, recommendation text is %3",
3160004,Play Video,Open %2 for %1 and autoplay the video,
3160005,Play Ad,"Play ad to %1, set the name as %2 and run %3 (triggered only by pressing and releasing the button)",
3160006,Open Developer Shop,Open Developer Shop for %1,
3160007,Open the specified page in Developer Shop,"Open Developer Shop %2 for %1, store name %3",
3160008,Open item details page,Open %2 details page for %1 (triggered only by pressing and releasing the button),
3160009,Open skin item details page,Open %2 details page for %1 (triggered only by pressing and releasing the button),
3160010,Display Skin Purchase Window,"Show %2 purchase window for %1, recommendation text is %3",
3160011,Open Skin Page in Developer Shop,Open the Developer Shop Skin Page for %1 (triggered only by pressing and releasing the button),
3161001,Set course target status,Set the completion status of task No.%1 to %2,
3161002,Display Course Target Area,Set task target area to %1,
3170001,Create Display Info on the location,Create %2 in %1,
3170002,Create Display Info on the player,"Create %2 in %1, offset %4 to %3",
3170003,Create Display Info on the Creature,"Create %2 in %1, offset %4 to %3",
3170004,Create Display Info on the Projectile,"Create %2 in %1, offset %4 to %3",
3170005,Delete Display Info on locations,Delete %3 with ID of %2 on %1,
3170006,Delete Display Info on players,Delete %3 with ID of %2 on %1,
3170007,Delete Display Info on creatures,Delete %3 with ID of %2 on %1,
3170008,Delete Display Info on projectiles,Delete %3 with ID of %2 on %1,
3170009,Create flat Display Info on the location,"Create %2 in %1, offset %3 to X axis, %4 to Y axis",
3170010,Create flat Display Info on the player,"Create %2 in %1, offset %3 to X axis, %4 to Y axis",
3170011,Create flat Display Info on the Creature,"Create %2 in %1, offset %3 to X axis, %4 to Y axis",
3170012,Create flat Display Info on the Projectile,"Create %2 in %1, offset %3 to X axis, %4 to Y axis",
3180001,Add any value to any group,Add %2 into %1,"1. Add position: insert a value at the end.
2. When using this action to add values to variable types such as Location Groups, Area Groups, Creature Groups, Player Groups, Timer Groups, the same value cannot be added repeatedly.
3. Variable types such as Numerical Groups, String Groups, Boolean Groups, Block Type Groups, Item Type Groups, Creature Type Groups, Special Effect Type Groups can be repeatedly added with the same value."
3180002,Set the value of the specified number to null in any group,Set the value with ID %2 to null in %1,"If it is set to a null value, the position will be occupied. For example, a = {1，2，3}, if 1 is set to a null value, then a = {nil，2，3}."
3180003,Set any value to null in any group,Set %2 to null in %1,"Content match clearing will set all the same values to null values. For example, a = {1,1,2,3}, if 1 is set to a null value, then it will be a = {nil，nil，2,3}."
3180004,Clear any group,Clear %1,Delete all values of the group
3180005,Insert any value in any group,Insert %3 at position %2 of %1,"Inserting forward will affect the sequence. For example, if 5 is inserted into a = {1、2、3、4} in the second position, then it will be a = {1、5、2、3、4}."
3180006,Delete the value of the specified number in any group,Delete the value with ID %2 from %1,"Deleting a value will affect the sorting, and the following value will go forward. For example, after deleting 2, a = {1、2、3、4} will become a ={1、3、4}."
3180007,Delete any value in any group,Delete %2 in %1,"Content match clearing. For example, if 1 is deleted in a = {1,1,2,3}, all 1 will be deleted. It will become a = {2,3}."
3180008,Clear the null values of any group,Clear the null value of %1,"Automatically carry after the empty value is cleared. For example, after clearing, a = {1、nil、2、nil、nil、3} becomes a ={1、2、3}."
3180009,Add a set of values to any group,Add all values of %2 into %1,"Add all the values of Group b in the original order at the end of Group a, including null values. For example, a = {1，2，3}, b = {4，5，6}. Add b to a, then a = {1，2，3，4，5，6}."
3180010,Set a set of values to null in any group,Set repeated values with %2 to null in %1,"1. De-duplication. Set the duplicate values in Group A and Group B to null values. Duplicate null values will not be deleted.
2. If there are multiple duplicate values, the first value will be set to null first. Take a = {1，1，1，2，3} b = {1，1，2} for example, it will become a = {nil，nil，1，nil，3}, first set 1 where ix = 1 and ix = 2."
3180011,Delete a set of values in any group,Delete the repeated values with %2 in %1,"1. De-duplication. Delete duplicate values in Group A and Group B, duplicate null values will be deleted.
2. If there are multiple duplicate values, the first value will be deleted first. Take a = {1，1，1，2，3} b = {1，1，2} for example, after deletion, it will become a = {1，3}, first delete 1 where ix = 1 and ix = 2."
3180012,Insert a set of values in any group,Insert all values of %3 at position %2 of %1,"1. Inserting forward will affect the sequence. For example, if b = {5，6，7} is inserted into a = {1，2，3，4} in the second position, then it will be a = {1，5，6，7，2，3，4}
2. If there is no value at the inserted position, it will be the same as the assignment. For example, if  is inserted into  in the fourth position, then it will be. For example, if b = {4，5，6} is inserted into a = {1，2，3} in the fourth position, then it will be a = {1，2，3，4，5，6}."
3180013,Set the value of the specified number in any group,Set the value of ID %2 in %1 to %3,Assignment operation is the same as the existing assignment logic.
3180014,Replace any value in any group,Replace all %2 in %1 with %3,"Replace all matching content. For example a = {1，1，1，2，3}, replace 1 with 5, then a = {5，5，5，2，3}."
3180015,Sort the values of any group,Sort value %2 of %1,"1. Sort by number.
2. The String Groups are sorted according to the string length. If two of them have the same length, they'll be sorted according to the original order."
3190001,Hide Unit,Make %1 set %2's %3's display attribute to hidden,
3190002,Set text content,Make %1 set the text of %2's %3 to %4,
3190003,Set pattern\button content,Make %1 set the pattern of %2's %3 to %4,
3190004,Set the size of the pattern\button,Make %1 set %2's %3 to have a width of %4 and a height of %5,
3190005,Set text font size,Make %1 set the font of %2's %3 to %4,
3190006,Set unit color,Make %1 set the color of %2's %3 to %4,
3190007,Display Unit,Make %1 set %2's %3's display attribute to display,
3190008,Rotation Unit,Make %1 set %2's %3 to rotate clockwise %4,
3190009,Open Interface,Make %1 open %2,
3190010,Close interface,Make %1 close %2,
3190011,Set unit transparency,Make %1 set the transparency of %2's %3 to %4,
3190012,Switch Page Status,Make %1's %2 switch to %3,
3190013,Set unit location,Make %1 set the coordinates of %2's %3 to X%4 Y%5,
3190014,Switch Page Status (Smart Animation),"Make %1's %2 switch to %3, animation %4, duration %5s",
3190015,Open interface (Animation),"Make %1 open %2, animation %3, duration %4s",
3190016,Close interface (Animation),"Make %1 close %2, animation %3, duration %4s",
3190017,Display Unit (Animation),"Make %1 set %2's %3 to display, animation %4, duration %5s",
3190018,Hide Unit (Animation),"Make %1 set %2's %3 to hidden, animation %4, duration %5s",
3190019,Play unit animation,Make %1 set %2's %3 to play animation %4,
3190020,Play unit animation and wait,Make %1 set %2's %3 to play animation %4 and wait,
3190021,Set text content (animation),Make %1 set the text of %2's %3 to %4 and play animation %5,
3190022,Smoothly move the unit to the coordinates,Make %1 set %2's %3 smooth motion %4,
3190023,Increase the unit's coordinates smoothly,Make %1 set %2's %3 smooth motion %4,
3190024,Smoothly scale the unit to the width and height,Make %1 set %2's %3 smooth motion %4,
3190025,Smoothly increase the unit's width and height,Make %1 set %2's %3 smooth motion %4,
3190026,Smoothly rotate the unit to the angle,Make %1 set %2's %3 smooth motion %4,
3190027,Smoothly increase the unit's angle,Make %1 set %2's %3 smooth motion %4,
3190028,Stop all animations of the unit,Make %1 set %2's %3 to stop playing all animations,
3200001,Set the image of the player's Display Panel,Set the %1%2 image to %3,"1. The same Display Panel can display different content to different players.
2. This event needs to be executed once for all players to allow them to see the same content."
3200002,Set the video of the player's Display Panel,Set the %1%2 video link to %3,"1. The same Display Panel can display different content to different players.
2. This event needs to be executed once for all players to allow them to see the same content."
3200003,Set the interface of the player's Display Panel,Set the %1%2 display interface to %3,"1. The same Display Panel can display different content to different players.
2. This event needs to be executed once for all players to allow them to see the same content."
3200004,Show the Display Panel to the player,Show %2 for %1,"The Display Panel can have different statuses for each player, which can be displayed to Player A and hidden to Player B."
3200005,Hide the Display Panel from the player,Set %2 as hidden for %1,"The Display Panel can have different statuses for each player, which can be displayed to Player A and hidden to Player B."
3200006,Set the playback mode for the player's Display Panel,Set the video playback mode of this %1%2 to %3,
3200007,Set the web video of the player's Display Panel,Set the %1%2 to display the online video link as %3,
320001,Camera Coordinates,The camera coordinates for %1 are %2,
320002,Camera Angle,The camera for %1 is at a %2 angle,
320003,Camera FOV,%1's FOV,
3210001,Set player's values in the Ranking List,Set the value of %2 in %1 to %3,"1. Players' UID can be used as an index to set the players' value in the server Ranking List.
2. Save players' data into the server's Ranking List, and you can make a full Ranking List.
#3. For those who have the same scores, the one who enters the Ranking List earlier will rank higher.
4. The Ranking List will be effective in the cloud server map once the map is uploaded."
3210002,Set specified name's values in the Ranking List,Set the value named %2 as %3 in %1,"1. Customize the index name. Only letters, numbers, underscores, and asterisks are allowed.
2. The Ranking List can be indexed by filling in the script reference name using the input box."
3210003,Delete the player's value from the Ranking List,Delete %2's values from %1,
3210004,Delete the value of the specified name from the Ranking List,Delete the value named %2 from %1,
3210005,Auto calculate using the values of specified players in the Ranking List,Add %3 to the value of %2 in %1,This action can be used when multiple rooms operate on the same value without causing the values to overwrite each other
3210006,Auto calculate using the values of specified names in the Ranking List,Add %3 to the value of %2 in %1,This action can be used when multiple rooms operate on the same value without causing the values to overwrite each other
3210007,Obtain the value of the specified rank in the Ranking List,"Obtain the value that ranked No.%2 in the %4 method in %1, and run %3 to pass the value to the event","1. The Ranking List will only allow positive integers, the ascending order is from small to large, and the descending order is from large to small.
2. All parameters of this event are transferred to the executed [event], such as [player that triggered the event], [target player in event], [creature that triggered the event], etc.
3. You can get xx from the server/Ranking List to get four values of name, player, value, and Ranking List."
3210008,Obtain the value of the specified player in the Ranking List,Obtain %2's value in %1 and run %3 to pass the value to the event,"1. All parameters of this event are transferred to the executed [event], such as [player that triggered the event], [target player in the event], [creature that triggered the event], etc.
2. You can get xx from the server/Ranking List to get four values of name, player, value, and Ranking List."
3210009,Obtain the value of the specified name in the Ranking List,Obtain %2's value in %1 and run %3 to pass the value to the event,"1. All parameters of this event are transferred to the executed [event], such as [player that triggered the event], [target player in the event], [creature that triggered the event], etc.
2. You can get xx from the server/Ranking List to get four values of name, player, value, and Ranking List."
3210010,Set a random value of the specified name in the table,Set the value of %2 in %1 to %3,"1. Use period to split the index, which has an impact on the use of scripts. Ignore this if only event is used."
3210011,Delete the value of the specified name from the table,Delete the value named %2 from %1,
3210012,Obtain the value of the specified name in the table,Obtain %2's value in %1 and run %3 to pass the value to the event,
3210013,Empty Table,Clear %1,Unable to be recovered once deleted. Please be cautious.
3210014,Clear Ranking List,Clear %1,Unable to be recovered once deleted. Please be cautious.
3210015,Report player data,"Report %1 data, the event name is %2","By using different event combinations in custom event names, you can report the player's behavior data. After reporting, you can view the player's data in the Creator Center's backend."
3220001,Show rating pop-up to the player,Show rating pop-up to %1,"① Players can only trigger this after playing for a while (3 minutes after entering the map).
② This will only be triggered once every 10 min, and it won't be triggered if the player has already reviewed this map.
③ Re-entering the map or switching to edit mode can make it pop up again, which is convenient for testing."
3220002,Show favorite pop-up for the player,Show favorite pop-up for %1,"① Players can only trigger this after playing for a while (3 minutes after entering the map).
② This will only be triggered once every 10 min, and it won't be triggered if the player has already reviewed this map.
③ Re-entering the map or switching to edit mode can make it pop up again, which is convenient for testing."
3220003,Display follow-the-author pop-up to players,Display %2 pop-up to %1,
40001,Team Attribute,%2 attribute of %1,
40003,Event Position,Event Position,
40004,Spawn Point,Spawn Point,
40005,Emote in Event,Emote in Event,
40006,Status Effect in Event,Status Effect in Event,
40007,Special Effect Type in Event,Special Effect Type in Event,
40008,Last created Special Effect Type,Last created Special Effect Type,
40009,Block Type in Event,Block Type in Event,
40010,Last created Block Type,Last created Block Type,
40011,Quick Bar in Event,Quick Bar in Event,
40012,Equipment Bar in Event,Equipment Bar in Event,
40013,Event Unit,Event Unit,
40014,Event Interface,Event Interface,
40015,Event String,Event String,
40016,Current Editing Interface,Current Editing Interface,
40017,Music in Event,Music in Event,
40018,The object that performs the action,The object that performs the action,
40019,Recipes in Event,Recipes in Event,
40020,Melting in Event,Melting in Event,
40021,Storyline in Event,Storyline in Event,
40022,Area in event,Area in event,
40023,Damage in event,Damage in event,
5000001,Repeat Execution,Repeat executing #n%1,
5000002,Repeat execution several times,Repeat executing #n%1 for %1 times,
5000003,Repeat execution until,Repeat execution until %1#n%1,
5000004,Exit Loop,Exit Loop,
5000005,If... then,"If %1, then #n%1",
5000006,If... otherwise,"If %1, then #n%1#n. Otherwise, #n%1.",
5000007,Keep waiting until,Keep waiting until %1,
5000008,Stop,Stop %1,
50001,Player Location,%1's Location,
50002,The player's Front Sight position,%1's Front Sight,
50003,Player Attribute,%2 attribute of %1,
50004,The player's number of items,%1's number of %2,
50006,Player's Orientation,%1's Facing Angle,
50007,Player's Name,%1's Name,
50012,Host,Host,
50018,Player's Team,%1's Team,
50019,Player's Private Variable (Area),%1's %2 (Area),
50020,Player's Private Variable (Location),%1's %2 (Location),
50021,Player's Private Variable (Value),%1's %2 (Value),
50022,Player's Private Variable (String),%1's %2 (String),
50023,Player's Private Variable (Boolean Value),%1's %2 (Boolean Value),
50024,Player's Private Variable (Player),%1's %2 (Player),
50025,Player's Private Variable (Player Group),%1's %2 (Player Group),
50026,Player's Private Variable (Block Type),%1's %2 (Block Type),
50027,Player's Private Variable (Item Type),%1's %2 (Item Type),
50028,Player's Private Variable (Creature),%1's %2 (Creature),
50029,Player's Private Variable (Creature Type),%1's %2 (Creature Type),
50030,Player's Private Variable (Creature Group),%1's %2 (Creature Group),
50031,Player's Private Variable (Timer),%1's %2 (Timer),
50032,Player's Private Variable (Special Effect Type),%1's %2 (Special Effect Type),
50033,Player's Front Sight Direction,%1's Front Sight Direction,
50034,The item type held by the player,The item type held by %1,
50035,Player,Player %1,
50036,Player Group,Player Group %1,
50037,The player's appearance,%1's Appearance,
50038,Player Group,Player Group %1,
50039,Player's Private Variable (Location Group),%1's %2 (Location Group),
50040,Player's Private Variable (Area Group),%1's %2 (Area Group),
50041,Player's Private Variable (Numerical Group),%1's %2 (Numerical Group),
50042,Player's Private Variable (String Group),%1's %2 (String Group),
50043,Player's Private Variable (Boolean Group),%1's %2 (Boolean Group),
50044,Player's Private Variable (Block Type Group),%1's %2 (Block Type Group),
50045,Player's Private Variable (Item Type Group),%1's %2 (Item Type Group),
50046,Player's Private Variable (Creature Type Group),%1's %2 (Creature Type Group),
50047,Player's Private Variable (Timer Group),%1's %2 (Timer Group),
50048,Player's Private Variable (Special Effect Type Group),%1's %2 (Special Effect Type Group),
50049,Random appearance type,Random appearance type,
50050,The player's UID,%1's UID,
50051,Obtain player with specific UID,Obtain player with UID as %1,
50052,The total remaining number of items that can be stored in the player's backpack,Obtain the total remaining number of slots in %1's backpack and Quick Bar that can store %2,
50053,Player Backpack Item Type,Obtain %1's %2 item type,
50054,Player Backpack Item Name,Obtain %1's %2 item name,
50055,Obtain the number of player's items,Obtain the current number of %1%2,
50056,Obtain the remaining time of the player's status,Obtain %1's %2 remaining time,
50099,True private variable templates,True private variable templates,
50119,Variable Template (Area),Variable Template (Area),
50120,Variable Template (Location),Variable Template (Location),
50121,Variable Template (Value),Variable Template (Value),
50122,Variable Template (String),Variable Template (String),
50123,Variable Template (Boolean Value),Variable Template (Boolean Value),
50124,Variable Template (Player),Variable Template (Player),
50125,Variable Template (Player Group),Variable Template (Player Group),
50126,Variable Template (Block Type),Variable Template (Block Type),
50127,Variable Template (Item Type),Variable Template (Item Type),
50128,Variable Template (Creature),Variable Template (Creature),
50129,Variable Template (Creature Type),Variable Template (Creature Type),
50130,Variable Template (Creature Group),Variable Template (Creature Group),
50131,Variable Template (Timer),Variable Template (Timer),
50132,Variable Template (Special Effect Type),Variable Template (Special Effect Type),
50139,Variable Template (Location Group),Variable Template (Location Group),
50140,Variable Template (Area Group),Variable Template (Area Group),
50141,Variable Template (Numerical Group),Variable Template (Numerical Group),
50142,Variable Template (String Group),Variable Template (String Group),
50143,Variable Template (Boolean Group),Variable Template (Boolean Group),
50144,Variable Template (Block Type Group),Variable Template (Block Type Group),
50145,Variable Template (Item Type Group),Variable Template (Item Type Group),
50146,Variable Template (Creature Type Group),Variable Template (Creature Type Group),
50147,Variable Template (Timer Group),Variable Template (Timer Group),
50148,Variable Template (Special Effect Type Group),Variable Template (Special Effect Type Group),
50149,Variable Template (Ranking List),Variable Template (Ranking List),
50150,Variable Template (1D Table),Variable Template (1D Table),
50151,Variable Template (2D Table),%1's %2 (2D Table),
60001,Number of Players in Player Group,Number of players in %1,
60002,Player ID in Player Group,%2's ID in %1,
60003,Number of Players in Game,Number of players in the current game,
60004,Player with the specific number in Player Group,Player ID %2 in %1,
60005,Random Player in Player Group,Random Player in %1,
60006,All Players,All Players,
60007,All Players in team,All Players in %1,
60008,All Players in Area,All Players in %1,
60009,Player that triggered the event,Player that triggered the event,
60010,Target Players in Event,Target Players in Event,
60011,Players that launch projectiles,Players that launch projectiles,
60012,Player’s first inviter,%1’s first inviter,
60013,New player group of player’s invitation,New player group successfully invited by %1,At most 200 players are available for this interface
60014,All player group of player’s invitation,All player group successfully invited by %1,At most 200 players are available for this interface
70001,Creature Location,%1's Location,
70002,Creature Attribute,%2 attribute of %1,
70004,Obtain Creature ID in Creature Group,%2's ID in %1,
70005,Creature's Facing Angle,%1's Facing Angle,
70006,Creature Type Name,%1's Type Name,
70012,Creature Team,%1's Team,
70013,Specified Creature Type,%1's Type,
70014,Random Creature Type,Random Creature type,
70015,Creature Type,Creature Type %1,
70016,Creature Group,Creature Group %1,
70017,Creature's Appearance,%1's Appearance,
70018,Creature Group,Creature Group %1,
70019,Creature Type Group,Creature Type Group %1,
70020,Creature,Creature %1,
70021,Creature Type Name,%1's Type Name,
70022,Creature Type Description,%1's Plugin Description,
80001,Number of Creatures in Creature Group,Number of creatures in %1,
80002,Creature with specified numbers in the Creature Group,Creature ID %2 in %1,
80003,Random Creature in Creature Group,Random Creature in %1,
80004,All Creatures in Team,All Creatures in %1,
80005,All Creatures in Area,All Creatures in %1,
80006,Creature that triggered the event,Creature that triggered the event,
80007,Target Creature in Event,Target Creature in Event,
80008,Creature Type that triggered the event,Creature Type that triggered the event,
80009,Target Creature type in Event,Target Creature type in Event,
80010,Last created Creature,Last created Creature,
80011,Last created Creature Type,Last created Creature Type,
80012,Creatures that launch projectiles,Creatures that launch projectiles,
90001,Location of Drops,%1's Location,
90002,Number of Drops,%1's Number,
90003,The number of items that have changed in the player's Backpack,The number of items that have changed in the player's Backpack,
90004,Item Type Name,%1's Type Name,
90008,Drops Type,%1's Type,
90009,Item Type,Item Type %1,
90012,Item Type Group,Item Type Group %1,
90013,Random Item Type,Random Item Type,
90014,Item Type in Event,Item Type in Event,
