ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
116,Rory,"A princess of Rory Wonderland with the magical powers of healing and love. After being transformed into a doll by the queen, she met a prince and made a pact together. Thus, she regained her form and magical powers and was back to that happy-go-lucky girl that loves strawberries.",@Null@,Avatar: Unlock Avatar,Body Effect: Hearts are around you!,@Null@,,,
117,Light Shimmer,"Just like the light, her form is determined by the one who summons her. Similar to the existence of a shadow, her true self is yet to be discovered, which leads to her deep desire for freedom.",@Null@,Avatar: Unlock Avatar,Body Effect: Golden dusts are around you!,@Null@,,,
118,Cinderella,"""Miracles happen with the power of imagination"" is the motto of the optimistic Cinderella. Even while doing chores, she imagines herself as a beautiful princess in fairytales. Her fairy friend turned her imagination into reality during the Royal Ball.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves crystal shoes prints wherever you walk.,@Null@,,,
119,Princess Soul,Game version is too low,@Null@,Avatar: Unlock Avatar,Footprint: Leaves flower footprints wherever you walk.,@Null@,,,
120,Dragonian Linxiu,"Scaly has never left the oceans. Due to the stories of Nacha, he developed a phobia of the lands. During this adventure, he becomes much braver and discovers that the lands are not as scary as he thought. All these are just a test of his father to let him become a successor of the surfing waters.",@Null@,Avatar: Unlock Avatar,Body Effect: Magic Ice Crystals are around you!,@Null@,,,
121,Meow Meow,"""What do you mean by I am little! Take a guess at when this fish bone will appear at your couch?"" Lively and free, Meow Meow likes to show off his darting skills with the fish bones. Don't be bluffed by his cute appearance, as everyone knows he is the king of mischief.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves cat head footprints wherever you walk.,@Null@,,,
122,White Swan Odette,"As the day meets night, dreams and reality cross their paths. But who am I among all these?",@Null@,Avatar: Unlock Avatar,Body Effect: White Swan feathers are around you!,@Null@,,,
123,Cecil,"One of the eight members of Lingxi Pavilion who lives in the holy ground of Rory Wonderland-Four Clocks with the power to control time and countless identities. With silver long hair and eyes like the galaxies, he's noble, elegant, and calm in times of crisis.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves clock footprints wherever you walk.,@Null@,,,
124,Jessie,Jessie and Jerry are besties that grew up together. Jessie used to be timid but influenced by the bravery of Jerry. She learnt to use her bells to summon little jellyfish for help and was never timid anymore. Because the most powerful secret weapon is the power of bravery and friendship!,@Null@,Avatar: Unlock Avatar,Footprint: Leaves jellyfish footprints wherever you walk.,@Null@,,,
125,Speedy Swirly,"Speedy Swirly is an impatient fellow with endless energy, so that he couldn't stop even for a moment. He likes to collect small things. So if you ever need anything, just ask Speedy Swirly! He might just have what you need.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves snail footprints wherever you walk.,@Null@,,,
126,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
127,Black Swan-Odette,"Reality and dreams are separated. Days and nights have their own splendor. And I, am just myself.",@Null@,Avatar: Unlock Avatar,Body Effect: Purple feathers are around you!,@Null@,,,
128,Frog Prince Croak,"""Hang on a little more, and you might fulfill your promise with her.""#rThe researcher of swamp creatures always looks at the golden little ball within his palms to encourage himself. In this swamp lies his shimmering hope.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves Lotus Leaf footprints wherever you walk.,@Null@,,,
129,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
130,Snow White Sophia,"""These are my best friends, a total of 7 of them.""#rSophia's toy store has many exquisite dolls. She often whispers to the dolls as though they are alive. To obtain her dolls, you can't use money, but instead you have to exchange it with something important to you. What can it be?",@Null@,Avatar: Unlock Avatar,Footprint: Leaves apple footprints wherever you walk.,@Null@,,,
131,Hansel,"A boy who was thoughtful and took good care of his sister. He and his sister were lost in the dense forest for more than a month, but miraculously returned together. He rarely mentioned his experience in the dense forest, but he has carried the baguette ever since. The bird on his shoulder was said to have been picked up at that time.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves bread footprints wherever you walk.,@Null@,,,
132,Gretel,"Gretel trusts her brother very much. She loves collecting and cooking, and is especially good at baking and making desserts. She claims that she learned these skills when she is lost. How did she learn these skills in the deserted dense forest?",@Null@,Avatar: Unlock Avatar,Footprint: Leaves peach blossom footprints wherever you walk.,@Null@,,,
133,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
134,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
135,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
136,Howl,"""Who knows more about the power of emotions than me?""#rAs the boss of Happy Movers Company, friendly Howl can move anything, and his mood is basically written on his face. If you see the pattern on his collar changes, don't worry, that's just Howl preparing to unleash the power of his emotions!",@Null@,Avatar: Unlock Avatar,Footprint: Leaves dogee head footprints wherever you walk.,@Null@,,,
137,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
138,Spring Rain,"""Do you enjoy listening to the sound of rain?""#rAs the Bringer of Seasons, Spring Rain is an ecological researcher of Offa Planet that represents the power of rebirth. She enjoys riding in her giant clover, manipulating the clouds and rain.",@Null@,Avatar: Unlock Avatar,Body Effect: Butterfly fairies are around you!,@Null@,,,
139,Summer,"""How can my street performance be interrupted by this weather?""#rAfter becoming the Bringer of Seasons, Summer gets more bedazzled by the world beyond, regardless of the extreme heat or wild wind. Nobody knows if it's casual or stressful.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves ripple footprints wherever you walk.,@Null@,,,
140,Autumn Fruit,"""Have some juice! It's not me who controls the season, but the power of nature chooses me.""#rUnlike the volatile Summer and Winter, Autumn Fruit prefers the quiet and calm power of the earth and uses it sparingly. This journey is not just to save the Garden, but to uphold the responsibilities that comes with powers.",@Null@,Avatar: Unlock Avatar,Body Effect: Maple leaves are around you!,@Null@,,,
141,Blue,"Blue is the Guardian Fairy of the Magic Fairy Fortress who's under the orders of the Magic Fairy Queen. She came to the human world as a nanny in the Ling family. In the meantime, she's also the best friend and magic mentor of Maggi and Snowy.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves small yellow flower footprints wherever you walk.,@Null@,,,
142,Fables,Sakura Skin Swap,@Null@,Avatar: Unlock Avatar,Body Effect: Bunnies are around you!,@Null@,,,
143,Maggi,"Maggi is the elder sister of the Ling family and a little fairy of the human world. She's righteous, optimistic, active and kind with a touch of wit. Sometimes she's arrogant, other times she's mischievous. She has a talent for painting, but is quite impatient and not keen on studying.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves small blue flower footprints wherever you walk.,@Null@,,,
144,Snowy,"Snowy is the younger sister of the Ling family and a little fairy of the human world. She's generous, mature, clever and calm. She does things neatly, enjoys studying and reads a lot. She has great results and is good at analyzing. Although she is younger, she ends up being the one taking care of her elder sister Maggi.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves bubble footprints wherever you walk.,@Null@,,,
145,Prince Amusement,"Amusement is the prince of Magic Fairy Fortress with blue hair. He left the fortress due to a misunderstanding with the Magic Fairy Queen. Although he may look cool on the outside, he is actually a warmhearted boy filled with righteousness and a little pride.",@Null@,Avatar: Unlock Avatar,Body Effect: Shiny stars are around you!,@Null@,,,
146,Sakura,"""Sakura blooms upon the path, and the green willows grow beside the pond. As the swallow chirps, yet another year of missing love had passed.""#rAs the inheritor of a gardening empire, Sakura carefully guards the majestic sea of flowers on Nioh Star.",@Null@,Avatar: Unlock Avatar,Body Effect: Petals are around you!,@Null@,,,
147,Lightning Beam,"""What lies beyond the clouds? Nothing but rain, thunder, wind, lightning and snow.""#rLightning Beam enjoys walking among the clouds. He often uses his magic to fly atop the skies, overlooking the entire city of people brisking through rain and snow.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves droplet footprints wherever you walk.,@Null@,,,
148,Winter,"""Nothing beats the beauty of the polar lights here, other than you.""#rThe lonely star traveler was cursed by the Void beast in order to protect his gardenland. As the Bringer of Seasons with gentle nature, he volunteered to become a weapon of the planet, bringing the most terrifying blizzard storms you can ever imagine to enemies.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves small universe footprints wherever you walk.,@Null@,,,
149,Rarity,"She is the diva of Ponyville who's beautiful, elegant, confident and full of charm. Being a genius fashion designer with her own fashion store, she likes to see other ponies wearing the costumes she designed and made. Also, she has a cat named Opal.",@Null@,Avatar: Unlock Avatar,Body Effect: Small diamonds are around you!,@Null@,,,
150,Applejack,"Applejack is reliable, honest and helpful. She often supports and protects her friends. She is mainly responsible for harvesting apples in the Sweet Apple Garden, and pet dog Knire is her good partner. Applejack represents ""honesty"" in the Elements of Harmony.",@Null@,Avatar: Unlock Avatar,Body Effect: Small apples are around you!,@Null@,,,
151,Aladdin,"""Pursue the trail of Kushia and go collect the treasure of the Lunar Sand, Aladdin...""
Used by the mysterious magician, he got the wordless magical book ""The Arabian Nights"" in the Lunar Sand Ruin full of traps. He was determined to resist, so he embarked on a journey looking for the treasures of Lunar Sand.",@Null@,Avatar: Unlock Avatar,Body Effect: Mysterious symbols are around you!,@Null@,,,
152,Pinocchio,"""Even the wood will embrace the burning flames to feel the warmth.""",@Null@,Avatar: Unlock Avatar,Footprint: Leaves bowknot footprints wherever you walk.,@Null@,,,
153,Tasha,"""Life is like a wind-up clock. People are tired of its ticking, but are also afraid that it will stop at the best moment.""",@Null@,Avatar: Unlock Avatar,Body Effect: Shiny feathers are around you!,@Null@,,,
154,Amy,"Amy, Jessi and Alyssa are besties and together they fight against the Black Demon Lord. Amy's sense of smell is particularly sensitive. After becoming a magic fairy, she can often detect enemies with her keen sense of smell, which helps a lot. Although she is gentle and cries often, she is tougher than she looks and is quite calm when troubles find her.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves star footprints wherever you walk.,@Null@,,,
155,Jessi,"Amy, Jessi and Alyssa are besties and together they fight against the Black Demon Lord. Jessi is sensitive to colors, and has a wild imagination. She is a rare painting genius who rarely speaks. She is a kind girl, though her personality is somewhat persistent and stubborn.",@Null@,Avatar: Unlock Avatar,Body Effect: Pink lights are around you!,@Null@,,,
156,Alyssa,"Alyssa is the Princess of the Magic Kingdom-Rainbow Fort. She has beautiful blonde pigtails and wears a crown. Being lively and cheerful, she loves to talk and is quite adventurous, fearless, but also impulsive. When she's unhappy, she often paints with magic colors.",@Null@,Avatar: Unlock Avatar,Body Effect: Magic power is around you!,@Null@,,,
157,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
158,Vampiric Magician Lotte,"With a whistle, the snowy owl flew from the sky and stopped on the shoulder of the boy.
The boy with a pale skin took the letter from the owl, blinked his green eyes, tilted his head and asked,
""Have you seen a vampire who knows magic?""",@Null@,Avatar: Unlock Avatar,Body Effect: Magic starlights are around you!,@Null@,,,
159,Lunar Fairy,@Null@,@Null@,Avatar: Unlock Avatar,Body Effect: Flowers and white bunnies prints are around you!,@Null@,,,
160,Jade,"Lotus paste or jujube paste? Custard or matcha? We have everything!
Little moon cakes, with round outer skins, possess wonders and surprises within.
I will unleash my unlimited creativity, bringing Chinese-style desserts to a whole new level that is bound to be popular across the universe!
And you, ready to accept this sweet heavenly taste?",@Null@,Avatar: Unlock Avatar,Body Effect: Small butterflies are around you!,@Null@,,,
161,Trumpeter Nita,"Nita was originally a porcelain rabbit doll in the garden of Cinderella's home. She witnessed the situation where Cinderella tried to practice magic in the garden every night as she missed her mother. Later, Nita was given life by magic. Going through the jungle and pushing away the thorns, she just wanted to let her magic garden bloom again.",@Null@,Avatar: Unlock Avatar,Body Effect: Musical Notes are around you!,#cda5b0aObtained from dreamer pack only#n,,,
162,Drummer Nippe,"Nippe and his sister Nita are a pair of ceramic rabbit ornaments that the conductor gave to the garden of Cinderella. Unlike Nita who wants to stay in the garden, Nippe secretly feels that he is more important to the conductor and wants to go back to the orchestra.",@Null@,Avatar: Unlock Avatar,Body Effect: Musical Notes are around you!,#cda5b0aObtained from dreamer pack only#n,,,
163,Dragon Bell,@Null@,@Null@,Avatar: Unlock Avatar,Footprint: Leaves steamed bun footprints wherever you walk.,@Null@,,,
164,Nineteen,"Hey, he looks like a child, but he is an actual master.
With Master Wanli and his brothers here, he won't cast his killer move ""Flying Dragon"" that easily.
Sure enough, he still likes playing games with his brothers the most! If he loses... he'll definitely cry!",@Null@,Avatar: Unlock Avatar,Body Effect: Energy particles are around your head!,@Null@,,,
165,Sweetheart Teddy,"The softness of fudges and the rigidity of hard candies are all in terms of inheritance. The Sweetheart Teddy has the perfect combination of softness and rigidity, representing the sweetest heart.",@Null@,Avatar: Unlock Avatar,Footprint: Candies will be dropped and Teddy footprints will be left wherever you walk.,#cda5b0aOnly from Gachapon#n,,,
166,Dreamy,"Yawning is my signature move. Everyone calls me a day dreamer.
The sun, the stars, and the moon are all in my soft pillow.
Put on the blindfold and I'll immediately fall asleep.
Day and night, come and dream with me!",@Null@,Avatar: Unlock Avatar,Body Effect: Sleepy bubbles are around you!,#cda5b0aObtained from dreamer pack only#n,,,
167,Princess Polly,"When the mists of life are uncovered, do you dare to approach the concealed door that hides the truth?
She is the ""queen"" of the castle that commands the Dango, and a Tech girl who is imprisoned at home.
Did you hear that? As she cries out loud,
""The one who fetters me will surely become the losers under my skirt!""",@Null@,Avatar: Unlock Avatar,Footprint: Leaves glowing Bubblus footprints wherever you walk.,@Null@,,,
168,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
169,Warbler the Singer Ying Chu,"""As the birds sing and dance, it reminds people about something deep in heart. As the time passed and the breeze was faint, will the ruler of the world emerge.
She understands her destiny and beliefs.
Because the things that need to be guarded are more precious than gold and jewelries.",@Null@,Avatar: Unlock Avatar,Body Effect: Golden ginkgo leaves are around you!,#cda5b0aInteraction: Meet with Kong Hou!#n,,,
170,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
171,Sky Marquis Kong Hou,"The emperor trapped in a nightmare is struggling to find the lingering glory.
Until he heard the cry of the soul...
Did you hear the singing? Follow along and stay alive!",@Null@,Avatar: Unlock Avatar,Body Effect: Cyan energy particles are around you!,#cda5b0aInteraction: Meet with Ying Chu!#n,,,
172,Yuer,"Dance like a rainbow with feather robes.
Like my fan and outfit?
I'm the one you're looking for!",@Null@,Avatar: Unlock Avatar,Body Effect: Green flowers are around you!,,,,
173,Zhili,"All humans are born with a good nature. But as we grow up, we start to differ.
To me, it's not cool at all to fight and kill.",@Null@,Avatar: Unlock Avatar,Body Effect: Chinese characters are around you!,,,,
174,Exorcist Casper,"Hold a lantern in hand with a raven on the shoulder. Who is the guardian of the night?
My body is endowed with the ability to disperse the darkness, but only yearns for a peaceful and good sleep.
If someone is up to no good, let him taste the power of my cross!",@Null@,Avatar: Unlock Avatar,Footprint: Leaves dark flames wherever you walk.,@Null@,,,
175,Olivia,"The night is decorated with skirt yarn, yet no one is vying for bouquets. The immortal flower, can you tell me, did the one who saved me keep a raven?",@Null@,Avatar: Unlock Avatar,Footprint: Leaves roses wherever you walk.,@Null@,,,
176,Black Kitty Yuna,I'll turn into a cute black cat tonight and go exercise my rights as a witch on humans!,@Null@,Avatar: Unlock Avatar,Body Effect: Mysterious bats are around you!,@Null@,,,
177,Spider Prince Andrew,"As the night fell, darkness gradually enveloped the world. Spiders build webs and bats go out. I am the mysterious and handsome Halloween Spirit.",@Null@,Avatar: Unlock Avatar,Body Effect: Mysterious bats are around you!,@Null@,,,
178,Agent Wolf,"Wolf Silver was born in the White Wolf clan who's agile, calm, and decisive. He is a member of the High Manda Star's Secret Service-""Beast Attack"". His weapon is a gun blade remade with the help of Mecha Meow. In the team, he acts as a striker in mid-to-close combats. The rotor drone usually hidden in his gloves can be used to assist the attack.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves agent icons wherever you walk.,@Null@,,,
179,Princess Soul,"Her real name is Flowerwing. Most people call her Princess Soul. She is the goddess who guards life and lives in the beautiful flower temple. As she respects life and soul, she guards all creatures with love. Not only does she have a friendly look, but she's also gentle inside.",@Null@,Avatar: Unlock Avatar,Body Effect: Flower butterflies are around you!,@Null@,,,
180,Dragonsky,"Fairyland's reclusive dragon girl. Yet she has a heart full of imagination and freedom. By chance, she met Dragonian Linxiu, and became friends with her by exchanging snacks. She gained a lot of knowledge about the outside world from her, hoping that it'll come in handy one day.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves bone footprints wherever you walk.,#cda5b0aOnly from Gachapon#n,,,
181,Turkey Expert Torque,"Torque is the mysterious chef of the Cooking Star. The turkey shop he owns opens only when Thanksgiving is approaching. And every time he appears, he will inevitably bring his signature dish-roast turkey.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves turkey footprints wherever you walk.,#cda5b0aObtained from dreamer pack only#n,,,
182,Strawberry Jam Berry,"Berry is the person who knows strawberries the best. She enjoys every aspect of strawberry, from planting and budding to flowering and fruiting, from picking in the field to serving the table. Berry enjoys all of them.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves strawberry footprints wherever you walk.,#cda5b0aObtained from dreamer pack only#n,,,
183,Ganesh,"Ganesh is the combination of wisdom and art. By breaking the obstacles, he brings success and happiness. There will be no perfect and ideal destiny in the world. Everyone who wants to achieve success, acquire knowledge or wisdom, must make efforts and sacrifices.",@Null@,Avatar: Unlock Avatar,Body Effect: Lotus petals are around you!,@Null@,,,
184,EDM Queen Sasha,"Sasha is the most popular singer in Terra Star. But her popularity also caused her major problems. And Sasha's music career stagnated for a while, until she met Mini-Beat by chance. This extremely talented DJ inspired her and began to experiment with EDM creation, which brought Sasha to the pinnacle of her career as a singer again...",@Null@,Avatar: Unlock Avatar,Body Effect: Colorful Musical Notes are around you!,@Null@,,,
185,Celestial Guardian Yuni,"In the magical forest of Fairyland Star lived the last group of unicorns in Phoenix Domain. In an era where magic is increasingly scarce, unicorns are also facing extinction. As the youngest one in the group, Yuni volunteered and embarked on a bumpy journey to use the forest specialty ""Magic Pearl"" in exchange for the magical power of the Wizard...",@Null@,Avatar: Unlock Avatar,Footprint: Leaves bowknot footprints wherever you walk.,@Null@,,,
186,Yun Shang,"She is a costume designer with excellent abilities and imagination, and an interstellar traveler who pays attention to creativity and inheritance.
She shuttled between various planets in the Dragon Star Territory, studying various styles of clothing.
If you want to try different dressing styles, look for her!",@Null@,Avatar: Unlock Avatar,Body Effect: Pink flowers are around you!,@Null@,,,
187,Xiang'er,"Xiang'er is Cooking Star's bringer of winter ambassador. She works day and night to organize the winter festival. From the Winter Solstice to New Year's Day, she's always busy. Before she realized it, the new year's here again!",@Null@,Avatar: Unlock Avatar,Footprint: Leaves lamb footprints wherever you walk.,@Null@,,,
188,Tinghuai,"The most anticipated child prodigy became enlightened when he was about to land his dream job, and embarked on the journey as a wandering barefoot scholar. After helping the disciples of Stargate by chance, he was able to enter the Fairyland and started the journey of ""Peach Blossom Spring""...",@Null@,Avatar: Unlock Avatar,Body Effect: Bamboo Leaves are around you!,@Null@,,,
189,Lion Dancer Dragonet,@Null@,@Null@,Avatar: Unlock Avatar,Footprint: Leaves hydrangea footprints wherever you walk.,@Null@,,,
190,Honeycomb,"""There is no honey raining down from the sky!"" This is the mantra of Honeycomb. As a newcomer in town, her diligence has impressed everyone. Every Monday at nine o'clock in the morning, there are always jars of fresh honey on everyone's doorstep. Everyone says that this is the best honey they have ever tasted.",Unlocking items can be obtained from events,Avatar: Unlock Avatar,Footprint: Leaves honey footprints wherever you walk.,#cda5b0aObtained from dreamer pack only#n,,,
191,Shen Yixian,"A master of the outer worlds who is extremely handsome, like an exiled immortal. He often transforms into a crane to escape the world. It seems that he has another mysterious identity unknown to outsiders. He is very close to Moon Fairy, and is most afraid of her getting angry.",Unlocking items can be obtained from events,Avatar: Unlock Avatar,Body Effect: Blue aura is around you!,@Null@,,,
192,Yun Yan,"Being the youngest daughter of the Fox clan, she is an old friend of Cang Hong, the Nebula Sword Fairy. Influenced by Cang Hong, she doesn't like magic but technology, and likes to fiddle with various of mechanical gadgets, which makes her look like an outlier in the clan. However, Yun Yan doesn't care about it. Only she knows about how amazing technology is！",@Null@,Avatar: Unlock Avatar,Body Effect: Pink hearts are around you!,#cda5b0aObtained from dreamer pack only#n,,,
193,Cang Hong,"The utmost mysterious ""Sword Immortal"", in addition to the name Cang Hong circulating in the world, no one knows his age, origin, and residence. It is said that his sword is an immortal one. When wielded, the sword body shines with immortal light, which can cut everything. But what is little known is that this sword actually came from the High Manda Star...",@Null@,Avatar: Unlock Avatar,Body Effect: Fairy lights are around you!,#cda5b0aObtained from dreamer pack only#n,,,
194,Katrina,"How long did it take you to forget the person you once loved?
For 500 years,
she incarnated as a messenger of darkness, waiting for his arrival in countless days and nights. In every lonely night, she turned into an undead dancer, just to see him one last time.",@Null@,Avatar: Unlock Avatar,Body Effect: Butterflies are around you!,@Null@,,,
195,Spider Girl,"I like to put myself in the bull's eye, because the next second, a smart hunter could be trapped.
There is no hope of escape, it is better to give up resistance. After all, the sweetest dream in the world is the web I weave.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves spider marks wherever you walk.,@Null@,,,
196,Miranda,"The golden crown grant me wisdom and strength. The fiery red sun nourishes all things. I, the goddess of the sun, sincerely pray that the light of life will never go out.",@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Body Effect: Sunlights are around you!,#cda5b0aConvert: Click the button on the right to switch the form #n,,
197,Emperor Hero,"The strongest armor in the infinite universe is the emperor. He is above the king. Also, he owns the one and the first armored beast — Emperor Dragon of Light.",@Null@,Body Effect: Can Transform in the game and switch the form!,Avatar: Unlock Avatar,Footprint: Leaves emperor totem footprints wherever you walk.,#cda5b0aConvert: Click the button on the right to switch the form #n,,
198,Hu Xinyu,"A martial arts master who punches hard, and collects glittering treasures!
They are all my favorites from the big ingots and copper coins to the small shell glass.
Show me your sincerity and I shall show my fist!",@Null@,Avatar: Unlock Avatar,Footprint: Leaves money bag footprints wherever you walk.,@Null@,,,
199,Hu Xiaofeng,"The wind pierced the air. Blood stirred the heart. Don't be afraid! Challenge yourself! Move your fingers, and bring it on!",@Null@,Avatar: Unlock Avatar,Footprint: Leaves tiger footprints wherever you walk.,@Null@,,,
200,Evelyn,"Crossing the stream, walking through the mountains, listening to the birds chipping, smelling the fragrance of wildflowers. If a butterfly strays into my pocket, don't be afraid! I will set you free.",@Null@,Avatar: Unlock Avatar,Body Effect: Pink butterflies are around you!,@Null@,,,
201,Tyrinn,"The truth is hidden in the jungle. The mystery hides behind the hills. Knowledges come from the smart brain, but wisdom shines through practice!",@Null@,Avatar: Unlock Avatar,Body Effect: Orange butterflies are around you!,@Null@,,,
202,Frost,"Cloud-like fluffy hair, gem-like sparkling eyes, butterfly-like bright hairpins... You are as sweet as cotton candy! Come, indulge with me in joy in this light and soft cloud sea!",@Null@,Avatar: Unlock Avatar,Body Effect: Cotton Candies are around you!,#cda5b0aObtained from dreamer pack only#n,,,
203,Butterfly Flower Fairy,@Null@,@Null@,Avatar: Unlock Avatar,Body Effect: Purple butterflies are around you!,@Null@,,,
204,Flame Hero,"With fire as his nature, he's the most capable and potential one among the five warriors.
The only armor that allows two people to summon at the same time. It is the armor with the slowest ability consumption rate.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves dragon totem footprints wherever you walk.,@Null@,,,
205,Carnival Queen,"The dance dress is inlaid with countless diamonds and sequins shone with gold in the bright sun. The Carnival Queen in the carnival was in high spirits, singing and dancing to the dance music. Both the dancers and the spectators forget all their troubles in the dances of the carnival.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves colorful ribbon footprints wherever you walk.,@Null@,,,
206,Bamboo Dwen,"Black and white are the perfect matches. I like you and your green bamboo! Don't get me wrong, I won't eat you.",@Null@,Avatar: Unlock Avatar,@Null@,@Null@,,,
207,Baseball Hero,"On the baseball field, the ""batter"" and the ""pitcher"" are both amazing.
Known as ""the strongest two-way player"" in history.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves baseball footprints wherever you walk.,@Null@,,,
208,Mota,"Swim freely in the depths of the sea along with the wind.
I'm the best flyer in the ocean and the fastest swimmer in the sky.
Find me and you'll find the truth.",@Null@,Avatar: Unlock Avatar,Body Effect: Bubbles drop from your body!,#cda5b0aObtained from dreamer pack only#n,,,
209,Fire Flower,"The spring festival is surely a feast for the eyes.
As the celebration is approaching, the sound of fireworks will sound all day and night.
Look, it's the fireworks! Make a wish with me!",@Null@,Avatar: Unlock Avatar,Body Effect: Pink flowers are around you!,@Null@,,,
210,Sparkles,"Perform magic tricks and make your wish comes true.
Star, please keep shining.
Hear our wishes!",@Null@,Avatar: Unlock Avatar,Footprint: Leaves hexagram footprints wherever you walk.,@Null@,,,
211,Beacon Fire,"The drums of war are raging. Where is my enemy?
The beacon fires are in the sky, guarding the homeland without fear of death or injury.
Anger turns into fighting intent. Faith is always in my heart, and the circling dragon will come again eventually!",Unlocking items can be obtained from events,Avatar: Unlock Avatar,Body Effect: Sparks are around you!,@Null@,,,
212,Dreamy Poet,"I can ride horses, swing swords. But I'm also good at painting and poems.
I'm just invincible!",@Null@,Avatar: Unlock Avatar,Body Effect: Pink flowers are around you!,@Null@,,,
213,Soccer Captain,"The boy who once played barefoot on the street has now grown into an unstoppable eagle on the green field, dribbling the ball, constantly surpassing, and shooting hard. He leads his team to win over and over again while rewriting the history.",@Null@,Avatar: Unlock Avatar,@Null@,@Null@,,,
214,Shirley,"The wind and snow has been here for thousands of years. Yet the heart is still warm.
It's a luck to have a snowman as a companion.
All I want is that the snow doesn't melt and all my friends could come home.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves snowflake footprints wherever you walk.,@Null@,,,
215,Budi the Cool Guy,"Budi lives in the beautiful Southeast Asia. His name is synonymous for fashion.
He loves riding a motorcycle along the coastline and enjoying the sea breeze with his friends.",@Null@,Avatar: Unlock Avatar,@Null@,@Null@,,,
216,Dewi the Elegant,"Dewi dances what her grandmother taught her when she was a child. This always brings back her old memory about the sun, the sea breeze, and the fresh smell of palm tree leaves.",@Null@,Avatar: Unlock Avatar,@Null@,@Null@,,,
217,Shadowbringer,"A swift and precise dancer hidden in the shadows. Her agility and dark green hood are her hallmarks.
People don't know her name. They only know that under the shadow of the stars and the moon, there will be a mysterious woman who punishes the evil ones...",@Null@,Avatar: Unlock Avatar,@Null@,@Null@,,,
218,Princess Lotus,"Princess Lotus is designed by the winner of the Mini World Vietnamese Fashion Design Contest. Lolita skirts and short jackets are the combination of cuteness and handsomeness, the Vietnamese traditional aesthetics and modern elements. Through ancient and modern times, all I ever wanted was to meet you.",@Null@,Avatar: Unlock Avatar,Body Effect: Lotuses are around you!,@Null@,,,
219,Nightmare Moon,"Her conflicts with her sister made her the evil version of Princess Luna. After some harmonious energy influenced her, she chose to return to her sister's side. She is very gentle and afraid of being lonely. She is close to her kingdom's people.",@Null@,Avatar: Unlock Avatar,Body Effect: Starlights are around you!,@Null@,,,
220,Grefitta,"Street corner shows my traces.
Graffiti record my memories.
Never doubt my art.
There's love being delivered behind every art of mine.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves graffiti footprints wherever you walk.,@Null@,,,
221,Lico,"Graffiti is always my passion.
I expressed my feelings through my works.
Graffiti is always my love.
I'm just a genius in street art.",@Null@,Avatar: Unlock Avatar,Footprint: Leaves graffiti footprints wherever you walk.,@Null@,,,
222,Awakened Nini,"The eagle feather slashed across the sky. The scepter circled the territory.
It is my honor to protect the safety of my tribe!",@Null@,Avatar: Unlock Avatar,Body Effect: Energy particles are around you!,@Null@,,,
223,Awakened Kaka,"Without fire, a candle is extinguished.
Can an ambition stay after all the hardships?
Young man always walks alone!",@Null@,Avatar: Unlock Avatar,Body Effect: Energy particles are around you!,@Null@,,,
224,Silver Bell,"With a smart mind and hard research, Silver Bell solved the poisonous lily phenomenon in the valley and became the scholar of magic plants and guardian symbol of platinum lily in people's heart. Now she and Flower Fairy are exploring the mysteries of the magical plants on Orpha planet!",,Avatar: Unlock Avatar,Footprint: Leaves gold lily footprints wherever you walk.,,,,
