ID,名称,描述,说明
2100006,Menilai keahlian besar pemain.,%1%2 Ahli Dunia Mini ialah%3.,
210001,Boolean bagi nombor yang dinyatakan dalam kumpulan boolean.,Boolean bernombor%2 dalam%1,
210002,Nilai boolean rawak dalam kumpulan boolean,Boolean rawak dalam%1,
2110001,Kenderaan untuk pemain tertentu,%1%2%3,
2120001,Penghakiman kesan khas,%1%2%3,
2130001,Memainkan iklan untuk melengkapkan penghakiman.,Penyiapan iklan semasa ditentukan sebagai%1.,
2140001,Penghakiman Kesan Negeri,%1%2%3,
2140002,Penghakiman Blok Bangunan,Pengesanan kehadiran%2 daripada%1%3 Mod pengesanan%4 memerlukan%5,
2140003,Penghakiman blok binaan boleh dilakukan.,Pengesanan%1 daripada%2 blok boleh laku%3 Mod pengesanan%4 Memerlukan%5,
2140004,Menjalankan pertimbangan persekitaran.,Mengesan sama ada ia sedang berjalan dalam kelas atau tidak.,
2150001,Penghakiman Komponen,%1%2%3 daripada%4,
2150002,Penghakiman Halaman,%1%2%3,
220001,Jenis blok bernombor ditentukan dalam kumpulan Jenis Blok.,Jenis blok bernombor%2 dalam%1,
220002,Jenis blok rawak dalam kumpulan jenis blok,Jenis blok rawak dalam%1,
221001,Kesamaan Kawasan Pengesanan,Kesamaan kawasan pengesanan: kawasan asal%1 Titik permulaan destinasi%2 Mod pengesanan%3,
221002,Kumpulan jenis blok dalam kawasan,Dapatkan kumpulan jenis blok dalam%1,
221003,Jumlah bilangan blok dalam kawasan,Mendapat jumlah bilangan blok dalam%1.,
221004,Bilangan jenis blok yang ditentukan dalam kawasan.,Mendapat bilangan jenis blok%2 dalam%1.,
230001,Jenis prop untuk nombor yang ditentukan dalam kumpulan Jenis Prop.,Jenis prop bernombor%2 dalam%1,
230002,Jenis prop rawak dalam kumpulan Jenis Prop,Jenis prop rawak dalam%1,
240001,Jenis biologi nombor yang ditentukan dalam kumpulan Jenis Biologi.,Jenis biologi bernombor%2 dalam%1,
240002,Jenis biologi rawak dalam kumpulan jenis biologi,Jenis biologi rawak dalam%1,
250001,Pemasa bernombor yang ditentukan dalam kumpulan pemasa.,Pemasa bernombor%2 dalam%1,
250002,Pemasa rawak dalam kumpulan pemasa,Pemasa rawak dalam%1,
260001,Jenis kesan yang diberikan nombor dalam kumpulan Jenis Kesan.,Jenis kesan khas bernombor%2 dalam%1,
260002,Jenis kesan khas rawak dalam kumpulan jenis kesan khas,Jenis kesan rawak dalam%1,
270004,Ikon jenis prop,Ikon untuk%1,
270005,Ikon untuk makhluk,Ikon untuk%1,
270006,Ikon untuk jenis biologi,Ikon untuk%1,
270007,Ikon bagi status,Ikon untuk%1,
270008,Ikon bagi jenis blok,Ikon untuk%1,
270009,Ikon watak semasa pemain,Ikon untuk peranan%1 semasa,
270010,Dapatkan ikon bar pintasan pemain,Ikon bagi bar pintasan%1 ialah ikon%2.,
280001,Jenis lontaran rawak,Jenis lontaran rawak,
290001,Kesan bunyi rawak,Kesan bunyi rawak,
300001,Lokasi yang diperolehi oleh pelayan,Lokasi yang diperolehi oleh pelayan,
300002,Kawasan yang diperolehi oleh pelayan,Kawasan yang diperolehi oleh pelayan,
300003,Nilai yang diperolehi oleh pelayan,Nilai yang diperolehi oleh pelayan,
300004,Rentetan yang diperolehi oleh pelayan,Rentetan yang diperolehi oleh pelayan,
300005,Nilai boolean yang diperolehi oleh pelayan,Nilai boolean yang diperolehi oleh pelayan,
300006,Pemain yang diperolehi oleh pelayan.,Pemain yang diperolehi oleh pelayan.,
300007,Jenis blok yang diperolehi oleh pelayan,Jenis blok yang diperolehi oleh pelayan,
300008,Jenis prop yang diperolehi oleh pelayan,Jenis prop yang diperolehi oleh pelayan,
300009,Organisma yang diperolehi oleh pelayan,Organisma yang diperolehi oleh pelayan,
30001,Masa permainan semasa,Masa permainan semasa,
300010,Jenis biologi yang diperolehi oleh pelayan,Jenis biologi yang diperolehi oleh pelayan,
300011,Pemasa diperolehi oleh pelayan,Pemasa diperolehi oleh pelayan,
300012,Jenis kesan khas yang diperolehi oleh pelayan,Jenis kesan khas yang diperolehi oleh pelayan,
300013,Kedudukan yang diperolehi oleh papan pendahulu,Kedudukan yang diperolehi oleh papan pendahulu,
300014,Nama (kunci) yang diperolehi oleh pelayan,Dapatkan nama pelayan dan indeks papan pendahulu (kunci),
300015,Pemain (kunci) yang diperolehi oleh pelayan,Dapatkan pelayan dan pemain indeks papan pendahulu (kunci),
30002,Pasukan yang ditetapkan untuk kedudukan,Pasukan berkedudukan%1,
30003,Gandaan Graviti Permainan Semasa,Graviti permainan semasa,
3010001,Tetapkan mod cuaca global.,Tetapkan mod cuaca global kepada%1,
3010002,Tetapkan Masa,Tetapkan masa permainan kepada%1,
3010003,Tetapkan Graviti,Tetapkan graviti kepada%1,
3010004,Sediakan permainan untuk menyertai di tengah jalan.,Tetapkan untuk menyertai permainan di tengah jalan kepada%1.,
3010005,Hantar siaran langsung.,Hantar siaran%1,
3010006,Hantar siaran langsung dan tunggu.,Hantar siaran%1 dan tunggu.,
3010007,Tetapkan kelajuan peredaran masa.,Menetapkan kelajuan peredaran masa permainan kepada%1x,
3010008,Tetapkan peta kotak langit.,Tetapkan%1 kepada%2,"1. Menetapkan peta langit akan menyebabkan bintang dan awan gagal berfungsi.
2. Tetapkan peta langit untuk menetapkan kegagalan warna di bahagian atas, pinggang dan bawah kotak langit."
3010009,Tetapkan warna kotak langit.,Tetapkan%1%2 kepada%3,
3010010,Tetapkan parameter kotak langit.,Tetapkan%1%2 kepada%3,
3010011,Hantar pelayan untuk membuat siaran ke semua bilik cloud.,Hantar siaran pelayan%1 ke semua bilik cloud.,"1. Ia juga akan berkuat kuasa apabila unit tunggal dilaksanakan, tetapi ia hanya akan berkuat kuasa di dalam negara dan tidak akan dihantar ke bilik sut awan.
2. Pengasingan: Penyahpepijatan sut awan hanya akan dihantar kepada diri sendiri. Jika anda perlu menghantar siaran kepada sut awan awam, anda perlu melakukannya di bilik sut awan terbuka.
3. Sekatan: Hanya satu siaran boleh dihantar setiap bilik setiap 15 saat."
3010012,Tetapkan templat kotak langit.,Tetapkan kotak langit semasa kepada%1.,
3010013,Sediakan cuaca kumpulan rupa bumi.,Menetapkan cuaca untuk%1 kepada%2,
3010014,Tetapkan suis kotak langit.,Tetapkan%1%2 kepada%3,
3020001,Jalankan pemicu.,"Jalankan%1, semak sama ada syarat ialah%2, kemudian lakukan tindakan.",
3020002,Menjalankan pemicu secara kitaran.,"Dari%1 hingga%2, laksanakan%3.",
3020003,Tukar keadaan pencetus.,Tukar status%1 kepada%2,
3020004,Tukar keadaan kumpulan pencetus.,Tukar status%1 kepada%2,
3040001,Buat blok,"Buat%2 pada%1, ke arah%3.",
3040002,Padam Kiub,Padam blok pada%1,
3040003,Gantikan blok.,"Blok yang digantikan pada%1 ialah%2, ke arah%3.",
3040004,Tetapkan keadaan suis blok.,Menetapkan status suis blok bagi%1 kepada%2,
3040005,Tetapkan kebenaran blok.,Menetapkan%2 daripada%1 kepada%3,
3040006,Isi kawasan dengan blok.,Isikan%2 dengan%1 ke arah%3.,
3040007,Kosongkan kotak di kawasan tersebut.,Kosongkan%2 daripada%1,
3040008,Salin blok dalam kawasan ke titik yang ditetapkan.,Salin blok dalam%1 dan letakkan di%2 ke arah%3.,
3040009,Blok gantian kawasan,Gantikan%2 dalam%1 dengan%3 ke arah%4.,
3040010,Musnahkan blok.,Musnahkan blok pada%1,
3040011,Cipta warna segi empat sama,"Cipta%2 dalam%1, ke arah%3, warna%4 (hanya warna yang sah)",
3040012,Aksi Main Blok,"Membuat blok pada%1 memainkan%2, mod main balik%3",
3040013,Gantikan petak warna.,Gantikan%2 pada%1 ke arah%3 dan warna%4 (hanya warna yang sah),
3040014,Kosongkan semua kotak di kawasan tersebut.,Kosongkan semua petak dalam%1,
3040015,Blok jenis yang ditentukan dalam kawasan kerosakan.,Memusnahkan%2 dalam%1,
3040016,Musnahkan semua petak di kawasan itu.,Musnahkan semua blok dalam%1,
3040017,Gantikan semua petak dalam kawasan.,Gantikan semua blok dalam%1 dengan%2 ke arah%3.,
3040018,Letakkan Rangka Tindakan,"Letakkan%2 di%1, putar%3, cerminan%4, liputan penuh kawasan cetak biru%5.",
3050001,Kalahkan pemain,Kalahkan%1,
3050002,Pemain dibangkitkan ke titik yang ditetapkan.,Hidupkan semula%1 kepada%2,
3050003,Tetapkan titik kebangkitan pemain.,Menetapkan titik kebangkitan%1 kepada%2,
3050004,Tetapkan sifat pemain,Menetapkan%2 daripada%1 kepada%3,
3050005,Berikan kesan keadaan kepada pemain.,"Beri%1%2 kesan, teruskan%3 selama%4 saat.",
3050006,Buang kesan keadaan pemain,Buang kesan%2 daripada%1,
3050007,Tetapkan kebenaran pemain.,Menetapkan%2 daripada%1 kepada%3,
3050008,Buang pemain,Alih keluar%1 daripada permainan ini.,
3050009,Pemain menyertai mod menonton.,Tambahkan%1 pada mod tontonan.,
3050010,Sediakan pasukan pemain.,Tetapkan pasukan%1 kepada%2,
3050011,Tetapkan lokasi pemain.,Hantar%1 ke%2,
3050012,Tetapkan arah pemain.,Menetapkan orientasi%1 kepada%2,
3050013,Tetapkan Sudut Kamera Pemain,"Tetapkan sudut kamera%1 kepada koordinat dunia%2 darjah,%3 darjah menegak.",
3050014,Tambahkan item pada beg galas pemain.,Tambah%1 beg galas%2 ke%3,
3050016,Buang prop beg galas pemain.,Buang%2%3 daripada%1,
3050017,Pemusnahan barang peraga beg galas pemain.,Memusnahkan%2%3 daripada%1,
3050018,Pemain menaiki kenderaan,"Menunggang%1 dengan%2, nombor kedudukan%3",
3050019,Pemain meninggalkan kenderaan.,Keluarkan%1 daripada kenderaan semasa,
3050020,Tetapkan perspektif pemain.,"Tetapkan sudut pandangan%1 kepada%2, kunci%3.",
3050021,Pemain mengawal kenderaan ke hadapan.,Menjadikan%1 pemandu memajukan kenderaan secara automatik,
3050022,Pemain mencari jalan secara automatik.,"Membuat%1 cuba mencari jalan secara automatik ke%2, boleh beroperasi pada%3.","Acara ini mempunyai had jarak, melebihi julat tertentu (kira-kira 32 blok) boleh menyebabkan ia tidak dapat dicetuskan."
3050023,Pemain menang.,Menjadikan%1 sebagai kemenangan permainan,
3050024,Pemain memainkan emotikon animasi.,Membuat%2 memainkan%1,Emotikon Animasi Julat nilai input parameter 1-20 Aksi watak 1-10 Aksi universal 11-20
3050025,Paparkan teks tetingkap unjur kepada pemain.,Paparkan teks tetingkap%2 untuk%1,
3050026,Pemain menggunakan alat peraga bar pintasan.,Gunakan bar pintasan%1 untuk menyemak item.,
3050027,Paparkan maklumat kotak sembang kepada pemain.,Paparkan maklumat kotak sembang%2 untuk%1,
3050028,Item pemain yang ditetapkan tidak boleh dibuang.,Menetapkan%1 daripada%2 tidak boleh disingkir sebagai%3,
3050029,Item pemain yang ditetapkan tidak boleh jatuh.,Menetapkan%1 daripada%2 tidak boleh jatuh ke%3,
3050030,Buat pemain bergerak.,"Membuat%1 bergerak ke arah%2, kelajuan%3",
3050031,Menggantikan kesan keadaan pemain,Gantikan%2 pada%1 dengan%3 selama%4 selama%5 saat.,
3050032,Minta pemain memakai peralatan.,Menyebabkan%1 memakai%2 dalam beg galas,
3050033,Minta pemain menanggalkan peralatan.,Membuat%1 menanggalkan gear%2 ke dalam beg galas,
3050034,Buat peralatan pemain.,Cipta%1 hingga%2 dalam bar peralatan.,
3050035,Musnahkan peralatan pemain.,Memusnahkan peralatan dalam%1%2,
3050036,Tetapkan Penampilan Pemain,Menetapkan rupa%1 kepada%2,
3050037,Memulihkan penampilan pemain,Mengembalikan%1 kepada penampilan asalnya,
3050040,menyebabkan kerosakan kepada pemain.,Membuat%1 memberikan%3 kerosakan kepada%2,"1. Sumber kerosakan boleh didapati untuk pemain, yang akan menunjukkan kerosakan.
2. Kerosakan jarak dekat, kerosakan jauh, kerosakan letupan akan menambah 5 nilai kerosakan secara lalai, dan nilai kerosakan akhir akan dikira mengikut kekuatan pertahanan.
3. Ia akan mencetuskan peristiwa yang sepadan (contohnya, pemain yang menyebabkan kerosakan, pemain yang cedera), tetapi ia tidak akan mencetuskan serangan pemain."
3050041,menyebabkan kerosakan kepada benda hidup.,Membuat%1 memberikan%3 kerosakan kepada%2,"1. Sumber kerosakan boleh didapati untuk pemain, yang akan menunjukkan kerosakan.
2. Kerosakan jarak dekat, kerosakan jauh, kerosakan letupan akan menambah 5 nilai kerosakan secara lalai, dan nilai kerosakan akhir akan dikira mengikut kekuatan pertahanan.
3. Ia akan mencetuskan peristiwa yang sepadan (contohnya, pemain yang menyebabkan kerosakan, pemain yang cedera), tetapi ia tidak akan mencetuskan serangan pemain."
3050042,Menyebabkan pemain mencederakan sasaran dalam kawasan.,Menyebabkan%1 memberikan%3 mata%4 kerosakan kepada semua sasaran dalam%2.,"1. Menyebabkan kerosakan kepada semua orang (termasuk diri sendiri), anda boleh mendapatkan sumber kerosakan sebagai pemain, dan ia akan menunjukkan kerosakan.
2. Kerosakan jarak dekat, kerosakan jauh, kerosakan letupan akan menambah 5 nilai kerosakan secara lalai, dan nilai kerosakan akhir akan dikira mengikut kekuatan pertahanan.
3. Ia akan mencetuskan peristiwa yang sepadan (seperti kerosakan yang disebabkan oleh pemain, kerosakan yang disebabkan oleh pemain, kerosakan biologi, dll.), tetapi ia tidak akan mencetuskan serangan pemain."
3050043,Tetapkan nama pemain.,Menetapkan nama%1 kepada%2,
3050044,Tetapkan cara pemain bergerak.,Menetapkan kaedah pergerakan%1 kepada%2,"Apabila watak itu mendarat, ia akan membatalkan status penerbangannya dan tindakan itu perlu dicetuskan semula."
3050045,Pemain menarik diri daripada mod menonton.,Menarik%1 daripada mod tontonan,
3050046,Tetapkan jenis kecederaan imun pemain.,Tetapkan%1 untuk imunisasi%2,
3050047,Alih keluar jenis kerosakan imun pemain.,Buang%1 daripada%2,
3050048,Goncang Kamera Pemain,"Goncang%1 kamera%2 saat, kekuatannya ialah%3.",
3050049,Hentikan gegaran kamera pemain.,Hentikan jitter kamera%1,
3050050,Sediakan alat peraga pemain.,Tetapkan item%1%2 kepada%3 untuk kuantiti%4.,
3050051,Alih keluar prop pemain.,Alih keluar%3 item daripada%1%2,
3050052,Hantar permohonan rakan di dalam bilik.,Membuat%1 menghantar permohonan rakan kepada%2 di dalam bilik.,
3050053,Kosongkan perpustakaan alat peraga pemain.,Kosongkan semua%2 daripada%1,
3050054,Alat peraga pemain mudah alih.,Alihkan%1 daripada%2%3 ke%4,
3050055,Tukar prop pemain.,Tukar%2 kepada%3 daripada%1,
3050056,Alih keluar semua kesan keadaan daripada pemain.,Membersihkan semua kesan keadaan daripada%1,
3050057,Alih keluar semua kesan keadaan negatif daripada pemain.,Membersihkan semua kesan keadaan negatif daripada%1,
3050058,Tukar Sudut Orientasi Pemain,Tukar%1 kepada sudut%2,
3050059,Buka kotak di dunia kepada pemain.,Buka%2 kotak untuk%1 (julat berkesan kira-kira 60 kotak),
3050060,Buka platform tukang kepada pemain.,Buka meja tukang pada%1.,
3050061,Buka papan pendahulu kepada pemain.,Paparkan%2 pada%1,
3050062,Sembunyikan papan pendahulu daripada pemain.,Sembunyikan papan pendahulu daripada%1,
3050063,Telefon pemain bergetar.,"Menetapkan%1 Panjang Getaran Telefon Bimbit%2 ms, Kekuatan%3",
3050064,Tetapkan warna penapis pemain.,Tetapkan warna penapis bagi%1 kepada%2,
3050065,Tetapkan parameter untuk penapis pemain.,Tetapkan penapis%2 untuk%1 kepada%3,
3050066,Hantar pemain ke peta yang ditetapkan.,Hantar%1 ke peta dengan ID%2,Setiap pemain hanya boleh mencetuskan satu demi satu setiap 30 saat.
3050067,Hantar pemain ke bilik yang ditetapkan.,Hantar%1 ke peta dengan ID bilik%2,Setiap pemain hanya boleh mencetuskan satu demi satu setiap 30 saat.
3050068,Hantar kumpulan pemain ke bilik lain.,Pindahkan%1 ke bilik lain pada peta semasa.,
3050069,Gerakkan kamera,"Buat%1%2%3, animasi%4, panjang%5 saat.",
3050070,Buat kamera berputar.,"Buat%1%2%3, animasi%4, panjang%5 saat.",
3050071,Tetapkan kebenaran kamera,Tetapkan kamera%2 untuk%1 kepada%3,
3050072,Tetapkan mod putaran kamera.,Menetapkan mod putaran kamera bagi%1 kepada%2,
3050073,Lekapkan kamera pada objek.,Lekapkan kamera video%1 pada%2,
3050074,Lekapkan kamera ke lokasi.,Lekapkan kamera video%1 pada%2,
3050075,Pulihkan sifat kamera.,Pulihkan sifat kamera bagi%1,
3050076,Tetapkan gaya warna penapis pemain,Tetapkan gaya warna penapis %1 kepada %2,
3050077,Tetapkan templat penapis untuk pemain.,Tetapkan templat penapis%1 kepada%2.,
3050078,Hantar pemain ke bilik jenis yang ditetapkan.,Hantar%1 ke bilik jenis%2,"1. Setiap pemain hanya boleh mencetuskan satu demi satu setiap 30 saat.
2. Jika tiada bilik yang boleh dimasuki pada masa ini, bilik baru akan dibina."
3050080,Teleport pemain ke peta dan bilik yang ditentukan dari jenis yang ditentukan,Teleport %1 ke ID peta %2 dan jenis bilik %3,"1. Setiap pemain hanya boleh mencetuskan sekali setiap 30 saat.
2. Jika pada masa ini tidak dapat memasuki bilik, bilik baru akan diwujudkan."
3050081,Tunjukkan tingkap timbul jemputan rakan kepada pemain,Tunjukkan tingkap timbul jemputan rakan kepada %1,
3060001,Tambahkan pemain ke dalam kumpulan pemain.,Menambah%1 pada%2,
3060002,Mengeluarkan pemain daripada kumpulan pemain.,Alih keluar%1 daripada%2,
3060003,Kosongkan kumpulan pemain,Kosongkan%1,
3060004,Melaksanakan pencetus pada kumpulan pemain.,Lakukan%2 untuk setiap pemain dalam%1 dan semak sama ada keadaan pencetus adalah%3.,
3060005,Paparkan maklumat kotak sembang kepada kumpulan pemain.,Memaparkan maklumat kotak sembang%2 untuk setiap pemain dalam%1,
3060006,Teks tetingkap unjur dipaparkan untuk kumpulan pemain.,Paparkan teks tetingkap unjur%2 untuk setiap pemain dalam%1.,
3070001,Mencipta makhluk,"Buat%2%3 dalam%1, milik kem%4.",
3070003,Kalahkan makhluk.,Kalahkan%1,
3070004,Hapuskan Makhluk,Hapuskan%1,
3070005,Kalahkan jenis biologi.,Kalahkan%1,
3070006,Hapuskan jenis biologi,Hapuskan%1,
3070007,Tetapkan sifat biologi,Menetapkan sifat%2 bagi%1 kepada%3,
3070008,Tetapkan jenis biohazard.,Menetapkan jenis kerosakan%1 kepada%2,
3070009,Tetapkan jenis kerosakan imun biologi.,Tetapkan%1 untuk imunisasi%2,
3070010,Tetapkan kebenaran biologikal.,Menetapkan%2 daripada%1 kepada%3,
3070011,Buat makhluk memainkan ekspresi animasi.,Membuat%1 memainkan%2,Emotikon Animasi Julat nilai input parameter 1-20 Aksi watak 1-10 Aksi universal 11-20
3070012,Memberi kesan keadaan biologi,Beri%1%2 kesan,
3070013,Kesan keadaan penyingkiran biologi,Buang kesan%2 daripada%1,
3070014,Tetapkan Sudut Bio-Orientasi,Menetapkan%1 ke arah%2 darjah,
3070015,Tetapkan kedudukan biologikal.,Hantar%1 ke%2,
3070016,pencarian laluan automatik biologi.,Membuat%1 cuba mencari jalan secara automatik ke%2,"Acara ini mempunyai had jarak, melebihi julat tertentu (kira-kira 32 blok) boleh menyebabkan ia tidak dapat dicetuskan."
3070017,Membuat benda hidup bergerak,Gerakkan%1 ke arah%2 pada kelajuan%3.,
3070018,Tetapkan rupa biologikal.,Menetapkan rupa%1 kepada%2,
3070019,Memulihkan rupa biologi.,Mengembalikan%1 kepada penampilan asalnya,
3070022,Membuat makhluk berbahaya kepada pemain.,Membuat%1 memberikan%3 kerosakan kepada%2,"1. Sumber kerosakan boleh didapati sebagai organisma, yang akan menunjukkan kerosakan.
2. Nilai kerosakan akhir akan dikira berdasarkan daya pertahanan.
3. Ia akan mencetuskan peristiwa yang sepadan (seperti kerosakan yang disebabkan oleh makhluk, kerosakan yang disebabkan oleh makhluk, dll.), tetapi ia tidak akan mencetuskan serangan biologi."
3070023,menyebabkan kerosakan kepada benda hidup.,Membuat%1 memberikan%3 kerosakan kepada%2,"1. Sumber kerosakan boleh didapati sebagai organisma, yang akan menunjukkan kerosakan.
2. Nilai kerosakan akhir akan dikira berdasarkan daya pertahanan.
3. Ia akan mencetuskan peristiwa yang sepadan (seperti kerosakan yang disebabkan oleh makhluk, kerosakan yang disebabkan oleh makhluk, dll.), tetapi ia tidak akan mencetuskan serangan biologi."
3070024,Jadikan sasaran dalam kawasan biohazard.,Menyebabkan%1 memberikan%3 mata%4 kerosakan kepada sasaran dalam%2.,"1. Menyebabkan kemudaratan kepada semua orang (termasuk diri sendiri), sumber kerosakan boleh didapati sebagai makhluk hidup, yang akan menunjukkan kerosakan.
2. Nilai kerosakan akhir akan dikira berdasarkan daya pertahanan.
3. Ia akan mencetuskan peristiwa yang sepadan (seperti kerosakan yang disebabkan oleh makhluk, kerosakan yang disebabkan oleh makhluk, dll.), tetapi ia tidak akan mencetuskan serangan biologi."
3070025,Organisma gantian,"Gantikan%1 dengan%2, kekalkan kesihatan%3 mengikut peratusan.","1. Simpan maklumat grafik organisma selepas penggantian.
2. Pasukan biologi tidak berubah selepas penggantian.
3. Pembolehubah biologi juga akan berubah, contohnya: selepas menggantikan pembolehubah sebelumnya dengan organisma A, nilai kewujudan pembolehubah akan berubah daripada organisma A kepada organisma B (pembolehubah biologi hanya akan terjejas, pembolehubah jenis biologi tidak akan terjejas)."
3070026,Sediakan pasukan biologi.,Tetapkan pasukan%1 kepada%2,
3070027,Mengalih keluar jenis kerosakan imun biologi,Buang%1 daripada%2,
3070028,Keluarkan semua kesan keadaan daripada organisma.,Mengalih keluar semua kesan keadaan daripada%1.,
3070029,Menghapuskan semua kesan keadaan negatif pada organisma.,Mengalih keluar semua kesan keadaan negatif daripada%1.,
3080001,Tambah organisma ke biom.,Tambah%1 ke dalam%2 yang dinyatakan,
3080002,mengeluarkan organisma daripada biota.,Membuang%1 daripada%2,
3080003,Kosongkan biom.,Kosongkan%1,
3080004,Melakukan pencetus pada biom.,"Lakukan%2 untuk setiap makhluk dalam%1, semak keadaan pencetus%3.",
3100001,Buat prop ke kotak simpanan.,Cipta%1%2 daripada kotak storan%3 yang ditentukan.,
3100002,Padamkan item di dalam kotak simpanan.,Padamkan%2%3 daripada peti simpanan%1 yang dinyatakan.,
3100003,Alat peraga untuk mengosongkan kotak simpanan,Kosongkan semua item di dalam kotak simpanan%1 yang ditentukan.,
3100004,Buat lontaran.,"Buat%2 dalam%1 yang dinyatakan, hantar ke%3.",
3100005,Buat objek lontaran untuk pemain.,"Buat%3 kepunyaan%2 dalam%1 yang dinyatakan, hantar ke%4.",
3100006,Padamkan barang yang dibaling.,Hapuskan%1,
3100007,Buat barang yang jatuh.,Buat%2 objek jatuh%3 dalam%1 yang dinyatakan.,
3100008,Padamkan barang yang jatuh.,Hapuskan%1,
3100009,Ubah suai masa penyejukan prop.,Ubah suai masa bertenang untuk%1 daripada%2 kepada%3 saat.,
310001,Kecekapan dinamik komponen,"%1 Tempoh pesanan%2 saat, bilangan main balik%3",
3100010,Alat peraga memasuki masa penyejukan.,Membuat%2 daripada%1 sejuk,
3100011,Buat objek lontaran biologi.,"Buat%3 kepunyaan%2 dalam%1 yang dinyatakan, hantar ke%4.",
3100012,Membolehkan pemain menembak objek lontaran.,Membuat%1 melancarkan%3 ke arah%2,
3100013,Untuk membuat biologi melancarkan peluru berpandu.,Membuat%1 melancarkan%3 ke arah%2,
3100014,Tukar rupa prop,Tukar rupa%1 kepada%2,
3100015,Tukar rupa objek yang dilemparkan.,Tukar rupa%1 kepada%2,
3100016,Aksi main balik prop,"Membuat prop%1 pegang tangan memainkan%2, mod main balik%3.",
3100017,gerakan membaling objek.,"Membuat%1 memainkan%2, mod main%3",
3100018,Objek jatuh memainkan tindakan.,"Membuat%1 memainkan%2, mod main%3",
310002,Aksen Teks,%1 Tempoh%2 saat,
310003,Anjakan Lancar,Bergerak ke X%2 Y%3 dalam masa%1 saat,
310004,Meningkatkan koordinat dengan lancar.,Letakkan%2 pada koordinat%3%4 dalam%1 saat.,
310005,Skala Lancar,Skalakan kepada lebar%2 dan tinggi%3 dalam%1 saat.,
310006,Meningkatkan lebar dan ketinggian dengan lancar.,Saiz%2%3%4 dalam%1 saat,
310007,Putaran lancar,Putar ke%2 darjah dalam%1 saat,
310008,Tingkatkan sudut dengan lancar.,Sudut%2%3 darjah dalam%1 saat,
3110001,Jalankan pemasa undur.,"Mulakan%1, kira detik%2 saat, ulangi pemasaan%3.",
3110002,Jalankan pemasa hadapan.,Memulakan%1,
3110003,pemasa jeda.,Jeda%1,
3110004,Pemasa Pemulihan,Buat semula%1,
3110005,hentikan pemasa.,berhenti%1,
3110006,Masa menunggu,"Selepas menunggu%1 saat, teruskan ke tindakan seterusnya.",
3110007,Tetapkan pemasa untuk pemasaan.,Tetapkan%1 kepada%2 saat,
3110009,Papar tetingkap pemasa,"Paparkan tetingkap%2 untuk%1, tajuk%3",
3110010,Sembunyikan tetingkap pemasa,Sembunyikan%2 tetingkap daripada%1,
3120001,Tetapkan Lokasi,Tetapkan%1 kepada%2,
3120002,Kawasan Tetapan,Tetapkan%1 kepada%2,
3120003,Tetapkan nilai,Tetapkan%1 kepada%2,
3120004,Tetapkan nilai boolean,Tetapkan%1 kepada%2,
3120005,Tetapkan pemain,Tetapkan%1 kepada%2,
3120006,Tetapkan jenis blok.,Tetapkan%1 kepada%2,
3120007,Tetapkan jenis prop,Tetapkan%1 kepada%2,
3120008,Tetapkan Bio,Tetapkan%1 kepada%2,
3120009,Tetapkan jenis biologi,Tetapkan%1 kepada%2,
3120010,Tetapkan rentetan,Tetapkan%1 kepada%2,
3120011,Tetapkan jenis kesan khas,Tetapkan%1 kepada%2,
3130001,Mainkan kesan khas dalam kedudukan.,"Mainkan%2 pada%1, saiz%3",
3130002,Mainkan kesan khas kepada pemain.,"Mainkan%2 pada%1, saiz%3",
3130003,Memainkan kesan khas ke atas makhluk hidup,"Mainkan%2 pada%1, saiz%3",
3130004,Memainkan kesan khas pada objek lontaran.,"Mainkan%2 pada%1, saiz%3",
3130005,Padamkan kesan khas pada lokasi.,Memadam%2 pada%1,
3130006,Padamkan kesan khas pada pemain.,Memadam%2 daripada%1,
3130007,Padamkan kesan khas pada organisma.,Memadam%2 daripada%1,
3130008,Padamkan kesan khas pada objek lontaran.,Memadam%2 pada%1,
3130009,Tetapkan saiz kesan khas lokasi.,Menetapkan saiz%2 pada%1 kepada%3,
3130010,Tetapkan saiz kesan khas pemain.,Menetapkan saiz%2 pada%1 kepada%3,
3130011,Tetapkan saiz bioeffect.,Menetapkan saiz%2 pada%1 kepada%3,
3130012,Tetapkan saiz kesan lontaran,Menetapkan saiz%2 pada%1 kepada%3,
3130013,Mainkan kesan khas pada objek yang jatuh.,"Mainkan%2 pada%1, saiz%3",
3130014,Padamkan kesan khas pada barang yang jatuh.,Memadam%2 pada%1,
3130015,Mainkan kesan khas pada alat peraga yang dipegang oleh pemain.,"Mainkan%2 untuk alat peraga pegang tangan%1, saiznya ialah%3.",
3130016,Padamkan kesan khas pada alat peraga yang dipegang oleh pemain.,Padamkan%1 daripada%2 item pegang tangan,
3130017,Mainkan kesan khas pada jenis prop pemain.,"Mainkan%3 untuk semua%2 yang dipegang oleh%1, saiznya ialah%4.",
3130018,Padamkan kesan khas pada item bar pintasan pemain.,Padam semua%3 daripada%2 bagi pintasan%1,
3140012,Membolehkan pemain memainkan kesan bunyi.,"Membuat%1 memainkan adegan%2, volum%3, nada%4, gelung%5.",
3140013,Membuat biomain balik bunyi,"Membuat%1 memainkan adegan%2, volum%3, nada%4, gelung%5.",
3140014,Mainkan kesan bunyi dalam kedudukan.,"Mainkan adegan%2 dalam%1, volum%3, nada%4, gelung%5.",
