id编号,标题,内容,作者,是否匿名
242,Fakta Haiwan,Ikan emas akan akhirnya bertukar warna putih jika diletakkan di dalam bilik yang gelap.,,
243,Fakta Haiwan,"Kuda laut betina mengeluarkan telur ke dalam kantung di perut kuda laut jantan. Jantan akan mengeluarkan sperma ke dalam kantung dan mensenyawakan telur. Selepas terbentuknya embrio, jantan akan melahirkan kuda laut yang kecil.",,
244,Fakta Haiwan,Sotong mempunyai tiga jantung.,,
245,Fakta Haiwan,Flamingo bukan dilahirkan warna merah muda. Warna diperolehi dari makanan yang mengandungi pewarna “carotenoids”. Boleh mengambil masa sehingga 3 tahun untuk anak flamingo bertukar dari kelabu ke warna merah muda.,,
246,Fakta Haiwan,Kuda tidak boleh bernafas melalui mulut mereka.,,
247,Fakta Haiwan,Tiram boleh bertukar dari satu jantina ke jantina yang lain dan bertukar balik bergantung kepada jantina yang paling baik untuk mengawan.,,
248,Fakta Haiwan,Kebanyakan hamster kerdip hanya satu mata pada satu masa.,,
249,Fakta Haiwan,"Anjing laut boleh menyelam sehingga 1,000 kaki dalam. Semasa menyelam, degupan jantung diperlahankan ke 4-15 degupan seminit.Dengan cara ini oksigen digunakan lebih perlahan oleh itu ia boleh berada di dalam air lebih dari 30 minit.",,
250,Fakta Haiwan,Burung kakak tua tidak boleh bercakap. Ia cuma suka mengajuk/meniru bunyi siulan dan kata-kata.,,
251,Fakta Haiwan,Burung kiwi adalah buta oleh itu mereka memburu dengan menggunakan deria bau.,,
252,Fakta Haiwan,Beruang kutub tidak boleh di kesan oleh camera inframerah kerana bulunya lut sinar.,,
253,Fakta Haiwan,Kala jengking pendarfluor di bawah cahaya ultraungu dan ini memudahkan para saintis mencari nya di lapangan. Pendarfluor ini dianggap menjadi sebagai mekanisma yang sensitif ultraungu dan ini menghindarkan kalajengking dari merosakkan paras cahaya.,,
254,Fakta Haiwan,Koala bukan beruang. Ianya tidak ada kaitan langsung dengan beruang tetapi berkaitan dengan kanggaru dan wombat (marsupial iaitu haiwan yang mempunyai kantung). Alasan mereka dipanggil beruang koala kerana rupanya seperti beruang teddy.,,
255,Fakta Haiwan,Ayam Belanda menghidap penyakit jantung. Tentera Udara Amerika sedang menjalankan ujian batasan bunyi dan ayam belanda yang berdekatan mati disebabkan serangan penyakit ini,,
256,Fakta Haiwan,Seekor siput mempunyai 25000 gigi. betul bacaan anda tadi dua puluh lima ribu!,,
257,Fakta Haiwan,Burung helang boleh membunuh anak rusa dan kemudian membawanya terbang.,,
258,Fakta Haiwan,Ada cacing pita akan makan diri sendiri jika tidak dapat mencari bekalan makanan.,,
259,Fakta Haiwan,Istilah ‘Black Panther’ selalu digunakan untuk mengaitkannya dengan kucing hitam yang besar – tetapi sebenarnya tiada spesis kucing liar yang khusus yang dipanggil “Black Panther”. Oleh itu ianya berkemungkinan seekor “Leopard” atau pun “Jaguar” yang mempunyai kulit dan pigmen bulu yang hitam.,,
260,Fakta Haiwan,"Seekor cicak kecil boleh memanjat dinding yang tegak, melekat dengan badan terbalik atau melekap atas kaca yang di bergilap tanpa perlu menyedut, guna cairan melekit, kuasa elektrostatik atau geseran . Malah cicak menggunakan bulu di kakinya dan pergerakan “peeling” untuk membentuk “intermolecular bonds” dengan permukaan dimana ianya berjalan.",,
261,Fakta Haiwan,Gajah menghabiskan kira-kira 75% dari masanya untuk makan. Ia makan 200kg sehari dan mengeluarkan kira-kira 100kg najis.,,
262,Fakta Haiwan,Gigi ketam terletak di dalam perutnya.,,
263,Fakta Haiwan,Anai-anai Australia dikenali kerana boleh membina anak bukit setinggi dua puluh kaki dan lebarnya pula lebih kurang 100 kaki.,,
264,Fakta Haiwan,Feret betina akan mati jika ia tidak jumpa pasangannya apabila ia datang berahi.,,
265,Fakta Haiwan,"Hanya unta simpan kebanyakan lemaknya di dalam bonggol. Jika makanan , sukar dicari lemak ini akan memberi tenaga. Apabila lapar bonggol akan mengecut, kadangkadang jatuh dan mengendur ke tepi. Selepas beberapa minggu rehat dan makan, ia akan menjadi kental dan berisi semula. Ianya bukan tempat menyimpan air seperti anggapan orang ramai.",,
266,Fakta Haiwan,Terdapat beberapa ekor singa yang boleh mengawan lebih dari 50 kali sehari.,,
267,Fakta Haiwan,Belalang boleh melompat sejauh 40 kali ganda panjang badannya.,,
268,Fakta Haiwan,Cimpanzi boleh belajar mengenali dirinya di cermin tetapi monyet tidah boleh berbuat demikian.,,
269,Fakta Haiwan,Deria rasa rama-rama di kaki belakangnya.,,
270,Fakta Haiwan,Jerung boleh hidup sehingga 100 tahun.,,
271,Fakta Haiwan,"Apabila seekor badak air dewasa mengangakan mulut, keluasan bukaannya cukup untuk membolehkan seorang budak setinggi 1.25m berdiri di dalamnya.",,
272,Fakta Haiwan,"Gajah hanya tidur 2 jam sehari, tetapi Gorila dan Kucing 14 jam!",,
273,Fakta Haiwan,"Burung Penguin boleh berenang sepantas 24 KM sejam sementara seekor landak dewasa mempunyai 30,000 batang duri pada badannya dan ia diganti setiap tahun.",,
274,Fakta Haiwan,Ikan paus boleh berenang selama 3 bulan tanpa makan.,,
275,Fakta Haiwan,Lebah boleh hidup sekitar 40 hari sahaja kecuali pada musim sejuk ia boleh hidup selama 3-6 bulan.,,
276,Fakta Haiwan,"Seekor Cacing mempunyai 8 jantung. Seekor penyu boleh hidup sehingga 100 tahun dan belalai gajah tidak bertulang, tetapi mengandungi 40,000 otot!",,
277,Fakta Haiwan,"Telur unta adalah telur paling besar di dunia. Berukuran 6-8 inci setiap 1, kalau di rebus akan mengambil masa 40 minit untuk masak.",,
278,Fakta Haiwan,Lembu adalah haiwan yang buta warna manakala rama-rama merasa makanannnya dengan menggunakan kaki terlebih dahulu.,,
279,Fakta Haiwan,Nyamuk betina boleh hidup sehingga 100 hari manakala nyamuk jantan hanya 10-20 hari sahaja.,,
280,Fakta Haiwan,"Semasa dilahirkan, anak Beruang panda adalah lebih kecil daripada seekor tikus. Beratnya cuma 113 gram sahaja!",,
281,Fakta Haiwan,Rama-rama tidak mempunyai perut dan Arnab betina boleh mengawal lebihan populasinya dengan menyerap embrionya ke dalam tubuh.,,
282,Fakta Haiwan,"Walaupun tenaga seekor buaya semasa menutup mulutnya begitu kuat sehingga boleh mematahkan tulang- temulang kita, tetapi otot yang bertindak untuk membuka mulut haiwan tersebut terlalu lemah sehingga kita boleh memegang mulut Reptilia itu dan menghalangnya daripada terbuka dengan hanya menggunakan sebelah tangan sahaja.",,
283,Fakta Haiwan,"Ular tidak boleh mengelipkan mata, Reptilia itu juga tidak akan mematuk ketika berada di dalam air kerana boleh menyebabkannya lemas.",,
284,Fakta Haiwan,Tenggiling adalah binatang yang malas. Haiwan ini menggunakan 80% hayatnya semata-mata untuk tidur!,,
285,,"Hentikan penggunaan beg plastik, gunakan beg eko",,
286,,"Jangan buang sisa makanan, kerana boleh dijadikan baja semula jadi yang bagus untuk pokok buah-buahan dan sayur-sayuran.",,
287,,"Bawa bekas dan botol sendiri, isi, dan bayar. Bagus untuk membeli produk segar tanpa pembungkusan. Tak susah pun nak bawa bekas sendiri tu, antara rajin atau malas saja sebenarnya.",,
288,,Eii! Kenapa sampah merata-rata. Asingkan sampah anda yang boleh dikitar semula dari yang tak boleh dikitar semula.,,
289,,Jom menyertai cabutan bertuah di Mini World. Hadiah sangat mengejutkan.,,
290,,"Seronok sangat sebab sudah berbulan-bulan tunggu untuk masuk ke sekolah, dapatlah belajar dan berjumpa dengan rakan baru.",,
291,,"Bagitau anda satu rahsia, langit berwarna biru dan rumput berwarna hiijau.",,
292,,"Mari dengar rahsia ini, ayah saya lelaki, ibu saya perempuan...",,
293,,Nak satu teh susu mutiara tanpa mutiara...,,
294,,"Saya mahu membuka sebuah kedai untuk menjual teh susu mutiara yang berwarna-warni, mutiara biasa berwarna hitam sahaja...",,
295,,Jangan lupa untuk cuci dan bersihkan dulu barang kitar semula anda tau!,,
296,,Saya memainkan peranan yang penting dalam mencorakkan kehidupan Mini Wolrd anda.,Misra,
297,,Pernah menangis sebab lambat ke sekolah? Tak tahulah samada takut guru atau takut kena denda...,,
298,,"Mestilah seronok, semua orang menyertainya. Kalau anda pergi sama lagi seronok. Banyak aktiviti sukan yang menarik disediakan.",,
299,,Masa kecil adalah masa di mana segalanya hanya tentang pertemanan dan kesetiaan,,
300,,Apakah kenangan masa kecil tidak pernah dilupakan?,,
301,,Anda mencuci rambut auatu badan dahulu?,,
302,,Nak minum milo ais tanpa milo...,,
303,,Bilakah kulit durian akan muncul di Mini World?,,
304,,Nampaknya tiada kulit syaitan dalam Mini World?,,
305,,Boleh dapat Angpaw di Mini World?,,
306,,"Saya masih fikir, nak bangun awal atau lewat esok? Bagun awal boleh makan roti canai, bagun lewat pun boleh makan. Tiada perbezaan.",,
307,Angsa yang meletakkan telur emas,"Suatu ketika dahulu ada beberapa petani yang, pada suatu hari, menemui di salah satu sarang di mana ayam menaikkan telur emas padat. Pasangan itu memerhatikan bahawa burung itu menghasilkan hari yang ajaib setiap hari, mendapatkan setiap hari telur emas.
Menggambarkan apa yang membuat ayam yang dipersoalkan mempunyai keupayaan itu, mereka mengesyaki bahawa ia mempunyai emas di dalamnya. Untuk memeriksa dan mendapatkan semua emas sekaligus, mereka membunuh ayam itu dan membukanya, mendapati kejutan mereka bahawa di dalam burung yang luar biasa itu sama dengan yang lain. Dan mereka juga sedar bahawa, dalam cita-cita mereka, mereka telah menghapuskan apa yang telah memperkaya mereka.",,
308,,"Pentingnya rakasa tamak , kerana ia boleh menyebabkan kita kehilangan apa yang kita ada.",,
309,Rubah dan anggur,"Pernah ada seekor musang yang berjalan, dahaga, melalui hutan. Sewaktu dia berbuat demikian, dia melihat sekumpulan buah anggur di bahagian atas cawangan pokok, yang dia inginkan dengan segera untuk berkhidmat untuk menyegarkan dirinya dan menghilangkan kehausannya. Rubah itu menghampiri pokok itu dan cuba sampai ke anggur, tetapi mereka terlalu tinggi. Selepas cuba lagi dan lagi tanpa berjaya, musang akhirnya menyerah dan berjalan pergi. Melihat bahawa burung telah melihat keseluruhan prosesnya, ia berkata dengan kuat bahawa dia tidak benar-benar mahukan anggur itu, memandangkan mereka belum masak, dan seolah-olah percubaan untuk menjangkau mereka telah berhenti apabila dia mengetahui.",,
310,,Bahawa kita sering cuba meyakinkan diri kita untuk tidak mahu sesuatu dan bahkan datang untuk menghina kata sesuatu kerana kita merasa sukar untuk mencapainya.,,
311,Serigala dan kren (Bahagian 1/2),"Suatu ketika dahulu ada serigala yang, makan daging, mengalami penyumbatan tulang di lehernya. Ini mula membengkak dan menjana kesakitan yang besar, menjalankan serigala terdesak yang cuba mendapatkannya atau mencari bantuan. Dalam perjalanannya dia menemui sebuah kren, yang selepas menjelaskan keadaannya, dia memohon bantuan yang menjanjikan untuk memberinya apa sahaja yang dia minta. Walaupun dia tidak percaya, kren itu diterima dengan syarat serigala memenuhi perjanjian itu. Burung itu terus memasukkan kepalanya ke bawah kerongkongannya, sehingga tulangnya hilang. 
(Bahagian 1/2)",,
312,Serigala dan kren (Bahagian 2/2),"Beliau bersara dan memerhatikan sebagai serigala pulih, kini dapat bernafas secara normal, selepas itu dia memintanya untuk memenuhi janjinya. Walau bagaimanapun, serigala itu menjawab bahawa ganjaran yang mencukupi tidak memakannya walaupun di antara giginya.
Pengajaran: Kita tidak boleh selalu mempercayai apa yang dikatakan oleh orang lain dan berjanji, memandangkan ada seseorang yang tidak akan berterima kasih atau bahkan yang akan berbohong dan memanipulasi kita untuk mencapai tujuan mereka tanpa menilai usaha mereka sendiri.
(Bahagian 2/2)",,
313,Rubah dan harimau (Bahagian 1/2),"Terdapat sekali harimau besar yang diburu di hutan China. Haiwan yang berkuasa datang dan mula menyerang seekor rubah kecil, yang menghadapi bahaya hanya ada pilihan untuk mengambil tindakan licik. Oleh itu, rubah itu memarahi dia dan memberitahunya bahawa dia tidak tahu bagaimana untuk membahayakannya sejak dia adalah raja binatang dengan reka bentuk maharaja syurga.
(Bahagian 1/2)",,
314,Rubah dan harimau (Bahagian 2/2),"Dia juga menunjukkan bahawa jika dia tidak percaya dia akan menemaninya: dengan cara itu dia akan melihat bagaimana semua haiwan melarikan diri ketakutan apabila mereka melihatnya tiba. Harimau berbuat demikian, mengamati sesungguhnya sebagai binatang-binatang melarikan diri. Apa yang saya tidak tahu ialah ini bukan kerana mereka mengesahkan kata-kata fox (sesuatu harimau akhirnya percaya), tetapi sebenarnya mereka melarikan diri ke hadapan kucing.
(Bahagian 2/2)",,
315,Korban burung kebaikan,"Pernah seekor camar, yang turun terbang ke salah satu pinggiran ibu kota Lu. Marquis di kawasan itu berusaha untuk menghibur dan mengalu-alukannya di kuil, mempersiapkan untuknya muzik terbaik dan pengorbanan yang hebat. Walau bagaimanapun, burung itu terkejut dan sedih, tidak merasa daging atau wain. Tiga hari kemudian dia meninggal dunia. The Marquis of Lu merebut camar seperti yang dia suka, bukan seperti burung itu suka",,
316,Arnab yang malas (Bahagian 1/2),"Di sebuah hutan tinggal sepasang sahabat. Mereka ialah seekor arnab dan seekor tupai. Setiap hari mereka menghabiskan masa bersama-sama. Pada suatu hari, tupai berkata kepada arnab, “Mari kita buat sarang. Sekarang dah tiba musim hujan. Apabila hujan, kita ada tempat berteduh.” “Ya, betul kata awak. Tapi biarlah saya berehat dulu,” jawab arnab. Pada petang itu, hujan turun dengan lebatnya. Tupai dan arnab berteduh di bawah pokok. Mereka basah dan kesejukan.”Jika kita ada sarang, tentu kita tak akan basah begini,”kata tupai. “Ya, betul kata awak,” jawab arnab. “Pagi esok kita akan buat sarang,” kata arnab lagi.
(Bahagian 1/2)",,
317,Arnab yang malas (Bahagian 2/2),"Keesokan pagi, cuaca sungguh baik. Tupai mengajak arnab menbuat sarang. “Lebih baik kita pergi cari kayu untuk membuat sarang,” kata tupai. “Tapi bukan sekarang,” jawab arnab. “Kita masih ada banyak masa lagi. Marilah kita pergi cari makanan. Saya sungguh lapar!” Tupai menggeleng-geleng melihat sikap sahabatnya itu. Pada petang itu, hujan turun lagi. Tupai dan arnab basah kuyup kerana tiada tempat berteduh. “Alangkah baiknya jika kita ada sarang,” kata tupai. “Esok kita mesti buat sarang. Saya tak mahu terus basah seperti ini sewaktu hujan.” Arnab yang pemalasitu tidak menghiraukan rungutan sahabatnya. “Kita tunggu esok sahajalah,” kata arnab.
(Bahagian 2/2)",,
318,Orang lumpuh dan orang buta (Bahagian 1/2),"Ada seorang lelaki lumpuh dan seorang buta yang berjalan bersama apabila mereka menemui sebuah sungai, yang kedua-duanya terpaksa menyeberang. Lelaki lumpuh memberitahu orang buta bahawa dia tidak dapat sampai ke pantai lain, yang mana lelaki buta itu menjawab bahawa dia boleh lulus, tetapi sebelum kekurangan visi dapat tergelincir.
(Bahagian 1/2)",,
319,Orang lumpuh dan orang buta (Bahagian 2/2),"Sebelum itu, idea yang baik telah berlaku kepada mereka: lelaki buta itu akan menjadi orang yang akan mengambil perarakan dan memegang kedua-dua mereka dengan kakinya, manakala lelaki lumpuh akan menjadi mata kedua-duanya dan boleh membimbing kedua-dua semasa persimpangan. Mendaki orang lumpuh di atas orang buta, kedua-duanya meneruskan dengan hati-hati menyeberangi sungai, berjaya dan berjaya sampai ke pantai lain tanpa kesulitan. 
Pentingnya bekerjasama dan bekerjasama dengan orang lain , sesuatu yang membolehkan kita menggabungkan kemahiran semua untuk mencapai satu projek yang sama.
(Bahagian 2/2)",,
320,Singa dan Tikus (Bahagian 1/3),"Suatu hari seekor tikus melakukan kejahilan pada seekor singa. Dengan sengaja, tikus membangunkan si Singa.
Tak disangka, Singa sangat marah dan menangkap si Tikus yang ingin memakannya. Namun, si Tikus menangis memohon supaya Singa memaafkannya.
Dengan berbesar hati, Singa pun memaafkan dan melepaskan si Tikus
(Bahagian 1/3)",,
321,Singa dan Tikus (Bahagian 2/3),"Tikus sangat berterima kasih dan berjanji akan membalas kebaikan Singa suatu hari nanti.
Beberapa hari kemudian, Singa tertangkap oleh para pemburu. Singa sangat ketakutan akan dibunuh. Ia menangis. 
Tikus mendengar dan menghampiri dan melihat Singa sudah tertangkap di dalam perangkap.
(Bahagian 2/3)",,
322,Singa dan Tikus (Bahagian 3/3),"Teringat akan kebaikan Singa, Tikus pun membantu melepaskan Singa dengan cara menggigit jaring tersebut hingga putus. Singa pun dibebaskan. Sejak saat itu, Singa dan Tikus pun menjadi teman baik.
Pengajaran: Jangan pernah melupakan kebaikan orang lain dan jangan sungkan untuk membalas kebaikan itu.
(Bahagian 3/3)",,
323,Kawan yang tidak jujur (Bahagian 1/2),"Terdapat seekor rubah bernama Joe. Ia mempunyai sahabat bernama Ronnie. Ronnie ialah seekor keldai. Joe sangat licik. Ronnie pula seekor keldai yang kurang cerdik. 
Oleh itu, Joe sering mengambil kesempatan terhadap kawannya itu. Ia kerap menggunakan Ronnie bagi mendapatkan makanan. Roni hanya menurut segala kata-kata dan arahan Joe. Pada suatu petang, Joe dan Ronnie berjalan- jalan di dalam hutan. Tiba-tiba mereka terserempak dengan seekor singa.
Kedua-duanya tidak dapat melarikan diri. Joe yang licik mendapat idea untuk melepaskan diri dari singa itu. Ia berpura-pura berani di hadapan kawannya itu. “Kamu tunggu di sini. Biar aku pergi berunding dengan singa itu,”kata Joe. 
(Bahagian 1/2)",,
324,Kawan yang tidak jujur (Bahagian 2/2),"Joe berjalan ke arah singa. “Hai, Encik Singa! Tolong jangan makan saya! Saya akan bawakan keldai itu ke sebuah gua. Tuan boleh menikmati dagingnya yang lazat itu di sana,” kata Joe dengan lemah lembut. “Baiklah, aku akan lepas kan kau! Tapi, kau mesti bertindak cepat!” jawab singa dengan garang. Joe kembali menemui Ronnie. “Singa itu tak mahu makan kita sekarang! Lebih baik kita pergi segera dari sini dan menyorok di dalam gua ketika rubah dan keldai itu masuk ke dalam gua, singa terus menerkam rubah. Kemudian, ia membaham keldai. 
Kedua-dua sahabat itu menjadi makanan singa.
(Bahagian 2/2)",,
325,Anak ikan yang suka menipu (Bahagian 1/2),"Di sebuah lautan, terdapat seekor anak ikan yang nakal. Ia bernama Tony. Tony tidak disenangi rakan-rakanya kerana ia suka menipu dan mempermain-mainkan mereka. Ketika ikan-ikan lain sedang bermain, Tony akan menjerit, “Jerung! Jerung! Bersembunyi cepat!” Ikan-ikan itu ketakutan lalu lari dan bersembunyi di celah-celah batu. Tony akan mentertawakan rakannya itu. Ikan-ikan kecil amat takut dengan jerung. Jerung yang garang itu akan memakan mereka tanpa belas kasihan.
(Bahagian 1/2)",,
326,Anak ikan yang suka menipu (Bahagian 2/2),"Ikan-ikan kecil itu mempercayai Tony, walaupun mereka selalu tertipu dengan helah Tony. Pada suatu hari, Tony menghampiri rakan-rakanya itu. Ia ingin mempermainkan mereka seperti biasa. Tiba-tiba muncul seekor jerung menghampiri mereka. Namun Tony tidak menyedari kehadiran jerung itu. “Jerung! Jerung!” Bersembunyi cepat!” Jerit ikan-ikan itu. Ikan-ikan itu lari lalu bersembunyi di celah-celah batu. Tony tidak menghiraukan jeritan rakan-rakanya. Ia menyangka mereka cuba mepermain-mainkanya. “Baiklah, kamu semua menang! Di sini mana ada jerung! Tak usahlah kamu semua mempermain-mainkan aku!” jerit Tony. Jerung itu berenang menghampiri Tony. Tony tidak sempat melarikan diri. Ia dimakan oleh jerung itu.",,
327,Fakta Budaya,"German – Polterabend
Di German semasa majlis pra-perkahwinan, keluarga pasangan pengantin dan juga rakan-rakan pengantin akan pecahkan pinggan mangkuk.
Kemudian pasangan pengantin harus mengemas barangan yang dipecahkan tersebut, budaya ini diamalkan agar pasangan mendapat tuah yang baik.",,
328,Fakta Budaya,"Menghirup makanan berkuah dengan bunyi slurp
Orang Jepun dikenali sebagai masyarakat yang sangat sopan santun dan penuh tata tertib. Namun, apabila melibatkan memakan makanan berkuah seperti mee sup contohnya, mereka perlu makan dengan berbunyi (Slurping).
Menurut budaya Jepun, slurping memberikan kepuasan dan sebagai tanda penghargaan.",,
329,Fakta Budaya,"Eskalator terpendek di dunia
Penciptaan eskalator terpendek di jepun. Hanya tiga langkah tinggi sahaja. Eskalator ini terletak di arah bawah tanah di More's Department di Kawasaki, dengan ketinggian menegak 32.8 inci.",,
330,Fakta Budaya,"Rom – Beri Makanan Dan Minuman Kepada Si Mati
Di German semasa majlis pra-perkahwinan, keluarga pasangan pengantin dan juga rakan-rakan pengantin akan pecahkan pinggan mangkuk.
Kemudian pasangan pengantin harus mengemas barangan yang dipecahkan tersebut, budaya ini diamalkan agar pasangan mendapat tuah yang baik.",,
331,Fakta Budaya,"Scotland – Hitamkan Pengantin
Di Scotland terdapat amalan menghitamkan dengan membaling makanan basi atau sesuatu yang jijik kepada pengantin, tradisi ini dilakukan agar pasangan pengantin dapat menempuh segala kesukaran dengan sabar dan tabah di alam rumahtangga.",,
332,Fakta Negara,"Jalan raya paling unik: Guam
Di Guam, mereka tidak mempunyai pasir semulajadi dan cuma mempunyai terumbu karang. Oleh itu, mereka menggunakan hablur daripada karangan dan minyak untuk membuat jalan raya.",,
333,Fakta Negara,"Tiada sungai: Arab Saudi
Arab Saudi tidak mempunyai sebatang pun sungai yang merentasi buminya. Namun, teknologi saliran bekalan air mereka adalah antara yang tercanggih di dunia dan mereka juga mempunyai teknologi untuk mendapatlan bekalan air daripada takungan bawah tanah.",,
334,Fakta Negara,"Paling Banyak Hutan: Suriname
Suriname merupakan sebuah negara yang terletak di Amerika Selatan dan mempunyai paling banyak hutan, iaitu merangkumi 91% daripada buminya.",,
335,Fakta Negara,"Tiada ladang: Singapura
Payah untuk mencari nagara yang tiada ladang langsung. Namun, Singapura dan Vatican City merupakan dua buah negara di negara yang tidak mempunyai ladang ternakan atau tanaman.",,
336,Fakta Negara,"Paling kering: Libya
Sebahagian besar muka bumi Libya merupakan padang pasir, iaitu 99%. Oleh itu, kebanyakan wilayah di negara itu ada yang sudah tidak menerima walau setitik hujan selama berdekad-dekad lamanya.",,
337,Fakta Negara,"Paling kurang aman: Syria
Akibat peperangan dan pergaduhan yang tidak henti-henti di negara ini, Syria merupakan negara paling kurang selamat ketika ini.",,
338,,Jangan mencari-cari kesalahan orang lain.,,
339,<Lawak Harian>,"Terjumpa kertas Missing. 
Lembu yang hilang!
Betullah, kalau tak hilang, orang tak cari",,
340,<Lawak Harian>,Minum milo kenapa rasa milo ek?,,
341,<Lawak Harian>,Motor apa selalu ketawa? YamahaHAHAHAHA,,
342,<Lawak Harian>,"kita tak payah membuat lawak, sebab tengok mukanya pun sudah kelakar.",,
343,<Perkongsian Harian>,"Kunci hati dan jiwa tenang
-Tidak membenci
-Tidak merungut
-Bersederhana
-Bersangka baik
-Selalu senyum
-Selalu memberi
-Mendoakan orang lain
-Tidak berdengki dan iri hati
-Memaafkan diri dan orang lain
-Hindari permusuhan",,
344,,"Setiap yang kita lakukan biarlah jujur kerana kejujuran itu telalu penting dalam sebuah Kehidupan.
Tanpa kejujuran hidup sentiasa menjadi mainan orang.",,
345,<Perkongsian Harian>,"Orang yang kuat senyum dan ketawa
1. Suka kacau orang
2. Suka main main
3. Selalu buat lawak
4. Selalu nampak gembira
5. Suka tolong selesaikan masalah orang yang berkaitan dengan cinta
6. Suka menghiburkan orang sekeliling
7. Sebenarnya dialah orang yang selalu menangis dalam diam dan mempunyai
Kisah pahit dalam kehidupan.",,
346,Rusa yang bongkak (Bahagian 1/3),"Di sebuah hutan, ada seekor rusa yang bongkak.
Rusa it berasa bangga melihat tandukya yang cantik.
""Oh, cantiknya tandukku!"" kata rusa itu
kepada dirinya. Namun demikian, rusa it tidak suka pada kakinya yang kurus. ""Aku mahu kelihatan cantik dari kepala hingga hujung kaki,"" rungutnya.
(Bahagian 1/3)",,
347,Rusa yang bongkak (Bahagian 2/3),"Pada suatu hari, rusa terdengar seekor anjing menyalak. Rusa it sedar yang anjing pemburu sedang menuju ke tempat itu. Rusa itu berasa takut lalu berlari sekuat hati.
Sedang rusa itu berlari ke dalam hutan, tiba-tiba tandukya tersangkut pada dahan-dahan sebatang pokok yang rendah.
(Bahagian 2/3)",,
348,Rusa yang bongkak (Bahagian 3/3),"Rusa it meronta-ronta untuk melepaskan tanduknya daripada dahan-dahan itu.
Tidak disangka, kakinya yang kurus tetapi kuat itu dapat menolongnya melepaskan diri. Namun, fandukya path sedikit.
Sejak hari itu, rusa itu tidak lagi memandang kakinya sebagai sesuatu yang buruk atau tidak berguna.
(Bahagian 3/3)",,
349,Kura-kura ingin terbang (Bahagian 1/3),"Pada suatu hari, Sang Kura-kura ternampak seekor helang terbang tinggi.
la juga berasa ingin terbang.
""Ajarkan aku terbang,"" ujar Sang Kura-kura kepada Sang Helang.
""Kamu tidak mempunyai sayap,"" balas Sang Helang.
(Bahagian 1/3)",,
350,Kura-kura ingin terbang (Bahagian 2/3),"Namun Sang Kura-kura terus merayu.
Akhirnya, Sang Helang bersetuju.
Sang Helang pun mengangkat Sang
Kura-kura hingga ke udara. Kemudian Sang Helang melepaskan Sang Kura-kura dan menyuruhnya mengibarkan kakinya seperti sayap.
(Bahagian 2/3)",,
351,Kura-kura ingin terbang (Bahagian 3/3),"Malangnya, ia jatuh menjunam ke bumi.
Mujurlah dia terjatuh di dalam sebuah kolam. Sejak itu, ia sedar akan kelemahan dirinya.
(Bahagian 3/3)",,
352,"Keldai, singa dan ayam jantan (Bahagian 1/2)","Pada suatu hari, seekor singa berjalan-jalan di dalam hutan untuk mencari makanan. Tidak lama kemudian, ia ternampak seekor keldai sedang meragut puck pokok. la bercadang unfuk menerkam keldai itu.
Tiba-tiba, ia ternampak seekor ayam jantan bertenggek di atas pagar. Sang Singa memang takut akan bunyi kokokan ayam jantan. Ketika Sang Singa melintas di situ, ayam jantan pun terus berkokok.
(Bahagian 1/2)",,
353,"Keldai, singa dan ayam jantan (Bahagian 1/2)","Sang Singa terus melarikan diri ke dalam hutan.
Sang Keldai berasa lega kerana terselamat. la pun menari kegembiraan sambil mengekori Sang Singa. Tapa diduga, Sang Singa menoleh ke belakang dan terus menerkam Sang Keldai. Akhirnya, matilah Sang keldai akibat kecuaiannya sendiri.
(Bahagian 2/2)",,
354,Si Galak yang sombong,"Si Galak ialah seekor ayam yang bertubuh gagah dan sombong.
""Sebenarnya ada seekor binatang yang lebih gagah daripada engkau di dalam hutan,"" kata seekor ayam betina.
""Bawalah aku kepadanya. Aku tidak takut!"" kata Si Galak.
Kemudian, Si Galak dibawa ke tempat tinggal seekor musang. Si Galak pun menghampiri musang itu.
Tanpa membuang masa, Si Galak terus mematuk dan mencakar muka musang itu.
Musang yang sedang kelaparan itu pun dengan mudah sahaja menangkap dan memakan Si Galak.
""Bertuahnya aku. Tidak perlu bersusah payah mencari makanan,"" kata musang yang sudah kekenyangan itu.",,
355,Sang katak yang bongkak (Bahagian 1/2),"Pada suatu hari, Ana Katak memberitahu bapanya ia ternampak seekor haiwan yang amat besar dan kuat.
""Ah, tidak mungkin ada haiwan yang lebih besar dan kuat daripada bapa!"" kata
Bapa Katak dengan sombongnya.
Bapa Katak pun meminum air sambil mengembungkan perutnya.
""Adakah haiwan itu sebesar ini?"" Tanya Bapa Katak.
(Bahagian 1/2)",,
356,Sang katak yang bongkak (Bahagian 2/2),"Anak kata menggelengkan kepala. Bapa Katak terus minum air dan
mengembungkan perutnya seperti belon.
Anak Katak tetap menggelengkan kepalanya.
Bapa Katak terus mengembungkan perutnya. Akhirnya, perut Bapa Katak meletup dan Bapa Katak pun mati.
(Bahagian 2/2)",,
