ID,名字,描述,获得方式
11901,Pastel Lunar festivo,"Pastel Lunar, tambien conocido como Repostería lunar, Pastelitos, Pasteles de cosecha, de reunión, etc., son algunas de las delicias tradicionales. #r Después de comer, #c0aba1d recupera 30 de resistencia #n, y recibe la bendición misteriosa de la Luna. #r#c0aba1d durante el 16 de Sept. al 7 de Oct, #n Derrota #c0aba1d al hombre jabalí #n para obtener.",@Null@
11902,Fragmentos de linterna,Fragmentos de linternas dañadas por salvajes de celebración se pueden reparar con madera para hacer linternas de celebración.#r#c0aba1d9.16-10.7#n salvajes de celebración derrotados#c0aba1d #n,
11904,Bola de Flores festivas,Las bolas de flores se usan para decorar el festival y añadir un fuerte ambiente festivo. Me he enterado de que un comerciante está recogiendo esto. #r#c0aba1d Durante el 16 de Sept. al 7 de Oct. Se puede cambiar por artículos en el #c0aba1d comerciante de deseos #n.,@Null@
11905,Guzheng,"El Guzheng, #c0aba1d es un instrumento de cuerda #n. También conocido como Han Zheng y Qin Zheng. #r Se utiliza a menudo para solos, ensambles, conjuntos instrumentales y el acompañamiento del canto, la danza, la ópera y el arte popular. Debido a su amplia gama, su bello timbre, su riqueza interpretativa y su fuerte expresividad, se le conoce como el ""rey de toda la música"". #r Mientras tiene en la mano, #c0aba1d pulse prolongadamente la tecla de uso #n para tocar.",@Null@
11906,Suona,"La Suona, #c0aba1d es un instrumento de viento hecho de caña #n. #r La Suona tiene un temperamento y un timbre unicos, y es uno de los instrumentos nacionales más representativos. #r Mientras lo lleva en su mano, #c0aba1d presione prolongadamente la tecla de uso #n para tocar.",@Null@
11907,Lute,"La Pipa, #c0aba1d es un instrumento de cuerdas pulsadas #n. #r Hecho de madera de Bambú, su caja de musica tiene la forma de media pera y 4 cuerdas en la parte superior. El cuello y el panel estan provistos con ""Xiang"" y ""Ping"" para determinar la posición fonética. #r Mientras lo lleva en su mano, #c0aba1d presione prolongadamente la tecla de uso #n para tocar.",@Null@
11908,Flauta,"El Dizi, #c0aba1d es un instrumento de viento horizontal hecho de madera #n. #r El Dizi es un instrumento de viento pivotante con un rango generalmente ascendente a 2 octavas y 2 más. Es galardonado como uno de los instrumentos de viento nacionales. #r Mientras lo lleva en su mano, #c0aba1d presione prolongadamente la tecla de uso #n para tocar.",@Null@
11909,Tambor,"Los tambores, #c0aba1d son un instrumento de percusión #n. #r Un instrumento percusivo con piel en un cilindro hueco de madera. #r Mientras lo lleva en su mano, #c0aba1d presione prolongadamente la tecla de uso #n para tocar.",@Null@
11910,@Null@,@Null@,@Null@
11911,Cristal de Creación,"Un cristal nacido con el poder de la creación, que puede mejorar la mesa artesanal y activar runas de utilería.",Derrota al Apóstol del Vacío
11912,Tienda rota,"Una tienda de campaña con cicatrices pero todavía habitable, reparada con cuero suave cuando se coloca en el suelo.",
11913,Tienda destruida,Es tan malo que solo queda un estante que es completamente inhabitable. Se puede reparar con cuero blando después de colocarlo en el suelo.,
11914,colmillo de murciélago,Los afilados dientes de los murciélagos se pueden utilizar como material secundario para el grabado de runas.,Se obtiene al derrotar a los murciélagos.
11915,Gusano de Coral,"Plantadas en arena amarilla o arrecifes, las larvas de coral pueden crecer y, después de un período de tiempo, pueden convertirse en corales. Aunque los corales parecen plantas cuando están inmóviles, en realidad son animales. Consejo: ¡Los corales necesitan estar en el agua para sobrevivir!",Obtenido por la mesa del artesano
11916,Receta - Cama de concha,Se puede usar para desbloquear el método de elaboración de la cama de conchas en la mesa artesanal.,Los comerciantes a veces venden.
11917,Receta - Sofá de concha,Se puede usar para desbloquear el método de elaboración de Sofá de concha en la mesa artesanal.,Los comerciantes a veces venden.
11918,Receta - Mesa de concha,Se puede usar para desbloquear el método de elaboración de Mesa de concha en la mesa artesanal.,Los comerciantes a veces venden.
11919,Receta - Silla de concha,Se puede usar para desbloquear el método de elaboración de Silla de concha en la mesa artesanal.,Los comerciantes a veces venden.
11920,Receta - Puerta de coral,Se puede usar para desbloquear el método de elaboración de Puerta de coral en la mesa artesanal.,Los comerciantes a veces venden.
11921,Receta - Puerta de concha,Se puede usar para desbloquear el método de elaboración de Puerta de concha en la mesa artesanal.,Los comerciantes a veces venden.
11922,Receta - Ventana de coral,Se puede usar para desbloquear el método de elaboración de Ventana de coral en la mesa artesanal.,Los comerciantes a veces venden.
11923,Receta - Ventana de concha,Se puede usar para desbloquear el método de elaboración de Ventana de concha en la mesa artesanal.,Los comerciantes a veces venden.
11924,Receta - Armario océano,Se puede usar para desbloquear el método de elaboración de Armario océano en la mesa artesanal.,Los comerciantes a veces venden.
11925,Receta - Pantalla océano,Se puede usar para desbloquear el método de elaboración de Pantalla océana en la mesa artesanal.,Los comerciantes a veces venden.
11926,Receta - Escaleras de concha,Se puede usar para desbloquear el método de elaboración de Escaleras de concha en la mesa artesanal.,Los comerciantes a veces venden.
11927,Receta - Vestuario océano,Se puede usar para desbloquear el método de elaboración de Vestuario océano en la mesa artesanal.,Los comerciantes a veces venden.
11928,Receta - Lámpara de pie océana,Se puede usar para desbloquear el método de elaboración de Lámpara de pie océana en la mesa artesanal.,Los comerciantes a veces venden.
11929,Receta - Candelabro océano,Se puede usar para desbloquear el método de elaboración de Candelabro océano en la mesa artesanal.,Los comerciantes a veces venden.
11930,Receta - Lámpara de mesa de concha,Úselo para desbloquear y fabricar #c0aba1dLámpara de mesa océano#n en la mesa de artesano,Los comerciantes a veces la venden.
11931,Receta-Maceta Grande del Océano,"Después de su uso, se puede desbloquear en la mesa del artesano.",Los comerciantes a veces venden
11932,Receta - Valla de coral,"Después de su uso, se puede desbloquear Valla de coral en la mesa del artesano",Los comerciantes a veces la venden
11933,Receta - Puerta de Coral,"Después de su uso, se puede desbloquear Puerta de Coral en la mesa del artesano",Los comerciantes a veces venden
11934,Receta-Valla de conchas,"Después de su uso, se puede desbloquear Valla de conchas en la mesa del artesano",Los comerciantes a veces venden
11935,Receta - Puerta de valla de concha,Se puede usar para desbloquear el método de elaboración de Puerta de valla de concha en la mesa artesanal.,Los comerciantes a veces venden.
11936,Receta - Carillón de viento de concha,Se puede usar para desbloquear el método de elaboración de Carillón de viento de concha en la mesa artesanal.,Los comerciantes a veces venden.
11937,Receta - Caña de pescar de coral del cabo,Se puede usar para desbloquear el método de elaboración de Caña de pescar de coral del cabo en la mesa artesanal.,Los comerciantes a veces venden.
11938,Receta - Caña de pescar de coral burbuja,Se puede usar para desbloquear el método de elaboración de Caña de pescar de coral burbuja en la mesa artesanal.,Los comerciantes a veces venden.
11939,Receta - Caña de pescar de coral de disco,Se puede usar para desbloquear el método de elaboración de Caña de pescar de coral de disco en la mesa artesanal.,Los comerciantes a veces venden.
11940,Receta - Caña de pescar de coral de árbol,"Después de su uso, se puede desbloquear  Caña de pescar de coral de árbol en la mesa del artesano.",Los comerciantes a veces venden
11941,Receta - Sofá doble de concha,"Después de su uso, puede desbloquear la producción de @item _1195# en @item_800#.",Los comerciantes a veces venden.
11942,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11943,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11944,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11945,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11946,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11947,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11948,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11949,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11950,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11951,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11952,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11953,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11954,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
11955,La versión del juego es demasiado baja,¡Ve y descarga la última versión del juego!,
12001,Arma de madera,Un arma de golpeo básica. #c0aba1dCárgala#n lentamente para aturdir a la criatura frente a ti.,
12002,Lanza de piedra,Un arma de lanzamiento básica. #c0aba1dCárgala#n para lanzarla. Recógela para usarla repetidamente.,
12003,Daga,Un arma mejorada similar a una espada. #c0aba1dCárgala#n para realizar un ataque de corte que daña a las criaturas cercanas.,
12004,Lanza de bronce,Un arma de lanzamiento mejorada. #c0aba1dCárgala#n para lanzarla a los enemigos. Recógela para usarla repetidamente.,
12005,Espada de energía,Una espada impregnada con el Poder de la Creación. #c0aba1dCárgala#n para moverte instantáneamente hacia adelante por una cierta distancia y dañar a los enemigos al contacto.,
12006,Gancho de chorro,Dispara un gancho de agarre cuando se usa en una ubicación objetivo. Puede arrastrarse hasta la posición de bloqueo si el gancho #c0aba1d toca el bloque #n durante el vuelo. #rUsar #c0aba1del Plano - Jet Grip#n para desbloquear la fabricación en la mesa de artesano.,#c0aba1dNo imite cualquier comportamiento en el juego#n
12007,Arma láser,@Null@,@Null@
12008,Ballesta del émbolo,Se puede usar para recuperar criaturas y bloques posteriores,@Null@
12009,Segador,"Una hoz de titanio diseñada para usarse con una mano. #c0aba1dCárgalo#n para realizar un corte de amplio alcance, infligiendo daño a las criaturas cercanas.",
12010,Martillo de guerra de titanio,"Un martillo de titanio diseñado para usarse con una mano. #c0aba1dCárgalo#n para golpear el suelo con gran fuerza, alejando a las criaturas cercanas e infligiendo un daño masivo.",
12011,Dispositivo de proyección holográfica,"Tecnología alienígena mágica, un dispositivo que puede proyectar imágenes",@Null@
12012,Espada de piedra,"Un arma básica de espada. #c0aba1dCárgala#n para realizar un ataque de corte en una pequeña área, dañando a las criaturas cercanas.",
12013,Lanza de energía,"Un arma de lanzamiento impregnada con el Poder de la Creación. #c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos. Recógela para usarla repetidamente.",
12050,Arco corto de hierro,"Daño básico +25 #rArma básica de largo alcance, cada ataque consume 1 flecha de piedra. #rEl Daño real está relacionado con el nivel de energía almacenada.",
12051,Flecha de piedra,#c0aba1dDaño básico +15#n#rRequiere Arco corto de hierro para lanzar.,
12052,Huevo de Dodo,Lanzarlo tiene la posibilidad de generar un bebé de Dodo. Uno de los materiales para procesar huevos de Easter. A zorro le gusta mucho.,"De vez en cuando, un doo-doo que ha comido tendrá un huevo en el nido o en el suelo."
12053,Huevo de pingüino,"Lánzalo y tendrás una posibilidad de generar un pequeño pingüino. Se puede convertir en un huevo pintado con tintes rosa, amarillo y cian.",Los pingüinos no alimentados ponen un huevo de pingüino de vez en cuando.
12054,pequeño saco de arena,Se puede lanzar,
12055,pequeño saco de arena,Se puede lanzar,
12056,Arco de hueso de dragón,Dispone de energía explosiva. #rPuede usar huesos de bruja para reparar la durabilidad. #r Puede desbloquear la fabricación en la mesa de artesano después de derrotar al Dragón Negro de Lava.,
12057,Bola de nieve navideña,Lanza bolas de nieve navideñas. ¡Dale a esa preciosa nieve!,@Null@
12058,Bolsa de la fortuna roja,Impacta a tus compañeros. Conviértelos en animales.,@Null@
12059,Pudin de pegamento,Impacta a tus compañeros. Se le pega a los pies.,@Null@
12060,Bolsa Fu violeta,Impacta a tus compañeros.,@Null@
12061,Arco de tiburón,#c0aba1dDaño Básico +25#n#rUn arma a distancia básica que #c0aba1dconsume#n 1 Flecha del Océano por cada ataque.#rEl daño real está relacionado con el nivel de acumulación de energía.,
12062,Flecha del océano,#c0aba1dDaño básico+15#n #rRequiere un arco para disparar.,
12063,Arpón del diablo,Un arma de lanzamiento mejorada diseñada específicamente para el combate submarino. #c0aba1dCárgalo#n para lanzarlo a los enemigos manteniendo una trayectoria normal incluso bajo el agua. Recógela para usarla repetidamente.,
12064,Aleta de pez volador,Las aletas del pez volador. Se pueden usar para fabricar trajes de buzo.,Consíguelo tras derrotar al pez volador
12065,Diente de tiburón,"Los dientes de tiburón, se pueden usar para hacer arcos de tiburón.",Consíguelos después de derrotar al tiburón
12066,Piel de tiburón,"La piel de tiburón, se puede usar para hacer trajes de neopreno.",Consíguela después de derrotar al tiburón
12067,Espina de cola de pez diablo,El aguijón de la cola de un pez diablo. Se puede usar para fabricar #c0aba1dArpones de pez diablo#n.,Puedes conseguirlo tras derrotar al Pez Diablo.
12068,Bola de Nieve - Proyectil,Proyectiles lanzados por Guardias de Espíritu de Hielo.,
12069,Palo de madera seca,Una vara de madera frágil e inútil.,
12201,Casco de cuero,Defensa física +1,@Null@
12202,Armadura de cuero,Defensa física +2,@Null@
12203,Pantalones de cuero,Defensa física +2,@Null@
12204,Botas de cuero,Defensa física +1,@Null@
12205,Capa de cuero,"Cuero sencillo.
Velocidad de movimiento +2%.",@Null@
12206,Capa Ardiente,Velocidad de movimiento +6%.,
12207,Capa de tungsteno,Velocidad de movimiento +6%.,
12208,Capa de ágata de seda,Velocidad de movimiento +6%.,
12209,Capa de hierro,Velocidad de movimiento +3%.,
12210,Capa de lava,Una capa elegante e imponente.#rSe desbloquea y crea en @item_800# luego de derrotar al Dragón Negro del Caos. #c0aba1d-150 de daño de caída#n al equiparse.#r#c0aba1dJNo imites ningún comportamiento del juego.#n,
12211,Casco de cadenas,"Defensa física +6
Defensa a distancia +17",@Null@
12212,Armadura de cadenas,"Defensa física +9
Defensa a distancia +21",@Null@
12213,Pantalones de cadenas,"Defensa física +9
Defensa a distancia +21",@Null@
12214,Botas de cadenas,"Defensa física +6
Defensa a distancia +17",@Null@
12215,Capa de ágata de seda,Se dice que todo héroe lleva siempre capa.,
12216,Casco de latón,#c0aba1dDefensa física + 3 #n #rEquipo de defensa física de uso común.,@Null@
12217,Coraza de latón,#c0aba1dDefensa física + 6 #n #rEquipo de defensa física de uso común.,@Null@
12218,Leggings de latón,#c0aba1dDefensa física + 6 #n #rEquipo de defensa física de uso común.,@Null@
12219,Botas de latón,#c0aba1dDefensa física + 3 #n #rEquipo de defensa física de uso común.,@Null@
12220,No disponible en esta versión,¡Actualiza tu juego a la versión más reciente!,@Null@
12221,Casco de hierro,Defensa física +6,
12222,Armadura de hierro,Defensa física +9,
12223,Pantalones de hierro,Defensa física +9,
12224,Botas de hierro,Defensa física +6,
12225,Capa de hierro,Se dice que todo héroe lleva siempre capa.,
12226,Casco oriental,@Null@,@Null@
12227,Coraza oriental,@Null@,@Null@
12228,Polainas orientales,@Null@,@Null@
12229,Botas oriental,@Null@,@Null@
12230,Sable,@Null@,@Null@
12231,Casco de oro,"Defensa física +6
Defensa elemental +3",@Null@
12232,Armadura de oro,"Defensa física +9
Defensa elemental +4",@Null@
12233,Pantalones de oro,"Defensa física +9
Defensa elemental +4",@Null@
12234,Botas de oro,"Defensa física +6
Defensa elemental +3",@Null@
12235,Capa Ardiente,Se dice que todo héroe lleva siempre capa.,
12236,No disponible en esta versión,¡Actualiza tu juego a la versión más reciente!,@Null@
12237,No disponible en esta versión,¡Actualiza tu juego a la versión más reciente!,@Null@
12238,No disponible en esta versión,¡Actualiza tu juego a la versión más reciente!,@Null@
12239,Lata de Pintura en Aerosol,El patrón de pintura en aerosol cubrirá el cuadrado después de usarlo en el cuadrado. #r#c0aba1d El botón de patrón actual #n puede elegir el patrón de pintura en aerosol.,@Null@
12240,Huevo pintado,"Los bloques de algodón, los bloques de vidrio y los bloques de cemento cambiarán al color seleccionado. Cambia el botón para elegir el color.",
12241,Casco de tungsteno,Defensa física +15,
12242,Armadura de tungsteno,Defensa física +18,
12243,Calzas de tungsteno,Defensa física +18,
12244,Botas de tungsteno,Defensa física +14,
12245,Capa de diamante,Se dice que todo héroe lleva siempre capa.,@Null@
12246,Máscara salvaje,Se rumorea que llevarla te permite escuchar lo que dicen los Guerreros Salvaje...,
12247,Pistola de pintura,"Los bloques de algodón, los bloques de vidrio y los bloques de cemento cambiarán al color seleccionado. Cambia el botón para elegir el color.",
12248,Gran huevo de pintura,"Los bloques de algodón, los bloques de vidrio y los bloques de cemento cambiarán al color seleccionado. Cambia el botón para elegir el color.",
12249,Balas de pintura,Balas para una pistola de pintura.,@Null@
12250,Armadura de hierro para la montura,"Defensa física +5
Aumenta la defensa física de la montura.",
12251,Armadura de oro para la montura,"Defensa física +7
Aumenta la defensa física de la montura.",@Null@
12252,Armadura de diamante para la montura,"Defensa física +11
Aumenta la defensa física de la montura.",@Null@
12253,Mochila cohete,"Con esto equipado, podrás saltar para volar. Consejo del profesor Stephen: es inestable, ¡así que conduce con cuidado!
#cfa7a0f Cómo se desbloquea:#n actividad del Festival de la primavera.",#c0aba1dNo imitar cualquier comportamiento en el juego#n
12254,Mini Capa,"Capa de cuero con el logo de MiniG.
(Sácala para usarla)",@Null@
12255,Capa de 4399,"Capa de piel estampada con el logo 4399.
(retírelo para archivarlo para su uso)",@Null@
12256,Capa de Aligame,"Capa de piel estampada con el logo Aligame.
(retírelo para archivarlo para su uso)",@Null@
12257,Capa de Huawei,"Capa de piel estampada con el logo Huawei.
(retírelo para archivarlo para su uso)",@Null@
12258,Capa de Baidu,"Capa de piel estampada con el logo Baidu.
(retírelo para archivarlo para su uso)",@Null@
12259,Capa de Meizu,"Capa de piel estampada con el logo de Meizu.
(retírelo para archivarlo para su uso)",@Null@
12260,Capa de MI,"Capa de piel estampada con el logo de MI.
(retírelo para archivarlo para su uso)",@Null@
12261,Capa de OPPO,"Capa de piel estampada con el logo de Oppo.
(retírelo para archivarlo para su uso)",@Null@
12262,Capa de 360,"Capa de piel estampada con el logo de 360.
(retírelo para archivarlo para su uso)",@Null@
12263,Capa de Tencent,"Capa de piel estampada con el logo de Tencent.
(retírelo para archivarlo para su uso)",@Null@
12264,Capa de KuGou,"Capa de piel estampada con el logo de KuGou.
(retírelo para archivarlo para su uso)",@Null@
12265,Capa de Gionee,"Capa de piel estampada con el logo de Gionee.
(retírelo para archivarlo para su uso)",@Null@
12266,Capa de Vivio,"Capa de piel estampada con el logo de Vivo.
(retírelo para archivarlo para su uso)",@Null@
12267,Capa de Letv,"Capa de piel estampada con el logo de Letv.
(retírelo para archivarlo para su uso)",@Null@
12268,Capa conmemorativa,Capa exclusiva por iniciar sesión en el Día Nacional. ¡Celebremos el Día Nacional de China!,@Null@
12269,Capa propicia,Capa exclusiva por iniciar sesión en el Día Nacional. ¡Celebremos el Día Nacional de China!,@Null@
12270,Capa del Festival de la primavera,Capa de la actividad Festival de la primavera. ¡Disfruta del Festival de la primavera!,@Null@
12271,Silla de montar (sprint),Colócala en la montura domesticada para que tenga la habilidad de correr.,@Null@
12272,Collar de montura (caminar en el agua),Colócala en la montura domesticada para que tenga la habilidad de caminar sobre el agua.,@Null@
12273,Silla de montar (hipersalto),Colócala en la montura domesticada para que tenga la habilidad de pegar un gran salto.,@Null@
12274,Collar de montura (planeo),Colócala en la montura domesticada para que tenga la habilidad de planear por el aire.,@Null@
12275,Mochila de Oxígeno,Equipo de buceo esencial.#r#c0aba1dEquípelo en la parte posterior#n para obtener un suministro de oxígeno continuo.#r #c0aba1dDesaparece#n cuando se agota el oxígeno.,
12276,Mascara de oxigeno,"La máscara con excelente hermeticidad hecha de plumas de pájaro es imprescindible para los viajes planetarios. puede soportar el duro ambiente de anoxia de los extraterrestres, se deducirá la durabilidad del equipo, y si la durabilidad es insuficiente, #c0aba1d desaparecerá #n.",@Null@
12277,Mochila ignífuga,"Cuando #c0aba1dse equipa en la espalda#n, proporciona protección contra altas temperaturas.#rLa durabilidad se reduce al ejercer protección contra el Calor. #c0aba1dDesaparece#n si la Durabilidad llega a cero.",
12278,Plumas de curruca pájaro,Las plumas de la curruca son de colores brillantes y están bien selladas. #r puede usarse para hacer #c0aba1d máscara de oxígeno #n.,@Null@
12279,Capa de resistencia al frío,La capa extremadamente abrigada te puede ayudar a soportar el frío.,
12280,Dinamita,"¡Explota tras ser lanzado! Ten cuidado al usarlo.
#cfa7a0f Cómo se desbloquea:#n frutas de jardín.",@Null@
12281,Tirachinas,"Es fácil acumular fuerzas, pero tiene poco daño. El juguete de los niños malos. Lanza #cfa7a0fpiedras#n.
#cfa7a0f Cómo se desbloquea:#n minihabas.",@Null@
12282,Piedra,Se lanza con catapulta.,@Null@
12283,Ballesta,"Lanza tres flechas a la vez.
#cfa7a0f Cómo se desbloquea:#n frutas de jardín.",@Null@
12284,Bazuka,"Arma a distancia, #c0aba1dconsume #n1 cohete por ataque.",@Null@
12285,Misil,Se necesita un bazuka para lanzarlo.,@Null@
12286,Bolsa dorada de la suerte,Impacta a los compañeros.,@Null@
12287,Bola burbuja,¡Lánzasela a tu amigo y haz que vuele!,Tendrá oportunidad de obtenerlo por derrotar Dango o romper la botija #c0aba1dNo imitar cualquier comportamiento en el juego#n
12288,Cerbatana,Arma a distancia. Puede lanzar dardos stinger.,@Null@
12289,Dardo,Dardos tóxicos sintetizados por aguijones. Puede envenenar a los enemigos,@Null@
12290,Bola fluorescente,"Se adhiere a los bloques cuando se lanza y proporciona luz, se desvanece en pocos minutos",
12291,Arco de pulso de energía,"#c0aba1ddano：35#n Armas de largo alcance de Horas, disparar hacia fuera #B Flechas de pulso de energía #n #cfa7a0f Desbloquear: #n Desbloquear con mini frijoles",@Null@
12292,Flecha de pulso de energía,"#c0aba1d Dano:15#n equipo de consumo para el Arco de Pulso de Energía alcanzó un ataque, rebote cuando se alcanza bloquea",@Null@
12293,Guantes Gravedad,Aparato tecnológico de vanguardia para coger y lanzar cosas con características físicas. Acumular potencia y lanzar cosas. Recoger: Clic en el objeto. Distancia para recogerlo: 5 bloques. Clic y mantenerlo para aumentar la potencia. Soltarlo para lanzar.,#c0aba1dNo imitar cualquier comportamiento en el juego#n
12294,Escopeta de Bola de Acero,Una escopeta juguete que acumula potencia para disparar .,@Null@
12295,Bola de Acero,Disparadas con la Escopeta de Bola Acero. Tiene características físicas. Puede batir hacia atrás cualquier cosa con propiedad física.,@Null@
12296,Bola de Billar,Puede dispararse tras la acumulación de fuerza. Tiene características físicas. Rebotar al tocar bloques. La superficie es lisa pero no fuerte la elasticidad.,
12297,Voleibol,Puede dispararse tras la acumulación de fuerza. Tiene características físicas. Rebotar al tocar bloques. La superficie es bruta pero suficientemente elástica.,
12298,Caja de Madera,Puede dispararse tras la acumulación de fuerza. Tiene características físicas. Rebotar al tocar bloques. La superficie es lisa pero no fuerte la elasticidad.,
12299,Cañón Fusión,El cañón fusión es el arma distintiva de Megatron. Está unido a su brazo derecho y es devastadoramente poderoso.,@Null@
12300,Bomba Estrella,@Null@,@Null@
12301,Crescent Moon Magic Wand,#c0aba1d CERCA DE DAÑO DE BATALLA + 20 #n,@Null@
12302,Star Wing Magic Wand (Azul),#c0aba1d CERCA DE DAÑO DE BATALLA + 20 #n,@Null@
12303,Estrella del ala Varita mágica (rojo),#c0aba1d CERCA DE DAÑO DE BATALLA + 20 #n,@Null@
12304,Espada del Demonio,#c0aba1d Daño de batalla + 35 #n,@Null@
12305,Cuaderno de dibujo de  la princesa mágica,"#c0aba1d Daño cuerpo a cuerpo +28 #n
Puedes realizar magia avanzada de poder de balala para la transformación de hadas mágicas - Transformación Arcoiris de Kalai, el accesorio mágico de la princesa Alyssa",@Null@
12306,Paleta mágica(roja),"#c0aba1d Daño cuerpo a cuerpo +20 #n
Puedes realizar magia avanzada de poder de balala para la transformación de hadas mágicas - Magia de invocación Roja, el accesorio mágico de Jessi",@Null@
12307,Paleta mágica(amarilla),"#c0aba1d Daño cuerpo a cuerpo +20 #n
Puedes realizar magia avanzada de poder de balala para la transformación de hadas mágicas - Magia de invocación amarilla, el accesorio mágico de Amy",@Null@
12308,@Null@,@Null@,@Null@
12309,Escudo de cáscara de escorpión,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",
12310,Escudo de aguijón de escorpión,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",
12311,Rugido de arena,Un cañón de mano poderoso que consume arena para aturdir todo! #c0aba1dEl Daño básico de la bola de arena disparada +4#n#rLa munición para un ataque normal es arena y puede aturdir al enemigo después de cargar,Derrota al insecto de arena para conseguir
12312,Casco de resistencia al frío,Proporciona calor y ofrece cierta defensa.,
12313,Coraza de resistencia al frío,Proporciona calor y ofrece cierta defensa.,
12314,Grebas de resistencia al frío,Proporciona calor y ofrece cierta defensa.,
12315,Botas de resistencia al frío,Proporciona calor y ofrece cierta defensa.,
12316,Palo congelado,"El arma se forma en las manos de los Guardias de Espíritu de Hielo al condensar el aire frío a su alrededor. Cuando se usa para atacar criaturas, reduce su temperatura. Si la temperatura baja demasiado, la criatura se #c0aba1dcongela#n. Se ve muy feroz pero no tiene mucha durabilidad. Puedes usar @item_12710# para repararla.",Tiene una posibilidad de generarse al derrotar a Guardias de Espíritu de Hielo que tienen @item_12316#.
12317,Escudo de madera,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",
12318,Escudo de bronce,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",
12319,Escudo de titanio,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",
12494,Batata asada,Papa asada fragante,
12495,Maíz asado,Maíz asado fragante,
12496,Mariscos,"Un montón de mariscos, incluyendo @item_12520#, @item_12524#, @item_12527#, @item_12703#, @item_12704#, y otros ingredientes de mariscos.",
12497,Carne Tostada en exceso,"#c0aba1d recuperará 10 de resistencia después de comer #n. #rLa carne chamuscada al fuego ya no puede ver su aspecto original, ten cuidado #c0aba1d diarrea#n.",@Null@
12498,Espora de la Visión Nocturna,Obtendrá #c0aba1dVisión Nocturna#n dentro de los 6 segundos después de comerlo #n.,
12499,Dodo Asado Acelerador,Aumenta la velocidad de movimiento por 75% durante 6 segundos después de comerlo.,
12500,Cereza,#c0aba1d domesticar#n Volvo.,Crece en cerezos y obtiene@item_11405# después de comer.
12501,Bandeja De Frutas,Restaura la condición física después de comer,
12502,Fideos,Se restaura luego de comerlo.,Necesita @item_794# para cocinar.
12503,Piña,Dáselo a las Ardillas Voladoras como #c0aba1dAlimento#npara restaurar sus HP. También se puede usar como #c0aba1dojos de muñeco de nieve#n.,Crece en pinos. Se puede conseguir @item_11406# al comerlo.
12504,Fragmento de colmena,Restaurará 15 de HP después de comer #n. #r Puede fabricar bloques de hierro para miel.,Se obtiene recogiendo panales con un pico.
12505,Ensalada de pepino,Restaurará 15 de Resistencia y gana 15 de perseverancia después de comer,
12506,Fruta,"Incluyendo @item_230#, @item_237#, @item_239#, @item_11599#, @item_12500#, y otras frutas.",
12507,Bocadillos de maíz,Al #c0aba1dcomerlo#nla velocidad de excavación aumenta durante un tiempo.#r,Necesita @item_794# para cocinar.
12508,Rodaja de sandía,"#c0aba1d restaurará 1 de salud después de comer #n. #r lo usa en #c0aba1d avestruz #n, existe la posibilidad de domarlo #c0aba1d #n.",Rompe la sandía para recolectar .. #r Tiene posibilidades de obtenerlo rompiendo el tarro de arcilla
