ID,名字,描述,追踪
1234,Artesano de la mesa de fundición,Usa roca y tierra para fabricar #L#cfa7a0fhorno#n@1#r (¡Derrite los minerales y crea herramientas de metal! ),Usa la mesa artesanal para hacer #cfa7a0fhorno
1235,El primer paso para un chef,Usa roca para fabricar #L#cfa7a0fOlla de piedra#n@1#r(Puede hacer comida nutritiva),Fabricar #L#cfa7a0fOlla de piedra con la mesa artesanal
1236,Come lo suficiente para ser fuerte,Cocine maíz en polvo en la olla de piedra para obtener #L#cfa7a0ffideos#n@1#r (recuerde colocar la olla de piedra en la hoguera. ¡Solo puede trabajar duro si está lleno!),Cocinar #cfa7a0ffideos#n en la olla de piedra
1237,¡El comienzo de la Edad del Bronce!,"Usa el pico de piedra para minar #L#cfa7a0fmineral de cobre
#n bajo tierra@1#r(¡Mira lo que he excavado bajo tierra!)",Minar cfa7a0fmineral de cobre
1238,¿Energia nueva?,"Usa el pico de piedra para recolectar #L#cfa7a0fhielo combustible
#n bajo tierra@1#r(A veces están en la superficie y en los acantilados)",Recolecta #cfa7a0fhielo combustible
1239,Fundición de metales: Cobre,Funde el mineral de cobre en la mesa de fundición para obtener #L#cfa7a0fbronce#n@1#r(Se puede usar para fabricar mejores herramientas),Fundir para obtener #cfa7a0fbronce
1240,Artesano del horno de cobre,Fabrica #L#cfa7a0fhorno de cobre#n@1#r con la mesa artesanal,Fabrica #cfa7a0fhorno de cobre
1241,Azada de piedra,"Usa piedras y ramas para crear #L#cfa7a0fazada de piedra#n@1#r(Con él, puedes arar las tierras de cultivo)",Hacer #cfa7a0fazada de piedra
1242,Señor de la ración,Sembrar #L#cfa7a0fSemilla de maíz#n en las tierras de cultivo@1#r(Solo se puede plantar en las tierras de cultivo),Planta #cfa7a0fmaíz
1243,@Null@,@Null@,@Null@
1244,@Null@,@Null@,@Null@
1245,@Null@,@Null@,@Null@
1246,@Null@,@Null@,@Null@
1247,Fundición de metales: Hierro,Coloque el mineral de ferroaleación en un horno de cobre para la cocción a temperatura media para obtener #L#cfa7a0flingotes de hierro#n@1.,Fundir para obtener #cfa7a0f lingote de hierro fundido
1248,Artesano del horno de hierro,Fabricar #L#cfa7a0fhorno de hierro#n@1 con el hierro en la mesa artesanal,Fabricar #L#cfa7a0fhorno de hierro#n@1 en la mesa artesanal
1249,¡Herramienta de runas!,"Usa la tabla de runas para activar una piedra rúnica@1#r (Runa de eficiencia de grabado en la herramienta, Runa de ataque en el arma y Runa de defensa en la armadura)",Activar #cfa7a0f piedra rúnica
1250,Fundición de metales: titanio,"Coloque el mineral de aleación de titanio en un horno para fundirlo y refinarlo para obtener #L#cfa7a0fLingote de titanio
#n@1",Fundir para obtener #cfa7a0flingote de titanio
1251,¡El comienzo de la era tecnológica!,"Usa aleación de titanio y ramas delgadas para hacer #L#cfa7a0ftpico de lingote de titanio
#n@1#r (tiempo de minería, ¡comienza!)",Hacer #cfa7a0fpico de lingote de titanio
1252,No es el mismo material,Busque el chip inteligente en la isla flotante #r (¡salga y explore la distancia!),Obtenga el chip inteligente #cfa7a0f
1253,Actualizar Estación estrella,Utilice los componentes de actualización de la Estación Estrella para actualizar el Módulo de Teletransporte de él #r (puede ir a un planeta más lejano solo después de la actualización),Actualización #cfa7a0f Módulo de teletransporte de la estación estelar
1254,Nuevo Mundo-Llamas,Visite a Llamas #r (lo mejor es traer ropa ignífuga para evitar quemaduras),Ir a #cfa7a0ffLlamas
1255,@Null@,@Null@,@Null@
1256,(Abandonado)cazador de dragones,Derrota al Antiguo Dragón Negro #r (no tan fácil),Derrota al antiguo dragón negro#cfa7a0f
1257,Clave de Llamas,Obtén la #L#cfa7a0f Espada Rota #n@1#r del Nido de Dragón#r (es una de las tres llaves para activar el altar del volcán),Consigue la espada rota#cfa7a0f
1258,Nuevo Mundo - Horas,"Visite Horas #r (¡El aire es escaso aquí, así que póngase una máscara de oxígeno!)",Ir a #cfa7a0fHoras
1259,Jefe de Horas,Usa #L#cfa7a0f Runa Regen #n para activar Tótem @1#r (¡hay una sorpresa en la sala secreta cercana!),Activar el tótem#cfa7a0f
1260,Taladro de cobre Horas,"Recoge Cobre de Horas, Mazo de Madera Gen, Bloque de Horas y Cable de Celesthium Azul para hacer #L#cfa7a0f Taladro de Cobre de Horas #n@1#r (he oído que la meseta y la isla flotante tienen el encantador brillo del cobre de Horas)",Hacer broca de cobre estrella #cfa7a0f
1261,Gancho de chorro,"Recoge lingote de cobre de estrella, lingote de mineral violeta, cristal de gravedad y mineral de celesthium para hacer #L#cfa7a0fgancho de chorro#n@1#r (puede hacerte volar sobre las paredes)",Hacer #cfa7a0fgancho de chorro
1262,Invocador gigante antiguo,Invocar y derrotar al Gigante Antiguo en Horas@1#r(Se requiere que tungsteno/ámbar/horas cobre/fluorita púrpura se coloquen en las 4 cuadrículas al lado del Totem Core para invocar),Derrota al  #cfa7a0fgigante antiguo
1263,Clave de Horas,Derrota al Gigante Antiguo para conseguir el #L#cfa7a0f Ojo de Gigante #n@1#r (es una de las tres llaves para activar el altar del volcán),Consigue #cfa7a0f Ojo de gigante
1264,Creador del árbol sagrado,¡Cava un agujero y plántalo! ¡Plántalo! @1#r (Puedes conseguir una de las tres llaves en la cima del árbol sagrado),Planta #cfa7a0f árbol sagrado
1265,Fruta sagrada,Recoge el Núcleo del Árbol Sagrado en la parte superior del Tronco Sagrado para obtener la #L#cfa7a0f Fruta Sagrada #n@1#r (es una de las tres llaves para activar el altar del volcán),Recoge #cfa7a0f fruta sagrada
1266,"Nada arriesgado, nada ganado","Reúne las tres llaves de Miras, Horas y Flamas, y activa el altar en la zona del volcán @1#r (entra en la entrada del hábitat del fantasma del vacío)",Activar #cfa7a0f Volcano Altar
1267,¡Salvador!,Derrota al Fantasma del Vacío @1,Derrota a #cfa7a0ffantasma del vacío
1268,Papa,Sembrar semillas de patata en la tierra cultivada para conseguir #L#cfa7a0f Patatas #n@1,Cultivar patatas #cfa7a0f
1269,Hacer puré de papas,Usar Patatas en Olla de Piedra para obtener #L#cfa7a0f Puré de Patatas #n@1,Hacer puré de papas #cfa7a0f
1270,¡Papas fritas!,"Usa puré de patatas, flor de dracaena y papel para cocinar en una olla de piedra y conseguir #L#cfa7a0f patatas fritas #n@1",Prepara papas fritas #cfa7a0f
1271,Obtener carne de rinoceronte,Matar a 1 inoceronte para obtener #L#cfa7a0fcarne de rinoceronte#n@1,Obtener #cfa7a0fcarne de rinoceronte
1272,Carne de rinoceronte,Usa el carne de rinoceronte para asar en una hoguera y conseguir #L#cfa7a0fcarne asado de rinoceronte#n@1,Cocina #cfa7a0fcarne asado de rinoceronte
1273,Fideos De Barbacoa,"Use fideos, siempreviva
, carne asada de rinoceronte para cocinar #L#cfa7a0fFideos De Barbacoa#n@1",Cocinar #cfa7a0fFideos De Barbacoa
1274,Proteína,Coloca un pájaro dodo y pondrá #L#cfa7a0fhuevo de pájaro dodo #n@1,Recoge #cfa7a0flos huevos de pájaro dodo
1275,Pastel de calabaza,Utiliza jarabe de fructosa embotellado y calabaza para hacer #L#cfa7a0f Pastel de calabaza #n@1,Haz una tarta de calabaza para fiesta #cfa7a0f
1276,Felices fiestas,"Use leche embotellada, batatas, carne de pájaro dodo y harina de maíz para hacer #L#cfa7a0fPizza#n@1",Cocina #cfa7a0fpizza
1277,Cereza,Destruir las Hojas de los Árboles Frutales dejará caer #L#cfa7a0f Frutas Frescas #n@1,Consigue frutos silvestres#cfa7a0f
1278,Frutero,"Use una rebanada de sandía, un tazón y fruta fresca para hacer #L#cfa7a0fFrutero#n@1",Haz #cfa7a0fFrutero
1279,Chef Imperial,Obtén automáticamente el título tras completar las tareas anteriores,Completa el logro de la serie de elaboración de alimentos #cfa7a0f
1280,Defiéndete,Usa madera y ramas para hacer #L#cfa7a0fPuerta Ligera#n@1,Sintetiza #cfa7a0fPuerta Ligera
1281,Cuenta las estrellas en la ventana,Usa la tabla y la barra de madera para hacer #L#cfa7a0fVentana de Madera#n@1,Sintetiza #cfa7a0fVentana de Madera
1282,Pigmento rojo,Usa cereza para hacer #L#cfa7a0fPigmento rojo#n@1,Sintetiza pigmento#cfa7a0f
1284,Ferroviario,Usa hierro y rocas para hacer #L#cfa7a0fFerroviario#n@1,Sintetiza #cfa7a0fFerroviario
1285,¡Montaña rusa! ¡Vamos!,"Usa hierro, madera y bloques luminiscentes para hacer #L#cfa7a0fPrimera parte de Montaña Rusa#n@1",Sintetiza #cfa7a0fPrimera parte de Montaña Rusa
1286,Baños del sol,Obtén el #L#cfa7a0fCampánula#n@1 en los llanos,Recoge #cfa7a0fCampánula
1287,Princesa de corona de flores,Utiliza tres flores diferentes para hacer una #L#cfa7a0f Corona de flores #n@1,Haz la corona de flores #cfa7a0f
1288,Hermoso día,Esta tarea se completa automáticamente cuando se completa la tarea previa,Completa los logros #cfa7a0f del serie de conceptos básicos de artesanía
1289,Artesano de runas intermedio,Utiliza las Runas Intermedias para la incrustación @1,Piedra rúnica intermedia con incrustaciones #cfa7a0f
1290,Artesano de runas superior,Utiliza las Runas Avanzadas para la incrustación @1,Piedra rúnica avanzada con incrustaciones #cfa7a0f
1291,Coleccionistas de runas,Obtener automáticamente el título después de completar las tareas anteriores,Completa el logro de piedra rúnica #cfa7a0f
1292,Aventurero,Usa hierro y ramita para hacer #L#cfa7a0Espada corta#n@1,Completa los logros de la serie mosaic#cfa7a0f
1293,Piquero valiente,Utiliza lingotes de latón y barras de madera para fabricar #L#cfa7a0f Lanza larga #n@1,Hace #cfa7a0fEspada de bronce
1294,Reaper de almas,Usa lingotes de aleación de titanio y barras de madera para fabricar la parca #L#cfa7a0f #n@1,Hace #cfa7a0fTitanium Reaper
1295,Espadachín,"Usa diamantes, lingotes de hierro y barras de madera para fabricar una #L#cfa7a0f Espada de energía #n@1",Hacer #cfa7a0fEspada de diamantes
1296,Explorador,"Usa Lingotes de Hierro, Cueros e Hilos de Seda para hacer un #L#cfa7a0f Arco de Hierro #n@1",Hace #cfa7a0fLazo de hierro
1297,Gran maestre,Usa el Báculo y la Gema Ordinaria para hacer el #L#cfa7a0f Báculo Ordinario #n@1,Hace #cfa7a0fPersonal ordinario
1298,Maestro de armas,Obtén automáticamente el título después de completar las tareas anteriores,Completa el logro #cfa7a0fCrafting Weapon Series
1299,Casco de cobre,Usa Lingotes de Latón y Cuero para hacer un #L#cfa7a0f Casco de Cobre #n@1,Hace #cfa7a0fCasco de cobre
1300,Casco de hierro,"Utiliza lingotes de hierro, lingotes de latón y cuero para fabricar un #L#cfa7a0f Casco de hierro #n@1",Hace #cfa7a0fCasco de hierro
1301,Casco de titanio,"Usa lingotes de hierro, lingotes de aleación de titanio y cuero para fabricar el casco de titanio #n@1",Hace #cfa7a0fCasco de titanio
1302,Casco de diamante,"Usa diamantes, lingotes de oro y cuero para hacer un #L#cfa7a0f Casco de diamante #n@1",Hace #cfa7a0fCasco de diamante
1303,Armadura de cobre,Usa lingotes de latón y cuero para hacer una armadura de cobre #n@1,Hace #cfa7a0fArmadura de cobre
1304,Armadura de hierro,"Usa lingotes de hierro, lingotes de latón y cuero para hacer una armadura de hierro #L#cfa7a0f",Hace #cfa7a0fArmadura de hierro
1305,Armadura de titanio,"Usa lingotes de hierro, lingotes de aleación de titanio y cuero para hacer una armadura de titanio #n@1",Hace #cfa7a0fArmadura de titanio
1306,Armadura de diamante,"Usa diamantes, lingotes de oro y cuero para hacer una #L#cfa7a0f Armadura de diamantes #n@1",Hace #cfa7a0fDiamond Armor
1307,Greba de cobre,Usa lingotes de latón y cuero para hacer una #L#cfa7a0f Greave de cobre #n@1,Hace #cfa7a0fGreveta de cobre
1308,Greba de hierro,"Usa lingotes de hierro, lingotes de latón y cuero para fabricar la greba de hierro #L#cfa7a0f",Hace #cfa7a0fIron Greave
1309,Greba de titanio,"Usa lingotes de hierro, lingotes de aleación de titanio y cuero para fabricar la gavilla de titanio #n@1",Hacer #cfa7a0fGrote de titanio
1310,Greba de diamante,"Usa diamantes, lingotes de oro y cuero para hacer #L#cfa7a0f Greave de diamante #n@1",Hace #cfa7a0fGarra de diamante
1311,Zapatos de cobre,Utiliza lingotes de latón y cuero para hacer #L#cfa7a0f Zapatos de cobre #n@1,Hace #cfa7a0fZapatos de cobre
1312,Zapatos de hierro,"Usa lingotes de hierro, lingotes de latón y cuero para hacer #L#cfa7a0f Zapatos de hierro #n@1",Make #cfa7a0fZapatos de hierro
1313,Zapatos de titanio,"Usa lingotes de hierro, lingotes de aleación de titanio y cuero para fabricar unos zapatos de titanio #n@1",Marca #cfa7a0fZapatos de titanio
1314,Zapatos Diamante Azul,"Usa diamantes, lingotes de oro y cuero para fabricar #L#cfa7a0f Zapatos de diamante #n@1",Hace #cfa7a0fZapatos de diamante
1315,Maestro de Defensa,Obtén automáticamente el título tras completar las tareas anteriores,Completa el logro #cfa7a0fCrafting Defense Series
1316,Coleccionista de guerra,Obtén automáticamente el título tras completar las tareas anteriores,Completa #cfa7a0fLogros de la serie Armas y armaduras
1317,Cazador gigante de lava,Derrota al Gigante de lava en Flamas @1,Derrota al gigante #cfa7a0fLava
1318,Cazador de azufre arquero,Derrota al Arquero de Azufre en Flamas @1,Derrota al arquero de azufre #cfa7a0f
1319,Llamas Terminator,Obtén el título automáticamente después de completar las tareas anteriores,Completa el logro #cfa7a0f Derrotando a Flamas Creature Series
1320,Lingotes de cobre I,Fundir 10 #L#cfa7a0f Lingotes de cobre #n@1,Lingote de cobre fundido #cfa7a0f
1321,Lingotes de cobre II,Fundir 100 #L#cfa7a0f Lingotes de cobre #n@1,Lingote de cobre fundido #cfa7a0f
1322,Lingotes de cobre III,Fundir 300 #L#cfa7a0f Lingotes de cobre #n@1,Lingote de cobre fundido #cfa7a0f
1323,Lingote de aleación I,Fundición 10 #L#cfa7a0f Lingotes de aleación #n@1,Fundir #cfa7a0fLingro de aleación
1324,Lingote de aleación II,Fundición 100 #L#cfa7a0f Lingotes de aleación #n@1,Fundir #cfa7a0fLingro de aleación
1325,Lingote de aleación III,Fundir 300 #L#cfa7a0f Lingotes de aleación #n@1,Fundir #cfa7a0fLingro de aleación
1326,Mineral de runa de ataque,Utiliza un pico de latón para destruir el mineral de runa de ataque y obtener la piedra de runa de ataque #L#cfa7a0f #n@1,Recolecta #cfa7a0fMineral de runa de ataque
1327,Mineral de runa de defensa,Utiliza un pico de latón para destruir la runa de defensa y obtener la piedra rúnica de defensa #n@1,Recolecta #cfa7a0fMineral de runa de defensa
1328,Mineral de runa de eficiencia,Usa un pico de latón para destruir la runa de eficiencia y obtener la piedra rúnica de eficiencia #L#cfa7a0f #n@1,Recolecta #cfa7a0fMineral de runa de eficiencia
1329,Señor de la matanza de dragones,Invoca y derrota al Dragón Negro de Magma @1,Derrota a #cfa7a0fMagma Dragón Negro
1330,Héroe asesino de dragones,Invoca y derrota al Dragón Negro del Caos @1,Derrota al #cfa7a0fDragón Negro de Caos
1331,Lanza de piedra antigua,Utiliza piedras afiladas y barras de madera para fabricar la #L#cfa7a0f Lanza de piedra #n@1,Hace #cfa7a0fLanza de piedra
1332,Maestro artesano,Handheld Creation Crystal Actualiza la mesa artesanal a#L#CFA7A0F Craftsman Taiwan#n@1,Hace y coloca #cfa7a0fMesa artesana de titanio
1333,Experto en construcción,Utiliza Madera para hacer Tablas de Madera y colocarlas en el suelo @1,Hace y colocar #cfa7a0fTablero de madera
1334,Honda,"Usa Cuero, Barra de Madera e Hilo de Seda para hacer un #L#cfa7a0f Tirachinas #n@1",Hace #cfa7a0fTiragomas
1335,¡Aventura en la selva tropical!,Encuentra el Bosque Lluvioso y recoge los Árboles del Bosque Lluvioso Brillantes para obtener fragmentos del #L#cfa7a0f Núcleo del Bosque Lluvioso #n@1,Obtenga #cfa7a0fRainforest Core Fragment
1336,Ojo de la selva tropical,Usa los lingotes de latón y los fragmentos del Núcleo de la selva para sintetizar el #L#cfa7a0f Ojo de la selva #n@1,Hace #cfa7a0fOjo de Selva Tropical
1337,Quetzalcoatl,Derrota a Quetzalcóatl en el templo@1#r(usa el Ojo de la Selva Tropical en la estatua rota para invocar el Templo de la Selva Tropical. Quetzalcóatl está justo ahí en el templo),Derrota a #cfa7a0fHaku
1338,Semilla sagrada,Derrota al Quetzalcoatl en el templo para obtener la #L#cfa7a0f Semilla Sagrada #n@1,Obtenga #cfa7a0fSemilla de Árbol Sagrado
1339,Piedra de Resurrección,"Utilice bloques de roca para hacer, luego coloca #L#cfa7a0f estatua de piedra#n@1",Coloca #cfa7a0festatua de piedra
1340,@Null@,@Null@,@Null@
1341,@Null@,@Null@,@Null@
1342,Semilla de trigo,Utiliza el trigo para hacer #L#cfa7a0fsemilla de trigo#n@1.,Hace #cfa7a0fsemilla de trigo
