ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
103,Moyan,Soy el Señor del Fuego. Ardiendo todo a mi paso es mi credo.,@Null@,Efectos corporales: emite el aura de un rey demonio,Avatar: Desbloquear el avatar,@Null@,#cd65b00Transform: Haga clic en el botón Transformar para cambiar entre la forma Toro / Humana. #n,#cd65b00 Habilidad exclusiva de Moyan: ¡La fuerza del toro! #n,
104,Lingyao,"Las leyendas dicen que dentro del palacio del Dios del Viento, vivía una bella y elegante dama. Jeje! Ese debo ser yo.",@Null@,Efectos corporales: pétalos de flores doradas flotando al alrededor,Avatar: Desbloquear el avatar,@Null@,,,
105,Ash,"Ash se asegura de que sus apariciones estén en óptimas condiciones todas las mañanas, para igualar el estado noble de su Unicornio. Últimamente, muchos tienen sus ojos puestos en el Unicornio, ¡ella nunca entregará este precioso regalo de cumpleaños de Wolf a nadie!",@Null@,Huella: Dejando huellas el rastro de Caperucita Roja,Avatar: Desbloquear el avatar,@Null@,,,
106,Cool Mini,"Un instructor de Mini Coding, equipado con los poderes mágicos de la programación.",Obtenido de Gashapon,Efectos corporales: Partículas del resplandor flotando al alrededor,Avatar: Desbloquear el avatar,Huella: dejará huellas en los lugares por los que ha caminado.,,,
107,Wolf,"Déjame contarte un secreto, ¡la abuela Wolf es real! ""A Wolf y Ash les encantan los cuentos de hadas. Hoy, se puso un abrigo de lobo y un delantal de abuela, listo para encarnarse como un lobo feroz, para burlarse de Ash, que actúa como si fuera un actor. Ahora que todos han sido deletreados con magia, entonces Complete ¡tu propio viaje de cuento de hadas!",@Null@,Huella: Dejando huellas el rastro de Lobo,Avatar: Desbloquear el avatar,@Null@,,,
108,Hada Celestial- Ya,"La prosperidad del mundo celestial llamó la atención de Ya. Armada con su instrumento de cuatro cuerdas, viaja por el mundo cantando innumerables canciones con un corazón y una actitud tranquilos e inmutables.",@Null@,Efectos corporales: Las partículas doradas flotan a su alrededor,Avatar: Desbloquear el avatar,@Null@,,,
109,Príncipe Dragón - Música,"Después de experimentar innumerables dolores en el mundo mortal, decidió seguir su corazón y permanecer en el mundo celestial con dragones como sus compañeros, lejos del mundo mortal.",Desbloq. por Evento,Avatar: Desbloquear el avatar,Huella: Dejando huella de dragón cuando pasa,@Null@,,,
110,Roselle,"En las noches de verano, el jardín mágico celebra un gran baile. Roselle se sorprendió al ver que aquel azul que había aparecido en su sueño caminaba hacia el centro del escenario. Lo que venía con él era lo mismo que los pétalos caídos que encontró: hortensias azules.",@Null@,Avatar: Desbloquear el avatar,Huella: dejará huellas de rosal en los lugares por los que ha caminado.,@Null@,,,
111,Tangerine Tabby,"""¡Un genio gourmet, solo quiero comer comida de todas partes! A pesar de que hay tantos manjares en el mundo, mi favorito sigue siendo el sabor del taiyaki cocinado por mis padres ”- dijo Tangerina luego de una entrevista con Mini Diario.",Desbloqueado por paquetes de regalo del evento,Avatar: Desbloquear el avatar,Huellas: dejando huellas de flores allá donde vayas,@Null@,,,
112,Hydrangea Charles,"El baile fuera del palacio es tan colorido como las estrellas y los fuegos artificiales. Cuando el príncipe Charles vio a Roselle, no pudo ocultar su alegría interior y sacó con cuidado las delicadas rosas que recogió.",Tarjeta de Temporada,Avatar: Desbloquear el avatar,Efectos corporales: partículas azules flotan a tu alrededor,@Null@,,,
113,Burbujas,¿Has escuchado la leyenda del mar azul? El bien informado Bubbles nace como un explorador. Le gusta ver el mundo a través de burbujas y puede encontrar detalles que todos no pueden ver.,Desbloqueado por paquetes de regalo del evento,Avatar: Desbloquear el avatar,Huellas: Dejando huellas de delfines donde quiera que vaya,@Null@,,,
114,Flower Dewie,Primer cambio de skin de Xiaolou,@Null@,Avatar: Desbloquear el avatar,Efectos corporales: Las partículas de flores flotan a tu alrededor,@Null@,,,
115,Princesa Helada,"Una princesa que ha existido desde el nacimiento de Yeloli Wonderland, que vive en un palacio de cristal helado, la diosa de la escarcha y el hielo. Debido a su personalidad fría como el hielo, nunca tuvo amigos, pero su corazón es puro y amable, no puede soportar lastimar a nadie.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: cristales de hielo flotando a tu alrededor,@Null@,,,
116,Rory,"Una princesa del País de las Maravillas, tiene los poderes mágicos de la curación y el amor. Después de ser transformada en muñeca por la reina, se encontró con un príncipe con el que hicieron un pacto juntos y recuperaron su forma y poderes mágicos. Un tipo despreocupado que ama las fresas.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: partículas del corazón flotando a tu alrededor,@Null@,,,
117,Estrella,"Al igual que la luz, su forma está determinada por quien la convoca, similar a la existencia de una sombra, su verdadero yo aún está por conocerse, lo que la lleva a su profundo deseo de libertad.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: partículas doradas flotando a tu alrededor,@Null@,,,
118,La Cenicienta,"""Con el poder de la imaginación, los milagros no son imposibles "", es el lema de la optimista la Cenicienta. Incluso mientras hace las tareas del hogar, se imagina a sí misma como una hermosa princesa de cuento de hadas, y su amiga hada convierte su imaginación en realidad durante el Baile Real.",@Null@,Avatar: Desbloquear el avatar,Huellas: dejando huella de rosas rosas dondequiera que vaya,@Null@,,,
119,Princesa Alma,"Miembro del Pabellón Lingxi, Hada de nivel sagrado, amable y amigable, vive en el Templo de las Flores, ya que las adora y aprecia toda la vida y el alma, protegiendo el mundo con todo su amor y corazón.",@Null@,Avatar: Desbloquear el avatar,Huellas: deja una huella de tacones de cristal,@Null@,,,
120,Dragonian - Scaly,"Scaly nunca ha abandonado los océanos: debido a las historias de Nazha, desarrolló una fobia a las tierras. En esta aventura, se vuelve mucho más valiente y descubre que las tierras no dan tanto miedo como pensaba. Todo esto es solo una prueba de su padre para que se convierta en un sucesor de las aguas del surf.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: cristales de hielo mágicos flotando sobre el cuerpo.,@Null@,,,
121,Miau miau,"¿Qué quieres decir con soy pequeño? ¿Adivina cuándo aparecerá esta espina de pescado en tu sofá? Animado y libre, a Meow Meow le gusta mostrar sus habilidades para lanzarse con las espinas de pescado. No se deje engañar por sus lindas apariencias, ya que es el infame rey de las travesuras.",@Null@,Avatar: Desbloquear el avatar,Huellas: deja una huella de cabeza de gato,@Null@,,,
122,Cisne blanco - Odette,"A medida que el día se encuentra con la noche, los sueños y la realidad se cruzan en el camino. Pero, ¿quién soy yo entre todos estos?",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Plumas de cisne blancas flotando a tu alrededor!,@Null@,,,
123,Cecilia,"Uno de los ocho miembros del Pabellón Lingxi, vive en los terrenos sagrados de Yeloli Wonderland - Four Clocks, con el poder de controlar el tiempo e innumerables identidades. Con cabello largo plateado y ojos como las galaxias, noble y elegante, mantén la calma y sigue adelante.",@Null@,Avatar: Desbloquear el avatar,Huellas: deja una huella de reloj,@Null@,,,
124,Jessie,"Jessie y Jerry son mejores amigos que crecieron juntos. Solía ser tímida pero influenciada por la bravuconería de Jerry, aprendió a usar sus campanas para pedir ayuda a pequeñas medusas y nunca más tuvo miedo. ¡Porque el arma secreta más poderosa es el poder de la valentía y la amistad!",@Null@,Avatar: Desbloquear el avatar,Huellas: deja una huella de medusa.,@Null@,,,
125,Eddy rápida,"Eddy rápida es un tipo impaciente con una energía infinita que no pudo detener ni por un momento. Le gusta coleccionar pequeñas cosas, así que si alguna vez necesitaste algo, ¡pregúntale a Eddy rápida! Puede que tenga lo que necesitas.",@Null@,Avatar: Desbloquear el avatar,Huellas: deja una huella de caracol,@Null@,,,
126,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
127,Cisne negro - Odette,"La realidad y el sueño separados, el día y la noche tienen su propia existencia, y yo soy el ùnico.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: plumas moradas flotando a tu alrededor,@Null@,,,
128,Príncipe Rana - Carroll,"Espera un poco más y podrías cumplir tu promesa con ella.#r Un investigador del hábitat de los pantanos, siempre mirando la bolita dorada entre sus palmas para animarse. En este pantano húmedo, yace su esperanza hirviente.",@Null@,Avatar: Desbloquear el avatar,Huellas: deja una huella de hoja de loto,@Null@,,,
129,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
130,Blancanieves-Sofía,"Estos son mis mejores amigos, un total de 7 de ellos. La juguetería de#r. Sofía tiene muchas muñecas exquisitas. A menudo les susurra a las muñecas como si estuvieran vivas. Para obtener sus muñecas, no puedes usar dinero sino que debes cambiarlo por algo muy importante para ti. ¿Qué puede ser?",@Null@,Avatar: Desbloquear el avatar,Huellas: deja una huella de manzana,@Null@,,,
131,Hansel,"El niño que era atento y cuidaba bien de su hermana. Él y su hermana se perdieron en el denso bosque durante más de un mes, pero regresaron juntos milagrosamente. Rara vez mencionaba su experiencia en el denso bosque, pero desde entonces llevaba la baguette. Se dice que el pájaro que lleva en el hombro fue recogido en aquella ocasión.",@Null@,Avatar: Desbloquear el avatar,Huellas: deja una huella de pan,@Null@,,,
132,Gretel,"Gretel confía mucho en su hermano, le encanta coleccionar y cocinar, es especialmente buena horneando y haciendo postres. Afirma que estas habilidades las aprendió cuando se perdió. ¿Cómo aprendió estas habilidades en el denso bosque desierto?",@Null@,Avatar: Desbloquear el avatar,Huellas: deja una huella de flor de durazno,@Null@,,,
133,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
134,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
135,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
136,Aullido,"¿Quién sabe más sobre el poder de las emociones que yo?#r Como director de Happy Movers Company, el amistoso Aullido puede mover cualquier cosa y su estado de ánimo se refleja directamente en su expresión. Si ves que el patrón en tu dispositivo cambia, no te preocupes, ¡esto es solo Howl preparándose para desatar el poder de tus emociones!",@Null@,Avatar: Desbloquear el avatar,Huellas: deja una huella en la cabeza de la pata.,@Null@,,,
137,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
138,Spring,"¿Disfruta el sonido de la lluvia?#r Como trayente de estaciones, Spring es una de las investigadoras ecológicas en Alpha Star, representa el poder del renacimiento. Montada en su trébol manipula el sol y la lluvia. Pero no te confíes su temperamento puede variar, trátala con delicadeza.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: las mariposas revolotean a tu alrededor,@Null@,,,
139,Summer,"¿Cómo podría el clima arruinar mi presentación?#r Como trayente de estaciones, Summer deslumbra ilumina el clima, sin afectarse ni un poco del calor. Impredecible como la brisa de verano, será una fresca brisa o una tormenta feroz.",@Null@,Avatar: Desbloquear el avatar,Huellas: deja una huella de ondas de agua,@Null@,,,
140,Autumn Fruit,"¡Toma el jugo! Yo no decidí esto, la naturaleza me eligió. #rA diferencia de Summer y Winter o Spring, Autumn Fruit prefiere el calmante y silencioso poder de la tierra. Esto no es solo para salvar nuestro hogar, es para cumplir con las responsabilidades de tener este poder.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Hoja de arce flotando alrededor del cuerpo!,@Null@,,,
141,Azulita,"Little Blue es el Hada Mágica Guardiana de la Fortaleza de las Hadas Mágicas, bajo las órdenes de la Reina de las Hadas Mágicas, se ha infiltrado en el mundo humano como niñera dentro de la familia Ling, también la mejor amiga y mentora mágica de Maggi y Snowy.",@Null@,Avatar: Desbloquear el avatar,Huella: deja una pequeña huella de flor amarilla.,@Null@,,,
142,Fábulas,Cambio de piel para Sakura,@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Conejitos flotando alrededor del cuerpo!,@Null@,,,
143,Maggi,"Maggi es la hermana mayor de las hermanas Ling, una pequeña hada mágica del mundo humano. Justo, optimista, activo y amable con un toque de ingenio. A veces arrogante, otras pícaro y con talento para la pintura, pero muy impaciente y sin ganas de estudiar.",@Null@,Avatar: Desbloquear el avatar,Huella: deja una pequeña huella de flor azul.,@Null@,,,
144,Nevada,"Snowy es la hermana menor de las hermanas Ling, una pequeña hada mágica del mundo humano. Generoso y maduro, inteligente y tranquilo, hace las cosas de manera metodológica. Disfruta estudiando y leyendo con grandes resultados y muy analítico. Aunque es más joven, termina siendo la que cuida a la hermana mayor Maggi.",@Null@,Avatar: Desbloquear el avatar,Huella: deja huellas de burbujas,@Null@,,,
145,Príncipe de diversiones,"Diversión es el príncipe de la Fortaleza de las Hadas Mágicas, con el pelo azul, abandonó la fortaleza debido a un malentendido con la Reina de las Hadas Mágicas. Aunque puede parecer genial por fuera, en realidad es un hermano mayor de buen corazón, lleno de rectitud y un poco de orgullo.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Estrellas brillando alrededor del cuerpo!,@Null@,,,
146,Blossoms,"Mientras los arboles crecen y las golondrinas gorgojean, los años pasan. #r Heredera de un imperio jardinero, Blossoms protege cada flor de Nioh Star. Cada fin de temporada , toca las plantas  y susurra: Si tan solo estuvieras por aquí... todo sería mejor.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Flotando con pétalos alrededor del cuerpo!,@Null@,,,
147,Lightning,"Me pregunto ¿Qué habrá detrás de las nubes?, será solo lluvia, truenos, viento, relámpagos y pensamientos de nieve. #r Lightning disfruta caminar por las nubes. Ver la ciudad repleta de nieve desde los cielos. En esos momentos, recuerda las flores de Nioh Star y a su encantadora cuidadora...",@Null@,Avatar: Desbloquear el avatar,Huella: deja huella de gota de agua.,@Null@,,,
148,Winter,"La aurora boreal es insuperable, solo superada por ti. #r Viajeros solitarios, maldecidos del Vacío al proteger su tierra. Como guardián de la temporada, Voluntario para convertirse en arma del planeta estelar, provoca la ira de sus enemigos, aun en contra de su naturaleza amable. El es la tormenta de nieve más aterradora que existe.",@Null@,Avatar: Desbloquear el avatar,Huella: deja una pequeña huella en el universo.,@Null@,,,
149,Rarity,"La diva de Ponyville, hermosa, elegante, segura de sí, llena de encanto, es una gran diseñadora de modas. Ver a los ponis vistiendo lo que ella diseñó la hace feliz. Rarity Representa la Generosidad",@Null@,Avatar: Desbloquear el avatar,Efectos físicos: ¡un pequeño diamante!,@Null@,,,
150,Applejack,"AppleJack honesta y servicial, apoya y protege a sus amigos. Es la responsable de cosechar manzanas en Sweet Apple Acres junto a Winona su fiel compañera. Applejack Representa la Honestidad",@Null@,Avatar: Desbloquear el avatar,Efecto corporal: ¡Manzanita flotando alrededor del cuerpo!,@Null@,,,
151,Aladdin,"""Sigue el rastro de Kushia, ve al tesoro de la Arena Lunar, Aladdin ..."" 
Utilizado por un mago misterioso, obtuve el libro mágico sin palabras ""One Thousand One Night"" en la Ruina de Arena Lunar que está llena de trampas. Está decidido a resistir, por lo que se embarcó en un viaje en busca de los tesoros de la arena lunar .",@Null@,Avatar: Desbloquear el avatar,Efectos especiales del cuerpo: ¡símbolos misteriosos están flotando!,@Null@,,,
152,Pinocho,"Utilizado por un mago misterioso, obtuve el libro mágico sin palabras """" One Thousand One Night """" en la Ruina de Arena Lunar que está llena de trampas. Está decidido a resistir, por lo que se embarcó en un viaje en busca de los tesoros de la arena lunar "".",@Null@,Avatar: Desbloquear el avatar,Huella: deja una huella de pajarita.,@Null@,,,
153,Tasha,"A pesar de estar hecho de madera, para sentirse caliente, abrazará de buen grado las llamas ardientes.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Plumas brillantes flotando alrededor del cuerpo!,@Null@,,,
154,Amy,"La vida es el reloj apretado, la gente está cansada de su rotación, pero teme que se detenga en el mejor momento.",@Null@,Avatar: Desbloquear el avatar,Huella: deja un rastro de huella de estrellas.,@Null@,,,
155,Jessi,"Amy, Jessi y Alyssa son mejores amigas y luchan juntas contra Black Demon Lord. El sentido del olfato de Amy es particularmente sensible. Después de convertirse en el hada mágica, a menudo detecta enemiga con su sentido del olfato, lo que ayuda mucho. Aunque es gentil, llora con facilidad, pero es más dura de lo que parece y muy tranquila cuando los problemas la encuentran.",@Null@,Avatar: Desbloquear el avatar,Efecto corporal: ¡Glamour rosa flotando alrededor del cuerpo!,@Null@,,,
156,Alyssa,"Amy, Jessi y Alyssa son mejores amigas y luchan juntas contra Black Demon Lord. Jessi es sensible a los colores y su imaginación supera a la gente común. Ella es un genio de la pintura poco común. Aunque rara vez habla mucho, es muy amable, aunque su personalidad es algo persistente y terca.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Energía mágica flotando alrededor del cuerpo!,@Null@,,,
157,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
158,Mago Vampírico Lotte,"Un silbido, el búho de las nieves voló, se detuvo en los hombros de un adolescente.
El adolescente con piel blanca y pálida toma la carta del búho, guiñando sus ojos verdes, ladeó la cabeza para preguntar, ""¿Has visto un vampiro que sabe magia?""",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: Estrellas magicas flotando a tu alrededor!,@Null@,,,
159,Hada Lunar,@Null@,@Null@,Avatar: Desbloquear el avatar,Efectos corporales: Flores e impresiones de conejito flotando a tu alrededor!,@Null@,,,
160,Jade,"¿Pasta de loto o pasta de azufaifas? ¿Natillas o matcha? ¡Tenemos de todo!
Los pastelitos de luna, en su redondo exterior, esconden maravillas en su interior, llenas de sorpresas.
¡Esta cocinera desprende una creatividad sin límites, llevando los postres de estilo chino a un nivel completamente nuevo que está destinado a ser tendencia en todo el universo! Y tú, ¿Estas listo para aceptar este dulce sabor celestial?",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: Pequeñas mariposas flotando a tu alrededor!,@Null@,,,
161,Trompetista Nita,"Nita era originalmente una muñeca conejo de porcelana en el jardín de la casa de Roselle. Fue testigo de la situación en la que Roselle intentaba practicar la magia en el jardín todas las noches porque echaba de menos a su madre, y la magia le dio vida. Atravesando la selva y apartando las espinas, sólo quería que el jardín mágico volviera a florecer.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: Notas musicales flotando a tu alrededor.!,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
162,Baterista Nick,"Nick y su hermana Nita son un par de conejitos de adorno de cerámica que el director de orquesta regaló al jardín de la casa de Roselle. A diferencia de Nita, que quiere quedarse en el jardín, Nick siente en secreto que es más importante para el director de orquesta y quiere volver a la orquesta.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: Notas musicales flotando a tu alrededor.!,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
163,Dragonbell,@Null@,@Null@,Avatar: Desbloquear el avatar,Huellas: Las huellas de los bollos de vapor se dejan por donde quiera que vayas.,@Null@,,,
164,Diecinueve,"¿Un niño?, No!, el es un maestro. Con el maestro Wanli y sus hermanos, el asesino no se revelará facilmente. ¡Amo jugar con mis hermanos! Si pierdes... ¡Lloraré por ti!",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Partículas de energía flotando en la cabeza!,@Null@,,,
165,Dulce Teddy,"La suavidad de los caramelos blandos y la rigidez de los caramelos duros son todo en términos de herencia. Sólo con la suavidad de por medio, suave y duro en el paquete, en términos de innovación, el osito de caramelo es el mejor. Sin mas que decir, el corazón del osito es el más dulce.",@Null@,Avatar: Desbloquear el avatar,Huellas: Se dejarán caer caramelos y se dejarán huellas de oso por donde pases.,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
166,Dreamy,"Bostezar me caracteriza. Todo el mundo me llama el soñador diurno. El sol, las estrellas y la luna están en mi suave almohada. Me pongo la venda en los ojos y me duermo inmediatamente. Día y noche, ¡ven a soñar conmigo!",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Burbujas de sueño flotando en el cuerpo!,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
167,Polly,"Ante la adversidad de la vida, ¿te acercarías, a la puerta oculta que esconde la verdad?
Ella es la reina comandante, y una presa en su propia casa. ¿La has escuchado? ella grita en voz alta:""¡Aquel que me encadene se convertirá en el perdedor bajo mi falda!""",@Null@,Avatar: Desbloquear el avatar,Huellas al caminar: se dejarán huellas de burbujas brillantes por donde se camine.,@Null@,,,
168,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
169,Sirena,"Mientras los pájaros cantan y bailan, se unen con el corazón de las personas. Mientras el tiempo pasa, y la brisa es débil, surgirá el gobernante del mundo. Ella comprende su destino y sus creencias. Porque las cosas que hay que proteger son más preciosas que el oro y las joyas.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡hojas de ginkgo doradas flotando en el cuerpo!,#cda5b0a Interacción: ¡Puede activar acciones interactivas con Kong Hou! #n,,,
170,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
171,Marqués del Cielo,El emperador atrapado en una pesadilla se esfuerza por encontrar la gloria eterna. Hasta que escuchó el llanto del alma... ¿Oíste el canto...? ¡Sigue y mantente con vida!,@Null@,Avatar: Desbloquear el avatar,Efectos corporales especiales: ¡Partículas de energía cian flotando en el cuerpo!,#cda5b0a Interacción: ¡Puede activar acciones interactivas con Yingchu! #n,,,
172,Yuer,"Faldas que bailan, abanicos que cantan, Ropas con plumas de neón,
¿te gusta mi abanico y mi ropa?
¡Sólo encuentra a esta chica!",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡flores verdes flotando en el cuerpo!,,,,
173,Zhili,"Todos los humanos nacen con una buena naturaleza. Y a medida que crecemos, empezamos a diferir.
Para mí, no está bien pelear y matar.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Caracteres chinos flotando en el cuerpo!,,,,
174,Casper,"Linterna de mano, con un cuervo en el hombro, ¿quién es el guardián de la noche?
El cuerpo está dotado de la capacidad de dispersar la oscuridad, pero sólo anhela un sueño tranquilo y bueno.
Si alguien no es bueno, ¡que pruebe mi cruz!",@Null@,Avatar: Desbloquear el avatar,Huellas: se dejan llamas negras por donde se camina.,@Null@,,,
175,Olivia,"La noche está decorada con Hilos de Falda, nadie se disputa los ramos. La flor inmortal que no vive ni muere, no se marchita ni se marchitara, ¿Podrías decirme si el que me salvó crió un cuervo?",@Null@,Avatar: Desbloquear el avatar,Huellas: Se dejan rosas por donde se camina.,@Null@,,,
176,Yuna,¡Transfórmate esta noche en un lindo gato negro y acude a los humanos para ejercer los derechos de esta bruja!,@Null@,Avatar: Desbloquear el avatar,Efectos en el cuerpo: ¡Misteriosos murciélagos rodean el cuerpo!,@Null@,,,
177,Andrés,"Al caer la noche, la oscuridad fue envolviendo el mundo. Las arañas forman telas, los murciélagos viajan, Yo..soy el misterioso y apuesto Espíritu de Halloween.",@Null@,Avatar: Desbloquear el avatar,Efectos en el cuerpo: ¡Misteriosos murciélagos rodean el cuerpo!,@Null@,,,
178,Agente Bestia Extrema  Wolf Silver,"Wolf Silver nació en el clan del Lobo Blanco, nació ágil, tranquilo y decidido. Es miembro de la Organización de Agentes Especiales de la Alta Estrella de Manda-""Beast Attack"". El arma que utiliza en el combate es una hoja de pistola rehecha con la ayuda de Mecha Meow. En el equipo, actúa como delantero en el combate medio-cerrado. El dron rotor que suele estar oculto en el guante puede utilizarse para ayudar al ataque.",@Null@,Avatar: Desbloquear el avatar,Huellas: Los iconos del agente se dejan por donde se camina.,@Null@,,,
179,Princesa Alma,"Su nombre real es Hua Ling, y la mayoría de la gente la llama la Princesa Alma. Es la diosa que custodia la vida. Vive en el bello y hermoso templo de las flores, respetando la vida y el alma. Al custodiar con amor a las criaturas del mundo, no sólo da a la gente una sensación de intimidad en el exterior, sino que también es muy gentil en el interior.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: Hay flores y mariposas flotando en el cuerpo.,@Null@,,,
180,Dragonsky,"La chica dragón del País de las Hadas esta reclusa, pero tiene un corazón lleno de imaginación y anhelo por la libertad. Por casualidad, conoció a Scaly, el pequeño dragoniano, y entabló una amistad para intercambiar bocadillos. De Scaly obtuve muchos conocimientos sobre el mundo exterior, con la esperanza de que algún día me sean útiles.",@Null@,Avatar: Desbloquear el avatar,Huellas de caminata: se dejan huellas de huesos por donde se camina.,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
181,Experto en Pavos Tok,"Tok es el misterioso chef de Cooking Star. Es dueño de la tienda de pavos que abre sólo cuando se acerca el Día de Acción de Gracias durante el año. Y cada vez que aparece, inevitablemente lleva su plato estrella: pavo asado.",@Null@,Avatar: Desbloquear el avatar,Huellas: Se dejan huellas de pavo por donde se camina.,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
182,Mermelada de fresa Berry,"Berry es la persona que mejor conoce las fresas. Disfruta de todos los aspectos de la fresa, desde la plantación y el brote hasta la floración y la fructificación, desde la recogida en el campo hasta el servicio de mesa, Berry disfruta.",@Null@,Avatar: Desbloquear el avatar,Huellas: Huellas de  fresa se dejan por donde se camina.,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
183,Ganesh,"Ganesh combina la sabiduría y el arte de romper los obstáculos, trayendo éxito y felicidad. No habrá un destino perfecto e ideal para el mundo. Cada quien que quiera alcanzar el éxito, adquirir conocimientos o sabiduría, deberá hacer un esfuerzo y hacer sacrificios.",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡Pétalos de loto flotando en el cuerpo!,@Null@,,,
184,EDM Reina Sasha,"Sasha es la cantante más popular de Terrastar, pero ser popular puede ser problemático, durante un tiempo su carrera estuvo estancada. Hasta que por casualidad conoció a Mini-Beat, un DJ talentoso que la inspiró a la creación de música electrónica, lo que llevó a Sasha a la cima de su carrera de nuevo...",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: ¡notas de colores que flotan en el cuerpo!,@Null@,,,
185,Guardian Celestial Yuni,"En el bosque de Fairyland Star, donde vivía el último grupo de unicornios del Dominio de Phoenix. En una época en la que la magia es cada vez más escasa, los unicornios también se enfrentan a la extinción. Yuni se ofreció como voluntaria y se embarcó en un peligroso viaje para utilizar la ""Perla Mágica"" a cambio del poder del Mago...",@Null@,Avatar: Desbloquear el avatar,Huellas: Dejas una Huella de pajarita,@Null@,,,
186,Yun Shang,"Es una diseñadora de vestuario con plena capacidad práctica e imaginación, y una viajera interestelar que presta atención a la creatividad y la herencia.
Ha viajado entre los distintos planetas del Territorio de la Estrella del Dragón, estudiando varios estilos de ropa.
Si quieres probar diferentes estilos de vestir, ¡búscala!",@Null@,Avatar: Desbloquear el avatar,Efectos en el cuerpo: ¡Flores rosas flotando en el cuerpo!,@Null@,,,
187,Xiang Er,"Xiang Er es la embajadora de invierno de Cooking Star, y trabaja día y noche para organizar el festival de invierno. Desde el solsticio de invierno hasta el día de Año Nuevo, siempre está ocupada, y antes de que se dé cuenta, ¡el año nuevo ya está aquí!",@Null@,Avatar: Desbloquear el avatar,Huellas: Huellas de cordero son dejadas tras de donde caminas,@Null@,,,
188,Ting Huai,"Un niño prodigio con mucho talento, se iluminó cuando estaba a punto de conseguir el trabajo de sus sueños, y se embarcó en el camino como erudito errante descalzo. Tras ayudar por casualidad a los discípulos de Stargate, pudo entrar en el País de las Hadas y comenzó el viaje de la versión fantástica de ""Primavera de la Flor de Melocotón""...",@Null@,Avatar: Desbloquear el avatar,Efectos corporales: Hojas de Bambú flotan alrededor de tu cuerpo,@Null@,,,
189,Bailarín del Leon Dragonet,@Null@,@Null@,Avatar: Desbloquear el avatar,Huellas: Deje huellas de hortensias por donde camines.,@Null@,,,
190,Panal,"¡No hay miel que llueva del cielo! Este es el mantra de Panal. Como nuevo miembro de la ciudad, su diligencia ha impresionado a todos. Todos los lunes, a las nueve de la mañana, siempre hay un tarro de miel fresca en la puerta de todos. Todos dicen que es la mejor miel que han comido nunca.",Obtenido de Gashapon,Avatar: Desbloquear el avatar,Huellas: Deja huellas de miel por donde camines.,#cda5b0aSolo disponible en Gashapon Sueño#n,,,
