ID,名称,描述,说明
3010004,Definir o meio do jogo para entrar,Definir o meio do jogo para entrar como %1,
3010005,Enviar transmissão,Enviar transmissão %1,
3010006,Enviar transmissão e aguardar,Enviar transmissão %1 e aguardar,
3010007,Definir a velocidade do tempo decorrido,Definir a velocidade de lapso de tempo do jogo para %1 vez(es),
3010008,Definir a textura do skybox,Definir %1 para %2,"1. A configuração da textura do céu fará com que as estrelas e as nuvens sejam desativadas.
2. A configuração da textura do céu fará com que as cores na parte superior, no meio e na parte inferior da caixa do céu sejam desativadas."
3010009,Definir a cor do skybox,Definir %1%2 para %3,
3010010,Definir os parâmetros do skybox,Definir %1%2 para %3,
3010011,Enviar a transmissão do servidor para todas as salas do servidor,Enviar a transmissão %1 para todas as salas do servidor,"1. Quando executada localmente, também terá efeito, mas somente localmente, e não será enviada para a sala do servidor.
2. Isolação: a depuração do servidor será enviada somente para você. Se precisar transmitir para uma sala de servidor público, será necessária a execução na sala de servidor público.
3. Restrição: só pode enviar uma transmissão a cada 15 segundos em cada sala."
3010012,Definir o modelo do skybox,Definir o skybox atual para %1,
3010013,Definir o clima do grupo do terreno,Definir clima de %1 para %2,
3010014,Definir o interruptor do skybox,Definir %1%2 para %3,
3020001,Operar Gatilho,"Executar %1, verificar se a condição é %2, e executar a ação",
3020002,Gatilho de Ciclo,"De %1 para %2, executar %3",
3020003,Alterar Estado da Ativação,Alterar estado de %1 para %2,
3020004,Alterar Estado do Grupo de Ativação,Alterar estado de %1 para %2,
3040001,Criar bloco,"Criar %2 em %1, orientando %3",
3040002,Apagar bloco,Apagar o bloco em %1,
3040003,Substituir bloco,"Substituir o bloco em %1 em %2, orientando %3",
3040004,Definir estado de interruptor de bloco,Definir estado do interruptor do bloco de %1 para %2,
3040005,Definir permissões de bloco,Definir %2 de %1 para %3,
3040006,Preencha a área com blocos,"Preencher %2 com %1, orientando %3",
3040007,Remover bloco na área,Apagar %2 em %1,
3040008,Copie os blocos na área e coloque-os na área alvo,"Copiar todos os blocos em %1, colocar em %2, orientando %3",
3040009,Substituir blocos da área,"Substituir %2 em %1 com %3, orientando %4",
3040010,Destruir bloco,Destruir o bloco em %1,
3040011,Criar bloco de cor,"Criar %2 em %1, com orientação de %3 e cor %4 (apenas blocos de cor são válidos)",
3040012,Ação de Transmissão de Bloqueio,"Faz o bloco em %1 e reproduz %2, modo de reprodução de %3",
3040013,Substituir blocos de cor,"Substituir %2 em %1, com orientação de %3 e cor %4 (apenas blocos de cor são válidos)",
3040014,Apagar todos os blocos na área,Apagar todos os blocos em %1,
3040015,Destrói blocos de tipos específicos na área,Destruir %2 em %1,
3040016,Destruir todos os blocos na área,Destruir todos os blocos em %1,
3040017,Substitua todos os blocos na área,"Substituir todos os blocos dentro de %1 com %2, orientando %3",
3040018,Colocar Planta,"Colocar %2 em %1, rotação de %3, espelho de %4, e cobre a totalidade de %5 na área da planta",
3050001,Derrote o jogador,Derrote %1,
3050002,O jogador renasce na localização alvo,Faz %1 renascer em %2,
3050003,Definir o ponto de renascimento do jogador,Definir ponto de aparecimento de %1 em %2,
3050004,Definir os atributos do jogador,Definir %2 de %1 para %3,
3050005,Concede efeito de estado do jogador,Concede efeito de %1%2 que dura permanentemente %3 por %4 segundos,
3050006,Remove os efeitos de estado do jogador,Remove efeito de %2 de %1,
3050007,Definir as permissões do jogador,Definir %2 de %1 para %3,
3050008,Remover jogador,Remove %1 do jogo atual,
3050009,O jogador entra no modo espectador,Faz %1 entrar no modo espectador,
3050010,Definir a equipe do jogador,Definir equipe de %1 para %2,
3050011,Definir a localização do jogador,Teletransportar de %1 para %2,
3050012,Definir a orientação do jogador,Definir orientação de %1 para %2,
3050013,Definir o ângulo da câmara do jogador,Definir o ângulo da câmara de %1 para as coordenadas mundiais horizontal de %2 graus e vertical de %3 graus,
3050014,Adicionar item à mochila do jogador,Adicionar %1 %2 para %3 da mochila,
3050016,Descartar item na mochila,Descartar %2 %3 de %1,
3050017,Destruir item na mochila do jogador,Destruir %2 %3 em %1,
3050018,O jogador dirige o veículo,"Faz %1 dirigir %2, ID de localização %3",
3050019,O jogador sai do veículo,Faz %1 sair do veículo atual,
3050020,Definir a vista do jogador,"Definir vista de %1 para %2, bloqueia %3",
3050021,O jogador controla o veículo para avançar,Faz %1 dirigir automaticamente o veículo em frente,
3050022,Navegação Automática do Jogador,"Faz %1 tentar usar a navegação automática para %2, operando %3",O evento tem limite de distância. Exceder um determinado intervalo (cerca de 32 blocos) fará com que ele não seja acionado.
3050023,O jogador vence,Faz %1 ganhar o jogo,
3050024,O jogador usa um emoji,Usar %2 para reproduzir %1,Intervalo de valor de entrada do parâmetro de emoji 1-20 Ação de caracteres 1-10 Ação geral 11-20
3050025,Exibir texto da janela flutuante para o jogador,Exibir texto da janela flutuante %2 para %1,
3050026,O jogador usa o item da barra de atalhos,Use %1 da barra de atalhos para selecionar o item,
3050027,Exibir info da caixa de chat ao jogador,Exibir info da caixa de texto %2 para o jogador %1,
3050028,Itens de jogador especificados não podem ser descartados,Definir %2 de %1 não pode ser descartado como %3,
3050029,Item especificados não podem cair,Definir %2 de %1 não pode ser descartado como %3,
3050030,Faz o jogador se mover,Faz %1 se mover em direção a %2 à velocidade de %3,
3050031,Substitui os efeitos de estado do jogador,"Substitui %2 em %1 com %3 e %4, durando %5 segundos",
3050032,Equipar o jogador,Faz %1 equipar %2 na mochila,
3050033,Desequipar o jogador,Faz %1 desequipar equipamento de %2 e colocá-lo na mochila,
3050034,Criar equipamento do jogador,Crie %1 em %2 da barra de equipamento,
3050035,Destruir o equipamento do jogador,Destrua o equipamento em %1%2,
3050036,Definir a aparência do jogador,Definir aparência de %1 para %2,
3050037,Restaurar a aparência do jogador,Restaurar %1 à sua aparência inicial,
3050040,Faz com que os jogadores causem dano a outros jogadores,Faz %1 causar %3 pontos de %4 de dano a %2,"1. O dano vem dos jogadores e o texto do dano será exibido.
2. Dano Corpo a Corpo, Dano à Distância e Dano Explosivo serão aumentados em 5 por padrão. O dano final será calculado de acordo com a defesa.
3. Os eventos correspondentes serão acionados (tal como jogadores que causam dano, jogadores que recebem dano, etc.), mas não acionarão ataques de jogadores ou ataques que atinjam."
3050041,Faz com que os jogadores causem dano às criaturas,Faz %1 causar %3 pontos de %4 de dano a %2,"1. O dano vem dos jogadores e o texto do dano será exibido.
2. Dano Corpo a Corpo, Dano à Distância e Dano Explosivo serão aumentados em 5 por padrão. O dano final será calculado de acordo com a defesa.
3. Os eventos correspondentes serão acionados (tal como jogadores que causam dano, jogadores que recebem dano, etc.), mas não acionarão ataques de jogadores ou ataques que atinjam."
3050042,Faz com que os jogadores causem dano a outros alvos na área,Faz %1 causar %3 pontos de %4 de dano a todos os alvos dentro de %2,"1. Causa dano a todos (inclusive a você). O dano vem dos jogadores e o texto do dano será exibido.
2. Dano Corpo a Corpo, Dano à Distância e Dano Explosivo serão aumentados em 5 por padrão. O dano final será calculado de acordo com a defesa.
3. Os eventos correspondentes serão acionados (tal como jogadores que causam dano, jogadores e criaturas que recebem dano, etc.), mas não acionarão ataques de jogadores ou ataques que atinjam."
3050043,Definir o nome do jogador,Definir nome de %1 para %2,
3050044,Definir o modo do movimento do jogador,Definir modo de movimento de %1 para %2,"Após o personagem pousar, o estado de voo será cancelado, e a ação precisará ser acionada novamente."
3050045,O jogador sai do modo espectador,Faz %1 sair do modo espectador,
3050046,Definir o tipo de dano imune do jogador,Definir imunidade de %1 para %2,
3050047,Remover o tipo de dano imune do jogador,Remover imunidade de %1 para %2,
3050048,Abanar a câmara do jogador,Abanar a câmara de %1 por %2 segundos a intensidade de %3,
3050049,Parar de abanar a câmara do jogador,Parar a vibração da câmara de %1,
3050050,Definir o item do jogador,Definir item de %1%2 para %3 e o número para %4,
3050051,Remover o item do jogador,Remover %3 itens de %1%2,
3050052,Envie pedidos de amizade na sala,Faz %1 enviar um pedido de amizade a %2 na sala,
3050053,Limpar a livraria de itens do jogador,Apagar tudo %2 em %1,
3050054,Mover o item do jogador,Mover %2 %3 em %1 para %4,
3050055,Trocar o item do jogador,Trocar %2 para %3 em %1,
3050056,Remove todos os efeitos de estado do jogador,Remove todos os efeitos do estado de %1,
3050057,Remove todos os efeitos de estado negativo do jogador,Remove todos os efeitos negativos do estado de %1,
3050058,Alterar a orientação do jogador,Mudar a orientação de %1 para %2,
3050059,Abre baús no mundo para o jogador,Abra o baú de %2 para %1 (o alcance eficaz é de cerca de 60 blocos),
3050060,Abre mesa de artesanato para o jogador,Abra a mesa de artesanato para %1,
3050061,Abrir a tabela de classificação para o jogador,Exibir %2 por %1,
3050062,Ocultar a tabela de classificação do jogador,Ocultar a tabela de classificação de %1,
3050063,O celular do jogador vibra,Definir vibração do celular de %1 por %2 milissegundos a uma intensidade de %3,
3050064,Definir a cor do filtro do jogador,Definir cor do filtro de %1 para %2,
3050065,Definir os parâmetros do filtro do jogador,Definir filtro de %1 de %2 para %3,
3050066,Teletransporta o jogador para o mapa especificado,Teletransporta %1 para o mapa com o ID de mapa %2,Cada jogador pode acionar apenas uma vez a cada 30 segundos
3050067,Teletransporta o jogador para a sala especificada,Teletransporta %1 para o mapa com o ID de sala %2,Cada jogador pode acionar apenas uma vez a cada 30 segundos
3050068,Teletransporta o grupo de jogadores para outra sala,Teletransporta %1 para outra sala no mapa atual,
3050069,Faz a câmara se mexer,"Fazer %1%2%3, animação de %4 por %5 segundos",
3050070,Faz a câmara girar,"Fazer %1%2%3, animação de %4 por %5 segundos",
3050071,Definir as permissões da câmara,Definir câmara de %1 de %2 para %3,
3050072,Definir o modo de rotação da câmara,Definir modo de rotação da câmara de %1 para %2,
3050073,Montar a câmara ao objeto,Montar a câmara de %1 para %2,
3050074,Montar a câmara no local,Montar a câmara de %1 para %2,
3050075,Restaurar os atributos da câmara,Restaurar os atributos da câmara de %1,
3050076,Set color style for player filter,Set the color style of %1’s filter to %2,
3050077,Definir o modelo do filtro do jogador,Definir modelo de %1 para %2,
3050078,Teletransporta o jogador para o tipo de sala especificada,Teletransporta %1 para a sala de tipo %2,"1. Cada jogador pode acionar apenas uma vez a cada 30 segundos.
2. Se não houver salas disponíveis para entrar, uma nova sala será criada."
3050079,Definir a aparência do jogador para uma aparência de jogador específica,Definir aparência de %1 para aparência do jogador (UID %2),
3050080,Teleporte o jogador para o mapa especificado e sala do tipo especificado,Teleporte %1 para a sala com o ID do mapa %2 e do tipo de %3,"1. Cada jogador só pode ativar uma vez a cada 30 segundos.
2. Se atualmente não houver nenhuma sala onde possa ser acessada, uma nova sala será criada."
3050081,Mostrar pop-up de convite de amigo para o jogador,Mostrar janela pop-up de convite de amigo para %1,
3060001,Adicionar jogador ao grupo de jogadores,Adicionar %1 para %2,
3060002,Remover jogador do grupo de jogadores,Remover %1 de %2,
3060003,Limpar grupo de jogadores,Apagar %1,
3060004,Executar ativação no grupo de jogadores,Executar %2 a cada jogador em %1 e verificar a condição de ativação como %3,
3060005,Exibir a info da caixa de chat ao grupo de jogadores,Exibir info da caixa de texto para todos os jogadores em %1 Conteúdo é %2,
3060006,Exibir texto flutuante para o grupo de jogadores,Exibir texto da janela flutuante para todos os jogadores em %1 Conteúdo é %2,
3070001,Criar criatura,"Criar %2 %3 em %1, acampamento pertence a %4",
3070003,Derrotar criatura,Derrote %1,
3070004,Apagar criatura,Apagar %1,
3070005,Derrotar o tipo de criatura,Derrote %1,
3070006,Apagar tipo de criatura,Apagar %1,
3070007,Definir atributo da criatura,Definir atributo de %2 de %1 para %3,
3070008,Definir o tipo de dano da criatura,Definir tipo de dano de %1 para %2,
3070009,Definir o tipo de dano imune da criatura,Definir imunidade de %1 para %2,
3070010,Definir permissões da criatura,Definir %2 de %1 para %3,
3070011,Reproduzir emojis nas criaturas,Fazer %1 e reproduzir %2,Intervalo de valor de entrada do parâmetro de emoji 1-20 Ação de caracteres 1-10 Ação geral 11-20
3070012,Concede efeito de estado à criatura,Concede efeito de %1%2,
3070013,A criatura remove o efeito de estado,Remove efeito de %2 de %1,
3070014,Definir orientação da criatura,Definir orientação de %1 para %2 graus,
3070015,Definir localização da criatura,Teletransportar de %1 para %2,
3070016,Navegação Automática de Criatura,Faz %1 tentar usar a navegação automática para %2,O evento tem limite de distância. Exceder um determinado intervalo (cerca de 32 blocos) fará com que ele não seja acionado.
3070017,Faz a criatura se mover,Faz %1 se mover em direção a %2 à velocidade de %3,
3070018,Definir aparência da criatura,Definir aparência de %1 para %2,
3070019,Restaura a aparência da criatura,Restaurar a aparência inicial de %1,
3070020,Definir a aparência da criatura para uma aparência de jogador específica,Definir aparência de %1 para aparência do jogador (UID %2),
3070022,Faz com que as criaturas causem dano a outros jogadores,Faz %1 causar %3 pontos de %4 de dano a %2,"1. O dano vem das criaturas e o texto do dano será exibido.
2. O dano final será calculado de acordo com a defesa.
3. Os eventos correspondentes serão acionados (tal como criaturas que causam dano, criaturas que recebem dano, etc.), mas não acionarão ataques de criaturas ou ataques que atinjam."
3070023,Faz com que as criaturas causem dano a outras criaturas,Faz %1 causar %3 pontos de %4 de dano a %2,"1. O dano vem das criaturas e o texto do dano será exibido.
2. O dano final será calculado de acordo com a defesa.
3. Os eventos correspondentes serão acionados (tal como criaturas que causam dano, criaturas que recebem dano, etc.), mas não acionarão ataques de criaturas ou ataques que atinjam."
3070024,Faz com que as criaturas causem dano a alvos na área,Faz %1 causar %3 pontos de %4 de dano a todos os alvos dentro de %2,"1. Causa dano a todos (inclusive a você). O dano vem das criaturas e o texto do dano será exibido.
2. O dano final será calculado de acordo com a defesa.
3. Os eventos correspondentes serão acionados (tal como criaturas que causam dano, criaturas que recebem dano, etc.), mas não acionarão ataques de criaturas ou ataques que atinjam."
3070025,Substituir criatura,Substitui %1 com %2 e mantém o HP a %3,"1. As informações de exibição da criatura serão mantidas após a substituição.
2. Após a substituição, a equipe da criatura permanecerá a mesma.
3. A variável da criatura mudará. Por exemplo, a Criatura A é armazenada na variável antes da substituição. Depois de ser substituída pela Criatura B, o valor armazenado na variável é alterado de Criatura A para Criatura B (apenas a variável da criatura será afetada, não a variável de tipo de criatura)."
3070026,Definir a equipe da criatura,Definir equipe de %1 para %2,
3070027,Remover o tipo de dano imune da criatura,Remover imunidade de %1 para %2,
3070028,Remove todos os efeitos de estado da criatura,Remove todos os efeitos do estado de %1,
3070029,Remove todos os efeitos de estado negativo da criatura,Remove todos os efeitos negativos do estado de %1,
3080001,Adicionar criatura ao grupo de criaturas,Adicionar %1 ao %2 especificado,
3080002,Remover criatura do grupo de criaturas,Remover %1 de %2,
3080003,Apagar grupo de criaturas,Apagar %1,
3080004,Executar ativação no grupo de criaturas,Executar %2 a cada criatura em %1 e verificar a condição de ativação como %3,
3100001,Criar item para a caixa de armazenamento,Criar %1%2 na caixa de armazenamento de %3 especificada,
3100002,Apagar os itens na caixa de armazenamento,Apagar %2 %3 na caixa de armazenamento de %1 especificada,
3100003,Apagar os itens na caixa de armazenamento,Apagar todos os itens da caixa de armazenamento de %1 especificada,
3100004,Criar projétil,"Criar %2 na %1 especificada, lançando %3 em frente",
3100005,Criar projéteis que pertençam aos jogadores,"Criar %3 que pertence a %2 na %1 especificada, lançando %4 em frente",
3100006,Apagar projétil,Apagar %1,
3100007,Criar gotas,Criar %2 drops de %3 na %1 especificada,
3100008,Apagar gotas,Apagar %1,
3100009,Alterar o resfriamento do item,Alterar resfriamento de %2 de %1 por %3 segundos,
310001,Animação do Componente,"Duração única de %1 de %2 segundos, vezes de reprodução de %3",
3100010,Item entra em resfriamento,Faz %2 de %1 entrar em resfriamento,
3100011,Criar projéteis que pertençam às criaturas,"Criar %3 que pertence a %2 na %1 especificada, lançando %4 em frente",
3100012,Faça o jogador lançar o projétil,Faz %1 disparar %3 em direção a %2,
3100013,Faça a criatura lançar o projétil,Faz %1 disparar %3 em direção a %2,
3100014,Alterar Aparência do Item,Mudar a aparência de %1 para %2,
3100015,Alterar a Aparência dos Projéteis,Mudar a aparência de %1 para %2,
3100016,Ação de Transmissão de Item,"Faz o item carregado por %1 reproduzir %2, modo de reprodução de %3",
3100017,Ação de Transmissão de Projétil,"Faz %1 reproduzir %2, modo de reprodução de %3",
3100018,Ação de Transmissão de Drops,"Faz %1 reproduzir %2, modo de reprodução de %3",
310002,Animação de Texto,Duração de %1 de %2 segundos,
310003,Deslocamento Suave,"Em %1 segundo, se move para X%2 Y%3",
310004,Aumentar suavemente as coordenadas,"Em %1 segundo, muda as coordenadas de %2 em %3 %4",
310005,Zoom Suave,"Em %1 segundo, dimensiona para uma largura de %2 e uma altura de %3",
310006,Aumentar suavemente a largura e altura,"Em %1 segundo, muda o tamanho de %2 em %3 %4",
310007,Rotação Suave,"Em %1 segundo, gira para %2 graus",
310008,Aumentar suavemente o ângulo,"Em %1 segundo, gira o ângulo para %2 %3 graus",
3110001,Execute temporizador de contagem regressiva,"Iniciar %1, contagem regressiva de %2 segundos, repetir o tempo em %3",
3110002,Executar Temporizador,Iniciar %1,
3110003,Pausar Temporizador,Pausar %1,
3110004,Definir Temporizador,Resumir %1,
3110005,Parar Temporizador,Parar %1,
3110006,Tempo de Espera,Aguardar por %1 segundo e continuar a executar a ação seguinte.,
3110007,Definir o tempo do temporizador,Definir %1 para %2,
3110009,Exibir painel do temporizador,Exibir o painel de %2 para %1; o título é %3,
3110010,Ocultar painel do temporizador,Ocultar %2 janela para %1,
3120001,Definir localização,Definir %1 para %2,
3120002,Definir área,Definir %1 para %2,
3120003,Definir valor,Definir %1 para %2,
3120004,Definir valores booleanos,Definir %1 para %2,
3120005,Definir jogadores,Definir %1 para %2,
3120006,Definir tipo de bloco,Definir %1 para %2,
3120007,Definir tipo de item,Definir %1 para %2,
3120008,Definir criatura,Definir %1 para %2,
3120009,Definir tipo de criatura,Definir %1 para %2,
3120010,Definir Cadeia,Definir %1 para %2,
3120011,Definir tipo de efeito especial,Definir %1 para %2,
3130001,Reproduzir efeito especial do local,"Reproduzir %2 em %1, tamanho de %3",
3130002,Reproduzir efeito especial do jogador,"Reproduzir %2 em %1, tamanho de %3",
3130003,Reproduzir efeito especial das criaturas,"Reproduzir %2 em %1, tamanho de %3",
3130004,Reproduzir efeito especial dos projéteis,"Reproduzir %2 em %1, tamanho de %3",
3130005,Apagar efeitos especiais dos locais,Apagar %2 em %1,
3130006,Apagar efeitos especiais dos jogadores,Apagar %2 em %1,
3130007,Apagar efeitos especiais das criaturas,Apagar %2 em %1,
3130008,Apagar efeitos especiais dos projéteis,Apagar %2 em %1,
3130009,Definir o tamanho dos efeitos especiais do local,Definir o tamanho de %2 em %1 para %3,
3130010,Definir o tamanho dos efeitos especiais do jogador,Definir o tamanho de %2 em %1 para %3,
3130011,Definir o tamanho dos efeitos especiais da criatura,Definir o tamanho de %2 em %1 para %3,
3130012,Definir o tamanho dos efeitos especiais do projétil,Definir o tamanho de %2 em %1 para %3,
3130013,Reproduzir efeito especial dos drops,"Reproduzir %2 em %1, tamanho de %3",
3130014,Apagar efeitos especiais dos drops,Apagar %2 em %1,
3130015,Reproduzir efeito especial do item carregado pelo jogador,"Reproduzir %2 em %1 item carregado, tamanho de %3",
3130016,Apagar efeitos especiais dos itens carregados pelo jogador,Remover %2 dos itens carregados em %1,
3130017,Reproduzir efeito especial dos tipos de item do jogador,"Reproduzir %3 em todos os %2 carregados por %1, tamanho de %4",
3130018,Apagar efeitos especiais dos itens da barra de atalhos do jogador,Apagar todos os %3 de %2 da barra de atalhos de %1,
3140012,Reproduzir efeitos especiais dos jogadores,"Fazer %1 reproduzir a cena de %2, volume de %3, tom de %4 e ciclo de %5",
3140013,Reproduzir efeitos especiais das criaturas,"Fazer %1 reproduzir a cena de %2, volume de %3, tom de %4 e ciclo de %5",
3140014,Reproduzir efeitos especiais no local,"Reproduzir a cena de %2 em %1, volume de %3, tom de %4 e ciclo de %5",
3140015,Desativar efeitos sonoros dos jogadores,Fechar %2 reproduzido em %1,
3140016,Desativar efeitos sonoros das criaturas,Fechar %2 reproduzido em %1,
3140017,Desativar efeitos sonoros dos locais,Fechar %2 reproduzido em %1,
3140018,Reproduzir efeitos sonoros da interface para o grupo de jogadores,"Reproduzir a interface de %2 em %1, volume de %3, tom de %4 e ciclo de %5",
3140019,Reproduzir efeitos sonoros da interface para o jogador,"Reproduzir a interface de %2 em %1, volume de %3, tom de %4 e ciclo de %5",
3140020,Desativar efeitos sonoros da interface do grupo de jogadores,Fechar a interface em reprodução atual de %2 em %1,
3140021,Desativar efeitos sonoros da interface do jogador,Fechar a interface em reprodução atual de %2 em %1,
3140022,Reproduzir música da interface para o jogador,"Reproduzir a interface de %2 em %1, volume de %3 e ciclo de %4","O som reproduzido por este evento é controlado pelo interruptor dos ""Efeitos Sonoros"" definido pelo jogador. O som não poderá ser ouvido depois de desligar os ""Efeitos Sonoros""."
3140023,Pausar/retomar música da interface do jogador,Música de %1%2 reproduzida na interface,
3150001,Executar o script,Executar o script de %1,
3160001,Reproduzir Anúncio (Antigo),"Reproduzir o anúncio para %1, definir o nome como %2 e executar %3 (antigo)",
3160002,Abrir Loja do Desenvolvedor (Antigo),Fazer %1 abrir a Loja do Desenvolvedor (ativa apenas ao pressionar e liberar a tecla),
3160003,Exibir janela de compra do produto,"Exibir a compra a janela de compra de %2 por %1, texto recomendado é %3",
3160004,Reproduzir Vídeo,Abrir %2 para %1 e reproduzir automaticamente o vídeo,
3160005,Reproduzir Anúncio,"Reproduzir o anúncio para %1, definir o nome como %2 e executar %3 (ativa apenas ao pressionar e liberar a tecla)",
3160006,Abrir Loja do Desenvolvedor,Abrir a Loja do Desenvolvedor para %1,
3160007,Abrir a página especificada na Loja do Desenvolvedor,"Abrir a Loja do Desenvolvedor de %2 para %1, nome da loja %3",
3160008,Abrir página de detalhes do item,Abrir a página de detalhes de %2 para %1 (ativa apenas ao pressionar e liberar a tecla),
3160009,Abrir página de detalhes do item de skin,Abrir a página de detalhes de %2 para %1 (ativa apenas ao pressionar e liberar a tecla),
3160010,Exibir janela de compra da skin,"Exibir a compra a janela de compra de %2 por %1, texto recomendado é %3",
3160011,Abrir página de skin na Loja do Desenvolvedor,Abrir a página de Skins da Loja do Desenvolvedor para %1 (ativa apenas ao pressionar e liberar a tecla),
3161001,Definir o estado da meta do curso,Definir o estado de conclusão da missão n.º %1 para %2,
3161002,Exibir a área da meta do curso,Definir área alvo da missão para %1,
3170001,Criar informações de exibição sobre o local,Criar %2 em %1,
3170002,Criar informações de exibição no jogador,"Criar %2 em %1, distância de deslocamento de %4 para %3",
3170003,Criar informações de exibição na criatura,"Criar %2 em %1, distância de deslocamento de %4 para %3",
3170004,Criar informações de exibição no projétil,"Criar %2 em %1, distância de deslocamento de %4 para %3",
3170005,Apagar informações de exibição sobre os locais,Apagar %3 com o ID de %2 em %1,
3170006,Apagar informações de exibição sobre os jogadores,Apagar %3 com o ID de %2 em %1,
3170007,Apagar informações de exibição sobre as criaturas,Apagar %3 com o ID de %2 em %1,
3170008,Apagar informações de exibição sobre os projéteis,Apagar %3 com o ID de %2 em %1,
3170009,Criar informações de exibição plana sobre o local,"Criar %2 em %1, deslocamento de %3 para o eixo X e %4 para o eixo Y",
3170010,Criar informações de exibição plana sobre o jogador,"Criar %2 em %1, deslocamento de %3 para o eixo X e %4 para o eixo Y",
3170011,Criar informações de exibição plana sobre a criatura,"Criar %2 em %1, deslocamento de %3 para o eixo X e %4 para o eixo Y",
3170012,Criar informações de exibição plana sobre o projétil,"Criar %2 em %1, deslocamento de %3 para o eixo X e %4 para o eixo Y",
3180001,Adicione qualquer valor a qualquer grupo,Adicionar %2 em %1,"1. Adicionar posição: insira um valor no final.
2. Ao usar esta ação para adicionar valores a tipos de variáveis tal como Grupos de Localização, Grupos de Área, Grupos de Criaturas, Grupos de Jogadores, Grupos de Temporizador), o mesmo valor não pode ser adicionado repetidamente.
3. Tipos de variáveis como Grupos Numéricos, Grupos de Cadeia, Grupos Booleano, Grupos de Tipos de Bloco, Grupos de Tipo de Item, Grupos de Tipo de Criatura e Grupos de Tipo de Efeito Especial podem ser adicionados repetidamente com o mesmo valor."
3180002,Defina o valor do número especificado em qualquer grupo para um valor nulo,Definir o valor com o ID %2 para nulo em %1,"Se for definido como um valor nulo, a posição será ocupada. Por exemplo, a = {1，2，3}, se 1 estiver definido como valor nulo, então a = {nil，2，3}."
3180003,Defina qualquer valor em qualquer grupo para um valor nulo,Definir %2 para nulo em %1,"A exclusão de correspondência de conteúdo definirá todos os valores iguais como valores nulos. Por exemplo, a = {1,1,2,3}, se 1 estiver definido como valor nulo, então a = {nil，nil，2,3}."
3180004,Apagar qualquer grupo,Apagar %1,Apagar todos os valores do grupo
3180005,Insira qualquer valor em qualquer grupo,Inserir %3 na posição %2 de %1,"A inserção para frente afetará a sequência. Por exemplo, se 5 for inserido em a = {1、2、3、4} na segunda posição, então será a = {1、5、2、3、4}."
3180006,Apague o número especificado de valores em qualquer grupo,Apagar o valor com o ID %2 de %1,"Apagar um valor afetará a classificação, e o valor seguinte avançará. Por exemplo, após apagar 2, a = {1、2、3、4} se tornará a ={1、3、4}."
3180007,Apague qualquer valor em qualquer grupo,Apagar %2 em %1,"Exclusão de correspondência de conteúdo. Por exemplo, se 1 for excluído em a = {1,1,2,3}, todos os 1 serão excluídos. Se tornará a = {2,3}."
3180008,Apague os valores nulos de qualquer grupo,Apagar os valores nulos de %1,"Transporta automaticamente depois que o valor vazio está apagado. Por exemplo, Após apagar, a = {1、nil、2、nil、nil、3} se tornará a ={1、2、3}."
3180009,Adicione um conjunto de valores em qualquer grupo,Adicionar todos os valores de %2 em %1,"Adicione todos os valores do grupo B na ordem original ao final do grupo A, inclusive os valores nulos. Por exemplo, a = {1，2，3}, b = {4，5，6}. Adiciona B a A, então a = {1，2，3，4，5，6}."
3180010,Defina um conjunto de valores em qualquer grupo para um valor nulo,Definir valores repetidos com %2 para nulo em %1,"1. Deduplicação. Define os valores duplicados nos grupos A e B para valores nulos. Valores nulos duplicados não serão apagados.
2. Se houver vários valores duplicados, o primeiro valor será definido como nulo primeiro. Veja o exemplo de a = {1，1，1，2，3} b = {1，1，2}. Após apagar, se tornará a = {nil，nil，1，nil，3}. Apaga primeiro 1 em ix = 1 e ix = 2."
3180011,Apague um conjunto de valores em qualquer grupo,Apagar os valores repetidos com %2 em %1,"1. Deduplicação. Apaga valores duplicados nos grupos A e B. Os valores nulos duplicados são apagados.
2. Se houver vários valores duplicados, o primeiro valor será apagado primeiro. Veja o exemplo de a = {1，1，1，2，3} b = {1，1，2}. Após apagar, se tornará a = {1，3}. Apaga primeiro 1 em ix = 1 e ix = 2."
3180012,Defina um conjunto de valores em qualquer grupo,Inserir todos os valores de %3 na posição %2 de %1,"1. A inserção para frente afetará a sequência. Por exemplo, se b = {5，6，7} for inserido em a = {1，2，3，4} na segunda posição, então será a = {1，5，6，7，2，3，4}
2. Se não houver nenhum valor na posição inserida, este será o mesmo da atribuição. Por exemplo, se for inserido na quarta posição, então será. Por exemplo, se b = {4，5，6} for inserido em a = {1，2，3} na quarta posição, então será a = {1，2，3，4，5，6}."
3180013,Defina um valor de número especificado em qualquer grupo,Definir o valor do ID %2 em %1 para %3,A operação de atribuição é a mesma que a lógica de atribuição existente.
3180014,Substitua um valor em qualquer grupo,Substituir todos %2 em %1 por %3,"Substitui todo o conteúdo correspondente. Por exemplo, a = {1，1，1，2，3}, substitui 1 com 5, então a = {5，5，5，2，3}."
3180015,Classifique os valores de qualquer grupo,Ordenar valor de %2 de %1,"1. Ordena por número.
2. Os grupos de cadeias são classificados de acordo com o comprimento da cadeia. Se duas delas tiverem o mesmo comprimento, elas serão classificadas de acordo com a ordem original."
3190001,Ocultar Componente,Fazer %1 definir o atributo de exibição de %3 de %2 para ocultado,
3190002,Definir conteúdo do texto,Fazer %1 definir o texto de %3 de %2 para %4,
