ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
107,Lobo,"Compartilhe um segredo com você, Vovó Lobo é real! O conto de fadas favorito de Lobo e Ash. Hoje, vestido com sua roupa de lobo e avental da avó, disfarçado como o Lobo Mau para pregar uma peça em Ash que adora atuar. Já que todos são amaldiçoados, por que não criamos nossa própria aventura de conto de fadas!",@Null@,Pegada: Deixando o rastro das pegadas do Lobo,Avatar: Desbloquear Avatar,@Null@,,,
108,Fada Celestial- Ya,"A prosperidade do mundo Celestial atraiu os olhos de Ya. Armada com seu instrumento de quatro cordas, ela viaja ao redor do mundo, cantando inúmeras canções com uma atitude e um coração calmo e imutável.",@Null@,Efeitos Corporal: Partículas douradas flutuam ao seu redor,Avatar: Desbloquear Avatar,@Null@,,,
109,Príncipe Dragão - Song,"Depois de experimentar inúmeras dores no mundo mortal, ele decidiu seguir seu coração e permanecer no mundo Celestial com dragões como seus companheiros, longe do mundo mortal.",Desbloq. pelo Evento,Avatar: Desbloquear Avatar,Pegadas: deixando pegada de dragão quando ele passa,@Null@,,,
110,Roselle,"Nas noites de verão, o jardim mágico oferece um grande baile. Roselle ficou surpresa ao descobrir que o azul que havia aparecido em seu sonho caminhava em direção ao centro do palco. O que veio com ele foi a mesma hortênsia azul das pétalas caídas que ela encontrou.",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixando pegadas de rosas cor de rosa onde quer que você vá,@Null@,,,
111,Tangerina,"""Um gênio gourmet, só quero comer comida de todos os lugares! Mesmo que haja tantas iguarias no mundo, meu favorito ainda é o sabor do taiyaki cozido pelos meus pais."" - disse Tangerina após uma entrevista ao Mini Diario",Desbloqueado por pacotes de presente ou evento,Avatar: Desbloquear Avatar,Pegadas: deixando pegadas de flores onde quer que vá,@Null@,,,
112,Hydrangea Charles,"A parte de fora do palácio é tão colorida quanto estrelas e fogos de artifício. Quando o Príncipe Charles viu Cinderela, ele não conseguiu esconder sua alegria interior, e cuidadosamente tirou as rosas delicadas que pegou.",Passe de temporada,Avatar: Desbloquear Avatar,Efeitos Corporais: a luz azul irradia o seu corpo!,@Null@,,,
113,Bubbles,"""Você já ouviu a lenda do mar azul?"" O bem informado Bubbles nasce um explorador. Ele gosta de observar o mundo através de bolhas e pode encontrar detalhes que todos não podem ver.",0,Avatar: Desbloquear Avatar,Pegadas: deixando pegadas de golfinhos onde quer que vá,@Null@,,,
114,Flor Orvalho,Xiaolou Primeira Troca de Skin,@Null@,Avatar: Desbloquear Avatar,Efeitos Corporais: partículas de flores flutuam ao seu redor,@Null@,,,
115,Princesa Gelada,"Uma princesa que existe desde o nascimento de Yeloli País das Maravilhas, vivendo em um palácio de cristal gelado, a deusa da geada e do gelo. Devido à sua personalidade gélida, ela nunca teve amigos, mas seu coração é puro e gentil, não suporta machucar ninguém.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: cristais de gelo flutuando ao seu redor,@Null@,,,
116,Rory,"Uma princesa Yeloli do País das Maravilhas, tem poderes mágicos de cura e amor. Depois de ser transformada em uma boneca pela rainha, ela se encontrou com um príncipe que fizeram um pacto juntos e recuperaram sua forma e poderes mágicos. Um tipo despreocupado que adora morangos.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: partículas de coração flutuando ao seu redor,@Null@,,,
117,Brilho de Luz,"Tal como a luz, a sua forma é determinada por quem a invoca, à semelhança da existência de uma sombra, ainda não se conhece o seu verdadeiro eu, o que conduz ao seu profundo desejo de liberdade.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: partículas douradas flutuando ao seu redor,@Null@,,,
118,Cinderela,"""Com o poder da imaginação, milagres não são impossíveis"" é o lema da otimista Cinderela. Mesmo durante as tarefas domésticas, ela se imagina uma linda princesa de contos de fadas, e sua amiga fada transforma sua imaginação em realidade durante o Baile Real.",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixando pegadas de rosas cor de rosa onde quer que ela vá,@Null@,,,
119,Princesa Alma,"Membro do Pavilhão Lingxi, fada do nível sagrado, gentil e amigável, ela vive no Templo das Flores, pois as adora e valoriza toda a vida e alma, guardando o mundo com todo o seu amor e coração.",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixa uma pegada de salto de cristal,@Null@,,,
120,Dragonian - Scaly,"Scaly nunca saiu dos oceanos: devido às histórias de Nazha, desenvolveu uma fobia das terras. Nesta aventura, ele se torna muito mais corajoso e descobre que as terras não são tão assustadoras quanto ele pensava. Tudo isso é apenas um teste de seu pai para que ele se torne um sucessor das águas do surf.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: cristais de gelo mágicos flutuando no corpo.,@Null@,,,
121,Miau Miau,"O que você quer dizer com eu sou pequeno! Adivinhe quando essa espinha de peixe aparecerá no seu sofá? Vivo e livre, Miau Miau gosta de mostrar suas habilidades de dardos com as espinhas de peixe. Não se deixe enganar por sua aparência fofa, pois ele é o infame rei das travessuras.",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixa uma pegada na cabeça do gato,@Null@,,,
122,Cisne Branco - Odette,"À medida que o dia encontra a noite, os sonhos e a realidade se cruzam. Mas quem sou eu entre todos esses?",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: penas brancas de cisne flutuando ao seu redor!,@Null@,,,
123,Cecil,"Um dos oito membros do Pavilhão Lingxi, mora no solo sagrado do Yeloli Wonderland - Quatro Relógios, com o poder de controlar o tempo e inúmeras identidades. Com cabelos compridos prateados e olhos de galáxias, nobres e elegantes, mantenha a calma e siga em frente.",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixa uma pegada de relógio,@Null@,,,
124,Jessie,"Jessie e Jerry são melhores amigos que cresceram juntos. Ela costumava ser tímida, mas influenciada pela bravata de Jerry, ela aprendeu a usar seus sinos para convocar pequenas medusas em busca de ajuda e ela nunca mais teve medo. Porque a arma secreta mais poderosa é o poder da bravura e da amizade!",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixa uma pegada de água-viva,@Null@,,,
125,Speedy Swirly,"Speedy Swirly é um sujeito impaciente com uma energia infinita que ele não conseguia parar nem por um momento. Ele gosta de colecionar pequenas coisas, então se você precisar de alguma coisa, é só pedir a Speedy Swirly! Ele pode simplesmente ter o que você precisa.",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixa uma pegada de caracol,@Null@,,,
126,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
127,Cisne Negro - Odette,"Realidade e sonhos separados, dia e noite têm sua própria existência única, e eu sou apenas eu mesmo.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: penas roxas flutuando ao seu redor,@Null@,,,
128,Principe Sapo - Croak,"Espere um pouco mais e poderá cumprir sua promessa com ela. #r Um pesquisador do habitat pantanoso, sempre olhando para a bolinha dourada em suas palmas para se animar. Neste pântano úmido, reside sua esperança latente.",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixa uma pegada de folha de lótus,@Null@,,,
129,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
130,Branca de Neve - Sophia,"Estes são meus melhores amigos, um total de 7 deles. A loja de brinquedos #r Sophia tem muitas bonecas requintadas. Ela sempre sussurra para as bonecas como se elas estivessem vivas. Para obter as bonecas dela, você não pode usar dinheiro, mas sim trocá-lo por algo muito importante para você. O que pode ser?",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixa uma pegada de maçã,@Null@,,,
131,Hansel,"O menino que era atencioso e cuidava bem da irmã. Ele e a irmã ficaram perdidos na floresta densa por mais de um mês, mas milagrosamente voltaram juntos. Ele raramente mencionou sua experiência na floresta densa, mas ele carregou a baguete desde então. Diz-se que o pássaro no ombro foi pego naquele momento.",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixa uma pegada de pão,@Null@,,,
132,Gretel,"Gretel confia muito no irmão, adora colecionar e cozinhar, especialmente boa em assar e fazer sobremesas. Ela afirma que essas habilidades são aprendidas quando ela está perdida. Como ela aprendeu essas habilidades na densa floresta deserta?",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixa uma pegada em flor de pêssego,@Null@,,,
133,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
134,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
135,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
136,Howl,"Quem sabe mais sobre o poder das emoções do que eu? #r Como o chefe da Empresa Happy Movers, o amigável Howl pode mover qualquer coisa, e seu humor se reflete diretamente em sua expressão. Se você ver o padrão em sua mudança de aparelho, não se preocupe, isso é apenas Howl se preparando para liberar o poder de suas emoções!",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixa uma pegada na cabeça da pata,@Null@,,,
137,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
138,Primavera,"Você gosta de ouvir o som da chuva? #R Como um dos portadores das estações, a primavera é uma pesquisadora ecológica da Estrela Alfa, representa o poder do renascimento. Ela gosta de andar em seu trevo gigante de quatro folhas, manipulando as nuvens e a chuva. Embora seja confortável passar um tempo com ela, seu temperamento pode ser volátil, semelhante ao clima durante a primavera. Mantenha a fala mansa tanto quanto possível.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: borboletas esvoaçam ao seu redor,@Null@,,,
139,Verão,"Como meu desempenho na rua pode ser interrompido por esse tempo? #r Depois de se tornar o portador das estações, o verão ficou mais deslumbrado com o mundo além, não sendo afetado pela explosão da onda de calor. Assim como a brisa de verão, você simplesmente não pode prever se será uma brisa fresca ou uma tempestade de granizo no próximo momento.",@Null@,Avatar: Desbloquear Avatar,Pegadas: deixa uma pegada de ondas de água,@Null@,,,
140,Fruta de outono,"Tome um pouco de suco! Não sou eu quem controla a estação, o poder da natureza me escolheu. #rAo contrário do verão e do inverno voláteis, as frutas de outono preferem o poder calmante silencioso da terra, usando-o com moderação. Esta jornada não é apenas para salvar nossas casas, mas para cumprir as responsabilidades que acompanham meus poderes.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: Folha de bordo flutuando ao redor do corpo!,@Null@,,,
141,Azulzinho,"Pequeno Azul é a Fada Mágica Guardiã da Fortaleza das Fadas Mágicas, sob as ordens da Rainha das Fadas Mágicas, ela se infiltrou no mundo humano como babá dentro da família Ling, também a melhor amiga e mentora mágica de Maggi e Snowy.",@Null@,Avatar: Desbloquear Avatar,Pegada: deixe uma pequena pegada de flor amarela.,@Null@,,,
142,Fables,Troca de skin para Sakura,@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: Coelhos flutuando ao redor do corpo!,@Null@,,,
143,Maggi,"Maggi é a irmã mais velha das irmãs Ling, uma pequena fada mágica do mundo humano. Justo, otimista, ativo e gentil com um toque de inteligência. Às vezes arrogante, outras vezes travesso e com talento para a pintura, mas muito impaciente e sem vontade de estudar.",@Null@,Avatar: Desbloquear Avatar,Pegada: deixe uma pequena pegada de flor azul.,@Null@,,,
144,Nevada,"Snowy é a irmã mais nova das irmãs Ling, uma pequena fada mágica do mundo humano. Generoso e amadurecido, inteligente e calmo, faz as coisas de maneira metodológica. Gosta de estudar e ler com ótimos resultados e muito analítico. Embora seja mais jovem, acaba cuidando da irmã mais velha Maggi.",@Null@,Avatar: Desbloquear Avatar,Pegada: deixe uma pegada de bolha,@Null@,,,
145,Prince Amusement,"Diversão é o príncipe da Fortaleza das Fadas Mágicas, de cabelo azul, que deixou a fortaleza devido a um mal-entendido com a Rainha das Fadas Mágicas. Embora ele possa parecer frio por fora, na verdade ele é um irmão mais velho afetuoso, cheio de retidão e um pouco de orgulho.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: Estrelas brilhando ao redor do corpo!,@Null@,,,
146,Blossoms,"Sakura floresce no caminho, enquanto o salgueiro verde cresce ao lado do lago, enquanto a andorinha gorjeia, mais um ano de amor perdido se passou. #rComo herdeira de um império de jardinagem, Flores guarda cuidadosamente os majestosos canteiros de flores de Estrela Nioh. Quando a estação das flores termina, ela toca suavemente o vaso de planta com um raio e sussurra: Se você ainda estivesse por perto ... tudo teria sido melhor.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: Flutuando com pétalas pelo corpo!,@Null@,,,
147,Raio,"O que existe além das nuvens, você perguntou, nada além de chuva, trovão, vento e relâmpagos e os pensamentos de neve. #rRelampago gosta de caminhar entre as nuvens. Ele costuma usar sua magia para voar no alto dos céus, vendo em toda a cidade as pessoas se agitando na chuva e na neve. Neste momento, ele se lembrará de um encontro em Nioh Star: aquela encantadora senhora e os belos canteiros de flores de sua cidade natal.",@Null@,Avatar: Desbloquear Avatar,Pegada: deixa a pegada da gota d'água.,@Null@,,,
148,Inverno,"Nada supera a beleza das luzes do norte aqui, além de você. #rViajantes solitários, amaldiçoados pela besta do Vácuo para proteger sua terra natal. Como um dos Guardiões da Temporada, ele se ofereceu para se tornar uma arma para o planeta estelar, trazendo fúria sobre seus inimigos, contra sua natureza gentil. A tempestade de neve mais terrível que você pode imaginar.",@Null@,Avatar: Desbloquear Avatar,Pegada: deixa uma pequena pegada no universo.,@Null@,,,
149,Raridade,"Ela é a diva de Ponyville, bonita e elegante, confiante e cheia de charme, é uma estilista genial com sua própria loja de moda. Ela gosta de ver os pôneis usando as fantasias que ela desenhou e fez.",@Null@,Avatar: Desbloquear Avatar,Efeitos físicos: um pequeno diamante!,@Null@,,,
150,Applejack,"Applejack tem uma boa qualidade de ser honesta e prestativa, muitas vezes apoia e protege seus amigos. Ela é a principal responsável pela colheita de maçãs no Jardim das Maçãs doce, e o cachorro Knire é seu bom parceiro. Applejack representa ""honesto"".",@Null@,Avatar: Desbloquear Avatar,Efeito corporal: maçinha flutuando no corpo!,@Null@,,,
151,Aladdin,"""Siga a trilha de Kushia, vá até o tesouro da Areia Lunar, Aladdin...""
Usado por um mágico misterioso, eu tenho o livro mágico sem palavras ""One Thousand One Night"" na Ruína de Areia Lunar que está cheio de armadilhas. Ele está determinado a resistir, então ele embarcou em uma jornada em busca dos tesouros da Areia Lunar.""",@Null@,Avatar: Desbloquear Avatar,Efeitos especiais do corpo: símbolos misteriosos estão flutuando!,@Null@,,,
152,Pinocchio,"Mesmo sendo feito de madeira, para ser quente, ele abraça de bom grado as chamas ardentes.",@Null@,Avatar: Desbloquear Avatar,Pegada: deixa uma pegada de gravata borboleta.,@Null@,,,
153,Tasha,"A vida é o relógio apertado, as pessoas estão cansadas de sua rotação, mas tem medo que pare no melhor momento.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: Penas brilhantes flutuando ao redor do corpo!,@Null@,,,
154,Amy,"Amy, Jessi e Alyssa são melhores amigas e juntas lutam contra o Lorde Demônio Negro. O olfato de Amy é particularmente sensível. Depois de se tornar a fada mágica, muitas vezes detectou inimigo com seu olfato, o que ajuda muito. Embora seja gentil, chora com facilidade, mas é mais durona do que parece e muito calma quando os problemas a encontram.",@Null@,Avatar: Desbloquear Avatar,Pegada: deixa um rastro de pegadas de estrelas.,@Null@,,,
155,Jessi,"Amy, Jessi e Alyssa são melhores amigas e juntas lutam contra o Lorde Demônio Negro. Jessi é sensível às cores e sua imaginação ultrapassa as pessoas comuns. Ela é um raro gênio da pintura. Embora ela raramente fale muito, ela é muito gentil, embora sua personalidade seja um tanto persistente e teimosa.",@Null@,Avatar: Desbloquear Avatar,Efeito corporal: Glamour rosa flutuando pelo corpo!,@Null@,,,
156,Alyssa,"Alyssa é a princesa do Reino Forte de Magica do Coiote. Ela tem um lindo cabelo loiro, com rabo de cavalo duplo, usando uma coroa. Sua personagem é animada e alegre, adora conversar e aventureira, destemida, mas também impulsiva. Pinta com cores mágicas quando não está feliz.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: energia mágica flutuando ao redor do corpo!,@Null@,,,
157,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
158,Feiticeiro Vampírico Lotte,"Um assobio, a coruja de penas de neve voou, parou nos ombros do adolescente.
O adolescente de pele pálida pega a carta da coruja, piscando seus olhos verdes, ele inclina a cabeça para perguntar,
""Você viu um vampiro que conhece magia?""",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: estrelas mágicas flutuando ao seu redor!,@Null@,,,
159,Fada lunar,@Null@,@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: flores e estampas de coelhinhos flutuando ao seu redor!,@Null@,,,
160,Jade,"Pasta de lótus ou pasta de jujuba? Creme ou matcha? Temos tudo!
Pequenos bolos de lua, em sua casca externa redonda, jazem maravilhas, cheios de surpresas.
Esta chef feminina irá exalar criatividade ilimitada, trazendo sobremesas de estilo chinês a um nível totalmente novo que está fadado a tendência em todo o universo! E você, pronto para aceitar este doce sabor celestial?",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: Pequenas borboletas flutuando ao seu redor!,@Null@,,,
161,Trompetista Nita,"Nita era originalmente uma boneca coelho de porcelana no jardim da casa de Roselle. Ela testemunhou a prática da magia no jardim todas as noites por causa de sua mãe desaparecida, Nita, que ganhou vida por meio de magia. Atravessando a selva e afastando os espinhos, ela só queria deixar o jardim mágico florescer novamente.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: notas musicais flutuando ao seu redor!,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
162,Baterista Nick,"Nip e sua irmã Nita são um par de enfeites de cerâmica de coelho dados ao jardim de Roselle pelo maestro. Ao contrário de Nita, que quer ficar no jardim, Nip secretamente sente que é mais importante para o maestro e quer voltar para a orquestra.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: notas musicais flutuando ao seu redor!,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
163,Dragonbell,@Null@,@Null@,Avatar: Desbloquear Avatar,Vestígios: vestígios de pãezinhos a vapor são deixados onde quer que vá.,@Null@,,,
164,Dezenove,"Ele parece uma criança, mas é um verdadeiro mestre. Com a presença do Mestre Wanli e seus irmãos, o movimento assassino ""Flying Dragon"" não será revelado facilmente. Com certeza, eu ainda gosto mais de jogar com meus irmãos! Se você perder ... vou chorar por você!",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: partículas de energia flutuando na cabeça!,@Null@,,,
165,Querida teddy,"A maciez de balas macias e a rigidez de balas duras são tudo em termos de herança. Só com maciez no meio, macia e dura na embalagem, em termos de inovação, o ursinho de bala é o melhor. Sem mais delongas, o coração do urso é o mais doce.",@Null@,Avatar: Desbloquear Avatar,Pegadas: Doces cairão e pegadas de urso serão deixadas onde quer que você passe.,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
166,Sonhadora,"Bocejar me caracteriza. Todo mundo me chama de sonhadora. O sol, as estrelas e a lua estão no meu travesseiro macio. Coloco a venda e durmo imediatamente. Dia e noite, venha sonhar comigo!",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: bolhas de sono flutuando no corpo!,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
167,Polly,"Quando as brumas da vida são descobertas, você ousa se aproximar, a porta oculta que esconde a verdade?
Ela é a ""rainha"" do castelo que comandava o regimento, e uma garota técnica que estava presa em casa.
Você ouviu isso? O choro dela:
""Aquele que me acorrenta certamente se tornará o perdedor sob minha saia!""",@Null@,Avatar: Desbloquear Avatar,Pegadas ao caminhar: pegadas de bolhas brilhantes serão deixadas onde quer que você ande.,@Null@,,,
168,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
169,Sereia,"Enquanto os pássaros cantam e dançam, eles se unem aos corações das pessoas. Com o passar do tempo e a brisa fresca, o governante do mundo surgirá. Ela entende seu destino e suas crenças. Porque as coisas a serem protegidas são mais preciosas do que ouro e joias.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: folhas douradas de ginkgo flutuando no corpo!,#cda5b0a Interação: Você pode acionar ações interativas com Marquês do Céu! #n,,,
170,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
171,Marquês do céu,O imperador preso em um pesadelo está lutando para encontrar a glória eterna. Até que ele ouviu o grito da alma ... Você ouviu a música ...? Vá em frente e fique vivo!,@Null@,Avatar: Desbloquear Avatar,Efeitos especiais no corpo: Partículas de energia ciano flutuando no corpo!,#cda5b0a Interação: Você pode acionar ações interativas com Yingchu! #n,,,
172,Yuer,"Saias dançantes, fãs cantando, penas de roupas de néon,
Você gosta do meu leque e das minhas roupas?
Apenas encontre essa garota!",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: flores verdes flutuando no corpo!,,,,
173,Zhili,"Todos os humanos nascem com uma boa natureza. E à medida que envelhecemos, começamos a diferir.
Para mim, não é legal lutar e matar.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: caracteres chineses flutuando no corpo!,,,,
174,Casper,"Lanterna de mão, com um corvo no ombro, quem é o guardião da noite?
O corpo é dotado da capacidade de dispersar as trevas, mas apenas anseia por um sono bom e tranquilo.
Se alguém não é bom, que experimente a minha cruz!",@Null@,Avatar: Desbloquear Avatar,Pegadas: chamas negras são deixadas onde você anda.,@Null@,,,
175,Olivia,"A noite é decorada com fios de saia, ninguém contesta os buquês. A flor imortal que não vive nem morre e nem murcha, você poderia me dizer se quem me salvou criou um corvo?",@Null@,Avatar: Desbloquear Avatar,Pegadas: as rosas são deixadas onde você anda.,@Null@,,,
176,Yuna,Transforme-se esta noite em um lindo gato preto e vá até os humanos para exercer os direitos desta bruxa!,@Null@,Avatar: Desbloquear Avatar,Efeitos no corpo: Morcegos misteriosos cercam o corpo!,@Null@,,,
177,Andrew,"À medida que a noite caía, a escuridão gradualmente envolveu o mundo. As aranhas formam teias, os morcegos viajam, eu sou o misterioso e bonito espírito do Halloween.",@Null@,Avatar: Desbloquear Avatar,Efeitos no corpo: Morcegos misteriosos cercam o corpo!,@Null@,,,
178,Extreme Beast Agent Wolf Silver,"Wolf Silver nasceu no clã White Wolf, nasceu ágil, calmo e decidido. Ele é um membro da Organização de Agente Especial High Manda Star - ""Beast Attack"". A arma usada na colisão é uma lâmina de espingarda refeita com a ajuda de Mecha Meow. Na equipe, ele atua como atacante no combate corpo a corpo. O drone do rotor normalmente escondido na luva pode ser usado para auxiliar no ataque.",@Null@,Avatar: Desbloquear Avatar,Pegadas: os ícones dos agentes são deixados onde quer que você ande.,@Null@,,,
179,Princesa Soul,"O nome verdadeiro é Hua Ling, e a maioria das pessoas se chama Princesa Alma. Ela é a deusa que guarda a vida. Ela mora no lindo e lindo templo das flores, respeitando a vida e a alma. Proteger as criaturas do mundo com amor não só dá às pessoas uma sensação de intimidade por fora, mas também é muito gentil por dentro.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: Existem flores e borboletas flutuando no corpo!,@Null@,,,
180,Dragonsky,"A menina dragão reclusa de Fairyland, mas tem um coração cheio de imaginação e anseia por liberdade. Por acaso, conheceu Scaly, o pequeno dragoniano, e fez amizade para trocar lanches. Ganhei muito conhecimento sobre o mundo exterior com o Scaly, na esperança de ser útil um dia.",@Null@,Avatar: Desbloquear Avatar,Pegadas de caminhada: deixando pegadas de ossos por onde você anda.,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
181,Especialista Torque da Turquia,"Torque é o misterioso chef do Cooking Star. É dono da loja de perus que abre apenas quando o Dia de Ação de Graças se aproxima durante o ano. E toda vez que ele aparece, ele inevitavelmente trará seu peru assado de assinatura.",@Null@,Avatar: Desbloquear Avatar,Pegadas: pegadas de perus são deixadas por onde você anda.,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
182,Morango Jam Berry,"Berry é a pessoa que conhece melhor os morangos do que ninguém. Ela gosta de todos os aspectos do morango, desde o plantio e brotamento até a floração e a frutificação, desde a colheita no campo até servir à mesa, Berry gosta disso.",@Null@,Avatar: Desbloquear Avatar,Pegadas: pegadas de morango são deixadas por onde você anda.,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
183,Ganesh,"Ganesh combina sabedoria e arte para quebrar obstáculos e trazer sucesso e felicidade. Não haverá destino perfeito e ideal no mundo. Todo aquele que deseja alcançar o sucesso, adquirir conhecimento ou sabedoria, deve fazer esforços e sacrifícios.",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: pétalas de lótus flutuando no corpo!,@Null@,,,
184,EDM Reina Sasha,"Sasha é a cantora mais popular em Terrastar, mas sua popularidade também lhe causou grandes problemas, e a carreira musical de Sasha parou por um tempo. Até que ela conheceu Mini-Beat, este DJ altamente talentoso a inspirou e começou a fazer experiências com a criação de música eletrônica, levando Sasha ao auge de sua carreira de cantora novamente ...",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: notas de cores que flutuam no corpo!,@Null@,,,
185,Guardião Celestial Yuni,"Na floresta mágica de Fairyland Star, onde vivia o último grupo de unicórnios do Domínio da Fênix. Em uma época em que a magia é cada vez mais rara, os unicórnios também estão ameaçados de extinção. Como o mais jovem do grupo, Yuni se ofereceu e embarcou em uma jornada agitada para usar a especialidade da floresta ""Pérola Mágica"" em troca do poder mágico do Mago...",@Null@,Avatar: Desbloquear Avatar,Pegadas: Deixa uma pegada de gravata borboleta,@Null@,,,
186,Yun Shang,"Ela é uma figurinista com total habilidade prática e imaginação, e uma viajante interestelar que presta atenção à criatividade e herança.
Ela viajou entre os vários planetas do Território da Estrela do Dragão, estudando vários estilos de roupas.
Se você quiser experimentar diferentes estilos de vestido, procure por ela!",@Null@,Avatar: Desbloquear Avatar,Efeitos no corpo: Flores cor de rosa flutuando no corpo!,@Null@,,,
187,Xiang Er,"Xiang Er é a embaixadora de inverno do Cooking Star e ela trabalha dia e noite para organizar o festival de inverno. Do Solstício de Inverno ao Ano Novo, ela está sempre ocupada e, antes que se dê conta, o ano novo chegou de novo!",@Null@,Avatar: Desbloquear Avatar,Pegadas: as pegadas de cordeiro são deixadas por onde você anda.,@Null@,,,
188,Ting Huai,"Um tão esperado talento de criança prodígio, tornou-se iluminado quando estava prestes a conseguir o emprego dos seus sonhos e embarcou na estrada como um estudioso errante descalço. Depois de ajudar os discípulos de Stargate por acaso, ele conseguiu entrar no Fairyland e começou a jornada da versão fantástica de ""Peach Blossom Spring""...",@Null@,Avatar: Desbloquear Avatar,Efeitos corporais: Folhas de bambu flutuando no corpo!,@Null@,,,
189,Dançarino do Leão Dragonet,@Null@,@Null@,Avatar: Desbloquear Avatar,Pegadas: Deixe pegadas de hortênsia onde quer que você ande.,@Null@,,,
190,Favo de mel,"Não há mel chovendo do céu! Este é o mantra de Favo de mel. Como um novo membro na cidade, sua diligência impressionou a todos. Todas as segundas feiras, às 9h da manhã, há sempre um pote de mel fresco na porta de todos. Todos dizem que este é o melhor mel que já comeram.",Obtido no Gacha,Avatar: Desbloquear Avatar,Pegadas: Deixe pegadas de mel onde quer que você ande.,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
191,Deidade Shen,"Um mestre celestial, bonito, imortal e exilado. Ele é bom com ilusões, e pode se transformar em um guindaste para escapar do mundo. Parece haver uma identidade misteriosa desconhecida para os forasteiros que está muito próxima da Fada da Lua, e o que ele mais teme é que ela fique com raiva.",Obtido no Gacha,Avatar: Desbloquear Avatar,Efeitos Corporais: Há uma aura azul flutuando!,@Null@,,,
192,Yun Yan,"Ela é a filha mais nova do clã Fox, e Cang Hong, a fada da espada da nebulosa, é sua amiga de muitos anos. Influenciada por Cang Hong, ela não gosta de magia e tecnologia e gosta de mexer com todo tipo de engenhocas mecânicas, o que a faz parecer uma bola estranha no clã. No entanto, Yun Yan não se importa - os outros não conhecem a tecnologia e como ela é fantástica!",@Null@,Avatar: Desbloquear Avatar,Efeitos Corporais: Corações Rosa Flutuam!,#cda5b0aDisponível apenas na caixa de presente construção de sonhos#n,,,
