id编号,标题,内容,作者,是否匿名
231,"Paciência, paciente","O paciente chega no consultório e o médico diz:
- Bom dia, tudo bem?
- Tudo sim, Doutor.
- Ótimo, então já pode ir embora.",,
232,Mãe e filha,"Uma mulher chega à terapia e diz:
- Minha filha acha que não respeito a sua privacidade.
- Por que ela acha isso?
- Era o que estava escrito no diário dela.",,
233,Sincerão,"Um rapaz pergunta para a namorada:
- Eu já disse que você é linda?
- Não, por quê?
- Porque eu odeio mentira.",,
234,Família,"Em um jantar de família, a mãe do bebê fala:
- Há quanto tempo não nos vemos. Meu filho já anda há 6 meses.
- Nossa, então ele deve estar bem longe agora.",,
235,,Qual é a sua culinária ou tipo de comida preferida?,,
236,,"Se a sua vida fosse uma refeição, que tipo de refeição seria?",,
237,,"Algo que precisa de ajuda para ser lembrado, já deveria ter sido esquecido.",,
238,,"Que comida você sabe que não deveria comer, mas não consegue resistir?",,
239,Em paz,"Dois amigos conversam em um bar:
- Cara, hoje faz um mês que meu tio descansa em paz.
- Poxa, sinto muito. Não sabia que ele tinha morrido.
- Não, Paulo, quem morreu foi a minha tia.",,
240,Na natureza,"- O que um macaco disse para o outro ao ver um elefante rosa subindo na árvore?
- Olha, um elefante rosa subindo na árvore.",,
241,,Cada macaco no seu galho,Souzadasilvafabiana,
242,,"O insucesso é apenas uma oportunidade para recomeçar com mais inteligência. 
- Henry Ford",ykyser,
243,,"Um caminhão de bananas passou é dele caiu uma banana, 2 viram, 5 pegaram, 10 descascarão e 32 comeram, como isso é possivel?",Douglas ♤,
244,,Não deixe para amanhã o que você pode fazer hoje.,Meͥnͣiͫno,
245,,Eu descobrirei tudo que for escondido de mim.,[???] lobi,
246,,Eu queria a atualização economia marinha chegar na minha conta do mini world,jadejacy10,
247,,"Peixe em Boca me encontre a lagoa virando o nemo ate onde estou. 
estou no Final da ilha me Procure por tesouros Valiosos -LordSamurai BR",LordSamurai BR,
248,Na estica,"- O que aconteceu com o ferro de passar que caiu da mesa?
- Ficou passando mal.",,
249,"Opa, desculpa","Na oficina, o mecânico pergunta:
- Manuel, seu carro é automático?
- É manual.
- Desculpe. Manual, seu carro é automático?",,
250,No restaurante,"Como o boi e a vaca pagaram a conta do jantar?
- Eles fizeram uma vaquinha.",,
251,Dica para a vida,"- Quais são as palavras que abrem muitas portas?
- Empurre e puxe.",,
252,,"Sem chuva, nada cresce. Aprenda a aceitar as tempestades da vida.",,
253,,"Você é mais forte do que pensa e será mais feliz do que imagina. Acredite, o universo está a seu favor.",,
254,,Raros são aqueles que decidem após madura reflexão; os outros andam ao sabor das ondas e longe de se conduzirem deixam-se levar pelos primeiros.,,
255,,"Esteja ligado em melhora contínua: hoje melhor do que ontem, pior do que amanhã.",,
256,,"Viva sempre a favor do tempo, sabendo que perder tempo é desperdiçar a vida e correr contra o tempo é maltratar o coração.",,
257,,"Se a sua mente fosse uma ilha, como ela seria?",,
258,,"Se você tivesse que reviver um dia da sua vida para sempre, que dia você escolheria?",,
259,,"Não há pessoa mais perigosa, para si mesma e para os outros , do que aquela que julga sem conhecer os fatos.",,
260,,O sucesso é alcançado e conservado por aqueles que não deixam de tentar.,,
261,,". Se você encontrasse um controle remoto que pudesse retroceder, avançar, parar e retomar o tempo, o que você faria com ele?",,
262,,"O amor está em toda a parte da natureza, o qual nos convida a exercer nossa inteligência.",,
263,,"Se você pudesse ligar para qualquer pessoa no mundo e conversar durante uma hora, para quem você ligaria?",,
264,,Nessa vida pode-se aprender três coisas de uma criança: estar sempre alegre; nunca ficar inativo e chorar com vontade pelo que se quer.,,
265,,"Um bom planejamento não necessariamente evita problemas, mas acalma a consciência, iluminando a solução dos mesmos.",,
266,Árvore genealógica,"- Qual é o contrário de volátil?
- Vem-cá-sobrinho.",,
267,De graça,"- O que fazer para ganhar um Chokito?
- Coloca o dedito na tomadita.",,
268,Aquela do elefante,"- Por que o elefante não pega fogo?
- Porque ele é cinza.",,
269,Seguindo à risca,"A menina chega à cozinha e vê a avô encarando o armário.
- Vó, por que você está há tanto tempo olhando o armário?
- Porque o médico mandou ficar de olho no açúcar.",,
270,Acho que vi um gatinho,"No consultório médico:
- Anne, saíram os resultados do seu exame.
- O que eu tenho, doutora?
- Anemia.
- Miau.",,
271,Offline,"Um rapaz chega atrasado no velório e pergunta a um dos presentes:
- Boa tarde. Qual é a senha do Wi-Fi?
O homem responde irritado:
- Respeite o falecido!
- É tudo junto?",,
272,,Um portal para outro mundo se abre na sua frente. Você não sabe por quanto tempo ele ficará aberto nem se conseguirá voltar se atravessá-lo. O que você faz?,,
273,,Qual você gostaria que fosse a sua última refeição se você estivesse no corredor da morte?,,
274,,"Ao recorrer aos amigos, devemos ter o tato de não lhe pedir o que nós mesmos não faríamos por eles.",,
275,,Faça tudo com entusiasmo. Faça tudo da melhor maneira possível. Faça tudo com grandeza e dignidade.,,
276,,Fiz muitos amigos no Mini World e espero que vocês também se divirtam muito!,,
277,,Não se aprende bem senão pela experiência.,,
278,,"Quando uma pessoa está sempre certa, é porque algo de errado existe.",,
279,,Qual é a tarefa mais difícil que você já encontrou no mini mundo?,,
280,,Qual é o mapa maisgosta que você já jogou no Mini World?,,
281,,"Meu sonho é poder coletar todas as skins e montarias, qual skin você mais gosta?",,
282,,"Está chovendo aqui agora, como está o tempo onde você está? Espero que você esteja se divertindo.",,
283,,A opinião de outras pessoas sobre si não tem de se tornar a realidade.,,
284,,A vontade de fazer nasce da certeza que se consegue fazer.,,
285,,"Existe apenas um ponto do universo que pode ter a certeza de conseguir melhor, esse ponto é você mesmo?",,
286,,"As flores que enfeitam minha alma hoje foram ofertadas por pessoas amigas, agradeço à todos.",,
287,,"Procure ser uma pessoa de valor, em vez de procurar ser uma pessoa de sucesso. O sucesso é conseqüência",,
288,,"Você será feliz, mas antes a vida vai te ensinar a ser forte.",,
289,,"A beleza é a única coisa preciosa na vida. É difícil encontrá-lá, mas quem consegue, descobre tudo!",,
290,,Viver a sua própria vida é viver em liberdade.,,
291,,Eu quero ter um aquário com muitos e muitos peixes bonitos e convidar meus amigos para visitar.,,
292,,Felizes e perfeitos são aqueles que não deixam a tristeza tomar conta de suas vidas.,,
293,,Qual seria a melhor coisa que você poderia esperar encontrar em uma caverna?,,
294,Sempre ele,"Joãozinho chega em casa e diz:
- Mãe, descobri que a escola tem um lado bom.
- Que ótimo, meu filho. E qual é?
- O lado de fora.",,
295,,"O que é que o 4 disse para o 40?
R.: Passe a bola.",,
296,,"O que é feito para andar, mas não anda?
R.: A rua.",,
297,,"O que é: nunca passa, mas está sempre na frente?
R.: O futuro.",,
298,,"O que é: quando se tira, fica para sempre?
R.: A fotografia.",,
299,,"O que é: quanto mais se tira, maior fica?
R.: O buraco.",,
300,,"A vida é cheia de altos e baixos, mas não importa o que aconteça, você tem que vivê-la, somente mantenha sua cabeça levantada, olhe em frente e seja empre você.",,
301,,"Amor é sempre importante!! 
Ass:{Sad_honeyπ}",{Sad_Hønëyπ}√,
302,,"Por que o jacaré tirou o filho da escola?
-Por que ele ""réptil de ano""",〩 Miҡεy 〩,
303,,Desistir de coisas que não valem a pena não é fracasso e sim sabedoria,roronoa zoro,
304,,Jogadores são bem difíceis de fazer amizade contanto que tenha vários países e legal sim mas o único problema é br,♡♤•larissa♡,
305,,Queria Muito Que Vocês Botassem Animação Nas Interfacers.,Lands Game Studios,
306,,"Teve uma vez eu tava no banco no lanche alice sem querer derrubou o lanche e a aculpa era pra ser dela mais foi minha , ela me derrubou eu novo chão e minha a amiga (que gostava como namorada)virou amiga alice e eu fiquei muito triste. :(",JujubacjmaYT,
307,,Sabe qual  a formulá de água benta? HDeus0,Keda <3,
308,,Porque pra trocar foto de perfil precisa de 5 mini moeda ;(,Rooides,
309,,Espero tanto que o Mini World seja lançado em alguns consoles como Xbox e Playstation,MekkoNitsu_598,
310,,Porque você não cosntroi uma casa para seus amigos?,naruto743,
311,,"O caranguejo não e peixe caranguejo peixe e, caranguejo só e peixe na cheia da maré.",«ᴄᴏꜰꜰᴇ»,
312,,Se acharem essa garrafa traga-me um peixe frito na próxima ilha,~Jinn,
313,,O que vale não é quantidade e sim qualidade ter vários amigos mais todos infiéis e melhor ter um amigo fiel que ter vários amigos infiéis.,| • M O O N ♡,
314,,"Segue o teu destino,
Rega as tuas plantas,
Ama as tuas rosas.
O resto é a sombra
De árvores alheias.",MOON_ANEMONE,
315,,Parente é igual a dente se ficar junto fica sujo,Vincenzo¯\_(ツ)_/¯,
316,Piada,"Quem me faz não diz que faz. Quem me tem não sabe que tem. E quem sabe não me quer ter de jeito nenhum. Quem sou eu?
-Dinhero Falso",Ukzinho Glenn,
