ID,名字,描述,获得方式
1460,Arvore de Manga,Árvore de manga saudável,@Null@
1461,Arvore de Pera,Pereira saudável,@Null@
1462,Laranjeira,Laranjeira Saudável,@Null@
1463,Árvore de Pêssego,Pessegueiro Saudável,@Null@
1464,Arroz,Arroz saudável,@Null@
1465,Milho,Milho saudável,
1466,Batata doce,Batata doce saudável,
1467,Abóbora,Abóbora saudável,@Null@
1468,Cana de Açúcar,Cana de Açucar Saudável,@Null@
1469,Colmeia Completa,Colmeia cheia de mel,@Null@
1470,Arvore de Pimenta,Árvore de pimenta saudável,@Null@
1471,Arvore de Algodao,Árvore de Algodão Saudável,@Null@
1472,Árvore Frutífera,Árvore frutífera saudável,@Null@
1473,Pinheiro,Pinheiro Saudável,@Null@
1474,Árvore Popular,Árvore de choupo saudável,@Null@
1475,Árvore Cedro,Cedro Saudável,@Null@
1476,Árvore Phoebe,Árvore Phoebe saudável,@Null@
1477,Arvore Nogueira,Nogueira saudável,@Null@
1478,Cogumelos Comestíveis Pequenos,Cogumelos Comestíveis Pequenos Saudáveis,@Null@
1479,Cogumelo Vermelho,Cogumelo Vermelho Saudável,@Null@
1480,Arvore Feijao de Cafe,Feijão De Café Saudável,@Null@
1481,Árvore frutífera pau-brasil,Árvore frutífera pau-brasil Saudável,
1482,Árvore Frutífera Oxigenada,Árvore Frutífera Oxigenada Saudável,@Null@
1483,Agave Laranja,Agave De Laranja Saudável,@Null@
1484,Agave Cinza,Agave Cinza Saudável,@Null@
1485,Agave Rosa,Agave Rosa Saudável,@Null@
1486,Cenoura,Plantas de cenoura,@Null@
1493,Girassol (Mudas),Uma jovem muda de girassol,@Null@
1494,Agave Vermelha (Mudas),Uma jovem muda de Agave Vermelha,@Null@
1495,Agave Laranja (Mudas),Uma muda jovem de agave laranja,@Null@
1496,Agave Cinza (Mudas),Uma muda jovem de Agave Cinza,@Null@
1497,Agave Rosa (Mudas),Uma jovem muda de Agave Rosa,@Null@
1498,Flor Dracaena (Mudas),Uma jovem muda de Flor Dracaena,@Null@
1499,Rosa Selvagem (Mudas),Uma jovem muda de Wild Rose,@Null@
1500,Crisântemo Pequeno (Mudas),Uma jovem muda de Feverfew,@Null@
1501,Cantalupo (Mudas),Uma jovem muda de Cantalupo,
1502,Abobora (Mudas),Uma jovem muda de abóbora,@Null@
1503,Arvore de Fruta (Mudas),Uma jovem muda de árvore frutífera,@Null@
1504,Arvore de Pinho (Mudas),Uma jovem muda de pinheiro,@Null@
1505,Arvore Popular (Mudas),Uma jovem muda de árvore de choupo,@Null@
1506,Arvore de Noz (Mudas),Uma jovem muda de nogueira,@Null@
1507,Arvore Populus,Árvore Populus Saudável,@Null@
1508,Arvore Populus (Mudas),Uma jovem muda de Populus Tree,@Null@
1509,Babosa,Jovem plântula de aloe vera,@Null@
1510,Amendoim,Jovem plântula de amendoim,@Null@
1511,Cevada,Jovem plântula de cevada,@Null@
1512,Sésamo,Jovem plântula de gergelim,@Null@
1513,Alface,Jovem plântula de alface,@Null@
1514,Beterraba,Jovem plântula de beterraba,@Null@
1515,Tomate,Plântula jovem de tomate,@Null@
1516,Sorgo,Jovem plântula de sorgo,@Null@
1517,Repolho,Jovem plântula de repolho,@Null@
1518,Milho,Muda jovem de milho,@Null@
1519,Pimenta verde,Jovem plântula de pimenta verde,@Null@
1520,Rabanete,Jovem plântula de rabanete,@Null@
1521,Tiny Earthstar.,Jovem plântula de Tiny Earthstar,@Null@
1522,Brócolis,Jovem plântula de brócolis,@Null@
1523,Cebolinha chinesa,Jovem plântula de cebolinha chinesa,@Null@
1524,jujubas,Jovem plântula de datas vermelhas,@Null@
1525,Rabanete selvagem,Mudas jovens de rabanete selvagem,
1526,Colza,Plântula nova da colza,@Null@
1527,Cevada tibetana,Plântula jovem de cevada tibetana,@Null@
1528,Coco,Jovem plântula de coco,@Null@
1529,Framboesa,Jovem plântula de framboesa,@Null@
1530,Canistel,Jovem mudas de canistel,@Null@
1531,Sorgo vermelho,Jovem plântula de sorgo vermelho,@Null@
1532,Pimenta redonda,Jovem plântula de pimenta redonda,@Null@
1533,Ervilhas,Jovem plântula de ervilhas,@Null@
1534,Mirtilo,Jovem mudas de mirtilo,@Null@
1535,Morango,Jovem plântula de morango,@Null@
1536,Abacaxi,Plântula jovem de abacaxi,@Null@
1537,Uva,Jovem plântula de uva,@Null@
1538,Cereja,Jovem plântula de cereja,@Null@
1539,Lingzhi,Jovem plântula de Lingzhi,@Null@
1540,Fruta do dragão,Jovem plântula de fruta do dragão,@Null@
1541,Pimentas coloridas,Jovem plântula de pimentas coloridas,@Null@
1542,Rodotus,Jovem plântula de rodotus,@Null@
1543,Ginseng,Jovem plântula de ginseng,@Null@
1550,Cama simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira e algodão.,@Null@
1551,Sofá simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1552,Mesa simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1553,Mesa simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1554,Mesa de centro simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1555,Lavatório simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira e Ceramic Adobe,@Null@
1556,Cadeira simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1557,Banheiro simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira e Ceramic Adobe,@Null@
1558,Banheira simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira e Ceramic Adobe,@Null@
1559,Guarda-roupa simples,Parte do conjunto de móveis de estilo minimalista. Pode ser usado para exibir skins e avatar que o jogador possui. Pode ser criado com tábua de fruteira.,@Null@
1560,Gabinete simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1561,Semi-armário simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1562,Armário de combinação simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1563,Tela simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1564,Lâmpada 3D simples,"Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira, Cotton e Glass Shard",@Null@
1565,Lustre simples,"Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira, Cotton e Glass Shard",@Null@
1566,Lâmpada de parede simples,"Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira, Cotton e Glass Shard",@Null@
1567,Porta simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1568,Janela simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira e Glass Shard,@Null@
1569,Escadas simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1570,Parede simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com Crude Brick,@Null@
1571,Tijolo simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com Crude Brick,@Null@
1572,Meio tijolo simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com Crude Brick,@Null@
1573,Cerca simples,Parte do conjunto de móveis de estilo minimalista. Pode ser criado com tábua de fruteira.,@Null@
1574,Cama chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com tábua de madeira de nogueira e algodão,@Null@
1575,Sofá chinês,"Parte do conjunto de móveis de estilo oriental. Pode ser criado com placa de madeira de nogueira, caixa de tinta e algodão",@Null@
1576,Escrivaninha chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com placa de madeira de nogueira,@Null@
1577,Mesa de jantar chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com placa de madeira de nogueira,@Null@
1578,Mesa de centro chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com placa de madeira de nogueira,@Null@
1579,Lavatório chinês,"Parte do conjunto de móveis de estilo oriental. Pode ser criado com Walnut Wood Board, Ceramic Adobe e Paintbox.",@Null@
1580,Cadeira chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com placa de madeira de nogueira,@Null@
1581,Banheiro chinês,Parte do conjunto de móveis de estilo oriental. Pode ser criado com Walnut Wood Board e Ceramic Adobe,@Null@
1582,Banheira chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com placa de madeira de nogueira e caixa de pintura,@Null@
1583,Guarda-roupa chinês,Parte do conjunto de móveis de estilo oriental. Pode ser usado para exibir skins e avatar que o jogador possui. Pode ser criado com Walnut Wood Board,@Null@
1584,Armário chinês,Parte do conjunto de móveis de estilo oriental. Pode ser criado com placa de madeira de nogueira,@Null@
1585,Semi-armário chinês,Parte do conjunto de móveis de estilo oriental. Pode ser criado com placa de madeira de nogueira,@Null@
1586,Armário combinado chinês,Parte do conjunto de móveis de estilo oriental. Pode ser criado com placa de madeira de nogueira,@Null@
1587,Tela chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com papel e cartão de madeira de nogueira,@Null@
1588,Lâmpada 3D chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com papel e cartão de madeira de nogueira,@Null@
1589,Lustre chinês,Parte do conjunto de móveis de estilo oriental. Pode ser criado com papel e cartão de madeira de nogueira,@Null@
1590,Luminária de parede chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com papel e cartão de madeira de nogueira,@Null@
1591,Porta chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com papel e cartão de madeira de nogueira,@Null@
1592,Janela chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com papel e cartão de madeira de nogueira,@Null@
1593,Escada chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com tábua de madeira de nogueira e algodão,@Null@
1594,Muralha chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com Refine Brick,@Null@
1595,Tijolo chinês,Parte do conjunto de móveis de estilo oriental. Pode ser criado com Refine Brick,@Null@
1596,Meio tijolo chinês,Parte do conjunto de móveis de estilo oriental. Pode ser criado com Refine Brick,@Null@
1597,Cerca chinesa,Parte do conjunto de móveis de estilo oriental. Pode ser criado com placa de madeira de nogueira,@Null@
1598,Cama moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1599,Sofá moderno,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1600,Mesa moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1601,Mesa de jantar moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1602,Mesa de centro moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1603,Lavatório moderno,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1604,Cadeira moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1605,Banheiro moderno,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1606,Banheira moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1607,Guarda-roupa moderno,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1608,Gabinete moderno,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1609,Semi-armário moderno,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1610,Gabinete moderno,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1611,Tela moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1612,Lâmpada 3D moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1613,Lustre moderno,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1614,Abajur de parede moderno,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1615,Porta moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1616,Janela moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1617,Escadas modernas,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1618,Parede moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1619,Tijolo moderno,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1620,Semi-tijolo moderno,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1621,Cerca moderna,Parte do conjunto de móveis de estilo Moderno. Pode ser adquirido na Gashapon na Home Shop,@Null@
1622,Cama de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1623,Sofá de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1624,Mesa de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1625,Mesa de contos de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1626,Mesa de centro de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1627,Lavatório de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1628,Cadeira de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1629,Banheiro de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1630,Banheira de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1631,Guarda-roupa de contos de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1632,Gabinete de contos de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1633,Semi-armário de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1634,Armário combinado de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1635,Tela de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1636,Lâmpada 3D de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1637,Lustres de contos de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1638,Abajur de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1639,Porta de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1640,Janela de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1641,Escadas de contos de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1642,Parede de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1643,Tijolo de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1644,Meio tijolo de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1645,Cerca de conto de fadas,Parte do conjunto de móveis em estilo de conto de fadas. Pode ser obtido na Gashapon na Home Shop,@Null@
1646,Cama científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1647,Sofá científico,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1648,Escrivaninha científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1649,Mesa científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1650,Mesa de cafe científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1651,Lavatório científico,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1652,Cadeira científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1653,Banheiro científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1654,Banheira científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1655,Guarda-roupa científico,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1656,Gabinete científico,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1657,Semi-armário científico,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1658,Gabinete combinado científico,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1659,Tela científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1660,Lâmpada 3D científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1661,Lustre científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1662,Abajur de parede científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1663,Porta científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1664,Janela científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1665,Escadas científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1666,Parede científica,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1667,Tijolo científico,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1668,Meio tijolo científico,Parte do conjunto de móveis estilo Sci-fi. Pode ser obtido na Gashapon na Home Shop,@Null@
1669,Cerca científica,Parte do conjunto de móveis de estilo Cientifico. Pode ser obtido no Gacha e na Loja do Jardim,@Null@
1670,Pinheiro Bonsai,Bonsai com um pequeno pinheiro. Pode ser usado para decoração,@Null@
1671,Bambu Bonsai,Bonsai com árvore de bambu verde. Pode ser usado para decoração,@Null@
1672,Tapete de Veludo,"Tapete com estampa, material fofo, confortável",@Null@
1673,Pintura de Paisagem,Pintura de paisagem simples e elegante,@Null@
1674,Pintura Abstrata,Pinturas abstratas modernas ousadas e coloridas,@Null@
1675,Ornamento de Nó Vermelho,Pode ser pendurado na parede para usar como decoração,@Null@
1676,Ornamento Planetário,Um pequeno mural gravado com planetas e astronautas,@Null@
1677,Estante Simples,Estante simples com livros e enfeites,@Null@
1678,Geladeira Branca,"Geladeira branca pura, pode ser usada como decoração",@Null@
1679,Geladeira Prata,"Geladeira cinza-prata, pode ser usada como decoração",@Null@
1680,Geladeira Preta,"Geladeira preta, pode ser usada como decoração",@Null@
1681,Panela de arroz branco,"Panela de arroz branco puro, pode ser usada como decoração",@Null@
1682,Panela de Arroz Prata,"Panela de arroz prateada, pode ser usada como decoração",@Null@
1683,Panela de Arroz Preto,"Panela de arroz preto, pode ser usada como decoração",@Null@
1684,Forno Branco,"Forno branco puro, pode ser usado como decoração",@Null@
1685,Forno de Prata,"Forno de prata, pode ser usado como decoração",@Null@
1686,Forno Preto,"Forno preto, pode ser usado como decoração",@Null@
1687,Fogão Branco,"Fogão branco puro.
Pode ser usado para cozinhar. Processar ingredientes e colheitas em alimentos para animais de estimação.",@Null@
1688,Fogão de Prata,"Fogão cinza prateado.
Pode ser usado para cozinhar. Processar ingredientes e colheitas em alimentos para animais de estimação.",@Null@
1689,Fogão Preto,"Fogão preto.
Pode ser usado para cozinhar. Processar ingredientes e colheitas em alimentos para animais de estimação.",@Null@
1690,Bonsai Suculento,Bonsai com plantas suculentas. Pode ser usado para decoração,@Null@
1691,Cama europeia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1692,Sofá europeu,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1693,Escrivaninha européia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1694,Mesa de jantar europeia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1695,Mesa de centro europeia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1696,Lavatório europeu,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1697,Cadeira europeia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1698,Banheiro europeu,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1699,Banheira europeia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1700,Guarda-roupa europeu,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1701,Gabinete europeu,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1702,Semi-gabinete europeu,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1703,Armário combinado europeu,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1704,Tela europeia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1705,Lâmpada 3D europeia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1706,Lustres europeus,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1707,Abajur de parede europeu,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1708,Porta europeia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1709,Janela europeia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1710,Escadas europeias,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1711,Parede europeia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1712,Tijolo europeu,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1713,Meio tijolo europeu,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1714,Cerca europeia,Parte do conjunto de móveis de estilo europeu. Pode ser comprado na Loja do Jardim/Mochila,@Null@
1715,Madeira Populus,Matérias-primas para móveis da linha choupo,
1716,Prancha de madeira Populus,Material básico de madeira pode ser transformado em caixa de ferramentas para produzir mais mercadorias.,@Null@
1717,Folhas de Populus,Pode ser usado para decoração. Há uma chance de derrubar Mudas de Populus após destruí-las. Também pode ser usado como #c0aba1dchapéu de boneco de neve #n.,
1718,Passos de Populus,Um quarto de galão de madeira folheada de choupo,
1719,Escada Populus,Use Madeira Populus para fazer Escada Populus,
1720,Mesa de chá Populus,Use Madeira Populus para fazer Mesa de chá Populus,
1721,Banquinho de Populus,Use Madeira Populus para fazer Banquinho de Populus,
1722,Cama exótica,"Uma cama do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1723,Sofá exótico,"Um sofá do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1724,Mesa exótica,"Uma mesa do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1725,Mesa de jantar exótica,"Uma mesa de jantar do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1726,Mesa de chá exótica,"Uma mesa de cha do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1727,Lavatório exótico,"Um lavatorio do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1728,Cadeira exótica,"Uma cadeira do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1729,Banheiro exótico,"Um banheiro do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1730,Banheira exótica,"Uma banheira do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1731,Guarda-roupa exótico,"Um guarda-roupa do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1732,Armário exótico,"Um gabinete do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1733,Armário de semi-treliça exótico,"Uma semi-treliça do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1734,Armário de conjunto exótico,"Um gabinete do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1735,Telas exóticas,"Um gabinete do Conjunto de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1736,Luz de pé exótica,"Uma luz de pe de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1737,Luz exótica pendurada,"Uma luz suspensa de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1738,Aplique exótico,"Uma parede de luz de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1739,Porta exótica,"Uma porta de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1740,Janela exótica,"Uma janela de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1741,Escadas exóticas,"Uma escada de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1742,Azulejos de parede exóticos,"Um azulejos de parede de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1743,Tijolo exótico,"Um tijolo de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1744,Meio tijolo exótico,"Um meio tijolo de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1745,Cerca exótica,"Uma cerca de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1746,Tapete exótico,"Um carpete de Móveis Exóticos
Pode ser adquirido na Loja da Casa/Mochila",@Null@
1747,Escultura de camelo,O símbolo imortal da antiga estrada da seda —— Camelo,@Null@
