ID,名字,描述,获得方式
10124,,,
10500,Editor del terreno,"Dopo l'uso, entrerà nell' #G interfaccia dell'editor #n del terreno
Dopo essere entrati nella modalità di selezione #G predefinita #n, è possibile riempire rapidamente il blocco, sostituire, cancellare e altre operazioni;
Fare clic sul pulsante Cambia modalità per passare alla #G modalità di selezione #n, che può azionare i blocchi in una certa area.
Questo elemento è disponibile solo in modalità di modifica.",
10501,Dispositivo combinato in miniatura,"Dopo l'uso, entrerà nella #G modalità di combinazione in miniatura #n. Selezionare l'intervallo, ridurre i blocchi nell'intervallo in lotti o combinare i blocchi in miniatura nell'intervallo. La combinazione in miniatura generata può mettere giù più blocchi in miniatura contemporaneamente",
10995,,,
10996,,,
10997,,,
10998,,,
10999,,,
11000,a mani vuote,,
11001,Ascia d'ottone,Uno strumento di disboscamento in grado di abbattere gli alberi più velocemente.,
11002,Ascia di pietra,Uno strumento di disboscamento in grado di abbattere gli alberi più velocemente.,
11003,Ascia di Mithril,Uno strumento di registrazione. #c0aba1dCharge#n e usalo sugli alberi per abbattere l'intero albero.,
11004,Ascia di titanio,Uno strumento di registrazione. #c0aba1dCharge#n e usalo sugli alberi per abbattere l'intero albero.,
11005,Motosega,"Uno strumento di registrazione. #c0aba1dPremi e tieni premuto il pulsante Carica#n per attivare la modalità Distruzione dell'ascia, permettendole di abbattere continuamente #c0aba1dtrees#n con cui entra in contatto finché il pulsante non viene rilasciato",
11006,ramo,I rami di diversi alberi possono essere sintetizzati come ramoscelli,Intarsiare#c0aba1d sull'ascia per ottenere la completa#n runa e poi tagliarla per ottenere
11007,foglie,"Può essere usato per fare @item_1200# combustibile o materie prime di ossigeno, può anche essere usato come#c0aba1d copricapo pupazzo di neve#n",
11008,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11009,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11010,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11011,Piccone in ottone,Uno strumento minerario che consente un'estrazione del minerale più rapida.,
11012,Piccone di pietra,Uno strumento minerario che consente un'estrazione del minerale più rapida.,
11013,Piccone di Mithril,"Uno strumento minerario. #c0aba1dPremi e tieni premuto il pulsante Carica#n per attivare la modalità Distruzione del piccone, permettendogli di rompere continuamente i blocchi di pietra in un raggio #c0aba1d1*3*1#n con cui entra in contatto finché il pulsante non viene rilasciato.",
11014,Piccone in titanio,"Uno strumento minerario. #c0aba1dPremi e tieni premuto il pulsante Carica#n per attivare la modalità Distruzione del piccone, permettendogli di rompere continuamente i blocchi di pietra in un raggio #c0aba1d simile a una croce#n con cui entra in contatto finché il pulsante non viene rilasciato",
11015,Trapano al tungsteno,"Uno strumento minerario. #c0aba1dPremi e tieni premuto il pulsante Carica#n per attivare la modalità Distruzione del piccone, permettendogli di rompere continuamente i blocchi di pietra in un raggio #c0aba1d3*3*1#n con cui entra in contatto finché il pulsante non viene rilasciato.",
11016,Punta in rame a stella,"#c0aba1d danno corpo a corpo + 25 #n #r strumento di estrazione, #c0aba1d #n pietra può mettere fuori blocchi bersaglio dritto.",
11017,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11018,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11019,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11020,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11021,Pala in ottone,"#c0aba1d danno da mischia + 6 #n #r strumento di scavo, puoi scavare blocchi di sedimenti più velocemente.",
11022,pala di pietra,"#c0aba1d danno corpo a corpo + 4 #n #r strumento di scavo, che può scavare blocchi di sedimenti più velocemente. #r può scavare fosse di terra quando viene utilizzato su zolle o blocchi di erba.",
11023,Pala Mithril,"#c0aba1d danno da mischia + 8 #n #r strumento di scavo, puoi scavare blocchi di sedimenti più velocemente.",
11024,Pala in lega di titanio,"#c0aba1d danno da mischia + 10 #n #r strumento di scavo, può scavare istantaneamente una gamma di 6 griglie di blocchi di tipo sedimentario. #r può scavare fosse di terra per zolle o blocchi di erba.",
11025,Tungsteno pala d'oro,"#c0aba1d danno corpo a corpo + 12 #n #r strumenti di scavo, scavando #c0aba1d blocchi di sedimenti #n molto velocemente. #r può essere usato per scavare #c0aba1d pozzi di terreno #n. #r può estrarre sabbia cristallina di zolfo #n nascosta sotto #c0aba1d magma Flame Star.",
11026,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11027,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11028,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11029,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11030,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11031,Righello in ottone,"#c0aba1d danno da mischia + 9 #n #r strumenti di piantagione, per le zolle, l'uso dei pascoli può essere cambiato in terreno arabile. #r l'uso su colture mature può essere raccolto.",
11032,rastrello di pietra,"#c0aba1d danno da mischia + 6 #n #r strumenti di piantagione, per le zolle, l'uso del pascolo può essere cambiato in terreno arabile. #r l'uso su colture mature può essere raccolto.",
11033,Mithril Rastrello,"#c0aba1d danno da mischia + 12 #n #r strumenti di piantagione, per le zolle, l'uso del pascolo può essere cambiato in terreno arabile. #r utilizzare su colture mature per raccoglierle, raggio d'azione 3x3.",
11034,Righello in lega di titanio,"#c0aba1d Danno da mischia + 15 #n #r strumenti di piantagione, per le zolle, l'uso del pascolo può essere cambiato in terreno arabile. #r utilizzare su colture mature per raccoglierle, AoE 5x5.",
11035,Righello oro tungsteno,"#c0aba1d danno da mischia + 20 #n #r strumenti di piantagione, l'uso di zolle e praterie può trasformarli in #c0aba1d terreno coltivato #n. #r l'uso di colture mature può essere #c0aba1d raccolto #n, l'ambito di azione è 3 * 3. #r può essere utilizzato su terreni agricoli vuoti. I semi di #c0aba1d mais #n nello zaino vengono #c0aba1d seminati #n, l'ambito di azione è 3 * 3.",
11036,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11037,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11038,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11039,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11040,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11041,testa,,
11042,petto,,
11043,gamba,,
11044,piede,,
11045,decorazione posteriore,,
11046,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11047,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
11048,canna,"#c0aba1d acqua #n uso, è possibile ottenere barili d'acqua.",Nota: Punto al cubo liquido corrispondente #c0aba1d premere a lungo il #n pulsante per raccogliere
11049,Acqua in bottiglia,Dopo l'uso versare l'acqua #c0aba1d #n e ottenere una piccola bottiglia di vetro.,Utilizzare una piccola bottiglia di vetro per l'acqua ottenuta.
11050,Barile di mithril,"È possibile #c0aba1d acqua, pieno di uso a nido d'ape #n, rispettivamente, è possibile ottenere secchio Mithril acqua, secchio Mithril miele.",Nota: Punto al cubo liquido corrispondente #c0aba1d premere a lungo il #n pulsante per raccogliere
11051,Acqua in bottiglia,Dopo l'uso versare l'acqua #c0aba1d #n e ottenere una piccola bottiglia di vetro.,Utilizzare una piccola bottiglia di vetro per l'acqua ottenuta.
11052,crogiolo di magma,"Dopo l'uso, il magma #c0aba1d viene versato fuori dal #n e si ottiene un crogiolo.",Ottenuto utilizzando un crogiolo per magma.
11053,Secchio Mithril Miele,"Dopo l'uso versare il miele #c0aba1d #n e ottenere il secchio Mithril. #r Nota: Miele e lava, il contatto con l'acqua reagirà.",Le botti di mithril possono essere utilizzate su alveari pieni.
11055,accenditore,Incapace di produrre.,
11056,Forbici Mithril,"#r utilizzato su oggetti con #c0aba1d #n proprietà fisiche, è possibile eliminarli.",
11057,legare,Può essere usato per legare gli animali.,
11058,Rete da pesca,L'uso sul pesce può trasformare il pesce in #c0aba1d forma di puntello #n.,
11059,Piccone di zucchero,"#c0aba1d #n recupera 30 punti salute, #c0aba1d #n in 180 secondi. #r può essere utilizzato per estrarre rapidamente il minerale.",Acquista da Babbo Natale durante l'evento di Natale. #r Apri la confezione regalo di Natale e avere la possibilità di ottenerlo.
11060,Ascia Lollipop,#c0aba1dBecome più piccolo#nin 180s dopo #c0aba1dtaking it#n.#rCan essere utilizzato per estrarre rapidamente il legno.,Acquistato da Babbo Natale durante l'evento natalizio.#rThere un'occasione da ottenere aprendo Christmas Giftbox.
11061,Grande spada,#c0aba1d Danno da mischia + 40 #n #r e le sue robuste armi da mischia.,Acquista dai commercianti di Capodanno durante l'evento di Capodanno.
11062,Pala Dabao,"#c0aba1d Danno corpo a corpo + 12 #n #r strumenti di scavo, zolle di scavo, sabbia e pali di ghiaia particolarmente veloci.",Acquista dai commercianti di Capodanno durante l'evento di Capodanno.
11063,Bastone Xianyun,"Dopo l'uso, una nuvola di stelle dall'occhio carino viene generata davanti a te.",
11064,crogiolo,Può essere usato #n #c0aba1d magma e si possono ottenere crogioli di magma.,Nota: Punto al cubo liquido corrispondente #c0aba1d premere a lungo il #n pulsante per raccogliere
11065,Secchio in titanio per acqua,"Dopo l'uso, versare l'acqua #c0aba1d dal #n e ottenere un secchio in lega di titanio.",L'acqua è ottenuta utilizzando barili in lega di titanio.
11066,Secchio Miele Titanio,"Dopo l'uso versare il miele #c0aba1d #n e ottenere un barile di titanio. #r Nota: miele e magma, il contatto con l'acqua reagirà.",Un nido d'ape completo è ottenuto utilizzando una canna in lega di titanio.
11067,Piuma rossa,Uno dei materiali utilizzati per realizzare #c0aba1d Mutant Scroll #n.,Cadere dopo aver sconfitto il pollo volante.
11068,zampe di pollo,Può essere utilizzato per attivare le rune dell'equipaggiamento.,Abbandonato da Rooster.
11069,Bocca di pollo,Uno dei materiali utilizzati per realizzare #c0aba1d Mutant Scroll #n.,Cadere dopo aver sconfitto il pollo urlante.
11070,chiave inglese,"Dopo aver utilizzato alcuni blocchi di elementi di energia stellare, è possibile modificare la modalità di blocco.",
11071,Prospettiva personalizzata,"L'uso entrerà nell'interfaccia prospettica personalizzata, puoi muoverti liberamente e regolare la tua prospettiva, testare e salvare per creare una varietà di gameplay prospettico. Disponibile solo nella modifica della modalità di gioco.",
11072,Disegni - Rocket Technology,Dopo l'uso è possibile sbloccare la stazione artigiano per volare a misteriosi pianeti #c0aba1d razzo #n e #c0aba1d carburante aeronautico #n.,"Dopo aver sconfitto l'antico drago nero, distruggi la giara nel nido del drago per ottenerla."
11073,Asterite,Materiali per la creazione di strumenti e attrezzature utilizzando un tavolo da artigiano.,
11074,amberite,Materiali per la creazione di strumenti e attrezzature utilizzando un tavolo da artigiano.,
11075,Pietra Xingqi,"Utilizzare su Totem Misterioso o Statua Gigante #c0aba1d attivare #n e generare #c0aba1d zona di ossigeno #n. #r Ogni attivazione #c0aba1d consuma #n1 Starstart Stones. #r Utilizzare #c0aba1d Disegni - Starstart Stones #n, la piattaforma artigiano sblocca la lavorazione.","Dopo aver usato @ item _ 11090 #, @ item _ 800 # sblocca la creazione."
11076,astroxene,"Per attivato Mistero Totem o Statua Gigante, è possibile illuminare il suo #c0aba1d indicatore mappa #n, e utilizzare nuovamente il marcatore Annulla. #r #c0aba1d consuma #n1 Styroxene ogni volta che si accende.","Dopo aver usato @ item _ 11091 #, @ item _ 800 # sblocca la creazione."
11077,Frammento di roccia,"Usa il tavolo dell'artigiano per realizzare uno dei materiali per oggetti di scena stellari, stellari e di altro tipo.",Batti il ding dagli occhi carini con la possibilità di cadere.
11078,cristallo di ghiaccio,Uno dei materiali utilizzati per realizzare oggetti di scena come Stellar utilizzando la tavola di un artigiano.,Beating Cute Eye Dong Dong ha la possibilità di cadere.
11079,polimero,Uno dei materiali utilizzati per realizzare oggetti di scena come Stellar utilizzando la tavola di un artigiano.,Batti Cute Eye Dangdang con la possibilità di cadere.
11080,cristallizzazione per gravità,"Usa il tavolo dell'artigiano per realizzare la palla del caos del drago nero, l'arco a impulsi, uno dei materiali per il gancio dell'artiglio del jet.",Battere gli occhi carini e avere la possibilità di cadere.
11081,Disegni - Tecnologia di sequenza,Dopo l'uso può essere sbloccato nella tabella artigiano #c0aba1d parser istruzione #n e #c0aba1d istruzione chip #n produzione.,Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11082,Disegni - Tecniche di zoom out,"Dopo l'uso, può essere sbloccato nella produzione del banco da lavoro modello #c0aba1d da tavolo artigiano #n.",Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11083,Disegni - Tecnologia della variazione,"Dopo l'uso, è possibile sbloccare #c0aba1d starlight spore feed #n nella piattaforma artigiano, #c0aba1d mutante bambù germogli feed #n, #c0aba1d mutante perilla feed #n, #c0aba1d mutante scroll #n produzione.",Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11084,Disegni - Estrattore di ossigeno,"Dopo l'uso, può essere sbloccato nella tavola #c0aba1d dell'artigiano la produzione del dispositivo #n di raffinazione dell'ossigeno.",Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11085,Disegni - Serbatoio gas compresso (vuoto),"Dopo l'uso, può essere sbloccato nella produzione del serbatoio del gas compresso #c0aba1d del tavolo dell'artigiano (vuoto) #n.",Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11086,Disegni - Planet Medium,"Dopo l'uso, puoi sbloccare la produzione del #c0aba1d mezzo di coltura vegetale del pianeta #n nella tavola dell'artigiano.",Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11087,Disegni - Punte in rame a stella,"Dopo l'uso, può essere sbloccato nel tavolo artigiano #c0aba1d la produzione di trapano in rame a stella #n.",Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11088,Disegni - Ganci Jet,"Dopo l'uso, può essere sbloccato nel tavolo artigiano #c0aba1d la produzione di ganci jet #n.",Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11089,Disegni - Zaino Ossigeno,Dopo l'uso può essere sbloccato nella produzione dello zaino #n dell'ossigeno della tavola #c0aba1d dell'artigiano.,Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11090,Disegni - Xingqi Stone,Dopo l'uso può essere sbloccato nella produzione #n di pietre stellari da tavolo #c0aba1d artigiano.,Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11091,Disegni - Strobes,"Dopo l'uso, può essere sbloccato nella tavola dell'artigiano #c0aba1d la produzione di strobo #n.",Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11092,Disegni - Serie Lime,"Realizzazione del parser post-sblocco e dell'architettura del set di istruzioni.
Può essere ottenuto da cristalli del tesoro o mercanti cosmici su tutta la superficie di Moe Eye.",Può essere ottenuto da cristalli del tesoro o mercanti cosmici su tutta la superficie di Moe Eye.
11093,Disegni - Lime Sheet,"Realizzazione del parser post-sblocco e dell'architettura del set di istruzioni.
Può essere ottenuto da cristalli del tesoro o mercanti cosmici su tutta la superficie di Moe Eye.",Può essere ottenuto da cristalli del tesoro o mercanti cosmici su tutta la superficie di Moe Eye.
11094,Disegni - Lime Fence,"Realizzazione del parser post-sblocco e dell'architettura del set di istruzioni.
Può essere ottenuto da cristalli del tesoro o mercanti cosmici su tutta la superficie di Moe Eye.",Può essere ottenuto da cristalli del tesoro o mercanti cosmici su tutta la superficie di Moe Eye.
11095,Bottiglia a grappolo,"Dopo l'uso #n #c0aba1d ambiente non acquatico, viene creata una nuvola di fronte ad esso.",
11096,carburante per aviazione,"Per l'uso del razzo, puoi riempire il razzo di carburante. #r Usa #c0aba1d disegno - tecnologia missilistica #n, la piattaforma artigianale sblocca la produzione.",
11097,Disegni - Dispositivi Wireless,Dopo l'uso può essere sbloccato nella produzione del generatore #n del segnale della tavola #c0aba1d dell'artigiano e del #c0aba1d ricevitore #n del segnale.,Acquisito casualmente dopo aver distrutto il tesoro nel tunnel delle reliquie di Cute Eye. #r I mercanti cosmici a volte vendono.
11098,Disegno - Ricevitore di segnale,Ottenuto dal cristallo del tesoro sotto il totem,Ottenuto dal cristallo del tesoro sotto il totem
11099,Carburante meccanico,Utilizzare #c0aba1d #n macchinari con un motore a combustibile per alimentare il suo motore.,
11100,Editor portatile,"Fare clic con il pulsante destro del mouse sul blocco / creatura per visualizzare un'interfaccia di modifica dettagliata, che può modificare rapidamente le proprietà della creatura / blocco selezionato.",
11101,Connettore,"Quando palmare, visualizza il collegamento dei componenti meccanici vicini, compreso #c0aba1d i punti finali quadrati e le linee #n di collegamento.
Cavo estraibile per un endpoint, quindi utilizzare altri endpoint da collegare, è possibile #c0aba1d stabilire una connessione #n per i componenti corrispondenti ai due endpoint.
Dopo aver stabilito la connessione, l'effetto di controllo può essere realizzato senza connettersi attraverso l'energia della stella.",
11102,Disegno - Oscillatore di energia stellare,"Disegno di precisione, utilizzare dopo aver sbloccato #c0aba1d la creazione dell'oscillatore #n di energia stellare.",Ottenuto nella scatola del tesoro del castello sotterraneo del deserto
11103,,,
11104,Blueprint-Icefield Residential Building 1,"Building Blueprint 1 di Icefield Tribe, che può essere utilizzato su @item_150004#. Una volta riempiti i materiali, i lavoratori del villaggio costruiranno automaticamente secondo il progetto.",
11105,Blueprint-Icefield Residential Building 2,"Building Blueprint 2 di Icefield Tribe, che può essere utilizzato su @item_150004#. Una volta riempiti i materiali, i lavoratori del villaggio costruiranno automaticamente secondo il progetto.",
11106,Blueprint-Icefield Edificio residenziale 3,"Building Blueprint 3 di Icefield Tribe, che può essere utilizzato su @item_150004#. Una volta riempiti i materiali, i lavoratori del villaggio costruiranno automaticamente secondo il progetto.",
11107,Blueprint-Icefield Edificio residenziale 4,"Icefield Tribe's Building Blueprint 4, che può essere utilizzato su @item_150004#. Una volta riempiti i materiali, i lavoratori del villaggio costruiranno automaticamente secondo il progetto.",
11108,Blueprint-Icefield Edificio residenziale 5,"Building Blueprint 5 di Icefield Tribe, che può essere utilizzato su @item_150004#. Una volta riempiti i materiali, i lavoratori del villaggio costruiranno automaticamente secondo il progetto.",
11109,Blueprint-Icefield Edificio residenziale 6,"Building Blueprint 6 di Icefield Tribe, che può essere utilizzato su @item_150004#. Una volta riempiti i materiali, i lavoratori del villaggio costruiranno automaticamente secondo il progetto.",
11110,Blueprint-Icefield Edificio residenziale 7,"Building Blueprint 7 di Icefield Tribe, che può essere utilizzato su @item_150004#. Una volta riempiti i materiali, i lavoratori del villaggio costruiranno automaticamente secondo il progetto.",
11111,Blueprint-Igloo in legno,"Wooden Igloo Blueprint, che può essere utilizzato su @item_150004#. Una volta riempiti i materiali, i lavoratori del villaggio costruiranno automaticamente secondo il progetto.",
11112,Blueprint-Archer Tower,"Archer Tower Blueprint, che può essere utilizzato su @item_150004#. Una volta riempiti i materiali, i lavoratori del villaggio costruiranno automaticamente secondo il progetto.",
11113,Blueprint-Igloo,"Igloo Blueprint, che può essere utilizzato su @item_150004#. Una volta riempiti i materiali, i lavoratori del villaggio costruiranno automaticamente secondo il progetto.",
11114,,,
11200,cemento,Materiali per la realizzazione di blocchi di cemento e la cottura di mattoni di cemento.,Lavorato alla tavola dell'artigiano
11201,Ghiaccio combustibile,Può essere usato come combustibile.,Estrazione di blocchi di ghiaccio combustibile.
11202,carbonio nero,È stato lasciato per troppo tempo e sembra non avere alcun effetto.,
11203,oro tungsteno,Materiali per la creazione di strumenti e attrezzature avanzati utilizzando la scrivania dell'artigiano.,Ottenuto dall'estrazione mineraria di oro di tungsteno.
11204,Ambra,Usa il tavolo dell'artigiano per realizzare alcune attrezzature e oggetti di scena. #r Uno dei materiali di cui i commercianti hanno spesso bisogno.,Ottenuto dall'estrazione di ambra grezza.
11205,Detriti energetici della stazione stellare,"I detriti di energia possono essere utilizzati per riparare, elaborare il nucleo energetico della stazione stellare e attivare la console della stazione stellare #r Dopo la guerra del vuoto, un gran numero di stazioni stellari sono state distrutte e sepolte sottoterra e il nucleo energetico rotto è stato anche sparso in vari luoghi",Apri la scatola Dungeon Treasure per avere una possibilità.
11206,Polvere di pietra dell'alba,Usa @item_800# per creare materiale @item_536#.,"In Blazing Star, smash @item_536# get."
11207,ardente,Usa il tavolo dell'artigiano per realizzare uno dei materiali dell'attrezzatura e degli oggetti di scena.,Calcinato nella stazione di fusione #c0aba1d ardente minerale #n ottenuto.
11208,Granuli ardenti,Uno dei materiali utilizzati per realizzare alimenti di fascia alta utilizzando la tavola artigianale.,
11209,Mithril,Usa il tavolo da artigiano come uno dei materiali per creare strumenti e attrezzi mithril.,Calcinato nella stazione di fusione #c0aba1d #n.
11210,mica,Materiale per realizzare blocchi di mica utilizzando un tavolo artigianale.,Blocchi di mica mineraria. #r I commercianti a volte vendono.
11211,Tinder,"Usa il tavolo degli artigiani per creare la Pergamena del Fuoco, il Cristallo della Vita, uno dei materiali per la Sfera del Caos del Drago Nero.",Sconfiggi lo sparatutto allo zolfo.
11213,mattone di cemento,Materiali per la realizzazione di mattoni di cemento utilizzando scrivanie artigianali.,Cemento #n calcinato #c0aba1d ottenuto.
11214,Mattone di zolfo,Materiale per fare mattoni di zolfo usando una tavola da artigiano.,Calcinato nella stazione di fusione #c0aba1d pirosseno #n ottenuto.
11215,Corno di lava,"Usando @item_765#, puoi sollevare il sigillo ed evocare il Drago Nero di Lava.",Sblocca il crafting su @item_800# dopo aver sconfitto l'antico drago nero.
11216,Corno del caos,"Usando @item_765#, puoi sollevare il sigillo ed evocare il caotico drago nero.",Sblocca il crafting su @item_800# dopo aver sconfitto Lava Black Dragon.
11217,cristallizzazione della vita,Utilizzare il tavolo artigiano per elaborare uno dei materiali per il corno di lava. #r sbloccato crafting nel tavolo artigiano dopo aver sconfitto l'antico drago nero.,Sblocca il crafting su @ item _ 800 # dopo aver sconfitto l'antico drago nero.
11218,cristallizzazione della roccia,Utilizzare il tavolo artigiano per elaborare uno dei materiali per il corno di lava. #r sbloccato crafting nel tavolo artigiano dopo aver sconfitto l'antico drago nero.,Sblocca il crafting su @ item _ 800 # dopo aver sconfitto l'antico drago nero.
11219,Cristallizzazione caotica,Usa il tavolo dell'artigiano per elaborare uno dei materiali per il corno del caos. #r Sbloccato crafting nel tavolo dell'artigiano dopo aver sconfitto il drago nero di lava.,Sblocca il crafting su @ item _ 800 # dopo aver sconfitto Lava Black Dragon.
11220,cristallo gemma,Usa il tavolo dell'artigiano per elaborare uno dei materiali per il corno del caos. #r Sbloccato crafting nel tavolo dell'artigiano dopo aver sconfitto il drago nero di lava.,Sblocca il crafting su @ item _ 800 # dopo aver sconfitto Lava Black Dragon.
11221,chiglia,Uno dei materiali utilizzati per realizzare archi di chiglia utilizzando un tavolo artigianale.,Distruggi la giara nel nido del drago dopo aver sconfitto il Drago Nero di Lava o il Drago Nero del Caos.
11222,Gemma cuore lavico,Uno dei materiali per realizzare mantelle laviche utilizzando un tavolo artigianale.,"Dopo aver sconfitto il drago nero di lava, distruggi la giara nel nido del drago."
11223,Fascio di mais,Usa il tavolo dell'artigiano per realizzare uno dei materiali dei cristalli della vita. #r Sbloccato crafting nel tavolo dell'artigiano dopo aver sconfitto l'antico drago nero.,
11224,Una pila di pelle,Usa il tavolo dell'artigiano per creare uno dei materiali caotici dei cristalli. #r Sbloccato il crafting sul tavolo dell'artigiano dopo aver sconfitto il drago nero di lava.,
11225,Frammento di portale geocentrico,"Colpito dall'Invasione del Vuoto, l'esistenza di questo oggetto è scomparsa dalla storia di Myra...",
11226,fibra vegetale,"La fibra vegetale più semplice, ma una forte tenacità, può essere utilizzata per realizzare @item_11227# e @item_298#.#r clic manuale @item_101#, può essere convertito in @item_100#.",
11227,corda,Uno degli ingredienti per fare #c0aba1d recinzione #n o alcune armi,Usando #c0aba1d #n o #c0aba1d foglie #n
11228,Corolla,"#c0aba1d Difesa fisica + 1 #n
Indossare sulla testa è pieno di fiori, è facile ottenere il favore degli insetti, ma poiché è fatto di fiori, è molto fragile e non può essere usato come armatura generale.",Fatto consumando tre fiori qualsiasi in uno zaino
11229,Germogli di bambù infilzati,Delizioso e appetitoso.,Richiede @item_794# per cucinare.
11230,Paraurti a punta,"#c0aba1d attacco corpo a corpo + 10 #n
Il cactus viene sbattuto sul bastone di legno e sanguinerà quando viene martellato. Usalo con cautela!",
11231,Guanti in polimero,"Tienilo in mano per spingere una palla di neve.#rWhen non c'è palla, puoi #c0aba1dright-click#n@item_115# per generare palle di neve. Finché li tocchi, puoi spingerli in giro.#rWhen c'è una palla, puoi tenere premuto il pulsante del mouse #c0aba1dleft #nper caricare e spingere la palla di neve. Quando due palle di neve si scontrano, possono impilarsi per formare un pupazzo di neve!",
11232,Maschera del diavolo Ghiacciato,"Il potere residuo dei Troll Icefall si sta muovendo all'interno della maschera...#rEquipping può abbassare la temperatura circostante, causando il rapido congelamento dei blocchi di liquido nelle vicinanze, e potrebbe persino far nevicare!",Ricompense per aver sconfitto i troll di Icefall
11233,Corno antico,"Usando @item_765#, puoi sollevare il sigillo ed evocare l'antico drago nero.",Sblocca il crafting su @item_800# dopo aver sconfitto l'antico drago nero.
11302,osso animale,Elaborazione materiale per le ali del Dio Serpente.,Ottenuto dopo aver mangiato strani gomiti. #r Sconfiggi il selvaggio con la possibilità di far cadere strani gomiti.
11303,piuma fine,Uno dei materiali per fare frecce di pietra usando la tavola di un artigiano.,Beat #c0aba1d orniti #n hanno la possibilità di cadere.
11304,Flint,Non sembra funzionare,I commercianti a volte vendono.
11305,Sabbia di quarzo,"Utilizzando un tavolo di fusione di rame può essere cotto in vetro, che deve raggiungere una certa temperatura.",
11306,composto instabile,#c0aba1d Il ghiaccio combustibile #n mescolato con la sabbia rossa rara #c0aba1d #n diventa molto instabile.,Lavorato alla tavola dell'artigiano
11307,Pelle morbida,Utilizzare il tavolo artigiano come uno dei materiali per realizzare libri e vari prodotti in pelle.,"Sconfiggi gnu, vocali, volpi e altri animali con la possibilità di cadere."
11308,La versione del gioco è troppo bassa,,
11309,Panno in morbida pelle,Materiale per realizzare mantelli in pelle utilizzando una tavola artigianale.,
11310,catrame,Uno dei materiali utilizzati per realizzare quadrati scorrevoli e quadrati meccanici utilizzando un tavolo artigianale.,Apri la scatola del tesoro del Dungeon o sconfiggi il gigante di lava con la possibilità di cadere.
11311,Fertilizzante animale,L'uso #n #c0aba1d piante in crescita può favorire la loro crescita.,"Dopo aver nutrito il molo con i semi di mais, c'è una certa possibilità che produca."
11312,Palo di bambù cavo,Usi la tavola dell'artigiano per fare #c0aba1d il materiale #n della freccia del colpo.,Nutrire il bambù panda ha la possibilità di cadere.
11313,pungiglione d'ape,Uno dei materiali usati per fare le freccette di spina d'ape usando un tavolo da artigiano.,Batti le api per ottenere.
11314,Semplice ciotola di legno,Uno dei materiali utilizzati per fare parte del cibo utilizzando la tavola dell'artigiano.,
11315,Occhio della Terra,"Colpito dall invasione del vuoto, il collegamento tra il centro della terra fu interrotto...",
11316,La versione del gioco è troppo bassa,Usato per preparare pozioni.,
11317,La versione del gioco è troppo bassa,Vai e scarica l'ultima versione del gioco!,
