ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
114,ดอกน้ำค้าง,เสี่ยวโหลวก่อนเปลี่ยนสกิน,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: อนุภาคดอกไม้ลอยอยู่รอบตัวคุณ,@Null@,,,
115,เจ้าหญิงน้ำแข็ง,เจ้าหญิงอาศัยอยู่ในวังคริสตัลน้ำแข็ง เทพธิดาแห่งน้ำค้างและน้ำแข็ง เนื่องจากนิสัยเย็นชาของเธอ เธอไม่เคยมีเพื่อนเลย,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ผลึกน้ำแข็งลอยอยู่รอบๆตัว,@Null@,,,
116,รอรี่,เจ้าหญิงแห่งแดนสวรรค์เยโลลี่ มีพลังวิเศษในการรักษาและความรัก และได้รับรูปร่างและพลังเวทย์มนตร์ของเธอกลับคืนมา,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: อนุภาคหัวใจลอยอยู่รอบๆตัว,@Null@,,,
117,ประกายแสง,เป็นดั่งแสงสว่าง รูปร่างของเธอถูกกำหนดโดยผู้ที่เรียกเธอ คล้ายกับการมีอยู่ของเงา,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: อนุภาคทองคำที่ลอยอยู่รอบตัวคุณ,@Null@,,,
118,ซินเดอเรลล่า,“ด้วยพลังแห่งจินตนาการ ปาฏิหาริย์ไม่ใช่สิ่งที่เป็นไปไม่ได้” นี่คือคติประจำตัวของซินเดอเรลล่า,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้ากุหลาบสีชมพูทุกที่ที่เธอเดินผ่าน,@Null@,,,
119,เจ้าหญิงวิญญาณ,สมาชิกของศาลาหลิงซี นางฟ้าระดับศักดิ์สิทธิ์ผู้อ่อนโยนและเป็นมิตร เธออาศัยอยู่ที่วัดแห่งดอกไม้ที่เธอรักและหวงแหน,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าคริสตัล,@Null@,,,
120,ดราโกเนียน - สกาลี่,สกาลี่ไม่เคยออกจากมหาสมุทร: เนื่องจากเรื่องราวของนาจา เขาจึงหวาดกลัวแต่ในการผจญภัยครั้งนี้ เขาได้กล้าหาญมากขึ้น,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,เอฟเฟกต์ร่างกาย: ผลึกน้ำแข็งวิเศษที่ลอยอยู่บนร่างกาย,@Null@,,,
121,เหมียว เหมียว,เหมียวเหมียวร่าเริงและมีอิสระ ชอบโชว์ทักษะการปาลูกดอกด้วยกระดูกปลา,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยอุ้งเท้าแมวไว้,@Null@,,,
122,หงส์ขาว - โอเด็ตต์,เมื่อกลางวันพบกับกลางคืน ความฝันและความเป็นจริงก็ข้ามผ่าน แต่ฉันเป็นใครในสิ่งเหล่านี้?,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ขนหงส์ขาวลอยรอบๆตัว!,@Null@,,,
123,เซซิล,หนึ่งในแปดสมาชิกของศาลาหลิงซี อาศัยอยู่ในสถานที่ศักดิ์สิทธิ์ในนาฬิกาสี่แห่งแดนสวรรค์ของเยโลลี่,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้านาฬิกาไว้,@Null@,,,
124,เจสซี่,เจสซี่และเจอร์รี่ เป็นเพื่อนสนิทที่เติบโตมาด้วยกัน เธอเคยขี้อายแต่ได้รับอิทธิพลจากความกล้าหาญของเจอร์รี่,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าแมงกะพรุนไว้,@Null@,,,
125,สปีดดี้,สปีดดี้เป็นคนใจร้อนที่มีพลังล้นหลาม ซึ่งเขาหยุดนิ่งไม่ได้แม้แต่ครู่เดียว,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าหอยทาก,@Null@,,,
126,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
127,หงส์ดำ โอเด็ตต์,ความจริงและความฝันแยกจากกัน กลางวันและกลางคืนมีการดำรงอยู่เฉพาะของตัวเอง และฉันก็เป็นแค่ตัวของตัวเอง,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ขนนกสีม่วงลอยอยู่รอบๆตัว,@Null@,,,
128,เจ้าชายกบ คลอดด์,อดทนอีกนิด คุณอาจทำตามสัญญา #r นักวิจัยที่อาศัยอยู่หนองบึง มองดูลูกบอลสีทองในฝ่ามือเพื่อให้กำลังใจตัวเอง,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า : ทิ้งรอยดอกบัวไว้,@Null@,,,
129,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
130,สโนว์ไวท์ โซเฟีย,นี่คือเพื่อนที่ดีที่สุดของฉันทั้ง 7#ร้านขายของเล่นของโซเฟียมีตุ๊กตาอยู่มากมาย,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าแอปเปิ้ลไว้,@Null@,,,
131,ฮันเซล,เด็กชายเขาและน้องสาวหลงทางอยู่ในป่าทึบนานกว่าหนึ่งเดือน แต่กลับมาพร้อมกันอย่างน่าอัศจรรย์,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าขนมปัง,@Null@,,,
132,เกรเทล,เกรเทลเชื่อใจพี่ชายของเธอมาก ชอบสะสมและทำอาหาร โดยเฉพาะการอบและทำขนม,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าดอกพีช,@Null@,,,
133,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
134,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
135,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
136,ฮารุ,ใครจะเข้าใจพลังแห่งอารมณ์ได้ดีกว่าฉัน? #r ในฐานะหัวหน้าของบริษัทแฮปปี้มูฟเวอร์ส ฮารุที่เป็นมิตรสามารถเคลื่อนย้ายอะไรก็ได้,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยอุ้งเท้า,@Null@,,,
137,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
138,สปริง,คุณสนุกกับการฟังเสียงฝน #r ในฐานะที่เป็นหนึ่งในผู้ให้กำเนิดฤดูกาล ฤดูใบไม้ผลิคือนักวิจัยด้านนิเวศวิทยาของดาวอัลฟ่า,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ผีเสื้อโบยบินรอบตัวคุณ,@Null@,,,
139,ซัมเมอร์,สภาพอากาศจะหยุดการแสดงบนถนนของฉันได้อย่างไร #r หลังจากที่เป็นผู้นำแห่งฤดูกาล น่าตื่นตาโดยไม่สนความร้อนใดใด,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยคลื่นน้ำไว้,@Null@,,,
140,ผลไม้ฤดูใบไม้ร่วง,"มาดื่มน้ำผลไม้กันเถอะ! ฉันไม่ได้เป็นคนควบคุมฤดูกาล แต่พลังธรรมชาติเลือกฉัน"" #r ฉันชอบพลังที่สงบเงียบของแผ่นดิน",@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ:,@Null@,,,
141,ลิตเติ้ลบลู,ลิตเติ้ลบลู คือ นางฟ้าเวทมนตร์ผู้พิทักษ์ของป้อมปราการนางฟ้าเวทมนตร์ ภ,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า : ทิ้งรอยเท้าดอกไม้สีเหลืองเล็กๆ,@Null@,,,
142,นางฟ้าซากุระ,สกินสลับเปลี่ยนของซากุระ,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ:,@Null@,,,
143,แม็กกี้,แม็กกี้เป็นพี่สาวของหลิง นางฟ้าตัวน้อยแห่งโลกมนุษย์ รักความเป็นธรรม มองโลกในแง่ดี,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าดอกไม้สีฟ้าเล็กๆ,@Null@,,,
144,สโนวี่,สโนวี่เป็นน้องสาวของหลิง นางฟ้าตัวน้อยแห่งโลกมนุษย์ ใจกว้างและเป็นผู้ใหญ่ เฉลียวฉลาดและสงบนิ่ง ทำสิ่งต่างๆ อย่างเป็นระเบียบ ชอบการเรียนและการอ่าน มีผลการเรียนดีและมีความสามารถในการวิเคราะห์ แม้ว่าเธอจะอายุน้อยกว่า แต่เธอก็เป็นคนดูแลแม็กกี้ที่เป็นพี่สาว,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าฟองน้ำไว้,@Null@,,,
145,เจ้าชายแห่งความสุข,เจ้าชายแห่งความสุขนางฟ้าเวทมนตร์ผมสีฟ้า เขาออกจากป้อมปราการเนื่องจากความเข้าใจผิดกับราชินีนางฟ้าเวทมนตร์,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ดวงดาวส่องแสงไปทั่วร่างกาย!,@Null@,,,
146,บุษบา,ดอกซากุระผลิบานตามทางเดิน#r ในฐานะผู้สืบทอดอาณาจักรการทำสวน บุษบา ได้ดูแลแปลงดอกไม้อย่างระมัดระวัง,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ:: ลอยด้วยกลีบดอกไม้ทั่วร่างกาย!,@Null@,,,
147,เจ้าสายฟ้า,สิ่งที่อยู่เหนือเมฆ #r เจ้าสายฟ้าสนุกกับการโบยบินไปบนท้องฟ้า มองดูผู้คนทั่วเมืองท่ามกลางสายฝนและหิมะ,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า : ทิ้งรอยหยดน้ำ,@Null@,,,
148,วินเทอร์,ไม่มีอะไรจะงามไปกว่าแสงเหนือ นอกจากคุณ #r นักเดินทางดวงดาวผู้โดดเดี่ยว,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าจักรวาลขนาดเล็กไว้,@Null@,,,
149,แรริตี้,เธอเป็นนักร้องแห่ง Ponyville สง่า มั่นใจ และมีเสน่ห์ เป็นนักออกแบบแฟชั่นอัจฉริยะที่มีร้านแฟชั่น,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: เพชรเม็ดเล็กเปล่งประกายบนร่างกาย!,@Null@,,,
150,แอปเปิ้ลแจ็ค,แอปเปิ้ลแจ็คนั้นมีนิสัยซื่อสัตย์และชอบช่วยเหลือผู้อื่น เธอมีหน้าที่รับผิดชอบเก็บเกี่ยวแอปเปิ้ล,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: แอปเปิ้ลน้อยลอยอยู่รอบตัว!,@Null@,,,
151,อะลาดิน,"""หนึ่งพันหนึ่งคืน"" ในซากปรักหักพังของ Lunar Sand เต็มไปด้วยกับดัก ออกเดินทางเพื่อค้นหาขุมทรัพย์ของ Lunar Sand”",@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: สัญลักษณ์ลึกลับลอยอยู่รอบตัว!,@Null@,,,
152,พิน็อกคิโอ,แม้จะทำจากไม้ เพื่อให้รู้สึกอบอุ่น เขาจะโอบรับเปลวไฟที่ลุกโชนด้วยความเต็มใจ,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าโบว์ไว้,@Null@,,,
153,ทาชา,ชีวิตคือนาฬิกาที่คดเคี้ยว ผู้คนเบื่อหน่ายกับการหมุนของมัน แต่กลัวว่ามันจะหยุดในเวลาที่ดีที่สุด,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ขนที่เปล่งประกายระยิบระยับไปทั่วร่างกาย!,@Null@,,,
154,เอมี่,เอมี่ เจสซี่ และอลิสสา เป็นเพื่อนซี้และร่วมกันต่อสู้กับ ปีศาจ เอมี่มีความไวต่อการรับรู้กลิ่นเป็นพิเศษ,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าของดวงดาว,@Null@,,,
155,เจสซี่,เอมี่ เจสซี่ และอลิสสา เป็นเพื่อนซี้และร่วมกันต่อสู้กับ ปีศาจ เจสซีมีเซ้นส์ในด้านสี และจินตนาการ,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: แสงสีชมพูส่องออกมาจากร่างกาย!,@Null@,,,
156,อลิสสา,อลิสสา เป็นเจ้าหญิงแห่งอาณาจักรเวทมนตร์ เธอมีผมสีบลอนด์สวย,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: พลังเวทย์มนตร์ลอยไปทั่วร่างกาย!,@Null@,,,
157,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
158,ลอตเต้,เสียงนกหวีดดัง นกฮูกขนนกหิมะบินขึ้นไปหยุดบนไหล่ของเด็กชาย,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ดวงดาววิเศษที่ลอยอยู่รอบตัวคุณ!,@Null@,,,
159,นางฟ้าจันทรา,@Null@,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ดอกไม้และลายกระต่ายขาวลอยอยู่รอบตัวคุณ!,@Null@,,,
160,หยก,เชฟตัวน้อยคนนี้จะปลดปล่อยความคิดสร้างสรรค์ที่ไร้ขีดจำกัด นำขนมสไตล์จีนไปสู่อีกระดับที่ดังไปทั่วโลก!,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ผีเสื้อตัวเล็กลอยอยู่รอบตัวคุณ!,@Null@,,,
161,นักเป่าแตร นิตา,นิตาเป็นตุ๊กตากระต่ายลายครามในสวนของบ้านโรเซล พยายามฝึกเวทมนตร์ในสวนทุกคืน,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: โน้ตดนตรีลอยอยู่รอบตัวคุณ!,#cda5b0aรับได้จากแพ็คสร้างฝันเท่านั้น#n,,,
162,มือกลอง นิค,เสียงเพลงดังขึ้น วงดนตรีกำลังเล่น ฉันเคยเป็นมือกลอง ฝูงชนแยกย้ายกันไป ดอกไม้ก็จางหาย ฉันจะเป็นพี่ชายตลอดไป,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: โน้ตดนตรีลอยอยู่รอบตัวคุณ!,#cda5b0aรับได้จากแพ็คสร้างฝันเท่านั้น#n,,,
163,ดราก้อนเบลล์,@Null@,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าซาลาเปาไว้ทุกที่ที่เดินผ่าน,@Null@,,,
164,ไนน์ทีน,เฮ้ เขาดูเหมือนเด็กแต่จริงๆ แล้วเขาเป็นปรมาจารย์,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: อนุภาคพลังงานลอยอยู่บนหัว!,@Null@,,,
165,แคนดี้แบร์,ความนุ่มนวลของลูกกวาดอ่อนและความแข็งของลูกกวาดแข็งล้วนแต่เป็นมรดก,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าลูกอมและหมีทุกที่ที่เดินผ่าน,#cda5b0aรับได้จากแพ็คสร้างฝันเท่านั้น#n,,,
166,ดรีมมี่,ทุกคนเรียกฉันว่าคนช่างฝัน   ใส่ผ้าปิดตาแล้วหลับทันทีทั้งกลางวันและกลางคืน มาฝันกับฉันสิ!,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ฟองอากาศง่วงนอนลอยอยู่รอบตัว!,#cda5b0aรับได้จากแพ็คสร้างฝันเท่านั้น#n,,,
167,พอลลี่,เธอเป็นราชินี ของปราสาทที่บัญชาการทีมและสาวไฮเทคผู้ซึ่งถูกคุมขังในบ้าน,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าฟองอากาศเรืองแสงทุกที่ที่เดินผ่าน,@Null@,,,
168,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
169,ไซเรน,ขณะที่นกร้องเพลงและเต้นรำ บอกเล่าบางสิ่งในหัวใจของผู้คน เมื่อเวลาผ่านไปและสายลมก็จางหาย,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ใบแปะก๊วยสีทองลอยอยู่รอบตัว!,#cda5b0a การโต้ตอบ: คุณสามารถทริกเกอร์การดำเนินการโต้ตอบกับสกาย มาร์ควิสได้! #n,,,
170,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
171,สกาย มาร์ควิส,จักรพรรดิที่ติดอยู่ในฝันร้ายกำลังดิ้นรนเพื่อค้นหาความรุ่งโรจน์ที่เอ้อระเหย จนได้ยินเสียงร้องของวิญญาณ...,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: อนุภาคพลังงานสีฟ้าลอยอยู่รอบตัว!,#cda5b0a การโต้ตอบ: คุณสามารถทริกเกอร์การโต้ตอบกับไซเรนได้! #n,,,
172,ยูเอะ,"กระโปรงเต้นรำ แฟนร้องเพลง ขนเสื้อผ้านีออน
ชอบแฟนและเสื้อผ้าของฉัน?
แค่หาผู้หญิงคนนี้!",@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ดอกไม้สีเขียวลอยอยู่รอบตัว!,,,,
173,ชิลี,มนุษย์ทุกคนเกิดมาพร้อมกับนิสัยที่ดี และเมื่อเราโตขึ้น เราก็เริ่มที่จะแตกต่าง,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ตัวอักษรจีนลอยอยู่รอบตัว!,,,,
174,แคสเปอร์,ถือตะเกียงมือโดยที่มีอีกาอยู่บนไหล่ ใครคือผู้พิทักษ์แห่งราตรี?ร่างกายมีความสามารถในการกระจายความมืด,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งเปลวไฟสีดำไว้ทุกที่ที่เดินผ่าน,@Null@,,,
175,โอลิเวีย,กลางคืนประดับประดาด้วยกระโปรงและเส้นด้าย ไม่มีใครแย่งชิงช่อดอกไม้,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้ิ้งดอกกุหลาบไว้ทุกที่ที่เดินผ่าน,@Null@,,,
176,ยูนา,คืนนี้แปลงร่างเป็นแมวดำน่ารัก แล้วไปหามนุษย์เพื่อใช้สิทธิของแม่มดตนนี้!,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ค้างคาวลึกลับล้อมรอบตัว!,@Null@,,,
177,แอนดรูว์,เมื่อค่ำคืนล่วงเลยไป ความมืดค่อยๆ ปกคลุมโลก ใยแมงมุม ค้างคาวเดินทาง ฉันคือวิญญาณฮาโลวีนที่ลึกลับและหล่อเหลา,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ค้างคาวลึกลับล้อมรอบตัว!,@Null@,,,
178,สายลับหมาป่าสีเงิน,"สายลับอสูรหมาป่าสีเงิน เกิดในตระกูลหมาป่าสีขาว มีความว่องไว ใจเย็น และแน่วแน่ เป็นสมาชิกขององค์กร ""สัตว์ร้ายโจมตี""",@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งไอคอนสายลับไว้ทุกที่ที่เดินผ่าน,@Null@,,,
179,เจ้าหญิงโซล,ชื่อจริงคือ ฮัวหลิง เป็นเทพีผู้พิทักษ์ชีวิต เธออาศัยอยู่ในวังดอกไม้ที่งดงาม เคารพชีวิตและจิตวิญญาณ,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: มีดอกไม้และผีเสื้อลอยอยู่รอบๆ ตัว!,@Null@,,,
180,ดราก้อนสกาย,สาวมังกรผู้สันโดษของแดนสวรรค์ มีจิตใจเต็มไปด้วยจินตนาการ ได้พบกับดราโกเนียน สกาลี่ และได้เป็นเพื่อนกัน,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้ากระดูกไว้ทุกที่ที่เดินผ่าน,#cda5b0aรับได้จากแพ็คสร้างฝันเท่านั้น#n,,,
181,ทอร์ค,ทอร์ค เป็นเชฟลึกลับของดาวคุ้กกิ้ง และเป็นเจ้าของร้านขายไก่งวงที่เปิดเฉพาะช่วงวันขอบคุณพระเจ้า,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าไก่ง่วงไว้ทุกที่ที่เดินผ่าน,#cda5b0aรับได้จากแพ็คสร้างฝันเท่านั้น#n,,,
182,แยมสตรอเบอร์รี่,เธอชอบสตรอว์เบอร์รีในทุกๆ ด้าน ตั้งแต่การปลูก การออกดอก จนถึงออกผลและผลิผล ตั้งแต่การเก็บในทุ่งไปจนถึงการเสิร์ฟ,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าสตรอเบอร์รี่ไว้ทุกที่ที่เดินผ่าน,#cda5b0aรับได้จากแพ็คสร้างฝันเท่านั้น#n,,,
183,พระคเณศ,เป็นผู้ทรงภูมิปัญญาศิลป์ เพิ่มความสุขและความสำเร็จ หลีกพ้นอุปสรรคทั้งปวง,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: กลีบบัวลอยอยู่รอบตัว!,@Null@,,,
184,EDM ควีน ซาช่า,ซาช่า เป็นนักร้องที่โด่งดังที่สุดในเทลสตาร์ สร้างสรรค์ดนตรีอิเล็กทรอนิกส์ ทำให้ซาช่าได้โด่งดังในอาชีพนักร้องอีกครั้ง...,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: โน้ตสีสันสดใสที่ลอยอยู่รอบตัว!,@Null@,,,
185,ผู้พิทักษ์สวรรค์ยูนี,"ในป่ามหัศจรรย์มีกลุ่มยูนิคอร์นสุดท้ายอาศัยอยู่แล้วเผชิญกับการสูญพันธุ์ ยูนีใช้พลัง ""ไข่มุกวิเศษ"" เพื่อแลกพลังเวทย์มนตร์...",@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าหูกระต่ายไว้ทุกที่ที่เดินผ่าน,@Null@,,,
186,หยุนซ่าง,เป็นนักออกแบบด้านแฟชั่นที่เชี่ยวชาญ เธอเดินทางระหว่างดาวเคราะห์ต่างๆ ดูดซับพลังของชุดแต่งกายหลากหลายสไตล์,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ดอกไม้สีชมพูลอยอยู่รอบตัว!,@Null@,,,
187,หยวนเซียง,หยวนเซียง พรีเซ็นเตอร์ฤดูหนาวของดาวคุ้กกิ้ง ตั้งแต่เข้าฤดูหนาวจนถึงวันปีใหม่ เธอจะงานยุ่งตลอด!,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าลูกแกะไว้ทุกที่ที่เดินผ่าน,@Null@,,,
188,ถิงฮ่วย,เป็นเด็กฉลาด ได้ช่วยลูกศิษย์ของดาวเซียนฟ่องโดยบังเอิญ สามารถเข้าสู่แดนสวรรค์และเริ่มการเดินทางในโลกแฟนตาซี,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ใบไผ่ลอยอยู่บนรอบตัว,@Null@,,,
189,ชุดเชิดสิงโต,@Null@,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าไฮเดรนเยียไว้ทุกที่ที่เดินผ่าน,@Null@,,,
190,ผึ้งน้อย,ไม่มีน้ำผึ้งที่ตกจากฟ้า! ความขยันของเธอสร้างความประทับใจให้ทุกคน ทุกวันจันทร์ 9 โมงเช้าจะมีโถน้ำผึ้งสดอยู่หน้าประตูบ้านทุกคนเสมอ นี่คือน้ำผึ้งที่ดีที่สุด,รับจากกาชาปอง,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าน้ำผึ้งไว้ทุกที่ที่เดินผ่าน,#cda5b0aรับได้จากแพ็คสร้างฝันเท่านั้น#n,,,
191,เทพนกกระเรียน,ปรมาจารย์ที่หล่อเหลาราวกับเป็นอมตะ เขาเก่งเรื่องภาพลวงตาและมักแปลงร่างเป็นนกกระเรียนเพื่อหนีโลก เขามีตัวตนลึกลับใกล้ชิดกับหลิวเซียน,รับจากกาชาปอง,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: มีออร่าสีน้ำเงินลอยอยู่รอบตัว!,@Null@,,,
192,หยุนหยาน,ลูกสาวคนสุดท้องตระกูลจิ้งจอก และเป็นเพื่อนสนิทกับจังหง เธอไม่ชอบเวทมนตร์ แต่ชอบเล่นกับอุปกรณ์จักรกลทุกชนิด เพราะเทคโนโลยีมันช่างน่าอัศจรรย์!,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: หัวใจสีชมพูลอยอยู่รอบตัว!,#cda5b0aรับได้จากแพ็คสร้างฝันเท่านั้น#n,,,
193,จังหง,"""ดาบอมตะ"" นอกจากชื่อจังหงที่อยู่ในสังเวียนแล้ว ไม่มีใครรู้อายุและต้นกำเนิดของเขา เมื่อเขาเหวี่ยงดาบจะส่องแสง สามารถตัดทุกสิ่งได้ เพราะดาบเล่มนี้มาจากดาวโกแมนดา...",@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ร่างกายเปล่งประกายด้วยแสงนางฟ้า!,#cda5b0aรับได้จากแพ็คสร้างฝันเท่านั้น#n,,,
194,แคทรีนา,การจะลืมคนที่รักต้องใช้เวลาเท่าใด? เธอใช้เวลา 500 ปีเป็นผู้พิทักษ์แห่งความมืดในขุมนรก คืนที่เหงาเธอจะกลายเป็นนักเต้นแห่งความตาย เพื่อจะได้เจอคนรักเป็นครั้งสุดท้าย,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,ลักษณะพิเศษ: ผีเสื้อลอยอยู่รอบตัว!,@Null@,,,
195,แมงมุมสาว,ฉันสนุกกับการเป็นเป้าเพื่อล่อเหล่านักล่าเข้ามาแล้วจับไว้ ไม่มีทางหนีไปได้ ทำไมถึงไม่ยอมแพ้และเพลิดเพลินไปกับความฝันอันแสนหวานในใยที่ฉันสร้างขึ้น,@Null@,อวตาร:ปลดล็อกรูปโปรไฟล์,รอยเท้า: ทิ้งรอยเท้าแมงมุมไว้ทุกที่ที่เดินผ่าน,@Null@,,,
