ID,名字,描述,获得方式
11114,,,
11200,ซีเมนต์,วัสดุสำหรับการทำดินทรายสีเทาและอิฐทรายเทา,ได้จากทำการคราฟต์ที่โต๊ะคราฟต์
11201,ผลึกพลังงานควบแน่น,ใช้เป็นเชื้อเพลิงได้,ได้จากขุดแร่พลังงานควบแน่น
11202,ถ่านดำ,ทิ้งไว้นานเกินไปและดูเหมือนจะไม่มีผล,
11203,ทองทังสเตน,วัสดุที่ใช้บนโต๊ะคราฟต์สำหรับคราฟต์เครื่องมือและอุปกรณ์ขั้นสูง,ได้จากการขุดแร่ทองทังสเตน
11204,อำพัน,วัสดุที่ใช้บนโต๊ะคราฟต์เพื่อคราฟต์เครื่องมือและอุปกรณ์#rวัสดุที่พ่อค้ามักต้องการ,ได้จากการขุดแร่แร่อำพัน
11205,ชิ้นส่วนพลังงานสถานีดาว,ชิ้นส่วนพลังงานสถานีดาวสามารถใช้ในการซ่อมแซมและคราฟต์เป็นแกนพลังงานสถานีดาวและเปิดใช้งานคอนโซลสถานีดาว #r สถานีดาวจำนวนมากถูกทำลายและฝังอยู่ใต้ดินเศษ แกนพลังงานที่แตกสลายกระจัดกระจายอยู่รอบ ๆ,มีโอกาสรับได้เมื่อเปิดหีบสมบัติคุกใต้ดิน
11206,ผงหินแสง,วัสดุในการคราฟต์@item_536#โดยใช้@item_800#,รับได้จากการตีแตก@item_536#บนดาวเปลวไฟ
11207,ลุกโชน,ใช้เป็นวัสดุสำหรับสร้างเครื่องมือและอุปกรณ์ที่โต๊ะช่างฝีมือ,สามารถรับจากการหลอม#c0aba1dแร่ลุกโชน#n
11208,เศษผงลุกโชน,วัตถุดิบทำอาหารขั้นสูงโดยใช้โต๊ะช่างฝีมือ,
11209,มิธริล,ใช้@item_800#เพื่อคราฟต์หนึ่งในวัสดุที่ใช้ในการสร้างเครื่องมือและอุปกรณ์มิธริล,สามารถรับจากการหลอม#c0aba1dแร่มิธริล#n
11210,ไมกา,หนึ่งในวัสดุที่ใช้บนโต๊ะคราฟต์สำหรับคราฟต์บล็อกไมกา,ขุดบล็อกไมกา#rบางครั้งพ่อค้าจะขายด้วย
11211,เชื้อไฟ,ทำสมุดไฟและผลึกชีวิตได้โดยใช้ค้อนสร้างสรรค์ เป็นวัสดุหนึ่งในการผลิตบอลอลวนมังกรดำ,ได้รับเมื่อเอาชนะนักธนูกำมะถัน
11213,อิฐซีเมนต์,หนึ่งในวัสดุที่ใช้บนโต๊ะคราฟต์สำหรับคราฟต์บล็อกอิฐซีเมนต์,สามารถรับจากการหลอม#c0aba1dซีเมนต์#n
11214,อิฐกำมะถัน,หนึ่งในวัสดุที่ใช้บนโต๊ะคราฟต์สำหรับคราฟต์บล็อกอิฐกำมะถัน,สามารถรับจากการหลอม#c0aba1dหินกำมะถัน#n
11215,แตรลาวา,ใช้กับ@item_765#จะปลดผนึกได้ และอัญเชิญมังกรลาวา,หลังชนะมังกรดำโบราณจะปลดล็อคและทำการคราฟต์ได้ที่@item_800#
11216,แตรอลวน,ใช้กับ@item_765#จะปลดผนึกได้ และอัญเชิญมังกรอลวน,หลังชนะมังกรลาวาจะปลดล็อคและทำการคราฟต์ได้ที่@item_800#
11217,ผลึกชีวิต,หนึ่งในวัสดุสำหรับการคราฟต์แตรลาวา#rหลังชนะมังกรดำโบราณจึงจะปลดล็อคและคราฟต์ได้ในโต๊ะคราฟต์,ปลดล็อกการผลิตที่ @ item_800 # หลังจากเอาชนะมังกรดำโบราณ。
11218,ผลึกหิน,หนึ่งในวัสดุสำหรับการคราฟต์แตรลาวา#rหลังชนะมังกรดำโบราณจึงจะปลดล็อคและคราฟต์ได้ในโต๊ะคราฟต์,ปลดล็อกการผลิตที่ @ item_800 # หลังจากเอาชนะมังกรดำโบราณ。
11219,ผลึกอลวน,หนึ่งในวัสดุสำหรับการคราฟต์แตรอลวน#rหลังชนะมังกรลาวาจึงจะปลดล็อคและคราฟต์ได้ในโต๊ะคราฟต์,ปลดล็อกการผลิตที่ @ it_800 # หลังจากเอาชนะ Lava Black Dragon 。
11220,ผลึกอัญมณี,หนึ่งในวัสดุสำหรับการคราฟต์แตรอลวน#rหลังชนะมังกรลาวาจึงจะปลดล็อคและคราฟต์ได้ในโต๊ะคราฟต์,ปลดล็อกการผลิตที่ @ it_800 # หลังจากเอาชนะ Lava Black Dragon 。
11221,กระดูกมังกร,หนึ่งในวัสดุสำหรับการคราฟต์ธนูกระดูกมังกรในโต๊ะคราฟต์,หลังเอาชนะมังกรลาวา รับได้โดยการทำลายโถในรังมังกร
11222,อัญมณีหัวใจลาวา,ทำวัสดุหนึ่งในการผลิตเสื้อโค้ทลาวาโดยใช้ค้อนสร้างสรรค์,หลังเอาชนะมังกรลาวา รับได้โดยการทำลายโถในรังมังกร
11223,ข้าวโพด 1 ฟ่อน,"หนึ่งในวัสดุสำหรับการผลิตผลึกชีวิตในโต๊ะคราฟต์
#rหลังชนะมังกรดำโบราณจึงจะปลดล็อคและคราฟต์ได้ในโต๊ะคราฟต์",
11224,หนัง1กอง,"วัสดุที่ใช้บนโต๊ะคราฟต์สำหรับคราฟต์ผลึกอลวน
#rปลดล็อคและคราฟต์ได้หลังจากชนะมังกรลาวา",@Null@
11225,ประตูวาร์ปดาวเปลวไฟ-ชิ้นส่วน,ผลกระทบจากการบุกรุกของปีศาจแห่งความว่างเปล่า ไอเทมนี้ได้หายไปจากประวัติศาสตร์ของ Miras......,@Null@
11226,เส้นใยพืช,เส้นใยพืชขั้นพื้นฐานที่สุดแต่มีความเหนียวมาก ใช้คราฟต์เป็น@item_11227#และ@item_298#ได้ #rถือในมือและคลิกที่@item_101# สามารถเปลี่ยนป็น@item_100#,
11227,เชือก,หนึ่งในวัตถุดิบในการทำ #c0aba1dรั้ว#n หรืออาวุธบางชนิด,@Null@
11228,มงกุฎดอกไม้,#c0aba1dเพิ่มป้องกันกายภาพ+1#n การสวมบนศีรษะจะมีกลิ่นหอมของดอกไม้ ง่ายต่อการดึงดูดแมลง แต่เนื่องด้วยทำมาจากดอกเปราะบาง จึงไม่สามารถใช้เป็นเกราะทั่วไปได้,@Null@
11229,เห็ดเสียบไม้ทอด,กลิ่นหอมเย้ายวน ชวนน้ำลายสอ,ต้องใช้@item_794#ในการปรุง
11230,ค้อนกระแทกปังปัง,"#c0aba1dโจมตีระยะประชิด+10#ไม่
มีกระบองเพชรติดอยู่ที่ไม้และจะมีเลือดออกจนถูกตอก ใช้ด้วยความระมัดระวัง!",@Null@
11231,ถุงมือเก็บของ,ใส่ไว้ในมือก็สามารถกลิ้งก้อนหิมะได้แล้ว#rสถานะไม่มีก้อนหิมะ กด#c0aba1dปุ่มขวา#n@item_115#สามารถสร้างก้อนหิมะได้ เพียงสัมผัสก้อนหิมะก็สามารถกลิ้งได้#rสถานะมีก้อนหิมะ กด#c0aba1dปุ่มซ้าย#nค้างไว้เพื่อรวมพลังแล้ะกลิ้งก้อนหิมะออกไป เมื่อก้อนหิมะสองลูกปะทะกันก็จะกลายเป็นตุ๊กตาหิมะ!,
11232,หน้ากากมารพินาศ,พลังยักษ์มารน้ำแข็งที่ยังหลงเหลืออยู่เริ่มเคลื่อนไหวในหน้ากากแล้ว......#rเมื่อสวมเข้าไปจะสามารถลดอุณหภูมิโดยรอบได้ ทำให้บล็อกของเหลวที่อยู่รอบๆ แข็งตัวได้อย่างรวดเร็ว แม้กระทั่งหิมะที่กำลังตกลงมาก็ด้วย!,ได้จากการเอาชนะยักษ์มารน้ำแข็ง
11233,แตรโบราณ,ใช้กับ@item_765#จะปลดผนึกได้ และอัญเชิญมังกรดำโบราณ,หลังเอาชนะมังกรดำโบราณจะปลดล็อคและทำการคราฟต์ได้ที่@item_800#
11302,กระดูกอสูร,วัสดุสำหรับปิกเทพเจ้างู,ได้รับหลังจากกินข้อศอก #rการเอาชนะคนป่ามีโอกาสได้รับ
11303,ขนนก,วัสดุที่ใช้สร้างลูกศรหินโดยใช้โต๊ะคราฟต์,มีโอกาสได้รับเมื่อเอาชนะไก่
11304,หินเหล็กไฟ,ดูเหมือนจะไม่มีประโยชน์อะไร,บางครั้งพ่อค้าจะมีขาย
11305,ทรายควอทซ์,สามารถหลอม@item_632#ได้ในเตาหลอม,
11306,สารประกอบที่ไม่เสถียร,#c0aba1dน้ำแข็งติดไฟ#nไม่เสถียรมากเมื่อผสมกับ #c0aba1dทรายแดง#n ซึ่งเป็นวัตถุดิบหลักสำหรับการทำ.,ได้จากทำการคราฟต์ที่โต๊ะคราฟต์
11307,หนังอ่อน,วัสดุที่ใช้สร้างสมุดและเครื่องหนังโดยใช้@item_800#,มีโอกาสดรอปเมื่อกำจัดสัตว์ต่างๆ เช่น วัวและหมาป่า
11308,แสงดาวเปลวไฟ,ใช้สร้างบีคอน,
11309,ผ้าหนังอ่อน,วัสดุที่ใช้สร้างเสื้อหนังโดยใช้โต๊ะคราฟต์,@Null@
11310,น้ำมันดิบ,วัสดุที่ใช้สร้างบล็อกสไลด์และแขนหุ่นยนต์(ผลัก-ดึง)โดยใช้โต๊ะคราฟต์,มีโอกาสรับได้เมื่อเปิดหีบสมบัติคุกใต้ดินและเอาชนะกับยักษ์ลาวา
11311,ปุ๋ยสัตว์,ใช้ในการ#c0aba1dปลูกพืช#nเพื่อส่งเสริมการเติบโต,หลังใช้@item_236#ป้อนหมูแล้ว จะมีโอกาสได้รับ
11312,เสาไม้ไผ่กลวง,วัสดุที่ใช้สร้างลูกศรไม้ไผ่โดยใช้โต๊ะคราฟต์,มีโอกาสได้รับหลังการให้อาหารไผ่แก่แพนด้า
11313,หนามผึ้ง,วัสดุที่ใช้สร้างปาเป้าหนามผึ้งโดยใช้โต๊ะคราฟต์,ได้รับเมื่อเอาชนะผึ้ง
11314,ชามไม้,วัสดุที่ใช้ทำอาหารบางอย่างโดยใช้โต๊ะคราฟต์,@Null@
11315,ดวงตาดาวเปลวไฟ,"ช่วยชี้ตำแหน่งคุกใต้ดินที่อยู่ใกล้ๆ ลองใช้กับท้องฟ้าดูสิ!
ว่ากันว่าในคุกมีเบาะแสไปยังโลกใต้ดินด้วยนะ
#rทุกครั้งที่ใช้ มีโอกาสแตก ถ้าแถวๆ นั้นไม่มีคุกจะไม่มีผล
ใช้กับท้องฟ้าเพื่อระบุตำแหน่งคุกใต้ดินที่อยู่ใกล้เคียง #rมีโอกาสที่แตก ไม่มีผลหากที่อยู่ใกล้เคียงไม่มีคุกใต้ดิน",มีโอกาสได้รับเมื่อเอาชนะมนุษย์ดาวเปลวไฟ
11316,ตากลายพันธุ์,ใช้ทำยา,
11317,ไส้เดือน,@Null@,
11318,ก้อนผลึกแสงเรือง,วัสดุที่ใช้สร้างคริสตัลเรืองแสงและโคมไฟโดยใช้โต๊ะคราฟต์,มีโอกาสได้รับเมื่อเอาชนะปลาตะเกียงภายใต้น้ำ
11319,เหงือกปลา,หนึ่งในวัตถุดิบสำหรับการทำยาหายใจใต้ท้องทะเลลึกในหม้อ,เอาชนะปลากระเบนในน้ำจะมีโอกาสได้รับ
11320,ขวดแก้ว(เล็ก),ใช้มาใส่น้ำหรือน้ำผึ้ง #rใช้มา#c0aba1dจับหิ่งห้อย#nได้ #rใช้กับ#c0aba1dแกะ#n ในสถานะการผลิตนมเพื่อรับ@item_12509# #rหนึ่งในวัสดุที่ใช้คราฟต์ยาต่างๆ และขวดสี #rสามารถใส่@item_11806#ลงไปเพื่อกลายเป็น@item_12720#,
11321,น้ำผลไม้เกล็ดยักษ์,หากได้#c0aba1dรับประทาน#nแล้ว#r#c0aba1dดาเมจที่ได้รับจากไฟไหม้จะลดลง25%#n เป็นเวลา180วินาที,
11322,กระดาษ,ทำวัสดุหนึ่งในการผลิตสมุดหรือเครื่องมือต่างๆ โดยใช้ค้อนสร้างสรรค์,
11323,วัตถุดิบไม้,วัตถุดิบไม้ที่ได้จากการตัดไม้เป็นวัสดุที่ดีในการทำเครื่องมือ,
11324,เครื่องสืบหา,@Null@,@Null@
11326,น้ำเชื่อมฟรุกโตสบรรจุขวด,"#c0aba1dฟื้นฟู 10 HP หลังจากกิน #n, และฟื้นฟูพลังชีวิตต่อในระยะเวลาสั้นๆ#r หลังจากสกัดน้ำเชื่อมฟรุกโตสเข้มข้นแล้ว ก็ปิดผนึกอย่างดีในขวดแก้ว ซึ่งเป็นแหล่งน้ำตาลที่พบบ่อยที่สุดในดาว Miras",@Null@
11327,ลูกบอลเฮง,"ใช้กับ#c0aba1dอสูรปี#nในสถานะที่หลบหนี และมีโอกาสที่#c0aba1dทำให้มันเชื่อง#n 
#rทำวัสดุหนึ่งในการผลิตไข่อสูรปีโดยใช้ค้อนสร้างสรรค์",มีโอกาสที่ได้รับเมื่อเอาชนะมอนสเตอร์ลูกบอลเฮงในช่วงวันตรุษจีน
11328,@Null@,@Null@,
11329,ทองแดง,ใช้ทำเครื่องมือและอุปกรณ์ทองแดง,ขุด@item_451#เพื่อรับ
11330,ไทเทเนียม,ใช้เพื่อสร้างเครื่องมือและอุปกรณ์ไทเทเนียม,
11331,แกนพลังงานสถานีดาว,บล็อกพลังงานผสมผสานกับพลังแห่งการสร้าง; #r ถือแกนพลังงานในมือแล้วแตะที่บล็อกคอนโซลเพื่อเปิดใช้งานระบบ Star Station,@Null@
11332,ก้านทองแดง,ใช้ #c0aba1dโต๊ะคราฟต์#n เพื่อสร้างเครื่องมือต่างๆ,
11333,ชิ้นส่วนประตูมิติสามเหลี่ยม,เศษชิ้นส่วนจากประตูมิติสามเหลี่ยม คลิกขวาที่เพื่อใช้เทเลพอร์ตไปยังดาวปัจจุบันที่มีสถานีอวกาศที่เปิดใช้งาน #r ประตูมิติสามเหลี่ยมใช้พลังงานที่ไม่รู้จักจากพลังแห่งความว่างเปล่า และลูกน้องปีศาจแห่งความว่างเปล่าใช้ประตูมิติสามเหลี่ยม เพื่อบุกรุกเส้นทางดวงดาวของจักรวาลมินิ และปล้นสะดมไปทั่ว,@Null@
11334,ชิปอัจฉริยะ,ชิ้นส่วนหลักของเครื่องเทเลพอร์ตระดับสูง สามารถใช้ประกอบชิ้นส่วนอัพเกรดเครื่องเทเลพอร์ต #rเดินทางไปยังดวงดาวด้วยเครื่องเทเลพอร์ตระดับสูง,
11335,ชิ้นส่วนอัพเกรดประเภท A,ถือส่วนอัปเกรดไว้ในมือ คลิกขวาที่เครื่องเทเลพอร์ตเลเวล 1 เพื่ออัปเกรดเป็นเครื่องเทเลพอร์ตเลเวล 2#r ใช้เครื่องเทเลพอร์ตเลเวล 2 เพื่อมุ่งหน้าไปยังดาวมิราที่อยู่ใกล้เคียง,@Null@
11336,@Null@,@Null@,@Null@
11337,@Null@,@Null@,@Null@
11400,เมล็ดข้าวโพด,#c0aba1dปลูก#nบนพื้นจะเติบโต,สามารถทำจากข้าวโพด
11401,เมล็ดผลไม้บลูยักษ์,#c0aba1dการปลูก#nบนพื้นจะเติบโตเป็น #c0aba1ผลไม้บลูยักษ์#nและสามารถใช้ #c0aba1dปุ๋ยสัตว์#nเพื่อให้เติบโตเร็วขึ้น,
11402,เมล็ดผลไม้เกล็ดยักษ์,#c0aba1dการปลูก#nบนพื้นจะเติบโตเป็น #c0aba1ผลไม้มิโซเดนดรัม#nและสามารถใช้ #c0aba1dปุ๋ยสัตว์#nเพื่อให้เติบโตเร็วขึ้น,
11403,ผลไม้เรดวู้ด,หลังทาน#c0aba1dฟื้นฟูHP+15#n #r สามารถปลูกบนต้นเรดวู้ดได้ #r#c0aba1dให้อาหาร #nเพนกวินสามารถทำให้เข้าสู่สถานะ#c0aba1dการขยายพันธุ์#n,มีโอกาสรับได้เมื่อเปิดหีบสมบัติคุกใต้ดินและแตกหม้อดิน
11404,เมล็ดพันธุ์ข้าว,#c0aba1dปลูก#n บนทรายหรือดินด้านล่าง ข้าวจะเติบโต,ได้รับเมื่อเก็บเกี่ยวข้าว
11405,เมล็ดต้นเชอร์รี่,สามารถปลูกในหลุมดินและจะเติบโตเป็นต้นเชอร์รี่,
11406,เมล็ดพันธุ์ต้นสน,สามารถปลูกในบ่อดินและเติบโตเป็นต้นสนได้,@Null@
11407,เมล็ดพันธุ์อาร์เบอร์,สามารถปลูกในบ่อดินและเติบโตเป็นต้นไม้ป่าดงดิบอาร์เบอร์ได้,@Null@
11408,เมล็ดพันธุ์ไม้หายาก,สามารถปลูกในบ่อดินและเติบโตเป็นต้นไม้หายากได้,@Null@
11409,เมล็ดพันธุ์พีช,สามารถปลูกในบ่อดินและเติบโตเป็นต้นพีชได้,@Null@
11410,เมล็ดพันธุ์ป็อปลาร์,สามารถปลูกในบ่อดินและเติบโตเป็นต้นป็อปลาร์ได้,@Null@
11411,เมล็ดวอลนัท,สามารถปลูกในบ่อดินและเติบโตเป็นต้นวอลนัทได้,
11412,เมล็ดพันธุ์ซีดาร์,สามารถปลูกในบ่อดินและเติบโตเป็นต้นซีดาร์ได้,@Null@
11413,เมล็ดพันธุ์ฟีบี้,สามารถปลูกในบ่อดินและเติบโตเป็นต้นฟีบี้ได้,@Null@
11418,@Null@,@Null@,@Null@
11419,เมล็ดต้นฝ้าย,"หลังจากถูกปลูกบน @item_102#, มันจะเจริญเป็นต้นปาล์ม",
11420,เมล็ดต้นกระบองเพชร,เมล็ดที่เต็มไปด้วยความหวัง สามารถเติบโตเป็นกระบองเพชรหลังจากปลูก,
11421,เมล็ดต้นหูหยาง,หลังจากปลูกในบ่อดิน เมล็ดที่เต็มไปด้วยความหวังจะกลายเป็น#c0aba1dต้นหูหยาง,
11422,ใบมะพร้าวใหญ่,ใบใหญ่นี้สามารถใช้เป็น #c0aba1dเครื่องติดไฟ#n,
11423,ใบมะพร้าวความแปลกแยก,ได้รับผลกระทบจากดินสีแดง สีของใบไม้ทั้งใบเปลี่ยนไปอย่างมาก และมีสารที่ไม่เสถียรจำนวนมากสะสมอยู่ภายใน สามารถใช้เป็น #c0aba1dเครื่องติดไฟ#n,
11424,เปลือกมะพร้าว,โจรสลัดเอาสารประกอบที่ไม่เสถียรลงในมะพร้าวเพื่อทำลูกกระสุนปืนใหญ่,ได้รับจากการประดิษฐ์ด้วยโต๊ะคราฟต์
11500,ขวดเม็ดสีขาวงาช้าง,เป็นสีพื้นฐานส่วนหนึ่ง ราคาค่อนข้างสูง แต่อยากได้ผสมผงสีโทนอ่อนออกมา สีขาวก็เป็นสิ่งจำเป็นและสามารถใช้ย้อมได้,ได้รับจากการประดิษฐ์ด้วยโต๊ะคราฟต์
11501,ขวดสีส้มเข้ม,ทำโดยการผสมสีแดงและสีเหลืองใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11502,ขวดเม็ดสีแดงเลือดนก,ทำโดยการผสมสีแดงและสีม่วงใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11503,ขวดเม็ดสีฟ้าอ่อน,ทำโดยการผสมสีขาวและสีฟ้าใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11504,ขวดเม็ดสีเหลืองอ่อน,เป็นสีพื้นฐานส่วนหนึ่ง สามารถทำให้สีที่ผสมเปลี่ยนเป็นสีเหลืองสามารถใช้ย้อมสีได้,ได้รับจากการประดิษฐ์ด้วยโต๊ะคราฟต์
11505,ขวดเม็ดสีเขียวอ่อน,ทำโดยการผสมสีขาวและสีเขียวใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11506,ขวดเม็ดบีโกเนียสีแดง,ทำโดยการผสมสีขาวและสีแดงใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11507,ขวดเม็ดสีปูนขาว,ทำโดยการผสมสีขาวและสีดำใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11508,ขวดเม็ดสีเทาอ่อน,ทำโดยการผสมสีขาวและสีเทาใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11509,ขวดเม็ดสีเขียวฟ้า,ทำโดยการผสมสีฟ้าและสีเขียวใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11510,ขวดเม็ดสีม่วง,ทำโดยการผสมสีแดงและสีฟ้าใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11511,ซาร์โดนิกซ์,วัสดุในการผลิตอุปกรณ์ขั้นสูงมากมาย,ได้มาจากการขุดซาร์โดนิกซ์
11512,ขวดเม็ดสีน้ำตาลแดงเข้ม,ทำโดยการผสมสีแดงและสีดำใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11513,ขวดเม็ดสีเขียวหยก,ทำโดยการผสมสีเหลืองและสีฟ้าใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11514,ขวดเม็ดสีแดงเลือดหมู,เป็นสีพื้นฐานส่วนหนึ่ง สามารถทำให้สีที่ผสมเปลี่ยนเป็นสีแดง สามารถใช้ย้อมสีได้,ได้รับจากการประดิษฐ์ด้วยโต๊ะคราฟต์
11515,ขวดรงควัตถุสีดำถ่านหิน,นำรงควัตถุสีแดง รงควัตถุสีเหลืองและรงควัตถุสีฟ้ารวมกันใน@item_498# สามารถใช้ย้อมสีได้,มีโอกาสดรอปเมื่อทำลายหม้อดินเผา
11516,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11517,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11518,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11519,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11520,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11521,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11522,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11523,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11524,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11525,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11526,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11527,เวอร์ชั่นของเกมต่ำเกินไป,เป้นวัสดุส่วนหนึ่งที่ใช้ใช้ไทเทเนียมการสร้างเพื่อทำเสื้อคลุมซาร์โดนิกซ์,
11528,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11529,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11530,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11531,เวอร์ชั่นของเกมต่ำเกินไป,รีบไปดาวน์โหลดเกมเวอร์ชั่นล่าสุด,
11532,ขวดเม็ดสีฟ้าไพลิน,เป็นสีพื้นฐานส่วนหนึ่ง สามารถทำให้สีที่ผสมเปลี่ยนเป็นสีฟ้า สามารถใช้ย้อมสีได้,ได้รับจากการประดิษฐ์ด้วยโต๊ะคราฟต์
11533,ผงไทเทเนียม,วัสดุที่ใช้ทำขวดสีขาว ต้องทำจากไทเทเนียม,ได้รับจากการประดิษฐ์ด้วยโต๊ะคราฟต์
11534,ธัญพืช,ต้องวางบนรางป้อนอาหาร สัตว์กินพืชหรือสัตว์ที่กินทั้งพืชและสัตว์กินแล้วจะ#c0aba1dเติบโต สืบพันธุ์ หรือฟื้นฟูชีวิต#nได้  สามารถดึงดูดสัตว์กินพืชหรือสัตว์ที่กินทั้งพืชและสัตว์ได้,
11535,อาหารสัตว์,ต้องวางบนรางป้อนอาหาร สัตว์กินเนื้อหรือสัตว์ที่กินทั้งพืชและสัตว์กินแล้วจะ#c0aba1dเติบโต สืบพันธุ์ หรือฟื้นฟูชีวิต#nได้  สามารถดึงดูดสัตว์กินเนื้อหรือสัตว์ที่กินทั้งพืชและสัตว์ได้,
11536,ขวดเม็ดสีส้มพระอาทิตย์ตก,ทำโดยการผสมสีแดงและสีส้มใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11537,ขวดเม็ดสีส้มใบไม้ร่วง,ทำโดยการผสมสีเหลืองและสีส้มใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11538,ขวดเม็ดสีม่วงลาเวนเดอร์,ทำโดยการผสมสีม่วงและสีเขียวใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11539,ขวดเม็ดสีต้นหลิว,ทำโดยการผสมสีเหลืองและสีเขียวใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11540,ขวดเม็ดสีเหลืองมะนาว,ทำโดยการผสมสีเหลืองและสีขาวใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11541,ขวดเม็ดสีส้มลำไย,ทำโดยการผสมสีส้มและสีขาวใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11542,ขวดเม็ดม่วงไลลัก,ทำโดยการผสมสีม่วงและสีขาวใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11543,ขวดเม็ดสีเหลืองอำพัน,ทำโดยการผสมสีเหลืองและสีดำใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11544,ขวดเม็ดสีกรมท่า,ทำโดยการผสมสีฟ้าและสีดำใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
11545,ขวดเม็ดสีส้มน้ำตาล,ทำโดยการผสมสีส้มและสีดำใน #c0aba1dจานสี#n ซึ่งสามารถใช้ในการย้อมสีได้,ได้มาจากการใช้ขวดแก้วเล็กใช้สีจากจานสี
