ID,任务名,任务描述,任务追踪
2002013,Персиковое дерево II,В@item_103 # посажен@item_11409 #@1 #r (обычно выращивается в экологии бассейна Пичтри),Добрый@item_11409 #@1
2002014,Персиковое дерево III,В@item_103 # посажен@item_11409 #@1 #r (обычно выращивается в экологии бассейна Пичтри),Добрый@item_11409 #@1
2002015,Тополь I,"В@item_103 # посадка@item_11410 #@1 #r (обычно растет на пастбищах, лесная экология)",Добрый@item_11410 #@1
2002016,Тополь II,"В@item_103 # посадка@item_11410 #@1 #r (обычно растет на пастбищах, лесная экология)",Добрый@item_11410 #@1
2002017,Тополь III,"В@item_103 # посадка@item_11410 #@1 #r (обычно растет на пастбищах, лесная экология)",Добрый@item_11410 #@1
2002018,Орех я,Посажено в@item_103@item_11411 #@1 #r (обычно выращивается на пустых островах),Добрый@item_11411 #@1
2002019,Орех II,Посажено в@item_103@item_11411 #@1 #r (обычно выращивается на пустых островах),Добрый@item_11411 #@1
2002020,Орех III,Посажено в@item_103@item_11411 #@1 #r (обычно выращивается на пустых островах),Добрый@item_11411 #@1
2002021,Редвуд I,В@item_103 # посажен@item_11412 #@1 #r (обычно выращивается в мангровой экологии),Добрый@item_11412 #@1
2002022,Редвуд II,В@item_103 # посажен@item_11412 #@1 #r (обычно выращивается в мангровой экологии),Добрый@item_11412 #@1
2002023,Редвуд III,В@item_103 # посажен@item_11412 #@1 #r (обычно выращивается в мангровой экологии),Добрый@item_11412 #@1
2002024,Populus euphratica I,In@item_103 # grow@item_11421 #@1 #r (обычно выращивается в экологии пустыни),Добрый@item_11421 #@1
2002025,Populus euphratica II,In@item_103 # grow@item_11421 #@1 #r (обычно выращивается в экологии пустыни),Добрый@item_11421 #@1
2002026,Эвфратическая популяция III,In@item_103 # grow@item_11421 #@1 #r (обычно выращивается в экологии пустыни),Добрый@item_11421 #@1
2002027,Женму я,В@item_137 # растут@item_11408 #@1 #r (обычно растет на очаровательных звездах),Добрый@item_11408 #@1
2002028,Женму II,В@item_137 # растут@item_11408 #@1 #r (обычно растет на очаровательных звездах),Добрый@item_11408 #@1
2002029,Женму III,В@item_137 # растут@item_11408 #@1 #r (обычно растет на очаровательных звездах),Добрый@item_11408 #@1
2002030,Банановое дерево I,In@item_103 # grow@item_383 #@1 #r (обычно растет в экологии тропических лесов),Добрый@item_383 #@1
2002031,Банановое дерево II,In@item_103 # grow@item_383 #@1 #r (обычно растет в экологии тропических лесов),Добрый@item_383 #@1
2002032,Банановое дерево III,In@item_103 # grow@item_383 #@1 #r (обычно растет в экологии тропических лесов),Добрый@item_383 #@1
2002033,Кокос я,In@item_103 # grow@item_295 #@1 #r (обычно растет в экологии пляжа),Добрый@item_295 #@1
2002034,Кокос II,In@item_103 # grow@item_295 #@1 #r (обычно растет в экологии пляжа),Добрый@item_295 #@1
2002035,Кокос III,In@item_103 # grow@item_295 #@1 #r (обычно растет в экологии пляжа),Добрый@item_295 #@1
2002036,Кактус I,In@item_103 # grow@item_11420 #@1 #r (обычно выращивается в экологии пустыни),Добрый@item_11420 #@1
2002037,Кактус II,In@item_103 # grow@item_11420 #@1 #r (обычно выращивается в экологии пустыни),Добрый@item_11420 #@1
2002038,Кактус III,In@item_103 # grow@item_11420 #@1 #r (обычно выращивается в экологии пустыни),Добрый@item_11420 #@1
2003001,Bellflower I,"В@item_103 # посадка@item_431 #@1 #r (@ item_300 # обычно растет на лугах, в бассейне персикового дерева и в другой экологии)",Добрый@item_431 #@1
2003002,Беллфлауэр II,"В@item_103 # посадка@item_431 #@1 #r (@ item_300 # обычно растет на лугах, в бассейне персикового дерева и в другой экологии)",Добрый@item_431 #@1
2003003,Беллфлауэр III,"В@item_103 # посадка@item_431 #@1 #r (@ item_300 # обычно растет на лугах, в бассейне персикового дерева и в другой экологии)",Добрый@item_431 #@1
2003004,Руолан я,"В@item_103 # посадка@item_432 #@1 #r (@ item_301 # обычно растет в лесах, хвойных лесах и т. д.)",Добрый@item_432 #@1
2003005,Руолан II,"В@item_103 # посадка@item_432 #@1 #r (@ item_301 # обычно растет в лесах, хвойных лесах и т. д.)",Добрый@item_432 #@1
2003006,Руолан III,"В@item_103 # посадка@item_432 #@1 #r (@ item_301 # обычно растет в лесах, хвойных лесах и т. д.)",Добрый@item_432 #@1
2003007,Звездный цветок I,"В@item_103 # посадка@item_433 #@1 #r (@ item_302 # обычно растет на пустых островах, скалах и т. д.)",Добрый@item_433 #@1
2003008,Звездный цветок II,"В@item_103 # посадка@item_433 #@1 #r (@ item_302 # обычно растет на пустых островах, скалах и т. д.)",Добрый@item_433 #@1
2003009,Звездный цветок III,"В@item_103 # посадка@item_433 #@1 #r (@ item_302 # обычно растет на пустых островах, скалах и т. д.)",Добрый@item_433 #@1
2003010,Цветок крови дракона I,"В@item_103 # посадка@item_434 #@1 #r (@ item_303 # обычно растет в бассейне бамбукового леса, бассейне персикового дерева и другой экологии)",Добрый@item_434 #@1
2003011,Кровавый цветок дракона 2,"В@item_103 # посадка@item_434 #@1 #r (@ item_303 # обычно растет в бассейне бамбукового леса, бассейне персикового дерева и другой экологии)",Добрый@item_434 #@1
2003012,Кровавый цветок дракона III,"В@item_103 # посадка@item_434 #@1 #r (@ item_303 # обычно растет в бассейне бамбукового леса, бассейне персикового дерева и другой экологии)",Добрый@item_434 #@1
2003013,Гиацинт I,"В@item_103 # посадка@item_435 #@1 #r (@ item_304 # обычно растет в джунглях, лесу и другой экологии)",Добрый@item_435 #@1
2003014,Гиацинт II,"В@item_103 # посадка@item_435 #@1 #r (@ item_304 # обычно растет в джунглях, лесу и другой экологии)",Добрый@item_435 #@1
2003015,Гиацинт III,"В@item_103 # посадка@item_435 #@1 #r (@ item_304 # обычно растет в джунглях, лесу и другой экологии)",Добрый@item_435 #@1
2003016,Коготь дракона I,В@item_103 # grow@item_436 #@1 #r (@ item_305 # обычно растет в экологии скал),Добрый@item_436 #@1
2003017,Коготь дракона II,В@item_103 # grow@item_436 #@1 #r (@ item_305 # обычно растет в экологии скал),Добрый@item_436 #@1
2003018,Коготь дракона III,В@item_103 # grow@item_436 #@1 #r (@ item_305 # обычно растет в экологии скал),Добрый@item_436 #@1
2003019,Желтый колокольчик I,"В@item_103 # посадка@item_443 #@1 #r (@ item_312 # обычно растет на лугах, в джунглях и в другой экологии)",Добрый@item_443 #@1
2003020,Желтый колокольчик II,"В@item_103 # посадка@item_443 #@1 #r (@ item_312 # обычно растет на лугах, в джунглях и в другой экологии)",Добрый@item_443 #@1
2003021,желтый колокольчик III,"В@item_103 # посадка@item_443 #@1 #r (@ item_312 # обычно растет на лугах, в джунглях и в другой экологии)",Добрый@item_443 #@1
2003022,Драцена I,"В@item_103 # посадка@item_437 #@1 #r (@ item_306 # обычно растет в болотах, тропических лесах и т. д.)",Добрый@item_437 #@1
2003023,Драцена II,"В@item_103 # посадка@item_437 #@1 #r (@ item_306 # обычно растет в болотах, тропических лесах и т. д.)",Добрый@item_437 #@1
2003024,Драцена III,"В@item_103 # посадка@item_437 #@1 #r (@ item_306 # обычно растет в болотах, тропических лесах и т. д.)",Добрый@item_437 #@1
2003025,Красная текила I,"В@item_103 # посадка@item_438 #@1 #r (@ item_307 # обычно растет на пустых островах, латеритных островах и другой экологии)",Добрый@item_438 #@1
2003026,Красная текила II,"В@item_103 # посадка@item_438 #@1 #r (@ item_307 # обычно растет на пустых островах, латеритных островах и другой экологии)",Добрый@item_438 #@1
2003027,Красная текила III,"В@item_103 # посадка@item_438 #@1 #r (@ item_307 # обычно растет на пустых островах, латеритных островах и другой экологии)",Добрый@item_438 #@1
2003028,Апельсиновая текила I,"В@item_103 # посадка@item_439 #@1 #r (@ item_308 # обычно растет в бамбуковом лесном бассейне, латеритовом острове и другой экологии)",Добрый@item_439 #@1
2003029,Оранжевая текила II,"В@item_103 # посадка@item_439 #@1 #r (@ item_308 # обычно растет в бамбуковом лесном бассейне, латеритовом острове и другой экологии)",Добрый@item_439 #@1
2003030,Оранжевая Агава III,"В@item_103 # посадка@item_439 #@1 #r (@ item_308 # обычно растет в бамбуковом лесном бассейне, латеритовом острове и другой экологии)",Добрый@item_439 #@1
2003031,Серая текила I,"В@item_103 # посадка@item_440 #@1 #r (@ item_309 # обычно растет на скалах, латеритных островах и т. д.)",Добрый@item_440 #@1
2003032,Серая текила II,"В@item_103 # посадка@item_440 #@1 #r (@ item_309 # обычно растет на скалах, латеритных островах и т. д.)",Добрый@item_440 #@1
2003033,Серая агава III,"В@item_103 # посадка@item_440 #@1 #r (@ item_309 # обычно растет на скалах, латеритных островах и т. д.)",Добрый@item_440 #@1
2003034,Розовая текила I,"В@item_103 # посадка@item_441 #@1 #r (@ item_310 # обычно растет в бассейне персикового дерева, латеритовом острове и другой экологии)",Добрый@item_441 #@1
2003035,Розовая текила II,"В@item_103 # посадка@item_441 #@1 #r (@ item_310 # обычно растет в бассейне персикового дерева, латеритовом острове и другой экологии)",Добрый@item_441 #@1
2003036,Розовая текила III,"В@item_103 # посадка@item_441 #@1 #r (@ item_310 # обычно растет в бассейне персикового дерева, латеритовом острове и другой экологии)",Добрый@item_441 #@1
2003037,Белый Кокос I,В@item_103 # посажен@item_442 #@1 #r (@ item_311 # обычно растет в экологии хвойных лесов),Добрый@item_442 #@1
2003038,Белый Кокос II,В@item_103 # посажен@item_442 #@1 #r (@ item_311 # обычно растет в экологии хвойных лесов),Добрый@item_442 #@1
2003039,Белый Кокос III,В@item_103 # посажен@item_442 #@1 #r (@ item_311 # обычно растет в экологии хвойных лесов),Добрый@item_442 #@1
2003040,Брайар я,"В@item_103 # расти@item_444 #@1 #r (@ item_313 # обычно растет в болотах, джунглях и т. д.)",Добрый@item_444 #@1
2003041,Брайар II,"В@item_103 # расти@item_444 #@1 #r (@ item_313 # обычно растет в болотах, джунглях и т. д.)",Добрый@item_444 #@1
2003042,Брайар III,"В@item_103 # расти@item_444 #@1 #r (@ item_313 # обычно растет в болотах, джунглях и т. д.)",Добрый@item_444 #@1
2003043,Мать-и-мачеха И.,Посадите @item_760#@1#r в @item_121# (@item_761# обычно процветает в ледяном поле),Завод @item_760#@1
2003044,Мать-и-мачеха II.,Посадите @item_760#@1#r в @item_121# (@item_761# обычно процветает в ледяном поле),Завод @item_760#@1
2003045,Мать-и-мачеха III.,Посадите @item_760#@1#r в @item_121# (@item_761# обычно процветает в ледяном поле),Завод @item_760#@1
2004001,Кукуруза I,"Завод@item_11400 #@1 #r (завод@item_11400 # в@item_102 #, соберите его после созревания, чтобы получить@item_229 #)",Посадка@item_11400 #@1
2004002,Кукуруза II,"Завод@item_11400 #@1 #r (завод@item_11400 # в@item_102 #, соберите его после созревания, чтобы получить@item_229 #)",Посадка@item_11400 #@1
2004003,Кукуруза III,"Завод@item_11400 #@1 #r (завод@item_11400 # в@item_102 #, соберите его после созревания, чтобы получить@item_229 #)",Посадка@item_11400 #@1
2004004,Сладкий картофель I,"Завод@item_241 #@1 #r (завод@item_241 # в@item_102 #, соберите его после созревания, чтобы получить@item_241 #)",Посадка@item_241 #@1
2004005,Сладкий картофель II,"Завод@item_241 #@1 #r (завод@item_241 # в@item_102 #, соберите его после созревания, чтобы получить@item_241 #)",Посадка@item_241 #@1
2004006,Сладкий картофель III,"Завод@item_241 #@1 #r (завод@item_241 # в@item_102 #, соберите его после созревания, чтобы получить@item_241 #)",Посадка@item_241 #@1
2004007,Хлопок I,"Завод@item_11419 #@1 #r (завод@item_11419 # in@item_102 #, соберите его после созревания, чтобы получить@item_12600 #)",Посадка@item_11419 #@1
2004008,Хлопок II,"Завод@item_11419 #@1 #r (завод@item_11419 # in@item_102 #, соберите его после созревания, чтобы получить@item_12600 #)",Посадка@item_11419 #@1
2004009,Хлопок III,"Завод@item_11419 #@1 #r (завод@item_11419 # in@item_102 #, соберите его после созревания, чтобы получить@item_12600 #)",Посадка@item_11419 #@1
2004010,Гигантская чешуя перо I,"Завод@item_11402 #@1 #r (завод@item_11402 # in@item_102 #, соберите его после созревания, чтобы получить@item_239 #)",Посадка@item_11402 #@1
2004011,Гигантский чешуя перо II,"Завод@item_11402 #@1 #r (завод@item_11402 # in@item_102 #, соберите его после созревания, чтобы получить@item_239 #)",Посадка@item_11402 #@1
2004012,Гигантское чешуйчатое перо III,"Завод@item_11402 #@1 #r (завод@item_11402 # in@item_102 #, соберите его после созревания, чтобы получить@item_239 #)",Посадка@item_11402 #@1
2004013,Макробрюк I,"Завод@item_11401 #@1 #r (завод@item_11401 # in@item_102 #, соберите его после созревания, чтобы получить@item_230 #)",Посадка@item_11401 #@1
2004014,Макробрюк II,"Завод@item_11401 #@1 #r (завод@item_11401 # in@item_102 #, соберите его после созревания, чтобы получить@item_230 #)",Посадка@item_11401 #@1
2004015,Макробрюк III,"Завод@item_11401 #@1 #r (завод@item_11401 # in@item_102 #, соберите его после созревания, чтобы получить@item_230 #)",Посадка@item_11401 #@1
2004016,Огурец I,"Завод@item_236 #@1 #r (plant@item_236 # in@item_102 #, соберите его после созревания, чтобы получить@item_236 #)",Посадка@item_236 #@1
2004017,Огурец II,"Завод@item_236 #@1 #r (plant@item_236 # in@item_102 #, соберите его после созревания, чтобы получить@item_236 #)",Посадка@item_236 #@1
2004018,Огурец III,"Завод@item_236 #@1 #r (plant@item_236 # in@item_102 #, соберите его после созревания, чтобы получить@item_236 #)",Посадка@item_236 #@1
2004019,Рис я,"Завод@item_234 #@1 #r (завод@item_11404 # в воде высотой в один блок, соберите его после созревания, чтобы получить@item_234 #)",Посадка@item_234 #@1
2004020,Рис II,"Завод@item_234 #@1 #r (завод@item_11404 # в воде высотой в один блок, соберите его после созревания, чтобы получить@item_234 #)",Посадка@item_234 #@1
2004021,Рис III,"Завод@item_234 #@1 #r (завод@item_11404 # в воде высотой в один блок, соберите его после созревания, чтобы получить@item_234 #)",Посадка@item_234 #@1
2004022,Ананас с другой стороны я,"Завод@item_11654 #@1 #r (завод@item_1194 # in@item_150 #, соберите его после созревания, чтобы получить@item_11654 #)",Расти на@item_150 #@item_1194 #@1
2004023,Помимо Ананаса II,"Завод@item_11654 #@1 #r (завод@item_1194 # in@item_150 #, соберите его после созревания, чтобы получить@item_11654 #)",Расти на@item_150 #@item_1194 #@1
2004024,Хиган-ананас III,"Завод@item_11654 #@1 #r (завод@item_1194 # in@item_150 #, соберите его после созревания, чтобы получить@item_11654 #)",Расти на@item_150 #@item_1194 #@1
2004025,Коралл I,"Растение@item_11915 #@1 #r на@item_25 # (кораллы должны быть посажены в воду, кроме@item_25 #,@item_29 # и@item_128 #)",Добрый@item_11915 #@1
2004026,Коралл II,"Растение@item_11915 #@1 #r на@item_25 # (кораллы должны быть посажены в воду, кроме@item_25 #,@item_29 # и@item_128 #)",Добрый@item_11915 #@1
2004027,Коралл III,"Растение@item_11915 #@1 #r на@item_25 # (кораллы должны быть посажены в воду, кроме@item_25 #,@item_29 # и@item_128 #)",Добрый@item_11915 #@1
2004028,Фосфор I,Посадите@item_11658 #@1 #r на@item_23 # (брошенный@item_11658 # должен быть сосредоточен на верхней поверхности@item_23 # для прорастания),Добрый@item_11658 #@1
2004029,Фосфор II,Посадите@item_11658 #@1 #r на@item_23 # (брошенный@item_11658 # должен быть сосредоточен на верхней поверхности@item_23 # для прорастания),Добрый@item_11658 #@1
2004030,Фосфор III,Посадите@item_11658 #@1 #r на@item_23 # (брошенный@item_11658 # должен быть сосредоточен на верхней поверхности@item_23 # для прорастания),Добрый@item_11658 #@1
2005001,Кормушка,Обработка@item_1753 #@1,Обработка@item_1753 #@1
2005002,кормить,"Обработка@item_11534 #@1 #r (Есть разные типы кормов, животные с разными привычками в еде будут есть только те корма, которые им нравятся)",Обработка@item_11534 #@1
2005003,Наполненный кормушка,"Поместите@item_11534 # в@item_1753 #@1 #r (после того, как кормушка наполнится кормом, окружающие пленные животные будут есть сами, когда они голодны)",Заполните@item_1753 #@1@item_11534 #
2005004,стог сена,Обработка@item_822 #@1 #r (млекопитающие должны размножаться рядом с@item_822 #),Обработка@item_822 #@1
2005005,Разведение Дуду I,"Разведение дудл-птиц в 1 #r (дудл-птицам нужно иметь@item_1019 #, чтобы отложить яйца)",Разведение дудла@1
2005006,Разведение Дуду II,"Разведение дудл-птиц в 1 #r (дудл-птицам нужно иметь@item_1019 #, чтобы отложить яйца)",Разведение дудла@1
2005007,Разведение Дуду III,"Разведение дудл-птиц в 1 #r (дудл-птицам нужно иметь@item_1019 #, чтобы отложить яйца)",Разведение дудла@1
2005008,Разведение вобо I,Разведение Volvo Beast@1 #r (Volvo Beast должен иметь@item_822 # для размножения),Разведение вобо@1
2005009,Разведение вобо II,Разведение Volvo Beast@1 #r (Volvo Beast должен иметь@item_822 # для размножения),Разведение вобо@1
2005010,Размножение Волынка III,Разведение Volvo Beast@1 #r (Volvo Beast должен иметь@item_822 # для размножения),Разведение вобо@1
2005011,Пирс размножения I,Пирс размножения@1 #r (пирс должен быть окружен@item_822 # для размножения),Размножающийся пирс@1
2005012,Пирс размножения II,Пирс размножения@1 #r (пирс должен быть окружен@item_822 # для размножения),Размножающийся пирс@1
2005013,Пирс размножения III,Пирс размножения@1 #r (пирс должен быть окружен@item_822 # для размножения),Размножающийся пирс@1
2005014,Разведение рогатых оленей I,Разведение рогатых оленей@1 #r (для размножения у рогатых оленей должен быть@item_822 #),Разведение рогатого оленя@1
2005015,Разведение рогатых оленей II,Разведение рогатых оленей@1 #r (для размножения у рогатых оленей должен быть@item_822 #),Разведение рогатого оленя@1
2005016,Разведение рогатых оленей III,Разведение рогатых оленей@1 #r (для размножения у рогатых оленей должен быть@item_822 #),Разведение рогатого оленя@1
2005017,Разведение лисицы I,Разведение лисиц@1 #r (лисам нужен@item_822 # для размножения),Разведение лисицы@1
2005018,Разведение лисицы II,Разведение лисиц@1 #r (лисам нужен@item_822 # для размножения),Разведение лисицы@1
2005019,Разведение лисицы III,Разведение лисиц@1 #r (лисам нужен@item_822 # для размножения),Разведение лисицы@1
2005020,Разведение пингвинов I,Размножающийся пингвин@1,Размножающийся пингвин@1
2005021,Размножение пингвина II,Размножающийся пингвин@1,Размножающийся пингвин@1
2005022,Размножающийся пингвин III,Размножающийся пингвин@1,Размножающийся пингвин@1
2005023,Разведение диких страусов I,"Разведение диких страусов@1 #r (диким страусам нужно@item_1019 # вокруг, чтобы отложить яйца)",Разведение дикого страуса@1
2005024,Разведение диких страусов II,"Разведение диких страусов@1 #r (диким страусам нужно@item_1019 # вокруг, чтобы отложить яйца)",Разведение дикого страуса@1
2005025,Разведение диких страусов III,"Разведение диких страусов@1 #r (диким страусам нужно@item_1019 # вокруг, чтобы отложить яйца)",Разведение дикого страуса@1
2005026,Разведение диких ледяных медведей I,"Разведение диких ледяных медведей@1 #r (ледяные медведи должны быть рядом с@item_822 #, чтобы размножаться)",Дикий ледяной медведь@1
2005027,Разведение диких ледяных медведей II,"Разведение диких ледяных медведей@1 #r (ледяные медведи должны быть рядом с@item_822 #, чтобы размножаться)",Дикий ледяной медведь@1
2005028,Разведение диких ледяных медведей III,"Разведение диких ледяных медведей@1 #r (ледяные медведи должны быть рядом с@item_822 #, чтобы размножаться)",Дикий ледяной медведь@1
2005029,Разведение летающей курицы I,Разведение летающей курицы@1,Разведение летающей курицы@1
2005030,Разведение летающей курицы II,Разведение летающей курицы@1,Разведение летающей курицы@1
2005031,Разведение летающей курицы III,Разведение летающей курицы@1,Разведение летающей курицы@1
2005032,Разведение боевых цыплят I,Разведение боевой курицы@1,Разведение боевой курицы@1
2005033,Разведение боевых цыплят II,Разведение боевой курицы@1,Разведение боевой курицы@1
2005034,Разведение боевых цыплят III,Разведение боевой курицы@1,Разведение боевой курицы@1
2005035,Разведение диких обезьян I,Разведение диких обезьян@1,Разведение диких обезьян@1
2005036,Разведение диких обезьян II,Разведение диких обезьян@1,Разведение диких обезьян@1
2005037,Разведение диких обезьян III,Разведение диких обезьян@1,Разведение диких обезьян@1
2005038,Порода Снежный кролик I.,Порода Снежный Кролик @1,Порода Снежный Кролик @1
2005039,Порода Снежный кролик II.,Порода Снежный Кролик @1,Порода Снежный Кролик @1
2005040,Порода Снежный кролик III.,Порода Снежный Кролик @1,Порода Снежный Кролик @1
2005041,Порода Як I.,Порода Як @1,Порода Як @1
2005042,Порода Як II.,Порода Як @1,Порода Як @1
2005043,Порода Як III.,Порода Як @1,Порода Як @1
2006001,Приручение Volvo I,"Используйте@item_12500 #, чтобы приручить Volvo@1","Используйте@item_12500 #, чтобы приручить Volvo@1"
2006002,Укрощение Wauver II,"Используйте@item_12500 #, чтобы приручить Volvo@1","Используйте@item_12500 #, чтобы приручить Volvo@1"
2006003,Укрощение Wauver III,"Используйте@item_12500 #, чтобы приручить Volvo@1","Используйте@item_12500 #, чтобы приручить Volvo@1"
2006004,Укрощение лисы I,"Используйте@item_12052 #, чтобы приручить лису@1","Используйте@item_12052 #, чтобы приручить лису@1"
2006005,Укрощение лисы II,"Используйте@item_12052 #, чтобы приручить лису@1","Используйте@item_12052 #, чтобы приручить лису@1"
2006006,Укрощение лисы III,"Используйте@item_12052 #, чтобы приручить лису@1","Используйте@item_12052 #, чтобы приручить лису@1"
2006007,Укрощение дикого страуса I,"Используйте@item_12508 #, чтобы приручить диких страусов@1","Используйте@item_12508 #, чтобы приручить диких страусов@1"
2006008,Укрощение дикого страуса II,"Используйте@item_12508 #, чтобы приручить диких страусов@1","Используйте@item_12508 #, чтобы приручить диких страусов@1"
2006009,Приручение диких страусов III,"Используйте@item_12508 #, чтобы приручить диких страусов@1","Используйте@item_12508 #, чтобы приручить диких страусов@1"
2006010,Приручение Дикого Ледяного Медведя I,"Используйте@item_12520 #, чтобы приручить диких ледяных медведей@1","Используйте@item_12520 #, чтобы приручить диких ледяных медведей@1"
2006011,Приручение Дикого Ледяного Медведя II,"Используйте@item_12520 #, чтобы приручить диких ледяных медведей@1","Используйте@item_12520 #, чтобы приручить диких ледяных медведей@1"
2006012,Приручение Дикого Ледяного Медведя III,"Используйте@item_12520 #, чтобы приручить диких ледяных медведей@1","Используйте@item_12520 #, чтобы приручить диких ледяных медведей@1"
2006013,Укрощение Дикого Атлона I,"Используйте@item_12543 #, чтобы приручить диких велоцирапторов@1","Используйте@item_12543 #, чтобы приручить диких велоцирапторов@1"
2006014,Укрощение Дикого Атлона II,"Используйте@item_12543 #, чтобы приручить диких велоцирапторов@1","Используйте@item_12543 #, чтобы приручить диких велоцирапторов@1"
2006015,Укрощение Дикого Атлона III,"Используйте@item_12543 #, чтобы приручить диких велоцирапторов@1","Используйте@item_12543 #, чтобы приручить диких велоцирапторов@1"
2006016,Укрощение диких пельменей я,Используйте@item_12576 # ручные дикие пельмени #@1,Используйте@item_12576 # ручные дикие пельмени #@1
2006017,Укрощение Диких Пельмешек II,Используйте@item_12576 # ручные дикие пельмени #@1,Используйте@item_12576 # ручные дикие пельмени #@1
2006018,Приручение Диких Пельмешек III,Используйте@item_12576 # ручные дикие пельмени #@1,Используйте@item_12576 # ручные дикие пельмени #@1
2006019,Укрощение дикой панды I,"Используйте@item_251 #, чтобы приручить диких панд@1","Используйте@item_251 #, чтобы приручить диких панд@1"
2006020,Приручение дикой панды II,"Используйте@item_251 #, чтобы приручить диких панд@1","Используйте@item_251 #, чтобы приручить диких панд@1"
2006021,Укрощение дикой панды III,"Используйте@item_251 #, чтобы приручить диких панд@1","Используйте@item_251 #, чтобы приручить диких панд@1"
2006022,Укрощение летающей курицы I,"Используйте@item_12601 #, чтобы приручить летающую курицу@1","Используйте@item_12601 #, чтобы приручить летающую курицу@1"
2006023,Укрощение летающего цыпленка II,"Используйте@item_12601 #, чтобы приручить летающую курицу@1","Используйте@item_12601 #, чтобы приручить летающую курицу@1"
2006024,Укрощение летающей курицы III,"Используйте@item_12601 #, чтобы приручить летающую курицу@1","Используйте@item_12601 #, чтобы приручить летающую курицу@1"
2006025,Укрощение диких обезьян я,"Используйте@item_11599 #, чтобы приручить диких обезьян@1","Используйте@item_11599 #, чтобы приручить диких обезьян@1"
2006026,Укрощение диких обезьян II,"Используйте@item_11599 #, чтобы приручить диких обезьян@1","Используйте@item_11599 #, чтобы приручить диких обезьян@1"
2006027,Укрощение диких обезьян III,"Используйте@item_11599 #, чтобы приручить диких обезьян@1","Используйте@item_11599 #, чтобы приручить диких обезьян@1"
2006028,Укрощение Янь Краба I,"Используйте@item_12521 #, чтобы приручить краба Яна@1","Используйте@item_12521 #, чтобы приручить краба Яна@1"
2006029,Укрощение Янь Краба II,"Используйте@item_12521 #, чтобы приручить краба Яна@1","Используйте@item_12521 #, чтобы приручить краба Яна@1"
2006030,Укрощение Янь Краба III,"Используйте@item_12521 #, чтобы приручить краба Яна@1","Используйте@item_12521 #, чтобы приручить краба Яна@1"
2006031,Укрощение воробья и камышевки я,"Используйте@item_12603 #, чтобы приручить камышевку@1","Используйте@item_12603 #, чтобы приручить камышевку@1"
2006032,Укрощение Соловья II,"Используйте@item_12603 #, чтобы приручить камышевку@1","Используйте@item_12603 #, чтобы приручить камышевку@1"
2006033,Укрощение воробья и камышевки III,"Используйте@item_12603 #, чтобы приручить камышевку@1","Используйте@item_12603 #, чтобы приручить камышевку@1"
2006034,Укрощение верблюда I,"Используйте@item_12613 #, чтобы приручить верблюда@1","Используйте@item_12613 #, чтобы приручить верблюда@1"
2006035,Укрощение верблюда II,"Используйте@item_12613 #, чтобы приручить верблюда@1","Используйте@item_12613 #, чтобы приручить верблюда@1"
2006036,Приручение верблюда III,"Используйте@item_12613 #, чтобы приручить верблюда@1","Используйте@item_12613 #, чтобы приручить верблюда@1"
2007001,Жареное мясо волчьего зверя I,Выпекать@item_12516 на@item_1200 # в@item_12517 #@1,Запеченный@item_12516 #@1
2007002,Жареный Wovo Beast Meat II,Выпекать@item_12516 на@item_1200 # в@item_12517 #@1,Запеченный@item_12516 #@1
2007003,Жареное мясо волчьего зверя III,Выпекать@item_12516 на@item_1200 # в@item_12517 #@1,Запеченный@item_12516 #@1
2007004,Мясо птицы Дуду на гриле I,Выпекать@item_12518 на@item_1200 # в@item_12519 #@1,Запеченный@item_12518 #@1
2007005,Жареное птичье мясо Дуду II,Выпекать@item_12518 на@item_1200 # в@item_12519 #@1,Запеченный@item_12518 #@1
2007006,Мясо птицы Дуду на гриле III,Выпекать@item_12518 на@item_1200 # в@item_12519 #@1,Запеченный@item_12518 #@1
2007007,Жареная рогатая оленина I,Выпекать@item_12530 на@item_1200 # в@item_12531 #@1,Запеченный@item_12530 #@1
2007008,Жареная рогатая оленина II,Выпекать@item_12530 на@item_1200 # в@item_12531 #@1,Запеченный@item_12530 #@1
2007009,Жареная рогатая оленина III,Выпекать@item_12530 на@item_1200 # в@item_12531 #@1,Запеченный@item_12530 #@1
2007010,Свинина на гриле Dun Dun I,Выпекать@item_12522 на@item_1200 # в@item_12523 #@1,Запеченный@item_12522 #@1
2007011,Пирс на гриле II,Выпекать@item_12522 на@item_1200 # в@item_12523 #@1,Запеченный@item_12522 #@1
2007012,Свинина на гриле Dun Dun III,Выпекать@item_12522 на@item_1200 # в@item_12523 #@1,Запеченный@item_12522 #@1
2007013,Жареные страусиные ножки Ⅰ,Выпекать@item_12607 на@item_1200 # в@item_12608 #@1,Запеченный@item_12607 #@1
2007014,Жареные страусиные ножки II,Выпекать@item_12607 на@item_1200 # в@item_12608 #@1,Запеченный@item_12607 #@1
2007015,Жареная страусиная ножка III,Выпекать@item_12607 на@item_1200 # в@item_12608 #@1,Запеченный@item_12607 #@1
2007016,Жареная тупая рыба I,Выпекать@item_12520 на@item_1200 # в@item_12521 #@1,Запеченный@item_12520 #@1
2007017,Жареная тупая рыба II,Выпекать@item_12520 на@item_1200 # в@item_12521 #@1,Запеченный@item_12520 #@1
2007018,Жареная тупая рыба III,Выпекать@item_12520 на@item_1200 # в@item_12521 #@1,Запеченный@item_12520 #@1
