ID,名字,描述,获得方式
1323,Рафинированный каменный кирпич вертикальная тонкая наклонная плита,Треугольные плиты ， могут быть размещены в разных ориентациях под разными углами ， могут быть уложены в,Работа с камнем за столом мастера
1324,Рафинированный каменный кирпич вертикальная большая и тонкая наклонная плита,Треугольные плиты ， могут быть размещены в разных ориентациях под разными углами ， могут быть уложены в,Работа с камнем за столом мастера
1325,Титановый сплав вертикальная тонкая наклонная пластина,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Обработанный титановым сплавом за столом мастера
1326,Титановый сплав вертикальная большая и тонкая наклонная пластина,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Обработанный титановым сплавом за столом мастера
1327,Латунная вертикальная тонкая наклонная пластина,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Работа с латунью за столом мастера
1328,Латунная вертикальная большая и тонкая наклонная пластина,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Работа с латунью за столом мастера
1329,Слюда вертикальная тонкая наклонная пластина,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Обработанная слюдой за столом мастера
1330,Слюда вертикальная большая и тонкая наклонная пластина,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Обработанная слюдой за столом мастера
1331,Митрил вертикальная тонкая наклонная пластина,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Обработанный митрилом за столом мастера
1332,Митрил вертикальная большая и тонкая наклонная пластина,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Обработанный митрилом за столом мастера
1333,Пылающая вертикальная тонкая наклонная пластина,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Обработанные с пылающим пламенем на столе мастера
1334,Пылающая вертикальная большая и тонкая наклонная пластина,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Обработанные с пылающим пламенем на столе мастера
1335,Лимонно-желтая вертикальная наклонная плита,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Нарисовано лимонно-желтой краской за столом мастера
1336,Лимонно-желтая вертикальная большая и тонкая наклонная плита,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Нарисовано лимонно-желтой краской за столом мастера
1337,Лаймовая вертикальная наклонная плита,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Рисование известковой краской за столом мастера
1338,Известковая вертикальная большая и тонкая наклонная плита,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Рисование известковой краской за столом мастера
1339,Глубокая каштановая красная вертикальная тонкая наклонная пластина,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Окрашены темно-каштановой красной краской за столом мастера
1340,Глубокая каштановая красная вертикальная большая и тонкая наклонная пластина,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Окрашены темно-каштановой красной краской за столом мастера
1341,Закат оранжевый вертикальный наклонный плиты,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Нарисовано оранжевой краской на закате за столом мастера
1342,Закат оранжевый вертикальный большой и тонкий наклонный плиты,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Нарисовано оранжевой краской на закате за столом мастера
1343,Бегония красная вертикальная тонкая наклонная плита,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Нарисовано красной краской Бегония за столом мастера
1344,Бегония красная вертикальная большая и тонкая наклонная пластина,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Нарисовано красной краской Бегония за столом мастера
1345,Слоновая кость белая вертикальная наклонная плита,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Окрашены белой краской цвета слоновой кости на столе мастера
1346,Слоновая кость белая вертикальная большая и тонкая наклонная пластина,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Окрашены белой краской цвета слоновой кости на столе мастера
1347,Осенний лист оранжевый вертикальный тонкий наклонный лист,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Окрашены осенними листьями оранжевой краской на столе мастера
1348,Осенний лист оранжевый вертикальный большой и тонкий наклонный лист,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Окрашены осенними листьями оранжевой краской на столе мастера
1349,Вертикальная тонкая наклонная пластина,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Работа с деревом за столом мастера
1350,Вертикальная большая и тонкая наклонная пластина,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Работа с деревом за столом мастера
1351,Желтый кирпич вертикальная тонкая наклонная плита,Треугольные плиты ， могут быть размещены в разных ориентациях под разными углами ， могут быть уложены в,Обработанные желтым кирпичом за столом мастера
1352,Желтый кирпич вертикальная большая и тонкая наклонная плита,Треугольные плиты ， могут быть размещены в разных ориентациях под разными углами ， могут быть уложены в,Обработанные желтым кирпичом за столом мастера
1353,Блок марганца вертикальная тонкая наклонная плита,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Обработка марганцевыми конкрециями на станции ремесленников
1354,Блок марганца вертикальный большой и тонкий наклонный,Треугольная металлическая пластина ， может быть размещена в разных ориентациях под разными углами ， может быть уложена в,Обработка марганцевыми конкрециями на станции ремесленников
1355,Planet Rock Вертикальная плита,Половина сетки широкой металлической пластины ， можно штабелировать для изменения ширины,Обработка милыми глазными звездными камнями за столом мастера
1356,Бамбуковый стояк,Половина сетки широкой бамбуковой доски ， можно штабелировать для изменения ширины,Обработанные бамбуком за столом мастера
1357,Кармин стояк,Доски половинной ширины ， можно штабелировать для изменения ширины,Окрашены карминовой краской за столом мастера
1358,Цементный кирпич стояк,Половина сетки широкий шифер ， можно сложить для изменения ширины,Обработка цементными кирпичами за столом мастера
1359,Подставка для серного кирпича,Половина сетки широкий шифер ， можно сложить для изменения ширины,Работа с серными кирпичами за столом мастера
1360,Стойка камня,Половина сетки широкий шифер ， можно сложить для изменения ширины,Работа с камнем за столом мастера
1361,Рафинированный камень кирпич стояк,Половина сетки широкий шифер ， можно сложить для изменения ширины,Работа с камнем за столом мастера
1362,Титановый сплав вертикальная пластина,Половина сетки широкой металлической пластины ， можно штабелировать для изменения ширины,Обработанный титановым сплавом за столом мастера
1363,Латунный стояк,Половина сетки широкой металлической пластины ， можно штабелировать для изменения ширины,Работа с латунью за столом мастера
1364,слюда стояк,Половина сетки широкой металлической пластины ， можно штабелировать для изменения ширины,Обработанная слюдой за столом мастера
1365,Мифриловый стояк,Половина сетки широкой металлической пластины ， можно штабелировать для изменения ширины,Обработанный митрилом за столом мастера
1366,Пылающая вертикальная пластина,Половина сетки широкой металлической пластины ， можно штабелировать для изменения ширины,Обработанные с пылающим пламенем на столе мастера
1367,Лимонно-желтый стояк,Доски половинной ширины ， можно штабелировать для изменения ширины,Нарисовано лимонно-желтой краской за столом мастера
1368,Лайм стояк,Доски половинной ширины ， можно штабелировать для изменения ширины,Рисование известковой краской за столом мастера
1369,Глубокий каштановый красный стояк,Доски половинной ширины ， можно штабелировать для изменения ширины,Окрашены темно-каштановой красной краской за столом мастера
1370,Закат оранжевый стояк,Доски половинной ширины ， можно штабелировать для изменения ширины,Нарисовано оранжевой краской на закате за столом мастера
1371,Бегония красная вертикальная доска,Доски половинной ширины ， можно штабелировать для изменения ширины,Нарисовано красной краской Бегония за столом мастера
1372,Айвори стояк,Доски половинной ширины ， можно штабелировать для изменения ширины,Окрашены белой краской цвета слоновой кости на столе мастера
1373,Осенний лист оранжевый вертикальная доска,Доски половинной ширины ， можно штабелировать для изменения ширины,Окрашены осенними листьями оранжевой краской на столе мастера
1374,Вертикальная пластина,Доски половинной ширины ， можно штабелировать для изменения ширины,Работа с деревом за столом мастера
1375,Подставка из желтого кирпича,Половина сетки широкий шифер ， можно сложить для изменения ширины,Обработанные желтым кирпичом за столом мастера
1376,марганцевый блок стояк,Половина сетки широкой металлической пластины ， можно штабелировать для изменения ширины,Обработка марганцевыми конкрециями на станции ремесленников
1377,Океанский торшер,Мебель в стиле океана ， торшер ， может переключаться,
1378,Океанская люстра,Мебель в стиле океана ， люстра ， может переключаться,
1379,Shell настольная лампа,Мебель в стиле океана ， настольная лампа ， может переключаться,
1380,Светло-серое дерево,Основные строительные материалы ， широко используемые в деревянных зданиях,Окрашены светло-серой краской на столе мастера
1381,Светло-серые лестницы,Лестницы из массива дерева ， могут быть размещены в разных направлениях под разными углами,Окрашены светло-серой краской на столе мастера
1382,Светло-серый лист,Лист твердой древесины высоты четверти ， можно штабелировать для изменения толщины,Окрашены светло-серой краской на столе мастера
1383,Светло-серая наклонная пластина,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,
1384,Светло-серая тонкая наклонная пластина,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,
1385,Светло-серая большая и тонкая наклонная пластина,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,
1386,Светло-серая вертикальная тонкая наклонная пластина,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,
1387,Светло-серая вертикальная большая и тонкая наклонная пластина,Треугольные доски ， могут быть размещены в разных ориентациях под разными углами ， могут быть сложены в,Окрашены светло-серой краской на столе мастера
1388,Светло-серый стояк,Доски половинной ширины ， можно штабелировать для изменения ширины,Окрашены светло-серой краской на столе мастера
1389,Дьявольские трофеи,"Доказательство мужества, победив троллей Ледопада! Поместите его в @item_150000# Деревни Ледяного поля. Жители деревни будут вам благодарны.",Награды за победу над троллями-ледопадами
1400,Музыкальная шкатулка,Владелец Дома может изменить фоновую музыку дома в музыкальной шкатулке,@Null@
1401,Стенд небесной сцены,Владелец Дома может изменить внешний вид неба Дома на стенде небесной сцены.,@Null@
1402,Устройство силы тяжести,Владелец Дома может изменить гравитацию Дома устройством силы тяжести.,@Null@
1403,Регулятор погоды,Владелец Дома может управлять погодой в Доме с помощью регулятора погоды.,@Null@
1404,Домашний рабочий стол,"Владелец Дома может изготавливать обработанные продукты, такие как ингредиенты, строительные материалы, мебель и т. д. на домашнем рабочем столе.",@Null@
1405,Дом питомцев,Небольшое местечко для домашних животных Дома. Владелец Дома может просмотреть своих питомцев в местечке для питомцев.,@Null@
1406,Простая плита,"Простая плита. Можно приготовить купленные, выращенные или обработанные ингредиенты для питомцев. Пища имеет обычный вкус поскольку приготовлена просто.",@Null@
1407,Воздушная стена Дома,0,@Null@
1451,Полка славы,Владелец Дома может выбрать одно из своих достижений и выставить на полку славы.,@Null@
1452,Подсолнух,Зрелый подсолнух,@Null@
1453,Красная агава,Зрелая красная агава,@Null@
1454,Цветок драцены,Зрелый цветок драцены,@Null@
1455,Шиповник,Зрелый шиповник,@Null@
1456,Маргаритка,Зрелая маргаритка,@Null@
1457,Чайное дерево,Здоровое чайное дерево,@Null@
1458,Банановое дерево,Здоровое банановое дерево,@Null@
1459,Арбуз,Здоровый арбуз,@Null@
1460,Манговое дерево,Здоровое манговое дерево,@Null@
1461,Грушевое дерево,Здоровая грушевое дерево,@Null@
1462,Цитрусовое дерево,Здоровое цитрусовое дерево,@Null@
1463,Персиковое дерево,Здоровое персиковое дерево,@Null@
1464,Поливной рис,Здоровый поливной рис,@Null@
1465,Пшеница,Здоровая пшеница,@Null@
1466,Картошка,Здоровая картошка,@Null@
1467,Тыква,Здоровая тыква,@Null@
1468,Сахарный тростник,Здоровый сахарный тростник,@Null@
1469,Заполненные соты,Полный медом улей,@Null@
1470,Перечное дерево,Здоровое перечное дерево,@Null@
1471,Хлопковое дерево,Здоровое хлопковое дерево,@Null@
1472,Плодовое дерево,Здоровое плодовое дерево,@Null@
1473,Лиственница,Здоровая лиственница,@Null@
1474,Тополь,Здороый тополь,@Null@
1475,Кедр,Здоровый кедр,@Null@
1476,Феба,Здоровая феба,@Null@
1477,Ореховое дерево,Здоровое ореховое дерево,@Null@
1478,Съедобные грибки,Здоровые грибки,@Null@
1479,Съедобные красные грибки,Здоровые красные грибки,@Null@
1480,Кофейное дерево,Здоровое кофейное дерево,@Null@
1481,Дерево шариковых бобов,Здоровое дерево шариковых бобов,@Null@
1482,Дерево кислородных плодов,Здоровое дерево кислородных плодов,@Null@
1483,Оранжевая агава,Здоровая оранжевая агава,@Null@
1484,Серая агава,Здоровая серая агава,@Null@
1485,Розовая агава,Здоровая розовая агава,@Null@
1486,Морковь,Морковь,@Null@
1493,Подсолнечник (Саженец),Молодой саженец подсолнечника,@Null@
1494,Красная агава (Саженец),Молодой саженец красной агавы,@Null@
1495,Оранжевая агава (Саженец),Молодой саженец оранжевой агавы,@Null@
1496,Серая агава (Саженец),Молодой саженец серой агавы,@Null@
1497,Розовая агава (Саженец),Молодой саженец розовой агавы,@Null@
1498,Цветок драцены (Саженец),Молодой саженец цветка драцены,@Null@
1499,Шиповник (Саженец),Молодой саженец шиповника,@Null@
1500,Маргаритка (Саженец),Молодой саженец маргаритки,@Null@
1501,Арбуз (Саженец),Молодой саженец арбуза,@Null@
1502,Тыква (Саженец),Молодой саженец тыквы,@Null@
1503,Саженец плодового дерева,Молодой саженец плодового дерева,@Null@
1504,Саженец лиственницы,Молодой саженец лиственницы,@Null@
1505,Саженец тополя,Молодой саженец тополя,@Null@
1506,Саженец орехового дерева,Молодой саженец орехового дерева,@Null@
1507,Евратский тополь,Здоровый евратский тополь,@Null@
1508,Саженец евратского тополя,Молодой саженец евратского тополя,@Null@
1509,Алоэ вера,Молодоая рассада алоэ вера,@Null@
1510,Арахис,Молодоая рассада арахиса,@Null@
1511,Ячмень,Молодоая рассада ячменя,@Null@
1512,Кунжут,Молодоая рассада кунжута,@Null@
1513,Салат,Молодоая рассада салата,@Null@
1514,Свекла,Молодоая рассада свеклы,@Null@
1515,Помидор,Молодоая рассада томата,@Null@
1516,Сорго,Молодоая рассада сорго,@Null@
1517,Кочанная капуста,Молодоая рассада кочанной капусты,@Null@
1518,Кукуруза,Молодоая рассада кукурузы,@Null@
1519,Зеленый перец,Молодоая рассада зеленого перца,@Null@
1520,Маленький базидиальный гриб,Молодоая рассада маленького базидиального гриба,@Null@
1521,Редька,Молодоая рассада редьки,@Null@
1522,Цветная капуста,Молодоая рассада цветной капусты,@Null@
1523,Душистый лук,Молодоая рассада душистого лука,@Null@
1524,Китайский финик,Молодоая рассада китайского финика,@Null@
1525,Огурец,Молодоая рассада огурца,@Null@
1526,Цветок рапса,Молодоая рассада цветка рапса,@Null@
1527,Голозерный ячмень,Молодоая рассада голозерного ячменя,@Null@
1528,Кокосовая пальма,Молодой саженец кокосового дерева,@Null@
1529,Малина,Молодоая рассада малины,@Null@
1530,Канистель,Молодоая рассада канистели,@Null@
1531,Красный сорго,Молодоая рассада красного сорго,@Null@
1532,Круглый перец,Молодоая рассада круглого перца,@Null@
1533,Горох,Молодоая рассада гороха,@Null@
1534,Черника,Молодоая рассада черники,@Null@
1535,Клубника,Молодоая рассада клубники,@Null@
1536,Ананас,Молодоая рассада ананаса,@Null@
1537,Виноград,Молодоая рассада винограда,@Null@
1538,Вишня,Молодоая рассада вишни,@Null@
1539,Линчжи,Молодоая рассада линчжи,@Null@
1540,Питайя,Молодоая рассада питайя,@Null@
1541,Разноцветный перец,Молодоая рассада разноцветного перца,@Null@
1542,Родотус,Молодоая рассада родотуса,@Null@
1543,Женьшень,Молодоая рассада женьшеня,@Null@
1550,Кровать в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простая, но удобная кровать.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева, хлопчатобумажная ткань и т. д.",@Null@
1551,Диван в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но удобный диван.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1552,Письменный стол в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но практичный письменный стол.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1553,Обеденный стол в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но практичный обеденный стол.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1554,Чайный столик в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но практичный чайный стол.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1555,Рукомойник в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но чистый рукомойник.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева, керамический кирпич и т. д.",@Null@
1556,Стул в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но практичный стул.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1557,Унитаз в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но практичный унитаз.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева, керамический кирпич и т. д.",@Null@
1558,Ванна в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простая, но чистая ванна.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева, керамический кирпич и т. д.",@Null@
1559,Гардероб в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Владелец Дома может показать и поделиться своими скинами в гардеробе.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1560,Посудный шкаф в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но практичный посудный шкаф.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1561,Полу-посудный шкаф в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но практичный полу-посудный шкаф.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1562,Секционный шкаф в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но практичный секционный шкаф.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1563,Ширма в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простая, но красивая ширма.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1564,Трехмерная лампа в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простая, но красивая трехмерная лампа.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева, хлопчатобумажная ткань, стекло и т. д.",@Null@
1565,Люстра в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простая, но красивая люстра.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева, хлопчатобумажная ткань, стекло и т. д.",@Null@
1566,Настенный светильник в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но красивый настенный светильник.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева, хлопчатобумажная ткань, стекло и т. д.",@Null@
1567,Дверь в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простая, но практичная деревянная дверь.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1568,Окно в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простое, но практичное деревянное окно.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева, стекло и т. д.",@Null@
1569,Лестница в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простая, но практичная лестница.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1570,Стенной кирпич в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но прочный стенной кирпич.
Можно изготовить из основных строительных материалов, таких как грубо обработанный кирпич и т. д.",@Null@
1571,Кирпич в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но прочный кирпич.
Можно изготовить из основных строительных материалов, таких как грубо обработанный кирпич и т. д.",@Null@
1572,Полукирпич в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простой, но прочный полукирпич.
Можно изготовить из основных строительных материалов, таких как грубо обработанный кирпич и т. д.",@Null@
1573,Ограда в стиле минимализма,"Мебельный гарнитур в стиле минимализма. Простая, но прочная ограда.
Можно изготовить из основных строительных материалов, таких как доска из плодового дерева и т. д.",@Null@
1574,Кровать в китайском стиле,"Мебельный гарнитур в китайском стиле. Элегантная и удобная кровать.
Можно изготовить из строительных материалов, таких как доска из орехового дерева, хлопчатобумажная ткань и т. д.",@Null@
1575,Диван в китайском стиле,"Мебельный гарнитур в китайском стиле. Элегантный и удобный диван.
Можно изготовить из строительных материалов, таких как доска из орехового дерева, хлопчатобумажная ткань, набор красок и т. д.",@Null@
1576,Письменный стол в китайском стиле,"Мебельный гарнитур в китайском стиле. Элегантный и практичный письменный стол.
Можно изготовить из строительных материалов, таких как доска из орехового дерева и т. д.",@Null@
1577,Обеденный стол в китайском стиле,"Мебельный гарнитур в китайском стиле. Элегантный и практичный обеденный стол.
Можно изготовить из строительных материалов, таких как доска из орехового дерева и т. д.",@Null@
1578,Чайный столик в китайском стиле,"Мебельный гарнитур в китайском стиле. Элегантный и практичный чайный столик.
Можно изготовить из строительных материалов, таких как доска из орехового дерева и т. д.",@Null@
1579,Рукомойник в китайском стиле,"Мебельный гарнитур в китайском стиле. Элегантный и практичный рукомойник.
Можно изготовить из строительных материалов, таких как доска из орехового дерева, керамический кирпич, набор красок и т. д.",@Null@
1580,Стул в китайском стиле,"Мебельный гарнитур в китайском стиле. Элегантный и практичный стул.
Можно изготовить из строительных материалов, таких как доска из орехового дерева и т. д.",@Null@
1581,Унитаз в китайском стиле,"Мебельный гарнитур в китайском стиле. Элегантный и практичный унитаз.
Можно изготовить из строительных материалов, таких как доска из орехового дерева, керамический кирпич и т. д.",@Null@
1582,Ванна в китайском стиле,"Мебельный гарнитур в китайском стиле. Элегантная и практичная ванна.
Можно изготовить из строительных материалов, таких как доска из орехового дерева, набор красок и т. д.",@Null@
1583,Гардероб в китайском стиле,"Мебельный гарнитур в китайском стиле. Владелец Дома может показать и поделиться своими скинами в гардеробе.
Можно изготовить из строительных материалов, таких как доска из орехового дерева и т. д.",@Null@
