ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
112,Гортензия Чарльз,"Мяч вне дворца такой же красочный, как звезды и фейерверки. Когда князь Чарльз увидел Розель, он не мог скрыть свою внутреннюю радость, и осторожно достал тонкие розы, которые он взял.",Сезонный билет,Avatar: разблокирование изображение профиля,Тело эффекты: Голубые частицы плавает вокруг вас,@Null@,,,
113,Пузыри,"«Вы слышали легенду о синем море?» Хорошо информированный Пузыри рождается исследователем. Он любит наблюдать за миром через пузыри и могут найти детали, которые все не могут видеть.",Разблокирована подарочные пакеты или события,Avatar: разблокирование изображение профиля,"Следы: Оставляя dophin отпечатки, куда он идет",@Null@,,,
114,цветок Dewie,Xiaolou Первой Замена кожи,@Null@,Avatar: разблокирование изображение профиля,Эффекты тела: цветок частицы поплавков вокруг вас,@Null@,,,
115,Принцесса мороз,"Принцесса, которая была с момента рождения Желоли Чудес, живущая в ледяном хрустальном дворце, богине мороза и льда. Из-за ее ледяной холодной личности у нее никогда не было никаких друзей, но ее сердце чисто и добрые, не может повредить никому.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: кристаллы льда, плавающие вокруг вас",@Null@,,,
116,Rore.,"Принцесса Желоли Чувала, имеет магические силы исцеления и любви. После трансформированного в куклу королевой она встретилась с принцем, что они сделали пакт вместе и восстановили свою форму и волшебные силы. Добрым добрым счастливым, что любит клубнику.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: частицы сердца, плавающие вокруг вас",@Null@,,,
117,Световой мерцание,"Точно так же, как свет, ее форма определяется тем, кто вызывает ее, похоже на существование тени, ее истинное я еще предстоит известно, что привело к ее глубокому желанию свободы.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: золотые частицы, плавающие вокруг вас",@Null@,,,
118,Cinderella,"«С властью воображения, чудеса не невозможны» - это девиз оптимистической Золушки. Даже во время деловых хлопот она воображает себя красивую сказочную принцессу, и ее сказочный друг превращает ее волю в реальность во время королевского мяча.",@Null@,Avatar: разблокирование изображение профиля,"Следы: оставляя розовые розы след, где она идет",@Null@,,,
119,Принцесса души,"Член павильона Линси, фея священного уровня, нежный и дружелюбный, она живет на храме цветов, когда она обожает их и лелеет всю жизнь и душу, охраняя мир всей ее любовью и сердцем.",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет кристаллические пятки следы,@Null@,,,
120,Драгонию - чешуйчатый,"Scaly никогда не покинул океаны: из-за историй наза, он разработал фобию земель. В этом приключении он становится намного храбрее и обнаруживает, что земли не так страшны, как он думал. Все это просто тест своего отца, чтобы позволить ему стать преемником серфинговых вод.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: волшебные кристаллы льда, плавающие на теле.",@Null@,,,
121,Meow Meow,"Что ты имеешь в виду, я мало! Угадайте, когда эта рыба появится на вашем диване? Livory и Free, Meow Meow любит показывать свои дротики навыками рыбными костями. Не будьте оскорблены его милыми появлениями, так как он является печально известным королем вреда.",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет кошачьего следа,@Null@,,,
122,Белый лебедь - Одетта,"Поскольку день встречает ночь, мечты и реальность пересекает путь. Но кто я среди всех?",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: белые перья лебедя, плавающие вокруг вас!",@Null@,,,
123,Сесил,"Один из восьми членов павильона Линси, живет в святых основаниях Yeloli Conlludland - четырех часов, при этом власть контролировать время и бесчисленные личности. С серебряными длинными волосами и глазами, как галактики, благородные и элегантные, сохраняют спокойствие и продолжайте.",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет часы след,@Null@,,,
124,Джесси,"Джесси и Джерри любит, которые выросли вместе. Раньше она была робкой, но под влиянием бравады Джерри, она научилась использовать ее колокольчики, чтобы вызвать маленькую медузу для помощи, и она больше никогда не боится. Потому что самое мощное тайное оружие - это сила храбрости и дружбы!",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет след медуз,@Null@,,,
125,Скоростной Swirly,"Speedy Swirly - нетерпеливый парень с бесконечной энергией, которую он не мог остановиться даже на мгновение. Он хотел бы собирать маленькие мелочи, поэтому, если вам когда-нибудь что-нибудь нужно, просто спросите быстрый Swirly! У него может быть просто то, что вам нужно.",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет след улитки,@Null@,,,
126,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
127,Черный лебедь - Одетта,"Реальность и мечты, разделенные, днем ​​и ночью имеют свое уникальное существование, и я просто сам.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: фиолетовые перья, плавающие вокруг вас",@Null@,,,
128,Лягушка принц - кроак,"Повесьте немного больше, и вы можете выполнить свое обещание с ней. #R Исследователь болота обитания, всегда глядя на золотой маленький мяч в его ладонях, чтобы поощрить себя. В этом мокрое болоте лежит его симмерная надежда.",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет листья лотоса,@Null@,,,
129,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
130,Белоснежка - София,"Это мои лучшие друзья, всего 7 из них. Игрушечный магазин #r Sophia имеет много изысканных кукол. Она часто шепчет в кукол, как будто они были живы. Чтобы получить свои куклы, вы не можете использовать деньги, но вместо этого вы должны обменять его с чем-то очень важно для вас. Что это может быть?",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет след яблока,@Null@,,,
131,Hansel.,"Мальчик, который был вдумчивым и заботился о своей сестре. Он и его сестра были потеряны в густом лесу более месяца, но чудесным образом вернулись вместе. Он редко упоминал свой опыт в плотном лесу, но с тех пор он несла багета. Говорят, что птица на плече была поднята в то время.",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет след хлеба,@Null@,,,
132,Боевик,"Грете очень доверяют своему брату, любит собирать и готовить, особенно хорошо для выпечки и делать десерты. Она утверждает, что эти навыки изучены, когда она потеряна. Как она узнала эти навыки в пустынном густом лесу?",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет персиковый цветущий след,@Null@,,,
133,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
134,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
135,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
136,Вой,"Кто узнает больше о силе эмоций, чем я? #R Как босс компаний счастливый грузчиков, дружелюбный вой, может что-то перемещать, и его настроение отражено непосредственно на его выражении. Если вы видите шаблон на его сковороде, не волнуйтесь, это просто HOWL, готовясь развязать силу его эмоций!",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет головной след,@Null@,,,
137,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
138,Весна,"Вам нравится слушать звук дождя? #R как один из приношений сезонов, весна - экологический исследователь
Альфазной звезды представляет силу возрождения. Она любит ехать на своих гигантских четырех листах клевера, манипулируя облаками и дождем. Хотя это чувствует себя комфортно, проводить время с ней, ее характер может быть волатильным, похожим на печенье во время весны. Пожалуйста, поддерживайте мягкие как можно больше.",@Null@,Avatar: разблокирование изображение профиля,Эффекты тела: бабочки расточитывают вокруг вас,@Null@,,,
139,Летом,"Как мою улицу можно остановить эту погоду? #R После того, как став приносятыми сезонами, летом становятся более обессоленными миром, не затронутыми сильной взрывающейся тепловой волной. Также как летний ветерок, вы просто не можете предсказать, если он будет прохладный ветерок или волокна в ближайшее время.",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет водяную рябь Foorprint,@Null@,,,
140,Осенние фрукты,"У меня есть сок! Это не я, кто контролирует сезон, сила природы выбрала меня. #R В отличие от летучего лета и зимы, осенние фрукты предпочитают тихую успокаивающую силу Земли, используя ее экономно. Это путешествие не только для спасения наших домов, но для поддержки обязанностей, которые приходят с моими силами.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: кленовые лист, плавающие вокруг тела!",@Null@,,,
141,Маленький синий,"Маленький синий - это волшебная фея Guardian Magic Fairess Fairy Fairy, под приказами волшебной феи королевы, она проникла в мир человеческого мира как няня в пределах Лин семьи, также лучший друг и магический наставник Og Maggi и Snowy.",@Null@,Avatar: разблокирование изображение профиля,След: оставьте маленький желтый цветочный след.,@Null@,,,
142,Базами,Skap Swap для Сакуры,@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: кролики, плавающие вокруг тела!",@Null@,,,
143,Магги,"Maggi - старшая сестра Лин-сестров, маленькая волшебная фея человеческого мира. Праведный, оптимистичный, активный и добрый с прикосновением к острому. Иногда высокомерный, другой раз озорных и с талантом для живописи, но очень нетерпелив и не стремиться к участию.",@Null@,Avatar: разблокирование изображение профиля,След: оставьте маленький синий цветочный след.,@Null@,,,
144,Снежно,"Снежная - младшая сестра Лин-сестров, маленькая волшебная фея человеческого мира. Щедрый и зрелый, умный и спокойный, делает вещи методологически. Наслаждайтесь изучением и чтением с большими результатами и очень аналитическими. Хотя она моложе, она в конечном итовам, будучи тем, кто заботится о старшей сестре Maggi.",@Null@,Avatar: разблокирование изображение профиля,След: оставьте следы пузыря,@Null@,,,
145,Принц развлечен,"Развлечения - это принц волшебной феи крепости, с голубыми волосами, он покинул крепость из-за недоразумения с волшебной феей королевой. Хотя он может выглядеть круто на улице, он на самом деле является гребленным старшим братом, наполненным праведностью и маленькой гордостью.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: звезды, сияющие вокруг тела!",@Null@,,,
146,Цветы,"Сакура расцветает на пути, поскольку зеленая ива растут рядом с прудом, когда проглотит чистота, но еще один год пропавшей любви прошел. #R Как наследник садовой империи, цветет тщательно охранять величественные цветочные кровати Nioh Star. Поскольку сезон цветов заканчивается, она осторожно прикасается к горшечному заводу с молнией и прошептала: если бы вы все еще были вокруг ... Все было бы лучше.",@Null@,Avatar: разблокирование изображение профиля,Эффекты тела: плавающие с лепестками вокруг тела!,@Null@,,,
147,Молния,"То, что лежат за пределами облаков, которые вы спросили, ничего, кроме дождя, грома, ветра и молнии и мысли снега. #R молния любит гулять среди облаков. Он часто использует свою магию, чтобы летать на небе, просмотра по всему городу людей, грубия через дождь и снег. На данный момент он вспоминает встречу на NioH Star: эта очаровательная леди и красивые цветочные кровати ее родного города.",@Null@,Avatar: разблокирование изображение профиля,След: листья воды капельки.,@Null@,,,
148,Зима,"Ничто не сравнится с красотой северного сияния здесь, кроме вас. #R Одинокие звездные путешественники, проклятые пустоты, чтобы защитить свою родину. Как один из опекунов сезона, он вызвался стать оружием для звездной планеты, приведя гнев на своих врагов, против его нежной природы. Самая страшная метель шторма вы можете себе представить.",@Null@,Avatar: разблокирование изображение профиля,След: оставляет небольшую вселенную след.,@Null@,,,
149,Редкость,"Она - дива из Понивилля, красивого и элегантного, уверенного и полного очарования, является гениальным дизайнером моды с собственным магазином моды. Она любит видеть пони, одетые в костюмы, которые она спроектировала и сделана.",@Null@,Avatar: разблокирование изображение профиля,Физические эффекты: маленький бриллиант!,@Null@,,,
150,Applejack,"Applejack имеет хорошее качество честного и полезного, часто поддерживает и защищает своих друзей. Она в основном несет ответственность за уборку яблок в сладком яблоневом саду, а домашняя собака начнется ее хорошим партнером. Applejack представляет «честный».",@Null@,Avatar: разблокирование изображение профиля,"Эффект тела: маленькое яблоко, плавающее вокруг тела!",@Null@,,,
151,Aladdin.,"«Продолжить след Кусьи, отправляйтесь на сокровище лунного песка, Аладдин ...»
Используется таинственным волшебником, я получил безразложенную волшебную книгу «одна тысяча одна ночь» в лунном руине песка, который полон ловушек. Он полон решимости сопротивляться, поэтому он приступил к путешествию в поисках сокровищ лунного песка.",@Null@,Avatar: разблокирование изображение профиля,"Эффект тела: Таинственные символы, плавающие вокруг тела!",@Null@,,,
152,Pinocchio,"Несмотря на то, что из дерева, чтобы чувствовать тепло, он охотно обнимает горящее пламя.",@Null@,Avatar: разблокирование изображение профиля,След: оставляет след боути.,@Null@,,,
153,Таша,"Жизнь - это тесные часы, люди устали от его вращения, но боится, что он остановится в лучший момент.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: сияющие перья, плавающие вокруг тела!",@Null@,,,
154,Эми,"Эми, Джесси и Алисса - лучшие и вместе бороются с черным демоном Господом. Чувство запаха Эми особенно чувствительно. После того, как став волшебной феей, часто обнаружил врага со своим чувством запаха, что много помогает. Хотя она нежная, легко плачет, но она жестче она выглядит и очень спокоена, когда неприятности находят ее.",@Null@,Avatar: разблокирование изображение профиля,След: оставляет след звезд на след.,@Null@,,,
155,Джесси,"Эми, Джесси и Алисса - лучшие и вместе бороются с черным демоном Господом. Джесси чувствительна к цветам, и ее воображение превышает простых людей. Она редкая роспись гения. Хотя она редко говорит много, но она очень добрая, хотя ее личность несколько постоянно и упрямая.",@Null@,Avatar: разблокирование изображение профиля,"Эффект тела: розовый гламур, плавающий вокруг тела!",@Null@,,,
156,Alyssa,"Алисса - это принцесса Королевства Фортского Королевства Форт. У нее красивые светлые волосы, с двойным хвостом, носящим корону. Ее персонаж живой и веселый, люблю говорить и авантюристым, бесстрашным, но и импульсивно. Краски с волшебными цветами, когда она не счастлива.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: волшебная энергия, плавающая вокруг тела!",@Null@,,,
157,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
158,Vampiric Magician Lotte,"Свисток, снежный перо сыч летал, остановился в плечах подростка.
Бледно-белый кожный подросток берет письмо от совы, подмигивая зелеными глазами, он наклонил голову, чтобы спросить,
""Вы видели это вампир, который знает магию?""",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: волшебные звезды, плавающие вокруг вас!",@Null@,,,
159,Лунная фея,@Null@,@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: Цветы и белые зайчики принты, плавающие вокруг вас!",@Null@,,,
160,Нефрита,"Lotus Paste или Jujube Paste? Заварной крем или матча? У нас все!
Маленькие луновые пирожные, в его круглой внешней коже, лежит чудеса внутри, полна сюрпризов.
Эта леди шеф-повар будет эксплуатироваться неограниченное творчество, приведя десерты в китайском стиле на целый новый уровень, который связан с трендом во вселенной! А ты, готов принять этот сладкий небесный вкус?",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: маленькие бабочки, плавающие вокруг вас!",@Null@,,,
161,Трубач нита,"Нита изначально была фарфоровой куклотой кролика в саду дома Розель. Она свидетелем ситуации, когда Розель пыталась практиковать магию в саду каждую ночь, потому что она пропустила свою мать, и ей дала жизнь магией. Проходя через джунгли и отталкивая шипы, она просто хотела позволить волшебному саду снова цвести.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: музыкальные ноты, плавающие вокруг вас!",#cda5b0a ограничено выходом подарочной коробки Dream Building #n,,,
162,Барабанщик Ник,"Ник и его сестра Нита - пара кроличьих керамических украшений, что проводник дал в саду розель дома. В отличие от Nita, которая хочет остаться в саду, Ник тайно чувствует, что он важнее для проводника и хочет вернуться к оркестру.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: музыкальные ноты, плавающие вокруг вас!",#cda5b0a ограничено выходом подарочной коробки Dream Building #n,,,
163,Драконбелл,@Null@,@Null@,Avatar: разблокирование изображение профиля,Следы: паровые плиты оружия остаются куда угодно.,@Null@,,,
164,Девятнадцать,"Эй, он выглядит как ребенок, но он является фактическим мастером. При наличии Мастера Ванли и его братьев убийца «Летающий дракон» не будет легко раскрываться. Конечно, я все еще люблю играть в игры с моими братьями больше всего! Если вы проиграете ... Я заплачу за тебя!",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: частицы энергии, плавающие на голове!",@Null@,,,
165,Милая Тедди,"Мягкость мягких конфет и жесткость твердых конфет с точки зрения наследства. Просто с мягкостью посередине, мягкой и жесткой в ​​пакете, с точки зрения инноваций, медведь конфеты является лучшим. Тысяча слов, сердце маленького медведя - сладкое.",@Null@,Avatar: разблокирование изображение профиля,"Следы: Конфеты будут сброшены, и медведь следы останутся, где бы вы ни ходили.",#cda5b0a ограничено выходом подарочной коробки Dream Building #n,,,
166,Мечтательно,"Знание - это мое подпись действий. Каждый звонит мне день мечтателя. Солнце, звезды и луна в моей мягкой подушке. Положить повязку и сразу заснуть. День и ночь, приходите и мечтайте со мной!",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: сонные пузыри, плавающие на теле!",#cda5b0a ограничено выходом подарочной коробки Dream Building #n,,,
167,Полли,"Когда туманы жизни раскрыты, вы смеете подходить к тому, что скрытая дверь скрывает правду?
Она - королева «замка, которая командовала командой, и техникой, которая была заключена в тюфячке, которая была заключена в тюрьме на дому. Вы это слышали? Как она громко говорит:« Тот, кто скорбит меня, наверняка станет неудачниками под моей юбкой! »",@Null@,Avatar: разблокирование изображение профиля,"Ходячие следы: оставляя следы светящихся пузырьков, где бы вы ни ходили.",@Null@,,,
168,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
169,Сирена,"Как птицы поют и танцуют, как это связано с чем-то о сердцах людей. Как прошло время, и ветерок был слабым, появится ли правитель мира. Она понимает свою судьбу и убеждения. Потому что то, что нужно охранять, более ценными, чем золотые и украшения.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: Золотые листья гинкго, плавающие на теле!",#cda5b0a Interactive: Вы можете запустить интерактивное действие с пустым Hou! #n,,,
170,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
171,Небо маркиз,"Император, в ловушке в кошмаре борются, чтобы найти затянувшуюся славу. Пока он услышал крик души ... Ты слышал пение ...? Следуйте и оставайтесь в живых!",@Null@,Avatar: разблокирование изображение профиля,Тело спецэффекты: Циан энергии частицы плавают на теле!,#cda5b0a взаимодействие: вы можете запустить интерактивные движения с началом камышевки! #n,,,
172,Ни Ю 'ер,"Танцующие юбки и поющие фанаты, неоновая одежда и перья, 
 Нравится мой вентилятор и одежда? 
 Просто найдите эту девушку!",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: вокруг плавают зеленые цветы!,,,,
173,Се Чжили,"В начале человека природа по своей сути хороша. Секс близок, а привычка далека. 
 Если вы хотите, чтобы я сказал, драться и убивать - это совсем не круто.",,Фотография профиля: разблокировать фотографию профиля.,Эффекты тела: китайские иероглифы плавают вокруг тела!,,,,
174,Каспен,"Ручной фонарь, с вороном на плече, который является опекуном ночи?
Тело наделено способностью разгонять тьму, но только жаждут мирных и хороших сна.
Если кто-то не хорошо, позвольте ему попробовать мой крест!",@Null@,Avatar: разблокирование изображение профиля,"Следы: черное пламя осталось везде, где вы ходили.",@Null@,,,
175,Оливия,"Ночь украшена юбкой пряжей, никто не бощается за букеты. Бессмертный цветок, который не живет и не умирает, не умирает, не хочет, не может сказать мне, кто спас меня поднять ворону?",@Null@,Avatar: разблокирование изображение профиля,"Следы: розы остаются везде, где вы ходили.",@Null@,,,
176,Юна,"Сегодня вечером превращайтесь в милый черный кот и пойдете к людям, чтобы осуществлять права этой ведьмы!",@Null@,Avatar: разблокирование изображение профиля,Эффекты тела: загадочные летучие мыши окружают тело!,@Null@,,,
177,Эндрю,"Поскольку ночь упала, тьма постепенно окутала мир. Пауки формируют сеть, летучие мыши путешествия, я таинственный и красивый дух Хэллоуина.",@Null@,Avatar: разблокирование изображение профиля,Эффекты тела: загадочные летучие мыши окружают тело!,@Null@,,,
178,Extreme Beast Agent Wolf Silver,"Волк Серебро родился в бело-клане Wolf, родился Agile, спокойный и решающий. Он является членом Специальной агентской организации High Manda Star - «Атака зверя». Оружие, используемое столкновением, - это лезвие пистолета, с помощью Mecha Meow. В команде он действует как нападающий в бою в середине до закрытия. Роторный дрон, как правило, скрытый в перчатке, может быть использован для помощи атака.",@Null@,Avatar: разблокирование изображение профиля,"Следы: иконы агента остаются везде, где вы ходили.",@Null@,,,
179,Принцесса души,"Наименное имя - HUA Ling, и большинство людей называют душой принцессы. Она богиня, которая охраняет жизнь. Она живет в красивом и великолепном цветочном храме, уважающей жизнь и душу. Охраняя мировые существа с любовью, не только дает людям чувство близости снаружи, но также очень нежно внутри.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: есть цветы и бабочки, плавающие на теле!",@Null@,,,
180,Драгонский,"Затворная девушка FairyLand Dragon, но имеет сердце, полное воображения и стремление к свободе. Случайно встретил чешуйчатую, маленький драгонку и сформировал дружбу для обмена закусками. Я набрал много знаний о внешнем мире от чешуйчатых, надеясь пригодиться один день.",@Null@,Avatar: разблокирование изображение профиля,"Прогулка по следам: оставляя костные следы, куда бы вы ни ходили.",#cda5b0a ограничено выходом подарочной коробки Dream Building #n,,,
181,Экспертный крутящий момент Турции,"Крутящий момент - таинственный шеф-повар приготовления звезды. Владеет магазином Турции, который открывается только при приближении благодарения в течение года. И каждый раз, когда он кажется, он неизбежно принесет свою подпись блюдо-жаркую индейку.",@Null@,Avatar: разблокирование изображение профиля,"Следы: следы индейки остаются везде, где вы ходили.",#cda5b0a ограничено выходом подарочной коробки Dream Building #n,,,
182,Клубничное варенье ягоды,"Ягода - это человек, который знает клубнику лучше всего. Она наслаждается каждым аспектом клубники, от посадки и основания к цвету и плодоношению, от выбора в поле для обслуживания стола, Берри наслаждается этим.",@Null@,Avatar: разблокирование изображение профиля,"Следы: клубничные следы остаются везде, где вы ходили.",#cda5b0a ограничено выходом подарочной коробки Dream Building #n,,,
183,Ганеш,"Ганеш сочетает в себе мудрость и искусство, чтобы разрушить препятствия и приносить успех и счастье. В мире не будет совершенной и идеальной судьбы. Все, кто хочет добиться успеха, приобретают знания или мудрость, должны прилагать усилия и жертвы.",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: лепестки лотоса, плавающие на теле!",@Null@,,,
184,Эдм Queen Sasha.,"Саша является самым популярным певцом в Террастаре, но ее популярность также вызвала свои основные проблемы, а музыка Саши некоторое застоялась. Пока она не встретила мини-бита случайно, этот чрезвычайно талантливый DJ вдохновил ее и начал экспериментировать с электронным созданием музыки, что привело Сашу в вершину своей карьеры в качестве певицы снова ...",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: красочные ноты, плавающие на теле!",@Null@,,,
185,Небесного опекуна Юни,"В волшебном лесу звезды сказки, где последняя группа единорогов в домене Phoenix жила. В эпоху, когда магия все чаще скудна, единороги также сталкиваются с исчезновением. Будучи самым молодым в группе, Юни вызвался и вступил в неровное путешествие, чтобы использовать специальность лесов «Magic Pearl» в обмен на волшебную силу волшебника ...",@Null@,Avatar: разблокирование изображение профиля,Следы: оставляет след в виде галстука-бабочки.,@Null@,,,
186,Юнь Шан,"Она является дизайнером костюма с полными практическими возможностями и воображением, а также межзвездочный путешественник, который обращает внимание на творчество и наследство.
Она заслонялась между различными планетами на территории звезды дракона, изучая различные стили одежды.
Если вы хотите попробовать различные стили-одежды, ищите ее!",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: розовые цветы, плавающие на теле!",@Null@,,,
187,Сян Эр,"Xiang Er - приготовление зимнего посла Звезды, и она работает днем ​​и ночью, чтобы организовать зимний фестиваль. От зимнего солнцестояния до Нового года она всегда занята, и прежде чем она поймет ее, новый год был здесь снова!",@Null@,Avatar: разблокирование изображение профиля,"Следы: следы ягненка остаются везде, где вы ходили.",@Null@,,,
188,Ting Huai,"Большое ожидаемое детское вунгидное талант, стало просвещенным, когда он собирался приземлиться свою мечту, и встал на дорогу как блуждающий босиком ученый. Помогая ученикам Stargate случайно, он смог войти в сказку и начал путешествие фантастической версии «Peach Blossom Spring» ...",@Null@,Avatar: разблокирование изображение профиля,"Эффекты тела: бамбуковые листья, плавающие на теле!",@Null@,,,
189,Лев танцовщица драконее,@Null@,@Null@,Avatar: разблокирование изображение профиля,"Следы: оставьте следы гортензии, куда бы вы ни ходили.",@Null@,,,
