ID,描述
5129,@Null@
5130,@Null@
5131,@Null@
5132,@Null@
5133,@Null@
5134,@Null@
5135,@Null@
5136,@Null@
5137,@Null@
5138,@Null@
5139,@Null@
5140,@Null@
5141,@Null@
5142,@Null@
5143,@Null@
5144,@Null@
5145,@Null@
5146,@Null@
5147,@Null@
5148,@Null@
5149,@Null@
5150,@Null@
5151,@Null@
5152,@Null@
5153,@Null@
5154,@Null@
5155,@Null@
5156,@Null@
5157,@Null@
5158,@Null@
5159,@Null@
5160,@Null@
5161,@Null@
5162,@Null@
5163,@Null@
5164,@Null@
5165,@Null@
5166,@Null@
5167,@Null@
5168,@Null@
5169,@Null@
5170,@Null@
5171,@Null@
5172,@Null@
5173,@Null@
5174,@Null@
5175,@Null@
5176,@Null@
5177,@Null@
5178,@Null@
5179,@Null@
5180,@Null@
5181,@Null@
5182,@Null@
5183,@Null@
5184,@Null@
5185,@Null@
5186,@Null@
5187,@Null@
5188,@Null@
5189,@Null@
5190,@Null@
5191,@Null@
5192,@Null@
5193,@Null@
5194,@Null@
5195,@Null@
5196,@Null@
5197,@Null@
5198,@Null@
5199,@Null@
5200,@Null@
5201,데이터 조회
5202,게임을 계속합니다
5203,(이메일을 입력하십시오)
5204,@Null@
5205,@Null@
5206,@Null@
5207,@Null@
5208,@Null@
5209,@Null@
5210,@Null@
5211,@Null@
5212,@Null@
5213,@Null@
5214,@Null@
5215,@Null@
5216,@Null@
5217,@Null@
5218,@Null@
5219,@Null@
5220,@Null@
5221,@Null@
5222,@Null@
5223,@Null@
5224,이전 페이지(←)
5225,(→)다음 페이지
5226,@1m 이내에 있습니다
5227,@1m를 벗어나 있습니다
5228,해당 친구가 제한에 도달하였습니다
5229,해당 칭구의 요청이 제한에 도달하였습니다
5230,@Null@
5231,@Null@
5232,@Null@
5233,@Null@
5234,@Null@
5235,@Null@
5236,보여주기
5237,도구의 잠금 해제는 과채에서 가능합니다
5238,그림자
5239,반사
5240,다시 불러오기
5241,보기
5242,화면 설정
5243,표준
5244,고화질
5245,극단적
5246,커스텀
5247,효과 옵션
5248,안개 효과
5249,수중 가성
5250,체적 광선
5251,다이나믹 스카이
5252,수동으로 화면 설정 조정
5253,다이나믹 플랜트
5254,컬러 필터
5255,투광 조명
5256,프레임률
5257,프레임 속도 표시
5258,구성 스위치 설정이 감지되면 카드가 전환됩니까?
5259,무제한
5260,부드러운
5261,높은
5262,그림자
5263,물의 반영
5264,다이내믹 라이트
5295,잠금 해제에 성공하였습니다 작은 콩 보너스 @1을 받습니다
5296,아바타 프레임 잠금 해제에 성공하였습니다
5297,아바타 프레임 변경에 성공하였습니다
5298,해당 아바타 프레임을 이미 사용 중입니다
5299,우선 해당 아바타 프레임을 얻어야 합니다
5300,기본 아바타 프레임
5301,Google
5302,Google
5303,Google
5307,@Null@
5310,@Null@
5312,@Null@
5313,@Null@
5336,@Null@
5344,APP Store
5345,@Null@
5346,@Null@
5347,@Null@
5348,@Null@
5349,Steam
5402,@Null@
5410,@Null@
5411,@Null@
5993,@Null@
5994,@Null@
5995,@Null@
5996,@Null@
5997,@Null@
5998,@Null@
5999,@Null@
6000,작은/큰/황금 과일 숙성은 1/5/10 진행을 증가시킵니다
6001,제한된 구매
6002,초기 황금 과일 보상이 없습니다
6003,정원 선물 상자가 없습니다. 레벨이 충분하지 않습니다.
6004,정원 선물 상자를 요구하였습니다
6005,더 많은 과일을 숙성시켜야 합니다
6006,정원 노점이 존재하지 않습니다
6007,정원 노점 상품이 존재하지 않습니다
6008,노점 상품이 최대 제한에 도달하였습니다
6009,현재 과정
6010,#R보너스가 두배 입니다
6011,나무(사각)
6012,나무(원형)
6013,Internal network verification success
6014,Online
6015,Binding IP error
6016,Device num error
6017,Login error
6018,The account cannot have Spaces
6019,@Null@
6020,@Null@
6021,@Null@
6022,@Null@
6023,@Null@
6024,@Null@
6025,보관소
6026,해당 플레이어는 현재 공유하고 있는 내용이 없습니다
6027,선
6028,색상 선택
6029,최근 사용한 색상
6030,맵
6031,최근의
6032,공식
6033,플레이어
6034,현재 색상
6035,빨간색
6036,핑크색
6037,자홍색
6038,자주색
6039,감청색
6040,파란색
6041,담청색
6042,하늘색
6043,청록색
6044,녹색
6045,연두색
6046,옅은 녹색
6047,노란색
6048,치자색
6049,오렌지색
6050,주색
6051,갈색
6052,회색
6053,검정색
6054,흰색
6055,색상
6056,색상 번호
6057,맵 공유
6058,요약
6059,저작자는 본인을 소개하지 않았습니다
6060,평가 없음
6061,평가 선택
6062,새로운 평가
6063,이벤트
6064,기술
6065,(맵 관리@CN)
6066,나의 작업
6067,나의 구독
6068,나의 구매
6069,나의 지갑
6070,이곳을 클릭하여 최신 작업 내용을 살펴보십시오
6071,당신이 가입한 저작자의 상태를 확인하십시오
6072,코인으로 잠금을 해제한 맵을 확인하십시오
6073,추가 내용을 위한 공인 인증 적용
6074,드레스 업
6075,이곳을 클릭하여 주제를 입력하십시오
6076,이곳을 클릭하여 내용을 입력하십시오
6077,저작자
6078,주제는 40자를 초과하여서는 안 됩니다
6079,내용은 800자를 초과하여서는 안 됩니다
6080,마우스 중간 버튼을 클릭하여 PC 버전의 색상을 복사하십시오
6081,큐브를 지정한 후 즉시 탭하여 모바일 버전의 색상을 복사하십시오
6082,이 곳을 탭하여 저작자의 자기 소개를 확인하십시오
6083,패스워드 찾기
6084,이메일 확인
6085,패스워드 재설정을 요구하였습니다. 우선 이메일 주소를 확인해 주십시오
6086,이메일
6087,이메일 주소가 잘못되었습니다
6088,해당 이메일은 어떠한 UID에도 연결되어 있지 않습니다
6089,잘못된 캡차
6090,PC 버전의 커다란 방
6091,해당 맵을 열기 위해서는 @명 이상의 플레이어가 필요합니다. 설정을 변경하십시오
6092,컴퓨터 사양에 따라 플레이어 수는 @명으로 설정할 것을 권장합니다
6093,현재 네트워크 성능을 검사 중입니다
6094,검사 수행
6095,속성 확인
6096,백뷰(제 3자 관점)
6097,사이드 뷰
6098,쿼터 뷰
6099,십자선 참조
6100,화면 중앙 십자선
6101,캐릭터 얼굴 방향
6102,이동 제한
6103,좌&우만
6104,위&아래만
6105,UDLR만
6106,전방향
6107,모드
6108,캐릭터 추적
6109,자유 모드
6110,뷰 회전
6111,양자 모두
6112,어느 쪽이든
6113,캐릭터 회전(뷰는 회전하지 않음)
6114,뷰 회전(캐릭터는 회전하지 않음)
6115,회전 제한
6116,추적 이동
6117,이동 시 캐릭터는 회전하지 않습니다
6118,이동 시 캐릭터가 회전합니다
6119,뷰 검사
6120,태만
6121,뷰
6122,생존 모드에서 무작위 산란 가능
6123,생존 모드에서 무작위 산란 불가
6124,무작위 산란 포인트(#c0aaa1a켬#n)
6125,무작위 산란 포인트(#cef2d2d끔#n)
6126,(생존 맵의 무작위 산란 지점)
6127,(생존 맵의 비무작위 산란 지점)
6128,세계 설정
6129,초기 설정
6130,게임 목표
6131,팀 설정
6132,디스플레이 설정
6133,맵 시간
6134,현재 시간
6135,잠금 시간
6136,배치 허가
6137,사용 허가
6138,파괴 허가
6139,날씨
6140,옵션
6141,해&비 교차
6142,해&비 교차
6143,비
6144,몬스터 생성
6145,몬스터 생성
6146,동물 생성 여부
6147,중력 설정
6148,복합 중력
6149,참여 제한
6150,현재 게이머
6151,구성원
6152,시작
6153,승인 허가
6154,집주인 개방
6155,선수는 충분하다
6156,자동 개방
6157,게임 시간
6158,시간 제한 여부
6159,현재 시간
6160,승리 조건
6161,점수
6162,팀 승리
6163,팀 패배
6164,점수 설정
6165,플레이어를 죽일 때 점수
6166,몬스터를 죽일 때 점수
6167,별을 수집할 때 점수
6168,목표 점수
6169,도달 점수
6170,현재 점수
6171,커스텀 모드에서 재설정 후 나가기
6172,재설정 여부
6173,팀 수
6174,현재 수
6175,공격 모드
6176,팀들 간 공격
6177,플레이어 공격 금지
6178,자유 공격
6179,뷰 설정
6180,메인 뷰
6181,뒷면 뷰
6182,전면 뷰
6183,쿼터 뷰 잠금
6184,커스텀 뷰 잠금
6185,뷰 잠금
6186,맵 표시
6187,다른 팀 확인 가능
6188,다른 팀 확인 불가
6189,이름 표시
6190,모두 확인 가능
6191,자기 팀만 확인 가능
6192,적 팀만 확인 가능
6193,모두 확인 불가
6194,십자선
6195,표시
6196,점수 및 시간
6197,가능한 배틀 팁
6198,배경 음악
6199,사망 시 드롭
6200,일반 드롭
6201,가방 비우기
6202,아이템 보유
6203,생명 제한 여부
6204,현재 생명 수
6205,부활 간격
6206,부활 보호
6207,산란 포인트 규정
6208,무작위 팀 지점으로 부활
6209,근처 팀 지점으로 부활
6210,부활 설정
6211,최소 플레이어 수
6212,기타 설정
6213,원하는 위치로 뷰 이동 ~ 키를 눌러 마우스로 변환하십시오
6214,복귀 버튼을 클릭하여 검사 후 저장하십시오. ~ 키를 눌러 마우스로 변환하십시오
6215,공유 전에 친구를 1명 이상 추가하십시오
6216,이곳에서 자기 소개를 변경하십시오
6217,유효하지 않은 활성화 코드
6218,확대
6219,확대
6220,없음
6221,천장을 기어 가십시오
6222,태양에서 나오는 그림자를 향해 가십시오
6223,태양으로 가는 길을 찾으십시오
6224,수영 가능
6225,물로 가는 길을 찾으십시오
6226,비행
6227,가까운 문 통과 가능
6228,목표의머리 위로 점프하십시오
6229,점프 공격
6230,회피율
6231,불에 대한 면역
6232,숨겨진 장소를 찾으십시오
6233,태양 아래 있을 때 대미지를 받습니다
6234,생명체를 받쳐 주십시오
6235,블록으로 유인
6236,밤의 스토킹
6237,구경꾼
6238,한 곡 추시겠습니가?
6239,행진을 시작하십시오!
6240,블록에 대한 반응
6241,대미지 후 달아나기
6242,항상 졸립습니다
6243,이기십시오!
6244,식품을 따라가십시오
6245,공유하십시오
6246,소극적
6247,생명체의 독특한 특징
6248,생명체 선택
6249,지지율
6250,블록 선택
6251,접근율
6252,접근 속도
6253,스토킹 비율
6254,시야 차단
6255,쫓아가는 속도
6256,식품 선택
6257,유인 범위
6258,춤 범위
6259,친구 수
6260,춤을 추는 비율
6261,춤을 추는 시간
6262,생명체 선택
6263,추방률
6264,추방력
6265,블록 선택
6266,반응률
6267,접근 속도
6268,검색 범위
6269,파괴나 사용
6270,트리글 HP
6271,취침률
6272,취침 시간
6273,생명체 선택
6274,공격률
6275,쫓아가는 속도
6276,식품 선택
6277,이동을 통한 도발
6278,검색 범위
6279,시간
6280,예
6281,아니오
6282,조각
6283,초
6284,휴식
6285,사용
6286,있다#c0aaa1a%s#n확률이 가까워요#c0aaa1a%s#n
6287,매우 좋아한다#c0aaa1a%s#n，있다#c0aaa1a%s#n확률이 다가오다
6288,"저녁에 만약 노리개를 만나면, 한토막 거리를 따라간다"
6289,손에 들고 있을 거예요#c0aaa1a%s#n의 노리개
6290,"만약#c0aaa1a%s#n범위 내의 동종 수가 초과되다#c0aaa1a%s#n자, 같이 춤 출 수 있다"
6291,있다#c0aaa1a%s#n확률 이 근근 이다#c0aaa1a%s#n발로 차라!
6292,있다#c0aaa1a%s#n확률#c0aaa1a%s#n#c0aaa1a%s#n범위 내적#c0aaa1a%s#n
6293,생명이 되다#c0aaa1a%s#n도망가다
6294,있다#c0aaa1a%s#n확률 조금 자요
6295,있다#c0aaa1a%s#n확률 이 맞다#c0aaa1a%s#n공격 을 발기 하다
6296,손에 들고 있을 거예요#c0aaa1a%s#n적플레이어가다
6297,노려보다#c0aaa1a%s#n범위 내의 플레이어 가 보다
6298,느끼는 속도
6299,AI 특징의 수는 20이하여야 합니다.
6300,생명체 특징
6301,특징
6302,매개변수 설정
6303,Dev 모드
6304,지역 모드
6305,지형
6306,유형
6307,"코드를 잊어버릴 경우, 무작위로 재생"
6308,일반 모드
6309,모험 모드
6310,생성 모드
6311,고전
6312,하드코어
6313,무작위
6314,방대한
6315,평야
6316,블록을 선택해 주십시오
6317,생명체를 선택해 주십시오
6318,식품을 선택해 주십시오
6319,저장 파일 명
6320,크기 설정
6321,지형 선택
6322,풍경 선택
6323,플러그인 선택
6324,새로운 기능
6325,식물 블록
6326,기능성 블록:
6327,고체 블록
6328,플러그인
6329,플러그인 선택
6330,플레이어가 죽은 후
6331,생명 제한
6332,iOS 친구를 초대하십시오!1친구들이 iOS버전을 다운로드 받도록 초대하고 아래의 초대자 UID란에 당신의 UDI를 입력하도록 하십시오. 보상과 멋진 보너스를 받을 것입니다!2 성공적인 초대 보상을 위해 초대받은 사용자는 #cfa7a0f24시간 이내에 링크된 이메일로 본인의 UID를 전송해야 합니다#n.3 새로 등록한 플레이어는 하나의 초대자 UID만 입력할 수 있습니다
6333,각플레이어는 목숨을 한 개 가지고 있지만 죽기는 수천 번 죽습니다. 당신의 삶을 소중히 여기십시오!
6334,가입
6335,가입
6336,지역 모드
6337,고전적입니다!
6338,공식서버
6339,본 맵을 다운받아 방을 개설할 수 있습니다
6340,최대 6개 롤러 코스터를 놓을 수 있습니다
6350,당신은 iOS 버전의 초보자가 아닙니다
6351,잘못된 UID를 입력하였습니다
6352,당신의 UID를 입력해 주십시오
6353,"당신이 입력한 UID는 @1 입니다, 이를 제출하시겠습니까?"
6354,요청 전송 완료 보너스를 나중에 찾아가십시오
6355,죄송하지만 당신은 초보자가 아닙니다
6356,아직 어떠한 이메일에도 연결하지 않았습니다
6357,이미 본 보너스를 교환해 갔습니다
6358,잘못된 UID를 입력하였습니다
6359,ET가 서버를 납치했습니다. 이후 다시 한 번 시도하십시오
6360,Ios 장치에 로그인 하십시오
6361,입력한 UID를 다른 플레이어가 요청하였습니다
6362,입력한 UID가 24시간 후에 반환됩니다
6363,관련 요구사항을 충족시키지 못하였습니다
6364,문자에 색상을 적용하지 않도록 합니다. 색상 효과를 제거한 후 다시 전송할 수 잇습니다
6365,치명타
6366,2중 공격
6367,3중 공격
6368,엄청난 공겨
6369,멈출 수 없는 공격
6370,우세적
6371,몬스터 공격
6372,광란
6373,신과 같음
6374,엄청남
6375,플레이어가 아닌 발사 무기 차단
6376,설명
6377,기능
6378,뇌우
6379,나쁜 날씨
6380,눈
6381,모래폭풍
6382,폭풍
6383,눈보라
6500,손으로 치기
6501,손으로 치기에 대한 설명
6502,손으로 파기
6503,손으로 파기에 대한 설명
6504,드릴 파기
6505,드릴 파기에 대한 설명
6506,불지르기
6507,불지르기에 대한 설명
6508,쟁기질
6509,쟁기질에 대한 설명
6510,강력한 공격
6511,강력한 공격에 대한 설명
6512,개 소환
6513,개 소환에 대한 설명
6514,점화
6515,점화에 대한 설명
6516,화살 쏘기
6517,화살 쏘기에 대한 설명
6518,치료
6519,치료에 대한 설명
6520,텔레포트
6521,텔레포트에 대한 설명
6522,빵 생산
6523,빵 생산에 대한 설명
6524,생명체 테이크 다운
6525,생명체 테이크 다운에 대한 설명
6526,내구성이 충분하지 않습니다!
6527,굶주림이 충분하지 않습니다!
6528,불충분!
6529,@Null@
6530,@Null@
6531,@Null@
6532,@Null@
6533,@Null@
6534,@Null@
6535,@Null@
6536,@Null@
6537,@Null@
6538,@Null@
6539,@Null@
6540,@Null@
6541,@Null@
6542,@Null@
6543,@Null@
6544,@Null@
6545,@Null@
6546,@Null@
6547,@Null@
6548,@Null@
6549,@Null@
6550,@Null@
6551,생명체
6552,큐브
6553,기타
6554,페이스북 연결
6555,페이스북 계정
6556,"주의#r1.패스원드나 UID를 잊어버렸을 경우, 페이스북 계정으로 전환할 수 있습니다#r2.1 UID를 1 개의 Facebook 계정으로 바인딩 할 수 있도록 허용하십시오. AnoTher UID를 바인딩하려는 경우 바인딩하십시오"
6557,페이스북 계정 전환
6558,"1진행 전, 현재 UID에 대한 패스워드를 설정해야 하며 그렇지 않을 경우 계정을 잃게 됩니다!#r2로그인 할 해당 페이스북 계정이 UID와 연결되지 않을 경우, 페이스북 계정에 자동으로 연결되는 UID를 받습니다"
6559,FB 로그인
6560,UID/이메일
6561,유효하지 않은 UID/이메일
6562,페이스북 로그인 성공
6563,페이스북 로그인 취소
6564,페이스북 로그인 실패
6565,해당 페이스북 계정을 이미 사용 중입니다
6566,로그인
6567,@Null@
6568,초기화하지 못했습니다. 모바일 네트워크 및 Google Play 결제 설정을 확인하십시오.
6569,"충전 실패, Google Play 결제 설정 확인"
6570,회로망
6571,팻
6572,고급 모드
6573,미니 월드를 즐겨주십시오!
6574,극하느이 도전을 위한 기회는 한 번 뿐입니다
6575,당신만의 세계를 만드십시오
6576,"무작위 세계, 모든 세계에서의 새로운 경험"
6577,경계가 없는 세계 및 지역 설정
6578,플러그임 선택
6579,플러그인 로등
6580,고급 물리학
6581,고급 물리학 타이틀
6582,고급 물리학 설명
6583,고급 물리학 설정
6584,"Max Blocks, Creatures and Items Plugin은지도 당 300 개입니다."
6585,센서 블록
6586,수퍼 트리거 블록
6587,지도 안정성
6588,물리적 특성이 너무 많은 항목은 게임 지연을 유발할 수 있습니다 (설정에서 표시를 사용 중지 할 수 있음).
6599,항목을 삭제하는 데 실패했습니다.
6600,장비 라이브러리
6975,북 메이킹 워크 벤치
6976,고장
6977,도서 분해
6978,이 상자에 선택한 책 놓기
6979,분류를 클릭하여 책을 분해합니다.
6980,선박
6981,도서 정보
6982,@Null@
6983,@Null@
6984,@1의 책
6985,@Null@
6986,도서 이름
6987,저자
6988,소개
6989,외관
6990,공예 도서
6991,시작
6992,가죽 스크롤을 선택하고 왼쪽에서 오른쪽 순서대로 배치합니다.
6993,책 분류에서 가죽 스크롤 지우기
6994,책을 선택하고 오른쪽 상자에 넣으십시오.
6995,배낭이나 단축 바에 사용 가능한 공간이 없습니다.
6996,이전에 만들어진 책을 배낭에 넣어 라.
6997,도서 정보의 도서 이름 및 저자 정보 입력
6998,도서 정보의 저자 정보 입력
6999,도서 정보에 도서 이름 입력
7000,가죽 두루마리 두 개 이상 입력하여 책 제작
7001,@Null@
7002,@Null@
7300,돌아 가기
7301,창고가 가득차면 정리하고 보상을 받으십시오.
7302,취소
7303,청소를하려고합니다.
7304,귀하의 창고가 가득 차고 일부 보상은 이메일로 발송됩니다.
7305,모두
7306,특징
7307,파편
7308,추출 가능
7309,창고 용량 :
7310,마운트가 한계에 도달했습니다. 업데이트가 완료 될 때까지 기다려주십시오.
7311,최대 문자 수에 도달했습니다. 버전 업데이트가 완료 될 때까지 기다려주십시오.
7312,최대 드레스 수에 도달했습니다. 업데이트가 완료 될 때까지 기다려주십시오.
7313,삽화가 들어있는 책의 수가 제한에 도달했습니다. 버전 업데이트가 완료 될 때까지 기다려주세요.
7314,성공적으로 복구 됨
7315,계정에 추가됨
7316,복구 총 수입 :
7317,다음 항목은 재생됩니다 (잠금 해제 된 항목 만).
7318,인벤토리가 가득 찼습니다.
7319,재고가 가득 찼습니다. 추가 보상이 우편으로 발송됩니다. 재고 정리 후 사용할 수 있습니다.
7320,창고가 가득 차 있습니다. 청소하십시오.
7321,네트워크에 연결할 수 없습니다.
7322,일시적으로지도를 검색했습니다. 네트워크 상태를 확인한 후 다시 시도하십시오.
7323,워크샵의 온라인 상태를 가져 오지 못함
7324,확인 코드
7325,"인증 코드는 '입니다.확인 코드 유효 기간 :@1, 5 분 이내."
7500,기록 설정
7501,지도 호스트가 아니며 레코드 기능을 사용할 수 없습니다.
7502,보관 파일이 가득 차면 먼저 정리하십시오.
7503,저장된 레코드
7504,"기록 보관소 가득 차있, 기록 기능은 무능하게했다"
7505,데이터 저장 공간이 가득 찼습니다. 레코드 기능이 비활성화되었습니다.
7506,50Mb 미만의 데이터 저장 용량
7507,남은 녹음 시간은 1 분 미만입니다.
7508,"아카이브 전체 기록, 저장된 레코드"
7509,재생 검토 중
7510,재생 속도
7511,카메라 설정이 저장되지 않았 으면 닫으면 설정을 잃게됩니다. 계속 하시겠습니까?
7512,자막 설정이 저장되지 않았 으면 닫으면 설정을 잃게됩니다. 계속 하시겠습니까?
7513,음악 설정이 저장되지 않았 으면 닫으면 설정을 잃어 버릴 것입니다. 계속 하시겠습니까?
7514,내 비디오
7515,다운로드 된 레코드
7516,모든 자료실
7517,레코드 편집
7518,재생 기록
7520,놀이
7521,중지
7522,기록 시작
7523,기록을 중지하고 저장 하시겠습니까? #r(레코드 아카이브에 레코드 저장)
7524,저장된 카메라 설정
7525,카메라 설정 편집
7526,연결된 카메라
7527,카메라 설정을 편집하기 전에 카메라 설정을하십시오.
7528,방향
7529,시작 시간
7530,카메라 설정을 편집하기 전에 자막을 설정하십시오.
7531,카메라 설정을 편집하기 전에 음악 설정을하십시오.
7532,@Null@
7533,카메라를 삭제하면이 카메라의 모든 설정이 지워지므로 삭제 하시겠습니까?
7534,기록 시작
7535,"기록 종료, 저장 완료"
7536,레코드 편집을 종료 하시겠습니까?
7537,레코드 보관 기능이 현재 닫혀 있습니다.
7538,레코드 보관 기능이 열려 있습니다.
7539,@Null@
7540,자막 편집
7541,본문
7542,글자 크기
7543,정도
7544,탑 센터 정렬
7545,중앙 정렬
7546,하단 맞춤
7547,큰
7548,중간
7549,작은
7550,에
7551,이 자막을 삭제 하시겠습니까?
7552,음악 편집
7553,음악
7554,반복
7555,미리보기를 종료 하시겠습니까?
7556,음악 선택
7557,아래 음악을 선택하십시오.
7558,이 음악을 삭제 하시겠습니까?
7559,미리보기 재생 중
7560,미리보기가 끝났습니다. 다시 재생 하시겠습니까?
7561,텍스트 입력이 잘못되었습니다. 다시 시도하십시오.
7562,지도보기
7563,기록 작성자
7564,지도 작성기
7565,다른 플레이어에게 카메라 기능 사용 가능
7566,지도 제작자가 카메라 기능을 사용 중지했습니다.
7570,기록
7571,보관 파일이 가득 차면 일부 레코드를 삭제하십시오.
7572,놀이
7573,시사
7574,카메라 추가
7575,효과 편집
7576,효과
7577,사진 필름
7578,거품
7579,구름
7580,은하
7581,흔들리는
7582,꽃잎
7583,"효과 편집 저장 안 함, 닫기 현재 편집을 모두 잃게됩니다, 닫으시겠습니까?"
7584,@1 레코드를 비디오 파일로 변환하고 장치 비디오 폴더에 저장 하시겠습니까? #비디오에 대한 예상 저장 용량은 @2입니다. 예상 변환 시간은 @3입니다.
7585,(참고 : 전환 기간은 레코드 길이와 관련이 있습니다. 잠시 기다려주십시오.)
7586,레코드 내보내기를 취소 하시겠습니까? 확인을 클릭하여 내보내기 기록을 종료합니다.
7587,"레코드 변환, @1이 걸릴 것으로 예상 됨"
7588,녹화 파일을 성공적으로 내보내고 비디오 폴더에 저장했습니다@1. 내보내기 인터페이스를 닫으십시오.
7589,이 기록은 이미 있습니다.
7590,수출 기록
7591,카메라 설정을 편집하기 전에 카메라 설정을하십시오.
7592,녹화를 중지하고 비디오 파일을 저장하시겠습니까? #r(비디오 파일은 시작 게임 - 지도 라이브러리에 저장됨)
7999,@Null@
8000,오염 지역
8001,첫 번째 게임은 안전 지역에서
8002,첫 번째 달리기는 안전한 시간으로
8003,게임에 참여하십시오
8004,오염 지역 설정
8005,지역
8006,비활성화
8007,"1. 고정 크기의 맵과 살기 위한 규칙을 적용합니다! 효과 적용을 위해 재로그인을 필요로 합니다.2. 빨간색 원 바깥쪽은 오염 지역이며 내부 흰색 원은 안전 지역입니다. 오염 지역에있는 사람들은 대미지를 받습니다. 3. 안전 시간 동안의 각 라운드 후, 오염 지역은 빨간색 원에서 흰색 원으로 옮겨가 새로운 안전 지역을 만듭니다. 안전 시간은 더욱 더 짧아지고 오염 지역에서의 대미지는 증가합니다."
8008,소유
8009,마운트 구매
8010,마운트 업그레이드
8011,다음 오염 지역을 축소합니다
8012,다음 오염 지역 축소를 완료합니다
8013,생존
8014,사용
8015,오염 지역을 축소합니다
8016,스킨 상점
8017,판매중!
8018,일반
8019,다음에 생성될 안전 지역
8020,안전 지역을 최소화합니다
8021,새로운 안전 지역을 형성합니다
8022,오염 지역을 축소합니다
8023,인간이 살아남았습니다!
8024,야만인이 통치하고 있습니다!
8025,"당신은 선택 받았습니다, 부활을 기다리시면, 야만인과 같이 다시 일서게 될 것입니다. 다른 플레이어들은 달릴 수 있다면 달리십시오!"
8026,"야만인으로 변신, 행운의 승자가 되기 위해 돌진하십시오!"
8027,팀원들은 생명 포인트를 공융합니다
8028,승자가 되어서 나는 만찬을 즐기리라.
8029,계속 노력하자!
8030,순위
8031,패배
8032,순위
8033,"본 방의 중간 참여는 불가능 합니다, 다른 방을 찾아보십시오."
8034,안전 지역 밖에서는 무릎을 꿇게 됩니다.
8035,무작위 공급의 경우
8036,테이크 다운.
8037,볼 자유
8038,화면을 따르십시오.
8039,전환 가능
8040,시계 유형
8041,떠나는
8042,보고있는
8043,@self 레이저로 녹아서 ...
8044,리셋 모드에서는 비활성화는 적용되지 않습니다
8045,シ ョ ー ト カ ッ ト バ ー が い っ ぱ い
8046,@Null@
8047,@Null@
8048,라이트 체이스 프로그램
8200,@Null@
8499,@Null@
8500,@Null@
8501,기술 매개 변수 설정
8502,소품 기술
8503,:
8504,편집 중
8505,새로운 소품 기술
8506,소품 능력 선택
8507,유니버설
8508,미사일
8509,카테고리 3
8510,카테고리 4
8511,카테고리 5
8512,소품 기술 세트
8520,스킬 종류
8521,목표를 클릭
8522,어떤 대상 없습니다
8523,미사일 트리거
8524,키를 사용
8525,왼쪽 /포인트 ’화면
8526,오른쪽 /포인트 ’화면
8527,오른쪽 /버튼 사용
8528,충전 모드
8529,충전되지 않음
8530,충전이 해제 될 수 있습니다
8531,해제 채 웁니다
8532,자동으로 해제 채우기
8533,전하 이동 속도
8534,냉각 시간
8535,거리의 사용
8536,소비자 스타일
8537,내구성
8538,기아 값
8539,탄약
8540,소비 가치
8541,탄약
8542,대상 유형
8543,생물
8544,상자
8545,대상 종
8546,모든 생물
8547,괴물
8548,동물
8549,희귀 동물
8550,수생
8551,이동 도구
8552,마을 사람
8553,보스
8554,NPC가
8555,날짐승
8556,모든 사각형
8557,나무
8558,돌
8559,토양
8560,잎과 울
8561,정확한 목표
8562,대상 팀
8563,모든
8564,같은 팀
8565,다른 팀
8566,마크의 특수 유형
8567,범위 유형
8568,길이 범위
8569,폭 범위
8570,길이 범위
8571,폭 범위
8572,높이 범위
8573,효과 유형
8574,파괴
8575,장소
8576,교체
8577,떨어지는 여부
8578,빠지지 말라
8579,방울
8580,상자
8581,부상의 유형
8582,난투
8583,원격
8584,폭발
8585,불타는
8586,중독
8587,어둠
8588,손상 값
8589,노력을 격퇴
8590,강도를 노크
8591,소환
8592,전화 번호
8593,수행할지 여부
8594,따라하지 마세요
8595,팔로우
8596,기간
8597,상태 추가
8598,기간
8599,의 기회를 추가
8600,미사일
8601,초기 속도 보너스
8602,치료의 종류
8603,건강
8604,굶주림
8605,기아 지구력
8606,단위체
8607,광선
8608,3 차원
8609,산소 값
8610,수치 처리
8611,충전 시간
8612,소품 기술에 대한 설명입니다.
8613,発射体を選択する
8614,エフェクトを選択
8615,アイテムドロップ
8616,充電モード
8617,スキルタイプを選択
8618,ブロックを選択
8619,スキル効果
8620,スキルタイプ
8621,ダメージタイプ
8622,天候の召喚されたクリーチャーがホストを保護する
8623,チームサイズ
8624,자연 상자
8625,소품을 선택하십시오.
8626,"1プロップスキルは、幅広い破壊ブロック、グループストライクなど、さまざまな効果を生み出すことができます。
2通常アイテムはアイテムスキルを1つまで追加できます。投げアイテムは10個追加でき、すべて有効になります。
3あなたが掘り起こすのを待っています！"
8627,효과
8628,사용
8629,목표
8630,범위
8631,소비
8650,박스 작업
8651,대내적#c0aaa1a%s#n진행하다#c0aaa1a%s#n
8652,공격
8653,목표에 조성하다#c0aaa1a%d#n지점을 찍고 날아가
8654,노크
8655,넉백 생물 또는 신체적 특성 항목
8656,소환
8657,소환하다#c0aaa1a%s#nx#c0aaa1a%d#n당신을 위해 작전을 합니다#c0aaa1a%d#n초 초
8658,플러스 상태
8659,"#c0aaa1a%d%%#n확률，목표를 주다#c0aaa1a%s#n상태, 상태，지속되다#c0aaa1a%d#n초 초"
8660,미사일을 발사
8661,목표를 향해 발사하다#c0aaa1a%s#n
8662,치료
