ID,名字,描述,获得方式
11007,나뭇잎,@item_1200# 연료 또는 산소 원료를 만드는 데 사용할 수 있으며 #c0aba1d 헤드기어로도 사용할 수 있습니다#n,
11008,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11009,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11010,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11011,황동 곡괭이,더 빠른 광석 추출을 가능하게 하는 채굴 도구입니다.,
11012,돌 곡괭이,더 빠른 광석 추출을 가능하게 하는 채굴 도구입니다.,
11013,미스릴 곡괭이,채굴 도구입니다. #c0aba1d충전 버튼#n을 길게 눌러 곡괭이의 파괴 모드를 활성화하면 버튼을 놓을 때까지 곡괭이가 접촉하는 #c0aba1d1*3*1 범위#n의 돌 블록을 계속해서 부술 수 있습니다.,
11014,티타늄 곡괭이,채굴 도구입니다. #c0aba1d충전 버튼#n을 길게 눌러 곡괭이의 파괴 모드를 활성화하면 버튼을 놓을 때까지 #c0aba1d십자형 범위#n에 있는 돌 블록을 계속해서 부술 수 있습니다.,
11015,텅스텐 드릴,채굴 도구입니다. #c0aba1d충전 버튼#n을 길게 눌러 곡괭이의 파괴 모드를 활성화하면 버튼을 놓을 때까지 곡괭이가 접촉하는 #c0aba1d3*3*1 범위#n의 돌 블록을 계속해서 부술 수 있습니다.,
11016,별 구리 비트,"#c0aba1d근접 손상 +25#n#r채굴 도구, #c0aba1d#n돌은 직선 표적 블록을 쓰러뜨릴 수 있습니다.",
11017,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11018,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11019,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11020,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11021,황동삽,"#c0aba1d근접 손상 +6#n 파기 도구, 침전물 블록을 더 빨리 파낼 수 있습니다.",
11022,돌삽,#c0aba1d근접 손상 +4#n#r 굴착 도구로 침전물 블록을 더 빨리 파낼 수 있습니다. #r 진흙이나 잔디 블록에 사용하면 흙 구덩이를 파낼 수 있습니다.,
11023,미트릴 삽,#c0aba1d근접 손상 +8#n 파기 도구로 침전물 블록을 더 빨리 파낼 수 있습니다.,
11024,티타늄 합금 삽,#c0aba1d근접 손상 +10#n#r 파기 도구는 즉시 6개의 격자 범위의 침전물 유형 블록을 파낼 수 있습니다. #r 진흙이나 잔디 블록을 위해 흙 구덩이를 파낼 수 있습니다.,
11025,텅스텐 금삽,"#c0aba1d근접 손상 +12#n#r 파기 도구, #c0aba1d 침전물 블록을 파는 것은 매우 빠릅니다. #r 흙 구덩이를 파는 데 사용될 수 #n. #r 화염 별 마그마 밑에 숨겨진 황 수정 모래 #n 채굴할 수 있습니다.",
11026,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11027,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11028,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11029,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11030,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11031,황동 갈퀴,"#c0aba1d근접 피해 +9#n#r 식재 도구, 진흙의 경우 초원 사용을 경작지로 변경할 수 있으며 성숙한 작물에 #r 사용할 수 있습니다.",
11032,돌 갈퀴,"#c0aba1d근접 피해 +6#n#r 식재 도구, 진흙의 경우 초원 사용을 경작지로 변경할 수 있으며 성숙한 작물에 #r 사용할 수 있습니다.",
11033,미트릴 레이크,"#c0aba1d근접 피해 +12#n#r 식재 도구, 진흙의 경우 초원 사용을 경작지로 변경할 수 있습니다. #r 성숙한 작물에 사용하여 수확합니다. 작용 범위는 3x3입니다.",
11034,티타늄 합금 레이크,"#c0aba1d근접 피해 +15#n#r 식재 도구, 진흙의 경우 초원 사용을 경작지로 변경할 수 있습니다. #r 성숙한 작물에 사용하여 수확합니다. AoE 5x5.",
11035,텅스텐 골드 레이크,"#c0aba1d근접 피해+20#n#r 식재 도구, 진흙과 초원을 사용하면 #c0aba1d 경작지로 변할 수 #n. 성숙한 작물의 사용은 #c0aba1d 수확이 가능하며#n, 활동 범위는 3*3이다. #r은 빈 농지에서 사용할 수 있다. 배낭에 있는 #c0aba1d 옥수수 #n의 씨앗은 #c0aba1d #n, 행동 범위는 3*3이다.",
11036,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11037,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11038,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11039,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11040,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11041,머리,,
11042,가슴,,
11043,다리,,
11044,발,,
11045,등 장식,,
11046,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11047,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11048,배럴,#c0aba1d물#n 사용하면 물통을 얻을 수 있습니다.,참고: 해당 액체 큐브를 가리키#c0aba1d #n 버튼을 길게 눌러 수집
11049,생수,사용 후 물#c0aba1d#n 붓고 작은 유리병을 얻습니다.,물을 얻으려면 작은 유리병을 사용하십시오.
11050,미트릴 배럴,"벌집으로 가득 찬 물을 #c0aba1d 수 있고#n 사용할 수 있고, 물 미트릴 버킷, 꿀 미트릴 버킷을 얻을 수 있습니다.",참고: 해당 액체 큐브를 가리키#c0aba1d #n 버튼을 길게 눌러 수집
11051,생수,사용 후 물#c0aba1d#n 붓고 작은 유리병을 얻습니다.,물을 얻으려면 작은 유리병을 사용하십시오.
11052,마그마 도가니,사용 후 마그마 #c0aba1d을 #n에서 붓고 도가니를 얻습니다.,마그마용 도가니를 사용하여 얻었습니다.
11053,허니 미트릴 버킷,"사용 후 꿀 #c0aba1d을 #n 붓고 미트릴 양동이를 가져옵니다. #r 참고: 꿀과 용암, 물 접촉이 반응합니다.",미트릴 배럴은 전체 벌통에 사용할 수 있습니다.
11055,점화기,생산할 수 없습니다.,
11056,미트릴 가위,물리적 속성이 #c0aba1d#n 항목에 사용되는 #r 지울 수 있습니다.,
11057,테더,동물을 묶는 데 사용할 수 있습니다.,
11058,그물,물고기에 사용하면 물고기를 #c0aba1d 소품 형태로 만들 수 #n.,
11059,슈가 곡괭이,#c0aba1d#n 180초 안에 #c0aba1d#n 30개의 건강 포인트를 회복합니다. #r 광석을 빨리 채굴하는 데 사용될 수 있습니다.,크리스마스 이벤트 기간 동안 산타클로스에게서 구매하세요. #r 크리스마스 선물 상자를 열고 받을 기회를 가지세요.
11060,롤리팝 도끼,#c0aba1d 식사 후 #n #c0aba1d 180 초 이내에 #n 작아집니다. #r可用来快速的开采木材.,크리스마스 행사 기간 동안 산타에서 구입했습니다. #r拆开圣诞礼盒也有机会获得.
11061,위대한 검,#c0aba1d 근접 손상 +40#n#r 그리고 그 튼튼한 근접 무기.,설날 행사 기간 동안 설날 상인들로부터 구매하세요.
11062,다바오 삽,"#c0aba1d근접 손상 +12#n 파기 도구, 파기 구름, 모래 및 자갈 더미를 특히 빠르게 파고 있습니다.",설날 행사 기간 동안 설날 상인들로부터 구매하세요.
11063,시안윤 스틱,사용 후 눈앞에 귀여운 아이스타 구름이 생성됩니다.,
11064,도가니,"그것은 마그마#n#c0aba1d 사용할 수 있고, 마그마 십자가를 얻을 수 있습니다.",참고: 해당 액체 큐브를 가리키#c0aba1d #n 버튼을 길게 눌러 수집
11065,물을 위한 티타늄 양동이,사용 후 #n에서 #c0aba1d 물을 붓고 티타늄 합금 버킷을 얻습니다.,물은 티타늄 합금 배럴을 사용하여 얻습니다.
11066,꿀 티타늄 버킷,"사용 후 꿀 #c0aba1d을 #n 붓고 티타늄 통을 얻으십시오. #r참고: 꿀과 마그마, 물 접촉이 반응합니다.",전체 벌집은 티타늄 합금 배럴을 사용하여 얻습니다.
11067,붉은 깃털,#c0aba1d Mutant Scroll #n을 만드는 데 사용되는 재료 중 하나입니다.,날으는 닭을 물리치고 넘어집니다.
11068,닭발,장비 룬 활성화에 사용합니다.,수탉에서 떨어졌습니다.
11069,닭 입,#c0aba1d Mutant Scroll #n을 만드는 데 사용되는 재료 중 하나입니다.,비명을 지르는 닭을 물리치고 넘어집니다.
11070,렌치,일부 별 에너지 요소 블록을 사용한 후에는 블록 모드를 변경할 수 있습니다.,
11071,맞춤형 관점,사용자 지정 관점 인터페이스에 들어가면 자유롭게 이동하고 관점을 조정하고 테스트하고 저장하여 다양한 관점 게임 플레이를 만들 수 있습니다. 게임 플레이 모드 편집에서만 사용할 수 있습니다.,
11072,그림 - 로켓 기술,사용 후에는 장인 스테이션의 잠금을 해제하여 로켓 #n #c0aba1d 항공 연료 제조#c0aba1d 신비한 행성으로 날아갈 수 있습니다.,고대 흑룡을 물리친 후 용의 둥지에 있는 항아리를 파괴하여 얻으십시오.
11073,아스테라이트,장인 테이블을 사용하여 도구 및 장비를 만드는 재료.,
11074,앰버라이트,장인 테이블을 사용하여 도구 및 장비를 만드는 재료.,
11075,싱치 스톤,신비한 토템이나 거대한 조각상에 #c0aba1d#n활성화하고 #c0aba1d 산소 영역을 생성합니다#n.#r각 활성화 #c0aba1d는 #n1 스타스타스타트 스톤을 소비합니다. #r 도면 - 스타스타스타트 스톤 #n을 사용하면 장인 플랫폼이 크래프트의 잠금을 해제합니다.,@item_11090#을 사용한 후 @item_800#은 제작의 잠금을 해제합니다.
11076,아스트로신,활성화된 미스터리 토템 또는 자이언트 동상의 경우 #c0aba1d 맵 마커 #n에 불을 붙이고 취소 마커를 다시 사용할 수 있습니다. #r#c0aba1d 불을 붙일 때마다 #n1 Styroxene을 소비합니다.,@item_11091#을 사용한 후 @item_800#은 제작의 잠금을 해제합니다.
11077,바위 조각,"장인 테이블을 사용하여 별, 별 및 기타 소품의 재료 중 하나를 만드십시오.",넘어질 기회와 함께 귀여운 눈의 딩을 이겨내십시오.
11078,얼음 결정,장인의 테이블을 사용하여 별과 같은 소품을 만드는 데 사용되는 재료 중 하나입니다.,귀여운 눈동자를 이기는 동동은 넘어질 기회가 있다.
11079,폴리머,장인의 테이블을 사용하여 별과 같은 소품을 만드는 데 사용되는 재료 중 하나입니다.,귀여운 눈 당당을 이기고 넘어질 기회를 얻으십시오.
11080,중력 결정화,"장인 테이블을 사용하여 제트 클로 후크 재료 중 하나인 흑룡 카오스 볼, 펄스 보우를 만드십시오.",귀여운 눈을 때리고 넘어질 기회를 가지세요.
11081,도면 - 시퀀스 기술,사용 후 장인 테이블#c0aba1d 지시 파서 #n 및 지시 칩 #n 생산에서 잠금을 해제할 수 있습니다.,귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11082,그림 - 확대 기법,사용 후에는 장인 테이블#c0aba1d모델 작업대#n 제작에서 잠금을 해제할 수 있습니다.,귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11083,도면 - 변형 기술,"사용 후에는 장인 플랫폼에서 #c0aba1d 별빛 포자 사료 #n, 돌연변이 죽순 사료 #n, #c0aba1d 돌연변이 들깨 사료 #n, #c0aba1d 돌연변이 스크롤 #n 생산을 잠금 해제할 수 있습니다.",귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11084,도면 - 산소 추출기,사용 후에는 산소 정제 장치 생산#c0aba1d 장인 테이블에서 잠금을 해제할 수 #n.,귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11085,도면 - 압축 가스 탱크(비어 있음),사용 후에는 장인 테이블#c0aba1d 압축 가스 탱크(빈) #n 생산에서 잠금을 해제할 수 있습니다.,귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11086,그림 - 행성 매체,사용 후 장인 테이블에서 #c0aba1d 행성 식물 배양 배지 #n의 생산을 잠금 해제할 수 있습니다.,귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11087,그림 - 별 구리 비트,사용 후에는 스타 구리 드릴 #n 제작 #c0aba1d 장인 테이블에서 잠금을 해제할 수 있습니다.,귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11088,그림 - 제트 훅,사용 후에는 제트 후크 생산#c0aba1d 장인 테이블에서 잠금을 해제할 수 #n.,귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11089,그림 - 산소 배낭,사용 후 장인 테이블#c0aba1d 산소 백팩 #n 생산에서 잠금을 해제할 수 있습니다.,귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11090,그림 - Xingqi Stone,사용 후 장인 테이블#c0aba1d 스타 스톤 #n 프로덕션에서 잠금을 해제할 수 있습니다.,귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11091,그림 - 스트로브,사용 후에는 스트로브 제작#c0aba1d 장인의 테이블에서 잠금을 해제할 수 #n.,귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11092,그림 - 라임 시리즈,"잠금 해제 후 파서 및 지침 집합 아키텍처를 만듭니다.
Moe Eye 표면의 보물 결정 또는 우주 상인에게서 얻을 수 있습니다.",Moe Eye 표면의 보물 결정 또는 우주 상인에게서 얻을 수 있습니다.
11093,그림 - 라임 시트,"잠금 해제 후 파서 및 지침 집합 아키텍처를 만듭니다.
Moe Eye 표면의 보물 결정 또는 우주 상인에게서 얻을 수 있습니다.",Moe Eye 표면의 보물 결정 또는 우주 상인에게서 얻을 수 있습니다.
11094,그림 - 라임 울타리,"잠금 해제 후 파서 및 지침 집합 아키텍처를 만듭니다.
Moe Eye 표면의 보물 결정 또는 우주 상인에게서 얻을 수 있습니다.",Moe Eye 표면의 보물 결정 또는 우주 상인에게서 얻을 수 있습니다.
11095,군집병,물이 아닌 환경에서 #n#c0aba1d 사용하면 그 앞에 구름이 생성됩니다.,
11096,항공 연료,"로켓 사용을 위해, 여러분은 로켓에 연료를 채울 수 있습니다. #r 드로잉 - 로켓 기술을 #n, 장인 플랫폼은 생산을 잠금 해제합니다.",
11097,그림 - 무선 장치,사용 후에는 장인 테이블#c0aba1d 신호 발생기 #n 및 #c0aba1d 신호 수신기 #n 생산에서 잠금을 해제할 수 있습니다.,귀여운 눈 유물 터널에서 보물을 파괴한 후 무작위로 획득했습니다. #r 우주 상인들은 때때로 판매합니다.
11098,도면 - 신호 수신기,토템 아래의 보물 수정에서 얻음,토템 아래의 보물 수정에서 얻음
11099,기계식 연료,엔진에 연료를 공급하기 위해 연료 엔진과 함께 #c0aba1d#n 기계를 사용하십시오.,
11100,핸드헬드 편집기,블록/생물을 마우스 오른쪽 버튼으로 클릭하여 선택한 생물/블록의 속성을 빠르게 편집할 수 있는 상세 편집 인터페이스를 표시합니다.,
11101,커넥터,"핸드헬드 시 #c0aba1d 사각형 끝 지점 및 연결 선을 포함하여 주변 기계적 구성 요소의 연결을 표시합니다#n.
엔드포인트에 대한 케이블을 꺼낸 다음 연결할 다른 엔드포인트를 사용하면 두 엔드포인트에 해당하는 구성 요소에 대한 연결 #n를 #c0aba1d 설정할 수 있습니다.
연결이 설정된 후에는 별 에너지를 통해 연결하지 않고도 제어 효과를 실현할 수 있습니다.",
11102,그림 - 별 에너지 진동자,"정밀 도면, 항성 에너지 발진기 #n 잠금 해제 후 사용합니다.",사막 지하 성의 보물 상자에서 획득
11103,,,
11104,도면 - 아이스필드 주거용 건물 1,@item_150004#에서 사용할 수 있는 Ice Tribe의 건축 도면 1은 재료를 채운 후 작업자 마을 파트너가 도면에 따라 자동으로 구축합니다.,
11105,도면 - 아이스필드 주거용 건물 2,@item_150004#에서 사용할 수 있는 Ice Tribe의 건축 도면 2는 재료를 채운 후 작업자 주민 파트너가 도면에 따라 자동으로 구축합니다.,
11106,도면 - 아이스필드 주거용 건물 3,@item_150004#에서 사용할 수 있는 얼음 부족 건축 도면 3은 재료를 채운 후 작업자 마을 파트너가 도면에 따라 자동으로 구축합니다.,
11107,도면 - 아이스필드 주거용 건물 4,"@item_150004#에서 사용할 수 있는 아이스 트라이브의 건축 도면 4이 재료를 채우고, 일꾼 주민 파트너가 도면에 따라 자동으로 시공한다.",
11108,도면 - 아이스필드 주거용 빌딩 5,@item_150004#에서 사용할 수 있는 Ice Tribe의 건축 도면 5는 재료를 채운 후 작업자 마을 파트너가 도면에 따라 자동으로 구축합니다.,
11109,도면 - 아이스필드 주거용 건물 6,@item_150004#에서 사용할 수 있는 Ice Tribe의 건축 도면 6은 재료를 채운 후 작업자 마을 파트너가 도면에 따라 자동으로 구축합니다.,
11110,도면 - 아이스필드 주거용 건물 7,@item_150004#에서 사용할 수 있는 Ice Tribe의 건축 도면 7은 재료를 채운 후 작업자 마을 파트너가 도면에 따라 자동으로 구축합니다.,
11111,도면 - 나무 이글루,"이글루의 건축 도면은 @item_150004#에 대해 사용할 수 있으며, 자재를 채운 후 노동자 마을 사람들은 도면에 따라 자동으로 건설합니다.",
11112,도면 - 화살탑,"화살탑의 건축 도면은 @item_150004#에 대해 사용할 수 있으며, 자재를 채운 후 노동자 마을 사람들은 도면에 따라 자동으로 건설합니다.",
11113,도면 - 이글루,"이글루의 건축 도면은 @item_150004#에서 사용할 수 있으며, 자재를 채운 후 노동자 마을 사람들은 도면에 따라 자동으로 건축합니다.",
11114,,,
11200,시멘트,시멘트 블록을 만들고 시멘트 벽돌을 발사하는 재료.,장인 테이블에서 처리
11201,가연성 얼음,연료로 사용할 수 있습니다.,가연성 얼음 블록을 채굴합니다.
11202,블랙 카본,너무 오래 남아서 효과가 없는 것 같습니다.,
11203,텅스텐 골드,장인 책상을 사용하여 고급 도구 및 장비를 만드는 재료.,텅스텐 금광석을 채굴하여 얻었습니다.
11204,앰버,장인 테이블을 사용하여 장비와 소품을 만드십시오. #r 상인들이 자주 필요로 하는 재료 중 하나입니다.,거친 호박을 채굴하여 얻었습니다.
11205,스타 스테이션 에너지 잔해,"에너지 파편은 스타 스테이션 에너지 코어를 수리, 처리 및 스타 스테이션 콘솔을 활성화하는 데 사용할 수 있습니다#r 보이드 전쟁 이후 많은 수의 스타 스테이션이 파괴되어 지하에 묻혔고 부서진 에너지 코어도 여러 곳에 흩어졌습니다.",던전 보물 상자를 열어 기회를 얻으십시오.
11206,새벽 돌가루,@item_800#을 사용하여 @item_536# 재료를 만드십시오.,이글거리는 별에서 스매시 @item_536
11207,활활 타오르는,장인 테이블을 사용하여 장비 및 소품 재료 중 하나를 만드십시오.,제련소에서 석회화#c0aba1d 타오르는 광석#n얻었습니다.
11208,타오르는 과립,장인 테이블을 사용하여 고급 음식을 만드는 데 사용되는 재료 중 하나입니다.,
11209,미트릴,미트릴 도구 및 장비를 만드는 재료 중 하나로 장인 테이블을 사용하십시오.,제련소#c0aba1d#n에서 계산됩니다.
11210,미카,장인 테이블을 사용하여 미카 블록을 만드는 재료.,마이카 블록을 채굴합니다. #r 상인들은 때때로 판매합니다.
11211,틴더,장인 테이블을 사용하여 Black Dragon Chaos Ball의 재료 중 하나인 생명의 수정 인 Scroll of Fire를 만드십시오.,유황 슈터 드롭을 물리칩니다.
11213,시멘트 벽돌,장인의 책상을 사용하여 시멘트 벽돌을 만드는 재료.,석회화된#c0aba1d시멘트#n얻었습니다.
11214,유황 벽돌,장인의 테이블을 사용하여 유황 벽돌을 만드는 재료.,제련소에서 석회화#c0aba1d파이록센#n얻었습니다.
11215,용암 뿔,@item_765#를 사용하여 봉인을 들어 올리고 용암 흑룡을 소환할 수 있습니다.,고대 흑룡을 물리친 후 @item_800#에서 크래프트를 잠금 해제하십시오.
11216,혼돈의 뿔,@item_765#를 사용하여 봉인을 들어 올려 혼란스러운 흑룡을 소환할 수 있습니다.,용암 흑룡을 물리친 후 @item_800#에서 크래프팅을 잠금 해제하십시오.
11217,생명의 결정화,장인 테이블을 사용하여 용암 뿔의 재료 중 하나를 처리합니다. #r 고대 흑룡을 물리친 후 장인 테이블에서 잠금을 해제했습니다.,고대 흑룡을 물리친 후 @item_800#에서 크래프트를 잠금 해제하십시오.
11218,암석 결정화,장인 테이블을 사용하여 용암 뿔의 재료 중 하나를 처리합니다. #r 고대 흑룡을 물리친 후 장인 테이블에서 잠금을 해제했습니다.,고대 흑룡을 물리친 후 @item_800#에서 크래프트를 잠금 해제하십시오.
11219,혼란스러운 결정화,장인 테이블을 사용하여 혼돈의 뿔에 대한 재료 중 하나를 처리합니다. #r 용암 흑룡을 물리친 후 장인 테이블에서 잠금을 해제했습니다.,용암 흑룡을 물리친 후 @item_800#에서 크래프팅을 잠금 해제하십시오.
11220,보석 크리스탈,장인 테이블을 사용하여 혼돈의 뿔에 대한 재료 중 하나를 처리합니다. #r 용암 흑룡을 물리친 후 장인 테이블에서 잠금을 해제했습니다.,용암 흑룡을 물리친 후 @item_800#에서 크래프팅을 잠금 해제하십시오.
11221,용골,장인 테이블을 사용하여 용골 활을 만드는 데 사용되는 재료 중 하나입니다.,용암 흑룡 또는 혼돈 흑룡을 물리친 후 용의 둥지에 있는 항아리를 파괴하십시오.
11222,용암 하트 보석,장인 테이블을 사용하여 용암 망토를 만드는 재료 중 하나입니다.,용암 흑룡을 물리친 후 용의 둥지에 있는 항아리를 파괴하십시오.
11223,옥수수 다발,장인 테이블을 사용하여 생명의 수정 재료 중 하나를 만듭니다. #r 고대 흑룡을 물리친 후 장인 테이블에서 잠금을 해제했습니다.,
11224,가죽 더미,장인 테이블을 사용하여 혼란스러운 결정 재료 중 하나를 만듭니다. #r 용암 흑룡을 물리친 후 장인 테이블에서 잠금 해제된 공예.,
11225,지구 중심 포털 조각,보이드 침공의 영향을 받아 이 아이템의 존재는 미라의 역사에서 사라졌습니다. ..,
11226,식물섬유,가장 기본적인 식물섬유이지만 강인함은 @item_11227#과 @item_298#을 만드는 데 사용할 수 #r 핸드헬드 클릭 @item_101#은 @item_100#로 변환할 수 있습니다.,
11227,로프,#c0aba1d 울타리 #n 또는 무기를 만드는 재료 중 하나,#c0aba1d#n#c0aba1d잎을 사용#n
11228,코롤라,"#c0aba1d물리 방어 +1#n
머리에 착용하는 것은 꽃으로 가득 차 있어 곤충의 환심을 사기 쉽지만 꽃으로 만들어졌기 때문에 매우 연약하고 일반적인 갑옷으로 사용할 수 없습니다.",배낭에 세 송이의 꽃을 담아 만든
11229,죽순으로 향을 끈다,향긋하고 군침이 도는.,요리에 @item_794# 사용
11230,뾰족한 범퍼,"#c0aba1d근접 공격 +10#n
선인장은 나무 막대기에 부딪히고 망치로 두드리면 피가 납니다. 조심해서 사용하세요!",
11231,폴리 장갑,"손에 들고 눈덩이를 밀어주세요. #r 공이 없을 때#c0aba1d #nClick @item_115#를 마우스 오른쪽 버튼으로 클릭하여 눈덩이를 생성하고, 눈덩이를 터치하기만 하면 밀어붙일 수 있습니다. #r 공이 있을 때 #c0aba1d 왼쪽 버튼을 #n길게 눌러 눈덩이를 충전할 수 있고, 두 개의 눈덩이가 부딪히면 눈사람을 만들 수 있습니다!",
11232,악마 가면(Demon Kamen),얼음 유성 트롤의 힘의 잔재가 마스크 안에서 움직일 준비가 되었습니다... #r佩戴时能够降低周围的温度 주변의 액체 큐브가 빠르게 응축되고 주변에 눈이 내리기도 합니다!,얼음 유성 트롤을 물리치고
11233,고대 뿔,@item_765#를 사용하여 봉인을 들어 올리고 고대 흑룡을 소환할 수 있습니다.,고대 흑룡을 물리친 후 @item_800#에서 크래프트를 잠금 해제하십시오.
11302,동물의 뼈,뱀 신의 날개를 위한 가공 재료.,이상한 팔꿈치를 먹고 얻은 #r 이상한 팔꿈치를 떨어뜨릴 기회로 야만인을 물리칩니다.
11303,고운 깃털,장인의 테이블을 사용하여 돌 화살을 만드는 재료 중 하나입니다.,박자#c0aba1d오르니태#n넘어질 기회가 있다.
11304,플린트,작동하지 않는 것 같습니다.,상인은 때때로 판매합니다.
11305,쿼츠 모래,구리 제련대를 사용하면 특정 온도에 도달해야 하는 유리로 발사할 수 있습니다.,
11306,불안정한 화합물,#c0aba1d 가연성 얼음#n 희귀한 #c0aba1d 붉은 모래와 섞여서 매우 불안정해져서 #c0aba1d 발화 #n.,장인 테이블에서 처리
11307,부드러운 가죽,장인 테이블을 책과 다양한 가죽 제품을 만드는 재료 중 하나로 사용하십시오.,"떨어질 기회를 가지고 야생 벌, 서약, 여우 및 기타 동물을 이길 수 있습니다."
11308,게임 버전이 너무 낮습니다.,,
11309,부드러운 가죽 천,장인의 테이블을 사용하여 가죽 망토를 만드는 재료.,
11310,타르,장인 테이블을 사용하여 슬라이딩 사각형과 기계식 사각형을 만드는 데 사용되는 재료 중 하나입니다.,던전 보물 상자를 열거나 용암 거인을 쓰러뜨릴 수 있는 기회로 물리치십시오.
11311,동물 비료,식물#n#c0aba1d 사용은 그들의 성장을 촉진시킬 수 있다.,부두에 옥수수 씨앗을 먹인 후에는 수확할 가능성이 있습니다.
11312,속이 빈 대나무 기둥,장인 테이블을 사용하여 #c0aba1d 블로우 화살표 #n 재료를 만듭니다.,팬더 대나무에게 먹이를 주면 떨어질 기회가 있습니다.
11313,벌 스팅어,장인 테이블을 사용하여 꿀벌 가시 다트를 만드는 데 사용되는 재료 중 하나입니다.,꿀벌을 이겨 얻으십시오.
11314,간단한 나무 그릇,장인 테이블을 사용하여 음식의 일부를 만드는 데 사용되는 재료 중 하나입니다.,
11315,지구의 눈,공허의 침입에 영향을 받아 지구 중심 사이의 연결이 중단되었습니다. ..,
11316,게임 버전이 너무 낮습니다.,물약을 양조하는 데 사용됩니다.,
11317,게임 버전이 너무 낮습니다.,가서 최신 게임 버전을 다운로드하세요!,
11318,형광 크리스탈,장인 테이블을 사용하여 형광 크리스탈 블록과 일부 램프의 재료 중 하나를 만드십시오.,물에서 랜턴 물고기를 때리면 떨어질 가능성이 있습니다.
11319,생선 아가미,냄비에 심해 호흡 약을 만드는 재료 중 하나입니다.,물에서 광선을 치면 떨어질 가능성이 있습니다.
11320,작은 유리병,물이나 꿀과 함께 사용하기 위해 포장할 수 #r 반딧불이#n#c0aba1d 사용하면 #c0aba1d 포획할 수 있다#n#r#n#c0aba1d 우유 생산 상태에서 병에 든 신선한 우유를 얻기 위해 사용된다. #r 다양한 의약품과 페인트 병을 처리하는 재료 중 하나이다. #r 가죽 두루마리를 드리프트 병 #n에 넣을 수 있다.,
11321,거대한 스케일 깃털 주스,#c0aba1d#n#r#c0aba1d25%화재 피해를 180초 동안 #n.,
11322,종이,고대 장인 정신으로 만든 종이.,
11323,나무,벌목에서 얻은 목재는 도구를 만드는 데 좋은 재료입니다.,
11324,검출기,,
11326,병에 든 과당 시럽,"#c0aba1d는 #n을 먹은 후 10명의 생명을 회복시키고, 유리병에 완벽하게 밀봉되어 미라에게 가장 흔한 설탕 공급원인 풍부한 과당 시럽을 정제하면 #r 단기간 동안 생명을 회복한다.",
