ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
77,색채 여행자 다치,"전설은 그가 색채 마법으로 세상을 정화하는 여행 화가라고 합니다. 
 따뜻한 톤은 열정이 변덕스럽고 쿨톤은 조용하고 부드럽습니다. 
 다치도 그랬습니다: 오렌지와 파란색의 결합으로 그의 색깔을 조절했고, 냉정함과 열성의 결합으로 그의 성격을 조율했습니다.",잠금 해제 소품은 월드 데몬 프로그램에서 사용할 수 있습니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 물갈퀴가 남게 됩니다.,,,
78,탈리아,"""나랑 교환하러 오세요! 당신이 충분히 특별하고 창의적인 것들을 가지고 있는 한, 당신이 꿈꾸는 모든 것을 지불할 것입니다!"" 
 타리아라는 서명을 한 편지는 미니 우주의 마법을 사랑하는 모든 사람들의 손에 보내졌습니다. 오파성이 횡보한 아름답고 신비로운 여왕인 1900호 부도.",잠금 해제 소품은 월드 데몬 프로그램에서 사용할 수 있습니다.,신체 특수효과:몸에 보라색 꽃잎이 흩날려요!,프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 장미꽃이 남아 있습니다.,,,
79,삼림 은자 무탑,"무탑은 항상 숲 깊은 곳에 숨어 특정 계절에만 모습을 드러냅니다. 
 그는 종종 마법의 마술로 병을 치료하고 악몽을 쫓아냅니다. 
 그는 동물과 요정의 마음을 들을 수 있고 응답과 위로를 해줍니다. 
 그는 신비로운 숲의 숨은 사람이자 존경할 만한 숲의 아들입니다.",@Null@,신체 특수효과: 마술 룬이 날립니다!,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
80,미스터 토끼 랍비,"랍비의 가장 의기양양한 일은 그가 토끼씨가 되어 여러 행성을 누비며 여행할 수 있다는 것입니다. 
 하지만 앨리스는 그의 위장을 간파할 수 있을 것 같았습니다. 
 우연히 떨어진 포커 카드가 그들을 만나게 하고, 묘한 모험 여행이 함께 열립니다. 
 이게 포커의 마법인가요? 
 아니, 운명의 마법이야!",잠금 해제 소품은 월드 데몬 프로그램에서 사용할 수 있습니다.,신체 특수효과 : 몸에 토끼 문장이 나부끼고 있습니다,프로필 사진: 프로필 사진 잠금 해제.,@Null@,#cd65b00변형: 왼쪽의 변형 버튼을 클릭하여 토끼/휴머노이드 형태를 전환합니다!#n,#cd65b00Mr. Rabbit 독점 기술: 시간이 촉박하다!#n,
81,비키 걸,"비키는 초상한 정력이 있는 '파티 포니'로 가장 잘 알려져 있습니다. 
 그녀는 개성이 밝고 활발하며 장난과 노래 부르기를 좋아하고 디저트도 잘 만듭니다. 
 그녀는 화합의 원에서 '웃음'을 대표합니다.",@Null@,신체 특수효과 : 몸에 핑크빛 사랑이 나부끼고 있습니다!,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
82,백야 마녀 카를로,"칼로아는 사탕이 항상 그녀에게 행운을 가져다 주기 때문에 사탕을 좋아합니다. 
 거리로 흘러나올 때는 사탕가게가 그녀를 거둬들였고, 사탕 하나가 작은 유령 '백야'를 만나게 해 주었고, 사탕으로 마법을 잘 깨달을 수 있었습니다. 
 오늘의 사탕을 뽑아! 
 칼로아의 설탕 캔은 틀림없이 여러분에게 놀라움을 가져다 줄 것입니다.",@Null@,신체 특수 효과: 몸에 빛의 마법이 떠 있습니다!,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
83,여소환,"여소환은 애니메이션에 나오는 슈퍼히어로를 매우 좋아했고, 진정한 슈퍼히어로로부터 격려를 받은 후 별 망토를 걸쳤던 그녀는 더 좋은 일만 하면 도움이 필요한 사람들을 돕기 위해 최선을 다하면 자신이 크면 분명 슈퍼히어로가 될 수 있다고 믿었습니다.",잠금 해제 소품은 월드 데몬 프로그램에서 사용할 수 있습니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸은 곳에 발자국이 남습니다,,,
84,장샤오환,"미몽타코족의 일원인 장샤오마루는 해저 수초촌에서 계속 살고 싶어하지 않았습니다. 
 바다는 광활하지만, 그는 바다 위에 떠서 샛별을 관찰하는 것을 더 좋아합니다. 
 비록 그는 날개가 없지만, 노력과 친구들의 도움을 통해 별을 향해 돌진하는 로켓을 만들 수 있습니다!",잠금 해제 소품은 월드 데몬 프로그램에서 사용할 수 있습니다.,신체 특수효과:몸에 물방울이 납니다,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
85,구마코요시,"인생은 탐험이고, 탐험은 시험입니다. (벤자민 프랭클린, 인생명언). 
 위험은 자신을 인식하게 하고, 달리면 시대에 버림받지 않습니다. (벤자민 프랭클린, 도전명언). 
 불가능에 도전하고 싶다면 곰소길과 함께 탐험을 떠나봅시다.",잠금 해제 소품은 월드 데몬 프로그램에서 사용할 수 있습니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 흰 곰의 발 자국이 남습니다,,,
86,별빛이 반짝반짝 빛나는 걸,"그녀는 '유토피아' 소도시를 세우려 하는 퍼플 하얏트 못지않은 강력한 마법 능력을 가지고 있습니다. 
 이후 주기쁨에게 설득을 받아 주인공들의 친구가 됐습니다. 
 지금의 그녀는 우정학교 교장이 되었습니다.",@Null@,신체 특수 효과: 몸에 푸른 별빛이 떠 있습니다,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
87,운보걸,"운보는 용감하고 외향적입니다. 
 모험도 좋아하고 장난도 좋아합니다. 
 그녀는 비행 속도가 매우 빨라서 무지개를 가지고 꼬리를 당기기도 하는데, 무지개 음폭은 그녀의 손맛이 좋습니다. 
 그녀는 화합의 원에서 '충성'을 대표합니다.",@Null@,신체 특수 효과: 몸에 무지개 꼬리를 달고,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
88,음운 프린세스 걸,"그녀는 흑정왕을 물리치고 수정 제국의 수호자가 된 예쁘고 사려 깊고 착했던 우주 공주의 이전 학생이었습니다. 
 사랑스런 마크는 사랑과 빛을 나타내는 크리스탈 제국의 상징이기도 합니다.",@Null@,신체 특수효과:신체에 수정 보석이 흩날리고 있습니다.,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
89,초저녁,"""저와 함께 자연의 오묘함을 연구해 봅시다!"" 
 마법학원의 초저녁은 항상 사람에게 곤충의 마법을 추천하기 위해 노력을 아끼지 않았고, 그녀의 열정적이고 좋은 배움은 그녀에게 미시아 교수의 각광을 받았습니다.",@Null@,신체 특수효과:몸에 빛나는 나비가 나부낍니다,프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸은 곳에는 달 나방 발 자국이 남습니다,,,
90,하늘 높이 치솟기,"하늘을 찌르는 것은 다섯 명의 거대원들을 합체로 만든 슈퍼 공방 능력으로 광파 진영에서 가장 치명적인 전투기기 입니다. 
 그는 사냥에 완전히 집중할 수 있었고, 전사로서 적을 수 있는 사람이 없었고, 무기로서 난공불락이 없었습니다.",@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,#cda5b0a변형: 왼쪽의 변형 버튼을 클릭하여 멀티플레이어 조합 모드를 전환합니다!#n,#cda5b0a트랜스포머 독점 기술: 끔찍한 힘!#n,
91,날카로운 발톱,@Null@,@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,,,
92,쇠붙이,@Null@,@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,,,
93,들소,@Null@,@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,,,
94,맹호,@Null@,@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,,,
95,대붕,@Null@,@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,,,
96,대무위,"큰 두려움은 비행 태보대원들의 합체에 의해 이루어지며, 그의 모든 행위는 두 가지 기본 원칙을 따릅니다: 첫째, 디셉티콘 퇴치. 둘째, 타인 보호. 
 그는 사악한 세력이 다가오는 순간에 맞서 지구 평화를 지킬 것입니다.",@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,#cda5b0a변형: 왼쪽의 변형 버튼을 클릭하여 멀티플레이어 조합 모드를 전환합니다!#n,#cda5b0a트랜스포머 독점 기술: 겁이 없습니다!#n,
97,은검,@Null@,@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,,,
98,새총,@Null@,@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,,,
99,급강하,@Null@,@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,,,
100,공습,@Null@,@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,,,
101,비화,@Null@,@Null@,"신체 특수 효과: 게임 내에서 변형 기능 구현, 형태 전환!",프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 족자락 자국이 남습니다.,,,
102,영아,"할아버지의 총법 선봉이 일등입니다. 
 만약 불복이 있다면, 싸우러 오는 것이 바로!",뽑기에서 얻기,걷기 발자국: 걸어가는 곳에 대성 발자국이 남게 됩니다,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
103,마염,"나, 내가 바로 불꽃의 주인이야! 
 풍림화산, 바로 나의 신조!",@Null@,신체 특수효과:몸에 요왕의 기운이 흩날리고 있습니다,프로필 사진: 프로필 사진 잠금 해제.,@Null@,#cd65b00변형: 왼쪽의 변형 버튼을 클릭하여 소/휴머노이드 형태를 전환합니다!#n,#cd65b00마법의 불꽃 독점 기술: 황소의 힘!#n,
104,영요,"풍신궁에는 화려하고 우아한 여주인이 있다고 합니다. 
 오 허허, 나 말고 또 누가 있을 수 있겠어?",@Null@,신체 특수효과:몸에 금빛 꽃잎이 흩날려요,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
105,빨간 모자 아샤르,"옷차림을 정리하는 것은 아르샤를 매일 일어나는 일의 최우선 과제로, 결국 자신의 이미지를 이 고귀한 유니콘에 안성맞춤해야 하는 것입니다. 
 하지만 요즘 많은 사람들이 이 유니콘 아이디어를 때리고 있습니다. 
 울프가 자기에게 줄 생일 선물을 길들이려고 애를 썼을 때, 그 여자는 아무에게도 주지 않았을 것입니다!",@Null@,걷기 발자국: 걸은 곳에 빨간 모자 발자국이 남습니다,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
106,미니쿠,"신기한 프로그래밍의 힘을 가진 '미니 프로그래밍' 출신의 교습 멘토. 
 미니 프로그래밍에서 학습 작업을 완료하면 얻을 수 있습니다.",추첨에서 획득하기,신체 특수효과: 몸에 공상과학 입자가 흩날려 있습니다!,프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸은 곳에 발자국이 남습니다,,,
107,늑대소년 울프,"""귓속말로 비밀 하나 말해줄게, 늑대 할매는 진짜예요!"" 
 울프와 아르샤르는 동화를 가장 좋아합니다. 
 오늘 그는 늑대 외투와 외할머니의 앞치마를 입고 아바타 큰 늑대를 준비하며 연기를 좋아하는 그 아르샤를 재롱합니다. 
 모두가 마법의 주문에 당첨된 이상 나만의 동화여행을 직접 완성해봅시다!",@Null@,걷기발자국: 걸어가는 곳에 늑대소년 발자국이 남습니다,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
108,천신자아,"몸은 구름으로 돌아가고, 북종은 흠흠합니다. 
 선봉성의 금수 번화가 노래가 선무할 수 있는 천선자도 그것에 매료됐습니다. 
 그녀는 곡조가 아무리 흘러도 변치 않는 것은 내면의 여유와 펴짐을 위해 사현과 함께 세계를 여행합니다.",@Null@,신체 특수 효과: 몸에 금빛 휘광이 흩날려요,프로필 사진: 프로필 사진 잠금 해제.,@Null@,,,
109,강을 마주하고 선량하게 노래하기,"""흰기러기는 서풍(西風)이 자색하고 비누 조각이 해황사(黃沙)에 떨어집니다. 
 석양이 지는데 누가 비파를 연주하고 있는가요?"" 
 인간 세상의 굴곡을 겪은 그는 내면의 선택을 좇아 선봉별에 머물며 용을 벗 삼아 마음을 씻고 유승해 이때부터 먼지를 뒤집어쓰기로 했습니다.",잠금 해제 소품은 월드 데몬 프로그램에서 사용할 수 있습니다.,프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어온 곳에 용신 발자국이 남습니다,@Null@,,,
110,붉은 장미 소녀 센두렐라,여름 밤에는 마법의 정원이 그랜드 공을 잡고 있습니다. roselle은 그의 꿈에서 나타난 푸른 색이 무대의 중심을 향해 걷는 것을 발견하기 위해 놀랐습니다. 그와 함께했던 것은 푸른 수국을 발견 한 타락한 꽃잎과 똑같습니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,걷기발자국:지나간 곳에 핑크장미 발자국이 남습니다,@Null@,,,
111,귤,"""천재 미식가, 사방을 두루 먹으라는 것입니다! 하지만 세상에 맛있는 음식이 많은데, 내가 가장 좋아하는 것은 역시 엄마 아빠가 만든 도미구이의 맛입니다."" 
 귤은 미모에일보와 인터뷰 후 한 말입니다.",소품 잠금 해제는 패키지 구입이나 이벤트 참여로 이용하실 수 있습니다,프로필 사진: 프로필 사진 잠금 해제.,걷기발자국:지나간 곳에 고양이 발자국이 남습니다,@Null@,,,
112,수국소년 찰리스,"궁전 밖의 공은 별과 불꽃 놀이만큼이나 다채로운 것입니다. 왕자 찰스 (Prince Charles)가 roselle을 보았을 때, 그는 내면의 기쁨을 숨길 수 없었고, 그가 픽업 한 섬세한 장미를 조심스럽게 꺼냈다.",열향카드 생산,프로필 사진: 프로필 사진 잠금 해제.,신체 특수 효과: 몸에 푸른 빛이 흩날려요!,@Null@,,,
113,거품,"""푸른 바다의 전설을 들어보셨나요?"" 
 식견이 넓은 버블은 선천적으로 탐험가입니다. 
 그는 거품을 통해 세상을 관찰하는 것을 좋아하며, 매번 모두가 볼 수 없는 세부사항을 발견할 수 있습니다.",소품 잠금 해제는 패키지 구입이나 이벤트 참여로 이용하실 수 있습니다,프로필 사진: 프로필 사진 잠금 해제.,걷기발자국:지나간 곳에 돌고래 발자국이 남습니다,@Null@,,,
114,아침 이슬에 꽃이 무성하다,화소루 첫 체인지업 스킨,@Null@,프로필 사진: 프로필 사진 잠금 해제.,신체 특수효과:몸에 복숭아꽃잎이 흩날려요!,@Null@,,,
115,얼음 공주,"예롤리 선경의 탄생 때부터 존재했던 공주는 빙정궁에 거주하며 빙설의 수호 여신, 눈의 지배자입니다. 
 무뚝뚝해서 친구가 한 번도 없었습니다. 
 생성은 냉담하지만 마음씨는 곱고 차마 타인을 해치지 못합니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,신체 특수 효과: 몸에 얼음 결정이 흩날리고 있습니다!,@Null@,,,
116,뤄리,"치유와 애계 마법을 가진 예롤리 선경의 공주. 
 여왕에 의해 인형이 된 후 왕머와 서로 선택해서 계약을 맺고 생명과 마법을 다시 얻었습니다. 
 순수하고 착하며 성정이 성에 따라 날렵하고 딸기를 즐겨 먹습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,신체 특수효과:몸에 사랑이 흩날려요!,@Null@,,,
117,백광영,"그녀는 빛과 마찬가지로 일깨우는 사람의 성격에 따라 자신의 성격을 결정짓는 그림자 같은 존재이지만, 그 자체의 성격은 아직 알 수 없기 때문에 속으로는 자유를 얻기를 극도로 갈망하고 숭상합니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,신체 특수 효과: 몸에 금색 분진 빛이 흩날리고 있습니다.,@Null@,,,
118,신데렐라 크리스틴,"항상 환상의 힘으로 삶을 수놓으면 정말 기적을 만날 수 있어요."" 낙천적이고 착한 크리스틴은 집안일을 할 때도 자신을 아름다운 동화 캐릭터로 상상하곤 합니다. 
 그녀의 선자 친구는 왕국 축제가 있던 날 그녀의 환상을 현실로 만들었습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,걷기 발자국: 걸어가는 곳에는 수정화 발자국이 남습니다.,@Null@,,,
119,영공주,그녀는 선경령 날카로운각 멤버이며 성급선자이며 성격이 다정하고 친절하며 화해조화성전에 거주하며 밀화가 모이는 곳을 사랑하며 생명을 존중하고 영혼을 존중하며 사랑하는 마음으로 세상 생령을 지킵니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 크리스탈 발 뒤꿈치 발자국을 남깁니다,@Null@,,,
120,소룡인 인휴,"린휴는 이전에 바다를 떠난 적이 없습니다: '어쩌다 바다 난리' 이야기 때문에 육지에 대해 '호러 필터'를 띠게 했습니다. 
 그리고 이 모험은 그를 용감하게 만들었고, 지상에는 상상 속의 험악함도 발견하지 못했습니다. 
 알고 보니 아버지가 자신을 자격을 갖춘 서핑리 해역 후계자로 만들기 위해 특별히 설치한 시련이었습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본체 효과: 본체에 떠 있는 마법의 얼음 결정.,@Null@,,,
121,야옹 야옹,"내가 거의 무슨 뜻이야! 이 물고기 뼈가 소파에 나타날 때 추측을하십시오. 활기차고 자유롭게, 야옹 야옹은 물고기 뼈로 그의 다트 기술을 과시하는 것을 좋아합니다. 그가 불명예의 왕이기 때문에 그의 귀여운 모습에 의해 허풍을 쓰지 마십시오.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 고양이 머리 발자국을 남깁니다,@Null@,,,
122,화이트 백조 - 오대애,낮에는 밤을 만나면 꿈과 현실이 길을 가로 지르고 있습니다. 그러나 나는이 모든 것 중 누구인가?,@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 당신 주위에 떠있는 흰 백조 깃털!,@Null@,,,
123,남자 이름,"Lingxi 파빌리온의 8 명의 구성원 중 한 명은 Yeloli Wonderland의 거룩한 근거에서 40 회, 시간 및 수많은 정체성을 제어 할 수있는 힘을 갖추고 있습니다. 은하계, 고귀하고 우아한과 같은 은색의 머리카락과 눈을 감시하고 진정시키고 계속하십시오.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 시계 발자국을 남깁니다,@Null@,,,
124,제시,"Jessie와 Jerry는 함께 자란 최고의 Besties입니다. 그녀는 소심하지만 Jerry의 Bravado의 영향을 받았고, 그녀는 자신의 종소리를 사용하여 도움을 위해 작은 해파리를 소환시키는 것을 배웠고, 그녀는 더 이상 두려워하지 않았습니다. 가장 강력한 비밀 무기는 용감하고 우정의 힘입니다!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 해파리 발자국을 남깁니다,@Null@,,,
125,신속한 swirly.,"Swirly Swirly는 잠시 동안 심지어 멈출 수 없었던 끝없는 에너지로 참을성없는 동료입니다. 그는 작은 작은 것들을 모으고 싶어합니다. 그래서 당신이 무엇이든 필요할 필요가 있다면, 스위터를 스위쳐로 물어보십시오! 그는 당신이 필요로하는 것을 가질 수 있습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 달팽이 발자국을 남깁니다,@Null@,,,
126,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
127,검은 백조 - Odette.,"분리 된 현실과 꿈은 나 자신의 독특한 존재를 가지고 있으며, 나 자신이 있습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 당신 주위에 떠있는 보라색 깃털,@Null@,,,
128,개구리 왕자 - Croak.,"조금 더 매달려 있고 당신은 그녀와 함께 약속을 이행 할 수 있습니다. #r 늪지지의 서식지의 연구원, 항상 그의 손바닥에서 황금 작은 공을보고 자신을 격려하십시오. 이 젖은 늪에서, 그의 끓는 희망이 있습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 연꽃 잎 발자국을 남깁니다,@Null@,,,
129,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
130,스노우 화이트 - 소피아,이것들은 내 가장 친한 친구 인 총 7 명입니다. #r 소피아의 장난감 가게에는 많은 절묘한 인형이 있습니다. 그녀는 종종 그들이 살아있는 것처럼 인형에 속삭이는 종종입니다. 그녀의 인형을 얻으려면 돈을 사용할 수는 없지만 대신 당신은 당신에게 매우 중요한 것과 교환해야합니다. 무엇이 될 수 있습니까?,@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 사과 발자국을 남깁니다,@Null@,,,
131,선물,사려 깊고 그의 여동생을 잘 돌 렸습니다. 그와 그의 누이는 한 달 이상 빽빽한 숲에서 길을 잃었지만 기적적으로 반환됩니다. 그는 거의 밀도가있는 숲에서 그의 경험을 거의 언급했지만 그 이후로 버게트를 옮겼습니다. 어깨에있는 새는 그 당시에 집어 들었습니다.,@Null@,Avatar:unlock profile picture,발자국 : 빵 발자국을 남깁니다,@Null@,,,
132,그레텔,"그레트는 동생을 매우 많이 믿고, 수집과 요리를 사랑합니다. 특히 베이킹과 디저트를 만드는 것이 좋습니다. 그녀는 그녀가 잃어 버릴 때이 기술을 배웠다는 것을 주장합니다. 황량한 조밀 한 숲 에서이 기술을 어떻게 배웠습니까?",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 복숭아 꽃 발자국을 남깁니다,@Null@,,,
133,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
134,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
135,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
136,멀리서 짖는 소리,"나보다 감정의 힘에 대해 더 많이 알고있는 사람은 누구입니까? #r 행복한 발동기 회사의 보스로, 친근한 Howl은 무엇이든 움직일 수 있으며, 그의 기분은 그의 표정에 직접 반영됩니다. 자신의 중괄호가 바뀌면 패턴이 보이면 걱정하지 마십시오. 그건 단지 그의 감정의 힘을 발휘할 준비가되어 있습니다!",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국 : 발 머리 발자국을 남깁니다,@Null@,,,
137,@Null@,@Null@,@Null@,@Null@,@Null@,@Null@,,,
138,봄,"비가 오는 소리를 듣는 것을 즐기십니까? #r 계절의 명예스트 중 한 명으로 봄은 생태 연구원입니다.
알파 스타의 경우, 중생의 힘을 나타냅니다. 그녀는 그녀의 거대한 4 잎 클로버를 타고 구름과 비를 조작하는 것을 즐깁니다. 그녀와 함께 쾌적한 시간을 보내는 것을 느끼지 만, 그녀의 성질은 봄 동안 날씨와 유사한 휘발성이 될 수 있습니다. 가능한 한 부드러운 말을하십시오.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 나비가 당신 주위에 튀어 나옵니다,@Null@,,,
139,여름,"이 날씨가 내 거리 공연을 어떻게 멈추게 될 수 있습니까? #r 계절의 명예가 된 후, 여름은 강한 폭발하는 열간 저지에 영향을받지 않아 세계에 의해 더불어 세계에 의해 더불어 더 많은 것을합니다. 여름 산들 바람과 마찬가지로 다음 순간에 멋진 산들 바람이나 우박 폭풍이 될지 여부를 예측할 수 없습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,풋 프린트 : 물을 잎으로 나뭇잎 foorprint.,@Null@,,,
140,가을 과일,"주스가있다! 그 시즌을 통제하는 사람은 누가 그 일이 아니며, 자연의 힘이 나를 선택했습니다. #r 휘발성 여름과 겨울과 달리 가을 과일은 땅의 조용한 진정력을 선호합니다. 이 여행은 우리 집을 구하기위한 것이 아니라 내 권력과 함께 제공되는 책임을지지하는 것입니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 몸 주위에 떠있는 메이플 리프!,@Null@,,,
141,작은 파란색,"Little Blue는 마법의 요정 요새의 Guardian Magic Fairy, Magic Fairy 여왕의 주문하에, 그녀는 링 가족 내에서 유모로 인간의 세계에 침투했으며, 또한 가장 친한 친구와 마법의 멘토 og maggi와 snowy.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,풋 프린트 : 작은 노란 꽃 풋 프린트를 남겨주세요.,@Null@,,,
142,우화,꿈의 노래,@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 몸 주위에 떠있는 토끼!,@Null@,,,
143,매기,"Maggi는 인간의 세계의 작은 마법의 요정 인 링 자매의 여동생입니다. 의롭고 낙관적이며 적극적이며 친절한 지혜 로움. 때로는 오만한, 다른 시간을 비난하고 그림을위한 재능을 가지고 있지만, 매우 참을성이없고 공부하고 열망하지는 않습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,풋 프린트 : 작은 푸른 꽃 풋 프린트를 남겨주세요.,@Null@,,,
144,눈 덮인,"눈 덮인은 인간의 세계의 작은 마법의 요정 인 링 자매의 어린 자매입니다. 관대하고 성숙하고 성숙하고, 영리하고 진정시키는 것은 어떤 것들을 방법론적으로 태도로합니다. 훌륭한 결과와 매우 분석적으로 공부하고 독서를 즐기십시오. 그녀는 더 젊지 만, 그녀는 자매 매기 노인을 돌보는 사람이되는 것입니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,풋 프린트 : 거품 발자국을 남겨 두십시오,@Null@,,,
145,오락을 전했다,오락은 푸른 머리카락이있는 마법의 요정 요새의 왕자입니다. 그는 마법의 요정 여왕과 오해로 요새를 떠났습니다. 그는 외부에서 시원하게 보일지도 모르지만 그는 실제로는 의의와 조금 자존심으로 가득 찬 굵은 덩어리가 있습니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,몸에 영향을주는 : 신체 주위에 빛나는 별!,@Null@,,,
146,벚꽃,"녹색 버드 나무가 꼬리가 옆에있는 연못 옆에 자라면서 사쿠라가 길을 피우고 실종 된 사랑의 또 다른 해가 지나갔습니다. #r 원 예 제국의 상속인으로서, 벚꽃은 니오의 스타의 장엄한 꽃 침대를 조심스럽게 경비합니다. 꽃의 계절이 끝나면 그녀는 번개가있는 화분에 심은 식물을 부드럽게 만지고 속삭였다. 만약 당신이 아직도 주변에 있다면 ... 모든 것이 더 좋았을 것입니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본문 효과 : 몸 주위의 꽃잎과 떠있는 것!,@Null@,,,
147,번개,"당신이 물었던 구름을 넘어 거짓말, 비, 천둥, 바람, 번개와 눈의 생각은 없습니다. #r 번개는 구름을 걷는 것을 즐깁니다. 그는 종종 비와 눈을 통해 활발한 사람들의 전체 도시를 가로 질러 보는 하늘을 꼭대기로 비행하기 위해 그의 마술을 종종 사용합니다. 이 순간에 그는 Nioh Star에서 만남을 회상하게 될 것입니다 : 그 매력적인 아가씨와 고향의 아름다운 꽃 침대.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,풋 프린트 : 물방울 발자국을 둡니다.,@Null@,,,
