ID,名称,描述,说明
270009,Icône du personnage actuel du joueur,Icône pour le rôle actuel de %1,
270010,Obtenir l'icône de la barre de raccourcis du joueur,Icône de la barre de raccourcis %1 pour %2,
280001,Type de lancer aléatoire,Type de lancer aléatoire,
290001,Son aléatoire,Son aléatoire,
300001,La localisation obtenue par le serveur,La localisation obtenue par le serveur,
300002,Zone acquise par le serveur,Zone acquise par le serveur,
300003,La valeur obtenue par le serveur,La valeur obtenue par le serveur,
300004,La chaîne obtenue par le serveur,La chaîne obtenue par le serveur,
300005,Valeur booléenne obtenue par le serveur,Valeur booléenne obtenue par le serveur,
300006,Joueur acquis par le serveur,Joueur acquis par le serveur,
300007,Type de bloc récupéré par le serveur,Type de bloc récupéré par le serveur,
300008,Le type d'item obtenu par le serveur,Le type d'item obtenu par le serveur,
300009,Créatures acquises par le serveur,Créatures acquises par le serveur,
30001,Temps de jeu actuel,Temps de jeu actuel,
300010,Le type de créature obtenu par le serveur,Le type de créature obtenu par le serveur,
300011,Timer récupéré par le serveur,Timer récupéré par le serveur,
300012,Le type d'effet obtenu par le serveur,Le type d'effet obtenu par le serveur,
300013,Classement Obtenir le classement,Classement Obtenir le classement,
300014,Le nom (clé) obtenu par le serveur,Obtenir les noms des index des serveurs et des classements (clés),
300015,Joueur (clé) acquis par le serveur,Obtenir des joueurs indexés sur le serveur et le classement (clé),
30002,Équipes avec des classements spécifiés,Équipes classées %1,
30003,Multiples de gravité du jeu actuel,Gravité actuelle du jeu,
3010001,Définir le mode météo global,Définir le mode météo global sur %1,
3010002,Régler l'heure,Définir le temps de jeu à %1,
3010003,Régler la gravité,Définir la gravité sur %1,
3010004,Réglez le jeu pour rejoindre à mi-chemin,Définir la partie de jonction à mi-chemin à %1,
3010005,Envoyer la diffusion,Envoyer la diffusion %1,
3010006,Envoyer la diffusion et attendre,Envoyer l'émission %1 et attendre,
3010007,Régler la vitesse de time lapse,Réglez la vitesse d'écoulement du temps de jeu sur %1x,
3010008,Définir la carte skybox,Définir %1 à %2,"1. La mise en place d'une carte du ciel provoquera la défaillance des étoiles et des nuages
2. Le réglage de la carte du ciel invalidera la couleur du haut, de la taille et du bas de la case ciel."
3010009,Définir la couleur de la skybox,Définir %1 %2 à %3,
3010010,Paramètres de skybox,Définir %1 %2 à %3,
3010011,Envoyer des diffusions de serveur à toutes les salles de serveurs cloud,Envoyer les diffusions du serveur %1 à toutes les salles de serveurs cloud,"1. Il prendra également effet lorsqu'il sera exécuté par une seule machine, mais il ne prendra effet que localement et ne sera pas envoyé à la salle de service cloud.
2. Isolation : le débogage du service Cloud ne sera envoyé qu'à vous-même. Si vous devez diffuser vers le service de cloud public, vous devez l'effectuer dans la salle de service de cloud public
3. Limite : Une seule diffusion peut être envoyée toutes les 15 secondes par pièce"
3010012,Définir le modèle skybox,Définir la skybox actuelle sur %1,
3010013,Set Terrain Groupe Météo,Définir la météo pour %1 à %2,
3010014,Régler le commutateur skybox,Définir %1 %2 à %3,
3020001,Déclencheur d'exécution,"Exécuter %1, vérifier si la condition est %2, exécuter l'action",
3020002,Déclencheur de boucle,"De %1 à %2, exécutez %3",
3020003,Changer l'état de déclenchement,Changer le statut de %1 en %2,
3020004,Changer l'état du groupe de déclenchement,Changer le statut de %1 en %2,
3040001,Créer un bloc,"Créer %2 à %1, face à %3",
3040002,Supprimer le bloc,Supprimer le bloc sur %1,
3040003,Remplacer les blocs,"Remplacer le carré sur %1 par %2, face à %3",
3040004,Régler l'état du commutateur de bloc,Définir l'état du commutateur de bloc de %1 à %2,
3040005,Définir les autorisations de bloc,Définir %2 de %1 à %3,
3040006,Remplissez la zone avec des carrés,"Remplir %2 avec %1, face à %3",
3040007,Dégager les carrés de la zone,Effacer %2 dans %1,
3040008,Copier des blocs dans la zone au point spécifié,"Copiez les carrés à l'intérieur de %1 et placez-les à %2, vers %3",
3040009,Bloc de remplacement de zone,"Remplacer %2 dans %1 par %3, vers %4",
3040010,Cube de destruction,Casser les carrés sur %1,
3040011,Créer des carrés de couleur,"Créer %2 à %1, orientation %3, couleur %4 (seuls les carrés de couleur sont valides)",
3040012,Bloquer l'action de jeu,"Faire des carrés lors de la lecture de %1 %2, mode de lecture %3",
3040013,Remplacer les carrés de couleur,Remplacer %2 sur %1 par l'orientation %3 et la couleur %4 (seuls les carrés de couleur sont valides),
3040014,Effacer tous les carrés de la zone,Effacer tous les carrés dans %1,
3040015,Blocs du type spécifié dans la zone de dégâts,Détruire %2 dans %1,
3040016,Détruire tous les carrés de la zone,Détruire tous les carrés de %1,
3040017,Remplacer tous les carrés de la zone,"Remplacer tous les carrés de %1 par %2, vers %3",
3040018,Placer des plans,"Placez %2 sur %1, faites pivoter %3, miroir %4, zone de plan entièrement couverte %5",
3050001,Vaincre le joueur,Défaite de %1,
3050002,Résurrection du joueur au point désigné,Ressusciter %1 à %2,
3050003,Définir les points de résurrection du joueur,Définir le point de résurrection pour %1 à %2,
3050004,Définir les propriétés du joueur,Définir %2 de %1 à %3,
3050005,Donne des effets de statut de joueur,"Donne l'effet %1 %2, dure éternellement pendant %3, dure pendant %4 secondes",
3050006,Supprimer l'effet de statut du joueur,Supprimer l'effet %2 de %1,
3050007,Définir les permissions des joueurs,Définir %2 de %1 à %3,
3050008,Supprimer le joueur,Supprimer %1 de ce jeu,
3050009,Les joueurs rejoignent le mode spectateur,Ajouter %1 au mode spectateur,
3050010,Mettre en place une équipe de joueurs,Définir l'équipe de %1 à %2,
3050011,Définir la position du joueur,Envoyer %1 à %2,
3050012,Définir l'orientation du joueur,Définir l'orientation %1 sur %2,
3050013,Définir l'angle de la caméra du joueur,"Réglez l'angle de caméra de %1 aux coordonnées du monde %2 degrés horizontal, %3 degrés vertical",
3050014,Ajouter des objets au sac à dos du joueur,Ajouter %1 %2 à %3 sacs à dos,
3050016,Jeter les articles du sac à dos du joueur,Jeter %2 %3 sur %1,
3050017,Détruire les objets du sac à dos des joueurs,Détruire %2 %3 sur %1,
3050018,Joueur conduisant un véhicule,"Déplacer %1 sur %2, numéro de position %3",
3050019,Le joueur quitte le véhicule,Faire en sorte que %1 quitte le véhicule actuel,
3050020,Définir la perspective du joueur,"Définir l'angle de vue de %1 sur %2, verrouiller %3",
3050021,Le joueur contrôle le véhicule vers l'avant,Faire avancer le véhicule %1 automatiquement,
3050022,Recherche automatique du joueur,"Provoque %1 à tenter de trouver automatiquement le chemin vers %2, utilisable %3","Cet événement a une limite de distance, au-delà d'une certaine portée (environ 32 carrés) le fera échouer à tirer"
3050023,Le joueur gagne,Faire gagner la partie à %1,
3050024,Le joueur joue des émoticônes animées,Faire jouer %2 %1,Plage de valeurs d'entrée du paramètre d'expression d'animation 1-20 Action du caractère 1-10 Action générale 11-20
3050025,Afficher le texte de la baie vitrée au lecteur,Afficher le texte de la baie vitrée %2 pour %1,
3050026,Les joueurs utilisent des éléments de la barre de raccourcis,Utiliser la barre de raccourcis %1 pour sélectionner des éléments,
3050027,Afficher les informations de la boîte de discussion aux joueurs,Afficher le message de la boîte de discussion %2 à %1,
3050028,Les objets de joueur désignés ne peuvent pas être défaussés,Définir %2 de %1 comme %3,
3050029,Les objets des joueurs désignés ne peuvent pas être abandonnés,Définir %2 de %1 pour ne pas tomber à %3,
3050030,Faire bouger le joueur,"Déplacer %1 vers %2, vitesse %3",
3050031,Effet du statut du joueur de remplacement,Remplacer %2 sur %1 par %3 pour %4 pour toujours pendant %5 secondes,
3050032,Équiper le joueur,Mettre %1 sur %2 dans le sac à dos,
3050033,Faire en sorte que le joueur enlève son équipement,Faire en sorte que %1 enlève l'équipement de %2 dans le sac à dos,
3050034,Créer un équipement de joueur,Créer une barre d'engrenage %1 à %2,
3050035,Détruire l'équipement du joueur,Détruire l'équipement dans %1 %2,
3050036,Définir l'apparence du joueur,Définir l'apparence de %1 à %2,
3050037,Restaurer l'apparence du joueur,Restaurer %1 à son apparence initiale,
3050040,Faire en sorte que le joueur cause des dommages au joueur,Inflige %1 %3 %4 dégâts à %2,"1. La source de dégâts que l'on peut obtenir est le joueur, et le mot dégâts sera affiché
2. Les dégâts de mêlée, les dégâts à longue portée, les dégâts d'explosion ajouteront 5 valeurs de dégâts par défaut, et la valeur finale des dégâts sera calculée en fonction de la défense.
3. L'événement correspondant sera déclenché (par exemple, le joueur inflige des dégâts, le joueur prend des dégâts), mais il ne déclenchera pas l'attaque du joueur, la vie d'attaque et d'autres événements"
3050041,Inflige des blessures aux créatures,Inflige %1 %3 %4 dégâts à %2,"1. La source de dégâts que l'on peut obtenir est le joueur, et le mot dégâts sera affiché
2. Les dégâts de mêlée, les dégâts à longue portée, les dégâts d'explosion ajouteront 5 valeurs de dégâts par défaut, et la valeur finale des dégâts sera calculée en fonction de la défense.
3. L'événement correspondant sera déclenché (par exemple, le joueur inflige des dégâts, le joueur prend des dégâts), mais il ne déclenchera pas l'attaque du joueur, la vie d'attaque et d'autres événements"
3050042,Fait que le joueur endommage des cibles dans la zone,Inflige %1 %3 %4 dégâts à toutes les cibles dans %2,"1. Infligez des dégâts à tout le monde (y compris à vous-même), vous pouvez obtenir la source des dégâts en tant que joueur, et le mot dégâts sera affiché
2. Les dégâts de mêlée, les dégâts à longue portée, les dégâts d'explosion ajouteront 5 valeurs de dégâts par défaut, et la valeur finale des dégâts sera calculée en fonction de la défense.
3. Il déclenchera les événements correspondants (tels que les dégâts du joueur, les dégâts du joueur, de la créature, etc.), mais ne déclenchera pas l'attaque du joueur, l'événement du milieu de vie d'attaque"
3050043,Définir le nom du joueur,Définir le nom de %1 à %2,
3050044,Définir comment le joueur se déplace,Définir %1 pour se déplacer avec %2,"Une fois le personnage atterri, l'état de vol sera annulé et l'action doit être déclenchée à nouveau."
3050045,Le joueur quitte le mode spectateur,Sortir %1 du mode spectateur,
3050046,Définir l'immunité du joueur au type de dégâts,Définir %1 immunisé %2,
3050047,Supprimer le type de dommage immunitaire du joueur,Supprimer %1 Immunité %2,
3050048,Secouer la caméra du lecteur,Secouer %1 caméra %2 secondes à l'intensité %3,
3050049,Arrêter le tremblement de la caméra du lecteur,Arrêter le tremblement de l'appareil photo %1,
3050050,Définir les éléments du joueur,"Définir %1 %2 éléments à %3, la quantité à %4",
3050051,Supprimer les éléments du joueur,Supprimer %3 éléments de %1 %2,
3050052,Envoyer une demande d'ami dans la salle,Faire en sorte que %1 envoie une demande d'ami à %2 dans la pièce,
3050053,Vider la bibliothèque d'éléments du lecteur,Effacer tout %2 de %1,
3050054,Articles pour joueurs mobiles,Déplacer %1 sur %2 %3 vers %4,
3050055,Échanger des éléments de joueur,Échange de %2 vers %3 sur %1,
3050056,Supprimer tous les effets d'état sur le joueur,Effacer tous les effets d'état sur %1,
3050057,Supprime tous les effets d'état négatifs du joueur,Effacer tous les effets d'état négatifs sur %1,
3050058,Changer l'angle du joueur,Changement de l'orientation de %1 vers %2,
3050059,Ouvrir des coffres dans le monde au joueur,Ouvrir la boîte de %2 pour %1 (plage valide d'environ 60 carrés),
3050060,Ouvrir la table de l'artisan au joueur,Ouvrir le bureau Craftsman pour %1,
3050061,Classements ouverts pour les joueurs,Afficher %2 pour %1,
3050062,Masquer les classements des joueurs,Masquer le classement pour %1,
3050063,Le téléphone du joueur vibre,"Définir %1 durée de vibration du téléphone %2 millisecondes, intensité %3",
3050064,Définir la couleur du filtre du lecteur,Définir la couleur du filtre pour %1 à %2,
3050065,Régler les paramètres du filtre du lecteur,Définir le filtre %1 %2 à %3,
3050066,Téléporter le joueur sur la carte désignée,Envoyer %1 à la carte avec l'ID de la carte %2,Chaque joueur ne peut déclencher qu'une fois toutes les 30 secondes
3050067,Téléporter le joueur dans la salle désignée,Envoyer %1 à la carte avec l'ID de la pièce %2,Chaque joueur ne peut déclencher qu'une fois toutes les 30 secondes
3050068,Téléporter le groupe de joueurs dans une autre pièce,Transférer %1 dans une autre pièce de la carte actuelle,
3050069,Déplacer la caméra,"Rendre %1 %2 %3, animer %4, durée %5 secondes",
3050070,Faites pivoter la caméra,"Rendre %1 %2 %3, animer %4, durée %5 secondes",
3050071,Définir les autorisations de la caméra,Définir la caméra de %1 %2 à %3,
3050072,Régler le mode de rotation de la caméra,Définir le mode de rotation de la caméra pour %1 à %2,
3050073,Monter l'appareil photo sur l'objet,Monter la caméra de %1 sur %2,
3050074,Monter la caméra sur l'emplacement,Monter la caméra de %1 sur %2,
3050075,Restaurer les propriétés de l'appareil photo,Restaurer les propriétés de l'appareil photo pour %1,
3050076,Set color style for player filter,Set the color style of %1’s filter to %2,
3050077,Définir le modèle de filtre du lecteur,Définir le modèle de filtre %1 sur %2,
3050078,Téléporter le joueur dans le type de pièce spécifié,Transférer %1 vers la pièce de type %2,"1. Chaque joueur ne peut déclencher qu'une fois toutes les 30 secondes
2. S'il n'y a actuellement aucune salle accessible, une nouvelle salle sera créée"
3050080,Transporte le joueur sur la carte spécifiée et le type de pièce spécifié,Envoyez %1 à la pièce avec l'ID de carte %2 et tapez %3,"1. Chaque joueur ne peut déclencher qu'une fois toutes les 30 secondes
2. S'il n'y a actuellement pas de salle accessible, une nouvelle salle sera créée"
3050081,Afficher la fenêtre pop-up d'invitation d'ami au joueur,Afficher la fenêtre contextuelle d'invitation d'un ami pour %1,
3060001,Ajouter un joueur au groupe de joueurs,Ajouter %1 à %2,
3060002,Supprimer un joueur d'un groupe de joueurs,Supprimer %1 de %2,
3060003,Effacer le groupe de joueurs,Effacer %1,
3060004,Exécuter des déclencheurs sur les groupes de joueurs,Exécuter %2 sur chaque joueur de %1 et vérifier la condition de déclenchement pour %3,
3060005,Afficher les informations de la boîte de discussion pour les groupes de joueurs,Afficher le message de la boîte de discussion %2 à chaque joueur dans %1,
3060006,Afficher le texte de la baie vitrée au groupe de joueurs,Afficher le texte de la baie vitrée %2 à chaque joueur dans %1,
3070001,Créer une créature,"Créer %2 %3 dans %1, le camp appartient à %4",
3070003,Vaincre les créatures,Défaite de %1,
3070004,Supprimer la créature,Supprimer %1,
3070005,Vaincre le type de créature,Défaite de %1,
3070006,Supprimer le type biologique,Supprimer %1,
3070007,Définir les propriétés biologiques,Définir la propriété %2 de %1 à %3,
3070008,Définir le type de dommage biologique,Définir le type de dégâts de %1 à %2,
3070009,Définir le type de dommage immunitaire biologique,Définir %1 immunisé %2,
3070010,Définir les autorisations biologiques,Définir %2 de %1 à %3,
3070011,Faire jouer des expressions animées à des créatures,Faire jouer %1 %2,Plage de valeurs d'entrée du paramètre d'expression d'animation 1-20 Action du caractère 1-10 Action générale 11-20
3070012,Donne des effets d'état biologique,Donne un effet %1 %2,
3070013,Effet de l'état d'élimination biologique,Supprimer l'effet %2 de %1,
3070014,Régler l'angle bio-orienté,Définir l'orientation %1 à %2 degrés,
3070015,Définir l'emplacement biologique,Envoyer %1 à %2,
3070016,Recherche biologique automatique,Essayez %1 de trouver automatiquement son chemin vers %2,"Cet événement a une limite de distance, au-delà d'une certaine portée (environ 32 carrés) le fera échouer à tirer"
3070017,Faire bouger les créatures,Déplacer %1 vers %2 avec la vitesse %3,
3070018,Définir l'apparence biologique,Définir l'apparence de %1 à %2,
3070019,Restaurer l'apparence biologique,Restaurer %1 à son apparence d'origine,
3070022,Fait que les créatures causent des dégâts au joueur,Inflige %1 %3 %4 dégâts à %2,"1. La source de dégâts peut être obtenue en tant que créature, et le mot dégâts sera affiché
2. La valeur finale des dégâts sera calculée en fonction de la défense
3. Il déclenchera des événements correspondants (tels que des dégâts de créature, des dégâts de créature, etc.), mais ne déclenchera pas d'attaque de créature, de vie d'attaque et d'autres événements"
3070023,Infliger des dégâts aux créatures,Inflige %1 %3 %4 dégâts à %2,"1. La source de dégâts peut être obtenue en tant que créature, et le mot dégâts sera affiché
2. La valeur finale des dégâts sera calculée en fonction de la défense
3. Il déclenchera des événements correspondants (tels que des dégâts de créature, des dégâts de créature, etc.), mais ne déclenchera pas d'attaque de créature, de vie d'attaque et d'autres événements"
3070024,Faire en sorte que les créatures nuisent aux cibles dans la zone,Inflige %1 %3 %4 dégâts aux cibles dans %2,"1. Si vous causez des dégâts à tout le monde (y compris à vous-même), vous pouvez obtenir la source des dégâts en tant que créature, et le mot dégâts sera affiché
2. La valeur finale des dégâts sera calculée en fonction de la défense
3. Il déclenchera des événements correspondants (tels que des dégâts de créature, des dégâts de créature, etc.), mais ne déclenchera pas d'attaque de créature, de vie d'attaque et d'autres événements"
3070025,Créature de remplacement,"Remplacez %1 par %2, conservez les points de vie en pourcentage comme %3","1. Conserver les informations graphiques de la créature après le remplacement
2. L'équipe de créatures reste inchangée après le remplacement
3. Les variables biologiques changeront également, par exemple : Un organisme est stocké dans la variable avant le remplacement, et après l'avoir remplacé par un organisme B, la valeur stockée dans la variable change d'un organisme A à un organisme B (seules les variables biologiques sont affectées, pas les variables de type biologique)"
3070026,Mettre en place une équipe biologique,Définir l'équipe de %1 à %2,
3070027,Supprimer le type de dommage immunitaire biologique,Supprimer %1 Immunité %2,
3070028,Supprime tous les effets d'état de la créature,Supprimer tous les effets d'état sur %1,
3070029,Supprime tous les effets d'état négatifs de la créature,Supprimer tous les effets d'état négatifs sur %1,
3080001,Ajouter une créature au groupe bio,Ajouter %1 pour spécifier %2,
3080002,Supprimer un organisme d'un biome,Supprimer %1 de %2,
3080003,Vider le biome,Effacer %1,
3080004,Exécuter le déclencheur sur le biome,"Exécutez %2 sur chaque créature de %1, en vérifiant la condition de déclenchement %3",
3100001,Créer des articles dans une boîte de rangement,Créer %1 %2 pour spécifier la boîte de stockage %3,
3100002,Supprimer les accessoires dans la boîte de rangement,Supprimer %2 %3 de la boîte de stockage %1 spécifiée,
3100003,Accessoires pour vider la boîte de rangement,Vider tous les éléments de la boîte de stockage %1 spécifiée,
3100004,Créer un lancer,"Créer %2 à %1 spécifié, lancer à %3",
3100005,Créer les lancers du joueur,"Créer %3 appartenant à %2 à %1 spécifié, lancer à %4",
3100006,Supprimer les lancers,Supprimer %1,
3100007,Créer un drop,Créer %2 %3 gouttes à %1 spécifié,
3100008,Supprimer les objets déposés,Supprimer %1,
3100009,Modifier l'élément pour refroidir,Modification de %2 de %1 pour refroidir à %3 secondes,
310001,Graphiques animés de composants,"%1 Durée unique %2 secondes, temps de lecture %3",
3100010,Les accessoires se refroidissent,Cool %2 de %1,
3100011,Créer des lancers de créatures,"Créer %3 appartenant à %2 à %1 spécifié, lancer à %4",
3100012,Faire tirer des projectiles au joueur,Faire %1 feu %3 à %2,
3100013,Faire tirer des projectiles aux créatures,Faire %1 feu %3 à %2,
3100014,Changer l'apparence de l'élément,Changer l'apparence de %1 en %2,
3100015,Changer l'apparence du projectile,Changer l'apparence de %1 en %2,
3100016,Action de jeu d'accessoires,"Faire jouer %1 objet portable %2, mode de lecture %3",
3100017,Action de jeu d'objet de lancer,"Faire jouer %1 %2, jouer en mode %3",
3100018,Action de lecture de l'objet en chute libre,"Faire jouer %1 %2, jouer en mode %3",
310002,Graphiques animés textuels,%1 durée %2 secondes,
310003,Déplacement en douceur,Passer à X %2 Y %3 en %1 secondes,
310004,Incrémentation en douceur des coordonnées,"Dans %1 secondes, déplacer %2 coordonnées %3 %4",
310005,Détartrage en douceur,Zoom sur la largeur %2 hauteur %3 en %1 secondes,
310006,Augmentation en douceur de la largeur et de la hauteur,%2 taille %3 %4 en %1 secondes,
310007,Rotation en douceur,Rotation à %2 degrés en %1 secondes,
310008,Angle d'augmentation lisse,"Dans %1 secondes, changez l'angle %2 %3 degrés",
3110001,Exécuter le compte à rebours,"Démarrer %1, compte à rebours %2 secondes, répéter %3",
3110002,Exécuter la minuterie avant,Démarrer %1,
3110003,Minuterie de pause,Mettre en pause %1,
3110004,Minuterie de récupération,Restaurer %1,
3110005,Minuterie d'arrêt,Arrêter %1,
3110006,temps d'attente,"Après avoir attendu %1 secondes, passez à l'action suivante",
3110007,Régler la minuterie,Définir %1 à %2 secondes,
3110009,Afficher la fenêtre de la minuterie,"Afficher la fenêtre %2 dans %1, titre %3",
3110010,Masquer la fenêtre de minuterie,Masquer la fenêtre %2 de %1,
3120001,Définir l'emplacement,Définir %1 à %2,
3120002,Zone de réglage,Définir %1 à %2,
3120003,Définir la valeur,Définir %1 à %2,
3120004,Définir la valeur booléenne,Définir %1 à %2,
3120005,Définir le joueur,Définir %1 à %2,
3120006,Définir le type de bloc,Définir %1 à %2,
3120007,Définir le type de poste,Définir %1 à %2,
3120008,Définir la créature,Définir %1 à %2,
3120009,Définir le type de créature,Définir %1 à %2,
3120010,Définir la chaîne,Définir %1 à %2,
3120011,Définir le type d'effet,Définir %1 à %2,
3130001,Jouer des effets sur l'emplacement,"Jouer %2 sur %1, taille %3",
3130002,Jouer des effets spéciaux sur le joueur,"Jouer %2 sur %1, taille %3",
3130003,Jouer des effets spéciaux sur des créatures,"Jouer %2 sur %1, taille %3",
3130004,Jouer des effets spéciaux sur des projectiles,"Jouer %2 sur %1, taille %3",
3130005,Supprimer les effets sur l'emplacement,Supprimer %2 sur %1,
3130006,Supprimer les effets spéciaux sur les joueurs,Supprimer %2 sur %1,
3130007,Supprimer les effets spéciaux sur les créatures,Supprimer %2 sur %1,
3130008,Supprimer les effets spéciaux sur les lancers,Supprimer %2 sur %1,
3130009,Définir la taille de l'effet de position,Définir la taille de %2 sur %1 à %3,
3130010,Définir la taille de l'effet du joueur,Définir la taille de %2 sur %1 à %3,
3130011,Définir la taille du bio-effet,Définir la taille de %2 sur %1 à %3,
3130012,Définir la taille de l'effet du lanceur,Définir la taille de %2 sur %1 à %3,
3130013,Jouer des effets spéciaux sur des objets tombés,"Jouer %2 sur %1, taille %3",
3130014,Supprimer les effets spéciaux sur les objets déposés,Supprimer %2 sur %1,
3130015,Jouer des effets spéciaux sur les joueurs détenant des objets,"Jouer %2 sur %1 objet portable, taille %3",
3130016,Supprimer les effets spéciaux sur les objets détenus par les joueurs,Supprimer %2 de %1 élément portable,
3130017,Jouer des effets spéciaux sur les types d'objets des joueurs,"Jouer %3 sur tous les %2 détenus par %1, taille %4",
3130018,Supprimer les effets spéciaux sur les éléments de raccourci du joueur,Supprimer %3 de %2 de %1 barre de raccourcis,
3140012,Faire jouer des effets sonores au joueur,"Faire jouer %1 scène %2, volume %3, tonalité %4, boucle %5",
3140013,Faire jouer des effets sonores à la créature,"Faire jouer %1 scène %2, volume %3, tonalité %4, boucle %5",
3140014,Jouer des effets sonores sur place,"Lecture de la scène %2, volume %3, tonalité %4, boucle %5 sur %1",
3140015,Désactiver le son du lecteur,Fermer %2 en jouant sur %1,
3140016,Désactiver le son bio,Fermer %2 en jouant sur %1,
3140017,Éteindre le son de position,Fermer %2 en jouant sur %1,
3140018,Jouer les effets sonores de l'interface aux groupes de joueurs,"Interface de lecture %2 pour %1, volume %3, tonalité %4, boucle %5",
3140019,Jouer les effets sonores de l'interface au lecteur,"Interface de lecture %2 pour %1, volume %3, tonalité %4, boucle %5",
3140020,Désactiver les effets sonores de l'interface du groupe de joueurs,Fermer %1 Interface de lecture %2,
3140021,Désactiver les effets sonores de l'interface du lecteur,Fermer %1 Interface de lecture %2,
3140022,Jouer de la musique d'interface au lecteur,"Interface de lecture %2 vers %1, volume %3, boucle %4","Le son joué par cet événement est contrôlé par le commutateur ""Effet sonore"" réglé par le lecteur, et le son ne peut pas être entendu après la désactivation de ""Effet sonore"""
3140023,Mettre en pause / reprendre la musique de l'interface du lecteur,%1 %2 Lecture de la musique de l'interface,
3150001,Exécuter le script,Exécuter le script %1,
3160001,Play ad (ancien),"Jouer l'annonce sur %1, le nom de l'emplacement %2 et lancer %3 (ancien)",
3160002,Ouvrir la boutique des développeurs (ancien),Ouvrez le magasin des développeurs %1 (seul le fait d'appuyer sur un bouton et de le relâcher peut se déclencher),
3160003,Afficher la fenêtre d'achat du produit,"Afficher la fenêtre d'achat %2 pour %1, référence %3",
3160004,Lire la vidéo,Ouvrez %2 sur %1 et lisez la vidéo automatiquement,
3160005,Jouer des annonces,"Lecture de l'annonce sur %1, nom de l'emplacement %2 et exécution de %3 (appuyez uniquement sur le bouton et relâchez le bouton pour déclencher)",
3160006,Ouvrir la boutique des développeurs,Ouvrir le magasin des développeurs pour %1,
3160007,Ouvrir la page de désignation de la boutique des développeurs,"Ouvrir le magasin de développeurs %2 pour %1, nom du magasin %3",
3160008,Ouvrir la page de détails du produit,Ouvrir la page de détails de %2 sur %1 (seulement appuyer sur le bouton et relâcher le déclencheur),
3160009,Ouvrir la page de détails du produit pour la peau,Ouvrir la page de détails de %2 sur %1 (seulement appuyer sur le bouton et relâcher le déclencheur),
3160010,Afficher la fenêtre d'achat du skin,"Afficher la fenêtre d'achat %2 pour %1, référence %3",
3160011,Ouvrir la page du skin de la boutique des développeurs,Ouvrez la page d'habillage du magasin de développeurs pour %1 (seul le fait d'appuyer sur le bouton et de le relâcher peut déclencher),
3161001,Définir le statut de l'objectif du cours,Définir l'état d'achèvement du numéro de séquence de tâches %1 à %2,
3161002,Afficher la zone cible du parcours,Définir la zone cible de la tâche à %1,
3170001,Créer des informations graphiques sur l'emplacement,Créer %2 sur %1,
3170002,Créer des informations graphiques sur le lecteur,"Créer %2 sur %1, décaler la distance %4 vers %3",
3170003,Créer des informations graphiques sur les organismes,"Créer %2 sur %1, décaler la distance %4 vers %3",
3170004,Créer des informations graphiques sur les projectiles,"Créer %2 sur %1, décaler %4 vers %3",
3170005,Supprimer le type d'information graphique sur l'emplacement,Supprimer %3 numéroté %2 sur %1,
3170006,Supprimer le type de message graphique sur le lecteur,Supprimer %3 numéroté %2 sur %1,
3170007,Supprimer le type d'information graphique sur la créature,Supprimer %3 numéroté %2 sur %1,
3170008,Supprimer le type de message graphique sur le projectile,Supprimer %3 numéroté %2 sur %1,
3170009,Créer des informations en texte plat sur l'emplacement,"Créer %2 sur %1, décaler %3 vers X, %4 vers Y",
3170010,Créer des informations graphiques à plat sur le lecteur,"Créer %2 sur %1, décaler %3 vers X, %4 vers Y",
3170011,Créer des informations graphiques à plat sur l'organisme,"Créer %2 sur %1, décaler %3 vers X, %4 vers Y",
3170012,Créer des informations graphiques à plat sur les projectiles,"Créer %2 sur %1, décaler %3 vers X, %4 vers Y",
3180001,Ajouter n'importe quelle valeur à n'importe quel groupe,Ajouter %2 à %1,"1. Ajouter la position : insérer la valeur à la fin
2. Lorsque vous utilisez cette action pour ajouter des valeurs à des types de variables tels que groupe de localisation, groupe de zone, groupe de créature, groupe de joueur, groupe de minuterie, etc., la même valeur ne peut pas être ajoutée de manière répétée
3. Le groupe de valeurs, le groupe de chaînes, le groupe de valeurs booléennes, le groupe de types de blocs, le groupe de types d'articles, le groupe de types biologiques, le groupe de types d'effets spéciaux et d'autres types de variables peuvent ajouter la même valeur à plusieurs reprises."
3180002,Définir la valeur du nombre spécifié à null dans n'importe quel groupe,Définir la valeur numérotée %2 à null dans %1,"Après l'avoir défini sur null, il occupera également la position, par exemple, a = {1,2,3}, si 1 est nul, alors a = {nil, 2,3}"
3180003,Définir n'importe quelle valeur à null dans n'importe quel groupe,Mettre %2 à null dans %1,"Effacement de la correspondance de contenu, définira toutes les mêmes valeurs sur null, par exemple a = {1, 1, 2, 3} Définit 1 sur null, puis a = {nil, nil, 2, 3}"
3180004,Effacer n'importe quel groupe,Effacer %1,Supprimer toutes les valeurs du groupe
3180005,Insérer n'importe quelle valeur dans n'importe quel groupe,Insérer %3 dans %2 de %1,"L'insertion vers l'avant affectera l'ordre. Par exemple, si a = {1, 2, 3, 4} insère 5 dans la deuxième position, alors a = {1, 5, 2, 3, 4}"
3180006,Supprime la valeur du nombre spécifié dans n'importe quel groupe,Supprimer la valeur du nombre %2 dans %1,"La suppression d'une valeur affectera le tri, les valeurs suivantes sont reportées, par exemple a = {1, 2, 3, 4}, après la suppression de 2, a = {1, 3, 4}"
