ID,名字,描述,获得方式
11649,Pistolet à pression d'eau,"Utilisez la pression de l'eau pour causer des dommages, #c0aba1d plus la pression de l'eau est élevée, plus la portée des dommages et des explosions #n #r ne peut pas causer de dommages lorsqu'il n'y a pas de pression d'eau dans l'air, déclenchant l'effet de répulsion à courte portée #r utiliser l'oxygène dans le #n du #c0aba1d réservoir de gaz comprimé comme munitions",
11650,Lucky Corolla,"Contient le mystérieux pouvoir de la corolle, dans le cas de dégâts mortels de consommer toute sa propre puissance pour déclencher #c0aba1d effet de protection : le point de santé ne sera pas déduit à 0 lors de la réception de dégâts mortels, le minimum est de 1 #n, après déclenchement la corolle sera détruite #r #c0aba1d bonne chance + 1 #n",
11651,air ball,Projectile à air,
11652,Garde de grêle - Colonne d'eau,,
11653,Rune de précision,Une rune de précision qui peut être ajoutée comme statistique via la table des runes,
11654,Ananas Equinox,"#c0aba1d jetez l'ananas #n l'autre côté, il explosera. Les créatures à portée d'explosion gagneront l'état de #c0aba1d maladie soudaine #n #r créatures atteintes de maladie soudaine attaqueront de manière incontrôlable les créatures les plus proches d'elles.",
11655,Perle,Perle avec une couleur magnifique et un tempérament élégant est l'une des matières premières importantes #n #c0aba1d dispositif de raffinage de l'oxygène,Matière rare pouvant apparaître à l'ouverture des pétoncles géants
11656,Bâton lumineux inutilisé,"Bâtons lumineux collectés à partir d' #c0aba1d algues bâtons lumineux #n, le liquide fluorescent dans les bâtons émettra de la lumière après avoir été cassé, et peut être utilisé comme outils d'éclairage pour les aventures sous-marines",Obtenu après destruction de Fluorophyllum
11657,Bâton lumineux lumineux,"La lumière est éblouissante mais elle est de courte durée. Lorsqu'elle est tenue en main, elle peut améliorer la #c0aba1d portée visible sous l'eau #n #r #c0aba1d jeter #n et l'insérer sur le #n du #c0aba1d carré, elle peut générer une petite source lumineuse jusqu'à épuisement du liquide fluorescent à l'intérieur",Obtenu après utilisation d'un bâton lumineux non utilisé
11658,Bâton lumineux épuisé,"Avec la dissipation du dernier rayon de lumière, Fluorophyllum commence à se reproduire de nouveaux #r s'il est inséré sur la surface supérieure de la #n du #c0aba1d plutonium, il peut pousser #c0aba1d semis de Fluorophyllum #n",Obtenu après épuisement du bâton lumineux
11659,Poisson muet séché au soleil,"#c0aba1d de récupérer 15 de force physique après avoir mangé #n #r fera sécher le poisson muet sur la grille de séchage du poisson, qui est également la nourriture des villageois du village de pêcheurs",
11660,Grosse noix de coco (qui tombe),Tomber grosse noix de coco,
11661,Grosse noix de coco aliénée (en chute),Tomber aliéné grosse noix de coco,
11662,Cloques d'hippocampe,,
11663,Effet de foudre des méduses,,
11664,Cristal de célesthium,"Les cristaux de haute pureté obtenus par fusion @item_405#, qui sont des matériaux essentiels pour la fabrication de divers types de dispositifs Celesthium.",
11665,Ice Puffshroom Spores,"Semez-le sur @item_120#, et @item_150009# grandira après un certain temps.",
11666,Graine de fougère glacée,"Semez-le sur @item_121#, et @item_150012# grandira après un certain temps.",
11667,Personnel de la glace,Personnel imprégné de la puissance de la glace. Peut être utilisé pour tirer des orbes de refroidissement.,
11668,Personnel glacial,Il semble s'agir d'un personnel avancé conçu sur la base de @item_11667#. Son processus d'artisanat est assez mystérieux et ne peut pas être reproduit pour le moment. Mais il ne fait aucun doute que la puissante magie de glace qu'il déclenche est impressionnante.,Abandonné en battant Frost Boarman Shamans.
11669,Orbe de glace,,
11670,Orbe glacial,,
11671,Cercle de pointe de glace,Chute de pointes de glace,
11672,Bouteille de brouillard de glace,"Bouteilles en verre remplies d'une grande quantité de spores à basse température. Lorsqu'ils sont lancés, ils génèrent une brume #c0aba1dice#n sur place. Alors, faites attention à ne pas attraper un rhume.",
11673,Pics de glace solide (chute),Chute de pointes de glace,
11674,Pointes de glace croustillantes (tombant),Chute de pointes de glace,
11800,Parchemin mutant,"En enchantant le rouleau dans le sac à dos, vous pouvez obtenir les propriétés liées à #c0aba1d Cute Eye Star #n. #r Après #n avoir utilisé la #c0aba1d technique Dessin-Mutation, la table d'artisan débloque l'artisanat.","Après avoir utilisé @ item _ 11083 #, @ item _ 800 # déverrouille l'artisanat."
11801,Rouleau de feu,"En enchantant le parchemin dans le sac à dos, vous pouvez obtenir #c0aba1d attribut feu #n.",
11802,Défilement du chaos,Obtenez #c0aba1d l'attribut Chaos Protection en enchantant ce parchemin à l'intérieur de votre sac à dos #n. #r Débloquez l'artisanat sur Craftsman Desk après avoir vaincu Lava Black Dragon.,
11803,livre,"Obtenu par #c0aba1d bureau #n #c0aba1d rouleau en cuir #n. Peut être placé sur #c0aba1d étagère #n, portable #c0aba1d livre #n cliquez pour commencer la lecture.",
11804,Papeterie d'occasion,L'utilisation peut enregistrer du texte,
11805,Défilement vide,Il semble enregistrer quelque chose.,
11806,Rouleau de cuir,Le texte peut être enregistré après utilisation.,
11807,Parchemin magique,"Plein de parchemins magiques, les parchemins enchantés peuvent être utilisés #c0aba1d table de fusion d'enchantements #n avec d'autres objets.",Les parchemins sont générés après enchantement. #r les marchands en vendent parfois.
11809,puce de commande,"Après utilisation, vous pouvez ouvrir l'interface de réglage pour écrire des instructions. Après le réglage, vous devez utiliser l' #c0aba1d analyseur de signal et le mettre en #n avant qu'il puisse prendre effet.",
11810,Selle montée,"Pour #c0aba1d #n les ours de glace, les autruches et les vélociraptors, cela peut les transformer en #c0aba1d  #n.",Ouvrez la boîte du Trésor du Donjon avec une chance d'obtenir. #r marchands vendent parfois.
11811,Bgm1,Un beau morceau de musique,
11812,Bgm2,Un beau morceau de musique,
11813,Bgm3,Un beau morceau de musique,
11814,Bgm4,Un beau morceau de musique,
11815,Bgm5,Un beau morceau de musique,
11816,Bgm6,Un beau morceau de musique,
11817,Bgm7,Un beau morceau de musique,
11818,Bgm8,Un beau morceau de musique,
11819,Bgm9,Un beau morceau de musique,
11820,Bgm10,Un beau morceau de musique,
11821,Bgm11,Un beau morceau de musique,
11822,Bgm12,Un beau morceau de musique,
11823,Un sac de sable,Matériaux nécessaires à la fabrication #c0aba1d du modèle miniature #n dans l'établi du modèle.,
11824,Minerai de feu de givre,Un minéral rare formé dans les régions froides de Miras. Sa caractéristique unique d'abaisser continuellement la température ambiante est souvent utilisée dans la fabrication du @item_160002# congelé en permanence ou d'autres articles de refroidissement.,Obtenu par extraction minière @item_34#.
11825,Graine d'arbuste,"Lorsqu'il est planté en @item_103#, il peut devenir @item_392#. Mais s'il est planté en @item_121#, sa forme sera très différente.",
11826,Outil,Une catégorie parentale utilisée dans la classification Crafting Table,
11827,Bataille,Une catégorie parentale utilisée dans la classification Crafting Table,
11828,Matériaux,Une catégorie parentale utilisée dans la classification Crafting Table,
11829,Décoratif,Une catégorie parentale utilisée dans la classification Crafting Table,
11830,Casque,Une catégorie parentale utilisée dans la classification Crafting Table,
11831,Cuirasse,Une catégorie parentale utilisée dans la classification Crafting Table,
11832,Jambières,Une catégorie parentale utilisée dans la classification Crafting Table,
11833,Bottes,Une catégorie parentale utilisée dans la classification Crafting Table,
11834,Hache,Une catégorie parentale utilisée dans la classification Crafting Table,
11835,Pioche,Une catégorie parentale utilisée dans la classification Crafting Table,
11836,Pelle,Une catégorie parentale utilisée dans la classification Crafting Table,
11837,Râteau,Une catégorie parentale utilisée dans la classification Crafting Table,
11838,Épée,Une catégorie parentale utilisée dans la classification Crafting Table,
11839,Lance,Une catégorie parentale utilisée dans la classification Crafting Table,
11840,Marteau,Une catégorie parentale utilisée dans la classification Crafting Table,
11841,Bouclier,Une catégorie parentale utilisée dans la classification Crafting Table,
11842,Dos,Une catégorie parentale utilisée dans la classification Crafting Table,
11843,Arc,Une catégorie parentale utilisée dans la classification Crafting Table,
11844,Personnel,Une catégorie parentale utilisée dans la classification Crafting Table,
11845,Objet de guérison,Une catégorie parentale utilisée dans la classification Crafting Table,
11846,Outil de production,Une catégorie parentale utilisée dans la classification Crafting Table,
11847,Dispositif d'élevage,Une catégorie parentale utilisée dans la classification Crafting Table,
11848,Outil d'éclairage,Une catégorie parentale utilisée dans la classification Crafting Table,
11849,Instrument de musique,Une catégorie parentale utilisée dans la classification Crafting Table,
11850,Équipement sportif,Une catégorie parentale utilisée dans la classification Crafting Table,
11851,Colorant,Une catégorie parentale utilisée dans la classification Crafting Table,
11852,Générateur d'oxygène,Une catégorie parentale utilisée dans la classification Crafting Table,
11853,Matériaux de base,Une catégorie parentale utilisée dans la classification Crafting Table,
11854,Matériau minéral,Une catégorie parentale utilisée dans la classification Crafting Table,
11855,Graines,Une catégorie parentale utilisée dans la classification Crafting Table,
11856,Matériel spécial,Une catégorie parentale utilisée dans la classification Crafting Table,
11857,Coffre de rangement,Une catégorie parentale utilisée dans la classification Crafting Table,
11858,Lit,Une catégorie parentale utilisée dans la classification Crafting Table,
11859,Porte,Une catégorie parentale utilisée dans la classification Crafting Table,
11860,Clôture,Une catégorie parentale utilisée dans la classification Crafting Table,
11861,Fenêtre,Une catégorie parentale utilisée dans la classification Crafting Table,
11862,Décoration murale,Une catégorie parentale utilisée dans la classification Crafting Table,
11863,Brique de pierre,Une catégorie parentale utilisée dans la classification Crafting Table,
11864,Totem,Une catégorie parentale utilisée dans la classification Crafting Table,
11865,Drapeau,Une catégorie parentale utilisée dans la classification Crafting Table,
11866,Marteau de création,Une catégorie parentale utilisée dans la classification Crafting Table,
11867,Verre,Une catégorie parentale utilisée dans la classification Crafting Table,
11868,Dispositif mécanique,Une catégorie parentale utilisée dans la classification Crafting Table,
11869,Appareil Célestium,Une catégorie parentale utilisée dans la classification Crafting Table,
11870,Bloc décoratif,Une catégorie parentale utilisée dans la classification Crafting Table,
11871,Enseigne,Une catégorie parentale utilisée dans la classification Crafting Table,
11872,Appareil de musique,Une catégorie parentale utilisée dans la classification Crafting Table,
11873,Bifurquer,Une catégorie parentale utilisée dans la classification Crafting Table,
11874,Plancher décoratif,Une catégorie parentale utilisée dans la classification Crafting Table,
11875,Transport,Une catégorie parentale utilisée dans la classification Crafting Table,
11876,Outil spécial,Une catégorie parentale utilisée dans la classification Crafting Table,
11877,Projectile,Une catégorie parentale utilisée dans la classification Crafting Table,
11878,Arme spéciale,Une catégorie parentale utilisée dans la classification Crafting Table,
11879,Pot de fleur,Une catégorie parentale utilisée dans la classification Crafting Table,
11880,Garde-robe,Une catégorie parentale utilisée dans la classification Crafting Table,
11881,Bloc de mithril,Une catégorie parentale utilisée dans la classification Crafting Table,
11882,Canne à pêche,Une catégorie parentale utilisée dans la classification Crafting Table,
11883,Présentoir,Une catégorie parentale utilisée dans la classification Crafting Table,
11884,,,
11900,Erhu,"Erhu, #c0aba1d instrument à cordes #n. #r Erhu est très expressif, avec une persistance sombre, volant et sautant et se balançant couramment. Il ne convient pas seulement pour un contenu profond et triste, mais peut également décrire la magnifique conception artistique. #r musique nationale Fenghua, cordes qui volent, heureux et triste, une chanson bouge ancienne et moderne. #r maintenez #c0aba1d appuyez longtemps sur le bouton d'utilisation #n pouvez jouer.",
11901,Célébration Mooncake,"Les gâteaux de lune, également connus sous le nom de groupe de lune, petits gâteaux, gâteaux de récolte, gâteaux de réunion, etc., sont l'une des spécialités traditionnelles. #r peuvent #c0aba1d récupérer 30 points de force physique #n après avoir mangé, et obtiendront également la bénédiction mystérieuse de la lune. #r # c0aba1d9,16-10,7 Pendant la #n vaincre la #c0aba1d célébration sauvage #n obtenir",
11902,Fragments de lanterne,Les fragments de lanternes endommagés par les sauvages de célébration peuvent être réparés avec du bois pour fabriquer des lanternes de célébration.#r#c0aba1d9.16-10.7#n vaincus#c0aba1d sauvages de célébration#n,
11904,Boule de fleurs de célébration,"Les boules de fleurs utilisées pour décorer la célébration ajoutent une forte atmosphère festive. J'ai entendu dire qu'un homme d'affaires collectionne cela. #r # c0aba1d9,16-10,7 #n pouvez échanger des objets au #n de #c0aba1d Wish Merchants.",
11905,Guzheng,"Guzheng, #c0aba1d instrument #nde chant à cordes pincées. Aussi connu sous le nom de Han Zheng, Qin Zheng. #r souvent utilisé en solo, ensemble, ensemble instrumental et chant et danse, opéra et piste d'accompagnement quyi. En raison de sa large gamme, son beau et agréable, riches compétences de performance et forte expressivité, il est appelé ""le roi de toutes les musiques"". #r maintenez #c0aba1d appuyez longtemps sur le bouton d'utilisation #n pouvez jouer.",
11906,Suona,"Suona, #c0aba1d instrument à vent #nen bois à anche double. #r Suona a son tempérament et son timbre uniques, est un instrument à vent national représentatif. #r maintenez #c0aba1d appuyez longtemps sur le bouton d'utilisation #n pouvez jouer.",
11907,Luth,"Pipa, #c0aba1d instruments de musique à cordes #npincées. #r en bois ou en bambou, etc., le haut-parleur est en forme de semi-poire, avec quatre cordes dessus, à l'origine en fil de soie, mais maintenant il est surtout fait de fil d'acier, de corde d'acier, et de nylon. Le manche et le panneau sont équipés de Pour déterminer le phonème de la ""phase"" et ""produit"". #r maintenez #c0aba1d appuyez longuement sur le bouton d'utilisation #n pouvez jouer.",
11908,flûte,"Flûte, #c0aba1d bois horizontal #n. #r flûte est un instrument à vent pivot, la gamme peut généralement atteindre deux octaves et plus de deux, est considéré comme le représentant de la musique à vent nationale. #r maintenez #c0aba1d appuyez longtemps sur la touche pour jouer.",
11909,tambour,"Tambours, #c0aba1d percussions #n. #r c'est-à-dire un cylindre creux en bois sur la peau, pour instruments de percussion. #r main #c0aba1d appuyez longuement sur le bouton d'utilisation #n peut être joué.",
11910,partitions,Allez télécharger la dernière version du jeu!,
11911,Créer des cristaux,"Un cristal avec un pouvoir créatif naturel, il semble qu'il puisse être utilisé pour mettre à niveau la table d'artisan et activer les runes prop",Vaincre l'apôtre du vide Drop Get
11912,Tente cassée,Une tente cicatrisée mais encore habitable peut être réparée à l'aide de cuir souple après avoir été posée au sol.,
11913,Tente détruite,Elle est tellement cassée qu'il ne reste plus qu'une étagère qu'elle est complètement inhabitable. Elle peut être réparée avec du cuir souple après avoir été posée au sol.,
11914,Croc de chauve-souris,Les dents pointues des chauves-souris peuvent être utilisées comme matériaux secondaires pour la gravure de runes.,Abandonné en battant des chauves-souris.
11915,polypes de corail,"Planté sur #c0aba1d sable #n ou #c0aba1d récif #n peut se développer #c0aba1d larves de corail #n, après une période de temps peut se développer en corail. #r Bien que les coraux ressemblent à des plantes immobiles, ils sont en fait des animaux. #r Astuce : Les coraux poussent dans l'eau pour survivre!",Transformé à la table de l'artisan
11916,Recette - Shell Bed,Après utilisation peut être déverrouillé dans la fabrication de lit #n de coquille de table d'artisan #c0aba1d .,Les marchands vendent parfois.
11917,Recette - Canapé en coquillage,Après utilisation peut être déverrouillé dans la production de canapé #n de coquille de table artisan #c0aba1d .,Les marchands vendent parfois.
11918,Recette - Table à coquillages,"Après utilisation, il peut être déverrouillé dans la fabrication de table #n de coquillage de table #c0aba1d d'artisan.",Les marchands vendent parfois.
11919,Recette - Shell Chair,"Après utilisation, il peut être déverrouillé dans la fabrication de chaise #n de coquille de table #c0aba1d d'artisan.",Les marchands vendent parfois.
11920,Recette - Coral Gate,"Après utilisation, il peut être déverrouillé dans la fabrication de porte #n corail de table d'artisan #c0aba1d .",Les marchands vendent parfois.
11921,Recette - Porte-coquille,"Après utilisation, il peut être déverrouillé dans la fabrication de porte #n de coquille de table d'artisan #c0aba1d .",Les marchands vendent parfois.
11922,Recette - Fenêtre de corail,"Après utilisation, il peut être déverrouillé dans la fabrication de fenêtre #n corail de table d'artisan #c0aba1d .",Les marchands vendent parfois.
11923,Recette - Shell Window,"Après utilisation, il peut être déverrouillé dans la production de fenêtre #n de coquille de table d'artisan #c0aba1d .",Les marchands vendent parfois.
11924,Recette - Ocean Locker,"Après utilisation, il peut être déverrouillé dans la fabrication de casiers océaniques #c0aba1d de table d'artisan #n .",Les marchands vendent parfois.
11925,Recette - Écran de mer,"Après utilisation, il peut être déverrouillé dans la table d'artisan #c0aba1d la production d'écran océanique #n.",Les marchands vendent parfois.
11926,Recette - Escaliers de coquillages,"Après utilisation, il peut être déverrouillé dans la fabrication d'escalier #n de coquille de table d'artisan #c0aba1d .",Les marchands vendent parfois.
11927,Recette - Ocean Wardrobe,Après utilisation peut être déverrouillé dans la production de garde-robe #n de table d'artisan #c0aba1d océan.,Les marchands vendent parfois.
11928,Recette - Lampadaire Océan,Après utilisation peut être déverrouillé dans la production de lampadaire #n de table artisan #c0aba1d .,Les marchands vendent parfois.
11929,Recette - Chandelier Océan,Après utilisation peut être déverrouillé dans la production de lustre #n de table artisan #c0aba1d océan.,Les marchands vendent parfois.
11930,Recette - Lampe de bureau en coquille,"Après utilisation, il peut être déverrouillé dans la production de lampe de table #n artisan #c0aba1d shell.",Les marchands vendent parfois.
11931,Recette - Pot de fleurs de l'océan,"Après utilisation, il peut être débloqué dans la table d'artisan #c0aba1d la réalisation d'un grand pot de fleurs océan #n.",Les marchands vendent parfois.
11932,Recette - Clôture de corail,"Après utilisation, il peut être déverrouillé dans la table d'artisan #c0aba1d fabrication de clôture #n de corail.",Les marchands vendent parfois.
11933,Recette - Coral Gate,Après utilisation peut être déverrouillé dans la production de porte #n de clôture corail de table d'artisan #c0aba1d .,Les marchands vendent parfois.
11934,Recette - Clôture en coquille,"Après utilisation, il peut être déverrouillé dans la fabrication de clôture #n de coquille de table d'artisan #c0aba1d .",Les marchands vendent parfois.
11935,Recette - Shell Gate,"Après utilisation, il peut être déverrouillé dans la production de porte #n de clôture de coquille de table d'artisan #c0aba1d .",Les marchands vendent parfois.
11936,Recette - Carillons éoliens Shell,Après utilisation peut être déverrouillé dans la production de carillons éoliens #n de coquille de table d'artisan #c0aba1d .,Les marchands vendent parfois.
11937,Recette - Canne de corail cornue,"Après utilisation, il peut être débloqué dans la table d'artisan #c0aba2d canne à pêche corail cornu #n.",Les marchands vendent parfois.
11938,Recette - Canne à pêche Bubble Coral,Après utilisation peut être débloqué dans la production de canne à pêche #n de corail de table d'artisan #c0aba3d bulle.,Les marchands vendent parfois.
11939,Recette - Disque Canne de Corail,"Après utilisation, il peut être déverrouillé dans la fabrication de canne à pêche #n en corail de table #c0aba4d d'artisan.",Les marchands vendent parfois.
11940,Recette - Canne à pêche en corail d'arbre,"Après utilisation, il peut être déverrouillé dans la table d'artisan #c0aba5d arbre corail canne à pêche #n fabrication.",Les marchands vendent parfois.
11941,Recette - Canapé double Shell,Après utilisation peut être déverrouillé dans la production de canapé double #n artisan table #c0aba1d shell.,Les marchands vendent parfois.
11942,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11943,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11944,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11945,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11946,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11947,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11948,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11949,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11950,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11951,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11952,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11953,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11954,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
11955,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
12001,Arme en bois,Une arme de frappe basique. #c0aba1dCharge#n lentement pour étourdir la créature devant vous.,
12002,Lance de pierre,Une arme de poussée de base. #c0aba1dCharge#n pour le lancer. Récupérez-le pour une utilisation répétée.,
12003,Dague,Une arme améliorée semblable à une épée. #c0aba1dCharge#n pour effectuer une attaque tranchante qui endommage les créatures proches.,
12004,Lance en laiton,Une arme de poussée améliorée. #c0aba1dCharge#n pour le lancer sur les ennemis. Récupérez-le pour une utilisation répétée.,
12005,Épée d'énergie,Une épée imprégnée du pouvoir de création. #c0aba1dCharge#n pour avancer instantanément sur une certaine distance et endommager les ennemis au contact.,
12006,Griffe de jet,"Lorsqu'il est utilisé à la position cible, le crochet à griffes sera tiré. Si le crochet à griffes #c0aba1d touche le bloc #n pendant le vol, il peut se tirer à la position de bloc. #r Après avoir utilisé le #c0aba1d dessin - griffe de crochet de jet #n, la table d'artisan sera déverrouillée et fabriquée.",#c0aba1d n'imitent aucun comportement in-game. #n
12007,Arme laser,,
12008,Jet plug,"Lorsqu'il est utilisé à la position cible, le bouchon sera tiré. Si le bouchon #c0aba1d entrer en contact avec une créature ou un bloc #n pendant le vol, il peut être tiré à sa propre position.",
12009,moissonneuse,"Une faucille en titane conçue pour être utilisée d'une seule main. #c0aba1dCharge#n pour effectuer une attaque à large portée, infligeant des dégâts aux créatures proches.",
12010,Marteau de guerre en titane,"Un marteau en titane conçu pour être utilisé d'une seule main. #c0aba1dCharge#n pour frapper le sol avec une grande force, repoussant les créatures proches et infligeant d'énormes dégâts.",
12011,Dispositif de projection holographique,"Une technologie extraterrestre étonnante, un appareil capable de projeter des images",
12012,Épée de pierre,"Une arme d'épée de base. #c0aba1dCharge#n pour effectuer une attaque tranchante dans une petite zone, endommageant les créatures proches.",
12013,Lance d'énergie,"Une arme de poussée imprégnée du pouvoir de création. #c0aba1dCharge#n pour le lancer sur les ennemis, lui permettant ainsi de pénétrer plusieurs cibles. Récupérez-le pour une utilisation répétée.",
12050,Nœud court en mithril,"#c0aba1d dégâts de base + 25 #n #r arme à distance de base, chaque attaque #c0aba1d  #n1 flèches de pierre. #r dégâts réels sont liés à #n #c0aba1d.",
12051,flèche de pierre,#c0aba1d dégâts de base + 15 #n #r nécessite l'Arc de mithril pour tirer.,
12052,Oeufs d'oiseaux Dudu,#c0aba1d jeter #n là-bas est une chance de donner naissance à un petit oiseau doo. #r l'un des matériaux pour le traitement des petits œufs de Pâques. #r renards aiment beaucoup.,"De temps en temps, un doo-doo qui a mangé aura un œuf dans le nid ou sur le sol."
12053,Œufs de pingouin,#c0aba1d jeter #n il y a une chance de donner naissance à des pingouins. #r l'un des matériaux pour le traitement des petits œufs de Pâques.,Les pingouins non nourris pondent un œuf de pingouin de temps en temps.
12054,Petit sac de sable,Utilisez #n qui peut #c0aba1d.,
12055,Petit sac de sable,L'utilisation peut être jetée.,
12056,quille arc,"Flux d'énergie explosive. #r peut utiliser l'os de sorcier pour réparer la durabilité. #r vaincre le dragon noir de lave, débloquer l'artisanat dans la plate-forme de l'artisan.",
12057,Boule de neige de Noël,L'utilisation peut lancer et fleurir de beaux flocons de neige sur la cible. #r doivent être extraites vers l'archive pour être utilisées.,Acheté au Père Noël lors des événements de Noël.
12058,Sac porte-bonheur rouge,"L'utilisation peut jeter, si frappé un petit partenaire, le transformer en #c0aba1d animal #n une période de temps. #r besoin d'être extrait à l'archive pour l'utilisation.",Participer aux activités de la Fête du Printemps.
12059,Tangyuan,"L'utilisation peut jeter, si frappé un petit partenaire, son #c0aba1d emprisonné #n période de temps. #r besoin d'être extrait à l'archive pour l'utilisation.",
12060,Sac porte-bonheur violet,Frappez le petit ami,
12061,Arc de requin,"#c0aba1d dégâts de base + 25 #n #r arme à distance de base, chaque attaque #c0aba1d consommer #n1 flèches océaniques. #r dégâts réels sont liés à #n #c0aba1d.",
12062,Flèche Océan,#c0aba1d dégâts de base + 15 #n #r nécessite un tir à l'arc.,
12063,Harpon de poisson-démon,Une arme de poussée améliorée spécialement conçue pour le combat sous-marin. #c0aba1dCharge#n pour le lancer sur les ennemis tout en conservant une trajectoire normale même sous l'eau. Récupérez-le pour une utilisation répétée.,
12064,Nageoire volante,"Nageoires de poisson volant, peuvent être utilisées pour fabriquer des combinaisons",Vaincre la chute de poisson volant.
12065,Dent de requin,"Dents de requin, qui peuvent être utilisées pour fabriquer des arcs de requin",Vaincre la chute de requin.
12066,peau de requin,"Peau de requin, peut être utilisée pour fabriquer des combinaisons",Vaincre la chute de requin.
12067,Épine de queue de poisson du diable,"L'épine de queue de poisson du diable, peut être utilisée pour faire #c0aba1d le harpon du diable #n",Vaincre le diable poisson goutte.
12068,Projectile boule de neige,Projectiles lancés par les gardes de l'esprit de glace.,
12069,Bâton de bois mort,Un bâton de bois inutile et fragile.,
12201,Casque en cuir,"#c0aba1d défense physique + 1 #n #r armure la plus basique, défense inférieure.",
12202,Cuirasse en cuir,"#c0aba1d défense physique + 2 #n #r l'armure la plus basique, défense inférieure.",
12203,Protège-tibias en cuir,"#c0aba1d défense physique + 2 #n #r l'armure la plus basique, défense inférieure.",
12204,Bottes en cuir,"#c0aba1d défense physique + 1 #n #r armure la plus basique, défense inférieure.",
12205,cape en cuir,#c0aba1d vitesse de déplacement + 2 % #n #r cape en cuir simple.,
12206,Cape flamboyante,#c0aba1d Vitesse de déplacement + 6 % #n #r cape flamboyante exquise.,
12207,Cape en tungstène,#c0aba1d Vitesse de déplacement + 6 % #n #r Cloche en tungstène fin.,
12208,Cape en agate de soie,#c0aba1d Vitesse de déplacement + 6 % #n #r Manteau en agate enveloppé de soie délicate.,
12209,Cap de mithril,#c0aba1d Vitesse de déplacement + 3 % #n #r Strong Secret Silver Cloak.,
12210,Manteau de lave,Une cape élégante et imposante.#rUnlocked et fabriquée en @item_800# après avoir vaincu le Dragon Noir du Chaos. #c0aba1dFalling dégâts -150#n une fois équipé.#r#c0aba1dN'imitez aucun comportement dans le jeu.#n,
12211,Casque à chaîne,#c0aba1d Défense physique + 6 #n #r #c0aba1d Défense à distance + 17 #n #r peut résister aux dégâts d'armes plus à distance.,
12212,Cuirasse en cotte de mailles,#c0aba1d Défense physique + 9 #n #r #c0aba1d Défense à distance + 21 #n #r peut résister aux dégâts d'armes plus à distance.,
12213,Leggings en cotte de mailles,#c0aba1d Défense physique + 9 #n #r #c0aba1d Défense à distance + 21 #n #r peut résister aux dégâts d'armes plus à distance.,
12214,Bottes à chaîne,#c0aba1d Défense physique + 6 #n #r #c0aba1d Défense à distance + 17 #n #r peut résister aux dégâts d'armes plus à distance.,
12215,Cape en agate de soie,Cape décorative.,
12216,Casque en laiton,#c0aba1d Défense physique + 3 #n #r équipement de défense physique couramment utilisé.,
12217,Cuirasse en laiton,#c0aba1d Défense physique + 6 #n #r équipement de défense physique couramment utilisé.,
12218,Leggings en laiton,#c0aba1d Défense physique + 6 #n #r équipement de défense physique couramment utilisé.,
12219,Bottes en laiton,#c0aba1d Défense physique + 3 #n #r équipement de défense physique couramment utilisé.,
12220,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
12221,Casque Mithril,#c0aba1d Défense physique + 6 #n #r équipement de défense physique couramment utilisé.,
12222,Cuirasse en mithril,#c0aba1d Défense physique + 9 #n #r équipement de défense physique couramment utilisé.,
12223,Mithril Leggings,#c0aba1d Défense physique + 9 #n #r équipement de défense physique couramment utilisé.,
12224,Bottes Mithril,#c0aba1d Défense physique + 6 #n #r équipement de défense physique couramment utilisé.,
12225,Cap de mithril,Cape décorative.,
12226,Casque chinois,,
12227,Cuirasse chinoise,,
12228,Protège-tibias chinois,,
12229,Bottes chinoises,,
12230,Sabre,Un couteau qui ne peut pas être sorti,
12231,Casque en titane,"#c0aba1d Défense physique + 10 #n #r #c0aba1d Défense élémentaire + 3 #n #r peut résister à plus de dégâts élémentaires, tels que le feu",
12232,Cuirasse en titane,"#c0aba1d Défense physique + 12 #n #r #c0aba1d Défense élémentaire + 4 #n #r peut résister à plus de dégâts élémentaires, tels que le feu",
12233,Leggings en titane,"#c0aba1d Défense physique + 12 #n #r #c0aba1d Défense élémentaire + 4 #n #r peut résister à plus de dégâts élémentaires, tels que le feu",
12234,Bottes en titane,"#c0aba1d Défense physique + 9 #n #r #c0aba1d Défense élémentaire + 3 #n #r peut résister à plus de dégâts élémentaires, tels que le feu",
12235,Cape flamboyante,Cape décorative.,
12236,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
12237,La version du jeu est trop basse,Allez télécharger la dernière version du jeu!,
